placeid	departid	clustid	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	puchct	prchct	puprsc	prprsc	prisch	secsch	heactr	cadctr	othserv1	othserv2	othserv3	timerelg	timetele	timeintr	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timepucc	timeprcc	timepups	timeprps	timeprsc	timesesc	timehect	timecadc	timeoth1	timeoth2	timeoth3	trnsrelg	trnstele	trnsint	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnpucc	trnprcc	trnpups	trnprps	trnprsc	trnsesc	trnhect	trncadc	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	vaccnprg	hemoinfl	hepb	yellowfv	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	vaccn4yr	hemo4yr	hepb4yr	yellw4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	a_4yothr1	a_4yothr2	lndmale	plntmale	weedmale	hrvsmale	postmale	pstrmale	othrmale	mmonland	mmonplnt	mmonweed	mmonhrvs	mmonpost	mmonpstr	mmonothr	lndfmle	plntfmle	weedfmle	hrvsfmle	postfmle	pstrfmle	othrfmle	fmonland	fmonplnt	fmonweed	fmonhrvs	fmonpost	fmonpstr	fmonothr	lndchld	plntchld	weedchld	hrvschld	postchld	pstrchld	othrchld	cmonland	cmonplnt	cmonweed	cmonhrvs	cmonpost	cmonpstr	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	prcirrgt	prcdry	prcpstr	prcbuild	minirrgt	mindry	minpstr	minbuild	maxirrgt	maxdry	maxpstr	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	priccrop	mincrop	maxcrop
PE15MC04	12	15	24	6	2007	6/24/2007	600	5	4	5	1	3	5	5	5	5	2	5	1	60	6	88	88	60	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	-88	60	60	60	60	60	60	60	60	60	60	-88	-88	-88	60	-88	60	-88	-88	-88	88	6	6	1	6	6	6	6	6	6	6	88	88	88	6	88	6	88	88	88	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	10	10	10	10	10	10	-88	6	6	6	6	6	6	88	3.5	3.5	3.5	3.5	3.5	3.5	-88	6	6	6	6	6	6	88	5	5	5	5	5	5	-88	2	2	2	2	2	2	88	-11	-11	15	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	2	22	13	13	18	19	.600000023841858	.0399999991059303	.170000001788139	.300000011920929	.800000011920929	1.79999995231628	2.5	16	30	2.5	2	4.80000019073486	.699999988079071	4	2	7.19999980926514	4000	1000	900	200	-88	-88	-88	-88	-88	-88	-88	-88	1000	500	600	300	-77	50	40	90	15	13	8	-77	-88	-88	-88	-88	-77	-88	-88	-88	-88	-88	-88	-77	-88	-88	-88	-88	-77	-88	-88	-88	-88	-88	-88	-77	4	-88	-88
PE15MC05	12	15	11	12	2006	12/11/2006	760	2	5	5	1	4	5	5	5	5	5	5	1	60	6	88	88	-88	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	11	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	-88	45	45	45	45	45	45	45	45	45	45	-88	45	-88	60	-88	45	-88	-88	-88	88	6	6	6	6	6	6	6	6	6	6	88	6	88	1	88	6	88	88	88	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	-11	-11	-11	2	2	2	2	88	88	88	10	10	10	10	-11	-11	-11	2	2	2	2	88	88	88	5	5	5	5	-11	-11	-11	2	2	2	2	88	88	88	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	2.5	-88	-88	-88	-88	-88	.699999988079071	.0399999991059303	.129999995231628	.0500000007450581	1.5	2	2.5	-88	-88	2.5	2.5	2.79999995231628	1	1	1.5	2.5	-88	0	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE16MC01	5	16	29	10	2006	10/29/2006	170	4	5	88	1	3	4	5	5	5	5	5	1	30	1	88	88	-99	-88	88	88	88	-88	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	88	88	88	88	88	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	30	30	120	30	30	30	120	120	120	-77	-77	30	-77	99	30	30	-88	-88	-88	-88	1	1	6	1	1	1	1	6	6	88	88	1	88	99	1	1	88	88	88	88	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	77	0	0	1	0	1	0	0	0	77	0	0	0	0	10	10	10	10	10	-11	-88	0	0	0	2	0	88	88	5	5	5	5	5	5	-88	0	0	0	2	0	0	88	6	6	6	6	6	6	-88	0	0	0	2	0	0	88	-11	-11	-11	-99	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	2	35	15	15	25	25	3	1	1	.5	.300000011920929	2	2.5	5	2.5	2.5	2.5	5	.699999988079071	2	1.5	8	8000	4000	1200	30	-88	-88	-88	-88	-88	-88	-88	-88	1000	400	800	250	800	50	35	90	12	10	5	120	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3	-88	-88
PE16MC02	5	16	17	11	2006	11/17/2006	86	5	5	5	1	2	5	5	5	5	5	5	1	60	7	88	88	60	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	10	180	60	60	60	180	180	180	180	180	10	180	10	10	10	-77	-88	-88	-88	88	1	7	7	7	7	7	7	7	7	7	1	7	1	1	1	88	88	88	88	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	7	3	-88	6	6	6	6	6	2	88	3	3	3	3	3	3	-88	6	6	6	6	6	2	88	3	3	3	3	3	3	-88	2	2	2	2	2	2	88	-11	-11	-22	-11	-88	-88	-11	-11	-22	-11	-88	-88	-11	-11	-22	-11	-88	-88	-88	-88	1.60000002384186	25	12	12	22	22	.800000011920929	.0299999993294477	.119999997317791	.899999976158142	1	2	2.40000009536743	-88	-88	2.40000009536743	2	4	-88	5	1.5	12.5	1000	300	1000	2	-88	-88	-88	-88	-88	-88	-88	-88	1200	300	400	40	600	50	20	80	10	0	5	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE16MC03	5	16	22	11	2006	11/22/2006	35	5	5	1	1	2	5	5	5	5	5	3	1	60	7	88	88	60	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	180	60	15	60	180	180	180	-88	180	15	180	15	15	15	180	-88	-88	-88	1	1	7	7	1	7	7	7	7	88	7	1	7	1	1	1	7	88	88	88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	10	-88	2	2	2	2	2	2	88	5	5	5	5	5	5	-88	2	2	2	2	2	2	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-88	-88	5	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-88	-88	-88	1.60000002384186	25	12	12	22	22	.800000011920929	.0299999993294477	.119999997317791	.899999976158142	1	2	2.40000009536743	-88	-88	2.40000009536743	2	4	-88	5	1.5	12.5	-88	-88	-77	-88	800	500	-88	-88	1000	700	-88	-88	1600	300	800	-88	-88	-88	50	150	10	-88	-88	-88	-88	-88	-88	-88	-88	50	-88	-88	-88	10	7	-88	-88	-88	-88	-88	-88	60	-88	-88	-88	15	10	-88	3	-88	-88
PE16MC04	5	16	13	11	2006	11/13/2006	50	5	5	5	1	2	5	5	5	5	5	3	1	150	7	1	88	150	-88	88	88	88	-88	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	99	88	88	88	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	90	165	140	140	140	165	165	165	120	165	90	90	90	90	90	140	-88	-88	-88	1	1	13	13	13	13	13	13	13	1	13	1	1	1	1	1	13	88	88	88	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	5	-88	6	6	6	6	6	0	88	7	7	7	7	7	5	-88	6	6	6	6	6	0	88	8	8	8	8	8	-22	-88	2	2	2	2	2	88	88	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	2	25	11	11	28	25	.800000011920929	.0299999993294477	.119999997317791	.899999976158142	1	2	2.40000009536743	-88	-88	2.40000009536743	2	4	-88	5	1.5	12.5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1000	500	1000	-88	-88	40	-88	5	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE17MC01	5	17	10	1	2007	1/10/2007	220	5	5	3	1	2	5	4	5	5	5	5	1	60	7	88	88	60	-88	88	88	88	-88	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	13	88	88	88	88	1	1	0	0	0	0	0	0	0	0	0	0	1	88	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	-88	20	60	60	-88	60	60	420	60	-77	-77	-88	-77	-88	-88	-77	-77	-88	-88	-88	88	1	7	7	88	7	7	8	7	88	88	88	88	88	88	88	88	88	88	88	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	2.70000004768372	-88	6	6	6	6	6	88	88	5	5	5	5	5	2.70000004768372	-88	6	6	6	6	6	88	88	5	5	5	5	5	-11	-88	6	6	6	6	6	88	88	-11	-11	20	-88	-11	-11	-11	-11	-11	-88	-11	-11	-11	-11	-11	-88	-11	-11	-11	-11	1.5	25	10	10	25	20	1	.300000011920929	.5	.300000011920929	1	1.5	2.5	88	18	2.20000004768372	2	4	.699999988079071	1.5	1	14	-88	-88	-88	10	3000	1000	400	-88	4000	1500	500	-88	1000	300	1000	80	-88	30	60	10	7	8	100	100	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1.70000004768372	-88	-88
PE17MC02	5	17	13	1	2007	1/13/2007	150	5	5	5	1	2	4	5	5	5	4	5	1	40	1	88	88	40	-88	88	88	88	-88	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	-88	40	40	50	40	50	50	50	50	-77	-77	-88	50	-88	40	40	50	-88	-88	-88	88	1	1	6	1	6	6	6	6	88	88	88	6	88	1	1	6	88	88	88	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	88	88	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	-11	-88	2	2	2	2	2	88	88	8	8	8	8	8	6	-88	2	2	2	2	2	0	88	8	8	8	8	8	6	-88	2	2	2	2	2	0	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	18	15	15	18	18	1	1	1	1	1	2.29999995231628	2.70000004768372	20	18	2	2	4	.600000023841858	2	1	12	-88	-88	-88	-88	7000	500	5000	5	1000	800	6000	8	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1000	250	700	100	-77	50	40	50	10	8	6	-77	1500	400	900	150	-77	60	50	100	15	10	8	-77	-88	3	4
PE18MC01	3	18	15	12	2006	12/15/2006	3800	5	5	5	1	2	5	5	5	5	4	5	1	60	6	88	88	60	88	88	88	88	-88	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	-88	-88	60	60	-88	60	60	60	60	-88	-77	-88	60	-88	-88	-88	60	-88	-88	-88	88	88	6	6	88	6	6	6	6	88	88	88	6	88	88	88	6	88	88	88	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	12	12	12	12	-22	-88	0	2	0	2	0	88	88	10	10	10	10	10	5	-88	0	2	0	2	0	2	88	8	8	8	8	8	5	-88	0	2	0	2	0	2	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	2.5	28	10	10	20	20	.5	.5	.5	-77	.600000023841858	2	3	-88	-88	2	2	3.79999995231628	.800000011920929	1.5	1	-77	3000	1500	6000	2	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1500	400	600	-88	-88	40	40	80	12	10	8	-88	1800	700	900	-88	-88	120	80	250	20	15	10	-88	2	-88	-88
PE20MC01	21	20	21	3	2007	3/21/2007	5000	1	5	5	5	5	5	5	5	3	2	5	1	30	7	88	88	30	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	-88	-88	-88	-88	30	30	30	30	30	-88	30	-88	-88	-88	-88	30	30	-88	-88	-88	88	88	88	88	7	7	7	7	7	88	7	88	88	88	88	7	7	88	88	88	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	18	-11	-11	-11	12	10	15	-11	12	-11	5	5	8	-11	-11	-11	-11	-11	1.29999995231628	30	10	8	25	20	1.5	.5	.300000011920929	.5	1	2	2.40000009536743	8	-88	2.09999990463257	2.20000004768372	3.5	.800000011920929	1.5	1.5	12	-88	-88	-88	96	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	12	-88	6	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE20MC02	21	20	22	3	2007	3/22/2007	-77	1	5	5	5	5	5	5	5	5	4	5	1	30	7	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	20	30	30	30	30	30	30	30	30	-88	30	-88	30	20	20	-88	30	-88	-88	-88	1	7	7	7	7	7	7	7	7	88	7	88	7	1	1	88	7	88	88	88	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	15	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	32	8	8	18	15	.600000023841858	.400000005960464	.25	.5	1	2	2	7	-88	2.20000004768372	2.5	4	1	2	2	11	-88	-88	-88	40	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	10	-88	10	-88	-88	-88	-88	-88	-88	-88	-88	150	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	170	-88	-88	-88	-88	-88	-88	-88
PE20MC03	21	20	22	3	2007	3/22/2007	5000	1	5	5	4	4	5	5	5	3	2	5	1	25	7	88	88	25	-88	88	88	88	-88	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	-88	-88	25	25	25	25	25	25	25	25	-88	-88	-88	-88	-88	-88	25	-88	-88	-88	88	88	7	7	7	7	7	7	7	7	88	88	88	88	88	88	7	88	88	88	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	15	20	-11	-11	15	-11	10	-11	-11	-11	-11	10	-11	-11	-11	-11	-11	-11	1.20000004768372	28	10	10	25	25	.629999995231628	.0399999991059303	.129999995231628	.25	1	2	2.40000009536743	10	-88	2.20000004768372	2.40000009536743	4	.800000011920929	2	1.5	10.5	-88	-88	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-88	-88	-88	60	-88	-77	12	-88	8	-88	-88	800	-88	-88	-88	-88	-88	100	-88	-88	-88	-88	-88	900	-88	-88	-88	-88	-88	120	-88	-88	-88	-88	-88	-88	-88
