placeid	anmlfdid	item	price	account
PE81MC65	2	POLLO	10	2
PE81MC65	3	PESCADO SALADO	6	1
PE81MC66	1	CARNE DE RES	6	1
PE81MC66	2	HUEVO	.200000002980232	2
PE81MC66	3	QUESO	6	1
PE81MC67	1	CARNE DE RES	5	1
PE81MC68	1	CARNE DE RES	8	1
PE81MC68	2	LECHE	1.29999995231628	3
PE81MC68	3	HUEVO	4	1
PE81MC69	1	CHANCHO	6	1
PE81MC69	2	GALLINA	7	1
PE81MC69	3	QUESO	6	1
PE81MC70	1	gallina	15	2
PE81MC70	2	CUY	10	2
PE81MC70	3	RES	5	1
PE81MC71	1	LECHE	1	3
PE81MC71	2	QUESO	6	1
PE81MC71	3	PESCADO	5	1
PE81MC72	1	RES	9	1
PE81MC72	2	POLLO	6	1
PE81MC72	3	LEHE	1	3
PE81MC73	1	CUY	8	2
PE81MC73	2	RES	6	1
PE81MC73	3	CERDO	6	1
PE81MC74	1	RES	7	1
PE81MC74	2	CERDO	8	1
PE81MC74	3	POLLO	6	1
PE81MC75	1	POLLO	8	1
PE81MC75	2	PESCADO	7	1
PE81MC75	3	CHANCHO	10	1
PE81MC76	1	PICURO	6	1
PE81MC76	2	GALLINA	8	1
PE81MC76	3	PESCADO	7	1
PE81MC77	1	POLLO	8	1
PE81MC77	2	HUEVOS	.25	2
PE81MC77	3	RES	6	1
PE81MC78	1	GALLINA	14	2
PE81MC78	2	PESCADO FRESCO	6	1
PE81MC78	3	QUESO	10	1
PE81MC79	1	CARNE DE RES	7	1
PE81MC79	2	POLLO	5.5	1
PE81MC79	3	ALPACA	5	1
PE81MC80	1	POLLO	6	1
PE81MC80	2	HUEVOS	.25	2
PE81MC80	3	CABRITO	6	1
PE81MC81	1	GALLINA	12	2
PE81MC81	2	CABRITO	6	1
PE81MC81	3	HUEVOS	.25	2
PE81MC82	1	PESCADO CORVINA	5	1
PE81MC82	2	POLLO	4	1
PE81MC82	3	HUEVOS	2.5	4
PE81MC83	1	RES	7	1
PE81MC83	2	CHANCHO	4	1
PE81MC83	3	POLLO	6	1
PE81MC84	1	GALLINA	15	2
PE81MC84	2	HUEVO	4	1
PE81MC84	3	PESCADO	4	1
PE81MC85	1	MARISCOS	2	4
PE81MC85	2	PESCADO	2	4
PE81MC85	3	POLLO	3.17000007629395	4
PE81MC86	-88	-88	-88	88
PE81MC87	-88	-88	-88	88
PE81MC88	-88	-88	-88	88
PE81MC89	-88	-88	-88	88
PE81MC90	-88	-88	-88	88
PE81MC91	1	CARNE DE RES	12	88
PE81MC91	-88	-88	-88	88
PE81MC92	1	PESCADO CACHEMO	3	1
PE81MC92	2	CARNE DE RES	16	1
PE81MC92	3	POLLO	9	1
PE81MC93	1	POLLO	6.5	1
PE81MC93	2	PESCADO	4	1
PE81MC93	3	LECHE DE VACA	1	3
PE81MC93	4	HIGADO	3.5	1
PE81MC94	-88	-88	-88	88
PE81MC95	-88	-88	-88	88
PE81MC96	-88	-88	-88	88
PE81MC98	1	PESCADO	3	1
PE81MC98	2	CERDO	6	1
PE81MC98	3	GALLINA	7	1
PE81MC99	1	POLLO	7	1
PE81MC99	2	PESCADO	4	1
PE81MC99	3	HUEVO	1	2
PE82MC01	1	GALLINA	20	2
PE82MC01	2	CUY	15	2
PE82MC01	3	CERDO	9	1
PE82MC02	1	CARNE DE TOCINO	8	1
PE82MC02	2	GALLINA	8	1
PE82MC02	3	PESCADO	10	1
PE82MC03	1	VACUNO	8	1
PE82MC03	2	QUESO	12	1
PE82MC03	3	POLLO	8.19999980926514	1
