CHILDCODE	IMEVIDR4	RKEVR4	LOSS02R4	LOSS03R4	LOSS04R4	LOSS05R4	LOSS06R4	RESEVR41	RESEVR42	RESEVR43
91036	1	37	 	 	 	2	 	20	23	7
91036	2	88	 	 	 	 	 	 	 	 
91036	3	88	 	 	 	 	 	 	 	 
91037	1	36	3	 	 	 	 	20	7	88
91037	2	88	 	 	 	 	 	 	 	 
91037	3	88	 	 	 	 	 	 	 	 
91038	1	 	 	 	 	 	 	 	 	 
91038	2	 	 	 	 	 	 	 	 	 
91038	3	 	 	 	 	 	 	 	 	 
91039	1	14	 	 	3	 	 	7	88	88
91039	2	39	 	 	 	 	2	20	88	88
91039	3	1	 	 	 	2	 	7	88	88
91040	1	39	 	 	4	 	 	16	7	88
91040	2	88	 	 	 	 	 	 	 	 
91040	3	88	 	 	 	 	 	 	 	 
91041	1	14	 	 	3	3	 	21	88	88
91041	2	38	3	3	3	3	3	9	88	88
91041	3	88	 	 	 	 	 	 	 	 
91042	1	14	 	 	 	 	2	9	88	88
91042	2	39	 	 	 	2	 	16	88	88
91042	3	88	 	 	 	 	 	 	 	 
91043	1	 	 	 	 	 	 	 	 	 
91043	2	 	 	 	 	 	 	 	 	 
91043	3	 	 	 	 	 	 	 	 	 
91044	1	47	 	3	3	3	 	2	1	88
91044	2	23	3	3	3	 	 	19	88	88
91044	3	88	 	 	 	 	 	 	 	 
91045	1	 	 	 	 	 	 	 	 	 
91045	2	 	 	 	 	 	 	 	 	 
91045	3	 	 	 	 	 	 	 	 	 
91046	1	34	 	 	 	 	2	9	88	88
91046	2	38	1	1	1	1	1	2	7	88
91046	3	88	 	 	 	 	 	 	 	 
91047	1	 	 	 	 	 	 	 	 	 
91047	2	 	 	 	 	 	 	 	 	 
91047	3	 	 	 	 	 	 	 	 	 
91048	1	 	 	 	 	 	 	 	 	 
91048	2	 	 	 	 	 	 	 	 	 
91048	3	 	 	 	 	 	 	 	 	 
91049	1	 	 	 	 	 	 	 	 	 
91049	2	 	 	 	 	 	 	 	 	 
91049	3	 	 	 	 	 	 	 	 	 
91050	1	14	 	 	 	2	 	7	88	88
91050	2	88	 	 	 	 	 	 	 	 
91050	3	88	 	 	 	 	 	 	 	 
101001	1	34	 	 	 	4	 	20	7	88
101001	2	88	 	 	 	 	 	 	 	 
101001	3	88	 	 	 	 	 	 	 	 
101002	1	35	 	 	 	3	 	17	7	88
101002	2	34	3	 	 	 	 	16	7	88
101002	3	88	 	 	 	 	 	 	 	 
101003	1	 	 	 	 	 	 	 	 	 
101003	2	 	 	 	 	 	 	 	 	 
101003	3	 	 	 	 	 	 	 	 	 
101004	1	38	 	4	 	 	 	16	7	88
101004	2	88	 	 	 	 	 	 	 	 
101004	3	88	 	 	 	 	 	 	 	 
101005	1	47	 	 	 	3	4	2	18	7
101005	2	88	 	 	 	 	 	 	 	 
101005	3	88	 	 	 	 	 	 	 	 
101006	1	 	 	 	 	 	 	 	 	 
101006	2	 	 	 	 	 	 	 	 	 
101006	3	 	 	 	 	 	 	 	 	 
101007	1	 	 	 	 	 	 	 	 	 
101007	2	 	 	 	 	 	 	 	 	 
101007	3	 	 	 	 	 	 	 	 	 
101009	1	 	 	 	 	 	 	 	 	 
101009	2	 	 	 	 	 	 	 	 	 
101009	3	 	 	 	 	 	 	 	 	 
101010	1	14	 	4	 	 	 	7	88	88
101010	2	1	 	3	 	 	 	19	7	88
101010	3	88	 	 	 	 	 	 	 	 
101011	1	 	 	 	 	 	 	 	 	 
101011	2	 	 	 	 	 	 	 	 	 
101011	3	 	 	 	 	 	 	 	 	 
101012	1	10	 	4	 	 	 	16	7	88
101012	2	39	 	 	 	1	 	17	7	88
101012	3	47	 	 	1	1	1	22	17	7
101013	1	 	 	 	 	 	 	 	 	 
101013	2	 	 	 	 	 	 	 	 	 
101013	3	 	 	 	 	 	 	 	 	 
101014	1	 	 	 	 	 	 	 	 	 
101014	2	 	 	 	 	 	 	 	 	 
101014	3	 	 	 	 	 	 	 	 	 
101015	1	39	3	 	 	 	 	20	88	88
101015	2	88	 	 	 	 	 	 	 	 
101015	3	88	 	 	 	 	 	 	 	 
101016	1	 	 	 	 	 	 	 	 	 
101016	2	 	 	 	 	 	 	 	 	 
101016	3	 	 	 	 	 	 	 	 	 
101017	1	16	 	 	4	4	4	7	88	88
101017	2	29	 	 	 	 	1	7	88	88
101017	3	88	 	 	 	 	 	 	 	 
101018	1	36	2	 	 	 	 	7	88	88
101018	2	34	 	3	 	 	 	7	88	88
101018	3	14	 	 	2	2	 	2	16	77
101019	1	 	 	 	 	 	 	 	 	 
101019	2	 	 	 	 	 	 	 	 	 
101019	3	 	 	 	 	 	 	 	 	 
101020	1	16	 	 	 	4	4	22	16	7
101020	2	47	 	 	2	3	4	9	88	88
101020	3	14	 	 	 	4	 	18	7	88
101021	1	14	 	4	 	4	 	7	88	88
101021	2	23	2	2	2	2	 	13	17	9
101021	3	88	 	 	 	 	 	 	 	 
101022	1	37	 	3	 	 	 	17	7	88
101022	2	39	 	 	3	3	 	17	7	88
101022	3	88	 	 	 	 	 	 	 	 
101023	1	1	 	 	 	3	 	7	88	88
101023	2	88	 	 	 	 	 	 	 	 
101023	3	88	 	 	 	 	 	 	 	 
101024	1	 	 	 	 	 	 	 	 	 
101024	2	 	 	 	 	 	 	 	 	 
101024	3	 	 	 	 	 	 	 	 	 
101025	1	14	 	 	 	4	4	3	88	88
101025	2	88	 	 	 	 	 	 	 	 
101025	3	88	 	 	 	 	 	 	 	 
101027	1	47	3	2	3	3	3	1	18	7
101027	2	38	 	3	3	 	2	7	88	88
101027	3	88	 	 	 	 	 	 	 	 
101028	1	 	 	 	 	 	 	 	 	 
101028	2	 	 	 	 	 	 	 	 	 
101028	3	 	 	 	 	 	 	 	 	 
101029	1	34	 	 	 	4	 	9	20	7
101029	2	42	 	 	1	1	1	10	7	88
101029	3	14	 	 	 	3	 	7	88	88
101030	1	39	 	 	 	2	 	16	88	88
101030	2	88	 	 	 	 	 	 	 	 
101030	3	88	 	 	 	 	 	 	 	 
101031	1	29	 	 	 	2	 	18	88	88
101031	2	13	 	 	 	2	 	7	88	88
101031	3	88	 	 	 	 	 	 	 	 
101032	1	47	4	4	4	4	4	9	1	7
101032	2	37	 	 	2	2	 	11	7	88
101032	3	16	 	 	 	4	4	12	4	88
101033	1	10	 	3	 	 	 	17	7	88
101033	2	88	 	 	 	 	 	 	 	 
101033	3	88	 	 	 	 	 	 	 	 
101034	1	29	 	 	 	4	 	18	7	88
101034	2	47	3	3	2	3	2	2	88	88
101034	3	14	 	3	3	2	 	27	88	88
101035	1	 	 	 	 	 	 	 	 	 
101035	2	 	 	 	 	 	 	 	 	 
101035	3	 	 	 	 	 	 	 	 	 
101036	1	 	 	 	 	 	 	 	 	 
101036	2	 	 	 	 	 	 	 	 	 
101036	3	 	 	 	 	 	 	 	 	 
101037	1	29	 	 	2	 	 	3	7	88
101037	2	88	 	 	 	 	 	 	 	 
101037	3	88	 	 	 	 	 	 	 	 
101038	1	14	4	4	 	 	 	15	88	88
101038	2	31	2	2	 	 	 	3	88	88
101038	3	88	 	 	 	 	 	 	 	 
101040	1	1	 	4	 	 	 	9	2	1
101040	2	47	 	 	 	 	4	1	2	9
101040	3	88	 	 	 	 	 	 	 	 
101041	1	 	 	 	 	 	 	 	 	 
101041	2	 	 	 	 	 	 	 	 	 
101041	3	 	 	 	 	 	 	 	 	 
101042	1	16	 	 	 	4	 	1	17	88
101042	2	38	 	 	 	2	 	17	88	88
101042	3	47	2	2	2	3	2	88	7	7
101044	1	 	 	 	 	 	 	 	 	 
101044	2	 	 	 	 	 	 	 	 	 
101044	3	 	 	 	 	 	 	 	 	 
101045	1	 	 	 	 	 	 	 	 	 
101045	2	 	 	 	 	 	 	 	 	 
101045	3	 	 	 	 	 	 	 	 	 
101046	1	28	 	 	 	2	 	2	8	7
101046	2	14	 	3	 	 	 	18	17	7
101046	3	29	 	 	2	 	 	18	20	7
101047	1	38	 	 	2	 	 	7	88	88
101047	2	47	 	3	3	2	 	7	88	88
101047	3	88	 	 	 	 	 	 	 	 
101048	1	12	 	 	3	 	 	2	1	7
101048	2	88	 	 	 	 	 	 	 	 
101048	3	88	 	 	 	 	 	 	 	 
101049	1	37	2	 	2	 	4	27	88	88
101049	2	88	 	 	 	 	 	 	 	 
101049	3	88	 	 	 	 	 	 	 	 
101050	1	 	 	 	 	 	 	 	 	 
101050	2	 	 	 	 	 	 	 	 	 
101050	3	 	 	 	 	 	 	 	 	 
111002	1	 	 	 	 	 	 	 	 	 
111002	2	 	 	 	 	 	 	 	 	 
111002	3	 	 	 	 	 	 	 	 	 
111003	1	45	 	 	 	4	 	9	18	7
111003	2	88	 	 	 	 	 	 	 	 
111003	3	88	 	 	 	 	 	 	 	 
111004	1	 	 	 	 	 	 	 	 	 
111004	2	 	 	 	 	 	 	 	 	 
111004	3	 	 	 	 	 	 	 	 	 
111005	1	 	 	 	 	 	 	 	 	 
111005	2	 	 	 	 	 	 	 	 	 
111005	3	 	 	 	 	 	 	 	 	 
111006	1	 	 	 	 	 	 	 	 	 
111006	2	 	 	 	 	 	 	 	 	 
111006	3	 	 	 	 	 	 	 	 	 
111008	1	 	 	 	 	 	 	 	 	 
111008	2	 	 	 	 	 	 	 	 	 
111008	3	 	 	 	 	 	 	 	 	 
111009	1	 	 	 	 	 	 	 	 	 
111009	2	 	 	 	 	 	 	 	 	 
111009	3	 	 	 	 	 	 	 	 	 
111010	1	38	 	 	 	 	2	20	18	7
111010	2	42	 	 	 	 	2	18	20	7
111010	3	88	 	 	 	 	 	 	 	 
111011	1	 	 	 	 	 	 	 	 	 
111011	2	 	 	 	 	 	 	 	 	 
111011	3	 	 	 	 	 	 	 	 	 
111012	1	 	 	 	 	 	 	 	 	 
111012	2	 	 	 	 	 	 	 	 	 
111012	3	 	 	 	 	 	 	 	 	 
111013	1	14	 	 	 	3	 	9	13	7
111013	2	88	 	 	 	 	 	 	 	 
111013	3	88	 	 	 	 	 	 	 	 
111015	1	36	 	 	4	 	 	23	20	7
111015	2	88	 	 	 	 	 	 	 	 
111015	3	88	 	 	 	 	 	 	 	 
111016	1	 	 	 	 	 	 	 	 	 
111016	2	 	 	 	 	 	 	 	 	 
111016	3	 	 	 	 	 	 	 	 	 
111017	1	45	 	 	4	4	 	16	27	88
111017	2	88	 	 	 	 	 	 	 	 
111017	3	88	 	 	 	 	 	 	 	 
111018	1	14	 	2	 	 	 	22	9	7
111018	2	88	 	 	 	 	 	 	 	 
111018	3	88	 	 	 	 	 	 	 	 
111019	1	14	 	 	 	 	1	9	8	7
111019	2	88	 	 	 	 	 	 	 	 
111019	3	88	 	 	 	 	 	 	 	 
111020	1	 	 	 	 	 	 	 	 	 
111020	2	 	 	 	 	 	 	 	 	 
111020	3	 	 	 	 	 	 	 	 	 
111021	1	39	 	3	 	 	 	8	3	16
111021	2	88	 	 	 	 	 	 	 	 
111021	3	88	 	 	 	 	 	 	 	 
111022	1	39	 	 	 	4	4	13	9	88
111022	2	88	 	 	 	 	 	 	 	 
111022	3	88	 	 	 	 	 	 	 	 
111023	1	26	 	 	4	 	 	23	20	7
111023	2	88	 	 	 	 	 	 	 	 
111023	3	88	 	 	 	 	 	 	 	 
111024	1	 	 	 	 	 	 	 	 	 
111024	2	 	 	 	 	 	 	 	 	 
111024	3	 	 	 	 	 	 	 	 	 
111025	1	25	 	 	 	 	3	2	88	88
111025	2	88	 	 	 	 	 	 	 	 
111025	3	88	 	 	 	 	 	 	 	 
111027	1	 	 	 	 	 	 	 	 	 
111027	2	 	 	 	 	 	 	 	 	 
111027	3	 	 	 	 	 	 	 	 	 
111028	1	25	 	 	 	 	2	7	88	88
111028	2	14	 	 	 	4	 	7	88	88
111028	3	88	 	 	 	 	 	 	 	 
111029	1	24	 	 	 	4	 	7	88	88
111029	2	25	 	 	 	 	4	7	88	88
111029	3	88	 	 	 	 	 	 	 	 
111030	1	 	 	 	 	 	 	 	 	 
111030	2	 	 	 	 	 	 	 	 	 
111030	3	 	 	 	 	 	 	 	 	 
111031	1	39	 	 	 	 	2	23	88	88
111031	2	25	2	 	 	 	 	7	88	88
111031	3	88	 	 	 	 	 	 	 	 
111032	1	14	 	 	 	 	2	9	18	7
111032	2	88	 	 	 	 	 	 	 	 
111032	3	88	 	 	 	 	 	 	 	 
111033	1	37	 	 	 	3	 	20	7	28
111033	2	88	 	 	 	 	 	 	 	 
111033	3	88	 	 	 	 	 	 	 	 
111034	1	 	 	 	 	 	 	 	 	 
111034	2	 	 	 	 	 	 	 	 	 
111034	3	 	 	 	 	 	 	 	 	 
111035	1	34	 	 	 	4	 	6	9	7
111035	2	88	 	 	 	 	 	 	 	 
111035	3	88	 	 	 	 	 	 	 	 
111036	1	39	 	3	4	4	4	16	18	88
111036	2	42	 	 	 	3	 	18	88	88
111036	3	25	 	 	 	4	 	18	88	88
111037	1	 	 	 	 	 	 	 	 	 
111037	2	 	 	 	 	 	 	 	 	 
111037	3	 	 	 	 	 	 	 	 	 
111038	1	 	 	 	 	 	 	 	 	 
111038	2	 	 	 	 	 	 	 	 	 
111038	3	 	 	 	 	 	 	 	 	 
111040	1	 	 	 	 	 	 	 	 	 
111040	2	 	 	 	 	 	 	 	 	 
111040	3	 	 	 	 	 	 	 	 	 
111041	1	35	 	4	 	 	 	22	88	88
111041	2	88	 	 	 	 	 	 	 	 
111041	3	88	 	 	 	 	 	 	 	 
111042	1	 	 	 	 	 	 	 	 	 
111042	2	 	 	 	 	 	 	 	 	 
111042	3	 	 	 	 	 	 	 	 	 
111043	1	 	 	 	 	 	 	 	 	 
111043	2	 	 	 	 	 	 	 	 	 
111043	3	 	 	 	 	 	 	 	 	 
111044	1	 	 	 	 	 	 	 	 	 
111044	2	 	 	 	 	 	 	 	 	 
111044	3	 	 	 	 	 	 	 	 	 
111045	1	28	 	 	 	 	2	7	88	88
111045	2	39	 	1	 	 	 	17	88	88
111045	3	88	 	 	 	 	 	 	 	 
111046	1	39	 	 	 	3	 	9	7	88
111046	2	88	 	 	 	 	 	 	 	 
111046	3	88	 	 	 	 	 	 	 	 
111047	1	34	 	 	3	 	 	18	88	88
111047	2	28	 	 	 	 	2	7	88	88
111047	3	88	 	 	 	 	 	 	 	 
111048	1	 	 	 	 	 	 	 	 	 
111048	2	 	 	 	 	 	 	 	 	 
111048	3	 	 	 	 	 	 	 	 	 
121001	1	14	4	 	 	 	 	2	1	22
121001	2	29	 	 	 	2	 	2	7	88
121001	3	88	 	 	 	 	 	 	 	 
121002	1	 	 	 	 	 	 	 	 	 
121002	2	 	 	 	 	 	 	 	 	 
121002	3	 	 	 	 	 	 	 	 	 
121004	1	 	 	 	 	 	 	 	 	 
121004	2	 	 	 	 	 	 	 	 	 
121004	3	 	 	 	 	 	 	 	 	 
121005	1	28	 	 	4	 	 	16	7	88
121005	2	14	 	 	 	3	 	16	7	88
121005	3	47	 	 	 	2	 	20	7	88
121007	1	28	 	 	 	2	 	20	2	7
121007	2	26	 	 	 	2	 	9	7	88
121007	3	12	 	 	2	2	 	1	2	7
121008	1	23	 	 	 	 	2	7	88	88
121008	2	39	 	 	 	2	 	16	88	88
121008	3	88	 	 	 	 	 	 	 	 
121009	1	 	 	 	 	 	 	 	 	 
121009	2	 	 	 	 	 	 	 	 	 
121009	3	 	 	 	 	 	 	 	 	 
121010	1	14	 	 	 	 	2	9	88	88
121010	2	25	 	 	 	2	 	18	88	88
121010	3	88	 	 	 	 	 	 	 	 
121011	1	34	 	4	 	 	 	2	1	88
121011	2	88	 	 	 	 	 	 	 	 
121011	3	88	 	 	 	 	 	 	 	 
121012	1	25	 	 	4	 	 	10	18	88
121012	2	38	 	 	2	2	 	17	27	88
121012	3	39	 	 	1	 	 	88	88	88
121013	1	 	 	 	 	 	 	 	 	 
121013	2	 	 	 	 	 	 	 	 	 
121013	3	 	 	 	 	 	 	 	 	 
121014	1	25	 	 	 	3	 	10	18	7
121014	2	38	 	 	4	 	 	20	27	7
121014	3	14	 	2	 	 	 	26	7	88
121015	1	14	 	4	 	 	 	7	7	88
121015	2	88	 	 	 	 	 	 	 	 
121015	3	88	 	 	 	 	 	 	 	 
121020	1	27	 	 	 	 	4	7	88	88
121020	2	88	 	 	 	 	 	 	 	 
121020	3	88	 	 	 	 	 	 	 	 
121021	1	 	 	 	 	 	 	 	 	 
121021	2	 	 	 	 	 	 	 	 	 
121021	3	 	 	 	 	 	 	 	 	 
121022	1	14	 	4	 	 	 	7	7	88
121022	2	88	 	 	 	 	 	 	 	 
121022	3	88	 	 	 	 	 	 	 	 
121023	1	38	 	 	 	4	 	27	7	88
121023	2	25	 	 	 	 	2	7	88	88
121023	3	88	 	 	 	 	 	 	 	 
121024	1	 	 	 	 	 	 	 	 	 
121024	2	 	 	 	 	 	 	 	 	 
121024	3	 	 	 	 	 	 	 	 	 
121026	1	39	 	 	 	2	 	1	20	7
121026	2	25	 	 	 	2	 	2	17	7
121026	3	12	 	2	3	3	 	2	7	88
121027	1	 	 	 	 	 	 	 	 	 
121027	2	 	 	 	 	 	 	 	 	 
121027	3	 	 	 	 	 	 	 	 	 
121028	1	47	 	 	3	3	 	2	17	7
121028	2	29	 	 	2	3	 	2	1	7
121028	3	12	 	 	2	2	 	2	20	7
121030	1	 	 	 	 	 	 	 	 	 
121030	2	 	 	 	 	 	 	 	 	 
121030	3	 	 	 	 	 	 	 	 	 
121031	1	14	 	 	 	2	 	2	7	88
121031	2	88	 	 	 	 	 	 	 	 
121031	3	88	 	 	 	 	 	 	 	 
121033	1	 	 	 	 	 	 	 	 	 
121033	2	 	 	 	 	 	 	 	 	 
121033	3	 	 	 	 	 	 	 	 	 
121034	1	 	 	 	 	 	 	 	 	 
121034	2	 	 	 	 	 	 	 	 	 
121034	3	 	 	 	 	 	 	 	 	 
121037	1	39	 	 	 	2	 	16	88	88
121037	2	1	 	 	 	2	 	7	88	88
121037	3	88	 	 	 	 	 	 	 	 
121038	1	 	 	 	 	 	 	 	 	 
121038	2	 	 	 	 	 	 	 	 	 
121038	3	 	 	 	 	 	 	 	 	 
121040	1	 	 	 	 	 	 	 	 	 
121040	2	 	 	 	 	 	 	 	 	 
121040	3	 	 	 	 	 	 	 	 	 
121043	1	28	 	 	2	2	 	7	88	88
121043	2	47	 	 	2	2	 	7	88	88
121043	3	38	 	 	2	 	 	17	88	88
121047	1	 	 	 	 	 	 	 	 	 
121047	2	 	 	 	 	 	 	 	 	 
121047	3	 	 	 	 	 	 	 	 	 
121048	1	25	 	3	2	3	 	18	7	88
121048	2	14	 	 	3	 	 	7	88	88
121048	3	12	 	 	2	2	 	24	88	88
121053	1	38	 	 	2	2	2	9	88	88
121053	2	28	 	 	2	 	 	17	88	88
121053	3	12	 	 	2	2	 	16	88	88
121054	1	88	 	 	 	 	 	 	 	 
121054	2	88	 	 	 	 	 	 	 	 
121054	3	88	 	 	 	 	 	 	 	 
121056	1	 	 	 	 	 	 	 	 	 
121056	2	 	 	 	 	 	 	 	 	 
121056	3	 	 	 	 	 	 	 	 	 
131001	1	47	 	2	2	2	2	7	88	88
131001	2	39	 	 	 	 	3	7	88	88
131001	3	88	 	 	 	 	 	 	 	 
131002	1	47	 	2	2	2	2	7	88	88
131002	2	37	 	 	 	3	 	7	88	88
131002	3	88	 	 	 	 	 	 	 	 
131004	1	 	 	 	 	 	 	 	 	 
131004	2	 	 	 	 	 	 	 	 	 
131004	3	 	 	 	 	 	 	 	 	 
131005	1	47	2	2	2	2	2	7	88	88
131005	2	88	 	 	 	 	 	 	 	 
131005	3	88	 	 	 	 	 	 	 	 
131006	1	 	 	 	 	 	 	 	 	 
131006	2	 	 	 	 	 	 	 	 	 
131006	3	 	 	 	 	 	 	 	 	 
131007	1	34	 	 	 	 	3	16	88	88
131007	2	47	2	2	2	2	2	7	88	88
131007	3	88	 	 	 	 	 	 	 	 
131008	1	34	 	 	2	 	 	16	88	88
131008	2	47	2	2	2	2	2	7	88	88
131008	3	88	 	 	 	 	 	 	 	 
131009	1	34	 	 	 	2	 	7	88	88
131009	2	47	 	 	2	2	2	7	88	88
131009	3	88	 	 	 	 	 	 	 	 
131010	1	1	 	2	 	 	 	7	88	88
131010	2	88	 	 	 	 	 	 	 	 
131010	3	88	 	 	 	 	 	 	 	 
131011	1	47	 	2	2	2	 	7	88	88
131011	2	88	 	 	 	 	 	 	 	 
131011	3	88	 	 	 	 	 	 	 	 
131012	1	37	 	 	 	2	3	9	16	7
131012	2	47	1	1	1	2	2	16	7	88
131012	3	88	 	 	 	 	 	 	 	 
131013	1	38	2	2	2	2	2	10	88	88
131013	2	47	 	2	2	2	2	7	88	88
131013	3	88	 	 	 	 	 	 	 	 
131015	1	47	2	2	2	2	2	7	88	88
131015	2	88	 	 	 	 	 	 	 	 
131015	3	88	 	 	 	 	 	 	 	 
131016	1	47	2	2	2	2	 	7	88	88
131016	2	12	2	2	2	2	 	7	88	88
131016	3	88	 	 	 	 	 	 	 	 
131017	1	47	2	2	2	2	2	7	88	88
131017	2	88	 	 	 	 	 	 	 	 
131017	3	88	 	 	 	 	 	 	 	 
131018	1	47	 	2	2	2	2	7	88	88
131018	2	14	 	 	 	 	3	7	88	88
131018	3	88	 	 	 	 	 	 	 	 
131020	1	47	 	2	2	2	2	7	88	88
131020	2	88	 	 	 	 	 	 	 	 
131020	3	88	 	 	 	 	 	 	 	 
131021	1	47	 	 	2	2	2	12	7	88
131021	2	14	 	2	 	 	 	9	7	88
131021	3	12	 	 	 	1	1	7	88	88
131022	1	1	 	 	3	 	 	7	88	88
131022	2	88	 	 	 	 	 	 	 	 
131022	3	88	 	 	 	 	 	 	 	 
131023	1	 	 	 	 	 	 	 	 	 
131023	2	 	 	 	 	 	 	 	 	 
131023	3	 	 	 	 	 	 	 	 	 
131024	1	38	 	 	3	 	 	16	88	88
131024	2	47	 	 	2	2	2	7	88	88
131024	3	88	 	 	 	 	 	 	 	 
131025	1	47	2	2	2	2	 	2	18	88
131025	2	88	 	 	 	 	 	 	 	 
131025	3	88	 	 	 	 	 	 	 	 
131026	1	38	2	2	2	2	3	23	88	88
131026	2	14	 	 	 	2	 	7	88	88
131026	3	47	2	2	2	2	2	2	88	88
131027	1	1	3	3	 	 	 	9	8	88
131027	2	10	 	 	 	3	 	7	88	88
131027	3	14	 	3	2	 	 	9	7	88
131028	1	37	 	 	 	2	 	16	88	88
131028	2	47	 	 	 	2	2	2	88	88
131028	3	12	 	 	 	 	2	7	88	88
131029	1	14	 	 	2	 	 	9	7	88
131029	2	47	 	 	1	1	1	7	88	88
131029	3	88	 	 	 	 	 	 	 	 
131030	1	 	 	 	 	 	 	 	 	 
131030	2	 	 	 	 	 	 	 	 	 
131030	3	 	 	 	 	 	 	 	 	 
131031	1	38	 	 	 	3	 	16	88	88
131031	2	47	2	2	2	2	3	2	7	88
131031	3	12	2	2	2	2	2	2	88	88
131032	1	 	 	 	 	 	 	 	 	 
131032	2	 	 	 	 	 	 	 	 	 
131032	3	 	 	 	 	 	 	 	 	 
131033	1	 	 	 	 	 	 	 	 	 
131033	2	 	 	 	 	 	 	 	 	 
131033	3	 	 	 	 	 	 	 	 	 
131034	1	47	2	2	2	2	2	7	88	88
131034	2	88	 	 	 	 	 	 	 	 
131034	3	88	 	 	 	 	 	 	 	 
131035	1	47	2	2	2	2	 	7	88	88
131035	2	88	 	 	 	 	 	 	 	 
131035	3	88	 	 	 	 	 	 	 	 
131036	1	47	 	2	2	2	2	7	88	88
131036	2	88	 	 	 	 	 	 	 	 
131036	3	88	 	 	 	 	 	 	 	 
131037	1	 	 	 	 	 	 	 	 	 
131037	2	 	 	 	 	 	 	 	 	 
131037	3	 	 	 	 	 	 	 	 	 
131038	1	47	2	2	2	2	2	7	88	88
131038	2	88	 	 	 	 	 	 	 	 
131038	3	88	 	 	 	 	 	 	 	 
131039	1	47	 	2	2	2	2	7	88	88
131039	2	88	 	 	 	 	 	 	 	 
131039	3	88	 	 	 	 	 	 	 	 
131040	1	88	 	 	 	 	 	 	 	 
131040	2	88	 	 	 	 	 	 	 	 
131040	3	88	 	 	 	 	 	 	 	 
131041	1	47	 	2	2	2	 	7	88	88
131041	2	88	 	 	 	 	 	 	 	 
131041	3	88	 	 	 	 	 	 	 	 
131042	1	47	 	2	2	2	2	2	88	88
131042	2	12	 	 	2	2	2	7	88	88
131042	3	88	 	 	 	 	 	 	 	 
131043	1	35	 	 	 	2	 	17	7	88
131043	2	36	 	 	2	 	 	17	7	88
131043	3	47	 	1	1	1	1	7	88	88
131044	1	34	 	 	 	3	 	2	7	88
131044	2	47	2	2	2	2	2	2	18	88
131044	3	88	 	 	 	 	 	 	 	 
131045	1	35	 	 	 	3	 	9	7	88
131045	2	88	 	 	 	 	 	 	 	 
131045	3	88	 	 	 	 	 	 	 	 
131046	1	47	2	2	2	2	 	7	88	88
131046	2	88	 	 	 	 	 	 	 	 
131046	3	88	 	 	 	 	 	 	 	 
131047	1	47	2	2	2	2	2	16	7	88
131047	2	12	 	1	1	1	1	7	88	88
131047	3	88	 	 	 	 	 	 	 	 
131048	1	38	 	2	 	 	 	2	7	88
131048	2	88	 	 	 	 	 	 	 	 
131048	3	88	 	 	 	 	 	 	 	 
131049	1	47	2	2	2	2	2	7	88	88
131049	2	88	 	 	 	 	 	 	 	 
131049	3	88	 	 	 	 	 	 	 	 
131050	1	 	 	 	 	 	 	 	 	 
131050	2	 	 	 	 	 	 	 	 	 
131050	3	 	 	 	 	 	 	 	 	 
141001	1	1	 	 	 	4	 	23	7	88
141001	2	14	 	1	 	 	 	7	88	88
141001	3	88	 	 	 	 	 	 	 	 
141002	1	47	 	2	2	2	3	2	1	88
141002	2	88	 	 	 	 	 	 	 	 
141002	3	88	 	 	 	 	 	 	 	 
141004	1	36	 	 	4	 	 	16	9	88
141004	2	47	 	 	1	2	3	22	18	88
141004	3	39	 	 	3	 	 	9	16	88
141005	1	 	 	 	 	 	 	 	 	 
141005	2	 	 	 	 	 	 	 	 	 
141005	3	 	 	 	 	 	 	 	 	 
141006	1	39	4	3	3	4	4	27	18	88
141006	2	47	 	 	3	3	3	1	2	88
141006	3	16	 	 	 	3	 	25	88	88
141007	1	1	 	 	 	4	 	7	7	7
141007	2	14	 	 	 	3	 	7	88	88
141007	3	88	 	 	 	 	 	 	 	 
141008	1	47	 	 	 	 	2	16	88	88
141008	2	88	 	 	 	 	 	 	 	 
141008	3	88	 	 	 	 	 	 	 	 
141009	1	47	3	3	3	4	4	16	18	88
141009	2	88	 	 	 	 	 	 	 	 
141009	3	88	 	 	 	 	 	 	 	 
141010	1	32	 	 	 	 	3	9	88	88
141010	2	14	 	 	2	 	 	7	88	88
141010	3	45	 	 	2	2	2	10	88	88
141011	1	47	 	 	3	3	4	2	18	88
141011	2	88	 	 	 	 	 	 	 	 
141011	3	88	 	 	 	 	 	 	 	 
141012	1	47	 	 	3	2	3	18	22	88
141012	2	37	 	 	 	3	 	27	18	88
141012	3	42	 	 	 	2	3	18	88	88
141013	1	47	2	2	2	2	2	18	88	88
141013	2	38	 	2	 	 	 	17	88	88
141013	3	88	 	 	 	 	 	 	 	 
141014	1	42	 	 	 	1	2	7	88	88
141014	2	39	 	 	 	1	 	7	88	88
141014	3	88	 	 	 	 	 	 	 	 
141015	1	16	 	 	4	 	 	2	1	88
141015	2	47	 	 	 	3	3	22	1	88
141015	3	39	 	 	 	2	 	27	13	88
141016	1	47	 	 	 	3	3	2	88	88
141016	2	37	 	 	 	 	2	27	88	88
141016	3	39	 	 	 	 	2	27	88	88
141017	1	14	 	2	 	 	 	88	88	88
141017	2	88	 	 	 	 	 	 	 	 
141017	3	88	 	 	 	 	 	 	 	 
141018	1	32	 	 	 	 	2	9	88	88
141018	2	88	 	 	 	 	 	 	 	 
