CHILDCODE	IMEVIDR4	RKEVR4	LOSS02R4	LOSS03R4	LOSS04R4	LOSS05R4	LOSS06R4	RESEVR41	RESEVR42	RESEVR43
51021	2	47	 	 	3	3	3	1	2	8
51021	3	38	 	 	 	 	2	16	8	7
51022	1	38	 	 	 	3	 	9	7	88
51022	2	39	 	3	 	 	 	9	7	88
51022	3	47	3	3	3	3	3	2	1	7
51023	1	47	4	4	4	4	4	19	6	7
51023	2	14	 	 	 	4	 	6	7	88
51023	3	88	 	 	 	 	 	 	 	 
51024	1	38	 	 	 	4	 	16	7	88
51024	2	29	 	3	 	 	 	1	7	88
51024	3	 	 	 	 	 	 	2	1	88
51025	1	36	 	 	 	 	4	7	88	88
51025	2	37	 	 	3	 	 	16	7	88
51025	3	1	 	 	 	2	2	7	88	88
51026	1	38	 	 	 	 	3	7	88	28
51026	2	29	 	 	 	 	3	7	88	88
51026	3	47	 	 	 	3	3	2	1	16
51027	1	47	 	 	 	3	 	2	1	88
51027	2	29	 	 	 	 	3	1	7	88
51027	3	88	 	 	 	 	 	 	 	 
51028	1	16	 	 	 	 	4	7	88	88
51028	2	47	3	3	3	3	 	2	1	7
51028	3	39	 	 	 	 	2	17	7	88
51029	1	 	 	 	 	 	 	 	 	 
51029	2	 	 	 	 	 	 	 	 	 
51029	3	 	 	 	 	 	 	 	 	 
51030	1	47	4	4	4	4	4	2	1	88
51030	2	38	 	 	 	3	 	16	9	88
51030	3	29	 	 	 	3	 	7	88	88
51031	1	39	3	 	 	 	 	17	7	88
51031	2	47	3	3	3	3	 	2	1	12
51031	3	88	 	 	 	 	 	 	 	 
51032	1	 	 	 	 	 	 	 	 	 
51032	2	 	 	 	 	 	 	 	 	 
51032	3	 	 	 	 	 	 	 	 	 
51033	1	 	 	 	 	 	 	 	 	 
51033	2	 	 	 	 	 	 	 	 	 
51033	3	 	 	 	 	 	 	 	 	 
51034	1	 	 	 	 	 	 	 	 	 
51034	2	 	 	 	 	 	 	 	 	 
51034	3	 	 	 	 	 	 	 	 	 
51035	1	47	3	3	3	4	3	20	2	16
51035	2	38	 	 	 	2	 	16	20	88
51035	3	27	 	 	 	2	 	7	88	88
51036	1	28	 	 	 	4	4	2	1	16
51036	2	47	 	3	3	3	3	2	1	16
51036	3	88	 	 	 	 	 	 	 	 
51038	1	14	 	 	4	 	 	2	1	7
51038	2	47	3	3	3	3	3	18	2	1
51038	3	88	 	 	 	 	 	 	 	 
51039	1	 	 	 	 	 	 	 	 	 
51039	2	 	 	 	 	 	 	 	 	 
51039	3	 	 	 	 	 	 	 	 	 
51040	1	 	 	 	 	 	 	 	 	 
51040	2	 	 	 	 	 	 	 	 	 
51040	3	 	 	 	 	 	 	 	 	 
51041	1	 	 	 	 	 	 	 	 	 
51041	2	 	 	 	 	 	 	 	 	 
51041	3	 	 	 	 	 	 	 	 	 
51042	1	14	 	 	4	 	 	16	26	7
51042	2	29	4	4	4	4	4	19	2	7
51042	3	47	3	3	3	3	3	2	7	88
51043	1	29	 	 	 	4	4	1	2	22
51043	2	38	 	 	 	3	 	16	7	88
51043	3	47	 	 	2	2	2	2	1	7
51044	1	14	 	 	 	4	 	1	7	88
51044	2	88	 	 	 	 	 	 	 	 
51044	3	88	 	 	 	 	 	 	 	 
51045	1	29	 	 	 	 	4	2	7	88
51045	2	47	4	4	4	4	4	2	7	88
51045	3	88	 	 	 	 	 	 	 	 
51046	1	38	 	 	 	 	4	7	88	88
51046	2	16	 	 	 	 	4	7	88	88
51046	3	29	 	 	 	 	4	7	88	88
51047	1	29	 	 	3	 	 	18	2	7
51047	2	47	 	 	3	3	3	16	2	1
51047	3	38	 	 	 	2	 	7	88	88
51048	1	29	 	 	 	 	4	2	1	7
51048	2	38	3	3	3	3	3	16	2	1
51048	3	47	3	3	3	3	3	16	2	1
51049	1	1	 	 	 	 	3	28	7	88
51049	2	88	 	 	 	 	 	 	 	 
51049	3	88	 	 	 	 	 	 	 	 
51050	1	 	 	 	 	 	 	 	 	 
51050	2	 	 	 	 	 	 	 	 	 
51050	3	 	 	 	 	 	 	 	 	 
61002	1	29	 	 	 	4	 	1	2	88
61002	2	28	 	 	 	3	 	1	2	88
61002	3	47	 	 	 	2	 	1	18	22
61003	1	 	 	 	 	 	 	 	 	 
61003	2	 	 	 	 	 	 	 	 	 
61003	3	 	 	 	 	 	 	 	 	 
61004	1	16	 	4	 	 	 	22	18	88
61004	2	1	 	 	 	3	 	18	88	88
61004	3	25	 	 	 	2	 	18	88	88
61005	1	29	 	 	3	3	3	1	2	20
61005	2	12	2	2	3	3	3	16	20	88
61005	3	47	2	2	3	3	3	18	16	2
61007	1	24	 	 	3	3	 	2	1	18
61007	2	28	 	 	 	2	2	1	2	18
61007	3	12	 	 	 	2	2	18	1	2
61008	1	24	 	 	 	4	 	1	2	20
61008	2	12	 	 	3	3	 	2	16	88
61008	3	27	 	 	 	3	 	1	20	2
61009	1	14	 	 	4	 	 	1	2	88
61009	2	27	 	 	 	3	 	1	2	88
61009	3	24	 	 	 	2	 	1	2	88
61010	1	37	4	4	4	4	4	1	23	7
61010	2	23	 	4	 	 	 	4	2	1
61010	3	42	 	 	3	3	4	20	1	88
61011	1	25	 	 	 	3	 	12	1	88
61011	2	14	3	 	 	 	 	7	88	88
61011	3	27	 	 	 	3	 	2	1	12
61012	1	12	 	 	4	4	4	2	1	16
61012	2	25	 	 	 	2	 	7	88	88
61012	3	28	 	 	 	2	2	1	2	88
61014	1	38	 	 	 	4	 	20	2	28
61014	2	40	 	 	 	4	 	12	1	88
61014	3	23	 	 	 	2	 	7	88	88
61015	1	14	 	4	4	4	 	2	3	88
61015	2	28	 	 	 	4	4	1	2	20
61015	3	1	 	 	 	4	4	2	1	20
61016	1	38	 	 	 	 	4	27	88	88
61016	2	14	 	 	 	 	3	18	88	88
61016	3	30	 	 	 	 	2	7	88	88
61018	1	39	 	 	 	4	3	17	1	2
61018	2	36	 	 	 	 	3	1	2	22
61018	3	16	 	 	 	3	4	2	1	18
61019	1	28	 	 	4	4	 	1	2	20
61019	2	12	 	 	2	2	2	20	2	88
61019	3	27	 	 	 	4	 	2	1	88
61020	1	27	 	 	 	4	 	18	7	88
61020	2	28	 	 	 	 	3	18	88	88
61020	3	16	 	 	 	2	 	6	22	88
61021	1	27	 	 	 	4	 	18	22	88
61021	2	12	 	 	 	 	3	24	18	88
61021	3	47	 	 	 	2	 	18	22	88
61022	1	12	 	3	4	4	 	2	20	88
61022	2	47	 	 	3	3	 	1	2	20
61022	3	39	 	 	 	 	3	20	9	2
61023	1	45	 	 	 	 	4	27	88	88
61023	2	29	 	 	 	3	 	1	2	18
61023	3	47	 	 	2	 	 	1	2	88
61024	1	27	 	 	 	4	 	2	1	88
61024	2	28	 	 	 	4	 	1	2	88
61024	3	13	 	 	 	2	 	2	1	88
61025	1	47	 	 	 	4	 	1	2	88
61025	2	16	 	 	 	3	 	22	6	88
61025	3	29	 	 	 	2	 	1	2	88
61026	1	28	 	3	3	3	 	1	2	20
61026	2	26	 	 	 	2	 	7	88	88
61026	3	12	 	2	2	3	3	1	2	20
61027	1	42	 	 	4	4	4	20	13	1
61027	2	31	 	 	 	4	3	2	20	1
61027	3	27	 	 	 	3	 	1	20	2
61029	1	24	 	3	4	3	 	13	20	88
61029	2	47	 	 	2	3	 	2	20	88
61029	3	27	 	 	 	3	 	20	2	88
61031	1	27	 	 	 	3	 	1	2	88
61031	2	24	 	 	 	2	 	1	2	88
61031	3	88	 	 	 	 	 	 	 	 
61033	1	14	 	 	 	4	 	7	88	88
61033	2	27	 	 	 	4	 	2	20	9
61033	3	28	 	 	 	3	 	2	1	9
61034	1	39	 	4	4	4	 	20	23	88
61034	2	24	3	 	3	3	 	2	20	88
61034	3	47	2	2	2	2	2	2	23	20
61036	1	24	 	 	4	4	 	12	2	20
61036	2	27	 	 	 	3	 	2	12	20
61036	3	29	2	2	3	3	3	22	12	2
61037	1	38	 	4	 	 	 	27	88	88
61037	2	16	3	 	 	 	 	22	18	88
61037	3	27	 	 	 	2	 	1	2	88
61038	1	14	 	 	 	 	4	1	3	88
61038	2	27	 	 	 	3	 	1	2	88
61038	3	29	3	3	3	3	3	1	2	88
61039	1	27	 	 	 	4	 	1	2	88
61039	2	14	 	 	 	3	 	1	2	88
61039	3	1	 	 	 	 	2	1	2	88
61041	1	47	 	 	 	 	4	22	7	88
61041	2	88	 	 	 	 	 	 	 	 
61041	3	88	 	 	 	 	 	 	 	 
61044	1	29	 	 	 	 	4	1	2	22
61044	2	47	 	 	 	 	3	1	2	18
61044	3	12	 	 	 	2	 	24	18	88
61046	1	47	 	 	4	4	4	2	1	88
61046	2	12	3	3	3	3	 	2	1	88
61046	3	27	 	 	 	4	 	1	2	88
61047	1	39	 	 	 	2	 	17	88	88
61047	2	88	 	 	 	 	 	 	 	 
61047	3	88	 	 	 	 	 	 	 	 
61049	1	29	4	4	4	4	 	1	2	18
61049	2	27	 	 	3	3	 	2	16	20
61049	3	24	 	2	2	2	 	2	16	18
61050	1	14	 	 	2	2	 	16	2	3
61050	2	27	 	 	2	 	 	1	2	20
61050	3	24	 	 	 	2	 	1	2	20
61051	1	37	 	 	 	4	 	20	2	88
61051	2	38	 	 	 	4	3	9	13	2
61051	3	25	 	 	 	2	 	2	1	88
61052	1	16	4	 	 	 	 	22	18	88
61052	2	38	3	 	 	 	 	27	88	88
61052	3	1	 	 	 	 	2	8	88	88
61054	1	39	 	 	 	4	 	27	1	2
61054	2	25	 	 	 	3	 	1	2	22
61054	3	47	 	 	 	2	 	1	2	18
61056	1	38	 	 	4	 	 	1	2	88
61056	2	47	 	 	 	3	 	1	2	88
61056	3	88	 	 	 	 	 	 	 	 
61057	1	37	 	4	 	 	 	20	2	88
61057	2	34	 	4	 	 	 	3	4	6
61057	3	47	 	 	3	3	 	1	2	18
61058	1	26	 	4	 	 	 	1	2	22
61058	2	14	 	 	4	 	 	2	3	12
61058	3	29	3	3	4	4	4	1	18	12
61059	1	1	 	 	 	 	4	10	1	2
61059	2	38	 	 	3	 	 	27	88	88
61059	3	25	 	 	 	2	 	1	2	88
71001	1	29	4	4	4	4	 	1	2	22
71001	2	27	 	 	 	 	4	1	2	7
71001	3	88	 	 	 	 	 	 	 	 
71002	1	47	4	4	4	4	4	2	88	88
71002	2	88	 	 	 	 	 	 	 	 
71002	3	88	 	 	 	 	 	 	 	 
71003	1	1	 	 	 	4	 	28	88	88
71003	2	24	 	 	 	 	4	2	1	20
71003	3	47	 	 	2	2	2	2	20	18
71004	1	12	 	 	3	 	 	1	2	20
71004	2	29	2	2	2	3	2	1	2	7
71004	3	88	 	 	 	 	 	 	 	 
71005	1	16	 	 	 	3	 	1	17	13
71005	2	47	 	 	 	2	 	2	13	7
71005	3	23	 	 	 	2	 	7	88	88
71006	1	29	 	 	 	3	 	1	2	18
71006	2	47	 	 	 	4	 	2	1	18
71006	3	1	 	 	 	2	 	1	16	2
71007	1	29	 	 	3	 	 	1	12	7
71007	2	47	 	 	 	 	2	2	7	88
71007	3	24	 	 	 	3	 	18	1	88
71008	1	39	 	4	 	3	 	1	2	88
71008	2	29	 	 	 	3	 	1	7	88
71008	3	47	 	 	 	3	3	1	2	88
71009	1	1	 	 	 	4	 	28	8	88
71009	2	37	 	 	 	3	 	23	2	1
71009	3	47	 	 	 	2	 	1	2	88
71010	1	45	 	 	 	4	 	1	16	18
71010	2	1	 	 	4	 	 	1	18	16
71010	3	37	3	2	2	 	 	18	17	88
71011	1	1	 	 	 	3	 	2	1	88
71011	2	32	 	 	4	 	 	20	23	88
71011	3	24	 	 	 	3	 	20	1	88
71012	1	39	 	 	 	3	 	20	2	16
71012	2	14	 	 	 	2	 	7	88	88
71012	3	29	 	 	 	 	3	1	23	88
71013	1	47	 	 	4	2	 	1	2	88
71013	2	27	 	 	2	 	 	1	2	16
71013	3	26	 	 	 	4	 	1	18	88
71014	1	29	 	 	 	3	 	1	2	88
71014	2	88	 	 	 	 	 	 	 	 
71014	3	88	 	 	 	 	 	 	 	 
71015	1	12	 	 	4	4	4	2	1	18
71015	2	28	 	 	 	3	 	1	18	20
71015	3	47	 	 	 	 	2	1	2	18
71016	1	1	 	 	 	3	 	7	88	88
71016	2	24	 	 	 	2	 	2	1	88
71016	3	27	 	 	 	3	 	1	2	18
71017	1	40	 	4	 	 	 	16	1	7
71017	2	29	 	 	 	4	 	20	1	2
71017	3	1	 	 	4	 	 	1	2	7
71018	1	14	 	 	4	 	 	19	2	20
71018	2	37	 	 	 	3	 	1	2	88
71018	3	27	 	 	2	 	 	18	22	88
71019	1	12	2	2	2	3	3	1	2	88
71019	2	47	2	2	2	3	4	1	2	18
71019	3	28	 	 	 	 	3	7	88	88
71020	1	29	 	3	4	3	4	18	20	7
71020	2	24	 	 	 	3	 	18	7	88
71020	3	27	 	 	 	2	 	18	7	88
71021	1	24	 	 	 	4	 	1	16	88
71021	2	42	 	 	 	3	 	13	16	88
71021	3	1	 	 	 	2	 	7	88	88
71022	1	47	 	 	 	4	4	1	2	23
71022	2	23	 	 	 	3	 	28	8	88
71022	3	1	 	 	 	3	 	28	1	2
71024	1	39	 	 	 	4	 	1	16	7
71024	2	47	 	 	 	4	 	1	18	7
71024	3	88	 	 	 	 	 	 	 	 
71025	1	14	 	 	 	3	 	16	7	88
71025	2	38	 	 	 	3	 	7	88	88
71025	3	29	 	 	 	3	 	1	2	7
71026	1	42	 	 	4	3	3	20	16	88
71026	2	47	2	2	3	3	3	2	1	20
71026	3	29	3	3	3	4	4	1	18	88
71027	1	27	 	 	3	 	 	23	2	20
71027	2	42	 	 	3	3	 	16	1	88
71027	3	14	 	 	2	 	 	2	1	88
71028	1	14	2	3	4	 	 	3	88	88
71028	2	24	 	 	 	3	 	1	9	23
71028	3	27	 	 	 	2	 	1	23	88
71029	1	24	 	 	4	3	 	20	2	88
71029	2	42	 	3	4	3	 	20	13	16
71029	3	14	 	2	 	3	 	7	88	88
71030	1	26	 	 	4	 	 	1	2	88
71030	2	29	 	 	 	 	2	7	88	88
71030	3	42	 	1	1	1	1	18	88	88
71031	1	24	 	 	 	4	 	18	6	88
71031	2	14	 	 	 	3	 	22	6	18
71031	3	88	 	 	 	 	 	 	 	 
71032	1	16	 	 	 	 	2	16	88	88
71032	2	88	 	 	 	 	 	 	 	 
71032	3	88	 	 	 	 	 	 	 	 
71033	1	29	 	2	2	4	4	1	23	20
71033	2	38	 	 	4	3	 	20	23	18
71033	3	1	 	 	2	2	 	2	1	88
71034	1	27	 	 	 	 	3	1	18	20
71034	2	25	 	 	 	 	2	18	23	20
71034	3	39	 	 	 	2	 	20	88	88
71035	1	27	 	 	 	3	3	20	1	2
71035	2	24	 	 	3	3	 	20	2	88
71035	3	14	 	 	4	2	 	7	88	88
71036	1	32	 	 	 	4	 	17	7	88
71036	2	88	 	 	 	 	 	 	 	 
71036	3	88	 	 	 	 	 	 	 	 
71037	1	29	 	 	4	4	4	2	13	16
71037	2	24	 	 	 	3	 	2	1	7
71037	3	88	 	 	 	 	 	 	 	 
71038	1	13	 	 	 	4	 	1	2	7
71038	2	24	 	 	 	2	 	1	2	7
71038	3	25	 	 	 	2	 	1	7	88
71039	1	38	 	 	 	3	 	16	20	88
71039	2	35	 	 	 	 	2	20	88	88
71039	3	29	 	 	4	4	4	2	1	20
71040	1	47	 	 	 	4	3	2	1	6
71040	2	29	 	 	 	3	 	1	2	6
71040	3	1	 	 	4	2	 	1	7	88
71041	1	38	 	 	 	3	4	22	1	2
71041	2	47	 	 	 	2	 	1	2	88
71041	3	88	 	 	 	 	 	 	 	 
71042	1	1	 	 	 	4	 	20	2	1
71042	2	12	 	 	4	4	2	18	20	88
71042	3	47	 	 	4	4	4	9	18	88
71043	1	16	 	 	 	4	4	2	1	88
71043	2	42	 	3	2	3	 	16	88	88
71043	3	47	 	 	4	4	4	2	1	17
71044	1	36	 	 	 	 	4	17	20	88
71044	2	1	3	 	 	 	 	28	23	2
71044	3	32	 	 	 	2	 	8	18	88
71045	1	27	 	 	 	4	4	2	1	18
71045	2	1	 	3	 	 	 	18	22	6
71045	3	23	 	 	 	2	 	7	88	88
71046	1	47	2	2	2	3	3	2	1	23
71046	2	28	 	 	4	 	 	1	2	9
71046	3	1	 	 	 	2	 	9	88	88
71047	1	37	 	4	4	2	 	22	1	2
71047	2	14	 	 	 	4	 	12	1	2
71047	3	27	 	 	 	2	 	10	1	88
71048	1	45	 	 	4	4	 	1	2	88
71048	2	28	 	 	 	 	2	7	88	88
71048	3	88	 	 	 	 	 	 	 	 
71049	1	25	 	4	 	 	 	1	2	18
71049	2	14	4	 	 	 	 	1	2	9
71049	3	30	 	 	 	2	 	2	1	7
81001	1	 	 	 	 	 	 	 	 	 
81001	2	 	 	 	 	 	 	 	 	 
81001	3	 	 	 	 	 	 	 	 	 
81002	1	 	 	 	 	 	 	 	 	 
81002	2	 	 	 	 	 	 	 	 	 
81002	3	 	 	 	 	 	 	 	 	 
81003	1	14	 	 	4	 	 	18	23	88
81003	2	24	 	 	 	4	 	2	7	88
81003	3	88	 	 	 	 	 	 	 	 
81004	1	29	 	 	 	4	 	20	18	7
81004	2	37	 	 	 	2	 	20	12	7
81004	3	26	 	 	2	 	 	20	12	7
81005	1	29	 	 	 	4	 	18	2	1
81005	2	1	 	 	 	3	 	18	88	88
81005	3	39	 	 	3	3	 	16	88	88
81006	1	23	 	 	 	4	 	9	18	1
81006	2	88	 	 	 	 	 	 	 	 
81006	3	88	 	 	 	 	 	 	 	 
81007	1	14	 	4	4	4	 	18	2	1
81007	2	88	 	 	 	 	 	 	 	 
81007	3	88	 	 	 	 	 	 	 	 
81009	1	29	 	 	 	4	 	16	88	88
81009	2	23	 	 	 	 	3	16	88	88
81009	3	39	 	 	3	 	 	20	88	88
81010	1	36	 	 	 	3	 	16	20	88
81010	2	25	 	 	 	3	 	7	88	88
81010	3	38	 	 	3	 	 	20	23	88
81011	1	16	 	 	 	4	 	16	2	1
81011	2	29	 	 	 	3	 	9	1	88
81011	3	88	 	 	 	 	 	 	 	 
81012	1	 	 	 	 	 	 	 	 	 
81012	2	 	 	 	 	 	 	 	 	 
81012	3	 	 	 	 	 	 	 	 	 
81013	1	29	 	 	 	2	 	18	20	7
81013	2	88	 	 	 	 	 	 	 	 
81013	3	88	 	 	 	 	 	 	 	 
81014	1	29	 	 	 	3	 	18	23	7
81014	2	14	 	4	 	4	 	9	18	7
81014	3	25	 	 	 	2	 	23	18	7
81015	1	29	 	 	4	 	 	16	2	1
81015	2	88	 	 	 	 	 	 	 	 
81015	3	88	 	 	 	 	 	 	 	 
81016	1	14	2	 	 	2	 	23	18	7
81016	2	29	 	 	 	4	 	20	23	7
81016	3	47	 	 	 	2	 	20	18	23
81017	1	24	 	 	 	4	 	20	7	88
81017	2	28	 	 	 	4	 	20	7	88
81017	3	29	 	 	 	4	 	20	7	88
81018	1	29	 	 	 	4	 	2	1	88
81018	2	88	 	 	 	 	 	 	 	 
81018	3	88	 	 	 	 	 	 	 	 
81019	1	 	 	 	 	 	 	 	 	 
81019	2	 	 	 	 	 	 	 	 	 
81019	3	 	 	 	 	 	 	 	 	 
81020	1	38	 	2	 	 	 	20	21	88
81020	2	29	 	 	2	4	3	2	21	88
81020	3	14	 	2	 	2	 	9	88	88
81021	1	39	 	 	 	4	3	20	16	88
81021	2	88	 	 	 	 	 	 	 	 
81021	3	88	 	 	 	 	 	 	 	 
81023	1	29	 	 	 	3	 	18	7	88
81023	2	47	2	2	2	2	2	18	7	88
81023	3	88	 	 	 	 	 	 	 	 
81024	1	29	 	 	 	4	 	18	9	88
81024	2	88	 	 	 	 	 	 	 	 
81024	3	88	 	 	 	 	 	 	 	 
81025	1	29	 	 	 	4	 	20	18	7
81025	2	14	 	 	2	 	1	17	12	7
81025	3	88	 	 	 	 	 	 	 	 
81026	1	14	 	3	2	1	 	18	9	7
81026	2	29	 	 	 	4	 	20	18	7
81026	3	38	 	 	 	2	 	18	20	7
81027	1	29	 	 	4	4	 	2	1	88
81027	2	13	 	4	 	 	 	20	16	18
81027	3	1	 	 	 	3	 	18	20	88
81028	1	12	 	 	 	2	 	2	7	88
81028	2	29	 	 	 	2	 	2	16	88
81028	3	88	 	 	 	 	 	 	 	 
81029	1	47	 	 	 	2	 	2	7	88
81029	2	29	 	 	 	2	 	20	7	88
81029	3	88	 	 	 	 	 	 	 	 
81030	1	14	 	 	3	 	 	18	9	7
81030	2	1	 	 	 	2	 	20	18	7
81030	3	47	 	 	 	2	 	18	2	7
81031	1	23	 	4	 	 	 	16	18	88
81031	2	29	 	 	 	4	 	18	2	1
81031	3	47	 	 	3	4	3	16	2	1
81032	1	39	 	2	2	2	 	20	7	28
81032	2	29	 	 	 	4	 	2	7	28
81032	3	88	 	 	 	 	 	 	 	 
81033	1	40	 	 	 	3	2	20	1	11
81033	2	38	 	 	2	2	1	13	3	7
81033	3	29	 	 	 	2	 	12	20	7
81034	1	29	 	 	 	4	 	21	20	1
81034	2	37	 	3	 	 	 	20	88	88
81034	3	38	 	 	3	 	 	20	88	88
81035	1	39	 	 	 	 	3	20	23	7
81035	2	29	 	 	 	4	 	20	23	12
81035	3	47	 	 	 	2	 	23	12	7
81036	1	34	2	 	 	 	 	20	18	7
81036	2	29	 	 	 	4	4	2	7	88
81036	3	88	 	 	 	 	 	 	 	 
81037	1	23	 	 	 	4	 	20	88	88
81037	2	88	 	 	 	 	 	 	 	 
81037	3	88	 	 	 	 	 	 	 	 
81038	1	29	 	 	 	4	 	18	12	7
81038	2	14	 	3	2	2	 	18	12	7
81038	3	12	 	 	 	2	 	12	10	7
81039	1	38	2	2	2	2	2	2	16	88
81039	2	39	 	 	 	2	 	2	16	7
81039	3	88	 	 	 	 	 	 	 	 
81040	1	24	 	 	 	3	 	7	88	88
81040	2	29	 	 	 	3	 	7	88	88
81040	3	88	 	 	 	 	 	 	 	 
81041	1	14	 	 	3	4	 	7	88	7
81041	2	24	 	 	 	4	 	2	7	88
81041	3	29	 	 	 	3	 	7	88	88
81042	1	39	 	4	 	4	 	20	16	7
81042	2	24	 	 	 	3	 	16	7	88
81042	3	23	 	 	 	3	 	16	7	88
81043	1	29	 	 	 	4	 	20	13	7
81043	2	24	 	 	 	4	 	20	12	18
81043	3	47	 	 	 	3	 	18	12	7
81044	1	29	 	 	3	4	 	20	2	1
81044	2	39	 	 	 	4	4	20	88	88
81044	3	1	 	 	 	2	 	7	88	88
81045	1	34	 	 	 	4	 	20	16	7
81045	2	24	 	 	 	3	 	7	88	88
81045	3	29	 	 	 	3	 	7	88	88
81046	1	24	 	 	 	3	 	7	88	88
81046	2	29	 	 	 	3	 	5	88	88
81046	3	88	 	 	 	 	 	 	 	 
81047	1	24	 	 	 	3	 	7	88	88
81047	2	29	 	 	 	4	 	7	88	88
81047	3	88	 	 	 	 	 	 	 	 
81048	1	29	 	 	 	2	 	20	2	9
81048	2	88	 	 	 	 	 	 	 	 
81048	3	88	 	 	 	 	 	 	 	 
81049	1	29	 	 	 	4	 	20	7	88
81049	2	26	 	 	 	4	 	16	20	88
81049	3	23	 	 	3	 	 	18	88	88
81050	1	29	 	 	 	4	 	18	2	7
81050	2	38	3	 	 	 	 	16	7	88
81050	3	88	 	 	 	 	 	 	 	 
91001	1	12	2	2	2	2	2	24	16	88
91001	2	29	 	 	 	2	 	20	2	88
91001	3	88	 	 	 	 	 	 	 	 
91002	1	14	 	 	3	 	 	18	16	88
91002	2	88	 	 	 	 	 	 	 	 
91002	3	88	 	 	 	 	 	 	 	 
91003	1	14	 	 	 	2	 	9	12	7
91003	2	88	 	 	 	 	 	 	 	 
91003	3	88	 	 	 	 	 	 	 	 
91004	1	 	 	 	 	 	 	 	 	 
91004	2	 	 	 	 	 	 	 	 	 
91004	3	 	 	 	 	 	 	 	 	 
91005	1	39	 	 	 	2	 	16	88	88
91005	2	37	 	 	 	2	 	16	88	88
91005	3	36	 	 	 	2	 	17	88	88
91006	1	39	 	 	 	 	2	16	88	88
91006	2	88	 	 	 	 	 	 	 	 
91006	3	88	 	 	 	 	 	 	 	 
91007	1	14	 	 	2	 	 	16	18	88
91007	2	12	2	2	 	 	 	24	88	88
91007	3	88	 	 	 	 	 	 	 	 
91008	1	29	 	2	 	 	 	20	8	88
91008	2	39	 	2	 	 	 	20	8	88
91008	3	88	 	 	 	 	 	 	 	 
91010	1	14	 	3	 	 	 	2	13	7
91010	2	88	 	 	 	 	 	 	 	 
91010	3	88	 	 	 	 	 	 	 	 
91011	1	38	2	2	2	2	 	16	20	88
91011	2	12	2	2	2	2	2	24	7	88
91011	3	88	 	 	 	 	 	 	 	 
91012	1	 	 	 	 	 	 	 	 	 
91012	2	 	 	 	 	 	 	 	 	 
91012	3	 	 	 	 	 	 	 	 	 
91013	1	12	 	 	2	2	 	16	2	88
91013	2	36	 	2	 	 	 	9	88	88
91013	3	88	 	 	 	 	 	 	 	 
91014	1	 	 	 	 	 	 	 	 	 
91014	2	 	 	 	 	 	 	 	 	 
91014	3	 	 	 	 	 	 	 	 	 
91015	1	 	 	 	 	 	 	 	 	 
91015	2	 	 	 	 	 	 	 	 	 
91015	3	 	 	 	 	 	 	 	 	 
91017	1	12	 	 	2	2	3	2	24	7
91017	2	1	 	 	3	 	 	9	16	7
91017	3	88	 	 	 	 	 	 	 	 
91018	1	 	 	 	 	 	 	 	 	 
91018	2	 	 	 	 	 	 	 	 	 
91018	3	 	 	 	 	 	 	 	 	 
91019	1	23	 	 	 	3	3	23	7	88
91019	2	88	 	 	 	 	 	 	 	 
91019	3	88	 	 	 	 	 	 	 	 
91020	1	 	 	 	 	 	 	 	 	 
91020	2	 	 	 	 	 	 	 	 	 
91020	3	 	 	 	 	 	 	 	 	 
91021	1	47	 	3	3	3	 	21	88	88
91021	2	37	 	 	3	3	3	1	88	88
91021	3	14	 	2	 	 	 	7	88	88
91022	1	 	 	 	 	 	 	 	 	 
91022	2	 	 	 	 	 	 	 	 	 
91022	3	 	 	 	 	 	 	 	 	 
91023	1	14	3	 	 	 	 	8	88	88
91023	2	1	 	 	 	3	 	16	9	88
91023	3	39	 	 	 	 	2	7	88	88
91024	1	 	 	 	 	 	 	 	 	 
91024	2	 	 	 	 	 	 	 	 	 
91024	3	 	 	 	 	 	 	 	 	 
91025	1	 	 	 	 	 	 	 	 	 
91025	2	 	 	 	 	 	 	 	 	 
91025	3	 	 	 	 	 	 	 	 	 
91026	1	 	 	 	 	 	 	 	 	 
91026	2	 	 	 	 	 	 	 	 	 
91026	3	 	 	 	 	 	 	 	 	 
91027	1	14	 	 	 	2	 	9	7	88
91027	2	88	 	 	 	 	 	 	 	 
91027	3	88	 	 	 	 	 	 	 	 
91028	1	 	 	 	 	 	 	 	 	 
91028	2	 	 	 	 	 	 	 	 	 
91028	3	 	 	 	 	 	 	 	 	 
91029	1	14	 	 	 	2	 	20	88	88
91029	2	88	 	 	 	 	 	 	 	 
91029	3	88	 	 	 	 	 	 	 	 
91030	1	 	 	 	 	 	 	 	 	 
91030	2	 	 	 	 	 	 	 	 	 
91030	3	 	 	 	 	 	 	 	 	 
91031	1	37	 	 	 	3	 	9	17	88
91031	2	14	 	 	 	2	 	88	88	88
91031	3	88	 	 	 	 	 	 	 	 
91032	1	 	 	 	 	 	 	 	 	 
91032	2	 	 	 	 	 	 	 	 	 
91032	3	 	 	 	 	 	 	 	 	 
91033	1	38	 	 	 	 	4	23	88	88
91033	2	88	 	 	 	 	 	 	 	 
91033	3	88	 	 	 	 	 	 	 	 
91034	1	14	 	3	 	 	 	12	17	7
91034	2	38	 	 	 	2	 	20	23	7
91034	3	88	 	 	 	 	 	 	 	 
91035	1	14	 	 	2	 	 	8	7	88
91035	2	12	2	2	2	2	2	25	7	88
91035	3	88	 	 	 	 	 	 	 	 
