CHILDCODE	ASSTIDR4	ASSETR4	NUMASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
131011	3	88	 	 	 	 	 
131011	4	88	 	 	 	 	 
131011	5	88	 	 	 	 	 
131011	6	88	 	 	 	 	 
131012	1	4	1	11	1	140	1
131012	2	1	5	11	5	80	1
131012	3	88	 	 	 	 	 
131012	4	88	 	 	 	 	 
131012	5	88	 	 	 	 	 
131012	6	88	 	 	 	 	 
131013	1	 	 	 	 	 	 
131013	2	 	 	 	 	 	 
131013	3	 	 	 	 	 	 
131013	4	 	 	 	 	 	 
131013	5	 	 	 	 	 	 
131013	6	 	 	 	 	 	 
131015	1	 	 	 	 	 	 
131015	2	 	 	 	 	 	 
131015	3	 	 	 	 	 	 
131015	4	 	 	 	 	 	 
131015	5	 	 	 	 	 	 
131015	6	 	 	 	 	 	 
131016	1	 	 	 	 	 	 
131016	2	 	 	 	 	 	 
131016	3	 	 	 	 	 	 
131016	4	 	 	 	 	 	 
131016	5	 	 	 	 	 	 
131016	6	 	 	 	 	 	 
131017	1	25	1	24	1	300000	1
131017	2	88	 	 	 	 	 
131017	3	88	 	 	 	 	 
131017	4	88	 	 	 	 	 
131017	5	88	 	 	 	 	 
131017	6	88	 	 	 	 	 
131018	1	 	 	 	 	 	 
131018	2	 	 	 	 	 	 
131018	3	 	 	 	 	 	 
131018	4	 	 	 	 	 	 
131018	5	 	 	 	 	 	 
131018	6	 	 	 	 	 	 
131020	1	13	5	7	5	460	0
131020	2	88	 	 	 	 	 
131020	3	88	 	 	 	 	 
131020	4	88	 	 	 	 	 
131020	5	88	 	 	 	 	 
131020	6	88	 	 	 	 	 
131021	1	19	2	12	2	160	0
131021	2	88	 	 	 	 	 
131021	3	88	 	 	 	 	 
131021	4	88	 	 	 	 	 
131021	5	88	 	 	 	 	 
131021	6	88	 	 	 	 	 
131022	1	 	 	 	 	 	 
131022	2	 	 	 	 	 	 
131022	3	 	 	 	 	 	 
131022	4	 	 	 	 	 	 
131022	5	 	 	 	 	 	 
131022	6	 	 	 	 	 	 
131023	1	 	 	 	 	 	 
131023	2	 	 	 	 	 	 
131023	3	 	 	 	 	 	 
131023	4	 	 	 	 	 	 
131023	5	 	 	 	 	 	 
131023	6	 	 	 	 	 	 
131024	1	 	 	 	 	 	 
131024	2	 	 	 	 	 	 
131024	3	 	 	 	 	 	 
131024	4	 	 	 	 	 	 
131024	5	 	 	 	 	 	 
131024	6	 	 	 	 	 	 
131025	1	23	5	23	5	150	0
131025	2	30	4	23	4	90	0
131025	3	88	 	 	 	 	 
131025	4	88	 	 	 	 	 
131025	5	88	 	 	 	 	 
131025	6	88	 	 	 	 	 
131026	1	 	 	 	 	 	 
131026	2	 	 	 	 	 	 
131026	3	 	 	 	 	 	 
131026	4	 	 	 	 	 	 
131026	5	 	 	 	 	 	 
131026	6	 	 	 	 	 	 
131027	1	15	13	12	13	320	1
131027	2	88	 	 	 	 	 
131027	3	88	 	 	 	 	 
131027	4	88	 	 	 	 	 
131027	5	88	 	 	 	 	 
131027	6	88	 	 	 	 	 
131028	1	23	5	23	5	400	0
131028	2	88	 	 	 	 	 
131028	3	88	 	 	 	 	 
131028	4	88	 	 	 	 	 
131028	5	88	 	 	 	 	 
131028	6	88	 	 	 	 	 
131029	1	 	 	 	 	 	 
131029	2	 	 	 	 	 	 
131029	3	 	 	 	 	 	 
131029	4	 	 	 	 	 	 
131029	5	 	 	 	 	 	 
131029	6	 	 	 	 	 	 
131030	1	10	5	3	5	3500	0
131030	2	15	6	12	6	600	0
131030	3	88	 	 	 	 	 
131030	4	88	 	 	 	 	 
131030	5	88	 	 	 	 	 
131030	6	88	 	 	 	 	 
131031	1	15	6	23	6	150	0
131031	2	88	 	 	 	 	 
131031	3	88	 	 	 	 	 
131031	4	88	 	 	 	 	 
131031	5	88	 	 	 	 	 
131031	6	88	 	 	 	 	 
131032	1	30	1	23	1	100	0
131032	2	88	 	 	 	 	 
131032	3	88	 	 	 	 	 
131032	4	88	 	 	 	 	 
131032	5	88	 	 	 	 	 
131032	6	88	 	 	 	 	 
131033	1	23	4	23	4	180	0
131033	2	88	 	 	 	 	 
131033	3	88	 	 	 	 	 
131033	4	88	 	 	 	 	 
131033	5	88	 	 	 	 	 
131033	6	88	 	 	 	 	 
131034	1	15	20	23	20	2000	0
131034	2	88	 	 	 	 	 
131034	3	88	 	 	 	 	 
131034	4	88	 	 	 	 	 
131034	5	88	 	 	 	 	 
131034	6	88	 	 	 	 	 
131035	1	 	 	 	 	 	 
131035	2	 	 	 	 	 	 
131035	3	 	 	 	 	 	 
131035	4	 	 	 	 	 	 
131035	5	 	 	 	 	 	 
131035	6	 	 	 	 	 	 
131036	1	25	2	23	2	900000	1
131036	2	88	 	 	 	 	 
131036	3	88	 	 	 	 	 
131036	4	88	 	 	 	 	 
131036	5	88	 	 	 	 	 
131036	6	88	 	 	 	 	 
131037	1	 	 	 	 	 	 
131037	2	 	 	 	 	 	 
131037	3	 	 	 	 	 	 
131037	4	 	 	 	 	 	 
131037	5	 	 	 	 	 	 
131037	6	 	 	 	 	 	 
131038	1	 	 	 	 	 	 
131038	2	 	 	 	 	 	 
131038	3	 	 	 	 	 	 
131038	4	 	 	 	 	 	 
131038	5	 	 	 	 	 	 
131038	6	 	 	 	 	 	 
131039	1	 	 	 	 	 	 
131039	2	 	 	 	 	 	 
131039	3	 	 	 	 	 	 
131039	4	 	 	 	 	 	 
131039	5	 	 	 	 	 	 
131039	6	 	 	 	 	 	 
131040	1	30	1	23	1	15000	0
131040	2	30	1	31	1	25000	0
131040	3	88	 	 	 	 	 
131040	4	88	 	 	 	 	 
131040	5	88	 	 	 	 	 
131040	6	88	 	 	 	 	 
131041	1	 	 	 	 	 	 
131041	2	 	 	 	 	 	 
131041	3	 	 	 	 	 	 
131041	4	 	 	 	 	 	 
131041	5	 	 	 	 	 	 
131041	6	 	 	 	 	 	 
131042	1	 	 	 	 	 	 
131042	2	 	 	 	 	 	 
131042	3	 	 	 	 	 	 
131042	4	 	 	 	 	 	 
131042	5	 	 	 	 	 	 
131042	6	 	 	 	 	 	 
131043	1	25	1	24	1	700000	0
131043	2	30	3	26	3	180000	0
131043	3	88	 	 	 	 	 
131043	4	88	 	 	 	 	 
131043	5	88	 	 	 	 	 
131043	6	88	 	 	 	 	 
131044	1	 	 	 	 	 	 
131044	2	 	 	 	 	 	 
131044	3	 	 	 	 	 	 
131044	4	 	 	 	 	 	 
131044	5	 	 	 	 	 	 
131044	6	 	 	 	 	 	 
131045	1	21	1	21	0	 	 
131045	2	88	 	 	 	 	 
131045	3	88	 	 	 	 	 
131045	4	88	 	 	 	 	 
131045	5	88	 	 	 	 	 
131045	6	88	 	 	 	 	 
131046	1	25	2	24	2	20000	0
131046	2	17	50	16	50	20000	0
131046	3	88	 	 	 	 	 
131046	4	88	 	 	 	 	 
131046	5	88	 	 	 	 	 
131046	6	88	 	 	 	 	 
131047	1	 	 	 	 	 	 
131047	2	 	 	 	 	 	 
131047	3	 	 	 	 	 	 
131047	4	 	 	 	 	 	 
131047	5	 	 	 	 	 	 
131047	6	 	 	 	 	 	 
131048	1	 	 	 	 	 	 
131048	2	 	 	 	 	 	 
131048	3	 	 	 	 	 	 
131048	4	 	 	 	 	 	 
131048	5	 	 	 	 	 	 
131048	6	 	 	 	 	 	 
131049	1	2	1	24	1	7000	0
131049	2	88	 	 	 	 	 
131049	3	88	 	 	 	 	 
131049	4	88	 	 	 	 	 
131049	5	88	 	 	 	 	 
131049	6	88	 	 	 	 	 
131050	1	25	2	24	2	950000	1
131050	2	23	14	23	14	9800	1
131050	3	88	 	 	 	 	 
131050	4	88	 	 	 	 	 
131050	5	88	 	 	 	 	 
131050	6	88	 	 	 	 	 
141001	1	26	2	25	2	600	1
141001	2	88	 	 	 	 	 
141001	3	88	 	 	 	 	 
141001	4	88	 	 	 	 	 
141001	5	88	 	 	 	 	 
141001	6	88	 	 	 	 	 
141002	1	 	 	 	 	 	 
141002	2	 	 	 	 	 	 
141002	3	 	 	 	 	 	 
141002	4	 	 	 	 	 	 
141002	5	 	 	 	 	 	 
141002	6	 	 	 	 	 	 
141004	1	30	6	31	6	270000	1
141004	2	30	1	23	1	70	1
141004	3	88	 	 	 	 	 
141004	4	88	 	 	 	 	 
141004	5	88	 	 	 	 	 
141004	6	88	 	 	 	 	 
141005	1	30	1	10	0	 	 
141005	2	20	3	10	0	 	 
141005	3	88	 	 	 	 	 
141005	4	88	 	 	 	 	 
141005	5	88	 	 	 	 	 
141005	6	88	 	 	 	 	 
141006	1	30	6	31	6	50000	1
141006	2	88	 	 	 	 	 
141006	3	88	 	 	 	 	 
141006	4	88	 	 	 	 	 
141006	5	88	 	 	 	 	 
141006	6	88	 	 	 	 	 
141007	1	19	2	23	1	500	0
141007	2	88	 	 	 	 	 
141007	3	88	 	 	 	 	 
141007	4	88	 	 	 	 	 
141007	5	88	 	 	 	 	 
141007	6	88	 	 	 	 	 
141008	1	 	 	 	 	 	 
141008	2	 	 	 	 	 	 
141008	3	 	 	 	 	 	 
141008	4	 	 	 	 	 	 
141008	5	 	 	 	 	 	 
141008	6	 	 	 	 	 	 
141009	1	21	2	21	1	3000	1
141009	2	30	1	26	1	200	1
141009	3	30	1	26	1	500	1
141009	4	88	 	 	 	 	 
141009	5	88	 	 	 	 	 
141009	6	88	 	 	 	 	 
141010	1	26	1	25	0	 	 
141010	2	23	1	23	1	500	1
141010	3	88	 	 	 	 	 
141010	4	88	 	 	 	 	 
141010	5	88	 	 	 	 	 
141010	6	88	 	 	 	 	 
141011	1	 	 	 	 	 	 
141011	2	 	 	 	 	 	 
141011	3	 	 	 	 	 	 
141011	4	 	 	 	 	 	 
141011	5	 	 	 	 	 	 
141011	6	 	 	 	 	 	 
141012	1	 	 	 	 	 	 
141012	2	 	 	 	 	 	 
141012	3	 	 	 	 	 	 
141012	4	 	 	 	 	 	 
141012	5	 	 	 	 	 	 
141012	6	 	 	 	 	 	 
141013	1	30	4	26	4	480	1
141013	2	30	2	26	2	100	1
141013	3	30	2	26	2	60	1
141013	4	88	 	 	 	 	 
141013	5	88	 	 	 	 	 
141013	6	88	 	 	 	 	 
141014	1	30	3	23	2	40	1
141014	2	15	4	12	0	 	 
141014	3	88	 	 	 	 	 
141014	4	88	 	 	 	 	 
141014	5	88	 	 	 	 	 
141014	6	88	 	 	 	 	 
141015	1	 	 	 	 	 	 
141015	2	 	 	 	 	 	 
141015	3	 	 	 	 	 	 
141015	4	 	 	 	 	 	 
141015	5	 	 	 	 	 	 
141015	6	 	 	 	 	 	 
141016	1	30	1	31	1	7000	0
141016	2	88	 	 	 	 	 
141016	3	88	 	 	 	 	 
141016	4	88	 	 	 	 	 
141016	5	88	 	 	 	 	 
141016	6	88	 	 	 	 	 
141017	1	 	 	 	 	 	 
141017	2	 	 	 	 	 	 
141017	3	 	 	 	 	 	 
141017	4	 	 	 	 	 	 
141017	5	 	 	 	 	 	 
141017	6	 	 	 	 	 	 
141018	1	16	1	28	0	 	 
141018	2	20	2	28	2	250	0
141018	3	88	 	 	 	 	 
141018	4	88	 	 	 	 	 
141018	5	88	 	 	 	 	 
141018	6	88	 	 	 	 	 
141019	1	2	1	24	0	 	 
141019	2	88	 	 	 	 	 
141019	3	88	 	 	 	 	 
141019	4	88	 	 	 	 	 
141019	5	88	 	 	 	 	 
141019	6	88	 	 	 	 	 
141020	1	23	2	23	2	6	0
141020	2	88	 	 	 	 	 
141020	3	88	 	 	 	 	 
141020	4	88	 	 	 	 	 
141020	5	88	 	 	 	 	 
141020	6	88	 	 	 	 	 
141021	1	 	 	 	 	 	 
141021	2	 	 	 	 	 	 
141021	3	 	 	 	 	 	 
141021	4	 	 	 	 	 	 
141021	5	 	 	 	 	 	 
141021	6	 	 	 	 	 	 
141022	1	30	2	26	2	140	1
141022	2	30	2	26	2	55	1
141022	3	30	1	26	1	100	1
141022	4	88	 	 	 	 	 
141022	5	88	 	 	 	 	 
141022	6	88	 	 	 	 	 
141023	1	13	12	28	0	 	 
141023	2	88	 	 	 	 	 
141023	3	88	 	 	 	 	 
141023	4	88	 	 	 	 	 
141023	5	88	 	 	 	 	 
141023	6	88	 	 	 	 	 
141024	1	24	1	23	1	-88	0
141024	2	30	1	26	1	-88	0
141024	3	88	 	 	 	 	 
141024	4	88	 	 	 	 	 
141024	5	88	 	 	 	 	 
141024	6	88	 	 	 	 	 
141025	1	30	1	12	1	150	1
141025	2	30	3	12	3	15	1
141025	3	88	 	 	 	 	 
141025	4	88	 	 	 	 	 
141025	5	88	 	 	 	 	 
141025	6	88	 	 	 	 	 
141026	1	23	2	22	2	830	0
141026	2	30	50	23	50	22500	0
141026	3	88	 	 	 	 	 
141026	4	88	 	 	 	 	 
141026	5	88	 	 	 	 	 
141026	6	88	 	 	 	 	 
141028	1	23	26	23	26	498	0
141028	2	88	 	 	 	 	 
141028	3	88	 	 	 	 	 
141028	4	88	 	 	 	 	 
141028	5	88	 	 	 	 	 
141028	6	88	 	 	 	 	 
141029	1	 	 	 	 	 	 
141029	2	 	 	 	 	 	 
141029	3	 	 	 	 	 	 
141029	4	 	 	 	 	 	 
141029	5	 	 	 	 	 	 
141029	6	 	 	 	 	 	 
141030	1	24	1	23	1	300	0
141030	2	13	7	7	7	210	0
141030	3	88	 	 	 	 	 
141030	4	88	 	 	 	 	 
141030	5	88	 	 	 	 	 
141030	6	88	 	 	 	 	 
141031	1	 	 	 	 	 	 
141031	2	 	 	 	 	 	 
141031	3	 	 	 	 	 	 
141031	4	 	 	 	 	 	 
141031	5	 	 	 	 	 	 
141031	6	 	 	 	 	 	 
141032	1	30	38	26	38	9440	0
141032	2	14	2	9	2	2000	0
141032	3	88	 	 	 	 	 
141032	4	88	 	 	 	 	 
141032	5	88	 	 	 	 	 
141032	6	88	 	 	 	 	 
141033	1	30	1	26	1	500	1
141033	2	30	6	31	6	180000	1
141033	3	88	 	 	 	 	 
141033	4	88	 	 	 	 	 
141033	5	88	 	 	 	 	 
141033	6	88	 	 	 	 	 
141034	1	 	 	 	 	 	 
141034	2	 	 	 	 	 	 
141034	3	 	 	 	 	 	 
141034	4	 	 	 	 	 	 
141034	5	 	 	 	 	 	 
141034	6	 	 	 	 	 	 
141035	1	 	 	 	 	 	 
141035	2	 	 	 	 	 	 
141035	3	 	 	 	 	 	 
141035	4	 	 	 	 	 	 
141035	5	 	 	 	 	 	 
141035	6	 	 	 	 	 	 
141036	1	 	 	 	 	 	 
141036	2	 	 	 	 	 	 
141036	3	 	 	 	 	 	 
141036	4	 	 	 	 	 	 
141036	5	 	 	 	 	 	 
141036	6	 	 	 	 	 	 
141037	1	13	10	7	0	 	 
141037	2	88	 	 	 	 	 
141037	3	88	 	 	 	 	 
141037	4	88	 	 	 	 	 
141037	5	88	 	 	 	 	 
141037	6	88	 	 	 	 	 
141038	1	30	1	26	1	400000	0
141038	2	11	20	13	20	400	1
141038	3	13	4	28	4	260	0
141038	4	17	2	15	0	 	 
141038	5	20	2	28	2	430	0
141038	6	88	 	 	 	 	 
141039	1	22	4	28	4	90	1
141039	2	30	1	26	0	 	 
141039	3	88	 	 	 	 	 
141039	4	88	 	 	 	 	 
141039	5	88	 	 	 	 	 
141039	6	88	 	 	 	 	 
141040	1	15	4	12	4	1000	0
141040	2	23	5	23	5	35	0
141040	3	88	 	 	 	 	 
141040	4	88	 	 	 	 	 
141040	5	88	 	 	 	 	 
141040	6	88	 	 	 	 	 
141041	1	 	 	 	 	 	 
141041	2	 	 	 	 	 	 
141041	3	 	 	 	 	 	 
141041	4	 	 	 	 	 	 
141041	5	 	 	 	 	 	 
141041	6	 	 	 	 	 	 
141042	1	30	1	31	1	8000	0
141042	2	13	20	14	20	590	0
141042	3	15	5	12	5	100	0
141042	4	88	 	 	 	 	 
141042	5	88	 	 	 	 	 
141042	6	88	 	 	 	 	 
141043	1	1	12	11	12	250	0
141043	2	4	1	11	1	75	0
141043	3	88	 	 	 	 	 
141043	4	88	 	 	 	 	 
141043	5	88	 	 	 	 	 
141043	6	88	 	 	 	 	 
141044	1	1	12	11	12	200	0
141044	2	4	1	11	1	250	0
141044	3	88	 	 	 	 	 
141044	4	88	 	 	 	 	 
141044	5	88	 	 	 	 	 
141044	6	88	 	 	 	 	 
141045	1	18	6	18	0	 	 
141045	2	88	 	 	 	 	 
141045	3	88	 	 	 	 	 
141045	4	88	 	 	 	 	 
141045	5	88	 	 	 	 	 
141045	6	88	 	 	 	 	 
141046	1	 	 	 	 	 	 
141046	2	 	 	 	 	 	 
141046	3	 	 	 	 	 	 
141046	4	 	 	 	 	 	 
141046	5	 	 	 	 	 	 
141046	6	 	 	 	 	 	 
141047	1	 	 	 	 	 	 
141047	2	 	 	 	 	 	 
141047	3	 	 	 	 	 	 
141047	4	 	 	 	 	 	 
141047	5	 	 	 	 	 	 
141047	6	 	 	 	 	 	 
141048	1	 	 	 	 	 	 
141048	2	 	 	 	 	 	 
141048	3	 	 	 	 	 	 
141048	4	 	 	 	 	 	 
141048	5	 	 	 	 	 	 
141048	6	 	 	 	 	 	 
141049	1	30	3	26	3	150	1
141049	2	15	7	12	7	180	1
141049	3	88	 	 	 	 	 
141049	4	88	 	 	 	 	 
141049	5	88	 	 	 	 	 
141049	6	88	 	 	 	 	 
151001	1	1	4	11	4	320	1
151001	2	88	 	 	 	 	 
151001	3	88	 	 	 	 	 
151001	4	88	 	 	 	 	 
151001	5	88	 	 	 	 	 
151001	6	88	 	 	 	 	 
151002	1	1	4	11	4	110	1
151002	2	88	 	 	 	 	 
151002	3	88	 	 	 	 	 
151002	4	88	 	 	 	 	 
151002	5	88	 	 	 	 	 
151002	6	88	 	 	 	 	 
151004	1	1	6	11	6	2000	1
151004	2	24	1	24	1	150	1
151004	3	88	 	 	 	 	 
151004	4	88	 	 	 	 	 
151004	5	88	 	 	 	 	 
151004	6	88	 	 	 	 	 
151005	1	1	6	11	6	400	1
151005	2	2	1	27	0	 	 
151005	3	88	 	 	 	 	 
151005	4	88	 	 	 	 	 
151005	5	88	 	 	 	 	 
151005	6	88	 	 	 	 	 
151008	1	1	6	11	6	135	0
151008	2	88	 	 	 	 	 
151008	3	88	 	 	 	 	 
151008	4	88	 	 	 	 	 
151008	5	88	 	 	 	 	 
151008	6	88	 	 	 	 	 
151009	1	1	5	11	5	230	0
151009	2	88	 	 	 	 	 
151009	3	88	 	 	 	 	 
151009	4	88	 	 	 	 	 
151009	5	88	 	 	 	 	 
151009	6	88	 	 	 	 	 
151010	1	1	10	11	10	600	1
151010	2	15	17	12	17	1010	1
151010	3	23	15	23	15	1000	1
151010	4	30	16	23	16	-77	1
151010	5	88	 	 	 	 	 
151010	6	88	 	 	 	 	 
151011	1	1	6	11	6	240	0
151011	2	23	4	23	4	240	0
151011	3	88	 	 	 	 	 
151011	4	88	 	 	 	 	 
151011	5	88	 	 	 	 	 
151011	6	88	 	 	 	 	 
151012	1	23	27	23	27	850	1
151012	2	1	12	11	12	640	0
151012	3	88	 	 	 	 	 
151012	4	88	 	 	 	 	 
151012	5	88	 	 	 	 	 
151012	6	88	 	 	 	 	 
151014	1	1	4	11	4	80	1
151014	2	88	 	 	 	 	 
151014	3	88	 	 	 	 	 
151014	4	88	 	 	 	 	 
151014	5	88	 	 	 	 	 
151014	6	88	 	 	 	 	 
151015	1	1	4	11	4	200	1
151015	2	88	 	 	 	 	 
151015	3	88	 	 	 	 	 
151015	4	88	 	 	 	 	 
151015	5	88	 	 	 	 	 
151015	6	88	 	 	 	 	 
151016	1	2	1	24	1	5000	1
151016	2	1	4	11	4	180	1
151016	3	88	 	 	 	 	 
151016	4	88	 	 	 	 	 
151016	5	88	 	 	 	 	 
151016	6	88	 	 	 	 	 
151018	1	1	4	11	4	250	1
151018	2	88	 	 	 	 	 
151018	3	88	 	 	 	 	 
151018	4	88	 	 	 	 	 
151018	5	88	 	 	 	 	 
151018	6	88	 	 	 	 	 
151019	1	1	10	11	10	300	1
151019	2	88	 	 	 	 	 
151019	3	88	 	 	 	 	 
151019	4	88	 	 	 	 	 
151019	5	88	 	 	 	 	 
151019	6	88	 	 	 	 	 
151020	1	1	7	11	7	455	1
151020	2	30	2	11	2	30	1
151020	3	23	1	23	1	350	0
151020	4	88	 	 	 	 	 
151020	5	88	 	 	 	 	 
151020	6	88	 	 	 	 	 
151021	1	1	7	11	6	130	1
151021	2	88	 	 	 	 	 
151021	3	88	 	 	 	 	 
151021	4	88	 	 	 	 	 
151021	5	88	 	 	 	 	 
151021	6	88	 	 	 	 	 
151023	1	1	2	11	2	2	1
151023	2	88	 	 	 	 	 
151023	3	88	 	 	 	 	 
151023	4	88	 	 	 	 	 
151023	5	88	 	 	 	 	 
151023	6	88	 	 	 	 	 
151024	1	 	 	 	 	 	 
151024	2	 	 	 	 	 	 
151024	3	 	 	 	 	 	 
151024	4	 	 	 	 	 	 
151024	5	 	 	 	 	 	 
151024	6	 	 	 	 	 	 
151025	1	2	1	28	1	2000	1
151025	2	1	5	11	5	250	1
151025	3	23	1	23	1	800	1
151025	4	88	 	 	 	 	 
151025	5	88	 	 	 	 	 
151025	6	88	 	 	 	 	 
151026	1	1	6	11	6	445	1
151026	2	88	 	 	 	 	 
151026	3	88	 	 	 	 	 
151026	4	88	 	 	 	 	 
151026	5	88	 	 	 	 	 
151026	6	88	 	 	 	 	 
151027	1	1	7	11	7	500	0
151027	2	22	5	22	0	 	 
151027	3	88	 	 	 	 	 
151027	4	88	 	 	 	 	 
151027	5	88	 	 	 	 	 
151027	6	88	 	 	 	 	 
151028	1	23	5	23	5	250	1
151028	2	88	 	 	 	 	 
151028	3	88	 	 	 	 	 
151028	4	88	 	 	 	 	 
151028	5	88	 	 	 	 	 
151028	6	88	 	 	 	 	 
151029	1	 	 	 	 	 	 
151029	2	 	 	 	 	 	 
151029	3	 	 	 	 	 	 
151029	4	 	 	 	 	 	 
151029	5	 	 	 	 	 	 
151029	6	 	 	 	 	 	 
151030	1	1	4	11	4	190	1
151030	2	88	 	 	 	 	 
151030	3	88	 	 	 	 	 
151030	4	88	 	 	 	 	 
151030	5	88	 	 	 	 	 
151030	6	88	 	 	 	 	 
151031	1	1	8	11	7	420	1
151031	2	4	1	11	1	150	1
151031	3	23	1	23	0	 	 
151031	4	88	 	 	 	 	 
151031	5	88	 	 	 	 	 
151031	6	88	 	 	 	 	 
151032	1	1	5	11	4	150	1
151032	2	88	 	 	 	 	 
151032	3	88	 	 	 	 	 
151032	4	88	 	 	 	 	 
151032	5	88	 	 	 	 	 
151032	6	88	 	 	 	 	 
151033	1	1	6	11	6	210	1
151033	2	88	 	 	 	 	 
151033	3	88	 	 	 	 	 
151033	4	88	 	 	 	 	 
151033	5	88	 	 	 	 	 
151033	6	88	 	 	 	 	 
151034	1	1	9	11	9	255	0
151034	2	88	 	 	 	 	 
151034	3	88	 	 	 	 	 
151034	4	88	 	 	 	 	 
151034	5	88	 	 	 	 	 
151034	6	88	 	 	 	 	 
151035	1	1	6	11	6	300	1
151035	2	88	 	 	 	 	 
151035	3	88	 	 	 	 	 
151035	4	88	 	 	 	 	 
151035	5	88	 	 	 	 	 
151035	6	88	 	 	 	 	 
151039	1	15	1	12	1	200	1
151039	2	1	8	11	8	300	1
151039	3	88	 	 	 	 	 
151039	4	88	 	 	 	 	 
151039	5	88	 	 	 	 	 
151039	6	88	 	 	 	 	 
151041	1	1	4	11	4	200	1
151041	2	88	 	 	 	 	 
151041	3	88	 	 	 	 	 
151041	4	88	 	 	 	 	 
151041	5	88	 	 	 	 	 
151041	6	88	 	 	 	 	 
151042	1	1	4	11	4	360	1
151042	2	30	1	23	1	15	0
151042	3	23	2	23	0	 	 
151042	4	88	 	 	 	 	 
151042	5	88	 	 	 	 	 
151042	6	88	 	 	 	 	 
151043	1	1	11	11	11	600	1
151043	2	2	1	27	0	 	 
151043	3	13	1	23	1	400	1
151043	4	88	 	 	 	 	 
151043	5	88	 	 	 	 	 
151043	6	88	 	 	 	 	 
151044	1	1	9	11	9	300	1
151044	2	2	1	27	0	 	 
151044	3	88	 	 	 	 	 
151044	4	88	 	 	 	 	 
151044	5	88	 	 	 	 	 
151044	6	88	 	 	 	 	 
151045	1	1	10	11	10	445	0
151045	2	88	 	 	 	 	 
151045	3	88	 	 	 	 	 
151045	4	88	 	 	 	 	 
151045	5	88	 	 	 	 	 
151045	6	88	 	 	 	 	 
151049	1	1	4	11	4	170	0
151049	2	88	 	 	 	 	 
151049	3	88	 	 	 	 	 
151049	4	88	 	 	 	 	 
151049	5	88	 	 	 	 	 
151049	6	88	 	 	 	 	 
151051	1	1	6	11	6	130	1
151051	2	88	 	 	 	 	 
151051	3	88	 	 	 	 	 
151051	4	88	 	 	 	 	 
151051	5	88	 	 	 	 	 
151051	6	88	 	 	 	 	 
151052	1	1	4	11	4	360	1
151052	2	88	 	 	 	 	 
151052	3	88	 	 	 	 	 
151052	4	88	 	 	 	 	 
151052	5	88	 	 	 	 	 
151052	6	88	 	 	 	 	 
151053	1	1	6	11	6	260	1
151053	2	88	 	 	 	 	 
151053	3	88	 	 	 	 	 
151053	4	88	 	 	 	 	 
151053	5	88	 	 	 	 	 
151053	6	88	 	 	 	 	 
151054	1	1	11	11	11	300	1
151054	2	88	 	 	 	 	 
151054	3	88	 	 	 	 	 
151054	4	88	 	 	 	 	 
151054	5	88	 	 	 	 	 
151054	6	88	 	 	 	 	 
151056	1	1	3	11	3	90	1
151056	2	88	 	 	 	 	 
151056	3	88	 	 	 	 	 
151056	4	88	 	 	 	 	 
151056	5	88	 	 	 	 	 
151056	6	88	 	 	 	 	 
151057	1	1	4	11	4	60	1
151057	2	88	 	 	 	 	 
151057	3	88	 	 	 	 	 
151057	4	88	 	 	 	 	 
151057	5	88	 	 	 	 	 
151057	6	88	 	 	 	 	 
151059	1	1	7	11	7	130	1
151059	2	88	 	 	 	 	 
151059	3	88	 	 	 	 	 
151059	4	88	 	 	 	 	 
151059	5	88	 	 	 	 	 
151059	6	88	 	 	 	 	 
151064	1	1	5	11	5	300	1
151064	2	88	 	 	 	 	 
151064	3	88	 	 	 	 	 
151064	4	88	 	 	 	 	 
151064	5	88	 	 	 	 	 
151064	6	88	 	 	 	 	 
151066	1	23	15	23	15	220	1
151066	2	1	4	11	4	125	1
151066	3	88	 	 	 	 	 
151066	4	88	 	 	 	 	 
151066	5	88	 	 	 	 	 
151066	6	88	 	 	 	 	 
151067	1	1	6	11	6	120	0
151067	2	88	 	 	 	 	 
151067	3	88	 	 	 	 	 
151067	4	88	 	 	 	 	 
151067	5	88	 	 	 	 	 
151067	6	88	 	 	 	 	 
151068	1	1	2	11	2	60	1
151068	2	88	 	 	 	 	 
151068	3	88	 	 	 	 	 
151068	4	88	 	 	 	 	 
151068	5	88	 	 	 	 	 
151068	6	88	 	 	 	 	 
151069	1	1	2	11	2	100	1
151069	2	88	 	 	 	 	 
151069	3	88	 	 	 	 	 
151069	4	88	 	 	 	 	 
151069	5	88	 	 	 	 	 
151069	6	88	 	 	 	 	 
151070	1	1	5	11	5	310	1
151070	2	88	 	 	 	 	 
151070	3	88	 	 	 	 	 
151070	4	88	 	 	 	 	 
151070	5	88	 	 	 	 	 
151070	6	88	 	 	 	 	 
161002	1	1	5	11	5	250	0
161002	2	4	1	11	1	150	0
161002	3	6	3	11	3	70	0
161002	4	88	 	 	 	 	 
161002	5	88	 	 	 	 	 
161002	6	88	 	 	 	 	 
161003	1	1	8	11	8	350	1
161003	2	4	1	11	1	150	1
161003	3	6	3	11	3	45	1
161003	4	88	 	 	 	 	 
161003	5	88	 	 	 	 	 
161003	6	88	 	 	 	 	 
161005	1	15	30	12	20	300	0
161005	2	13	10	7	10	1080	0
161005	3	20	2	28	2	400	0
