CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	CRPOUTR4
61037	8	88	 	 
61037	9	88	 	 
61037	11	88	 	 
61038	1	50	875	1
61038	2	44	200	1
61038	3	125	90	1
61038	4	20	90	1
61038	5	75	60	1
61038	6	5	60	1
61038	7	8	30	1
61038	8	31	20	55
61038	9	79	0	1
61038	11	123	0	1
61039	1	8	350	1
61039	2	20	300	1
61039	3	125	95	1
61039	4	7	30	1
61039	5	55	30	1
61039	6	64	15	1
61039	7	31	20	55
61039	8	88	 	 
61039	9	88	 	 
61039	11	88	 	 
61041	1	 	 	 
61041	2	 	 	 
61041	3	 	 	 
61041	4	 	 	 
61041	5	 	 	 
61041	6	 	 	 
61041	7	 	 	 
61041	8	 	 	 
61041	9	 	 	 
61041	11	 	 	 
61044	1	20	210	1
61044	2	26	200	1
61044	3	76	180	1
61044	4	50	130	1
61044	5	44	60	1
61044	6	55	60	1
61044	7	47	50	1
61044	8	125	30	1
61044	9	7	27	1
61044	11	19	15	1
61046	1	8	240	1
61046	2	15	120	1
61046	3	55	90	1
61046	4	88	 	 
61046	5	88	 	 
61046	6	88	 	 
61046	7	88	 	 
61046	8	88	 	 
61046	9	88	 	 
61046	11	88	 	 
61047	1	 	 	 
61047	2	 	 	 
61047	3	 	 	 
61047	4	 	 	 
61047	5	 	 	 
61047	6	 	 	 
61047	7	 	 	 
61047	8	 	 	 
61047	9	 	 	 
61047	11	 	 	 
61049	1	76	4	2
61049	2	20	230	1
61049	3	19	2	2
61049	4	5	135	1
61049	5	88	 	 
61049	6	88	 	 
61049	7	88	 	 
61049	8	88	 	 
61049	9	88	 	 
61049	11	88	 	 
61050	1	50	500	1
61050	2	76	250	1
61050	3	55	200	1
61050	4	20	150	1
61050	5	125	150	1
61050	6	47	113	1
61050	7	44	100	1
61050	8	79	100	1
61050	9	8	100	1
61050	11	96	100	1
61051	1	8	10	2
61051	2	125	10	2
61051	3	20	10	2
61051	4	44	4	2
61051	5	55	4	2
61051	6	7	1	2
61051	7	88	 	 
61051	8	88	 	 
61051	9	88	 	 
61051	11	88	 	 
61052	1	55	840	1
61052	2	44	370	1
61052	3	76	310	1
61052	4	20	160	1
61052	5	26	100	1
61052	6	8	40	1
61052	7	7	35	1
61052	8	31	6	55
61052	9	49	3	1
61052	11	88	 	 
61054	1	55	2	2
61054	2	44	50	1
61054	3	7	50	1
61054	4	88	 	 
61054	5	88	 	 
61054	6	88	 	 
61054	7	88	 	 
61054	8	88	 	 
61054	9	88	 	 
61054	11	88	 	 
61056	1	88	 	 
61056	2	88	 	 
61056	3	88	 	 
61056	4	88	 	 
61056	5	88	 	 
61056	6	88	 	 
61056	7	88	 	 
61056	8	88	 	 
61056	9	88	 	 
61056	11	88	 	 
61057	1	 	 	 
61057	2	 	 	 
61057	3	 	 	 
61057	4	 	 	 
61057	5	 	 	 
61057	6	 	 	 
61057	7	 	 	 
61057	8	 	 	 
61057	9	 	 	 
61057	11	 	 	 
61058	1	31	49	55
61058	2	125	50	1
61058	3	44	50	1
61058	4	55	5	41
61058	5	88	 	 
61058	6	88	 	 
61058	7	88	 	 
61058	8	88	 	 
61058	9	88	 	 
61058	11	88	 	 
61059	1	125	550	1
61059	2	79	2	2
61059	3	20	1	2
61059	4	31	80	55
61059	5	55	2	2
61059	6	88	 	 
61059	7	88	 	 
61059	8	88	 	 
61059	9	88	 	 
61059	11	88	 	 
71001	1	55	500	1
71001	2	130	200	1
71001	3	75	150	1
71001	4	5	150	1
71001	5	88	 	 
71001	6	88	 	 
71001	7	88	 	 
71001	8	88	 	 
71001	9	88	 	 
71001	11	88	 	 
71002	1	 	 	 
71002	2	 	 	 
71002	3	 	 	 
71002	4	 	 	 
71002	5	 	 	 
71002	6	 	 	 
71002	7	 	 	 
71002	8	 	 	 
71002	9	 	 	 
71002	11	 	 	 
71003	1	5	600	1
71003	2	75	200	1
71003	3	19	100	1
71003	4	55	6	41
71003	5	43	25	1
71003	6	31	2	55
71003	7	88	 	 
71003	8	88	 	 
71003	9	88	 	 
71003	11	88	 	 
71004	1	55	20	2
71004	2	5	450	1
71004	3	75	2	2
71004	4	130	2	2
71004	5	10	1	2
71004	6	88	 	 
71004	7	88	 	 
71004	8	88	 	 
71004	9	88	 	 
71004	11	88	 	 
71005	1	55	20	2
71005	2	125	3	2
71005	3	75	2	2
71005	4	5	2	2
71005	5	130	2	2
71005	6	19	1	2
71005	7	88	 	 
71005	8	88	 	 
71005	9	88	 	 
71005	11	88	 	 
71006	1	55	5	2
71006	2	130	3	2
71006	3	75	3	2
71006	4	19	3	2
71006	5	50	1	2
71006	6	10	600	10
71006	7	88	 	 
71006	8	88	 	 
71006	9	88	 	 
71006	11	88	 	 
71007	1	75	6	2
71007	2	55	5	2
71007	3	125	1	2
71007	4	5	1	2
71007	5	43	50	1
71007	6	88	 	 
71007	7	88	 	 
71007	8	88	 	 
71007	9	88	 	 
71007	11	88	 	 
71008	1	55	8	2
71008	2	75	3	2
71008	3	5	1	2
71008	4	88	 	 
71008	5	88	 	 
71008	6	88	 	 
71008	7	88	 	 
71008	8	88	 	 
71008	9	88	 	 
71008	11	88	 	 
71009	1	55	6	2
71009	2	5	450	1
71009	3	75	3	2
71009	4	19	1	2
71009	5	130	25	1
71009	6	31	7	55
71009	7	43	8	1
71009	8	88	 	 
71009	9	88	 	 
71009	11	88	 	 
71010	1	75	500	1
71010	2	130	200	1
71010	3	125	100	1
71010	4	31	13	55
71010	5	88	 	 
71010	6	88	 	 
71010	7	88	 	 
71010	8	88	 	 
71010	9	88	 	 
71010	11	88	 	 
71011	1	75	400	1
71011	2	125	300	1
71011	3	130	300	1
71011	4	55	16	41
71011	5	19	200	1
71011	6	76	150	1
71011	7	5	125	1
71011	8	88	 	 
71011	9	88	 	 
71011	11	88	 	 
71012	1	55	10	2
71012	2	5	2	2
71012	3	75	2	2
71012	4	88	 	 
71012	5	88	 	 
71012	6	88	 	 
71012	7	88	 	 
71012	8	88	 	 
71012	9	88	 	 
71012	11	88	 	 
71013	1	55	2	2
71013	2	75	1	2
71013	3	19	1	2
71013	4	43	20	1
71013	5	88	 	 
71013	6	88	 	 
71013	7	88	 	 
71013	8	88	 	 
71013	9	88	 	 
71013	11	88	 	 
71014	1	55	3	2
71014	2	130	250	1
71014	3	19	200	1
71014	4	88	 	 
71014	5	88	 	 
71014	6	88	 	 
71014	7	88	 	 
71014	8	88	 	 
71014	9	88	 	 
71014	11	88	 	 
71015	1	5	3	2
71015	2	55	3	2
71015	3	75	1	2
71015	4	43	50	1
71015	5	31	2	55
71015	6	88	 	 
71015	7	88	 	 
71015	8	88	 	 
71015	9	88	 	 
71015	11	88	 	 
71016	1	75	800	1
71016	2	125	400	1
71016	3	55	13	41
71016	4	19	325	1
71016	5	130	100	1
71016	6	31	7	55
71016	7	66	100	1
71016	8	10	50	1
71016	9	26	20	1
71016	11	88	 	 
71017	1	55	4	2
71017	2	75	3	2
71017	3	88	 	 
71017	4	88	 	 
71017	5	88	 	 
71017	6	88	 	 
71017	7	88	 	 
71017	8	88	 	 
71017	9	88	 	 
71017	11	88	 	 
71018	1	75	250	1
71018	2	55	200	1
71018	3	130	100	1
71018	4	21	30	56
71018	5	31	4	55
71018	6	50	2	6
71018	7	88	 	 
71018	8	88	 	 
71018	9	88	 	 
71018	11	88	 	 
71019	1	19	2	2
71019	2	21	40	56
71019	3	31	5	55
71019	4	43	10	1
71019	5	88	 	 
71019	6	88	 	 
71019	7	88	 	 
71019	8	88	 	 
71019	9	88	 	 
71019	11	88	 	 
71020	1	130	6	2
71020	2	55	5	2
71020	3	5	150	1
71020	4	88	 	 
71020	5	88	 	 
71020	6	88	 	 
71020	7	88	 	 
71020	8	88	 	 
71020	9	88	 	 
71020	11	88	 	 
71021	1	55	15	2
71021	2	75	5	2
71021	3	5	3	2
71021	4	88	 	 
71021	5	88	 	 
71021	6	88	 	 
71021	7	88	 	 
71021	8	88	 	 
71021	9	88	 	 
71021	11	88	 	 
71022	1	55	550	1
71022	2	130	5	2
71022	3	43	50	1
71022	4	42	25	1
71022	5	31	15	55
71022	6	88	 	 
71022	7	88	 	 
71022	8	88	 	 
71022	9	88	 	 
71022	11	88	 	 
71024	1	75	4	2
71024	2	5	2	2
71024	3	55	3	2
71024	4	27	1	2
71024	5	88	 	 
71024	6	88	 	 
71024	7	88	 	 
71024	8	88	 	 
71024	9	88	 	 
71024	11	88	 	 
71025	1	5	4	2
71025	2	130	4	2
71025	3	55	3	2
71025	4	19	2	2
71025	5	125	1	2
71025	6	49	1	2
71025	7	88	 	 
71025	8	88	 	 
71025	9	88	 	 
71025	11	88	 	 
71026	1	 	 	 
71026	2	 	 	 
71026	3	 	 	 
71026	4	 	 	 
71026	5	 	 	 
71026	6	 	 	 
71026	7	 	 	 
71026	8	 	 	 
71026	9	 	 	 
71026	11	 	 	 
71027	1	55	4	2
71027	2	75	3	2
71027	3	130	2	2
71027	4	43	50	1
71027	5	88	 	 
71027	6	88	 	 
71027	7	88	 	 
71027	8	88	 	 
71027	9	88	 	 
71027	11	88	 	 
71028	1	75	400	1
71028	2	55	8	41
71028	3	5	100	1
71028	4	43	50	1
71028	5	31	20	55
71028	6	88	 	 
71028	7	88	 	 
71028	8	88	 	 
71028	9	88	 	 
71028	11	88	 	 
71029	1	55	5	2
71029	2	75	2	2
71029	3	5	1	2
71029	4	43	50	1
71029	5	88	 	 
71029	6	88	 	 
71029	7	88	 	 
71029	8	88	 	 
71029	9	88	 	 
71029	11	88	 	 
71030	1	55	2	41
71030	2	88	 	 
71030	3	88	 	 
71030	4	88	 	 
71030	5	88	 	 
71030	6	88	 	 
71030	7	88	 	 
71030	8	88	 	 
71030	9	88	 	 
71030	11	88	 	 
71031	1	55	1250	1
71031	2	75	650	1
71031	3	5	475	1
71031	4	125	100	1
71031	5	27	25	1
71031	6	31	10	55
71031	7	10	3	6
71031	8	88	 	 
71031	9	88	 	 
71031	11	88	 	 
71032	1	 	 	 
71032	2	 	 	 
71032	3	 	 	 
71032	4	 	 	 
71032	5	 	 	 
71032	6	 	 	 
71032	7	 	 	 
71032	8	 	 	 
71032	9	 	 	 
71032	11	 	 	 
71033	1	75	475	1
71033	2	5	325	1
71033	3	55	15	41
71033	4	130	200	1
71033	5	31	9	55
71033	6	26	40	1
71033	7	21	12	56
71033	8	88	 	 
71033	9	88	 	 
71033	11	88	 	 
71034	1	130	500	1
71034	2	55	18	2
71034	3	75	300	1
71034	4	43	200	1
71034	5	5	200	1
71034	6	21	80	56
71034	7	31	20	55
71034	8	26	20	1
71034	9	66	20	1
71034	11	10	31	1
71035	1	55	15	2
71035	2	130	5	2
71035	3	75	4	2
71035	4	88	 	 
71035	5	88	 	 
71035	6	88	 	 
71035	7	88	 	 
71035	8	88	 	 
71035	9	88	 	 
71035	11	88	 	 
71036	1	 	 	 
71036	2	 	 	 
71036	3	 	 	 
71036	4	 	 	 
71036	5	 	 	 
71036	6	 	 	 
71036	7	 	 	 
71036	8	 	 	 
71036	9	 	 	 
71036	11	 	 	 
71037	1	55	12	2
71037	2	75	250	1
71037	3	130	150	1
71037	4	5	1	2
71037	5	27	1	2
71037	6	66	1	2
71037	7	88	 	 
71037	8	88	 	 
71037	9	88	 	 
71037	11	88	 	 
71038	1	130	5	2
71038	2	55	5	2
71038	3	75	4	2
71038	4	19	2	2
71038	5	125	2	2
71038	6	43	2	2
71038	7	5	1	2
71038	8	88	 	 
71038	9	88	 	 
71038	11	88	 	 
71039	1	130	400	1
71039	2	75	250	1
71039	3	55	5	41
71039	4	5	150	1
71039	5	125	100	1
71039	6	31	4	55
71039	7	88	 	 
71039	8	88	 	 
71039	9	88	 	 
71039	11	88	 	 
71040	1	 	 	 
71040	2	 	 	 
71040	3	 	 	 
71040	4	 	 	 
71040	5	 	 	 
71040	6	 	 	 
71040	7	 	 	 
71040	8	 	 	 
71040	9	 	 	 
71040	11	 	 	 
71041	1	55	2	2
71041	2	75	1	2
71041	3	8	25	1
71041	4	88	 	 
71041	5	88	 	 
71041	6	88	 	 
71041	7	88	 	 
71041	8	88	 	 
71041	9	88	 	 
71041	11	88	 	 
71042	1	88	 	 
71042	2	88	 	 
71042	3	88	 	 
71042	4	88	 	 
71042	5	88	 	 
71042	6	88	 	 
71042	7	88	 	 
71042	8	88	 	 
71042	9	88	 	 
71042	11	88	 	 
71043	1	75	75	1
71043	2	88	 	 
71043	3	88	 	 
71043	4	88	 	 
71043	5	88	 	 
71043	6	88	 	 
71043	7	88	 	 
71043	8	88	 	 
71043	9	88	 	 
71043	11	88	 	 
71044	1	125	150	1
71044	2	75	100	1
71044	3	5	100	1
71044	4	19	100	1
71044	5	55	50	1
71044	6	31	4	55
71044	7	88	 	 
71044	8	88	 	 
71044	9	88	 	 
71044	11	88	 	 
71045	1	75	250	1
71045	2	55	250	1
71045	3	125	150	1
71045	4	19	100	1
71045	5	31	2	55
71045	6	88	 	 
71045	7	88	 	 
71045	8	88	 	 
71045	9	88	 	 
71045	11	88	 	 
71046	1	55	6	41
71046	2	130	50	1
71046	3	43	25	1
71046	4	21	30	56
71046	5	88	 	 
71046	6	88	 	 
71046	7	88	 	 
71046	8	88	 	 
71046	9	88	 	 
71046	11	88	 	 
71047	1	75	2	2
71047	2	55	250	1
71047	3	19	25	1
71047	4	88	 	 
71047	5	88	 	 
71047	6	88	 	 
71047	7	88	 	 
71047	8	88	 	 
71047	9	88	 	 
71047	11	88	 	 
71048	1	 	 	 
71048	2	 	 	 
71048	3	 	 	 
71048	4	 	 	 
71048	5	 	 	 
71048	6	 	 	 
71048	7	 	 	 
71048	8	 	 	 
71048	9	 	 	 
71048	11	 	 	 
71049	1	75	300	1
71049	2	125	250	1
71049	3	19	150	1
71049	4	5	100	1
71049	5	130	75	1
71049	6	88	 	 
71049	7	88	 	 
71049	8	88	 	 
71049	9	88	 	 
71049	11	88	 	 
81001	1	50	200	2
81001	2	72	100	17
81001	3	10	400	1
81001	4	75	6	2
81001	5	44	5	2
81001	6	88	 	 
81001	7	88	 	 
81001	8	88	 	 
81001	9	88	 	 
81001	11	88	 	 
81002	1	44	3	2
81002	2	76	5	2
81002	3	20	10	1
81002	4	88	 	 
81002	5	88	 	 
81002	6	88	 	 
81002	7	88	 	 
81002	8	88	 	 
81002	9	88	 	 
81002	11	88	 	 
81003	1	44	20	2
81003	2	75	4	2
81003	3	5	2	2
81003	4	8	75	1
81003	5	76	125	1
81003	6	35	2	2
81003	7	88	 	 
81003	8	88	 	 
81003	9	88	 	 
81003	11	88	 	 
81004	1	44	10	2
81004	2	75	4	2
81004	3	35	1	2
81004	4	10	2	2
81004	5	7	25	1
81004	6	88	 	 
81004	7	88	 	 
81004	8	88	 	 
81004	9	88	 	 
81004	11	88	 	 
81005	1	44	5	2
81005	2	50	50	2
81005	3	88	 	 
81005	4	88	 	 
81005	5	88	 	 
81005	6	88	 	 
81005	7	88	 	 
81005	8	88	 	 
81005	9	88	 	 
81005	11	88	 	 
81006	1	 	 	 
81006	2	 	 	 
81006	3	 	 	 
81006	4	 	 	 
81006	5	 	 	 
81006	6	 	 	 
81006	7	 	 	 
81006	8	 	 	 
81006	9	 	 	 
81006	11	 	 	 
81007	1	44	22	2
81007	2	76	1	2
81007	3	50	75	2
81007	4	10	48	40
81007	5	88	 	 
81007	6	88	 	 
81007	7	88	 	 
81007	8	88	 	 
81007	9	88	 	 
81007	11	88	 	 
81009	1	44	5	2
81009	2	75	550	1
81009	3	8	1	2
81009	4	88	 	 
81009	5	88	 	 
81009	6	88	 	 
81009	7	88	 	 
81009	8	88	 	 
81009	9	88	 	 
81009	11	88	 	 
81010	1	44	4	2
81010	2	76	70	1
81010	3	88	 	 
81010	4	88	 	 
81010	5	88	 	 
81010	6	88	 	 
81010	7	88	 	 
81010	8	88	 	 
81010	9	88	 	 
81010	11	88	 	 
81011	1	76	50	1
81011	2	88	 	 
81011	3	88	 	 
81011	4	88	 	 
81011	5	88	 	 
81011	6	88	 	 
81011	7	88	 	 
81011	8	88	 	 
81011	9	88	 	 
81011	11	88	 	 
81012	1	 	 	 
81012	2	 	 	 
81012	3	 	 	 
81012	4	 	 	 
81012	5	 	 	 
81012	6	 	 	 
81012	7	 	 	 
81012	8	 	 	 
81012	9	 	 	 
81012	11	 	 	 
81013	1	44	10	2
81013	2	75	6	2
81013	3	76	4	2
81013	4	125	1	3
81013	5	124	2	2
81013	6	88	 	 
81013	7	88	 	 
81013	8	88	 	 
81013	9	88	 	 
81013	11	88	 	 
81014	1	44	3	2
81014	2	35	1	2
81014	3	75	2	2
81014	4	88	 	 
81014	5	88	 	 
81014	6	88	 	 
81014	7	88	 	 
81014	8	88	 	 
81014	9	88	 	 
81014	11	88	 	 
81015	1	50	19	2
81015	2	72	40	17
81015	3	44	12	2
81015	4	88	 	 
81015	5	88	 	 
81015	6	88	 	 
81015	7	88	 	 
81015	8	88	 	 
81015	9	88	 	 
81015	11	88	 	 
81016	1	44	10	2
81016	2	75	6	2
81016	3	10	200	3
81016	4	72	6	17
81016	5	88	 	 
81016	6	88	 	 
81016	7	88	 	 
81016	8	88	 	 
81016	9	88	 	 
81016	11	88	 	 
81017	1	44	8	2
81017	2	75	2	2
81017	3	8	1	2
81017	4	88	 	 
81017	5	88	 	 
81017	6	88	 	 
81017	7	88	 	 
81017	8	88	 	 
81017	9	88	 	 
81017	11	88	 	 
81018	1	44	10	2
81018	2	75	3	2
81018	3	76	50	1
81018	4	5	2	2
81018	5	88	 	 
81018	6	88	 	 
81018	7	88	 	 
81018	8	88	 	 
81018	9	88	 	 
81018	11	88	 	 
81019	1	44	5	2
81019	2	8	50	1
81019	3	75	2	2
81019	4	5	1	2
81019	5	88	 	 
81019	6	88	 	 
81019	7	88	 	 
81019	8	88	 	 
81019	9	88	 	 
81019	11	88	 	 
81020	1	44	29	2
81020	2	72	10	17
81020	3	50	20	2
81020	4	10	375	1
81020	5	88	 	 
81020	6	88	 	 
81020	7	88	 	 
81020	8	88	 	 
81020	9	88	 	 
81020	11	88	 	 
81021	1	44	23	2
81021	2	35	7	2
81021	3	88	 	 
81021	4	88	 	 
81021	5	88	 	 
81021	6	88	 	 
81021	7	88	 	 
81021	8	88	 	 
81021	9	88	 	 
81021	11	88	 	 
81023	1	44	1	2
81023	2	75	15	2
81023	3	88	 	 
81023	4	88	 	 
81023	5	88	 	 
81023	6	88	 	 
81023	7	88	 	 
81023	8	88	 	 
81023	9	88	 	 
81023	11	88	 	 
81024	1	44	0	95
81024	2	88	 	 
81024	3	88	 	 
81024	4	88	 	 
81024	5	88	 	 
81024	6	88	 	 
81024	7	88	 	 
81024	8	88	 	 
81024	9	88	 	 
81024	11	88	 	 
81025	1	44	10	2
81025	2	75	5	2
81025	3	50	50	2
81025	4	72	50	2
81025	5	10	50	2
81025	6	88	 	 
81025	7	88	 	 
81025	8	88	 	 
81025	9	88	 	 
81025	11	88	 	 
81026	1	75	3	2
81026	2	35	1	2
81026	3	44	2	2
81026	4	88	 	 
81026	5	88	 	 
81026	6	88	 	 
81026	7	88	 	 
81026	8	88	 	 
81026	9	88	 	 
81026	11	88	 	 
81027	1	75	8	2
81027	2	44	3	2
81027	3	72	70	17
81027	4	88	 	 
81027	5	88	 	 
81027	6	88	 	 
81027	7	88	 	 
81027	8	88	 	 
81027	9	88	 	 
81027	11	88	 	 
81028	1	44	5	2
81028	2	88	 	 
81028	3	88	 	 
81028	4	88	 	 
81028	5	88	 	 
81028	6	88	 	 
81028	7	88	 	 
81028	8	88	 	 
81028	9	88	 	 
81028	11	88	 	 
81029	1	50	80	2
81029	2	44	19	2
81029	3	35	2	2
81029	4	88	 	 
81029	5	88	 	 
81029	6	88	 	 
81029	7	88	 	 
81029	8	88	 	 
81029	9	88	 	 
81029	11	88	 	 
81030	1	44	7	2
81030	2	72	50	17
81030	3	10	100	2
81030	4	7	24	2
81030	5	88	 	 
81030	6	88	 	 
81030	7	88	 	 
81030	8	88	 	 
81030	9	88	 	 
81030	11	88	 	 
81031	1	44	8	2
81031	2	35	2	2
81031	3	88	 	 
81031	4	88	 	 
81031	5	88	 	 
81031	6	88	 	 
81031	7	88	 	 
81031	8	88	 	 
81031	9	88	 	 
81031	11	88	 	 
81032	1	44	16	2
81032	2	88	 	 
81032	3	88	 	 
81032	4	88	 	 
81032	5	88	 	 
81032	6	88	 	 
81032	7	88	 	 
81032	8	88	 	 
81032	9	88	 	 
81032	11	88	 	 
81033	1	44	17	2
81033	2	5	2	2
81033	3	88	 	 
81033	4	88	 	 
81033	5	88	 	 
81033	6	88	 	 
81033	7	88	 	 
81033	8	88	 	 
81033	9	88	 	 
81033	11	88	 	 
81034	1	44	2	2
81034	2	76	1	2
81034	3	88	 	 
81034	4	88	 	 
81034	5	88	 	 
81034	6	88	 	 
81034	7	88	 	 
81034	8	88	 	 
81034	9	88	 	 
81034	11	88	 	 
81035	1	44	16	2
81035	2	8	1	2
81035	3	35	1	2
81035	4	10	50	3
81035	5	88	 	 
81035	6	88	 	 
81035	7	88	 	 
81035	8	88	 	 
81035	9	88	 	 
81035	11	88	 	 
81036	1	44	17	2
81036	2	50	60	2
81036	3	88	 	 
81036	4	88	 	 
81036	5	88	 	 
81036	6	88	 	 
81036	7	88	 	 
81036	8	88	 	 
81036	9	88	 	 
81036	11	88	 	 
81037	1	44	2	2
81037	2	10	2	2
81037	3	88	 	 
81037	4	88	 	 
81037	5	88	 	 
81037	6	88	 	 
81037	7	88	 	 
81037	8	88	 	 
81037	9	88	 	 
81037	11	88	 	 
81038	1	44	10	2
81038	2	88	 	 
81038	3	88	 	 
81038	4	88	 	 
81038	5	88	 	 
81038	6	88	 	 
81038	7	88	 	 
81038	8	88	 	 
81038	9	88	 	 
81038	11	88	 	 
81039	1	44	2	2
81039	2	88	 	 
81039	3	88	 	 
81039	4	88	 	 
81039	5	88	 	 
81039	6	88	 	 
81039	7	88	 	 
81039	8	88	 	 
81039	9	88	 	 
81039	11	88	 	 
81040	1	44	2	2
81040	2	75	1	2
81040	3	88	 	 
81040	4	88	 	 
81040	5	88	 	 
81040	6	88	 	 
81040	7	88	 	 
81040	8	88	 	 
81040	9	88	 	 
81040	11	88	 	 
81041	1	35	1	2
81041	2	8	2	2
81041	3	88	 	 
81041	4	88	 	 
81041	5	88	 	 
81041	6	88	 	 
81041	7	88	 	 
81041	8	88	 	 
81041	9	88	 	 
81041	11	88	 	 
81042	1	44	3	2
81042	2	76	2	2
81042	3	5	2	2
81042	4	35	2	2
81042	5	88	 	 
81042	6	88	 	 
81042	7	88	 	 
81042	8	88	 	 
81042	9	88	 	 
81042	11	88	 	 
81043	1	44	20	2
81043	2	75	2	2
81043	3	35	4	2
81043	4	88	 	 
81043	5	88	 	 
81043	6	88	 	 
81043	7	88	 	 
81043	8	88	 	 
81043	9	88	 	 
81043	11	88	 	 
81044	1	44	10	2
81044	2	5	6	2
81044	3	76	3	2
81044	4	35	4	2
81044	5	88	 	 
81044	6	88	 	 
81044	7	88	 	 
81044	8	88	 	 
81044	9	88	 	 
81044	11	88	 	 
81045	1	44	12	2
81045	2	35	50	1
81045	3	88	 	 
81045	4	88	 	 
81045	5	88	 	 
81045	6	88	 	 
81045	7	88	 	 
81045	8	88	 	 
81045	9	88	 	 
81045	11	88	 	 
81046	1	44	12	2
81046	2	8	60	1
81046	3	75	120	1
81046	4	88	 	 
81046	5	88	 	 
81046	6	88	 	 
81046	7	88	 	 
81046	8	88	 	 
81046	9	88	 	 
81046	11	88	 	 
81047	1	44	8	2
81047	2	76	2	2
81047	3	35	2	2
81047	4	88	 	 
81047	5	88	 	 
81047	6	88	 	 
81047	7	88	 	 
81047	8	88	 	 
81047	9	88	 	 
81047	11	88	 	 
81048	1	44	2	2
81048	2	35	2	2
81048	3	8	2	2
81048	4	75	3	2
81048	5	5	3	2
81048	6	88	 	 
81048	7	88	 	 
81048	8	88	 	 
81048	9	88	 	 
81048	11	88	 	 
81049	1	44	4	2
81049	2	8	2	2
81049	3	88	 	 
81049	4	88	 	 
81049	5	88	 	 
81049	6	88	 	 
81049	7	88	 	 
81049	8	88	 	 
81049	9	88	 	 
81049	11	88	 	 
81050	1	44	4	2
81050	2	8	2	2
81050	3	88	 	 
81050	4	88	 	 
81050	5	88	 	 
81050	6	88	 	 
81050	7	88	 	 
81050	8	88	 	 
81050	9	88	 	 
81050	11	88	 	 
91001	1	76	12	2
91001	2	75	18	2
91001	3	35	4	2
91001	4	5	5	2
91001	5	44	5	2
91001	6	19	50	1
91001	7	88	 	 
91001	8	88	 	 
91001	9	88	 	 
91001	11	88	 	 
91002	1	75	15	2
91002	2	5	5	2
91002	3	124	7	2
91002	4	8	3	2
91002	5	88	 	 
91002	6	88	 	 
91002	7	88	 	 
91002	8	88	 	 
91002	9	88	 	 
91002	11	88	 	 
91003	1	75	4	2
91003	2	76	4	2
91003	3	35	2	2
91003	4	44	1	2
91003	5	88	 	 
91003	6	88	 	 
91003	7	88	 	 
91003	8	88	 	 
91003	9	88	 	 
91003	11	88	 	 
91004	1	75	7	2
91004	2	76	6	2
91004	3	35	6	2
91004	4	44	10	2
91004	5	88	 	 
91004	6	88	 	 
91004	7	88	 	 
91004	8	88	 	 
91004	9	88	 	 
91004	11	88	 	 
91005	1	75	17	2
91005	2	76	3	2
91005	3	35	5	2
91005	4	5	2	2
91005	5	44	2	2
91005	6	88	 	 
91005	7	88	 	 
91005	8	88	 	 
91005	9	88	 	 
91005	11	88	 	 
91006	1	75	4	2
91006	2	35	350	1
91006	3	76	3	2
91006	4	44	3	2
91006	5	88	 	 
91006	6	88	 	 
91006	7	88	 	 
91006	8	88	 	 
91006	9	88	 	 
91006	11	88	 	 
91007	1	35	10	2
91007	2	75	12	2
91007	3	76	3	2
91007	4	44	2	2
91007	5	8	2	2
91007	6	5	3	2
91007	7	88	 	 
91007	8	88	 	 
91007	9	88	 	 
91007	11	88	 	 
91008	1	75	8	2
91008	2	76	6	2
91008	3	35	5	2
91008	4	44	3	2
91008	5	88	 	 
91008	6	88	 	 
91008	7	88	 	 
91008	8	88	 	 
91008	9	88	 	 
91008	11	88	 	 
91010	1	76	15	2
91010	2	75	25	2
91010	3	35	11	2
91010	4	44	2	2
91010	5	88	 	 
91010	6	88	 	 
91010	7	88	 	 
91010	8	88	 	 
91010	9	88	 	 
91010	11	88	 	 
91011	1	75	8	2
91011	2	5	6	2
91011	3	44	6	2
91011	4	35	5	2
91011	5	88	 	 
91011	6	88	 	 
91011	7	88	 	 
91011	8	88	 	 
91011	9	88	 	 
91011	11	88	 	 
91012	1	76	18	2
91012	2	75	3	2
91012	3	88	 	 
91012	4	88	 	 
91012	5	88	 	 
91012	6	88	 	 
91012	7	88	 	 
91012	8	88	 	 
91012	9	88	 	 
91012	11	88	 	 
91013	1	75	8	2
91013	2	76	4	2
91013	3	88	 	 
91013	4	88	 	 
91013	5	88	 	 
91013	6	88	 	 
91013	7	88	 	 
91013	8	88	 	 
91013	9	88	 	 
91013	11	88	 	 
91014	1	76	5	2
91014	2	8	2	2
91014	3	35	14	2
91014	4	75	8	2
91014	5	88	 	 
91014	6	88	 	 
91014	7	88	 	 
91014	8	88	 	 
91014	9	88	 	 
91014	11	88	 	 
91015	1	76	18	2
91015	2	35	6	2
91015	3	76	3	2
91015	4	44	2	2
91015	5	88	 	 
91015	6	88	 	 
91015	7	88	 	 
91015	8	88	 	 
91015	9	88	 	 
91015	11	88	 	 
91017	1	75	22	2
91017	2	35	16	2
91017	3	76	9	2
91017	4	44	2	2
91017	5	88	 	 
91017	6	88	 	 
91017	7	88	 	 
91017	8	88	 	 
91017	9	88	 	 
91017	11	88	 	 
91018	1	75	13	2
91018	2	76	5	2
91018	3	35	4	2
91018	4	5	5	2
91018	5	44	3	2
91018	6	88	 	 
