CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	BURBRLR4	BRNREGR4	BRNZONR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH18R4	MEMCNSR4
71034	8	 	10	 	1	 	7	 	 	 	 	1	 	3	 	0	5	4	1	2	1	4	 	 	1	N
71034	9	 	7	 	2	 	7	 	 	 	 	1	 	3	 	0	5	4	0	 	 	 	29	 	 	N
71035	0	14	18	 	1	0	0	1	 	 	 	1	 	10	0	0	1	99	1	3	0	 	 	 	0	N
71035	1	27	31	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
71035	2	23	27	 	1	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71035	3	17	21	 	2	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71035	15	11	15	 	2	7	7	 	 	 	 	1	 	10	0	0	1	99	1	4	1	4	 	 	1	N
71035	16	4	8	 	2	9	9	 	 	 	 	1	 	3	 	0	1	17	1	1	1	4	 	 	1	N
71035	17	45	49	 	1	2	2	 	 	 	 	1	 	1	1	0	98	99	1	28	0	 	 	 	0	N
71035	18	1	5	 	2	9	9	 	 	 	 	1	 	3	 	0	1	17	1	0	1	4	 	 	0	N
71035	19	 	3	 	2	 	9	 	 	 	 	1	 	3	 	0	1	17	 	 	 	 	 	 	 	N
71035	20	 	0	6	1	 	9	 	 	 	 	1	 	3	 	0	1	17	 	 	 	 	 	 	 	N
71036	0	14	19	 	2	0	0	0	1	3	302	1	 	7	0	0	98	99	1	18	1	1	 	 	1	N
71036	1	77	-88	 	2	5	5	 	 	 	 	3	2001	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	2	52	-88	 	1	1	1	 	 	 	 	3	1997	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	3	42	45	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	4	25	29	 	2	7	8	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	5	23	27	 	2	7	7	 	 	 	 	1	 	7	0	0	98	99	1	10	0	 	 	 	0	N
71036	6	21	25	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	7	18	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	8	12	16	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	9	17	21	 	1	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	10	33	37	 	1	19	16	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	11	1	5	 	2	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71036	12	 	33	 	2	 	8	 	 	 	 	1	 	7	0	0	98	99	1	10	0	 	 	 	0	N
71036	13	 	29	 	2	 	14	 	 	 	 	1	 	7	0	0	99	98	1	13	0	 	 	 	0	N
71036	14	 	23	 	2	 	14	 	 	 	 	1	 	7	0	0	99	99	1	18	1	4	 	 	1	N
71036	15	 	8	 	2	 	14	 	 	 	 	1	 	3	 	0	98	17	1	2	1	1	 	 	1	N
71036	16	 	24	 	1	 	14	 	 	 	 	1	 	7	0	0	98	99	1	10	0	 	 	 	0	N
71036	17	 	52	 	1	 	13	 	 	 	 	1	 	1	0	0	99	99	1	10	0	 	 	 	0	N
71036	18	 	19	 	2	 	20	 	 	 	 	1	 	8	0	0	98	98	1	3	0	 	 	 	0	N
71037	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
71037	1	59	64	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	28	0	 	 	 	0	N
71037	2	51	55	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	28	0	 	 	 	0	N
71037	3	31	35	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71037	4	29	33	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71037	5	27	31	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71037	6	25	29	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	13	1	4	 	 	0	N
71037	7	22	26	 	1	7	7	 	 	 	 	1	 	3	0	1	2	1	1	10	1	1	 	 	1	N
71037	15	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	7	1	4	 	 	1	N
71038	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	4	0	 	 	 	1	Y
71038	1	64	68	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	28	0	 	 	 	0	N
71038	2	57	61	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	28	0	 	 	 	0	N
71038	3	19	23	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	0	 	 	 	1	Y
71038	4	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	3	1	4	 	 	1	N
71038	7	4	8	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
71038	15	9	13	 	1	7	7	 	 	 	 	1	 	3	0	1	2	1	1	2	0	 	8	12	1	N
71038	16	7	11	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	20	 	 	N
71039	0	14	18	 	2	0	0	1	 	 	 	1	 	3	0	0	99	1	1	8	3	 	 	 	1	N
71039	1	42	46	 	1	1	1	 	 	 	 	1	 	1	3	0	98	99	1	28	0	 	 	 	0	N
71039	2	33	-88	 	2	1	1	 	 	 	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	N
71039	3	17	21	 	1	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71039	4	13	17	 	1	7	7	 	 	 	 	1	 	3	0	0	99	1	1	7	1	4	 	 	1	N
71039	15	9	13	 	1	7	7	 	 	 	 	1	 	3	0	0	99	1	1	3	1	4	 	 	1	N
71039	16	6	10	 	1	7	7	 	 	 	 	1	 	3	 	0	99	1	1	1	1	4	 	 	1	N
71039	17	 	1	 	2	 	7	 	 	 	 	1	 	3	 	0	99	1	 	 	 	 	 	 	 	N
71040	0	14	18	 	1	0	0	1	 	 	 	1	 	5	0	0	98	98	1	6	0	 	 	 	1	Y
71040	1	71	75	 	2	5	5	 	 	 	 	1	 	1	3	0	99	99	0	 	 	 	 	 	 	N
71040	2	14	17	 	1	7	7	 	 	 	 	1	 	5	0	0	98	98	1	4	0	 	8	15	1	Y
71040	15	28	32	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71040	16	 	5	 	2	 	9	 	 	 	 	1	 	5	 	0	98	98	0	 	 	 	2	 	 	N
71041	0	14	18	 	1	0	0	0	2	3	303	1	 	7	0	0	1	98	1	8	0	 	 	 	1	N
71041	1	48	52	 	2	1	1	 	 	 	 	1	 	11	4	0	99	99	0	 	 	 	 	 	 	N
71041	2	27	31	 	2	7	7	 	 	 	 	1	 	2	1	0	1	98	0	 	 	 	 	 	 	N
71041	3	25	29	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71041	4	18	22	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71041	5	8	12	 	1	13	15	 	 	 	 	1	 	3	 	0	2	7	1	2	0	 	17	12	1	N
71041	6	0	4	 	2	15	15	 	 	 	 	1	 	3	 	0	2	7	 	 	 	 	 	 	 	N
71041	7	 	38	 	1	 	16	 	 	 	 	1	 	1	1	0	99	99	1	28	0	 	 	 	0	N
71041	8	 	2	 	2	 	15	 	 	 	 	1	 	3	 	0	2	7	 	 	 	 	 	 	 	N
71042	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
71042	1	53	57	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
71042	2	45	49	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	2	0	 	 	 	0	N
71042	3	21	25	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71042	4	19	23	 	2	7	7	 	 	 	 	1	 	3	1	0	2	1	1	10	0	 	 	 	0	N
71042	5	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71042	6	16	20	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	0	N
71042	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
71042	16	 	5	 	1	 	15	 	 	 	 	1	 	5	 	0	98	98	0	 	 	 	29	 	 	N
71042	17	 	3	 	2	 	15	 	 	 	 	1	 	5	 	0	98	98	 	 	 	 	 	 	 	N
71043	0	14	18	 	1	0	0	0	1	3	302	1	 	3	0	0	99	1	1	7	1	4	 	 	1	Y
71043	1	44	48	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
71043	2	34	38	 	2	1	1	 	 	 	 	3	2000	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	3	20	24	 	2	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71043	4	19	23	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71043	5	17	21	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71043	15	10	14	 	1	7	7	 	 	 	 	1	 	3	0	0	99	1	1	5	1	4	 	 	1	N
71043	16	27	31	 	2	2	2	 	 	 	 	1	 	2	1	0	98	99	0	 	 	 	 	 	 	N
71043	17	5	9	 	1	10	10	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	18	 	3	 	2	 	8	 	 	 	 	1	 	3	 	0	16	1	 	 	 	 	 	 	 	N
71044	0	14	18	 	2	0	0	1	 	 	 	1	 	5	0	0	98	98	1	8	1	4	 	 	1	N
71044	1	77	-88	 	1	6	5	 	 	 	 	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	N
71044	2	73	77	 	2	5	5	 	 	 	 	1	 	1	4	0	99	99	0	 	 	 	 	 	 	N
71044	3	30	34	 	1	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71044	4	25	29	 	2	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71044	5	19	23	 	1	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71044	15	7	11	 	1	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71044	16	 	50	 	2	 	21	 	 	 	 	1	 	10	3	0	98	99	1	28	0	 	 	 	0	N
71045	0	14	18	 	2	0	0	1	 	 	 	1	 	5	1	0	98	98	1	10	0	 	 	 	1	N
71045	1	81	-88	 	1	6	5	 	 	 	 	3	2002	 	 	 	 	 	 	 	 	 	 	 	 	N
71045	2	72	76	 	2	5	5	 	 	 	 	1	 	1	3	0	99	99	1	3	0	 	 	 	0	N
71045	3	17	21	 	1	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71045	4	26	30	 	1	19	25	 	 	 	 	1	 	7	1	0	98	99	1	10	0	 	 	 	0	N
71045	5	18	22	 	2	14	14	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71045	6	0	4	 	2	19	27	 	 	 	 	1	 	7	 	0	0	4	 	 	 	 	 	 	 	N
71045	7	 	14	 	2	 	9	 	 	 	 	1	 	5	0	0	98	98	1	8	1	4	 	 	1	N
71046	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	1	98	1	9	1	4	 	 	1	N
71046	1	35	39	 	2	1	1	 	 	 	 	1	 	1	1	0	98	99	1	6	0	 	 	 	0	N
71046	2	17	21	 	1	7	8	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71046	3	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	1	98	1	8	1	4	 	 	1	N
71046	4	3	7	 	2	7	7	 	 	 	 	1	 	3	 	0	1	98	1	0	1	4	 	 	0	N
71046	5	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	1	98	1	0	1	4	 	 	0	N
71047	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
71047	1	55	59	 	1	1	1	 	 	 	 	1	 	1	1	1	99	99	1	28	0	 	 	 	0	N
71047	2	32	41	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	7	0	 	 	 	0	N
71047	3	22	26	 	2	8	9	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	4	18	22	 	1	7	8	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71047	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	Y
71047	16	4	8	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
71048	0	14	18	 	2	0	0	1	 	 	 	1	 	3	0	0	1	98	1	14	1	4	 	 	1	N
71048	1	45	49	 	2	1	1	 	 	 	 	1	 	1	4	0	98	99	1	28	0	 	 	 	0	N
71048	2	27	-88	 	2	7	9	 	 	 	 	3	1992	 	 	 	 	 	 	 	 	 	 	 	 	N
71048	3	23	27	 	2	9	9	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71048	4	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	1	98	1	8	1	4	 	 	1	N
71048	15	9	12	 	2	16	15	 	 	 	 	1	 	3	 	0	1	98	1	7	1	4	 	 	1	N
71048	16	17	22	 	1	9	9	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
71049	1	52	56	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	28	0	 	 	 	0	N
71049	2	41	45	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	28	0	 	 	 	0	N
71049	3	27	31	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
71049	4	23	27	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	5	20	24	 	1	7	7	 	 	 	 	1	 	3	1	0	2	1	1	5	0	 	 	 	1	N
71049	6	17	20	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	0	 	 	 	1	Y
71049	7	12	16	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	0	 	11	14	1	N
71049	15	9	13	 	1	77	15	 	 	 	 	1	 	5	0	0	98	98	1	2	0	 	26	12	1	N
71049	16	0	4	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
71049	17	 	20	 	2	 	16	 	 	 	 	1	 	4	1	0	98	98	1	9	0	 	 	 	0	N
81001	0	15	18	 	2	0	0	0	2	4	407	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
81001	1	47	51	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	8	0	 	 	 	0	N
81001	2	32	36	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	0	 	 	 	 	 	 	N
81001	3	20	24	 	2	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81001	4	13	17	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	3	 	 	1	N
81001	15	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	3	 	 	1	N
81001	16	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	1	3	 	 	1	N
81001	17	5	9	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	2	1	3	 	 	1	N
81001	18	0	4	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
81001	19	0	4	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
81002	0	15	19	 	2	0	0	0	2	4	407	1	 	2	1	0	98	98	1	4	0	 	 	 	1	N
81002	1	55	59	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	2	49	53	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	3	29	33	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	4	27	31	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	5	25	29	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	6	19	23	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	7	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	15	11	15	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	16	93	-88	 	2	18	18	 	 	 	 	3	2005	 	 	 	 	 	 	 	 	 	 	 	 	N
81002	17	 	32	 	1	 	25	 	 	 	 	1	 	1	1	0	98	99	1	5	0	 	 	 	0	N
81002	18	 	0	5	1	 	27	 	 	 	 	1	 	3	 	0	0	17	 	 	 	 	 	 	 	N
81003	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
81003	1	37	41	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	7	0	 	 	 	0	N
81003	2	32	36	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	0	 	 	 	 	 	 	N
81003	3	13	17	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
81003	15	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	1	4	 	 	1	N
81003	16	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
81003	17	4	8	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	1	N
81003	18	7	11	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	1	N
81003	19	18	22	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	1	N
81003	20	1	5	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
81003	21	40	44	 	1	13	13	 	 	 	 	1	 	7	0	1	98	99	0	 	 	 	 	 	 	N
81003	22	 	1	 	1	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
81004	0	15	18	 	2	0	0	1	 	 	 	1	 	3	0	0	99	1	1	7	1	4	 	 	1	N
81004	1	67	71	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	1	0	 	 	 	0	N
81004	2	37	-88	 	2	1	1	 	 	 	 	3	1999	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	3	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81004	4	47	51	 	2	2	2	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
81004	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	99	1	1	3	1	4	 	 	1	N
81004	16	9	13	 	1	7	7	 	 	 	 	1	 	3	0	0	99	1	1	4	1	4	 	 	1	N
81004	17	6	10	 	1	7	7	 	 	 	 	1	 	3	 	0	99	1	0	 	 	 	8	 	 	N
81005	0	15	19	 	2	0	0	1	 	 	 	1	 	6	0	0	99	99	1	4	0	 	 	 	1	N
81005	1	57	-88	 	2	1	1	 	 	 	 	3	1998	 	 	 	 	 	 	 	 	 	 	 	 	N
81005	2	27	31	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81005	3	22	26	 	1	7	7	 	 	 	 	1	 	1	0	0	99	99	1	5	0	 	 	 	0	N
81005	4	16	20	 	2	7	7	 	 	 	 	1	 	6	0	0	99	99	1	7	0	 	 	 	1	N
81005	15	11	15	 	1	7	7	 	 	 	 	1	 	6	0	0	99	99	1	1	1	4	 	 	1	N
81006	0	15	19	 	1	0	0	1	 	 	 	1	 	1	0	0	98	98	1	2	0	 	 	 	0	N
81006	1	45	49	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	2	33	37	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	3	17	21	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81006	4	12	16	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	15	7	11	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	16	6	10	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	17	5	9	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81006	18	1	5	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	19	 	2	 	1	 	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	20	 	0	7	2	 	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	3	2	1	3	0	 	 	 	1	N
81007	1	65	69	 	2	5	5	 	 	 	 	1	 	11	1	0	99	99	0	 	 	 	 	 	 	N
81007	2	45	49	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	28	0	 	 	 	0	N
81007	3	42	46	 	2	1	1	 	 	 	 	1	 	2	1	0	1	98	0	 	 	 	 	 	 	N
81007	4	22	26	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	5	20	24	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81007	6	14	18	 	2	7	7	 	 	 	 	1	 	3	0	0	3	2	1	8	0	 	 	 	1	N
81007	15	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	3	2	1	1	1	4	 	 	1	N
81007	16	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	3	2	1	4	2	4	 	 	1	N
81007	17	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	3	2	1	1	1	4	 	 	1	N
81007	18	2	6	 	1	7	7	 	 	 	 	1	 	3	 	0	3	2	0	 	 	 	29	 	 	N
81007	19	 	3	 	1	 	7	 	 	 	 	1	 	3	 	0	3	2	 	 	 	 	 	 	 	N
81009	0	15	19	 	2	0	0	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81009	1	35	39	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	5	0	 	 	 	0	N
81009	2	32	36	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	1	0	 	 	 	0	N
81009	3	13	17	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
81009	15	9	13	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81009	16	7	11	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	3	1	4	 	 	1	N
81009	17	4	8	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	1	N
81009	18	1	6	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
81010	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
81010	1	73	77	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
81010	2	53	57	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
81010	3	26	30	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81010	4	23	27	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81010	5	21	25	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81010	6	19	-88	 	1	7	7	 	 	 	 	3	2005	 	 	 	 	 	 	 	 	 	 	 	 	N
81010	7	8	12	 	1	14	14	 	 	 	 	1	 	5	 	0	98	98	1	3	1	4	 	 	1	N
81011	0	15	19	 	2	0	0	0	2	4	407	1	 	2	1	0	98	98	1	2	0	 	 	 	0	N
81011	1	56	60	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	2	47	51	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	3	29	33	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	4	27	31	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	5	25	29	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	6	23	27	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	7	21	25	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	8	19	23	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	9	13	17	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	15	9	13	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81011	16	 	25	 	1	 	29	 	 	 	 	1	 	1	1	0	98	99	1	8	0	 	 	 	0	Y
81011	17	 	1	 	2	 	27	 	 	 	 	1	 	3	 	0	0	16	 	 	 	 	 	 	 	N
81012	0	15	19	 	2	0	0	0	2	4	407	1	 	2	1	0	98	98	1	4	0	 	 	 	1	N
81012	1	39	43	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81012	2	34	38	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	3	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	15	11	15	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	16	9	13	 	2	7	7	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	17	22	26	 	1	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	18	7	11	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	19	4	8	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	20	2	6	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
81012	21	 	29	 	1	 	25	 	 	 	 	1	 	1	1	0	98	99	1	4	0	 	 	 	0	N
81012	22	 	0	8	1	 	27	 	 	 	 	1	 	3	 	0	0	21	 	 	 	 	 	 	 	N
81013	0	15	18	 	2	0	0	1	 	 	 	1	 	3	0	0	2	98	1	1	0	 	 	 	1	N
