CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSVILR4	BURBRLR4	BRNREGR4	BRNZONR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH18R4	MEMCNSR4
121011	3	26	30	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	4	24	28	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	5	22	26	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	6	21	25	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	7	20	24	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	8	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	2	99	1	6	1	4	 	 	1	N
121011	9	8	12	 	1	15	15	 	 	 	 	1	 	5	 	0	98	98	1	3	1	4	 	 	1	N
121011	10	 	17	 	1	 	20	 	 	 	 	1	 	10	0	0	98	98	0	 	 	 	77	 	 	N
121011	11	 	5	 	2	 	13	 	 	 	 	1	 	5	 	0	98	98	0	 	 	 	29	 	 	N
121012	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	5	0	 	 	 	1	N
121012	1	45	49	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
121012	2	37	41	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121012	3	25	29	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121012	4	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	0	 	 	 	 	 	 	N
121012	15	9	13	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	1	1	4	 	 	0	N
121013	0	14	18	 	1	0	0	0	2	7	701	1	 	7	0	0	98	98	1	10	0	 	 	 	1	N
121013	1	51	55	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	2	48	52	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	3	30	34	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	4	21	25	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	5	18	22	 	1	7	7	 	 	 	 	1	 	1	1	0	98	98	1	4	0	 	 	 	0	N
121013	6	13	17	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	15	11	15	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	17	 	18	 	2	 	19	 	 	 	 	1	 	2	1	0	98	99	1	9	0	 	 	 	1	N
121013	18	 	15	 	1	 	19	 	 	 	 	1	 	7	0	0	98	98	0	 	 	 	8	 	 	N
121014	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
121014	1	37	41	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	0	 	 	 	 	 	 	N
121014	2	32	36	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121014	3	25	29	 	2	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121014	15	11	15	 	2	7	7	 	 	 	 	1	 	4	0	0	2	1	1	1	1	4	 	 	1	N
121014	16	8	12	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	1	N
121014	17	7	11	 	2	7	7	 	 	 	 	1	 	4	 	0	2	1	0	 	 	 	19	 	 	N
121014	18	3	7	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121014	19	0	4	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121014	20	 	2	 	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121015	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	1	0	 	 	 	0	N
121015	1	52	56	 	1	1	1	 	 	 	 	1	 	1	1	0	99	98	1	11	0	 	 	 	1	N
121015	2	37	41	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	Y
121015	3	23	27	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121015	4	12	16	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121015	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	0	 	21	14	0	Y
121015	16	9	13	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	1	1	4	 	 	1	Y
121015	17	6	10	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	0	Y
121015	18	3	7	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	1	4	 	 	0	N
121015	19	 	2	 	1	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121020	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	1	N
121020	1	42	46	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	2	0	 	 	 	0	N
121020	2	32	36	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	0	 	 	 	 	 	 	N
121020	3	13	17	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121020	4	12	16	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	8	2	4	 	 	1	N
121020	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
121020	16	7	11	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	3	1	4	 	 	1	N
121020	17	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	0	2	4	 	 	1	N
121020	18	1	5	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	29	 	 	N
121020	19	 	2	 	1	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121021	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	1	99	0	 	 	 	 	 	 	Y
121021	1	39	43	 	2	1	1	 	 	 	 	1	 	3	3	0	99	99	0	 	 	 	 	 	 	N
121021	2	23	27	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121021	3	4	8	 	2	15	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121021	4	 	4	 	1	 	16	 	 	 	 	1	 	4	 	0	1	98	 	 	 	 	 	 	 	N
121022	0	15	19	 	2	0	0	1	 	 	 	1	 	2	1	0	98	98	1	7	0	 	 	 	1	N
121022	1	42	46	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121022	2	37	41	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121022	3	27	31	 	1	9	9	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121022	4	22	26	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121022	5	13	17	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121022	6	 	23	 	1	 	25	 	 	 	 	1	 	1	1	0	98	98	1	3	0	 	 	 	0	N
121022	7	 	1	 	2	 	27	 	 	 	 	1	 	3	 	0	0	6	 	 	 	 	 	 	 	N
121023	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	1	99	1	6	0	 	 	 	1	N
121023	1	47	51	 	2	1	1	 	 	 	 	1	 	1	1	0	98	99	1	2	0	 	 	 	0	N
121023	2	18	22	 	1	7	7	 	 	 	 	1	 	3	0	0	1	99	0	 	 	 	 	 	 	N
121023	15	10	14	 	2	7	7	 	 	 	 	3	1998	 	 	 	 	 	 	 	 	 	 	 	 	N
121023	16	2	6	 	1	9	9	 	 	 	 	1	 	3	 	0	1	98	0	 	 	 	29	 	 	N
121024	0	-77	18	 	1	0	0	0	2	7	701	1	 	1	0	0	98	98	1	2	0	 	 	 	0	N
121024	1	-77	-77	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121024	2	-77	-77	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121024	3	-77	-77	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121024	15	-77	13	 	1	7	7	 	 	 	 	1	 	7	0	0	98	98	1	0	0	 	17	77	0	N
121024	16	-77	-77	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121026	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	2	1	4	 	 	1	N
121026	1	41	45	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
121026	2	40	44	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	0	 	 	 	 	 	 	N
121026	3	20	24	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121026	4	17	21	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121026	15	10	14	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	0	1	4	 	 	1	N
121026	16	7	11	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	0	 	 	 	33	 	 	N
121026	17	5	9	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121026	18	 	1	 	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121027	0	15	19	 	2	0	0	0	2	7	701	1	 	6	0	0	98	98	1	5	0	 	 	 	1	N
121027	1	47	51	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121027	2	37	41	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121027	15	9	13	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121027	16	5	8	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121027	17	2	6	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121027	18	 	38	 	2	 	13	 	 	 	 	1	 	1	4	0	99	98	0	 	 	 	 	 	 	N
121027	19	 	21	 	1	 	14	 	 	 	 	1	 	3	0	0	0	99	1	10	0	 	 	 	1	N
121027	20	 	17	 	1	 	14	 	 	 	 	1	 	3	0	0	0	99	1	6	1	4	 	 	1	N
121027	21	 	13	 	1	 	14	 	 	 	 	1	 	3	0	0	0	99	1	1	1	4	 	 	0	N
121027	22	 	10	 	1	 	14	 	 	 	 	1	 	3	 	0	0	99	1	2	1	4	 	 	1	N
121027	23	 	9	 	2	 	14	 	 	 	 	1	 	3	 	0	0	99	1	1	1	4	 	 	1	N
121027	24	 	20	 	2	 	21	 	 	 	 	1	 	6	0	0	98	98	1	2	0	 	 	 	0	N
121028	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	8	0	 	 	 	1	N
121028	1	42	46	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	4	0	 	 	 	0	N
121028	2	41	45	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	1	29	0	 	 	 	0	N
121028	3	27	31	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	4	22	26	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121028	5	18	22	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121028	6	13	17	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
121028	7	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	2	1	4	 	 	1	N
121030	0	15	19	 	1	0	0	0	2	7	701	1	 	1	0	0	98	98	1	10	0	 	 	 	1	N
121030	1	43	47	 	1	1	1	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121030	2	38	42	 	2	1	1	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121030	3	19	23	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121030	4	13	17	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121030	15	7	11	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121030	16	4	8	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121030	17	25	29	 	1	13	13	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121031	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	98	1	6	0	 	 	 	0	N
121031	1	50	54	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
121031	2	39	43	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121031	3	24	28	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121031	4	22	26	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121031	5	12	16	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121031	15	11	15	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121033	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	11	1	4	 	 	1	N
121033	1	45	49	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	1	28	0	 	 	 	0	N
121033	2	41	45	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121033	3	30	34	 	1	20	20	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121033	4	24	29	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121033	5	22	26	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121033	6	19	23	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121033	7	12	16	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121033	15	10	14	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	2	1	4	 	 	1	N
121033	16	5	9	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
121034	0	15	19	 	1	0	0	0	2	7	701	1	 	1	0	0	98	98	1	4	0	 	 	 	0	N
121034	1	45	49	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121034	2	33	37	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121034	3	21	25	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121034	4	13	17	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121034	5	10	14	 	1	7	7	 	 	 	 	1	 	7	0	0	98	98	1	1	0	 	33	12	1	N
121034	6	25	29	 	1	7	7	 	 	 	 	1	 	7	0	0	98	98	1	7	0	 	 	 	0	N
121034	15	7	11	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121034	16	4	8	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121037	0	15	19	 	2	0	0	0	2	7	701	1	 	2	1	0	98	98	1	10	0	 	 	 	1	N
121037	1	65	69	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121037	2	57	61	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121037	3	29	32	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121037	4	23	27	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121037	5	13	17	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121037	6	 	25	 	1	 	21	 	 	 	 	1	 	1	1	0	98	99	1	2	0	 	 	 	0	N
121037	7	 	1	 	1	 	27	 	 	 	 	1	 	3	 	0	0	6	 	 	 	 	 	 	 	N
121037	8	 	10	 	2	 	13	 	 	 	 	1	 	10	 	0	98	98	1	3	0	 	31	10	1	N
121037	9	 	20	 	1	 	20	 	 	 	 	1	 	10	0	0	98	98	1	8	0	 	 	 	1	N
121037	10	 	19	 	1	 	20	 	 	 	 	1	 	10	0	0	98	99	1	7	0	 	 	 	1	N
121037	11	 	10	 	1	 	21	 	 	 	 	1	 	7	 	0	98	99	1	2	0	 	31	10	1	N
121037	12	 	16	 	2	 	20	 	 	 	 	1	 	10	0	0	98	98	1	3	0	 	21	15	1	N
121038	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	1	N
121038	1	51	55	 	1	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121038	2	42	46	 	2	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
121038	3	25	29	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121038	4	23	27	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121038	5	21	25	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	9	0	 	 	 	0	N
121038	6	19	23	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121038	7	12	16	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	6	1	4	 	 	1	N
121038	15	11	15	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	4	1	4	 	 	1	N
121038	16	6	10	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
121040	0	15	19	 	2	0	0	1	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	1	N
121040	1	53	57	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	0	 	 	 	 	 	 	N
121040	2	49	53	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121040	3	35	39	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121040	4	25	29	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121040	5	23	27	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121040	6	21	25	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121040	7	17	21	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121040	8	13	17	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	1	9	1	4	 	 	1	N
121040	15	11	15	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	8	1	4	 	 	1	N
121040	16	3	7	 	1	15	15	 	 	 	 	1	 	5	 	0	98	98	1	2	1	4	 	 	1	N
121040	17	18	22	 	1	20	20	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121040	18	 	24	 	1	 	20	 	 	 	 	1	 	10	0	0	98	98	0	 	 	 	 	 	 	N
121043	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	99	1	6	0	 	 	 	1	N
121043	1	52	-88	 	1	1	1	 	 	 	 	3	1994	 	 	 	 	 	 	 	 	 	 	 	 	N
121043	2	39	43	 	2	1	1	 	 	 	 	1	 	1	3	0	99	99	0	 	 	 	 	 	 	N
121043	3	22	26	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	4	20	24	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121043	5	13	17	 	2	7	7	 	 	 	 	1	 	3	0	0	2	99	1	7	1	4	 	 	1	N
121043	15	11	15	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	16	18	22	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121043	17	25	29	 	2	16	16	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	0	14	19	 	1	0	0	0	1	7	701	1	 	1	0	0	98	98	1	10	0	 	 	 	1	N
121047	1	44	48	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	2	37	41	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	3	27	31	 	1	20	20	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	4	20	24	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	5	13	17	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	15	11	15	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	16	8	12	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	17	6	10	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	18	3	7	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121047	19	1	5	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121048	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	10	0	 	 	 	0	N
121048	1	42	46	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	28	0	 	 	 	0	N
121048	2	36	40	 	2	1	1	 	 	 	 	1	 	2	1	0	98	98	1	3	0	 	 	 	0	N
121048	3	12	16	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121048	15	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
121048	16	7	11	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	3	2	4	 	 	1	N
121048	17	4	8	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	1	4	 	 	1	N
121048	18	 	3	 	2	 	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121053	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	6	0	 	 	 	0	N
121053	1	53	57	 	1	1	1	 	 	 	 	1	 	1	1	0	98	99	0	 	 	 	 	 	 	N
121053	2	46	50	 	2	1	1	 	 	 	 	1	 	2	1	0	99	99	0	 	 	 	 	 	 	N
121053	3	22	26	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121053	4	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	2	1	0	 	 	 	 	 	 	N
121053	5	13	17	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121053	15	7	11	 	1	7	7	 	 	 	 	1	 	3	 	0	2	1	1	2	1	4	 	 	1	N
121053	16	25	29	 	1	22	22	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121053	17	26	30	 	1	22	22	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121053	18	25	29	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121053	19	4	8	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	1	2	4	 	 	0	N
121053	20	0	4	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	 	 	 	 	 	 	 	N
121053	21	10	14	 	2	7	7	 	 	 	 	1	 	3	0	0	2	1	1	5	1	4	 	 	1	N
121054	0	15	19	 	1	0	0	0	2	7	701	1	 	7	0	0	98	98	1	4	0	 	 	 	0	N
121054	1	53	57	 	1	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	2	43	47	 	2	1	1	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	3	25	29	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	4	21	25	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	5	19	23	 	1	7	7	 	 	 	 	1	 	1	0	0	98	98	1	5	0	 	 	 	0	N
121054	6	12	16	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	15	10	14	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	16	6	10	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	17	4	8	 	2	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121054	18	 	18	 	1	 	15	 	 	 	 	1	 	7	0	0	98	98	1	4	0	 	 	 	0	N
121056	0	15	19	 	1	0	0	1	 	 	 	2	 	3	0	0	2	1	1	14	0	 	 	 	1	N
121056	1	47	51	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	28	0	 	 	 	0	N
121056	2	42	46	 	2	1	1	 	 	 	 	1	 	2	1	0	98	99	1	28	0	 	 	 	0	N
121056	3	27	31	 	1	7	7	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121056	4	24	28	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121056	5	23	27	 	2	15	15	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121056	6	17	21	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121056	7	13	17	 	1	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121056	15	11	15	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121056	16	7	11	 	2	7	7	 	 	 	 	1	 	3	 	0	2	1	1	5	1	4	 	 	1	N
131001	0	14	18	 	1	0	0	1	 	 	 	1	 	3	0	0	1	98	1	7	1	4	 	 	1	N
131001	1	53	58	 	2	1	1	 	 	 	 	1	 	1	4	0	99	99	0	 	 	 	 	 	 	N
131001	2	27	31	 	1	7	7	 	 	 	 	1	 	3	0	0	1	98	1	2	0	 	 	 	0	N
131001	3	26	30	 	2	7	7	 	 	 	 	1	 	3	0	0	1	98	1	14	0	 	 	 	1	N
131001	4	19	23	 	2	7	7	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	N
131001	5	17	21	 	1	7	7	 	 	 	 	1	 	3	0	0	1	98	1	10	0	 	 	 	1	N
131001	6	 	7	 	1	 	13	 	 	 	 	1	 	5	 	0	98	98	1	0	1	4	 	 	0	N
131002	0	15	19	 	1	0	0	1	 	 	 	1	 	3	0	0	2	1	1	5	0	 	 	 	1	N
131002	1	62	66	 	1	1	1	 	 	 	 	1	 	1	1	0	99	99	1	2	0	 	 	 	0	N
