CHILDCODE	FOODIDR4	HHCONSR4	VLRPR4	OWNVR4	GFTVR4	GFSRR4
11039	3	N	 	 	 	 
11039	4	Y	180	0	0	 
11039	6	N	 	 	 	 
11039	8	N	 	 	 	 
11039	17	N	 	 	 	 
11039	22	N	 	 	 	 
11040	1	Y	0	12	0	 
11040	2	N	 	 	 	 
11040	3	Y	75	0	0	 
11040	4	Y	0	250	0	 
11040	6	N	 	 	 	 
11040	8	N	 	 	 	 
11040	17	N	 	 	 	 
11040	22	N	 	 	 	 
11042	1	Y	120	0	0	 
11042	2	Y	30	0	0	 
11042	3	Y	150	0	0	 
11042	4	Y	434	0	0	 
11042	6	N	 	 	 	 
11042	8	N	 	 	 	 
11042	17	N	 	 	 	 
11042	22	N	 	 	 	 
11043	1	Y	100	0	0	 
11043	2	Y	30	0	0	 
11043	3	Y	50	0	0	 
11043	4	Y	225	0	0	 
11043	6	N	 	 	 	 
11043	8	Y	60	0	0	 
11043	17	N	 	 	 	 
11043	22	N	 	 	 	 
11044	1	Y	45	0	0	 
11044	2	N	 	 	 	 
11044	3	Y	126	0	0	 
11044	4	Y	157	150	0	 
11044	6	N	 	 	 	 
11044	8	N	 	 	 	 
11044	17	N	 	 	 	 
11044	22	N	 	 	 	 
11045	1	Y	0	23	0	 
11045	2	N	 	 	 	 
11045	3	Y	10	0	0	 
11045	4	Y	175	0	0	 
11045	6	N	 	 	 	 
11045	8	N	 	 	 	 
11045	17	N	 	 	 	 
11045	22	N	 	 	 	 
11046	1	Y	48	0	0	 
11046	2	N	 	 	 	 
11046	3	Y	25	0	0	 
11046	4	Y	0	105	0	 
11046	6	N	 	 	 	 
11046	8	N	 	 	 	 
11046	17	N	 	 	 	 
11046	22	N	 	 	 	 
11048	1	Y	0	25	0	 
11048	2	Y	15	0	0	 
11048	3	N	 	 	 	 
11048	4	Y	0	120	0	 
11048	6	N	 	 	 	 
11048	8	N	 	 	 	 
11048	17	N	 	 	 	 
11048	22	N	 	 	 	 
11049	1	Y	50	0	0	 
11049	2	Y	50	0	0	 
11049	3	Y	150	0	0	 
11049	4	Y	225	0	0	 
11049	6	N	 	 	 	 
11049	8	N	 	 	 	 
11049	17	N	 	 	 	 
11049	22	N	 	 	 	 
11050	1	Y	60	0	0	 
11050	2	N	 	 	 	 
11050	3	Y	25	0	0	 
11050	4	Y	180	120	0	 
11050	6	N	 	 	 	 
11050	8	Y	200	0	0	 
11050	17	N	 	 	 	 
11050	22	N	 	 	 	 
21002	1	Y	0	100	0	 
21002	2	N	 	 	 	 
21002	3	Y	0	50	0	 
21002	4	Y	0	500	0	 
21002	6	N	 	 	 	 
21002	8	Y	0	200	0	 
21002	17	N	 	 	 	 
21002	22	N	 	 	 	 
21003	1	Y	0	46	0	 
21003	2	Y	45	0	0	 
21003	3	Y	60	0	0	 
21003	4	Y	0	480	0	 
21003	6	Y	100	0	0	 
21003	8	N	 	 	 	 
21003	17	N	 	 	 	 
21003	22	N	 	 	 	 
21004	1	Y	0	75	0	 
21004	2	Y	36	0	0	 
21004	3	Y	0	65	0	 
21004	4	Y	0	380	0	 
21004	6	N	 	 	 	 
21004	8	N	 	 	 	 
21004	17	N	 	 	 	 
21004	22	N	 	 	 	 
21005	1	Y	60	0	0	 
21005	2	Y	30	0	0	 
21005	3	Y	110	0	0	 
21005	4	Y	0	235	0	 
21005	6	N	 	 	 	 
21005	8	N	 	 	 	 
21005	17	N	 	 	 	 
21005	22	N	 	 	 	 
21006	1	Y	40	0	20	1
21006	2	Y	9	0	0	 
21006	3	Y	21	0	0	 
21006	4	Y	0	320	0	 
21006	6	Y	150	0	0	 
21006	8	Y	0	0	45	1
21006	17	N	 	 	 	 
21006	22	N	 	 	 	 
21007	1	Y	0	75	0	 
21007	2	Y	0	12	0	 
21007	3	Y	7	0	0	 
21007	4	Y	0	208	0	 
21007	6	Y	135	0	0	 
21007	8	N	 	 	 	 
21007	17	N	 	 	 	 
21007	22	N	 	 	 	 
21008	1	Y	75	25	0	 
21008	2	Y	84	0	0	 
21008	3	N	 	 	 	 
21008	4	Y	65	210	0	 
21008	6	Y	300	0	0	 
21008	8	N	 	 	 	 
21008	17	N	 	 	 	 
21008	22	N	 	 	 	 
21009	1	Y	37	0	0	 
21009	2	Y	36	0	0	 
21009	3	Y	24	0	0	 
21009	4	Y	150	0	0	 
21009	6	Y	260	0	0	 
21009	8	N	 	 	 	 
21009	17	N	 	 	 	 
21009	22	N	 	 	 	 
21010	1	Y	42	36	0	 
21010	2	Y	16	0	0	 
21010	3	Y	28	0	0	 
21010	4	Y	0	450	0	 
21010	6	N	 	 	 	 
21010	8	N	 	 	 	 
21010	17	N	 	 	 	 
21010	22	N	 	 	 	 
21011	1	Y	25	30	0	 
21011	2	Y	0	32	0	 
21011	3	Y	90	0	0	 
21011	4	Y	0	300	0	 
21011	6	N	 	 	 	 
21011	8	N	 	 	 	 
21011	17	Y	200	0	0	 
21011	22	N	 	 	 	 
21012	1	Y	30	12	0	 
21012	2	N	 	 	 	 
21012	3	Y	12	0	0	 
21012	4	Y	0	150	0	 
21012	6	N	 	 	 	 
21012	8	N	 	 	 	 
21012	17	Y	2000	0	0	 
21012	22	N	 	 	 	 
21013	1	Y	0	60	0	 
21013	2	N	 	 	 	 
21013	3	N	 	 	 	 
21013	4	Y	0	150	0	 
21013	6	N	 	 	 	 
21013	8	N	 	 	 	 
21013	17	Y	0	25	0	 
21013	22	N	 	 	 	 
21014	1	Y	56	40	0	 
21014	2	Y	64	0	0	 
21014	3	Y	80	0	0	 
21014	4	Y	0	400	0	 
21014	6	Y	140	0	0	 
21014	8	Y	24	0	0	 
21014	17	N	 	 	 	 
21014	22	N	 	 	 	 
21015	1	Y	14	20	0	 
21015	2	N	 	 	 	 
21015	3	Y	54	0	0	 
21015	4	Y	0	250	0	 
21015	6	N	 	 	 	 
21015	8	N	 	 	 	 
21015	17	N	 	 	 	 
21015	22	N	 	 	 	 
21016	1	Y	0	40	0	 
21016	2	N	 	 	 	 
21016	3	Y	36	0	0	 
21016	4	Y	0	350	0	 
21016	6	Y	70	0	0	 
21016	8	N	 	 	 	 
21016	17	N	 	 	 	 
21016	22	N	 	 	 	 
21017	1	Y	0	17	0	 
21017	2	Y	14	0	0	 
21017	3	Y	15	0	0	 
21017	4	Y	0	180	0	 
21017	6	N	 	 	 	 
21017	8	N	 	 	 	 
21017	17	Y	150	0	0	 
21017	22	N	 	 	 	 
21018	1	Y	0	18	0	 
21018	2	N	 	 	 	 
21018	3	N	 	 	 	 
21018	4	Y	0	245	0	 
21018	6	N	 	 	 	 
21018	8	N	 	 	 	 
21018	17	N	 	 	 	 
21018	22	N	 	 	 	 
21019	1	Y	12	12	0	 
21019	2	Y	7	0	0	 
21019	3	Y	10	0	0	 
21019	4	N	 	 	 	 
21019	6	N	 	 	 	 
21019	8	N	 	 	 	 
21019	17	Y	120	0	0	 
21019	22	N	 	 	 	 
21020	1	Y	0	13	0	 
21020	2	Y	0	33	0	 
21020	3	Y	35	0	0	 
21020	4	Y	0	233	0	 
21020	6	Y	240	0	0	 
21020	8	Y	0	35	0	 
21020	17	N	 	 	 	 
21020	22	N	 	 	 	 
21021	1	Y	0	30	0	 
21021	2	Y	12	0	0	 
21021	3	Y	10	0	0	 
21021	4	Y	0	150	0	 
21021	6	N	 	 	 	 
21021	8	N	 	 	 	 
21021	17	N	 	 	 	 
21021	22	N	 	 	 	 
21022	1	Y	15	85	0	 
21022	2	Y	16	0	0	 
21022	3	Y	100	0	0	 
21022	4	Y	0	400	0	 
21022	6	N	 	 	 	 
21022	8	N	 	 	 	 
21022	17	N	 	 	 	 
21022	22	N	 	 	 	 
21023	1	Y	0	60	0	 
21023	2	N	 	 	 	 
21023	3	Y	0	300	0	 
21023	4	Y	0	520	0	 
21023	6	N	 	 	 	 
21023	8	N	 	 	 	 
21023	17	N	 	 	 	 
21023	22	N	 	 	 	 
21024	1	Y	87	60	0	 
21024	2	Y	50	0	0	 
21024	3	Y	0	17	0	 
21024	4	Y	0	500	0	 
21024	6	Y	100	0	0	 
21024	8	Y	80	0	0	 
21024	17	N	 	 	 	 
21024	22	N	 	 	 	 
21027	1	Y	17	30	0	 
21027	2	Y	28	0	0	 
21027	3	Y	60	0	0	 
21027	4	Y	0	450	0	 
21027	6	Y	110	0	0	 
21027	8	N	 	 	 	 
21027	17	N	 	 	 	 
21027	22	N	 	 	 	 
21028	1	Y	40	0	0	 
21028	2	N	 	 	 	 
21028	3	Y	45	0	0	 
21028	4	Y	0	212	0	 
21028	6	Y	50	0	0	 
21028	8	N	 	 	 	 
21028	17	N	 	 	 	 
21028	22	N	 	 	 	 
21029	1	Y	14	35	0	 
21029	2	Y	32	0	0	 
21029	3	Y	40	0	0	 
21029	4	Y	500	0	0	 
21029	6	Y	110	0	0	 
21029	8	N	 	 	 	 
21029	17	N	 	 	 	 
21029	22	N	 	 	 	 
21031	1	Y	0	50	0	 
21031	2	N	 	 	 	 
21031	3	Y	14	0	0	 
21031	4	Y	0	80	0	 
21031	6	N	 	 	 	 
21031	8	N	 	 	 	 
21031	17	N	 	 	 	 
21031	22	N	 	 	 	 
21032	1	Y	45	0	0	 
21032	2	Y	50	0	0	 
21032	3	Y	0	150	0	 
21032	4	Y	0	350	0	 
21032	6	N	 	 	 	 
21032	8	N	 	 	 	 
21032	17	N	 	 	 	 
21032	22	N	 	 	 	 
21033	1	Y	45	0	0	 
21033	2	N	 	 	 	 
21033	3	Y	12	0	0	 
21033	4	Y	0	500	0	 
21033	6	N	 	 	 	 
21033	8	N	 	 	 	 
21033	17	N	 	 	 	 
21033	22	N	 	 	 	 
21034	1	Y	0	18	0	 
21034	2	N	 	 	 	 
21034	3	Y	75	0	0	 
21034	4	Y	145	0	0	 
21034	6	N	 	 	 	 
21034	8	Y	6	0	0	 
21034	17	N	 	 	 	 
21034	22	N	 	 	 	 
21035	1	Y	0	150	0	 
21035	2	N	 	 	 	 
21035	3	Y	150	0	0	 
21035	4	Y	0	510	0	 
21035	6	N	 	 	 	 
21035	8	N	 	 	 	 
21035	17	N	 	 	 	 
21035	22	N	 	 	 	 
21036	1	Y	0	10	0	 
21036	2	N	 	 	 	 
21036	3	Y	5	0	0	 
21036	4	Y	0	85	0	 
21036	6	N	 	 	 	 
21036	8	N	 	 	 	 
21036	17	N	 	 	 	 
21036	22	N	 	 	 	 
21037	1	Y	28	45	0	 
21037	2	N	 	 	 	 
21037	3	Y	90	0	0	 
21037	4	Y	0	475	0	 
21037	6	N	 	 	 	 
21037	8	N	 	 	 	 
21037	17	N	 	 	 	 
21037	22	N	 	 	 	 
21038	1	Y	0	25	0	 
21038	2	Y	10	0	0	 
21038	3	Y	5	0	0	 
21038	4	Y	0	82	0	 
21038	6	N	 	 	 	 
21038	8	Y	0	17	0	 
21038	17	N	 	 	 	 
21038	22	N	 	 	 	 
21040	1	Y	0	0	25	1
21040	2	N	 	 	 	 
21040	3	Y	36	0	0	 
21040	4	Y	0	150	0	 
21040	6	N	 	 	 	 
21040	8	N	 	 	 	 
21040	17	Y	150	0	0	 
21040	22	N	 	 	 	 
21041	1	Y	32	50	0	 
21041	2	Y	32	0	0	 
21041	3	Y	75	0	0	 
21041	4	Y	400	0	0	 
21041	6	N	 	 	 	 
21041	8	N	 	 	 	 
21041	17	N	 	 	 	 
21041	22	N	 	 	 	 
21042	1	Y	0	78	0	 
21042	2	N	 	 	 	 
21042	3	Y	150	0	0	 
21042	4	Y	0	180	0	 
21042	6	N	 	 	 	 
21042	8	Y	24	0	0	 
21042	17	N	 	 	 	 
21042	22	N	 	 	 	 
21043	1	Y	14	45	0	 
21043	2	N	 	 	 	 
21043	3	Y	40	0	0	 
21043	4	Y	600	0	0	 
21043	6	N	 	 	 	 
21043	8	Y	14	0	0	 
21043	17	N	 	 	 	 
21043	22	N	 	 	 	 
21045	1	Y	0	75	0	 
21045	2	Y	24	0	0	 
21045	3	Y	0	43	0	 
21045	4	Y	0	450	0	 
21045	6	N	 	 	 	 
21045	8	N	 	 	 	 
21045	17	N	 	 	 	 
21045	22	N	 	 	 	 
21046	1	Y	50	0	0	 
21046	2	N	 	 	 	 
21046	3	Y	0	60	0	 
21046	4	Y	0	150	0	 
21046	6	N	 	 	 	 
21046	8	N	 	 	 	 
21046	17	N	 	 	 	 
21046	22	N	 	 	 	 
21047	1	Y	0	104	0	 
21047	2	Y	24	0	0	 
21047	3	Y	0	50	0	 
21047	4	Y	0	380	0	 
21047	6	N	 	 	 	 
21047	8	N	 	 	 	 
21047	17	N	 	 	 	 
21047	22	N	 	 	 	 
21048	1	Y	0	60	0	 
21048	2	N	 	 	 	 
21048	3	Y	45	0	0	 
21048	4	Y	0	178	0	 
21048	6	N	 	 	 	 
21048	8	N	 	 	 	 
21048	17	N	 	 	 	 
21048	22	N	 	 	 	 
21050	1	Y	60	0	0	 
21050	2	N	 	 	 	 
21050	3	Y	150	0	0	 
21050	4	Y	0	150	0	 
21050	6	N	 	 	 	 
21050	8	N	 	 	 	 
21050	17	N	 	 	 	 
21050	22	N	 	 	 	 
31001	1	Y	14	0	0	 
31001	2	N	 	 	 	 
31001	3	Y	20	0	0	 
31001	4	Y	0	250	0	 
31001	6	N	 	 	 	 
31001	8	N	 	 	 	 
31001	17	N	 	 	 	 
31001	22	N	 	 	 	 
31002	1	Y	46	16	0	 
31002	2	Y	16	30	0	 
31002	3	Y	39	0	0	 
31002	4	Y	230	0	0	 
31002	6	Y	100	0	0	 
31002	8	N	 	 	 	 
31002	17	N	 	 	 	 
31002	22	N	 	 	 	 
31003	1	Y	60	0	0	 
31003	2	Y	40	0	0	 
31003	3	Y	100	0	0	 
31003	4	Y	174	0	0	 
31003	6	N	 	 	 	 
31003	8	N	 	 	 	 
31003	17	N	 	 	 	 
31003	22	N	 	 	 	 
31004	1	Y	27	34	0	 
31004	2	Y	66	0	0	 
31004	3	Y	150	0	0	 
31004	4	Y	0	305	0	 
31004	6	Y	130	0	0	 
31004	8	Y	100	0	0	 
31004	17	Y	150	0	0	 
31004	22	Y	130	0	0	 
31006	1	Y	75	0	0	 
31006	2	Y	150	0	0	 
31006	3	Y	150	0	0	 
31006	4	Y	475	0	0	 
31006	6	Y	700	0	0	 
31006	8	Y	160	0	0	 
31006	17	N	 	 	 	 
31006	22	Y	70	0	0	 
31007	1	Y	0	0	50	2
31007	2	Y	13	0	0	 
31007	3	Y	20	0	0	 
31007	4	Y	0	75	0	 
31007	6	N	 	 	 	 
31007	8	N	 	 	 	 
31007	17	N	 	 	 	 
31007	22	N	 	 	 	 
31009	1	Y	24	0	0	 
31009	2	Y	50	0	0	 
31009	3	Y	60	0	0	 
31009	4	Y	250	0	0	 
31009	6	N	 	 	 	 
31009	8	N	 	 	 	 
31009	17	N	 	 	 	 
31009	22	N	 	 	 	 
31010	1	Y	30	0	30	1
31010	2	N	 	 	 	 
31010	3	N	 	 	 	 
31010	4	Y	0	560	0	 
31010	6	N	 	 	 	 
31010	8	N	 	 	 	 
31010	17	N	 	 	 	 
31010	22	N	 	 	 	 
31011	1	Y	13	3	0	 
31011	2	Y	8	0	0	 
31011	3	Y	43	0	0	 
31011	4	Y	463	0	0	 
31011	6	Y	50	0	0	 
31011	8	N	 	 	 	 
31011	17	N	 	 	 	 
31011	22	N	 	 	 	 
31012	1	Y	45	0	0	 
31012	2	N	 	 	 	 
31012	3	Y	120	0	0	 
31012	4	Y	300	0	0	 
31012	6	Y	50	0	0	 
31012	8	N	 	 	 	 
31012	17	N	 	 	 	 
31012	22	N	 	 	 	 
31013	1	N	 	 	 	 
31013	2	Y	0	0	60	1
31013	3	Y	0	0	80	1
31013	4	Y	80	0	0	 
31013	6	N	 	 	 	 
31013	8	N	 	 	 	 
31013	17	N	 	 	 	 
31013	22	N	 	 	 	 
31015	1	N	 	 	 	 
31015	2	Y	200	0	0	 
31015	3	Y	4	0	0	 
31015	4	Y	0	337	0	 
31015	6	Y	120	0	0	 
31015	8	Y	48	0	0	 
31015	17	N	 	 	 	 
31015	22	N	 	 	 	 
31016	1	Y	0	210	0	 
31016	2	Y	112	0	0	 
31016	3	Y	150	0	0	 
31016	4	Y	0	410	0	 
31016	6	Y	250	0	0	 
31016	8	Y	0	50	0	 
31016	17	Y	150	0	0	 
31016	22	Y	200	0	0	 
31017	1	Y	0	45	0	 
31017	2	Y	13	0	0	 
31017	3	Y	72	0	0	 
31017	4	Y	0	270	0	 
31017	6	Y	0	60	0	 
31017	8	N	 	 	 	 
31017	17	N	 	 	 	 
31017	22	N	 	 	 	 
31018	1	Y	0	40	0	 
31018	2	Y	50	0	0	 
31018	3	Y	90	0	0	 
31018	4	Y	0	425	0	 
31018	6	N	 	 	 	 
31018	8	N	 	 	 	 
31018	17	N	 	 	 	 
31018	22	N	 	 	 	 
31019	1	Y	50	0	0	 
31019	2	N	 	 	 	 
31019	3	Y	90	0	0	 
31019	4	Y	0	120	0	 
31019	6	N	 	 	 	 
31019	8	N	 	 	 	 
31019	17	N	 	 	 	 
31019	22	N	 	 	 	 
31020	1	Y	30	0	0	 
31020	2	N	 	 	 	 
31020	3	Y	50	0	0	 
31020	4	Y	40	0	0	 
31020	6	N	 	 	 	 
31020	8	N	 	 	 	 
31020	17	N	 	 	 	 
31020	22	N	 	 	 	 
31021	1	Y	72	0	0	 
31021	2	Y	0	50	0	 
31021	3	Y	11	0	0	 
31021	4	Y	240	0	0	 
31021	6	Y	100	0	0	 
31021	8	Y	26	0	0	 
31021	17	N	 	 	 	 
31021	22	N	 	 	 	 
31022	1	Y	0	14	0	 
31022	2	Y	0	12	0	 
31022	3	Y	90	0	0	 
31022	4	Y	0	225	0	 
31022	6	N	 	 	 	 
31022	8	Y	0	25	0	 
31022	17	N	 	 	 	 
31022	22	Y	0	0	20	1
31023	1	Y	0	80	0	 
31023	2	Y	36	0	0	 
31023	3	Y	65	0	0	 
31023	4	Y	0	480	0	 
31023	6	Y	150	0	0	 
31023	8	Y	0	350	0	 
31023	17	N	 	 	 	 
31023	22	N	 	 	 	 
31024	1	Y	15	0	0	 
31024	2	Y	51	0	0	 
31024	3	Y	7	0	0	 
31024	4	Y	600	0	0	 
31024	6	N	 	 	 	 
31024	8	N	 	 	 	 
31024	17	N	 	 	 	 
31024	22	N	 	 	 	 
31026	1	Y	0	120	0	 
31026	2	Y	28	0	0	 
31026	3	Y	120	0	0	 
31026	4	Y	0	720	0	 
31026	6	Y	150	0	0	 
31026	8	Y	70	0	0	 
31026	17	Y	300	0	0	 
31026	22	Y	300	0	0	 
31027	1	Y	14	0	0	 
31027	2	Y	32	0	0	 
31027	3	Y	75	0	0	 
31027	4	Y	0	200	0	 
31027	6	Y	0	0	400	1
31027	8	N	 	 	 	 
31027	17	N	 	 	 	 
