CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET010006	1	350	17	2	8	88	88	88	88
ET010006	2	4	17	2	9	88	88	88	88
ET010014	1	16	17	2	1	0	0	2	88
ET010028	1	500	17	2	3	0	0	2	88
ET010030	1	46	17	1	1	0	1	88	88
ET010030	2	6	17	2	3	0	0	88	88
ET010033	1	96	17	2	20	88	88	88	88
ET010046	1	2	17	2	20	88	88	88	88
ET010048	1	1	4	1	2	1	1	1	2
ET010048	2	1	4	1	5	1	1	1	2
ET010048	3	1	4	1	5	1	1	1	2
ET010049	1	8	17	2	20	88	88	88	88
ET010050	1	15	17	1	1	0	1	88	88
ET010054	1	250	17	1	3	0	1	2	88
ET010055	1	.5	4	1	1	0	1	2	88
ET010055	2	1	4	1	5	0	1	2	88
ET010055	3	1	4	1	5	0	1	2	88
ET010055	4	1	4	1	5	0	1	2	88
ET010055	5	1	4	1	5	0	1	2	88
ET010056	1	1	5	1	4	1	1	1	1
ET010056	2	3	5	1	5	1	1	1	1
ET010056	3	2	5	1	5	1	1	1	1
ET010056	4	2	5	1	13	1	1	1	1
ET010056	5	1	5	1	5	1	1	1	1
ET010056	6	2	5	1	5	1	1	1	1
ET010062	1	4	17	2	8	88	88	88	88
ET010062	2	4	17	2	9	88	88	88	88
ET010066	1	9	17	2	8	0	0	2	88
ET010068	1	2	17	6	20	0	0	88	88
ET010081	1	6	17	2	8	88	88	88	88
ET010084	1	.5	4	1	10	0	2	1	1
ET010084	2	6	9	2	3	88	88	88	88
ET010086	1	12	17	2	3	88	0	88	88
ET010090	1	250	17	1	1	0	1	88	88
ET010091	1	20	17	1	1	0	1	88	88
ET010097	1	1000	17	1	8	1	1	2	88
ET010099	1	131	17	1	3	1	1	88	2
ET020005	1	42	17	1	1	0	1	88	88
ET020007	1	25	17	1	1	0	1	2	88
ET020008	1	250	17	1	1	0	1	88	88
ET020011	1	250	15	1	1	0	0	88	88
ET020016	1	2	5	1	2	1	1	2	88
ET020016	2	6	5	1	5	1	1	2	88
ET020016	3	4	5	1	5	1	1	2	88
ET020016	4	6	5	1	5	1	1	2	88
ET020016	5	1	5	1	5	1	1	2	88
ET020016	6	.5	5	1	5	1	1	2	88
ET020017	1	8	17	2	3	0	0	88	88
ET020020	1	250	17	1	1	0	1	88	88
ET020022	1	3	5	1	5	1	1	1	2
ET020022	2	200	2	1	1	1	1	1	2
ET020024	1	28	17	1	1	1	1	88	88
ET020027	1	1	5	1	10	1	1	88	88
ET020029	1	9	17	1	1	1	1	88	88
ET020030	1	20	17	1	1	0	1	88	88
ET020031	1	400	17	1	3	1	1	88	88
ET020037	1	9	17	2	3	0	0	88	88
ET020037	2	2	4	1	10	1	1	1	2
ET020037	3	3	4	1	10	1	1	1	2
ET020037	4	3	4	1	10	1	1	1	2
ET020045	1	200	17	1	1	0	1	88	88
ET020047	1	180	17	1	1	1	1	88	88
ET020053	1	16	17	2	1	0	0	88	88
ET020056	1	20	17	1	1	0	0	88	88
ET020060	1	4	17	2	8	0	0	88	88
ET020064	1	6	17	2	3	0	0	88	88
ET020067	1	500	17	1	1	0	1	88	88
ET020070	1	240	17	1	1	1	1	88	88
ET020070	2	32	17	1	9	1	1	88	88
ET020071	1	6	17	2	8	0	0	88	88
ET020072	1	120	17	1	1	1	1	88	88
ET020076	1	240	17	1	1	1	1	88	88
ET020076	2	2	4	1	2	1	1	1	2
ET020076	3	1	4	1	20	1	1	1	2
ET020076	4	5.05	4	1	10	1	1	1	2
ET020078	1	500	17	1	3	1	1	88	88
ET020078	2	9	17	2	8	0	0	88	88
ET020083	1	15	17	3	1	0	0	88	88
ET020086	1	400	17	1	1	0	0	88	88
ET020090	1	195	17	1	1	0	1	88	88
ET020091	1	65	17	1	1	1	1	88	88
ET020098	1	500	17	1	1	0	1	88	88
ET020099	1	450	17	1	1	0	1	88	88
ET030013	1	250	17	1	3	1	1	88	88
ET030019	1	60	17	3	1	0	0	88	88
ET030023	1	250	17	1	1	0	1	88	88
ET030024	1	150	17	1	1	1	1	88	88
ET030034	1	115	17	1	3	1	1	88	88
ET030043	1	49	17	1	1	1	1	88	88
ET030047	1	16	17	2	3	0	0	88	88
ET030054	1	9	17	2	8	0	0	88	88
ET030055	1	25	17	3	1	0	0	88	88
ET030060	1	160	17	1	1	1	1	88	88
ET030063	1	360	17	1	1	1	1	88	88
ET030063	2	500	17	1	1	1	1	88	88
ET030068	1	17	17	3	1	0	0	88	88
ET030069	1	57	17	1	1	0	1	88	88
ET030070	1	175	17	1	1	1	1	88	88
ET030072	1	175	17	1	3	1	1	88	88
ET030077	1	32	17	1	3	0	1	88	88
ET030080	1	175	17	1	11	0	1	2	88
ET030080	2	64	17	1	1	0	0	2	88
ET030086	1	230	17	1	1	1	1	88	88
ET030088	1	300	17	1	3	0	1	88	88
ET030088	2	200	17	1	3	0	1	88	88
ET030093	1	4	17	1	8	0	1	88	88
ET030094	1	75	17	1	1	1	1	88	88
ET030096	1	1	5	3	2	0	0	1	2
ET030096	2	2	5	3	5	0	0	1	2
ET030100	1	160	17	1	1	1	1	88	88
ET030100	2	-77	17	2	8	0	0	88	88
ET040001	1	1	4	4	10	0	1	1	1
ET040001	2	150	17	1	1	1	1	88	88
ET040002	1	1	4	1	10	1	1	2	88
ET040003	1	200	17	1	3	1	1	88	88
ET040003	2	16	17	2	8	0	0	88	88
ET040004	1	500	17	1	1	1	1	88	88
ET040004	2	35	17	1	8	1	1	88	88
ET040004	3	1000	17	1	8	1	1	88	88
ET040005	1	350	17	1	4	1	1	88	88
ET040006	1	1.5	4	1	10	1	1	1	1
ET040008	1	2	4	1	10	0	1	1	2
ET040008	2	350	17	1	1	1	1	88	88
ET040009	1	2	4	4	5	0	0	2	88
ET040009	2	1.5	4	4	5	0	0	2	88
ET040009	3	1	4	4	5	0	0	2	88
ET040010	1	600	17	2	1	0	0	88	88
ET040011	1	2	4	1	5	1	1	1	1
ET040012	1	2	4	1	10	1	1	1	1
ET040012	2	16	17	2	1	0	0	88	88
ET040013	1	1	4	1	11	1	1	1	2
ET040013	2	1	4	1	5	1	1	1	1
ET040014	1	1.5	4	1	5	1	1	1	1
ET040015	1	400	17	1	1	1	1	88	88
ET040015	2	1	2	1	5	0	1	1	1
ET040016	1	150	17	1	1	1	1	88	88
ET040016	2	1	4	1	5	1	1	1	1
ET040016	3	1	4	1	5	1	1	1	1
ET040016	4	1	4	1	5	1	1	1	1
ET040017	1	3	4	1	11	1	1	1	2
ET040018	1	150	17	1	1	1	1	88	88
ET040018	2	16	17	2	8	0	0	88	88
ET040019	1	500	17	3	1	1	1	88	88
ET040019	2	25	17	1	8	0	0	88	88
ET040020	1	2	4	1	10	1	1	1	1
ET040023	1	150	17	1	1	1	1	88	88
ET040025	1	1	4	5	11	1	1	1	2
ET040025	2	1	4	1	10	1	1	1	2
ET040026	1	2	4	1	10	0	1	1	1
ET040027	1	500	17	1	1	1	1	88	88
ET040028	1	1	4	1	10	1	1	1	1
ET040028	2	2	4	1	10	1	1	1	1
ET040028	3	200	17	1	1	1	1	88	88
ET040029	1	2	4	1	10	1	1	1	2
ET040029	2	150	17	1	1	1	1	88	88
ET040030	1	200	17	3	1	0	0	88	88
ET040031	1	200	17	1	1	0	1	88	88
ET040031	2	1	4	1	5	0	1	1	2
ET040032	1	-77	88	1	10	1	1	1	2
ET040032	2	210	17	1	3	1	1	88	88
ET040032	3	28	17	1	8	1	1	88	88
ET040033	1	250	17	1	1	1	1	88	88
ET040033	2	4	4	1	10	1	1	1	1
ET040033	3	.5	4	1	10	1	1	1	1
ET040034	1	1	4	1	10	0	1	1	1
ET040034	2	500	17	1	1	1	1	88	88
ET040034	3	16	17	1	9	1	1	88	88
ET040035	1	3	4	1	10	0	1	1	2
ET040035	2	200	17	1	1	0	1	88	88
ET040036	1	3	4	1	10	1	1	1	1
ET040037	1	100	17	1	1	1	1	88	88
ET040038	1	855	17	3	1	0	0	88	88
ET040039	1	280	17	1	1	1	1	88	88
ET040040	1	350	17	1	1	1	1	88	88
ET040042	1	20	17	3	1	0	0	88	88
ET040042	2	1	4	1	10	1	1	1	1
ET040042	3	2	4	1	10	1	1	1	1
ET040042	4	1	4	1	10	1	1	1	1
ET040044	1	175	17	1	1	1	1	88	88
ET040044	2	7.5	17	31	8	0	0	88	88
ET040046	1	.5	4	1	10	1	1	1	2
ET040047	1	296	17	1	1	0	1	88	88
ET040047	2	1	4	3	5	0	0	2	2
ET040047	3	1	4	3	5	0	0	2	2
ET040048	1	2	2	1	9	0	1	1	1
ET040048	2	30	17	1	8	0	1	1	1
ET040048	3	150	17	1	5	0	1	1	1
ET040048	4	300	17	1	1	0	1	1	1
ET040049	1	250	17	1	1	0	1	88	88
ET040049	2	3	4	1	10	0	1	1	1
ET040050	1	124	17	1	1	0	1	88	88
ET040051	1	2	4	1	10	0	1	1	1
ET040051	2	150	17	1	1	0	1	88	88
ET040052	1	500	17	1	1	1	1	88	88
ET040052	2	49	17	1	8	1	1	88	88
ET040052	3	20	17	2	8	0	0	88	88
ET040053	1	150	17	1	1	1	1	88	88
ET040054	1	600	17	1	1	1	1	88	88
ET040054	2	500	17	2	8	0	0	88	88
ET040055	1	500	17	2	1	0	0	88	88
ET040055	2	1	4	4	5	1	1	2	88
ET040055	3	1	4	4	5	1	1	2	88
ET040055	4	1	4	4	5	1	1	2	88
ET040055	5	1	4	4	5	1	1	2	88
ET040055	6	195	17	1	9	1	1	1	2
ET040055	7	9	17	1	8	1	1	88	88
ET040056	1	102	17	1	1	1	1	88	88
ET040057	1	400	17	1	1	1	1	88	88
ET040057	2	60	17	1	8	1	1	88	88
ET040057	3	400	17	1	8	1	1	88	88
ET040058	1	5.5	4	1	5	1	1	1	1
ET040058	2	2.5	4	4	5	0	0	2	88
ET040058	3	1	4	4	5	0	0	77	88
ET040058	4	400	17	1	4	1	1	2	88
ET040059	1	150	17	1	1	1	1	88	88
ET040059	2	3	4	1	5	1	1	2	88
ET040061	1	200	17	2	1	0	0	88	88
ET040064	1	250	17	1	1	1	1	88	88
ET040065	1	28	17	1	1	1	1	88	88
ET040065	2	2	4	1	5	1	1	1	2
ET040066	1	12	17	2	1	0	0	88	88
ET040067	1	18	17	2	1	0	0	88	88
ET040068	1	1	4	1	10	1	1	1	2
ET040068	2	100	17	1	1	1	1	88	88
ET040071	1	50	17	1	1	0	0	88	88
ET040071	2	1	4	1	5	0	0	2	88
ET040072	1	3	4	1	10	1	1	1	2
ET040073	1	2	4	1	10	0	1	1	2
ET040074	1	300	17	1	1	0	1	88	88
ET040075	1	75	17	1	1	1	1	88	88
ET040075	2	1	4	1	5	1	1	1	2
ET040076	1	1.5	4	1	5	1	1	1	1
ET040077	1	400	17	1	1	1	1	88	88
ET040077	2	250	17	2	9	1	1	88	88
ET040078	1	300	17	1	3	1	1	88	88
ET040079	1	200	17	1	1	1	1	88	88
ET040079	2	300	17	1	9	1	1	88	88
ET040080	1	500	17	1	1	1	1	88	88
ET040081	1	2	4	1	10	0	0	1	1
ET040081	2	700	17	1	3	1	1	88	88
ET040082	1	2	4	1	10	1	1	1	1
ET040083	1	150	17	1	1	1	1	88	88
ET040084	1	.5	4	1	2	1	1	88	88
ET040084	2	3	4	1	5	1	1	1	1
ET040085	1	300.5	17	1	1	1	1	88	88
ET040085	2	2	4	1	5	1	1	1	1
ET040086	1	200	17	1	1	1	1	88	88
ET040086	2	1	4	1	5	1	1	1	2
ET040086	3	.5	4	1	5	1	1	1	2
ET040086	4	.25	4	1	5	1	1	1	2
ET040086	5	1	4	1	5	1	1	1	2
ET040086	6	1	4	4	5	0	0	88	88
ET040086	7	.25	4	4	5	0	0	88	88
ET040086	8	.5	4	4	5	0	0	88	88
ET040086	9	.25	4	4	5	0	0	88	88
ET040087	1	600	17	1	1	1	1	88	88
ET040087	2	3	4	1	5	1	1	1	2
ET040089	1	126	17	1	1	1	1	88	88
ET040089	2	2	4	1	5	1	1	1	2
ET040089	3	1	4	1	5	1	1	1	2
ET040090	1	2	4	1	10	1	1	1	2
ET040090	2	11.5	17	1	1	1	1	88	88
ET040091	1	150	17	1	1	1	1	88	88
ET040092	1	200	17	1	1	1	1	88	88
ET040093	1	700	17	1	3	1	1	88	88
ET040095	1	1	4	1	10	1	1	1	1
ET040096	1	300	17	1	1	1	1	88	88
ET050001	1	120	17	1	1	1	1	88	88
ET050001	2	1	4	1	5	1	1	1	2
ET050002	1	1	4	1	2	1	1	88	88
ET050002	2	4	4	1	5	1	1	1	2
ET050002	3	2	4	1	5	1	1	1	2
ET050002	4	2	4	1	5	1	1	1	2
ET050002	5	1	4	1	5	1	1	1	2
ET050002	6	1	4	1	5	1	1	1	2
ET050002	7	3	4	4	5	0	0	88	88
ET050003	1	150	17	3	1	0	0	2	88
ET050003	2	5000	17	1	10	1	1	1	1
ET050003	3	7500	17	1	10	1	1	1	1
ET050004	1	.25	4	1	2	1	1	2	88
ET050004	2	.25	4	1	5	1	1	1	1
ET050004	3	.25	4	1	10	1	1	1	1
ET050006	1	42	17	1	1	1	1	2	88
ET050006	2	3	4	1	5	1	1	1	1
ET050007	1	120	17	1	1	1	1	88	88
ET050007	2	1	4	1	10	1	1	1	1
ET050007	3	1	4	1	10	1	1	1	1
ET050008	1	1	4	1	1	1	1	1	2
ET050008	2	2	4	1	5	1	1	1	2
ET050008	3	1	4	4	5	0	0	2	2
ET050009	1	400	17	1	2	1	1	2	88
ET050009	2	1	4	1	5	1	1	1	1
ET050009	3	1	4	1	5	1	1	1	1
ET050009	4	1	4	4	5	0	0	88	88
ET050010	1	250	17	1	2	1	1	2	88
ET050010	2	.5	4	1	5	1	1	1	1
ET050010	3	.5	4	1	5	1	1	1	1
ET050010	4	.5	4	4	5	0	0	88	88
ET050010	5	.5	4	4	5	0	0	88	88
ET050011	1	.25	4	1	2	1	1	2	88
ET050011	2	2	4	1	5	1	1	1	2
ET050011	3	3	4	1	5	1	1	1	2
ET050012	1	400	17	1	2	1	1	1	2
ET050012	2	2	4	1	5	1	1	1	2
ET050014	1	1.5	4	1	10	1	1	1	1
ET050014	2	150	17	2	1	0	0	88	88
ET050016	1	50	17	1	1	1	0	88	88
ET050016	2	2	4	1	10	1	0	1	1
ET050016	3	3	4	1	10	1	0	1	1
ET050017	1	100	17	1	1	1	1	88	88
ET050017	2	2	4	1	10	1	1	1	2
ET050017	3	80	17	1	9	1	1	2	88
ET050018	1	150	17	2	1	0	0	88	88
ET050018	2	2	4	1	11	1	1	1	2
ET050018	3	4	4	1	5	1	1	1	2
ET050019	1	150	17	1	2	1	1	2	88
ET050019	2	2	4	2	5	0	0	88	88
ET050019	3	2	4	2	5	0	0	88	88
ET050019	4	1	4	2	5	0	0	88	88
ET050020	1	.5	4	1	2	1	1	1	1
ET050020	2	1	4	1	5	1	1	1	1
ET050020	3	.5	4	1	5	1	1	1	1
ET050020	4	.5	4	1	5	1	1	1	1
ET050020	5	3	4	4	5	0	0	88	88
ET050020	6	2	4	4	5	0	0	88	88
ET050020	7	2	4	4	5	0	0	88	88
ET050020	8	2	4	4	5	0	0	88	88
ET050020	9	2	4	4	5	0	0	88	88
ET050020	10	1	4	4	5	0	0	88	88
ET050021	1	400	17	1	2	1	1	88	88
ET050021	2	400	17	1	5	1	1	1	2
ET050021	3	40	17	1	5	1	1	1	2
ET050021	4	1400	17	1	5	1	1	1	2
ET050021	5	75	17	4	5	0	0	88	88
ET050022	1	1	4	1	2	1	1	2	88
ET050022	2	1.25	4	1	5	1	1	1	1
ET050022	3	1	4	4	5	0	0	88	88
ET050023	1	1	4	1	5	1	1	1	1
ET050023	2	150	17	1	1	1	1	88	88
ET050023	3	2	4	4	5	88	0	77	88
ET050024	1	2	4	1	10	1	1	1	1
ET050024	2	2	4	1	5	1	1	1	1
ET050024	3	1	4	1	10	1	1	1	1
ET050024	4	1	4	4	5	0	0	88	88
ET050024	5	1	4	4	5	0	0	88	88
ET050024	6	200	17	1	1	1	1	88	88
ET050025	1	1	4	1	10	1	1	1	1
ET050025	2	54	17	2	1	0	0	88	88
ET050026	1	150	17	1	1	1	1	1	1
ET050026	2	1	4	1	5	1	1	1	1
ET050026	3	1	4	1	5	1	1	1	1
ET050027	1	.5	4	1	2	1	1	1	2
ET050027	2	3	4	1	5	1	1	1	2
ET050027	3	2	4	1	5	1	1	1	2
ET050027	4	3	4	1	5	1	1	1	2
ET050028	1	2	4	1	2	1	1	1	2
ET050028	2	3	4	1	5	1	1	1	2
ET050028	3	2	4	4	5	0	0	88	88
ET050028	4	2	4	4	5	0	0	88	88
ET050030	1	12	17	1	1	1	1	1	2
ET050030	2	1.5	4	1	10	1	1	1	2
ET050030	3	27	17	1	8	1	1	1	2
ET050031	1	1	4	1	5	1	1	1	2
ET050031	2	1	4	1	5	1	1	1	2
ET050031	3	1	4	1	5	1	1	1	2
ET050031	4	1000	17	3	2	0	0	88	88
ET050031	5	1.5	4	4	5	0	0	88	88
ET050031	6	1	4	4	5	0	0	88	88
ET050031	7	1	4	3	5	0	0	88	88
ET050032	1	1	4	1	5	1	1	2	88
ET050032	2	64	17	2	1	0	0	88	88
ET050034	1	54	17	1	1	1	1	88	88
ET050034	2	150	17	1	8	1	1	88	88
ET050034	3	400	17	1	9	1	1	88	88
ET050035	1	35	17	1	1	1	1	88	88
ET050035	2	2	4	1	10	1	1	1	2
ET050036	1	150	17	1	1	1	1	88	88
ET050036	2	2	4	2	5	0	0	88	88
ET050036	3	2	4	2	5	0	0	88	88
ET050037	1	150	17	2	1	0	0	88	88
ET050037	2	2	4	1	10	1	1	1	2
ET050037	3	1	4	1	10	1	1	1	2
ET050038	1	1	4	1	5	1	1	1	1
ET050038	2	30	17	1	1	1	1	88	88
ET050038	3	2	4	4	5	0	0	88	88
ET050038	4	1.5	4	4	5	0	0	88	88
ET050038	5	1.5	4	4	5	0	0	88	88
ET050039	1	200	17	1	1	1	1	88	88
ET050040	1	1	4	1	5	1	1	1	1
ET050040	2	.5	4	1	5	1	1	1	1
ET050040	3	.5	4	1	5	1	1	1	1
ET050040	4	.5	4	1	5	1	1	1	1
ET050040	5	100	17	1	1	1	1	88	88
ET050040	6	1	4	4	5	0	0	88	88
ET050040	7	1	4	4	5	0	0	88	88
ET050040	8	1	4	4	5	0	0	88	88
ET050040	9	1	4	4	5	0	0	88	88
ET050041	1	21	17	1	1	1	1	88	88
ET050041	2	2	4	1	10	1	1	1	2
ET050041	3	2	4	1	10	1	1	1	2
ET050041	4	1	4	1	10	1	1	1	2
ET050042	1	.06	2	1	10	1	1	1	1
ET050042	2	.06	2	1	10	1	1	1	1
ET050042	3	.06	2	1	5	1	1	1	1
ET050042	4	.06	2	1	5	1	1	1	1
ET050042	5	.01	2	1	2	1	1	1	1
ET050043	1	.25	4	2	1	0	0	88	88
ET050043	2	2	2	1	11	1	1	2	88
ET050043	3	.5	4	1	5	1	1	2	88
ET050045	1	.25	4	1	5	1	1	1	1
ET050045	2	1	4	1	5	1	1	1	1
ET050045	3	.25	4	1	5	1	1	1	1
ET050045	4	.5	4	1	5	1	1	1	1
ET050045	5	.5	4	1	5	1	1	1	1
ET050045	6	2	4	4	5	0	0	88	88
ET050045	7	2	4	4	5	0	0	88	88
ET050045	8	.25	4	4	5	0	0	88	88
ET050045	9	1.25	4	4	5	0	0	88	88
ET050045	10	400	17	1	1	1	1	88	88
ET050045	11	50	17	1	11	1	1	88	88
ET050046	1	1.5	4	1	10	1	1	1	1
ET050046	2	.5	4	1	10	1	1	1	1
ET050046	3	.25	4	1	10	1	1	1	1
ET050046	4	100	17	1	1	1	1	88	88
ET050047	1	60	17	1	1	1	1	88	88
ET050047	2	1	4	1	5	1	1	1	2
ET050047	3	1	4	1	5	1	1	1	2
ET050048	1	150	17	1	1	1	1	88	88
ET050048	2	1.5	4	1	5	1	1	1	1
ET050049	1	200	17	1	1	1	1	88	88
ET050049	2	1	4	1	5	1	1	1	2
ET050049	3	1	4	1	5	1	1	1	2
ET050049	4	1	4	1	10	1	1	1	2
ET050049	5	.5	4	1	10	1	1	1	2
ET050050	1	1	4	1	10	1	1	1	1
ET050050	2	15	17	2	1	0	0	88	88
ET050051	1	1	4	1	1	1	1	2	88
ET050051	2	1	4	1	5	1	1	1	2
ET050051	3	1	4	1	5	1	1	1	2
ET050052	1	100	17	2	1	0	0	2	88
ET050052	2	2500	17	1	10	1	1	1	2
ET050052	3	2500	17	1	10	1	1	1	2
ET050052	4	1250	17	1	5	1	1	1	2
ET050053	1	300	17	1	1	1	1	88	88
ET050053	2	1.5	4	1	10	1	1	1	1
ET050054	1	24	17	2	1	0	0	2	88
ET050055	1	50	17	3	1	0	0	2	88
ET050055	2	70	17	1	1	1	1	2	88
ET050055	3	7500	17	1	10	1	1	1	2
ET050056	1	80	17	1	1	1	1	1	2
ET050056	2	5000	17	1	10	1	1	1	1
ET050057	1	150	17	1	2	1	1	88	88
ET050057	2	3	4	1	10	1	1	1	1
ET050057	3	75	17	1	8	1	1	88	88
ET050057	4	3	4	1	5	1	1	1	2
ET050058	1	150	17	1	1	1	1	88	88
ET050058	2	1	4	1	5	1	1	1	1
ET050058	3	150	17	1	8	1	1	88	88
ET050059	1	2	4	1	5	1	1	1	2
ET050059	2	1.5	4	1	5	1	1	1	2
ET050060	1	20	17	2	1	0	0	88	88
ET050061	1	48	17	1	1	1	1	88	88
ET050061	2	1	4	1	10	1	1	1	2
ET050061	3	2	4	1	5	1	1	1	2
ET050062	1	16	17	2	1	0	0	88	88
ET050062	2	1	4	1	10	1	1	1	2
ET050064	1	10	17	1	1	1	1	1	2
ET050064	2	60	17	1	9	1	1	1	2
ET050065	1	1.5	4	1	10	1	1	1	2
ET050065	2	20	17	2	1	0	0	88	88
ET050066	1	1	4	1	5	1	1	1	1
ET050066	2	1	4	1	5	1	1	1	1
ET050066	3	.25	4	1	5	1	1	1	1
ET050066	4	.5	4	1	5	1	1	1	1
ET050066	5	2	4	4	5	0	0	88	88
ET050066	6	300	17	3	2	0	0	88	88
ET050067	1	42	17	1	1	1	1	88	88
ET050067	2	1	4	1	5	1	1	1	2
ET050067	3	1	4	1	10	1	1	1	2
ET050068	1	150	17	1	1	1	1	88	88
ET050068	2	2	4	1	5	1	1	1	2
ET050068	3	2	4	1	5	1	1	1	2
ET050070	1	100	17	1	1	1	1	88	88
ET050070	2	1	4	1	10	1	1	1	2
ET050070	3	1	4	1	10	1	1	1	2
ET050072	1	12	17	3	1	0	0	2	88
ET050073	1	200	17	1	1	1	1	1	2
ET050073	2	7500	17	1	5	1	1	1	2
ET050073	3	7500	17	1	5	1	1	1	2
ET050073	4	5000	17	4	5	0	0	88	88
ET050074	1	14	17	1	1	1	1	2	88
ET050074	2	2812.5	17	1	10	1	1	1	1
ET050075	1	100	17	1	1	1	1	2	88
ET050075	2	3750	17	1	10	1	1	1	1
ET050076	1	1	4	1	10	1	1	1	1
ET050076	2	1	4	1	10	1	1	1	1
ET050076	3	1	4	1	10	1	1	1	1
ET050076	4	30	17	1	1	1	1	88	88
ET050077	1	100	17	1	1	1	1	88	88
ET050077	2	1	4	1	11	1	1	2	2
ET050077	3	1	4	1	5	0	0	2	2
ET050078	1	100	17	1	1	1	1	88	88
ET050078	2	2	4	1	5	1	1	1	1
ET050078	3	1.5	4	1	5	1	1	1	1
ET050079	1	1	4	1	2	1	1	1	1
ET050079	2	2	4	1	5	1	1	1	1
ET050079	3	2	4	1	5	1	1	1	1
ET050079	4	.75	4	1	5	1	1	1	1
ET050079	5	.25	4	1	5	1	1	1	1
ET050079	6	.25	4	4	5	0	0	88	88
ET050079	7	.25	4	4	5	0	0	88	88
ET050079	8	.12	4	4	5	0	0	88	88
ET050081	1	400	17	1	2	1	1	2	88
ET050081	2	1	4	4	5	0	0	88	88
ET050082	1	50	17	1	1	1	1	88	88
ET050082	2	.5	4	1	5	1	1	1	2
ET050082	3	1	4	1	5	1	1	1	2
ET050082	4	.5	4	1	5	1	1	1	2
ET050083	1	400	17	1	1	1	1	2	88
ET050083	2	2500	17	1	5	1	1	1	1
ET050083	3	6250	17	1	10	1	1	1	1
ET050083	4	2500	17	1	10	1	1	1	1
ET050083	5	2500	17	1	5	1	1	1	1
ET050084	1	200	17	3	1	0	0	2	88
ET050084	2	1	4	1	5	1	1	2	88
ET050084	3	3	4	4	5	0	0	2	88
ET050085	1	1	4	1	5	0	1	1	1
ET050085	2	3	4	4	5	0	0	77	88
ET050085	3	600	17	1	2	1	1	88	88
ET050085	4	400	17	1	9	1	1	88	88
ET050086	1	50	17	2	1	0	0	88	88
ET050086	2	1	4	1	5	1	1	1	1
ET050086	3	.25	4	4	5	0	0	88	88
ET050087	1	400	17	1	1	1	1	2	88
ET050087	2	3	4	1	5	1	1	1	2
ET050087	3	2	4	1	5	1	1	1	2
ET050087	4	2	4	4	5	0	0	2	88
ET050088	1	150	17	1	1	1	1	88	88
ET050088	2	3	4	1	10	1	1	1	1
ET050089	1	700	17	1	1	1	1	88	88
ET050089	2	1.5	4	1	5	1	1	1	1
ET050089	3	5	4	4	5	0	0	77	88
ET050090	1	200	17	1	1	1	1	88	88
ET050090	2	4	4	1	5	1	1	1	1
ET050090	3	2	4	4	5	0	0	88	88
ET050090	4	3	4	4	5	0	0	88	88
ET050091	1	400	17	1	1	1	1	2	88
ET050091	2	10000	17	1	5	1	1	1	2
ET050091	3	12500	17	1	5	1	1	1	2
ET050091	4	7500	17	1	5	1	1	1	2
ET050091	5	5000	17	4	5	0	0	2	88
ET050091	6	5000	17	4	5	0	0	2	88
ET050092	1	250	17	3	1	0	0	88	88
ET050092	2	1	4	1	5	1	1	1	1
ET050093	1	50	17	1	1	1	1	88	88
ET050093	2	2	4	1	5	1	1	1	2
ET050093	3	5	4	1	5	1	1	1	2
ET050093	4	3	4	1	5	1	1	1	2
ET050094	1	.02	2	1	2	1	1	1	1
ET050094	2	.06	2	1	5	1	1	1	1
ET050094	3	.25	2	1	5	1	1	1	1
ET050094	4	.1	2	1	5	1	1	1	1
ET050094	5	1	4	4	5	0	0	88	88
ET050095	1	1	4	1	5	1	1	1	1
ET050095	2	.5	4	1	5	1	1	1	1
ET050095	3	.5	4	1	5	1	1	1	1
ET050095	4	1	4	4	5	0	0	88	88
ET050095	5	.5	4	4	5	0	0	88	88
ET050095	6	.5	4	1	5	1	1	1	2
ET050095	7	.25	4	1	5	1	1	1	2
ET050095	8	.5	4	1	5	1	1	1	2
ET050095	9	100	17	1	1	1	1	88	88
ET050096	1	1250	17	1	2	1	1	1	2
ET050096	2	7500	17	1	5	1	1	1	2
ET050096	3	5000	17	4	5	0	0	2	88
ET050097	1	1	4	1	2	1	1	2	88
ET050097	2	3	4	1	5	1	1	1	1
ET050097	3	8	4	4	5	0	0	88	88
ET050098	1	150	17	1	1	1	1	88	88
ET050098	2	2	4	4	5	0	0	88	88
ET050098	3	2	4	4	5	0	0	88	88
ET050098	4	2	4	4	5	0	0	88	88
ET050098	5	1	4	1	5	1	1	1	2
ET050099	1	16	17	2	1	0	0	88	88
ET050099	2	4	4	1	10	1	1	1	2
ET050100	1	1	4	1	1	1	1	2	88
ET050100	2	4	4	1	5	1	1	1	1
ET060002	1	.5	7	1	2	0	0	2	88
ET060002	2	.5	7	1	5	0	0	2	88
ET060002	3	1.5	7	1	5	0	0	2	88
ET060002	4	1.5	7	1	5	0	0	2	88
ET060002	5	.5	7	1	5	0	0	2	88
ET060002	6	4	7	1	5	0	0	2	88
ET060003	1	.5	7	1	2	1	1	1	1
ET060003	2	1	7	1	5	1	1	1	1
ET060003	3	1	7	1	5	1	1	1	1
ET060003	4	.5	7	1	5	1	1	1	1
ET060003	5	.25	7	1	6	1	1	1	1
ET060003	6	1	7	4	11	0	0	2	88
