childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET200079	17	0	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200078	0	7	1	0	1	 	 	 	1	2001	1	0	1	 	 	2	0	0	15	12	7	2	11	0	2	0	0	5	1	5	 	 	 	 	 	 	 	 	 
ET200078	1	29	1	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200078	2	28	2	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200078	3	67	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200077	0	8	1	0	1	 	 	4	1	2001	1	1	1	 	 	2	0	0	4	12	7	4	10	1	1	4	0	7	1	0	 	 	 	 	 	 	 	 	 
ET200077	1	37	1	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	11	12	5	10	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET200077	2	26	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	11	 	 	 	 	 	 	 	 	1	 	1	15	2	2	10	3	20
ET200077	3	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET200077	4	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200077	5	1	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200076	0	8	1	0	1	 	 	4	1	2001	1	1	1	 	 	2	0	0	4	12	7	4	11	0	0	5	0	7	0	1	 	 	 	 	 	 	 	 	 
ET200076	1	46	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	6	10	 	 	 	 	 	 	 	 	1	 	1	20	 	4	6	9	20
ET200076	2	33	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	11	 	 	 	 	 	 	 	 	1	 	1	20	 	4	6	9	20
ET200076	3	20	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	0	15	4	2	8	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	 
ET200076	4	16	2	7	2	 	 	 	1	1994	1	8	1	 	 	2	0	0	15	4	2	6	10	0	6	0	0	6	1	1	0	10	 	88	 	 	 	 	 
ET200076	5	13	1	7	1	 	 	 	1	1996	1	6	1	 	 	2	0	0	4	12	7	5	10	0	0	6	0	7	0	1	 	 	 	 	 	 	 	 	 
ET200076	6	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200076	7	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	0	8	2	0	1	 	 	 	1	1999	1	3	1	 	 	2	0	0	4	12	7	4	10	0	2	4	0	5	1	2	 	 	 	 	 	 	 	 	 
ET200075	1	63	1	6	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	5	4	10	 	 	 	 	 	 	 	 	1	 	1	20	 	10	4	3	20
ET200075	2	28	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	3	26	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	4	23	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	5	22	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	6	21	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	7	18	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	8	17	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	9	15	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200075	10	14	1	13	1	 	 	 	1	1997	1	5	1	 	 	2	0	0	4	12	7	4	10	0	1	4	0	5	1	3	 	 	 	 	 	 	 	 	 
ET200075	11	55	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	1	 	1	20	 	10	4	3	20
ET200074	0	7	1	0	1	 	 	2	1	2002	1	0	1	 	 	3	0	0	4	12	7	10	10	0	0	4	0	7	1	2	 	 	 	 	 	 	 	 	 
ET200074	1	43	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	8	5	11	 	 	 	 	 	 	 	 	1	 	1	15	2	2	10	3	20
ET200074	2	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	15	2	2	10	3	20
ET200074	3	13	2	7	1	 	 	 	1	1995	1	7	1	 	 	1	0	0	15	12	7	4	8	1	4	0	0	7	3	1	 	 	 	 	 	 	 	 	 
ET200074	15	10	2	7	1	 	 	 	1	1998	1	4	1	 	 	2	0	0	15	12	7	4	9	1	4	0	0	7	2	1	 	 	 	 	 	 	 	 	 
ET200074	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200074	17	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200073	0	8	1	0	1	 	 	4	1	2000	1	2	1	 	 	2	0	0	4	12	7	6	10	1	0	6	0	5	1	1	 	 	 	 	 	 	 	 	 
ET200073	1	34	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	7	4	8	 	 	 	 	 	 	 	 	1	 	1	20	 	2	3	10	20
ET200073	2	28	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	0	5	 	88	 	 	 	 	88
ET200073	3	15	1	13	1	 	 	 	1	1995	1	7	1	 	 	1	0	0	1	7	4	8	10	0	0	5	0	5	2	2	0	5	 	88	 	 	 	 	88
ET200073	4	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	11	0	0	0	0	0	0	13	 	 	 	 	 	 	 	 	 
ET200073	5	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200073	6	0	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200072	0	7	2	0	1	 	 	 	1	2002	1	0	1	 	 	3	0	0	4	5	5	4	10	2	0	4	0	5	0	3	 	 	 	 	 	 	 	 	 
ET200072	1	43	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	1	 	1	25	 	2	3	4	20
ET200072	2	24	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200072	3	17	2	9	1	 	 	 	1	1995	1	7	0	20	 	 	 	0	15	8	5	4	9	5	4	2	0	0	0	4	0	3	 	88	 	 	 	 	88
ET200072	4	13	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	0	0	15	6	3	3	10	2	3	1	0	5	0	3	 	 	 	 	 	 	 	 	 
ET200072	5	1	2	9	1	 	 	 	 	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200072	6	0	1	15	1	 	 	0	 	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200071	0	8	2	0	1	 	 	 	1	2002	1	0	1	 	 	 	0	0	15	12	7	3	10	1	3	2	0	6	0	2	 	 	 	 	 	 	 	 	 
ET200071	1	65	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	13	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200071	2	37	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200071	3	25	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200071	4	20	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	2	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200071	5	17	1	7	1	 	 	 	1	1994	1	8	1	 	 	2	0	0	4	12	7	4	9	1	2	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET200071	6	14	2	7	1	 	 	 	1	1997	1	6	1	 	 	2	0	0	15	12	7	4	9	1	4	1	0	6	1	2	 	 	 	 	 	 	 	 	 
ET200071	15	10	1	7	1	 	 	 	1	1999	1	4	1	 	 	3	0	0	4	12	7	4	9	1	2	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET200071	16	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET200071	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200070	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	3	0	0	4	12	7	4	10	0	1	4	0	6	1	2	 	 	 	 	 	 	 	 	 
ET200070	1	71	2	6	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200070	2	20	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200070	3	18	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	0	7	1	0	1	 	 	 	1	2000	1	2	1	 	 	2	0	0	4	7	5	4	10	0	0	4	0	5	2	3	 	 	 	 	 	 	 	 	 
ET200069	1	47	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	1	8	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	2	42	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	3	27	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	6	4	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	4	23	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	5	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	7	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	6	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	6	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200069	7	17	2	7	1	 	 	 	1	1994	1	8	1	 	 	2	10	0	15	5	5	4	9	0	4	0	0	5	3	3	 	 	 	 	 	 	 	 	 
ET200069	15	12	1	7	1	 	 	 	1	1999	1	3	1	 	 	3	0	0	4	6	4	4	10	0	0	4	0	5	3	2	 	 	 	 	 	 	 	 	 
ET200068	0	8	1	0	1	 	 	29	1	2000	1	2	1	 	 	2	0	0	4	12	7	4	9	0	0	4	0	6	1	4	 	 	 	 	 	 	 	 	 
ET200068	1	37	1	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	12	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200068	2	23	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200068	3	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET200068	4	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200067	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	1	0	0	15	12	5	5	9	0	5	0	0	6	3	1	 	 	 	 	 	 	 	 	 
ET200067	1	43	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	6	7	 	 	 	 	 	 	 	 	1	 	1	12	 	12	10	2	88
ET200067	2	26	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	8	5	10	 	 	 	 	 	 	 	 	1	 	1	13	 	12	10	2	88
ET200067	3	21	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200067	4	19	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	0	1	8	5	8	 	 	 	 	 	 	 	 	0	10	0	88	 	 	 	 	88
ET200067	5	17	1	7	1	 	 	 	1	1998	1	5	1	 	 	1	0	0	1	8	5	5	9	0	1	6	0	6	1	1	0	3	0	88	 	 	 	 	88
ET200067	6	13	1	7	2	 	 	 	1	1996	1	6	1	 	 	1	0	0	4	12	5	3	10	0	0	5	0	6	1	2	 	 	 	 	 	 	 	 	 
ET200067	15	11	1	7	1	 	 	 	1	1998	1	4	1	 	 	3	0	0	4	12	5	3	10	0	0	3	0	6	2	3	 	 	 	 	 	 	 	 	 
ET200067	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200066	0	7	1	0	1	 	 	29	1	2001	1	1	1	 	 	3	0	0	4	12	5	4	11	1	0	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET200066	1	42	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	2	1	4	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200066	2	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	2	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200066	3	14	1	7	1	 	 	 	1	1997	1	5	1	 	 	2	0	0	4	12	7	4	10	1	4	1	0	6	1	1	 	 	 	 	 	 	 	 	 
ET200066	4	12	1	7	1	 	 	 	1	1999	1	3	0	20	10	 	 	0	4	12	7	4	10	1	0	4	0	6	1	2	 	 	 	 	 	 	 	 	 
ET200066	5	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	12	0	0	4	0	0	0	8	 	 	 	 	 	 	 	 	 
ET200066	6	2	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200065	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	3	0	0	4	6	4	4	10	0	0	4	0	5	2	3	 	 	 	 	 	 	 	 	 
ET200065	1	37	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	1	 	1	15	 	2	3	4	20
ET200065	2	17	2	9	1	 	 	 	1	1994	1	8	1	 	 	3	10	0	15	6	5	4	9	2	4	0	0	5	3	1	0	3	 	88	 	 	 	 	88
ET200065	3	14	1	7	1	 	 	 	1	1995	1	7	1	 	 	2	0	0	4	4	3	3	10	0	0	3	0	5	3	3	 	 	 	 	 	 	 	 	 
ET200065	4	11	2	7	1	 	 	 	1	1998	1	4	1	 	 	2	0	0	15	5	4	4	10	1	4	0	0	5	2	2	 	 	 	 	 	 	 	 	 
ET200064	0	8	1	0	1	 	 	 	1	1999	1	2	1	 	 	3	0	0	4	12	7	5	10	1	0	5	0	6	1	1	 	 	 	 	 	 	 	 	 
ET200064	1	67	1	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	2	66	2	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	3	35	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	4	32	1	13	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	5	29	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	6	35	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	15	 	6	3	2	20
ET200064	7	15	1	7	1	 	 	 	1	1995	1	7	1	 	 	2	0	0	4	12	7	4	10	0	0	4	0	6	1	3	0	3	 	88	 	 	 	 	88
ET200064	8	13	2	7	1	 	 	 	1	1996	1	6	1	 	 	4	0	0	15	12	7	4	10	0	4	1	0	6	1	2	 	 	 	 	 	 	 	 	 
ET200064	15	11	2	14	4	 	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	16	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200064	17	36	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	2	1	6	5	10	 	 	 	 	 	 	 	 	1	 	1	15	 	6	3	2	20
ET200063	0	7	2	0	1	 	 	 	1	2002	1	0	1	 	 	2	0	0	15	10	5	2	10	2	2	1	0	6	1	2	 	 	 	 	 	 	 	 	 
ET200063	1	27	2	1	1	 	 	10	 	 	 	 	 	 	 	 	 	0	15	6	7	10	 	 	 	 	 	 	 	 	1	 	1	20	 	10	2	3	20
ET200063	2	38	1	1	1	 	 	2	 	 	 	 	 	 	 	 	 	0	1	6	5	10	 	 	 	 	 	 	 	 	1	 	1	20	 	10	2	3	20
ET200063	3	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200062	0	8	2	0	1	 	 	 	1	2002	1	0	1	 	 	3	0	6	4	12	7	6	10	0	1	6	0	5	0	2	 	 	 	 	 	 	 	 	 
ET200062	1	49	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	12	12	7	6	 	 	 	 	 	 	 	 	1	 	1	15	 	2	3	5	20
ET200062	2	37	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	1	 	1	20	1	2	3	5	20
ET200062	3	30	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3	 	88	 	 	 	 	 
ET200062	4	21	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	3	 	88	 	 	 	 	 
ET200062	5	19	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200062	6	17	1	7	1	 	 	 	1	1996	1	6	1	 	 	2	0	0	1	5	4	6	10	0	2	0	0	5	4	3	 	 	 	 	 	 	 	 	 
ET200062	7	13	1	7	1	 	 	 	1	1996	1	6	1	 	 	1	0	0	4	12	7	5	9	0	0	5	0	5	3	2	 	 	 	 	 	 	 	 	 
ET200061	0	8	2	0	1	 	 	 	1	2002	1	0	1	 	 	3	0	0	4	10	5	2	10	1	1	2	0	5	2	3	 	 	 	 	 	 	 	 	 
ET200061	1	57	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	1	8	5	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200061	2	35	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200061	3	22	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200061	4	16	2	7	1	 	 	 	1	1994	1	8	1	 	 	2	0	0	15	8	2	4	8	0	4	2	0	6	3	1	 	 	 	 	 	 	 	 	 
ET200061	5	13	2	7	1	 	 	 	1	1996	1	6	1	 	 	2	0	0	4	10	5	2	8	1	2	4	0	5	2	2	 	 	 	 	 	 	 	 	 
ET200061	15	10	1	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200061	16	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200060	0	7	1	0	1	 	 	0	1	2001	1	1	1	 	 	2	0	0	4	10	5	2	10	1	1	2	0	6	1	3	 	 	 	 	 	 	 	 	 
ET200060	1	52	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	8	5	10	 	 	 	 	 	 	 	 	1	 	1	30	 	4	2	10	20
ET200060	2	37	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	30	 	4	2	10	20
ET200060	3	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	6	5	10	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET200060	4	16	1	7	1	 	 	 	1	2001	1	29	1	 	 	2	0	0	4	6	7	10	10	0	1	10	0	0	2	1	0	10	 	88	 	 	 	 	88
ET200060	5	12	2	7	1	 	 	 	1	1997	1	5	1	 	 	2	0	0	15	10	5	4	9	1	2	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET200060	6	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	15	12	7	1	11	0	0	0	0	0	0	13	 	 	 	 	 	 	 	 	 
ET200060	7	0	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200060	8	96	1	6	1	 	 	29	 	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200059	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	0	0	4	12	7	5	10	0	0	5	0	6	2	1	 	 	 	 	 	 	 	 	 
ET200059	1	52	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	1	12	7	6	 	 	 	 	 	 	 	 	1	 	1	10	 	10	2	3	20
ET200059	2	34	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	1	 	1	10	 	10	2	3	20
ET200059	3	18	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	5	5	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET200059	4	15	2	7	2	 	 	 	1	1994	1	8	1	 	 	1	0	0	15	12	5	5	10	2	1	0	0	7	2	2	0	3	 	88	 	 	 	 	88
ET200059	5	13	2	7	1	 	 	 	1	1995	1	7	1	 	 	1	0	0	4	12	5	4	9	1	1	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET200059	15	11	2	7	1	 	 	 	1	1998	1	4	1	 	 	2	0	0	15	12	5	4	10	0	3	0	0	6	3	2	 	 	 	 	 	 	 	 	 
ET200059	16	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	9	0	0	0	0	0	0	15	 	 	 	 	 	 	 	 	 
ET200058	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	3	0	0	4	6	4	4	10	0	0	4	0	5	2	3	 	 	 	 	 	 	 	 	 
ET200058	1	50	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	8	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200058	2	38	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200058	3	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	4	3	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200058	4	15	1	7	1	 	 	 	1	1995	1	7	1	 	 	3	0	0	4	5	3	2	9	0	0	2	0	5	4	4	 	 	 	 	 	 	 	 	 
ET200058	5	12	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	0	0	15	6	5	4	9	2	4	0	0	5	2	2	 	 	 	 	 	 	 	 	 
ET200058	15	7	2	7	1	 	 	 	1	2002	1	0	1	 	 	3	0	0	4	5	4	2	10	3	0	2	0	5	2	2	 	 	 	 	 	 	 	 	 
ET200058	16	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200057	0	8	1	0	1	 	 	2	1	2001	1	1	1	 	 	2	0	0	4	12	7	4	9	0	0	4	0	6	3	2	 	 	 	 	 	 	 	 	 
ET200057	1	56	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	8	5	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200057	2	45	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200057	3	17	1	7	2	 	 	 	1	1993	1	9	1	 	 	2	0	0	1	3	5	10	77	77	77	77	77	77	77	77	 	 	 	 	 	 	 	 	 
ET200057	4	12	1	7	1	 	 	 	1	1996	1	6	1	 	 	2	0	0	4	12	7	4	8	0	0	4	0	6	4	2	 	 	 	 	 	 	 	 	 
ET200057	5	20	1	19	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	8	5	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET200056	0	7	2	0	1	 	 	29	1	2000	1	2	1	 	 	3	 	0	4	12	7	4	10	0	0	5	0	6	1	2	 	 	 	 	 	 	 	 	 
