CHILDID	CROPID	CROPR3	QNTHRVR3	QNTUNTR3	VLSLDR3	CRPCSTR3
ET170092	1	11	40	95	7000	0
ET170092	2	5	200	1	1300	200
ET170092	3	75	300	1	1800	850
ET170092	4	123	50	1	190	200
ET170093	1	11	2	95	60	100
ET170093	2	15	3	2	1800	115
ET170093	3	75	4	2	2400	200
ET170094	1	5	2	2	1300	200
ET170094	2	75	1	2	600	150
ET170095	1	5	4	2	2600	180
ET170095	2	75	3	2	1800	210
ET170095	3	123	2	2	760	160
ET170096	1	5	14	2	9100	1200
ET170096	2	75	12	2	7200	1750
ET170096	3	123	4	2	1520	300
ET170096	4	8	4	2	3300	120
ET170096	5	44	-77	88	1200	70
ET170096	6	96	-77	88	300	8
ET170098	1	75	10	2	6000	450
ET170098	2	5	15	2	9000	300
ET170098	3	12	-77	88	600	105
ET170098	4	59	-77	88	200	35
ET170100	1	11	60	54	1080	0
ET170100	2	5	7	2	4550	0
ET170100	3	123	2	2	760	200
ET170100	4	8	1	2	825	100
ET170100	5	50	260	1	1170	150
ET170100	6	12	240	1	270	80
ET180001	1	75	1	2	600	150
ET180001	2	11	5	54	90	0
ET180002	1	123	1.5	2	570	20
ET180002	2	5	1.5	2	975	60
ET180002	3	21	-99	88	200	0
ET180004	1	11	10	54	180	0
ET180004	2	75	6	2	3600	300
ET180004	3	21	-99	88	50	0
ET180005	1	130	150	1	945	0
ET180005	2	5	250	1	1625	135
ET180005	3	8	130	1	1072.5	0
ET180006	1	75	2	2	1200	70
ET180006	2	130	2	2	1260	0
ET180006	3	5	2	2	1300	0
ET180006	4	11	4	54	72	0
ET180007	1	75	2	2	1200	50
ET180007	2	130	3	2	1890	100
ET180009	1	123	5	2	1900	267
ET180010	1	130	100	1	630	0
ET180010	2	125	150	1	1125	0
ET180010	3	75	50	1	300	82
ET180011	1	123	2	2	760	0
ET180011	2	130	2	2	1260	0
ET180011	3	75	1	2	600	50
ET180012	1	75	150	1	900	0
ET180012	2	5	200	1	1300	270
ET180012	3	55	500	1	1000	500
ET180012	4	11	60	54	1080	0
ET180013	1	11	20	54	360	0
ET180013	2	5	600	1	3900	270
ET180013	3	75	50	1	300	67.5
ET180013	4	125	50	1	375	0
ET180014	1	130	100	1	630	90
ET180014	2	125	50	1	375	0
ET180014	3	64	50	1	215	45
ET180014	4	11	10	54	180	0
ET180015	1	75	2	2	1200	190
ET180015	2	5	2	2	1300	105
ET180015	3	125	2	2	1500	20
ET180016	1	125	250	1	1875	50
ET180016	2	75	175	1	1050	60
ET180016	3	11	10	54	180	0
ET180018	1	125	0	88	-88	0
ET180018	2	75	2	2	1200	150
ET180019	1	75	150	1	900	130
ET180019	2	123	150	1	570	0
ET180019	3	11	25	54	450	0
ET180020	1	130	500	1	3150	0
ET180020	2	11	30	54	1620	0
ET180021	1	75	200	1	1200	0
ET180021	2	130	300	1	1890	0
ET180021	3	11	60	54	1080	0
ET180022	1	130	3	2	1890	80
ET180022	2	125	1	2	1500	100
ET180022	3	75	1	2	600	0
ET180022	4	11	13	54	234	0
ET180024	1	11	30	54	540	0
ET180024	2	125	100	1	750	0
ET180024	3	123	100	1	380	0
ET180024	4	130	200	1	1260	180
ET180024	5	75	200	1	1200	180
ET180025	1	11	150	54	2700	30
ET180025	2	75	200	1	1200	190
ET180025	3	130	200	1	1260	40
ET180025	4	5	150	1	975	0
ET180025	5	21	-99	88	200	0
ET180026	1	75	400	1	2400	200
ET180026	2	130	400	1	2520	0
ET180026	3	11	20	54	360	0
ET180027	1	11	0	88	-88	0
ET180027	2	75	150	1	900	170
ET180027	3	130	150	1	945	0
ET180027	4	125	100	1	750	0
ET180028	1	11	10	54	180	0
ET180028	2	75	4	2	2400	267
ET180029	1	75	450	1	2700	220
ET180029	2	125	150	1	1125	0
ET180029	3	43	100	1	365	0
ET180029	4	130	150	1	945	60
ET180029	5	123	200	1	760	60
ET180029	6	21	-99	88	150	0
ET180031	1	75	3	2	1800	300
ET180031	2	123	2	2	760	150
ET180031	3	11	40	54	720	0
ET180032	1	75	100	1	600	0
ET180032	2	125	50	1	375	0
ET180032	3	130	100	1	630	0
ET180032	4	123	200	1	760	0
ET180032	5	5	50	1	325	0
ET180032	6	11	40	54	720	0
ET180033	1	130	150	1	945	60
ET180033	2	75	200	1	1200	100
ET180034	1	123	150	1	570	0
ET180035	1	125	230	1	1725	0
ET180035	2	130	350	1	2205	0
ET180035	3	75	150	1	900	90
ET180036	1	75	1.5	2	900	300
ET180036	2	130	4	2	2520	400
ET180036	3	125	1	2	750	0
ET180036	4	5	2	2	1300	0
ET180036	5	21	-99	88	140	0
ET180037	1	130	3	2	1890	130
ET180037	2	75	1	2	600	60
ET180039	1	130	400	1	2520	130
ET180039	2	75	300	1	1800	280
ET180039	3	5	100	1	650	0
ET180039	4	11	.8	88	-88	0
ET180040	1	130	450	1	2835	0
ET180040	2	75	200	1	1200	235
ET180040	3	5	300	1	1950	0
ET180040	4	11	60	54	1080	0
ET180041	1	75	1	2	600	150
ET180041	2	130	2	2	1260	0
ET180041	3	11	4	54	72	0
ET180042	1	130	350	1	2205	120
ET180042	2	75	250	1	1500	0
ET180042	3	21	-99	88	50	0
ET180043	1	75	1.5	2	900	0
ET180043	2	130	2	2	1260	0
ET180043	3	11	0	88	-88	0
ET180044	1	75	550	1	3300	0
ET180044	2	130	450	1	2835	0
ET180044	3	125	150	1	1125	0
ET180044	4	11	40	54	720	0
ET180045	1	11	40	54	720	0
ET180045	2	76	10	2	9600	680
ET180045	3	5	12	2	7800	125
ET180045	4	72	960	1	2400	0
ET180045	5	123	150	1	570	0
ET180045	6	125	50	1	300	0
ET180045	7	130	300	1	1890	0
ET180046	1	11	8	54	144	0
ET180046	2	130	2	2	1260	0
ET180046	3	75	2	2	1200	0
ET180046	4	64	.25	2	107.5	0
ET180046	5	123	1.5	2	570	0
ET180047	1	11	10	54	180	0
ET180047	2	5	3	2	1950	0
ET180047	3	75	2	2	1200	132
ET180047	4	130	2	2	1260	132
ET180047	5	72	100	1	450	0
ET180048	1	11	30	54	540	0
ET180048	2	130	100	1	630	0
ET180048	3	5	200	1	1300	0
ET180048	4	75	150	1	900	167.5
ET180048	5	123	1500	1	5700	0
ET180048	6	15	50	1	300	0
ET180048	7	21	-99	88	150	0
ET180050	1	130	600	1	3780	125
ET180050	2	75	100	1	600	75
ET180050	3	5	100	1	650	150
ET180050	4	123	400	1	1520	0
ET180050	5	11	30	54	540	0
ET180051	1	130	6	2	3780	100
ET180051	2	75	3	2	1800	150
ET180051	3	123	1.5	2	570	50
ET180051	4	21	-99	88	200	0
ET180052	1	11	0	88	88	0
ET180052	2	123	1	2	380	0
ET180052	3	15	1	2	600	0
ET180052	4	75	2	2	1200	0
ET180052	5	125	0	88	-88	150
ET180052	6	130	3	2	1890	200
ET180052	7	21	-99	88	0	0
ET180053	1	55	20	1	75	0
ET180053	2	72	30	1	60	0
ET180053	3	75	400	1	2400	228
ET180053	4	125	100	1	750	0
ET180053	5	5	100	1	650	0
ET180053	6	11	50	54	900	0
ET180055	1	11	60	54	1080	0
ET180055	2	125	200	1	1500	0
ET180055	3	75	100	1	600	270
ET180055	4	130	200	1	1260	0
ET180055	5	21	-99	88	500	70
ET180056	1	11	5	54	90	0
ET180056	2	5	2	2	1300	0
ET180056	3	75	1	2	600	80
ET180056	4	123	.5	2	190	45
ET180056	5	130	3.5	2	2205	216
ET180057	1	11	16	54	288	0
ET180057	2	130	400	1	2520	0
ET180057	3	123	100	1	380	0
ET180057	4	125	150	1	1125	0
ET180057	5	75	500	1	3000	0
ET180057	6	21	-99	88	200	0
ET180058	1	75	4	2	2400	200
ET180058	2	125	3	2	2250	0
ET180058	3	21	-99	88	250	0
ET180059	1	11	0	88	0	0
ET180059	2	130	300	1	1890	161
ET180059	3	75	300	1	1800	161
ET180060	1	11	22	54	396	0
ET180060	2	75	350	1	2100	190
ET180060	3	5	200	1	1300	0
ET180060	4	125	400	1	3000	0
ET180060	5	130	0	88	88	200
ET180060	6	21	-99	88	150	0
ET180061	1	75	150	1	900	0
ET180061	2	125	150	1	1125	0
ET180061	3	130	150	1	945	0
ET180062	1	5	250	1	1625	150
ET180062	2	76	150	1	1440	150
ET180062	3	11	12	54	216	0
ET180062	4	123	50	1	190	0
ET180062	5	21	-99	88	0	0
ET180063	1	11	10	54	180	0
ET180063	2	5	300	1	1950	0
ET180063	3	125	25	1	187.5	0
ET180063	4	130	300	1	1890	262
ET180063	5	75	50	1	300	0
ET180063	6	72	500	1	1500	120
ET180063	7	21	-99	88	0	0
ET180064	1	5	300	1	1950	0
ET180064	2	75	450	1	2700	150
ET180064	3	130	300	1	1890	150
ET180064	4	123	200	1	760	0
ET180064	5	11	15	54	270	0
ET180065	1	5	200	1	1300	82.5
ET180065	2	130	200	1	1260	0
ET180065	3	123	100	1	380	0
ET180066	1	75	50	1	300	0
ET180066	2	130	150	1	945	0
ET180066	3	123	100	1	380	0
ET180066	4	11	14	54	252	0
ET180066	5	21	-99	88	0	0
ET180067	1	130	100	1	630	75
ET180067	2	125	50	1	350	0
ET180067	3	123	100	1	380	75
ET180067	4	75	150	1	900	150
ET180068	1	5	300	1	1950	0
ET180068	2	75	300	1	1800	280
ET180068	3	123	200	1	760	0
ET180069	1	130	150	1	945	0
ET180069	2	123	50	1	190	0
ET180069	3	75	150	1	900	165
ET180069	4	11	10	54	180	0
ET180071	1	75	500	1	3000	530
ET180071	2	5	250	1	1625	270
ET180071	3	11	15	54	270	0
ET180072	1	75	400	1	2400	200
ET180072	2	125	100	1	750	0
ET180072	3	123	200	1	760	0
ET180072	4	130	200	1	1260	0
ET180073	1	130	200	1	1260	0
ET180073	2	75	400	1	2400	200
ET180073	3	123	50	1	190	0
ET180075	1	75	250	1	1500	0
ET180075	2	130	300	1	1890	0
ET180075	3	123	250	1	950	0
ET180075	4	125	150	1	1125	0
ET180075	5	11	10	54	180	0
ET180076	1	11	10	54	180	0
ET180076	2	130	4	2	2520	80
ET180076	3	123	4	2	1520	60
ET180076	4	75	5	2	3000	267
ET180077	1	5	150	1	975	0
ET180077	2	123	200	1	760	0
ET180077	3	130	200	1	1260	0
ET180077	4	75	200	1	1200	135
ET180079	1	123	50	1	180	30
ET180080	1	5	200	1	1300	0
ET180080	2	75	400	1	2400	0
ET180080	3	130	200	1	1260	0
ET180080	4	123	100	1	380	0
ET180080	5	11	26	54	468	0
ET180080	6	72	1500	1	4500	800
ET180081	1	75	100	1	600	120
ET180082	1	5	600	1	3900	250
ET180082	2	75	500	1	3000	250
ET180082	3	130	400	1	2520	0
ET180082	4	123	300	1	1140	0
ET180082	5	11	60	54	1080	0
ET180082	6	21	-99	88	600	0
ET180083	1	11	3	54	54	0
ET180083	2	75	150	1	900	0
ET180083	3	5	100	1	650	0
ET180083	4	130	50	1	315	0
ET180083	5	125	30	1	225	0
ET180083	6	21	0	88	-88	-88
ET180084	1	75	150	1	900	180
ET180084	2	123	125	1	475	0
ET180084	3	125	100	1	750	0
ET180084	4	5	100	1	650	0
ET180085	1	11	10	54	180	0
ET180085	2	75	5	2	3000	280
ET180086	1	123	50	1	190	54
ET180086	2	75	1	2	600	0
ET180086	3	21	0	88	-88	-88
ET180087	1	11	15	54	270	0
ET180087	2	130	5	2	3150	324
ET180087	3	75	3	2	1800	0
ET180087	4	123	1	2	380	120
ET180087	5	21	-99	88	200	0
ET180088	1	75	300	1	1800	150
ET180088	2	130	80	1	504	0
ET180088	3	123	150	1	945	0
ET180088	4	11	40	54	720	0
ET180090	1	11	50	54	900	0
ET180090	2	75	150	1	900	0
ET180090	3	130	200	1	1260	0
ET180091	1	11	5	54	90	0
ET180091	2	130	3.5	2	2205	0
ET180091	3	75	2.5	2	1500	130
ET180092	1	125	150	1	1125	0
ET180092	2	123	150	1	570	0
ET180092	3	75	50	1	300	185
ET180092	4	11	50	54	900	0
ET180092	5	5	100	1	650	0
ET180092	6	21	-99	88	300	0
ET180093	1	5	2.5	2	1575	260
ET180094	1	125	0	88	-88	0
ET180094	2	75	1.5	2	900	176
ET180094	3	5	3	2	1950	0
ET180094	4	11	15	54	198	0
ET180094	5	10	125	56	250	0
ET180094	6	55	300	1	900	0
ET180094	7	72	50	1	100	0
ET180095	1	11	4	54	72	0
ET180096	1	11	60	54	972	0
ET180096	2	75	300	1	1800	165
ET180096	3	130	250	1	1575	165
ET180096	4	123	200	1	760	0
ET180096	5	5	200	1	1300	165
ET180097	1	130	3.5	2	2205	180
ET180097	2	123	.5	2	190	42
ET180097	3	75	2.5	2	1500	0
ET180100	1	75	400	1	450	164.4
ET190017	1	5	200	1	1300	20
ET190024	1	5	500	1	3250	0
ET190024	2	11	0	88	-88	0
ET190025	1	75	50	1	300	0
ET190026	1	5	100	1	650	0
ET190034	1	75	200	1	1200	131
ET190034	2	5	150	1	975	131
ET190040	1	5	600	1	3900	0
ET190043	1	130	200	1	1300	132
ET190045	1	21	0	88	-88	-88
ET190051	1	5	300	1	1950	0
ET190051	2	75	300	1	1800	0
ET190056	1	75	200	1	1200	0
ET190056	2	5	150	1	975	0
ET190068	1	75	4	2	2600	267
ET190069	1	130	300	1	1800	0
ET190070	1	72	1000	1	2000	300
ET190072	1	123	1	2	380	0
ET190082	1	5	300	1	1950	0
ET190087	1	11	10	54	0	0
ET190093	1	75	1.5	2	900	80
ET190098	1	130	2	2	1260	100
ET190098	2	5	2	2	1300	50
ET190100	1	75	300	1	1800	262
ET200003	1	44	150	1	600	14
ET200003	2	33	-77	88	100	0
ET200003	3	72	9.2	17	500	0
ET200003	4	79	200	1	750	10
ET200003	5	76	75	1	720	105
ET200003	6	15	1	2	600	100
ET200004	1	20	100	1	375	320
ET200004	2	8	50	1	413	280
ET200004	3	75	100	1	600	250
ET200005	1	76	.5	2	430	40
ET200005	2	73	1	2	600	200
ET200005	3	8	1.5	2	1238	75
ET200005	4	130	1	2	380	120
ET200011	1	11	20	54	1500	0
ET200011	2	76	2.5	2	2300	250
ET200011	3	20	1.5	2	563	200
ET200012	1	8	2	2	1650	200
ET200012	2	123	2	2	760	90
ET200012	3	5	1	2	650	225
ET200013	1	8	1.25	2	1032	40
ET200013	2	75	1.5	2	900	180
ET200014	1	75	1	2	600	90
ET200014	2	79	1	2	375	20
ET200014	3	76	.5	2	480	30
ET200015	1	64	4	1	17	15
ET200015	2	5	15	1	98	40
ET200015	3	76	25	1	240	21
ET200016	1	8	1.5	2	1238	240
ET200016	2	76	2.5	2	2300	560
ET200016	3	123	1	2	380	100
ET200016	4	44	1	2	400	48.5
ET200018	1	15	0	88	0	75
ET200018	2	75	2.5	2	1500	240
ET200018	3	76	2.5	2	2063	360
ET200019	1	75	200	1	1200	320
ET200019	2	76	200	1	1920	380
ET200019	3	11	0	88	88	88
ET200020	1	11	10	54	750	0
ET200020	2	8	3	2	2475	425
ET200020	3	123	1	2	380	175
ET200021	1	8	50	1	413	160
ET200021	2	5	50	1	325	80
ET200021	3	76	50	1	460	100
ET200021	4	51	-77	1	3300	150
ET200021	5	96	-77	1	400	0
ET200022	1	11	1	54	75	0
ET200022	2	76	5	2	4600	1100
ET200022	3	75	1	2	600	450
ET200022	4	79	1	2	375	300
ET200022	5	7	2	2	2000	12
ET200024	1	11	10	95	2000	0
ET200024	2	75	100	1	600	350
ET200024	3	8	150	1	788	200
ET200026	1	44	.5	1	200	13.5
ET200026	2	8	3.5	2	3135	450
ET200026	3	75	.5	2	300	88
ET200027	1	11	0	88	-88	0
ET200029	1	44	-77	88	0	50
ET200029	2	8	2	2	1650	300
ET200029	3	75	1.5	2	900	540
ET200029	4	123	.5	2	190	280
ET200030	1	76	35	1	336	38.5
ET200030	2	75	75	1	450	180
ET200031	1	75	3.5	2	2100	300
ET200031	2	76	2.5	2	2400	250
ET200032	1	76	1.5	2	1440	200
ET200033	1	76	25	1	240	25
ET200035	1	33	20	1	60	0
ET200035	2	51	25	1	125	0
ET200035	3	8	8	2	6600	320
ET200035	4	130	5	2	3150	400
ET200035	5	75	2	2	1200	225
ET200035	6	5	1.5	2	975	200
ET200035	7	96	120	1	600	0
ET200036	1	8	1	2	825	42
ET200036	2	123	2	2	760	240
ET200036	3	44	0	88	-88	14
ET200036	4	130	2.75	2	1732.5	200
ET200037	1	5	.5	2	325	80
ET200037	2	8	2	2	1650	150
ET200037	3	75	2.5	2	1500	225
ET200037	4	15	10	1	60	58
ET200037	5	79	2	2	750	85
ET200038	1	130	150	1	945	240
ET200038	2	8	100	1	825	130
ET200038	3	75	100	1	600	450
ET200040	1	8	.5	2	412.5	4
ET200041	1	8	50	1	412.5	38.5
ET200042	1	76	2	2	1920	200
ET200042	2	5	1	2	650	100
ET200042	3	15	.25	2	150	250
ET200045	1	5	2.5	2	1625	160
ET200045	2	76	1.5	2	1440	200
ET200045	3	75	1	2	600	180
ET200045	4	27	1	1	15	0
ET200045	5	130	1	2	630	90
ET200046	1	20	1.5	2	563	50
ET200046	2	76	1.5	2	900	60
ET200047	1	5	1	2	650	100
ET200047	2	8	.5	2	413	100
ET200047	3	75	1.5	2	900	150
ET200048	1	75	1	2	600	360
ET200048	2	76	1	2	960	50
ET200049	1	5	1	2	650	215
ET200049	2	8	.5	2	413	52.5
ET200049	3	75	1.5	2	900	325
ET200050	1	11	6	54	108	0
ET200050	2	39	1	1	8	15
ET200050	3	130	1	2	380	850
ET200050	4	76	1	2	960	428
ET200050	5	43	50	1	183	100
ET200050	6	42	10	1	150	16
ET200051	1	76	1.5	2	1440	250
ET200051	2	75	2	2	1200	200
ET200051	3	130	2.5	2	1575	140
ET200051	4	27	20	1	300	0
ET200052	1	11	0	88	-88	0
ET200052	2	33	0	88	-88	0
ET200052	3	5	1	2	650	200
ET200052	4	8	1	2	825	48
ET200052	5	75	1	2	600	90
ET200052	6	44	.75	2	300	12
ET200052	7	130	3	2	1890	200
ET200052	8	72	500	1	1250	130
ET200053	1	64	1	2	430	32
ET200053	2	5	.5	2	325	150
ET200053	3	8	1.5	2	975	72
ET200053	4	15	.5	2	300	54
ET200053	5	75	1	2	600	400
ET200054	1	76	200	1	1300	500
ET200054	2	75	150	1	900	300
ET200055	1	76	4	2	3840	461.5
ET200055	2	5	1	2	650	387.5
ET200055	3	72	-77	88	200	0
ET200056	1	76	2	2	1920	314
ET200056	2	27	5	5	2250	0
ET200057	1	15	1	2	600	200
ET200057	2	109	7	2	1750	1200
ET200057	3	76	3	2	2880	1000
ET200057	4	75	2	2	1200	700
ET200057	5	27	8	2	12000	40
ET200057	6	39	2	2	1600	35
ET200058	1	123	80	1	304	150
ET200058	2	76	100	1	920	550
ET200059	1	75	1	2	600	250
ET200059	2	55	15	1	45	20
ET200059	3	96	4	15	20	0
ET200060	1	125	1	2	750	60
ET200060	2	15	1	2	600	200
ET200060	3	130	1	2	630	250
ET200061	1	75	4	2	2400	400
ET200061	2	76	2	2	1840	400
ET200062	1	11	200	1	500	0
ET200062	2	76	1.5	2	1380	100
ET200062	3	33	100	1	300	0
ET200062	4	130	5	2	3150	180
ET200062	5	75	2	2	1200	160
ET200062	6	51	15	1	100	0
ET200062	7	50	120	1	540	90
ET200062	8	123	1	1	380	80
ET200063	1	130	2	2	1260	320
ET200064	1	7	14	1	91	15
ET200064	2	10	25	1	63	20
ET200064	3	27	10	1	0	0
ET200064	4	33	10	1	30	0
ET200064	5	76	2.5	2	2400	363
ET200064	6	75	1	2	600	210
ET200065	1	130	50	1	315	125
ET200066	1	8	1.5	2	1238	220
ET200066	2	130	1	2	630	80
ET200066	3	11	12	54	216	0
ET200067	1	8	1.5	2	1238	300
ET200067	2	125	.5	2	375	250
ET200067	3	11	5	54	90	0
ET200068	1	130	.5	2	325	40
ET200069	1	11	10	95	800	0
ET200069	2	130	100	1	630	450
ET200069	3	76	50	1	480	150
ET200069	4	75	50	1	300	200
ET200069	5	5	150	1	975	150
ET200070	1	75	2	2	1200	250
ET200070	2	11	15	54	270	0
ET200071	1	11	60	54	1080	0
ET200071	2	15	1.5	2	900	90
ET200071	3	130	2	2	760	120
ET200071	4	8	1.5	2	1237.5	200
ET200071	5	76	1	2	960	200
ET200072	1	64	50	1	215	150
ET200073	1	11	42	54	756	0
ET200073	2	8	1	2	825	12.5
ET200073	3	75	2	2	1200	130
ET200074	1	75	1	2	600	175
ET200074	2	8	.75	2	618.75	70
ET200074	3	72	2	2	500	60
ET200075	1	11	40	54	720	0
ET200075	2	20	2	41	750	100
ET200075	3	130	3	2	1890	120
ET200075	4	75	2	2	1200	250
ET200075	5	8	2	2	1650	100
ET200075	6	27	-77	88	100	0
ET200075	7	33	25	1	75	0
ET200075	8	7	5	1	32.5	6
ET200075	9	72	2	2	500	40
ET200076	1	64	1	2	430	8
ET200076	2	76	25	1	240	48
ET200076	3	130	1	2	630	660
ET200077	1	11	3	95	210	0
ET200077	2	5	1	2	650	250
ET200078	1	11	75	54	1350	0
ET200080	1	76	1.5	2	1440	190
ET200080	2	75	2	2	1200	200
ET200080	3	8	.5	2	413	50
ET200080	4	130	2	2	1260	280.5
ET200080	6	7	-77	88	260	35
ET200080	7	10	-77	88	500	35
ET200080	8	15	75	1	0	25
ET200081	1	11	20	95	1600	0
ET200081	2	5	200	1	1300	350
ET200081	3	75	150	1	900	180
ET200081	4	76	150	1	1440	280
ET200082	1	5	1.5	2	975	120
ET200082	2	76	1	2	960	80
ET200082	3	11	5	54	90	0
ET200083	1	76	1.5	2	1440	150
ET200083	2	75	1	2	600	200
ET200085	1	8	1	2	825	84
ET200086	1	11	10	54	180	0
ET200087	1	11	60	54	1080	0
ET200087	3	130	2	2	1260	300
ET200087	4	75	1	2	600	80
ET200087	5	39	-77	88	0	10
ET200087	6	10	-77	88	250	10
ET200087	7	8	.5	2	413	60
ET200088	1	79	1	2	375	60
ET200088	2	55	30	1	105	50
ET200088	3	5	0	88	-88	30
ET200089	1	75	3	2	1800	400
ET200089	2	76	.5	2	480	100
ET200089	3	20	2	2	750	90
ET200089	4	15	1	2	600	200
ET200090	1	75	1	2	600	300
ET200090	2	8	2.5	2	2063	150
ET200090	3	64	1	2	430	200
ET200090	4	79	.5	2	188	30
ET200090	5	11	60	54	1080	0
ET200091	1	11	2	54	36	0
ET200091	2	130	1.5	2	945	300
ET200091	3	76	1	2	960	100
ET200091	4	20	1.5	2	563	40
ET200091	5	33	24	54	72	0
ET200092	1	20	3	2	1125	80
ET200092	2	79	2	2	750	12
ET200092	3	11	150	1	375	0
ET200092	4	130	5	2	3150	300
ET200092	5	7	60	1	600	15
ET200092	6	44	1	2	400	60
ET200092	7	33	-77	88	1000	0
ET200092	8	72	24	54	1440	75
ET200093	1	76	200	1	1840	350
ET200093	2	20	150	1	563	85
ET200094	1	11	300	1	750	0
ET200094	2	8	4	2	3300	300
ET200095	1	76	2	2	1840	388
ET200095	2	20	3	2	1125	20
ET200095	3	72	2300	1	4600	400
ET200095	4	33	200	1	600	0
ET200096	1	5	1	2	650	100
ET200096	2	8	1	2	825	30
ET200096	3	20	2	2	750	20
ET200096	4	44	1.5	2	600	15
ET200096	5	130	1.5	2	945	100
ET200096	6	11	130	1	325	0
ET200096	7	75	3	2	1800	120
ET200097	1	76	1.5	2	1380	60
ET200097	2	75	2	2	1200	130
ET200097	3	72	125	2	250	20
ET200097	4	8	.5	2	413	40
ET200098	1	11	25	54	450	0
ET200098	2	64	2	2	860	120
ET200098	3	8	2	2	1650	350
ET200098	4	75	1.5	2	900	200
ET200098	5	7	2	2	1300	80
ET200098	6	72	5	2	1250	60
ET200098	7	5	1.5	2	975	80
ET200099	1	20	4	2	1500	100
ET200099	2	5	1	2	650	150
ET200099	3	64	2	2	860	60
ET200099	4	15	2	2	1200	50
ET200100	1	11	105	1	263	0
ET200100	2	27	50	1	450	7.5
ET200100	3	8	1.5	2	1238	100
ET200100	4	79	1	2	375	30
ET200100	5	20	1	2	375	32
ET200100	6	15	1.5	2	900	160
