CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET110071	9	44	888	888	888	0	88
ET110071	11	125	888	888	888	0	88
ET110071	13	31	888	888	888	0	88
ET110071	14	21	888	21	888	0	88
ET110072	1	51	888	51	888	0	88
ET110072	2	76	888	888	888	0	88
ET110072	3	15	888	888	888	0	88
ET110072	4	76	888	888	888	0	88
ET110073	2	44	888	888	888	0	88
ET110073	4	75	888	888	888	0	88
ET110073	5	8	888	888	888	0	88
ET110073	6	76	888	888	888	0	88
ET110073	7	75	76	888	888	0	88
ET110073	8	76	888	888	888	0	88
ET110073	9	8	888	888	888	0	88
ET110073	10	76	888	888	888	0	88
ET110074	3	125	888	888	888	0	88
ET110074	4	8	888	888	888	0	88
ET110074	5	75	888	888	888	0	88
ET110074	6	44	888	888	888	0	88
ET110075	1	44	888	888	888	0	88
ET110075	2	15	888	888	888	0	88
ET110075	3	8	888	888	888	0	88
ET110075	4	75	888	888	888	0	88
ET110077	1	125	76	888	888	0	88
ET110077	2	8	888	888	888	0	88
ET110077	3	76	888	888	888	0	88
ET110077	4	15	888	888	888	0	88
ET110077	5	44	888	888	888	0	88
ET110077	6	5	888	888	888	0	88
ET110078	2	31	888	888	888	0	88
ET110078	3	76	888	888	888	0	88
ET110078	4	76	888	888	888	0	88
ET110078	5	75	888	888	888	0	88
ET110078	6	27	888	27	888	0	88
ET110078	7	76	888	888	888	0	88
ET110078	8	15	888	888	888	0	88
ET110079	1	21	888	21	888	0	88
ET110079	2	76	125	27	888	0	88
ET110079	3	19	888	888	888	0	88
ET110079	4	76	888	888	888	0	88
ET110079	5	75	888	888	888	0	88
ET110079	6	76	888	888	888	0	88
ET110079	7	76	888	888	888	0	88
ET110079	8	76	888	888	888	0	88
ET110081	2	76	888	888	888	0	88
ET110081	3	76	888	888	888	0	88
ET110081	4	75	888	888	888	0	88
ET110081	5	8	888	888	888	0	88
ET110082	1	44	888	888	888	0	88
ET110082	2	96	888	888	888	0	88
ET110082	3	15	8	888	888	0	88
ET110082	4	76	888	888	888	0	88
ET110083	1	44	21	888	21	0	88
ET110083	2	76	75	888	888	0	88
ET110083	3	8	888	888	888	0	88
ET110083	4	15	8	888	888	0	88
ET110084	2	76	888	888	888	0	88
ET110085	1	44	888	888	888	0	88
ET110085	2	75	125	888	888	0	88
ET110086	1	44	888	888	888	0	88
ET110086	2	75	8	888	888	0	88
ET110086	3	76	888	888	888	0	88
ET110088	2	76	888	888	888	0	88
ET110088	3	75	888	888	888	0	88
ET110089	1	44	21	21	888	0	88
ET110089	2	76	888	888	888	0	88
ET110089	4	75	888	888	888	0	88
ET110089	5	75	888	888	888	0	88
ET110089	6	75	888	888	888	0	88
ET110089	7	76	888	888	888	0	88
ET110089	8	76	888	888	888	0	88
ET110089	9	76	888	888	888	0	88
ET110089	10	76	888	888	888	0	88
ET110091	3	44	888	888	888	0	88
ET110091	4	125	888	888	888	0	88
ET110091	5	75	8	888	888	0	88
ET110091	6	76	888	888	888	0	88
ET110092	1	21	31	21	888	0	88
ET110092	2	75	76	888	888	0	88
ET110092	3	8	888	888	888	0	88
ET110092	4	5	888	888	888	0	88
ET110093	1	21	888	21	888	0	88
ET110093	2	76	888	888	888	0	88
ET110093	3	75	888	888	888	0	88
ET110093	4	75	888	888	888	0	88
ET110093	5	75	888	888	888	0	88
ET110093	7	123	888	888	888	0	88
ET110093	8	75	888	888	888	0	88
ET110093	9	75	888	888	888	0	88
ET110093	10	125	75	888	888	0	88
ET110093	11	42	888	888	888	0	88
ET110094	1	44	888	888	888	0	88
ET110094	2	76	888	888	888	0	88
ET110094	3	76	888	888	888	0	88
ET110094	4	75	888	888	888	0	88
ET110094	5	76	888	888	888	0	88
ET110094	6	76	888	888	888	0	88
ET110096	1	21	27	21	27	0	88
ET110096	2	75	888	888	888	0	88
ET110096	3	76	888	888	888	0	88
ET110096	4	76	15	888	888	0	88
ET110096	5	8	888	888	888	0	88
ET110096	6	76	19	888	888	0	88
ET110096	7	76	888	888	888	0	88
ET110096	8	8	888	888	888	0	88
ET110096	9	44	888	888	888	0	88
ET110096	10	125	888	888	888	0	88
ET110096	11	76	888	888	888	0	88
ET110098	1	21	888	21	888	0	88
ET110098	2	8	75	888	888	0	88
ET110098	3	76	888	888	888	0	88
ET110098	4	125	888	888	888	0	88
ET110098	5	15	76	888	888	0	88
ET110098	6	42	35	888	888	0	88
ET110098	7	31	888	888	888	0	88
ET110098	8	76	888	888	888	0	88
ET110098	9	75	888	50	72	1	4
ET110099	2	76	888	888	888	0	88
ET110099	3	44	888	888	888	0	88
ET110100	1	21	31	21	888	0	88
ET110100	2	15	8	888	888	0	88
ET110100	3	76	888	888	888	0	88
ET110100	4	75	888	888	888	0	88
ET110100	5	75	888	888	888	0	88
ET110100	6	76	888	888	888	0	88
ET120001	1	44	76	41	888	0	88
ET120002	1	41	14	41	14	1	4
ET120002	2	76	888	888	888	0	88
ET120004	1	41	44	41	888	0	88
ET120005	1	8	44	14	41	0	88
ET120005	2	44	79	888	888	0	88
ET120006	1	41	41	41	41	0	88
ET120006	2	8	888	888	888	0	88
ET120006	3	75	888	888	888	0	88
ET120006	4	79	888	888	888	0	88
ET120006	5	8	888	888	888	0	88
ET120007	1	41	44	41	888	0	88
ET120008	1	14	41	14	41	1	4
ET120008	2	76	888	888	888	0	88
ET120008	3	76	888	888	888	0	88
ET120008	4	75	888	888	888	0	88
ET120009	1	14	41	14	41	1	4
ET120009	2	76	44	888	888	0	88
ET120010	1	14	44	14	41	1	3
ET120010	2	35	888	888	888	0	88
ET120010	3	76	888	888	888	0	88
ET120010	4	76	888	888	888	0	88
ET120010	5	44	888	888	888	0	88
ET120011	1	14	41	14	41	0	88
ET120011	2	79	888	888	888	0	88
ET120012	1	125	44	17	14	0	88
ET120014	1	64	888	888	888	0	88
ET120014	2	44	888	888	888	0	88
ET120014	3	14	888	888	888	0	88
ET120015	1	41	44	41	888	0	88
ET120015	2	14	888	14	888	1	4
ET120015	3	44	888	888	888	0	88
ET120015	4	44	888	888	888	0	88
ET120016	1	41	44	41	14	0	88
ET120016	3	76	888	50	888	1	2
ET120016	4	75	888	888	888	0	88
ET120017	1	44	79	41	888	0	88
ET120017	2	79	19	888	888	0	88
ET120017	3	75	888	888	888	0	88
ET120018	1	125	79	14	41	0	88
ET120019	1	44	56	41	14	1	1
ET120019	2	44	75	888	888	0	88
ET120019	3	76	888	888	888	0	88
ET120019	4	75	79	888	888	0	88
ET120020	1	44	888	44	888	0	88
ET120021	1	14	41	14	41	0	88
ET120024	1	76	64	14	41	0	88
ET120025	1	10	41	10	41	0	88
ET120025	2	76	888	888	888	0	88
ET120026	1	44	14	888	14	1	2
ET120026	2	76	888	888	888	0	88
ET120027	1	41	14	41	14	1	2
ET120027	2	44	17	888	888	0	88
ET120027	3	31	888	888	888	0	88
ET120027	4	75	888	888	888	0	88
ET120028	1	14	41	14	41	0	88
ET120028	2	75	8	888	888	0	88
ET120029	1	41	44	41	14	0	88
ET120029	2	8	19	888	888	0	88
ET120029	4	79	888	888	888	0	88
ET120031	1	14	41	14	41	1	1
ET120031	2	76	888	888	888	0	88
ET120031	3	44	888	888	888	0	88
ET120032	1	14	10	14	41	1	2
ET120032	2	44	75	888	888	0	88
ET120032	3	76	888	888	888	0	88
ET120032	4	75	888	888	888	0	88
ET120033	1	14	79	41	14	0	88
ET120034	1	8	44	41	14	0	88
ET120034	2	8	888	888	888	0	88
ET120034	3	79	125	888	888	0	88
ET120035	1	41	888	41	888	0	88
ET120035	2	44	888	888	888	0	88
ET120036	1	41	14	41	14	1	2
ET120037	1	41	44	41	888	0	88
ET120038	1	14	41	14	41	1	2
ET120038	2	44	75	888	888	0	88
ET120039	1	41	17	41	17	0	88
ET120039	2	8	75	888	888	0	88
ET120040	1	44	41	41	14	0	88
ET120040	2	76	888	888	888	0	88
ET120041	1	14	44	14	888	1	2
ET120041	2	76	888	888	888	0	88
ET120042	1	44	14	14	41	0	88
ET120042	2	64	44	888	888	0	88
ET120042	3	76	888	888	888	0	88
ET120042	4	76	7	888	888	0	88
ET120043	1	44	79	21	888	0	88
ET120043	2	76	14	14	41	1	3
ET120044	1	76	79	14	41	0	88
ET120045	1	76	44	7	72	1	1
ET120045	2	44	79	888	888	0	88
ET120046	1	14	44	14	41	0	88
ET120046	2	14	44	41	14	0	88
ET120046	3	8	79	888	888	0	88
ET120046	4	125	7	888	888	0	88
ET120046	5	75	76	888	888	0	88
ET120047	1	14	41	14	41	1	1
ET120047	2	75	79	888	888	0	88
ET120047	3	44	76	888	888	0	88
ET120048	1	8	125	888	888	0	88
ET120048	2	41	14	41	14	1	4
ET120048	3	19	8	888	888	0	88
ET120048	4	75	44	888	888	0	88
ET120049	1	44	79	888	888	0	88
ET120050	1	41	14	41	14	1	1
ET120050	2	44	75	888	888	0	88
ET120050	3	76	888	888	888	0	88
ET120051	1	79	44	41	14	0	88
ET120051	2	76	888	888	888	0	88
ET120052	1	44	41	41	888	0	88
ET120052	2	76	888	888	888	0	88
ET120052	3	76	888	888	888	0	88
ET120053	1	41	44	41	888	1	1
ET120054	1	44	41	41	888	0	88
ET120055	1	14	41	14	41	0	88
ET120055	2	76	888	888	888	0	88
ET120055	3	75	888	888	888	0	88
ET120055	4	44	888	888	888	0	88
ET120055	5	64	888	888	888	0	88
ET120056	1	41	14	41	14	0	88
ET120056	2	76	64	888	888	0	88
ET120056	3	44	888	888	888	0	88
ET120057	1	41	79	41	14	0	88
ET120058	1	44	79	41	888	0	88
ET120059	1	76	888	888	888	0	88
ET120059	2	76	888	888	888	0	88
ET120059	3	44	888	72	39	1	4
ET120059	4	14	51	14	51	1	4
ET120059	5	76	75	888	888	0	88
ET120060	1	14	41	14	41	1	2
ET120060	2	7	44	888	888	0	88
ET120061	1	44	41	888	41	1	2
ET120061	2	76	888	888	888	0	88
ET120062	1	76	14	14	888	1	1
ET120062	2	50	76	888	888	1	4
ET120062	3	79	44	51	17	0	88
ET120062	4	14	44	14	888	0	88
ET120062	5	125	888	888	888	0	88
ET120062	6	79	888	888	888	0	88
ET120063	1	44	41	41	14	0	88
ET120063	2	76	75	888	888	0	88
ET120064	1	41	14	41	14	0	88
ET120064	2	125	888	888	888	0	88
ET120064	3	31	888	888	888	0	88
ET120064	4	125	888	888	888	0	88
ET120065	1	14	41	14	41	1	1
ET120065	2	76	44	888	888	0	88
ET120066	1	44	41	41	14	0	88
ET120066	2	44	8	888	888	0	88
ET120066	3	76	888	888	888	0	88
ET120067	1	14	41	14	41	0	88
ET120067	2	8	888	888	888	0	88
ET120068	1	44	888	888	888	0	88
ET120069	1	44	76	41	14	0	88
ET120069	2	79	888	888	888	0	88
ET120070	1	76	888	888	888	0	88
ET120070	2	79	44	888	888	0	88
ET120070	3	14	41	14	41	1	1
ET120071	1	41	14	41	14	1	1
ET120071	2	76	44	888	888	0	88
ET120072	1	44	125	14	888	1	1
ET120073	1	44	41	41	888	0	88
ET120073	2	76	75	888	888	0	88
ET120074	1	41	14	41	14	0	88
ET120074	2	8	79	888	888	0	88
ET120075	1	14	17	14	17	1	4
ET120075	2	44	125	888	888	0	88
ET120076	1	14	44	14	41	0	88
ET120077	1	41	14	41	14	0	88
ET120078	1	41	44	41	14	0	88
ET120078	2	44	888	888	888	0	88
ET120078	3	125	888	72	888	1	4
ET120079	1	41	14	41	14	0	88
ET120080	1	44	41	41	888	0	88
ET120080	2	124	888	888	888	0	88
ET120081	1	76	44	14	41	0	88
ET120082	1	44	14	888	14	1	1
ET120083	1	14	44	14	44	0	88
ET120083	2	76	888	888	888	0	88
ET120084	1	76	44	41	14	1	1
ET120085	1	41	14	41	14	1	4
ET120085	2	19	888	888	888	0	88
ET120085	3	76	44	888	888	0	88
ET120086	1	41	76	41	888	0	88
ET120086	2	44	14	14	888	0	88
ET120087	1	14	41	14	41	1	4
ET120087	2	8	888	888	888	0	88
ET120087	3	79	888	888	888	0	88
ET120087	4	44	888	888	888	0	88
ET120088	1	14	41	14	41	1	3
ET120088	2	76	44	888	888	0	88
ET120090	1	41	14	41	14	0	88
ET120090	5	21	888	21	888	0	88
ET120090	6	21	888	21	888	0	88
ET120091	1	14	75	14	888	0	88
ET120091	2	8	888	888	888	0	88
ET120091	3	31	888	888	888	0	88
ET120092	1	125	75	41	14	0	88
ET120093	1	41	14	41	14	0	88
ET120093	2	125	8	888	888	0	88
ET120094	1	41	14	41	14	0	88
ET120094	2	79	888	888	888	0	88
ET120095	1	41	14	41	14	1	2
ET120095	2	125	19	888	888	0	88
ET120096	1	79	41	41	3	0	88
ET120097	1	44	8	14	41	1	3
ET120097	2	8	79	888	888	0	88
ET120097	3	75	888	888	888	0	88
ET120098	1	7	14	14	41	0	88
ET120098	2	44	888	888	888	0	88
ET120098	3	44	76	888	888	0	88
ET120099	1	44	41	41	14	1	2
ET120099	2	44	79	888	888	0	88
ET120099	3	8	888	888	888	0	88
ET120099	4	44	125	888	888	0	88
ET120099	5	44	79	888	888	0	88
ET120100	1	14	41	14	41	0	88
ET120100	2	76	64	888	888	0	88
ET130005	1	76	35	888	888	0	88
ET130009	1	8	125	888	888	0	88
ET130013	1	41	80	41	80	0	88
ET130013	2	76	888	44	35	0	88
ET130013	3	76	888	35	888	0	88
ET130016	2	44	888	15	888	0	88
ET130023	1	44	10	888	888	1	4
ET130024	1	41	888	41	888	0	88
ET130024	2	44	125	888	888	0	88
ET130025	2	21	888	21	888	0	88
ET130027	1	41	17	41	17	0	88
ET130027	2	44	75	888	888	0	88
ET130027	3	21	888	21	888	0	88
ET130028	1	44	888	3	888	0	88
ET130029	1	64	44	35	888	0	88
ET130030	1	44	17	888	888	0	88
ET130036	1	41	21	41	21	0	88
ET130037	1	17	10	888	888	0	88
ET130039	1	35	888	888	888	0	88
ET130040	1	41	44	41	125	0	88
ET130047	1	35	41	44	41	0	88
ET130049	2	31	888	31	888	0	88
ET130049	3	35	888	35	888	0	88
ET130050	1	35	44	888	888	0	88
ET130052	1	76	888	888	888	0	88
ET130055	1	76	35	888	888	0	88
ET130059	1	41	888	41	888	0	88
ET130059	2	64	44	888	888	0	88
ET130060	1	41	80	41	888	0	88
ET130060	2	35	76	888	888	0	88
ET130062	2	35	44	35	44	0	88
ET130063	1	76	125	888	888	0	88
ET130063	2	125	888	888	888	0	88
ET130064	2	35	888	35	888	0	88
ET130074	1	44	888	888	888	0	88
ET130081	1	17	888	17	888	0	88
ET130082	1	35	888	888	888	0	88
ET130083	1	44	125	888	888	0	88
ET130083	2	55	888	888	888	0	88
ET130083	3	55	888	888	888	0	88
ET130083	4	44	125	888	888	0	88
ET130084	1	41	888	888	888	0	88
ET130084	2	76	888	888	888	0	88
ET130086	1	44	80	888	888	0	88
ET130086	2	21	888	21	888	0	88
ET130089	1	64	41	44	41	0	88
ET130090	1	44	888	888	888	0	88
ET130091	2	55	888	888	888	0	88
ET130093	1	125	80	80	888	0	88
ET130093	2	44	888	888	888	0	88
ET130095	1	17	888	17	888	0	88
ET130095	2	125	44	888	888	0	88
ET130096	1	17	888	44	17	0	88
ET130100	1	41	17	41	17	0	88
ET130100	2	44	14	14	888	0	88
ET130100	3	35	888	888	888	0	88
ET140011	1	44	888	888	888	0	88
ET140012	1	44	888	888	888	0	88
ET140054	2	44	888	44	888	1	4
ET140090	1	44	17	17	35	0	88
ET140095	2	44	888	14	888	0	88
ET150001	2	44	35	41	17	0	88
ET150001	3	21	888	21	888	0	88
ET150001	4	44	69	888	888	0	88
ET150001	5	44	76	888	888	0	88
ET150002	2	44	35	41	17	0	88
ET150002	3	44	69	17	14	0	88
ET150003	2	44	55	17	41	0	88
ET150004	2	41	17	41	17	0	88
ET150004	3	17	4	17	4	0	88
ET150005	2	41	44	41	44	0	88
ET150005	3	69	21	21	888	0	88
ET150005	4	21	80	21	888	0	88
ET150006	2	44	3	17	41	0	88
ET150006	3	44	35	14	51	0	88
ET150006	4	21	31	21	31	0	88
ET150007	2	44	41	4	17	0	88
ET150007	3	44	35	69	888	0	88
ET150008	2	44	35	41	10	0	88
ET150008	3	21	17	3	17	0	88
ET150008	5	76	44	17	41	0	88
ET150008	6	17	41	17	41	0	88
ET150008	8	41	888	41	888	0	88
ET150008	9	41	17	4	17	0	88
ET150010	2	41	17	41	17	0	88
ET150011	3	41	44	17	41	0	88
ET150012	2	44	35	17	41	0	88
ET150012	3	69	44	888	888	0	88
ET150012	4	44	76	888	888	0	88
ET150014	2	44	35	17	41	0	88
ET150016	2	14	17	14	17	0	88
ET150017	2	44	35	17	41	0	88
ET150017	3	21	888	21	888	0	88
ET150018	2	41	17	41	17	0	88
ET150018	3	3	44	17	41	0	88
ET150019	2	17	41	17	41	0	88
ET150019	3	44	35	888	888	0	88
ET150019	4	44	35	888	888	0	88
ET150020	2	44	41	41	17	0	88
ET150020	3	35	17	14	17	0	88
ET150020	4	21	41	21	41	0	88
ET150021	2	41	3	41	17	0	88
ET150021	3	41	69	41	888	0	88
ET150021	4	41	17	41	17	0	88
ET150021	5	76	21	21	888	0	88
ET150022	2	41	44	41	69	0	88
ET150023	3	44	35	17	41	0	88
ET150023	4	44	35	17	41	0	88
ET150023	5	44	80	17	41	0	88
ET150023	6	41	17	41	17	0	88
ET150024	2	17	41	17	41	0	88
ET150025	2	44	69	888	888	0	88
ET150025	3	14	41	14	41	0	88
ET150026	2	17	41	17	41	0	88
ET150026	3	21	44	21	888	0	88
ET150027	2	17	41	41	17	0	88
ET150027	3	44	888	888	888	0	88
ET150027	4	44	888	888	888	0	88
ET150028	2	17	41	17	41	0	88
ET150029	3	17	41	17	41	0	88
ET150029	4	41	17	41	17	0	88
ET150030	2	17	41	17	41	0	88
ET150030	3	31	888	31	888	0	88
ET150030	4	76	888	888	888	0	88
ET150031	2	17	41	17	41	0	88
ET150032	3	17	41	17	41	0	88
ET150032	4	44	76	888	888	0	88
ET150033	3	41	17	41	17	0	88
ET150034	2	41	17	41	17	0	88
ET150035	2	17	41	17	41	0	88
ET150035	3	69	888	69	888	0	88
ET150036	2	17	41	17	41	0	88
ET150036	3	17	14	17	14	0	88
ET150037	2	17	41	17	41	0	88
ET150037	3	17	44	17	888	0	88
ET150037	4	17	888	17	888	0	88
ET150037	5	17	888	17	888	0	88
ET150038	2	17	41	17	41	0	88
ET150038	3	44	35	888	888	0	88
ET150039	2	44	41	41	17	0	88
ET150040	2	41	44	41	17	0	88
ET150040	3	41	17	41	17	0	88
ET150041	2	44	41	17	69	0	88
ET150042	2	3	17	3	17	0	88
ET150042	3	69	888	69	888	0	88
ET150042	4	17	4	17	4	0	88
ET150043	2	17	41	17	41	0	88
ET150043	3	41	3	41	3	0	88
ET150043	4	17	888	17	888	0	88
ET150044	2	41	44	17	69	0	88
ET150044	3	76	35	888	888	0	88
ET150044	4	21	888	21	888	0	88
ET150045	4	41	17	41	17	0	88
ET150046	2	17	44	17	41	0	88
ET150046	3	17	35	17	888	0	88
ET150046	4	44	76	888	888	0	88
ET150047	2	44	35	41	4	0	88
ET150047	3	35	44	17	41	0	88
ET150047	4	21	888	21	888	0	88
ET150047	6	41	888	41	888	0	88
ET150048	2	17	41	17	41	0	88
ET150048	3	17	41	41	17	0	88
ET150048	4	17	41	17	41	0	88
ET150048	5	17	41	17	41	0	88
ET150050	1	41	44	41	17	0	88
ET150050	2	44	69	888	888	0	88
ET150051	3	41	80	41	80	0	88
ET150051	4	17	80	17	80	0	88
ET150052	2	31	888	31	888	0	88
ET150052	3	44	35	888	888	0	88
ET150053	2	17	21	17	21	0	88
ET150054	2	35	76	888	888	0	88
ET150054	3	17	41	17	41	0	88
ET150054	4	17	21	17	21	0	88
ET150055	3	41	17	41	14	1	88
ET150055	4	17	888	17	888	1	88
ET150056	2	41	17	41	17	0	88
ET150056	3	21	888	21	888	0	88
ET150056	4	76	17	17	888	0	88
ET150057	2	44	17	17	888	0	88
ET150058	2	17	41	17	41	0	88
ET150058	3	21	888	21	888	0	88
ET150059	2	41	17	41	17	0	88
ET150059	3	41	17	41	17	0	88
ET150060	2	41	17	41	17	0	88
ET150060	3	41	17	41	17	0	88
ET150060	4	76	44	35	888	0	88
ET150060	5	17	21	17	21	0	88
ET150061	2	41	44	41	888	0	88
ET150061	3	44	35	888	888	0	88
ET150062	2	41	17	41	17	0	88
ET150062	3	76	44	888	888	0	88
ET150062	4	17	44	17	888	0	88
ET150062	5	21	17	21	17	0	88
ET150063	2	41	17	41	17	0	88
ET150064	2	17	41	17	41	0	88
ET150065	2	17	41	17	41	0	88
ET150066	2	17	41	17	41	0	88
ET150066	3	17	41	17	41	0	88
ET150067	2	17	41	17	41	0	88
ET150068	4	41	17	41	17	0	88
ET150068	5	41	17	41	17	0	88
ET150068	6	17	888	17	888	0	88
ET150069	2	44	14	17	41	0	88
ET150069	3	17	4	14	17	0	88
ET150069	4	21	888	21	888	0	88
ET150069	6	44	76	888	888	0	88
ET150070	2	41	17	41	17	0	88
ET150070	3	69	888	888	888	0	88
ET150070	4	17	888	17	888	0	88
ET150071	2	41	17	41	17	0	88
ET150071	3	41	17	41	17	0	88
ET150071	4	41	3	41	3	0	88
ET150072	2	17	41	17	41	0	88
ET150074	3	17	41	17	41	0	88
ET150074	4	44	888	888	888	0	88
ET150074	5	69	44	888	888	0	88
ET150075	1	44	888	888	888	0	88
ET150075	2	17	41	888	888	0	88
ET150076	2	44	69	17	80	0	88
ET150077	2	41	17	41	17	0	88
ET150077	3	44	76	41	17	0	88
ET150078	2	44	76	17	41	0	88
ET150078	3	44	76	888	888	0	88
ET150079	2	41	35	69	80	0	88
ET150079	3	44	888	69	888	0	88
ET150080	2	17	41	17	41	0	88
ET150082	2	44	41	41	17	0	88
ET150084	2	21	76	21	888	0	88
ET150084	3	17	41	17	41	0	88
ET150085	2	41	80	41	80	0	88
ET150085	3	76	44	888	888	0	88
ET150086	2	44	35	41	17	0	88
ET150086	3	44	17	17	888	0	88
ET150087	1	17	41	17	41	0	88
ET150088	2	17	41	17	41	0	88
ET150089	2	41	17	41	17	0	88
ET150089	3	41	21	41	21	0	88
ET150089	4	21	76	21	888	0	88
ET150090	2	41	44	41	888	0	88
ET150091	2	41	44	41	888	0	88
ET150091	3	17	888	17	888	0	88
ET150091	4	69	888	888	888	0	88
ET150091	5	44	41	41	888	0	88
ET150091	6	44	76	888	888	0	88
ET150092	2	41	17	41	17	0	88
ET150092	3	69	888	888	888	0	88
ET150093	2	76	17	17	888	0	88
ET150093	3	76	21	21	888	0	88
ET150094	2	96	41	41	17	0	88
ET150094	3	69	44	888	888	0	88
ET150095	2	69	44	41	14	0	88
ET150095	3	69	44	888	888	0	88
ET150095	4	69	44	888	888	0	88
ET150096	2	41	44	69	41	0	88
ET150096	3	17	888	17	888	0	88
ET150096	4	44	76	888	888	0	88
ET150096	5	21	888	21	888	0	88
ET150096	6	76	44	21	888	0	88
ET150097	3	44	41	69	17	0	88
ET150097	4	44	41	69	17	0	88
ET150098	2	41	35	41	888	0	88
ET150098	3	17	69	17	69	0	88
ET150098	4	44	888	76	888	0	88
ET150099	2	41	44	41	888	0	88
ET150100	2	41	17	41	17	0	88
ET160001	1	41	14	41	14	0	88
ET160001	2	75	888	888	888	0	88
ET160001	3	44	888	888	888	0	88
ET160001	4	75	888	888	888	0	88
ET160002	1	41	44	41	888	0	88
ET160002	2	125	888	888	888	0	88
ET160003	1	125	41	41	888	0	88
ET160005	1	41	14	41	14	0	88
ET160005	2	75	888	888	888	0	88
ET160006	1	41	80	41	17	0	88
ET160006	2	75	888	888	888	0	88
ET160006	3	21	888	21	888	0	88
ET160007	1	41	44	41	888	0	88
ET160007	2	44	64	888	888	0	88
ET160007	3	44	64	888	888	0	88
ET160008	1	41	14	41	14	0	88
ET160009	2	75	888	888	888	0	88
ET160009	3	41	75	41	888	0	88
ET160010	1	41	44	41	888	0	88
ET160010	2	44	75	888	888	0	88
ET160010	3	21	888	21	888	0	88
ET160011	1	41	75	55	888	0	88
ET160012	1	41	44	41	888	0	88
ET160012	2	75	888	888	888	0	88
ET160013	1	44	41	41	125	1	2
ET160013	2	75	5	888	888	0	88
ET160014	1	14	41	14	41	0	88
ET160014	2	75	888	888	888	0	88
ET160015	1	76	75	888	888	0	88
ET160015	2	44	888	888	888	0	88
ET160015	3	75	888	888	888	0	88
ET160015	4	41	10	41	888	0	88
ET160016	1	75	41	41	888	0	88
ET160016	2	19	888	888	888	0	88
ET160016	3	75	888	888	888	0	88
ET160016	4	75	888	888	888	0	88
ET160017	1	75	41	41	888	0	88
ET160018	1	14	888	14	888	0	88
ET160018	2	75	888	888	888	0	88
ET160018	3	41	44	41	888	0	88
ET160018	4	21	888	21	888	0	88
ET160019	1	75	44	72	41	0	88
ET160019	2	124	19	888	888	0	88
ET160020	2	41	888	41	888	0	88
ET160021	1	41	75	41	888	0	88
ET160022	1	44	75	41	888	0	88
ET160022	2	41	75	41	888	0	88
ET160023	1	41	14	41	14	0	88
ET160023	2	75	5	888	888	0	88
ET160024	1	75	76	888	888	0	88
ET160024	2	75	888	888	888	0	88
ET160024	3	19	888	888	888	0	88
ET160024	4	41	14	14	888	0	88
ET160025	1	44	41	41	888	0	88
ET160025	2	17	14	14	17	0	88
ET160025	3	76	888	888	888	0	88
ET160025	4	10	888	888	888	0	88
ET160025	5	75	888	888	888	0	88
ET160025	6	75	888	888	888	0	88
ET160026	1	75	76	888	888	0	88
ET160026	2	41	21	41	21	0	88
ET160026	3	75	76	888	888	0	88
ET160027	1	41	14	41	888	0	88
ET160027	2	125	76	888	888	0	88
ET160028	1	41	44	41	888	0	88
ET160028	2	75	888	888	888	0	88
ET160028	3	76	888	888	888	0	88
ET160028	4	125	888	888	888	0	88
ET160029	1	41	14	41	14	0	88
ET160029	2	75	888	888	888	0	88
ET160030	1	5	41	55	41	0	88
ET160030	3	75	5	888	888	0	88
ET160031	1	41	888	41	888	0	88
ET160031	2	75	888	888	888	0	88
ET160031	3	55	888	888	888	0	88
ET160032	1	41	55	41	888	0	88
ET160033	1	41	72	41	888	0	88
ET160033	2	21	44	21	888	0	88
ET160033	3	8	75	5	888	0	88
ET160034	1	41	14	41	14	0	88
ET160034	2	75	76	888	888	0	88
ET160035	1	41	10	41	55	0	88
ET160035	2	75	888	888	888	0	88
ET160035	3	76	888	888	888	0	88
ET160036	1	41	75	41	888	0	88
ET160036	2	125	75	888	888	0	88
ET160037	1	41	10	41	888	0	88
ET160037	2	75	125	888	888	0	88
ET160037	3	76	21	21	888	0	88
ET160037	4	14	888	14	888	0	88
ET160038	1	75	41	41	888	0	88
ET160039	1	125	888	888	888	0	88
ET160039	2	41	44	41	888	0	88
ET160040	1	41	44	41	888	0	88
ET160040	2	75	888	888	888	0	88
ET160040	3	125	888	888	888	0	88
ET160041	1	44	41	41	888	0	88
ET160042	1	44	10	72	41	0	88
ET160042	2	75	76	888	888	0	88
ET160042	3	75	5	55	888	0	88
ET160043	1	41	10	41	888	0	88
ET160043	2	44	75	888	888	0	88
ET160043	3	75	888	888	888	0	88
ET160044	1	75	41	50	41	0	88
ET160045	1	41	44	41	55	0	88
ET160045	2	75	19	888	888	0	88
ET160046	1	41	44	41	14	0	88
ET160046	2	5	75	888	888	0	88
ET160047	1	41	888	41	888	0	88
ET160047	2	75	888	888	888	0	88
ET160047	3	124	888	888	888	0	88
ET160048	1	44	41	41	888	0	88
ET160048	2	75	125	888	888	0	88
ET160049	1	41	888	41	888	0	88
ET160049	2	125	888	888	888	0	88
ET160049	3	75	888	888	888	0	88
ET160050	1	44	41	55	41	0	88
ET160050	2	75	888	888	888	0	88
ET160051	1	75	888	888	888	0	88
ET160051	2	41	44	41	888	0	88
ET160051	3	125	888	888	888	0	88
ET160053	1	41	44	41	888	0	88
