CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET170031	1	3	39	1998	-99	7	80	5	2	88
ET170031	2	4	39	1998	-99	11	80	5	2	88
ET170032	1	19	36	2001	-99	11	80	5	1	2
ET170032	2	5	13	1998	-99	3	80	5	1	2
ET170033	1	19	36	2001	2002	10	80	3	2	88
ET170033	2	5	13	1987	-99	2	80	4	2	88
ET170033	3	9	6	1984	-99	10	80	4	5	88
ET170034	1	5	5	2001	-99	4	1	4	2	88
ET170034	2	8	6	1999	-99	77	2	4	5	88
ET170034	3	9	6	1999	-99	77	2	4	5	88
ET170034	4	19	36	2001	-99	11	80	5	2	88
ET170035	1	3	39	1998	-99	7	80	5	2	88
ET170035	2	4	39	1998	-99	11	80	5	2	88
ET170036	1	3	39	1999	-99	7	2	5	2	88
ET170036	2	4	39	1999	-99	11	2	5	2	88
ET170036	3	9	6	1999	-99	10	3	3	5	88
ET170036	4	14	39	1999	-99	11	88	88	88	88
ET170037	1	3	39	1997	-99	7	80	5	2	88
ET170037	2	4	39	1997	-99	11	80	5	2	88
ET170037	3	5	13	2001	-99	77	80	5	1	88
ET170038	1	3	39	1998	-99	4	80	4	2	88
ET170038	2	4	39	1998	-99	4	80	4	2	88
ET170039	1	3	36	1998	-99	7	80	4	2	88
ET170039	2	4	36	1998	-99	11	80	4	2	88
ET170041	1	3	39	1998	-99	7	1	4	2	88
ET170041	2	4	39	1998	-99	11	1	4	2	88
ET170041	3	9	32	2001	-99	10	2	4	5	88
ET170042	1	3	39	1998	-99	7	80	4	1	2
ET170042	2	4	39	1998	-99	11	80	4	1	2
ET170042	3	8	6	1999	-99	77	2	4	3	88
ET170042	4	9	6	1999	-99	77	80	4	3	88
ET170043	1	3	36	1997	-99	7	80	5	1	2
ET170043	2	4	36	1997	-99	11	80	5	1	2
ET170043	3	1	5	-77	-99	4	80	4	1	2
ET170045	1	8	6	-77	-99	7	80	3	5	88
ET170045	2	1	5	-77	-99	8	80	4	2	88
ET170045	3	19	36	2001	-77	4	80	4	1	2
ET170046	1	19	36	2001	-99	7	80	5	1	2
ET170046	2	5	13	1997	-99	3	80	5	1	2
ET170047	1	3	36	1994	-99	7	80	4	2	88
ET170047	2	4	36	1994	-99	11	80	4	2	88
ET170047	3	9	6	1997	-99	10	2	4	5	88
ET170048	1	3	39	1998	-99	7	80	5	2	4
ET170048	2	4	39	1998	-99	11	80	5	2	4
ET170049	1	1	5	1990	-99	4	80	4	2	88
ET170049	2	5	13	1984	-99	3	1	5	1	2
ET170049	3	19	36	2001	-99	7	80	4	2	88
ET170050	1	3	39	1998	-99	7	80	4	2	88
ET170050	2	4	39	1998	-99	11	80	4	2	88
ET170051	1	3	39	1996	2002	7	80	1	2	7
ET170051	2	4	39	1996	2002	11	80	1	2	7
ET170051	3	7	6	1995	-99	10	2	1	5	7
ET170051	4	8	6	1995	-99	10	80	1	5	7
ET170052	1	19	36	2001	-99	11	80	5	2	88
ET170052	2	5	13	1997	-99	11	80	4	2	88
ET170052	3	1	5	1998	-99	4	80	4	2	1
ET170052	4	8	6	1995	-99	8	2	4	5	88
ET170053	1	1	5	-77	-99	4	80	4	2	88
ET170053	2	19	36	2001	-99	4	80	4	2	88
ET170054	1	3	39	1999	-99	7	80	2	2	1
ET170054	2	4	39	1999	-99	11	80	2	2	2
ET170055	1	3	39	1998	-99	7	80	4	2	1
ET170055	2	4	39	1998	-99	11	80	4	2	1
ET170056	1	3	39	1997	-99	7	80	5	2	2
ET170056	2	4	39	1997	-99	11	80	5	2	8
ET170056	3	9	6	1999	-99	10	80	5	3	5
ET170057	1	3	39	1998	-99	7	80	5	1	2
ET170057	2	4	39	1998	-99	11	80	5	1	2
ET170057	3	5	13	1995	-99	5	80	5	1	2
ET170058	1	3	39	1998	-99	7	80	4	2	88
ET170058	2	4	39	1998	-99	11	80	4	2	88
ET170058	3	5	13	1997	-99	11	80	4	1	2
ET170059	1	2	36	1999	2002	3	80	4	2	7
ET170059	2	3	36	1999	2002	3	80	4	2	7
ET170059	3	10	5	1984	-99	4	1	4	3	4
ET170060	1	19	36	1998	-99	7	80	4	2	88
ET170060	2	5	13	2000	-99	3	80	4	2	88
ET170061	1	3	39	1998	-99	7	80	5	2	88
ET170061	2	4	39	1998	-99	11	80	5	2	88
ET170061	3	5	13	2001	-99	4	80	4	2	4
ET170062	1	3	39	1998	-99	7	80	1	2	1
ET170062	2	4	39	1998	-99	11	80	1	2	1
ET170062	3	5	13	1999	-99	7	80	2	1	88
ET170063	1	3	39	1997	-99	7	80	4	1	2
ET170063	2	4	39	1997	-99	11	80	4	1	2
ET170063	3	5	13	1999	2001	3	80	5	1	2
ET170064	1	3	39	1997	-99	7	80	4	2	88
ET170064	2	4	39	1997	-99	11	80	4	2	88
ET170064	3	8	6	1995	2001	1	2	4	5	3
ET170065	1	14	39	1997	2001	11	80	4	2	88
ET170065	2	8	6	2000	-99	10	2	4	5	3
ET170065	3	5	13	1997	-99	4	2	4	5	88
ET170066	1	3	36	1998	-99	7	80	4	2	1
ET170066	2	4	36	1998	-99	11	80	4	2	88
ET170066	3	5	13	1997	2001	4	80	4	2	88
ET170066	4	8	6	1998	2001	8	2	4	5	88
ET170067	1	3	39	1998	-99	7	80	5	2	88
ET170067	2	4	39	1998	-99	11	80	5	2	88
ET170067	3	5	13	2001	-99	4	80	4	2	88
ET170069	1	14	39	2001	-99	11	80	4	2	88
ET170069	2	5	13	2000	-99	3	1	4	4	8
ET170069	3	8	6	1997	-99	10	2	4	3	88
ET170070	1	3	39	1998	-99	7	80	4	2	1
ET170070	2	4	39	1998	-99	11	80	4	2	1
ET170070	3	5	13	2000	-99	4	80	4	2	3
ET170071	1	3	39	1998	-99	7	80	4	2	1
ET170071	2	4	39	1998	-99	11	80	4	2	1
ET170072	1	3	39	1996	-99	7	80	5	2	7
ET170072	2	4	39	1996	-99	11	80	5	2	7
ET170072	3	14	39	1996	-99	11	1	5	2	7
ET170072	4	1	5	1998	2001	3	2	1	9	88
ET170073	1	3	39	-77	-99	7	80	4	2	88
ET170073	2	4	39	-77	-99	11	80	4	2	88
ET170073	3	9	6	-77	-99	10	80	4	5	88
ET170073	4	1	5	-77	-99	4	80	4	2	88
ET170074	1	3	39	1999	-99	7	80	4	1	2
ET170074	2	4	39	1998	-99	11	80	4	1	2
ET170075	1	3	36	1998	-99	7	80	5	2	88
ET170075	2	4	36	1998	-99	11	80	5	2	88
ET170076	1	19	36	2001	-99	11	3	2	2	88
ET170077	1	3	39	1998	-99	7	80	5	2	88
ET170077	2	4	39	1998	-99	11	80	5	2	88
ET170078	1	19	36	2001	-99	7	80	4	2	88
ET170079	1	3	39	1998	-99	7	80	4	2	88
ET170079	2	4	39	1998	-99	11	80	4	2	88
ET170080	1	19	36	2001	-99	8	80	5	2	88
ET170081	1	5	13	2000	-99	3	80	4	1	2
ET170081	2	19	36	1999	-99	7	80	4	1	88
ET170082	1	3	39	1998	-99	7	80	1	2	1
ET170082	2	4	39	1998	-99	11	80	1	2	1
ET170083	1	3	36	1997	2002	7	80	4	7	6
ET170083	2	4	36	1997	2002	11	80	4	2	6
ET170083	3	5	5	1998	-99	3	1	4	5	88
ET170084	1	3	36	1998	-99	7	80	5	2	88
ET170084	2	4	36	1998	-99	11	80	5	2	88
ET170085	1	9	6	1997	-99	10	2	3	5	3
ET170085	2	14	5	2001	2001	4	80	4	2	88
ET170086	1	3	36	2001	-99	7	80	4	2	88
ET170086	2	4	36	2001	-99	11	80	4	2	88
ET170086	3	5	13	1997	-99	11	80	4	1	88
ET170087	1	19	36	2001	-99	11	80	3	2	88
ET170087	2	5	5	1999	-99	4	1	3	2	88
ET170087	3	5	13	1999	-99	1	1	3	2	88
ET170088	1	3	36	1998	-99	7	80	5	1	2
ET170088	2	4	36	1998	-99	11	80	5	1	2
ET170089	1	19	36	2001	-99	11	80	4	2	1
ET170089	2	5	13	2000	-99	3	80	4	1	2
ET170090	1	3	36	1998	-99	7	80	5	2	1
ET170090	2	4	36	1998	-99	11	80	5	2	1
ET170091	1	3	39	1999	-99	7	80	4	1	88
ET170091	2	4	39	1999	-99	11	80	4	1	88
ET170092	1	3	39	1998	-99	7	80	5	2	88
ET170092	2	4	39	1998	-99	11	80	5	2	88
ET170093	1	19	36	2001	-99	5	80	4	2	88
ET170094	1	19	36	2001	-99	11	80	1	1	2
ET170094	2	1	5	2001	-99	88	4	4	1	88
ET170095	1	3	36	1998	-99	7	80	5	1	2
ET170095	2	4	36	1998	-99	11	80	5	1	2
ET170095	3	5	13	2000	-99	3	80	4	1	2
ET170096	1	19	36	2001	2001	11	80	1	2	88
ET170096	2	10	5	1988	-99	77	1	3	1	88
ET170097	1	3	39	1997	-99	7	80	5	1	88
ET170097	2	4	39	1997	-99	11	80	5	1	88
ET170098	1	3	36	1998	-99	7	80	4	2	88
ET170098	2	4	36	1998	-99	11	80	4	2	88
ET170098	3	5	13	2001	-99	3	80	4	1	88
ET170099	1	3	39	1998	-99	7	80	5	2	1
ET170099	2	4	39	1998	-99	11	80	5	2	1
ET170100	1	19	36	2001	-99	11	2	3	3	88
ET180001	1	3	39	1999	-99	5	80	3	2	88
ET180001	2	4	39	1999	-99	7	80	3	2	88
ET180001	3	5	13	1999	-99	1	80	4	1	2
ET180002	1	3	39	1999	-99	7	80	2	2	88
ET180002	2	4	39	1999	-99	7	80	2	2	88
ET180003	1	3	39	1999	-99	7	80	2	2	88
ET180003	2	4	39	1999	-99	7	80	2	2	88
ET180003	3	5	13	1999	-99	7	80	4	2	1
ET180004	1	3	39	1999	-99	7	80	4	1	2
ET180004	2	4	39	1999	-99	7	80	4	1	2
ET180004	3	7	6	1999	-99	4	80	4	3	88
ET180004	4	8	6	1999	-99	4	80	4	3	88
ET180005	1	3	39	2000	-99	7	80	4	1	88
ET180005	2	4	39	2000	-99	7	80	4	2	88
ET180005	3	8	6	1999	-99	10	80	4	5	88
ET180006	1	3	39	1999	-99	7	80	2	2	88
ET180006	2	4	39	1999	-99	7	80	2	2	88
ET180006	3	5	13	1999	-99	1	2	4	1	2
ET180006	4	14	36	1999	-99	9	1	4	1	2
ET180007	1	1	5	1999	-99	4	1	2	2	88
ET180007	2	14	39	1999	-99	8	1	2	2	88
ET180008	1	16	23	2001	-99	4	4	4	4	88
ET180008	2	9	6	1999	-99	8	80	4	5	88
ET180008	3	7	6	1999	-99	10	80	4	5	88
ET180009	1	3	39	1999	-99	7	80	4	1	2
ET180009	2	4	39	1999	-99	7	80	4	1	2
ET180009	3	7	6	1999	-99	8	80	4	3	88
ET180009	4	8	6	1999	-99	8	80	4	3	88
ET180010	1	12	23	2001	-99	4	80	4	1	2
ET180010	2	3	39	1999	-99	7	80	4	1	2
ET180010	3	4	39	1999	-99	7	80	4	4	88
ET180010	4	5	1	1999	-99	1	80	4	5	6
ET180011	1	3	39	1999	-99	7	80	4	1	2
ET180011	2	4	39	1999	-99	7	80	4	1	2
ET180011	3	7	6	1999	-99	4	80	4	3	5
ET180011	4	8	6	1999	-99	4	80	4	3	88
ET180012	1	3	39	1999	2002	7	80	5	2	88
ET180012	2	4	39	1999	2002	7	80	5	2	88
ET180012	3	11	6	1999	-99	8	80	4	5	3
ET180012	4	9	6	1999	-99	8	80	5	5	3
ET180013	1	3	39	1999	-99	7	80	5	1	88
ET180013	2	4	39	1999	-99	7	80	5	1	88
ET180013	3	8	6	1999	-99	8	80	5	5	88
ET180013	4	7	6	1999	-99	8	80	5	5	88
ET180014	1	1	36	2001	-99	7	80	2	2	88
ET180014	2	7	6	1999	-99	7	80	5	5	3
ET180014	3	8	6	1999	-99	7	80	5	5	3
ET180014	4	9	6	1999	-99	7	80	5	3	5
ET180015	1	1	5	2001	-99	4	80	4	1	2
ET180015	2	3	39	1999	-99	9	80	4	1	2
ET180015	3	4	39	1999	-99	9	80	4	1	2
ET180015	4	8	6	1999	-99	4	80	4	3	88
ET180016	1	19	23	2001	-99	8	17	3	3	88
ET180016	2	8	6	1999	-99	6	80	4	3	88
ET180016	3	3	39	1999	-99	7	80	3	5	88
ET180016	4	4	39	1999	-99	7	80	3	7	1
ET180017	1	5	13	1999	-99	2	80	4	1	88
ET180017	2	7	6	1999	-99	6	80	5	3	5
ET180017	3	11	6	1999	-99	6	80	5	3	5
ET180018	1	14	39	2001	-99	9	80	4	2	88
ET180018	2	9	6	1999	-99	10	80	4	3	5
ET180018	3	5	5	1999	-99	10	80	4	3	88
ET180019	1	3	39	1999	-99	7	80	3	1	2
ET180019	2	4	39	1999	-99	7	80	3	1	2
ET180019	3	5	1	1999	-99	7	80	4	4	5
ET180019	4	8	6	1999	-99	6	80	4	3	5
ET180020	1	1	5	1999	-99	10	80	4	2	88
ET180020	2	3	39	1999	-99	7	80	5	2	88
ET180020	3	4	39	1999	-99	7	80	5	2	88
ET180020	4	5	13	1999	-99	1	80	4	2	88
ET180021	1	3	39	1999	-99	5	80	4	2	88
ET180021	2	4	39	1999	-99	8	80	4	2	88
ET180021	3	1	5	1999	-99	10	80	4	2	88
ET180021	4	17	6	1999	-99	10	80	4	5	88
ET180022	1	3	39	1999	-99	7	80	2	2	88
ET180022	2	4	39	1999	-99	7	80	2	2	88
ET180022	3	5	5	1999	-99	1	80	2	2	88
ET180023	1	9	6	1999	-99	6	80	4	3	88
ET180023	2	11	6	1999	-99	7	80	5	5	88
ET180023	3	7	6	1999	-99	7	80	5	3	5
ET180024	1	3	39	1999	-99	7	80	5	1	2
ET180024	2	4	39	1999	-99	7	80	5	1	2
ET180024	3	8	6	1999	-99	4	80	4	3	5
ET180024	4	7	6	1999	-99	4	80	4	3	5
ET180025	1	3	39	1999	-99	7	80	3	1	2
ET180025	2	4	39	1999	-99	7	80	3	1	7
ET180025	3	5	13	1999	-99	1	80	4	1	2
ET180026	1	3	39	1999	-99	7	80	4	3	88
ET180026	2	4	39	1999	-99	7	80	4	2	88
ET180026	3	5	13	1999	-99	1	80	3	2	88
ET180026	4	8	6	1999	-99	10	80	3	3	5
ET180027	1	1	5	1999	-99	6	80	2	2	88
ET180027	2	5	6	1999	-99	4	80	2	1	2
ET180027	3	9	6	1999	-99	6	80	1	5	3
ET180027	4	3	39	1999	-99	7	80	4	1	2
ET180027	5	4	39	1999	-99	7	80	4	1	2
ET180028	1	3	39	1999	-99	7	80	4	1	2
ET180028	2	4	39	1999	-99	7	80	4	1	2
ET180028	3	7	6	1999	-99	8	80	4	3	88
ET180028	4	8	6	1999	-99	8	80	4	3	88
ET180029	1	3	39	1999	-99	7	80	4	1	88
ET180029	2	4	39	1999	-99	7	80	4	2	88
ET180029	3	9	6	1999	-99	10	80	5	5	88
ET180029	4	5	13	1999	-99	1	80	3	2	88
ET180031	1	3	39	1999	-99	7	80	3	2	88
ET180031	2	4	39	1999	-99	7	80	3	2	88
ET180031	3	5	13	2001	-99	2	80	3	1	2
ET180031	4	1	5	1999	-99	4	80	4	1	2
ET180032	1	14	39	1999	-99	7	80	4	1	2
ET180032	2	9	6	1999	-99	6	80	4	5	88
ET180032	3	7	6	1999	-99	8	80	5	3	88
ET180032	4	11	6	1999	-99	8	80	5	3	88
ET180033	1	3	39	1999	-99	7	80	3	1	2
ET180033	2	4	39	1999	-99	7	80	3	1	2
ET180033	3	5	13	1999	-99	1	80	3	1	2
ET180033	4	8	6	1999	-99	7	80	4	5	88
ET180034	1	7	6	1999	-99	4	80	4	5	88
ET180034	2	8	6	1999	-99	4	80	4	5	88
ET180034	3	11	6	1999	-99	4	80	4	5	88
ET180035	1	3	39	1999	-99	7	80	4	1	2
ET180035	2	4	39	1999	-99	7	80	4	1	2
ET180035	3	2	23	2001	2001	4	80	3	5	88
ET180035	4	8	6	1999	-99	7	80	5	3	5
ET180036	1	3	39	1999	-99	7	80	4	2	88
ET180036	2	4	39	1999	-99	7	80	4	2	88
ET180036	3	5	1	1999	-99	1	80	4	2	88
ET180036	4	5	5	1999	-99	5	80	5	1	88
ET180037	1	3	39	2000	-99	7	80	3	2	88
ET180037	2	4	39	1999	-99	7	80	3	2	88
ET180037	3	9	6	1999	-99	10	80	4	3	5
ET180037	4	8	6	1999	-99	10	80	4	3	88
ET180038	1	8	6	2001	-99	7	2	4	5	88
ET180038	2	11	6	2001	-99	7	2	4	5	88
ET180039	1	3	39	1999	-99	7	80	4	1	2
ET180039	2	4	39	1999	-99	7	80	4	1	2
ET180039	3	8	6	1999	-99	7	2	4	3	88
ET180039	4	9	6	1999	-99	7	80	4	5	88
ET180040	1	3	39	1999	2002	7	80	4	2	88
ET180040	2	4	39	1999	2002	7	80	4	2	88
ET180040	3	8	6	1999	-99	8	80	5	5	88
ET180041	1	3	39	1999	-99	7	80	4	2	88
ET180041	2	4	39	1999	-99	7	80	4	2	88
ET180041	3	5	13	1999	-99	1	80	4	2	88
ET180042	1	3	39	2000	-99	7	80	2	3	88
ET180042	2	4	39	1999	-99	7	80	2	3	88
ET180042	3	8	6	1999	-99	10	80	5	3	5
ET180042	4	9	6	1999	-99	10	80	5	3	5
ET180043	1	3	39	1999	-99	7	80	2	2	88
ET180043	2	4	39	1999	-99	7	80	2	2	88
ET180043	3	8	6	1999	-99	10	80	2	3	5
ET180043	4	9	6	1999	-99	10	80	2	3	5
ET180044	1	1	5	1999	-99	10	80	4	2	88
ET180044	2	3	39	1999	-99	7	80	5	2	88
ET180044	3	4	39	1999	-99	7	80	5	2	88
ET180044	4	5	13	1999	-99	2	80	4	2	88
ET180045	1	1	5	1999	-99	4	80	5	1	2
ET180045	2	9	6	1999	-99	6	80	5	3	5
ET180045	3	4	39	1999	-99	7	80	5	1	2
ET180045	4	3	39	1999	-99	7	80	5	1	2
ET180046	1	3	39	1999	-99	7	80	3	1	2
ET180046	2	4	39	1999	-99	7	80	3	1	2
ET180046	3	5	1	1999	-99	2	80	2	5	88
ET180047	1	3	39	1999	-99	7	80	4	2	88
ET180047	2	4	39	1999	-99	7	80	4	2	88
ET180047	3	8	6	1999	-99	4	80	4	3	5
ET180047	4	9	6	1999	-99	4	80	4	3	5
ET180048	1	8	6	1999	-99	8	80	4	5	88
ET180048	2	9	6	1999	-99	8	80	5	3	88
ET180048	3	1	5	1999	-99	4	80	5	2	88
ET180048	4	7	6	1999	-99	10	80	4	5	88
ET180049	1	14	39	1999	-99	9	80	2	1	2
ET180049	2	7	6	1999	-99	4	80	3	3	5
ET180049	3	8	6	1999	-99	4	80	3	5	88
ET180049	4	9	6	1999	-99	8	80	2	5	88
ET180050	1	7	6	1999	-99	10	80	5	3	5
ET180050	2	8	6	1999	-99	6	80	5	3	5
ET180050	3	5	13	2001	-99	2	1	4	2	88
ET180051	1	3	39	1999	-99	7	80	2	2	88
ET180051	2	4	39	1999	-99	7	80	2	2	88
ET180051	3	5	5	1999	-99	7	80	4	2	88
ET180052	1	3	39	2000	-99	7	80	2	2	88
ET180052	2	4	39	1999	-99	7	80	2	2	88
ET180052	3	8	6	1999	-99	10	80	5	3	5
ET180052	4	9	6	1999	-99	10	80	5	3	5
ET180053	1	3	39	1999	-99	7	80	4	1	2
ET180053	2	4	39	1999	-99	7	80	4	1	2
ET180053	3	5	13	1999	-99	1	80	4	4	88
ET180053	4	7	6	1999	-99	8	80	5	3	88
ET180054	1	2	36	1999	-99	10	80	2	5	88
ET180054	2	9	6	1999	-99	10	80	2	5	3
ET180054	3	5	13	1999	-99	1	80	3	2	88
ET180054	4	8	6	1999	-99	10	80	4	5	88
ET180055	1	3	39	1999	-99	7	80	4	1	88
ET180055	2	4	39	1999	-99	7	80	4	2	88
ET180055	3	8	6	1999	-99	8	80	5	3	88
ET180055	4	5	13	1999	-99	4	80	2	2	88
ET180056	1	3	36	1999	-99	7	80	3	2	88
ET180056	2	4	36	1999	-99	7	80	3	2	88
ET180056	3	8	6	1999	-99	10	80	2	3	5
ET180056	4	9	6	1999	-99	10	80	2	3	5
ET180057	1	3	39	1999	-99	7	80	4	1	2
ET180057	2	4	39	1999	-99	7	80	4	1	2
ET180057	3	8	6	1999	-99	10	80	4	3	88
ET180057	4	17	6	1999	-99	10	80	4	5	88
ET180058	1	1	5	1999	-99	4	80	4	1	2
ET180058	2	3	39	1999	-99	7	80	4	1	2
ET180058	3	4	39	1999	-99	7	80	4	1	2
ET180058	4	7	6	1999	-99	4	80	4	3	5
ET180059	1	3	39	1999	-99	7	80	4	1	2
ET180059	2	1	5	1999	-99	4	80	4	1	2
ET180059	3	8	6	1999	-99	6	80	5	5	3
ET180059	4	9	6	1999	-99	4	80	5	5	3
ET180059	5	4	39	1999	-99	7	80	4	1	2
ET180060	1	3	39	1999	-99	7	80	3	1	2
ET180060	2	4	39	1999	-99	7	80	3	1	2
ET180060	3	8	6	1999	-99	4	80	4	5	3
ET180060	4	9	6	1999	-99	4	80	4	5	3
ET180061	1	3	39	1999	-99	7	80	3	1	2
ET180061	2	4	39	1999	-99	7	80	3	1	2
ET180061	3	5	1	1999	-99	1	80	4	2	88
ET180061	4	7	6	1999	-99	4	80	4	3	5
ET180062	1	3	39	1999	-99	7	80	5	1	2
ET180062	2	4	39	1999	-99	7	80	5	1	2
ET180062	3	9	6	1999	-99	6	80	5	3	5
ET180062	4	7	6	1999	-99	6	80	4	3	5
ET180063	1	3	39	1999	-99	7	80	5	1	2
ET180063	2	4	39	1999	-99	7	80	5	1	2
ET180063	3	9	6	1999	-99	6	80	4	3	5
ET180063	4	8	6	1999	-99	6	80	4	3	5
ET180064	1	3	39	1999	-99	7	80	5	2	88
ET180064	2	4	39	1999	-99	7	80	5	2	88
ET180064	3	1	5	1999	-99	10	80	4	2	88
ET180064	4	5	13	1999	-99	1	80	4	2	88
ET180065	1	3	39	1999	-99	7	80	5	1	2
ET180065	2	4	39	1999	-99	7	80	5	1	2
ET180065	3	8	6	1999	-99	6	80	5	5	3
ET180065	4	12	6	1999	-99	6	80	4	3	5
ET180066	1	3	39	1999	-99	7	80	3	1	3
ET180066	2	4	39	1999	-99	7	80	3	1	3
ET180066	3	1	23	2001	-99	4	80	4	1	3
ET180066	4	7	6	1999	-99	4	80	5	3	5
ET180067	1	1	5	1999	-99	10	80	4	2	1
ET180067	2	9	6	1999	-99	6	80	5	5	3
ET180067	3	7	6	1999	-99	10	80	5	5	88
ET180067	4	8	6	1999	-99	4	80	5	5	3
ET180068	1	1	5	1999	-99	10	80	4	2	1
ET180068	2	17	6	1999	-99	10	80	5	5	88
ET180068	3	3	39	1999	-99	7	80	5	2	88
ET180068	4	4	39	1999	-99	7	80	5	2	88
ET180069	1	3	39	1999	-99	7	80	3	2	88
ET180069	2	4	39	1999	-99	7	80	3	2	88
ET180069	3	8	6	2000	-99	8	2	3	5	88
ET180069	4	7	6	1999	-99	8	80	4	5	88
ET180070	1	5	13	2000	2005	1	80	5	2	88
ET180070	2	9	6	1999	-99	10	80	4	5	88
ET180070	3	7	6	1999	-99	10	80	4	5	88
ET180070	4	8	6	1999	-99	10	80	4	3	88
ET180071	1	3	39	1999	-99	7	80	4	1	88
ET180071	2	4	39	1999	-99	7	80	4	2	1
ET180071	3	8	6	1999	-99	8	80	4	3	5
ET180071	4	7	6	1999	-99	8	2	4	5	3
ET180072	1	1	5	1999	-99	10	80	4	2	88
ET180072	2	5	13	1999	-99	2	80	4	2	88
ET180072	3	17	6	1999	-99	10	80	4	5	3
ET180072	4	8	6	1999	-99	10	80	4	5	3
ET180073	1	3	39	1999	-99	7	80	5	1	88
ET180073	2	4	39	1999	-99	7	80	5	2	88
ET180073	3	5	13	1999	-99	1	80	3	2	88
ET180073	4	8	6	1999	-99	8	80	4	5	3
ET180074	1	7	6	1999	-99	8	80	4	3	88
ET180074	2	8	6	1999	-99	8	80	4	3	88
ET180074	3	16	23	1999	-99	4	80	4	4	88
ET180074	4	17	6	1999	-99	8	80	4	5	88
ET180075	1	1	5	1999	-99	10	80	4	2	88
ET180075	2	3	39	1999	-99	7	80	4	2	88
ET180075	3	4	39	1999	-99	7	80	4	2	88
ET180075	4	8	6	1999	-99	7	80	4	5	88
ET180076	1	3	39	1999	-99	7	80	4	1	2
ET180076	2	4	39	1999	-99	7	80	4	1	2
ET180076	3	7	6	1999	-99	4	80	4	3	88
ET180076	4	8	6	1999	-99	4	80	4	3	88
ET180077	1	7	6	1999	-99	7	80	5	3	5
ET180077	2	8	6	1999	-99	2	80	5	3	5
ET180077	3	14	39	1999	-99	7	80	5	2	88
ET180077	4	9	6	1999	-99	8	80	5	3	88
ET180079	1	14	39	2000	-99	7	80	3	1	3
ET180079	2	7	6	1999	-99	4	80	4	3	88
ET180079	3	8	6	1999	-99	4	80	4	3	5
ET180080	1	1	5	1999	-99	10	80	4	2	88
ET180080	2	17	6	1999	-99	10	80	4	5	88
ET180080	3	5	13	1999	-99	10	80	4	2	88
ET180080	4	9	6	1999	-99	10	80	4	5	88
ET180081	1	3	39	2001	-99	7	80	4	2	88
ET180081	2	4	39	1999	-99	7	80	4	2	88
ET180081	3	9	36	1999	-99	10	80	5	3	5
ET180081	4	5	5	1999	-99	4	80	2	2	88
ET180082	1	3	39	1999	-99	7	80	4	2	88
ET180082	2	4	39	1999	-99	7	80	4	2	88
ET180082	3	17	6	1999	-99	10	80	4	5	88
ET180082	4	1	5	1999	-99	10	80	4	2	88
ET180083	1	3	39	1999	-99	7	80	1	1	2
ET180083	2	4	39	1999	-99	7	80	1	1	2
ET180083	3	8	6	2001	2001	4	2	1	3	88
ET180083	4	9	6	2001	2001	4	80	1	5	88
ET180084	1	3	39	1999	-99	7	80	3	1	2
ET180084	2	4	39	1999	-99	7	80	3	1	2
ET180084	3	5	1	1999	-99	1	80	2	5	88
ET180084	4	7	6	1999	-99	4	80	4	3	5
ET180085	1	3	39	1999	-99	7	80	4	1	2
ET180085	2	4	39	1999	-99	7	80	4	1	2
ET180085	3	7	6	1999	-99	8	80	4	3	5
ET180085	4	8	6	1999	-99	8	80	4	3	88
ET180085	5	19	36	1999	-99	7	80	4	2	88
ET180086	1	7	6	1999	-99	10	80	3	3	5
ET180086	2	14	39	1999	-99	7	80	3	2	88
ET180086	3	8	6	1999	-99	10	80	4	3	5
ET180086	4	9	6	1999	-99	10	80	4	3	5
ET180087	1	3	39	1999	-99	7	80	2	2	88
ET180087	2	4	39	1999	-99	7	80	2	2	88
ET180087	3	9	6	1999	-99	10	80	4	3	5
ET180087	4	8	6	1999	-99	10	80	4	3	5
ET180088	1	3	39	1999	-99	7	80	3	1	2
ET180088	2	4	39	1999	-99	7	80	3	1	2
ET180088	3	5	13	1999	-99	1	80	2	4	88
ET180088	4	8	6	1999	-99	5	80	3	3	88
ET180089	1	7	6	1999	-99	4	80	4	3	88
ET180089	2	8	6	1999	-99	4	80	4	3	88
ET180089	3	17	6	1999	-99	8	80	4	5	88
ET180089	4	11	6	1999	-99	8	80	4	3	88
ET180090	1	3	39	1999	-99	7	80	3	1	2
ET180090	2	4	39	1999	-99	7	80	3	1	1
ET180090	3	5	13	2001	-99	1	80	2	5	88
ET180090	4	7	6	1999	-99	4	80	5	3	5
ET180091	1	3	39	1999	-99	7	80	4	2	88
ET180091	2	4	39	1999	-99	7	80	4	2	88
ET180091	3	8	6	1999	-99	10	80	4	3	5
ET180091	4	9	6	1999	-99	10	80	4	3	5
ET180092	1	3	39	1999	-99	7	80	3	1	2
ET180092	2	4	39	1999	-99	7	80	3	1	2
ET180092	3	5	13	1999	-99	1	80	2	5	88
ET180092	4	7	6	1999	-99	4	80	5	3	88
ET180093	1	3	39	1999	-99	7	80	4	2	88
ET180093	2	4	39	1999	-99	7	80	4	2	88
ET180093	3	9	6	1999	-99	10	80	5	5	3
ET180094	1	3	39	1999	-99	7	80	3	1	88
ET180094	2	4	39	1999	-99	7	80	3	7	88
