CHILDCODE	NONFODR4	BGHTR4	SPYRR4
58016	30	0	 
58016	31	0	 
58017	1	1	500
58017	2	0	 
58017	3	0	 
58017	4	0	 
58017	5	1	200
58017	6	0	 
58017	7	0	 
58017	8	0	 
58017	17	0	 
58017	23	0	 
58017	30	0	 
58017	31	0	 
58019	1	1	50
58019	2	1	150
58019	3	0	 
58019	4	0	 
58019	5	1	50
58019	6	1	130
58019	7	1	50
58019	8	0	 
58019	17	1	45
58019	23	0	 
58019	30	0	 
58019	31	0	 
58020	1	1	-77
58020	2	1	-77
58020	3	1	-77
58020	4	1	-77
58020	5	1	120
58020	6	1	300
58020	7	1	70
58020	8	1	120
58020	17	1	60
58020	23	0	 
58020	30	1	200
58020	31	1	300
58021	1	1	100
58021	2	0	 
58021	3	1	200
58021	4	1	150
58021	5	1	30
58021	6	1	14
58021	7	1	22
58021	8	1	11
58021	17	1	15000
58021	23	0	 
58021	30	0	 
58021	31	0	 
58022	1	1	150
58022	2	0	 
58022	3	0	 
58022	4	0	 
58022	5	1	50
58022	6	0	 
58022	7	0	 
58022	8	0	 
58022	17	1	10
58022	23	1	39
58022	30	0	 
58022	31	0	 
58023	1	1	300
58023	2	1	400
58023	3	0	 
58023	4	1	800
58023	5	1	200
58023	6	1	200
58023	7	0	 
58023	8	1	400
58023	17	0	 
58023	23	0	 
58023	30	0	 
58023	31	0	 
58025	1	1	400
58025	2	1	100
58025	3	0	 
58025	4	0	 
58025	5	1	200
58025	6	1	60
58025	7	0	 
58025	8	0	 
58025	17	0	 
58025	23	0	 
58025	30	0	 
58025	31	0	 
58026	1	1	50
58026	2	1	100
58026	3	0	 
58026	4	0	 
58026	5	1	-77
58026	6	1	40
58026	7	0	 
58026	8	0	 
58026	17	0	 
58026	23	0	 
58026	30	0	 
58026	31	0	 
58027	1	0	 
58027	2	1	10
58027	3	1	20
58027	4	1	50
58027	5	1	10
58027	6	1	30
58027	7	1	30
58027	8	1	45
58027	17	1	1000
58027	23	0	 
58027	30	0	 
58027	31	0	 
58028	1	1	600
58028	2	1	600
58028	3	0	 
58028	4	0	 
58028	5	1	200
58028	6	1	200
58028	7	0	 
58028	8	0	 
58028	17	0	 
58028	23	1	900
58028	30	0	 
58028	31	0	 
58029	1	0	 
58029	2	0	 
58029	3	0	 
58029	4	1	400
58029	5	1	5
58029	6	0	 
58029	7	0	 
58029	8	1	200
58029	17	1	2500
58029	23	0	 
58029	30	1	100
58029	31	0	 
58030	1	1	1900
58030	2	0	 
58030	3	0	 
58030	4	0	 
58030	5	1	200
58030	6	0	 
58030	7	0	 
58030	8	0	 
58030	17	1	20
58030	23	1	600
58030	30	0	 
58030	31	0	 
68001	1	1	600
68001	2	1	500
68001	3	0	 
68001	4	0	 
68001	5	1	300
68001	6	1	200
68001	7	0	 
68001	8	0	 
68001	17	1	300
68001	23	0	 
68001	30	0	 
68001	31	0	 
68002	1	1	400
68002	2	1	250
68002	3	0	 
68002	4	0	 
68002	5	0	 
68002	6	1	100
68002	7	0	 
68002	8	0	 
68002	17	1	190
68002	23	0	 
68002	30	0	 
68002	31	1	150
68003	1	1	500
68003	2	1	300
68003	3	1	200
68003	4	0	 
68003	5	0	 
68003	6	1	50
68003	7	0	 
68003	8	0	 
68003	17	1	1200
68003	23	0	 
68003	30	0	 
68003	31	1	50
68004	1	1	280
68004	2	1	100
68004	3	0	 
68004	4	1	120
68004	5	1	200
68004	6	1	95
68004	7	0	 
68004	8	1	150
68004	17	0	 
68004	23	0	 
68004	30	0	 
68004	31	0	 
68005	1	1	200
68005	2	1	350
68005	3	0	 
68005	4	0	 
68005	5	1	150
68005	6	1	200
68005	7	0	 
68005	8	0	 
68005	17	0	 
68005	23	0	 
68005	30	0	 
68005	31	0	 
68006	1	0	 
68006	2	0	 
68006	3	0	 
68006	4	0	 
68006	5	0	 
68006	6	0	 
68006	7	0	 
68006	8	0	 
68006	17	1	1000
68006	23	0	 
68006	30	0	 
68006	31	0	 
68007	1	1	120
68007	2	1	220
68007	3	1	200
68007	4	0	 
68007	5	1	300
68007	6	1	300
68007	7	1	50
68007	8	0	 
68007	17	1	500
68007	23	0	 
68007	30	0	 
68007	31	0	 
68008	1	1	70
68008	2	1	250
68008	3	0	 
68008	4	0	 
68008	5	1	50
68008	6	1	80
68008	7	0	 
68008	8	0	 
68008	17	0	 
68008	23	0	 
68008	30	0	 
68008	31	0	 
68009	1	1	120
68009	2	1	130
68009	3	0	 
68009	4	1	60
68009	5	1	140
68009	6	1	150
68009	7	0	 
68009	8	1	68
68009	17	1	320
68009	23	1	5000
68009	30	0	 
68009	31	0	 
68010	1	1	600
68010	2	0	 
68010	3	0	 
68010	4	0	 
68010	5	0	 
68010	6	0	 
68010	7	0	 
68010	8	0	 
68010	17	1	280
68010	23	0	 
68010	30	0	 
68010	31	0	 
68011	1	1	300
68011	2	1	100
68011	3	1	50
68011	4	1	100
68011	5	1	250
68011	6	1	120
68011	7	1	100
68011	8	1	80
68011	17	0	 
68011	23	1	1700
68011	30	0	 
68011	31	0	 
68012	1	0	 
68012	2	0	 
68012	3	0	 
68012	4	1	200
68012	5	1	800
68012	6	1	300
68012	7	0	 
68012	8	1	32
68012	17	1	2000
68012	23	1	600
68012	30	1	500
68012	31	0	 
68013	1	1	95
68013	2	0	 
68013	3	0	 
68013	4	0	 
68013	5	1	32
68013	6	1	20
68013	7	0	 
68013	8	0	 
68013	17	0	 
68013	23	1	100
68013	30	0	 
68013	31	0	 
68015	1	0	 
68015	2	0	 
68015	3	0	 
68015	4	0	 
68015	5	1	50
68015	6	1	100
68015	7	0	 
68015	8	0	 
68015	17	0	 
68015	23	1	450
68015	30	0	 
68015	31	0	 
68016	1	1	600
68016	2	1	300
68016	3	0	 
68016	4	1	200
68016	5	1	400
68016	6	1	200
68016	7	0	 
68016	8	1	200
68016	17	1	100
68016	23	0	 
68016	30	0	 
68016	31	0	 
68017	1	1	100
68017	2	1	100
68017	3	1	50
68017	4	1	50
68017	5	1	25
68017	6	1	25
68017	7	1	25
68017	8	1	25
68017	17	0	 
68017	23	0	 
68017	30	0	 
68017	31	0	 
68018	1	1	200
68018	2	0	 
68018	3	0	 
68018	4	0	 
68018	5	1	200
68018	6	0	 
68018	7	0	 
68018	8	0	 
68018	17	1	100
68018	23	0	 
68018	30	0	 
68018	31	0	 
68019	1	1	65
68019	2	1	240
68019	3	0	 
68019	4	0	 
68019	5	0	 
68019	6	1	115
68019	7	0	 
68019	8	0	 
68019	17	1	350
68019	23	1	160
68019	30	0	 
68019	31	0	 
68020	1	1	300
68020	2	1	300
68020	3	0	 
68020	4	1	300
68020	5	1	150
68020	6	1	150
68020	7	0	 
68020	8	1	150
68020	17	1	500
68020	23	1	365
68020	30	0	 
68020	31	0	 
68021	1	0	 
68021	2	1	200
68021	3	0	 
68021	4	0	 
68021	5	0	 
68021	6	1	50
68021	7	0	 
68021	8	0	 
68021	17	0	 
68021	23	0	 
68021	30	0	 
68021	31	0	 
68022	1	0	 
68022	2	1	100
68022	3	0	 
68022	4	1	200
68022	5	0	 
68022	6	1	100
68022	7	0	 
68022	8	1	45
68022	17	1	80
68022	23	0	 
68022	30	0	 
68022	31	0	 
68023	1	1	300
68023	2	1	100
68023	3	0	 
68023	4	0	 
68023	5	0	 
68023	6	0	 
68023	7	0	 
68023	8	0	 
68023	17	1	180
68023	23	0	 
68023	30	0	 
68023	31	0	 
68024	1	0	 
68024	2	0	 
68024	3	0	 
68024	4	1	500
68024	5	1	350
68024	6	1	50
68024	7	0	 
68024	8	1	75
68024	17	0	 
68024	23	0	 
68024	30	1	1000
68024	31	0	 
68025	1	1	150
68025	2	1	150
68025	3	0	 
68025	4	0	 
68025	5	1	60
68025	6	1	50
68025	7	0	 
68025	8	0	 
68025	17	1	100
68025	23	0	 
68025	30	0	 
68025	31	0	 
78001	1	1	700
78001	2	1	800
78001	3	0	 
78001	4	0	 
78001	5	1	1000
78001	6	1	1000
78001	7	0	 
78001	8	0	 
78001	17	0	 
78001	23	0	 
78001	30	0	 
78001	31	0	 
78002	1	1	200
78002	2	1	600
78002	3	0	 
78002	4	0	 
78002	5	0	 
78002	6	1	800
78002	7	0	 
78002	8	0	 
78002	17	0	 
78002	23	1	6000
78002	30	0	 
78002	31	0	 
78003	1	1	1000
78003	2	1	500
78003	3	0	 
78003	4	0	 
78003	5	1	300
78003	6	1	200
78003	7	0	 
78003	8	0	 
78003	17	1	1100
78003	23	0	 
78003	30	0	 
78003	31	0	 
78005	1	1	500
78005	2	0	 
78005	3	0	 
78005	4	0	 
78005	5	1	100
78005	6	0	 
78005	7	0	 
78005	8	0	 
78005	17	0	 
78005	23	0	 
78005	30	0	 
78005	31	0	 
78006	1	0	 
78006	2	1	60
78006	3	1	45
78006	4	1	30
78006	5	0	 
78006	6	0	 
78006	7	0	 
78006	8	0	 
78006	17	1	1217
78006	23	0	 
78006	30	0	 
78006	31	0	 
78007	1	0	 
78007	2	0	 
78007	3	0	 
78007	4	0	 
78007	5	1	-77
78007	6	1	500
78007	7	0	 
78007	8	0	 
78007	17	0	 
78007	23	0	 
78007	30	1	1800
78007	31	0	 
78008	1	1	300
78008	2	1	900
78008	3	0	 
78008	4	0	 
78008	5	1	300
78008	6	1	300
78008	7	0	 
78008	8	0	 
78008	17	1	2000
78008	23	0	 
78008	30	0	 
78008	31	0	 
78009	1	1	100
78009	2	1	350
78009	3	1	100
78009	4	0	 
78009	5	1	150
78009	6	1	150
78009	7	1	150
78009	8	0	 
78009	17	0	 
78009	23	0	 
78009	30	0	 
78009	31	0	 
78010	1	1	4000
78010	2	1	1500
78010	3	0	 
78010	4	1	1500
78010	5	1	2000
78010	6	1	700
78010	7	0	 
78010	8	1	700
78010	17	0	 
78010	23	1	1000
78010	30	0	 
78010	31	0	 
78011	1	1	127
78011	2	1	300
78011	3	1	360
78011	4	0	 
78011	5	1	170
78011	6	1	210
78011	7	1	160
78011	8	0	 
78011	17	1	150
78011	23	0	 
78011	30	0	 
78011	31	0	 
78012	1	0	 
78012	2	1	50
78012	3	0	 
78012	4	0	 
78012	5	0	 
78012	6	1	100
78012	7	0	 
78012	8	0	 
78012	17	0	 
78012	23	0	 
78012	30	0	 
78012	31	0	 
78013	1	1	800
78013	2	1	500
78013	3	1	500
78013	4	0	 
78013	5	1	800
78013	6	1	400
78013	7	1	400
78013	8	0	 
78013	17	1	15000
78013	23	1	3500
78013	30	0	 
78013	31	0	 
78014	1	1	120
78014	2	1	200
78014	3	0	 
78014	4	1	80
78014	5	1	130
78014	6	1	150
78014	7	0	 
78014	8	1	140
78014	17	1	170
78014	23	0	 
78014	30	0	 
78014	31	0	 
78015	1	1	500
78015	2	1	500
78015	3	1	300
78015	4	1	100
78015	5	1	1000
78015	6	1	300
78015	7	1	200
78015	8	1	50
78015	17	1	1000
78015	23	0	 
78015	30	0	 
78015	31	0	 
78016	1	0	 
78016	2	0	 
78016	3	0	 
78016	4	1	500
78016	5	1	200
78016	6	1	200
78016	7	0	 
78016	8	1	300
78016	17	0	 
78016	23	0	 
78016	30	1	300
78016	31	0	 
78017	1	1	400
78017	2	1	200
78017	3	1	200
78017	4	1	250
78017	5	1	120
78017	6	1	40
78017	7	1	35
78017	8	1	70
78017	17	0	 
78017	23	0	 
78017	30	0	 
78017	31	1	50
78018	1	1	100
78018	2	1	100
78018	3	0	 
78018	4	0	 
78018	5	0	 
78018	6	0	 
78018	7	0	 
78018	8	0	 
78018	17	1	140
78018	23	1	100
78018	30	0	 
78018	31	0	 
78019	1	1	200
78019	2	1	100
78019	3	1	100
78019	4	1	50
78019	5	1	100
78019	6	1	50
78019	7	1	50
78019	8	1	60
78019	17	0	 
78019	23	0	 
78019	30	0	 
78019	31	0	 
78020	1	1	200
78020	2	1	300
78020	3	1	300
78020	4	1	200
78020	5	1	70
78020	6	1	0
78020	7	1	100
78020	8	1	90
78020	17	1	244
78020	23	1	600
78020	30	0	 
78020	31	0	 
78021	1	1	600
78021	2	1	800
78021	3	0	 
78021	4	1	1000
78021	5	1	500
78021	6	1	500
78021	7	0	 
78021	8	1	800
78021	17	1	1000
78021	23	1	3000
78021	30	0	 
78021	31	0	 
78022	1	1	1300
78022	2	1	1000
78022	3	0	 
78022	4	0	 
78022	5	1	500
78022	6	1	300
78022	7	0	 
78022	8	0	 
78022	17	0	 
78022	23	0	 
78022	30	0	 
78022	31	0	 
78024	1	1	300
78024	2	1	1300
78024	3	0	 
78024	4	1	300
78024	5	1	200
78024	6	1	150
78024	7	0	 
78024	8	1	450
78024	17	1	800
78024	23	0	 
78024	30	0	 
78024	31	0	 
78026	1	1	200
78026	2	1	0
78026	3	0	 
78026	4	0	 
78026	5	1	200
78026	6	1	30
78026	7	0	 
78026	8	0	 
78026	17	0	 
78026	23	0	 
78026	30	0	 
78026	31	0	 
78027	1	1	50
78027	2	1	50
78027	3	0	 
78027	4	0	 
78027	5	1	45
78027	6	1	30
78027	7	0	 
78027	8	0	 
78027	17	0	 
78027	23	0	 
78027	30	0	 
78027	31	0	 
78028	1	1	200
78028	2	1	500
78028	3	0	 
78028	4	0	 
78028	5	1	200
78028	6	1	200
78028	7	0	 
78028	8	0	 
78028	17	1	300
78028	23	1	180
78028	30	0	 
78028	31	0	 
78029	1	1	250
78029	2	1	700
78029	3	0	 
78029	4	1	250
78029	5	1	170
78029	6	1	320
78029	7	0	 
78029	8	1	130
78029	17	0	 
78029	23	1	7000
78029	30	0	 
78029	31	0	 
78030	1	0	 
78030	2	1	150
78030	3	0	 
78030	4	1	70
78030	5	0	 
78030	6	1	120
78030	7	0	 
78030	8	1	150
78030	17	1	70
78030	23	0	 
78030	30	0	 
78030	31	0	 
78031	1	1	40
78031	2	1	50
78031	3	1	100
78031	4	1	80
78031	5	1	60
78031	6	1	40
78031	7	1	100
78031	8	1	80
78031	17	1	300
78031	23	0	 
78031	30	0	 
78031	31	0	 
78032	1	0	 
78032	2	1	400
78032	3	0	 
78032	4	0	 
78032	5	0	 
78032	6	1	300
78032	7	0	 
78032	8	0	 
78032	17	1	50
78032	23	1	850
78032	30	0	 
78032	31	0	 
78033	1	0	 
78033	2	1	550
78033	3	1	300
78033	4	1	300
78033	5	0	 
78033	6	1	100
78033	7	1	200
78033	8	1	200
78033	17	0	 
78033	23	1	10
78033	30	0	 
78033	31	0	 
78034	1	0	 
78034	2	0	 
78034	3	0	 
78034	4	0	 
78034	5	1	25
78034	6	0	 
78034	7	0	 
78034	8	0	 
78034	17	1	150
78034	23	1	500
78034	30	0	 
78034	31	0	 
78035	1	1	200
78035	2	1	450
78035	3	0	 
78035	4	0	 
78035	5	1	400
78035	6	1	300
78035	7	0	 
78035	8	0	 
78035	17	1	150
78035	23	0	 
78035	30	0	 
78035	31	0	 
78036	1	1	70
78036	2	1	100
78036	3	1	250
78036	4	0	 
78036	5	1	270
78036	6	1	160
78036	7	1	115
78036	8	0	 
78036	17	0	 
78036	23	0	 
78036	30	0	 
78036	31	0	 
78037	1	1	100
78037	2	0	 
78037	3	0	 
78037	4	0	 
78037	5	1	50
78037	6	0	 
78037	7	0	 
78037	8	0	 
78037	17	1	500
78037	23	0	 
78037	30	0	 
78037	31	0	 
78038	1	1	4000
78038	2	1	4000
78038	3	0	 
78038	4	0	 
78038	5	1	3800
78038	6	1	1500
78038	7	0	 
78038	8	0	 
78038	17	1	2000
78038	23	0	 
78038	30	0	 
78038	31	0	 
78039	1	1	30
78039	2	0	 
78039	3	0	 
78039	4	1	60
78039	5	1	30
78039	6	0	 
78039	7	0	 
78039	8	1	35
78039	17	1	32
78039	23	0	 
78039	30	0	 
78039	31	0	 
78040	1	0	 
78040	2	0	 
78040	3	0	 
78040	4	0	 
78040	5	0	 
78040	6	0	 
78040	7	0	 
78040	8	0	 
78040	17	0	 
78040	23	1	300
78040	30	0	 
78040	31	0	 
78041	1	1	500
78041	2	1	300
78041	3	1	200
78041	4	0	 
78041	5	1	500
78041	6	1	500
78041	7	1	500
78041	8	0	 
78041	17	1	300
78041	23	0	 
78041	30	0	 
78041	31	0	 
78042	1	1	300
78042	2	1	200
78042	3	1	100
78042	4	0	 
78042	5	1	300
78042	6	1	200
78042	7	1	100
78042	8	0	 
78042	17	0	 
78042	23	0	 
78042	30	0	 
78042	31	0	 
78043	1	1	200
78043	2	1	800
78043	3	1	300
78043	4	1	200
78043	5	0	 
78043	6	1	400
78043	7	1	150
78043	8	1	100
78043	17	0	 
78043	23	0	 
78043	30	0	 
78043	31	0	 
78044	1	0	 
78044	2	1	350
78044	3	1	150
78044	4	1	150
78044	5	0	 
78044	6	1	300
78044	7	1	200
78044	8	1	200
78044	17	1	200
78044	23	0	 
78044	30	0	 
78044	31	0	 
78045	1	1	200
78045	2	1	150
78045	3	0	 
78045	4	1	250
78045	5	0	 
78045	6	0	 
78045	7	0	 
78045	8	0	 
78045	17	1	30
78045	23	0	 
78045	30	0	 
78045	31	0	 
78046	1	0	 
78046	2	1	200
78046	3	1	200
78046	4	0	 
78046	5	0	 
78046	6	1	250
78046	7	1	250
78046	8	0	 
78046	17	1	100
78046	23	1	690
78046	30	0	 
78046	31	0	 
78047	1	1	250
78047	2	1	50
78047	3	0	 
78047	4	0	 
78047	5	0	 
78047	6	0	 
78047	7	0	 
78047	8	0	 
78047	17	0	 
78047	23	0	 
78047	30	0	 
78047	31	0	 
78048	1	0	 
78048	2	0	 
78048	3	0	 
78048	4	0	 
78048	5	1	-77
78048	6	1	-77
78048	7	0	 
78048	8	0	 
78048	17	1	100
78048	23	0	 
78048	30	1	-77
78048	31	0	 
78049	1	1	50
78049	2	1	0
78049	3	1	300
78049	4	0	 
78049	5	0	 
78049	6	1	60
78049	7	1	150
78049	8	0	 
78049	17	1	200
78049	23	1	60
78049	30	0	 
78049	31	0	 
78050	1	1	58
78050	2	1	65
78050	3	0	 
78050	4	1	80
78050	5	1	110
78050	6	1	80
78050	7	0	 
78050	8	1	130
78050	17	1	60
78050	23	0	 
78050	30	0	 
78050	31	0	 
78051	1	1	500
78051	2	0	 
78051	3	1	250
78051	4	1	200
78051	5	1	600
78051	6	0	 
78051	7	1	500
78051	8	1	200
78051	17	1	150
78051	23	1	350
78051	30	0	 
78051	31	0	 
78052	1	1	700
78052	2	1	2000
78052	3	1	1300
78052	4	0	 
78052	5	0	 
78052	6	0	 
78052	7	0	 
78052	8	0	 
78052	17	0	 
78052	23	1	5000
78052	30	0	 
78052	31	0	 
88001	1	0	 
88001	2	1	200
88001	3	1	200
88001	4	0	 
88001	5	0	 
88001	6	1	75
88001	7	0	 
88001	8	0	 
88001	17	0	 
88001	23	1	200
88001	30	0	 
88001	31	0	 
88002	1	1	200
88002	2	1	100
88002	3	1	80
88002	4	0	 
88002	5	0	 
88002	6	1	80
88002	7	0	 
88002	8	0	 
88002	17	0	 
88002	23	0	 
88002	30	0	 
88002	31	0	 
88003	1	1	800
88003	2	1	400
88003	3	0	 
88003	4	0	 
88003	5	1	320
88003	6	1	150
88003	7	0	 
88003	8	0	 
88003	17	1	200
88003	23	0	 
88003	30	0	 
88003	31	0	 
88004	1	1	1000
88004	2	1	400
88004	3	1	400
88004	4	1	200
88004	5	1	600
88004	6	1	250
88004	7	1	120
88004	8	1	100
88004	17	0	 
88004	23	0	 
88004	30	0	 
88004	31	0	 
88005	1	0	 
88005	2	1	1000
88005	3	1	700
88005	4	0	 
88005	5	0	 
88005	6	1	500
88005	7	1	300
88005	8	0	 
88005	17	0	 
88005	23	0	 
88005	30	0	 
88005	31	0	 
88007	1	1	300
88007	2	1	300
88007	3	0	 
88007	4	1	250
88007	5	1	90
88007	6	1	150
88007	7	0	 
88007	8	0	 
88007	17	0	 
88007	23	0	 
88007	30	0	 
88007	31	0	 
88008	1	1	250
88008	2	1	300
88008	3	1	50
88008	4	0	 
88008	5	1	250
88008	6	1	180
88008	7	1	70
88008	8	0	 
88008	17	0	 
88008	23	0	 
88008	30	0	 
88008	31	0	 
88009	1	1	60
88009	2	1	42
88009	3	0	 
88009	4	0	 
88009	5	1	55
88009	6	1	35
88009	7	0	 
88009	8	0	 
88009	17	0	 
88009	23	0	 
88009	30	0	 
88009	31	0	 
88010	1	1	100
88010	2	1	200
88010	3	1	100
88010	4	1	100
88010	5	0	 
88010	6	1	100
88010	7	1	100
88010	8	1	50
88010	17	1	500
88010	23	0	 
88010	30	0	 
88010	31	0	 
88011	1	1	150
88011	2	1	100
88011	3	0	 
88011	4	1	100
88011	5	1	100
88011	6	1	50
88011	7	0	 
88011	8	1	50
88011	17	1	10
88011	23	0	 
88011	30	0	 
88011	31	0	 
88012	1	0	 
88012	2	1	150
88012	3	0	 
88012	4	1	200
88012	5	0	 
88012	6	1	130
88012	7	0	 
88012	8	1	300
88012	17	1	600
88012	23	1	1700
88012	30	0	 
88012	31	0	 
88013	1	1	100
88013	2	1	50
88013	3	1	70
88013	4	0	 
88013	5	1	20
88013	6	1	10
88013	7	1	10
88013	8	0	 
88013	17	0	 
88013	23	0	 
88013	30	0	 
88013	31	0	 
88014	1	1	300
88014	2	1	1200
88014	3	0	 
88014	4	0	 
88014	5	1	70
88014	6	1	400
88014	7	0	 
88014	8	0	 
88014	17	0	 
88014	23	0	 
88014	30	0	 
88014	31	0	 
88015	1	0	 
88015	2	1	100
88015	3	1	100
88015	4	1	100
88015	5	0	 
88015	6	0	 
88015	7	1	32
88015	8	0	 
88015	17	1	50
88015	23	0	 
88015	30	0	 
88015	31	0	 
88016	1	1	600
88016	2	1	300
88016	3	0	 
88016	4	0	 
88016	5	1	200
88016	6	1	190
88016	7	0	 
88016	8	0	 
88016	17	1	80
88016	23	1	900
88016	30	0	 
88016	31	0	 
88017	1	1	100
88017	2	1	100
88017	3	1	100
88017	4	1	100
88017	5	1	80
88017	6	1	0
88017	7	1	30
88017	8	1	40
88017	17	0	 
88017	23	0	 
88017	30	0	 
88017	31	0	 
88019	1	0	 
88019	2	1	300
88019	3	1	300
88019	4	0	 
88019	5	0	 
88019	6	1	200
88019	7	1	100
88019	8	0	 
88019	17	1	100
88019	23	0	 
88019	30	0	 
88019	31	0	 
88020	1	1	135
88020	2	1	35
88020	3	0	 
88020	4	0	 
88020	5	1	100
88020	6	1	30
88020	7	1	25
88020	8	0	 
88020	17	1	50
88020	23	0	 
88020	30	0	 
88020	31	0	 
88021	1	1	400
88021	2	0	 
88021	3	1	150
88021	4	1	100
88021	5	1	300
88021	6	0	 
88021	7	1	80
88021	8	1	120
88021	17	1	50
88021	23	0	 
88021	30	0	 
88021	31	0	 
88022	1	0	 
88022	2	1	180
88022	3	0	 
88022	4	0	 
88022	5	0	 
88022	6	1	70
88022	7	0	 
88022	8	0	 
88022	17	0	 
88022	23	0	 
88022	30	0	 
88022	31	0	 
88024	1	1	300
88024	2	1	120
88024	3	1	300
88024	4	1	120
88024	5	1	150
88024	6	1	50
88024	7	1	80
88024	8	1	100
88024	17	1	50
88024	23	0	 
88024	30	0	 
88024	31	0	 
88025	1	1	40
88025	2	1	150
88025	3	1	100
88025	4	0	 
88025	5	0	 
88025	6	0	 
88025	7	1	50
88025	8	0	 
88025	17	1	130
88025	23	0	 
88025	30	0	 
88025	31	0	 
88026	1	1	200
88026	2	1	200
88026	3	0	 
88026	4	0	 
88026	5	1	160
88026	6	1	180
88026	7	0	 
88026	8	0	 
88026	17	1	330
88026	23	1	150
88026	30	0	 
88026	31	0	 
88027	1	0	 
88027	2	1	1500
88027	3	1	500
88027	4	0	 
88027	5	0	 
88027	6	0	 
88027	7	1	100
88027	8	0	 
88027	17	1	30
88027	23	0	 
88027	30	0	 
88027	31	0	 
88028	1	1	100
88028	2	1	35
88028	3	0	 
88028	4	0	 
88028	5	0	 
88028	6	0	 
88028	7	0	 
88028	8	0	 
88028	17	0	 
88028	23	0	 
88028	30	0	 
88028	31	0	 
88029	1	1	300
88029	2	1	150
88029	3	1	120
88029	4	0	 
88029	5	1	180
88029	6	1	160
88029	7	1	150
88029	8	0	 
88029	17	1	100
88029	23	0	 
88029	30	0	 
88029	31	0	 
88031	1	0	 
88031	2	0	 
88031	3	0	 
88031	4	0	 
88031	5	0	 
88031	6	0	 
88031	7	0	 
88031	8	0	 
88031	17	0	 
88031	23	0	 
88031	30	0	 
88031	31	0	 
98001	1	1	1000
98001	2	0	 
98001	3	0	 
98001	4	0	 
98001	5	1	1000
98001	6	0	 
98001	7	0	 
98001	8	0	 
98001	17	1	100
98001	23	1	510
98001	30	0	 
98001	31	0	 
98002	1	1	600
98002	2	1	300
98002	3	1	300
98002	4	1	150
98002	5	1	120
98002	6	1	120
98002	7	1	150
98002	8	1	50
98002	17	0	 
98002	23	0	 
98002	30	0	 
98002	31	1	300
98004	1	1	1500
98004	2	1	800
98004	3	0	 
98004	4	0	 
98004	5	1	900
98004	6	1	350
98004	7	0	 
98004	8	0	 
98004	17	1	30
98004	23	1	1600
98004	30	0	 
98004	31	0	 
98006	1	0	 
98006	2	0	 
98006	3	0	 
98006	4	1	100
98006	5	0	 
98006	6	0	 
98006	7	0	 
98006	8	1	30
98006	17	0	 
98006	23	0	 
98006	30	0	 
98006	31	0	 
98007	1	0	 
98007	2	1	200
98007	3	0	 
98007	4	0	 
98007	5	0	 
98007	6	1	100
98007	7	0	 
98007	8	0	 
98007	17	0	 
98007	23	1	350
98007	30	0	 
98007	31	0	 
98008	1	1	180
98008	2	1	150
98008	3	0	 
98008	4	0	 
98008	5	1	200
98008	6	1	200
98008	7	0	 
98008	8	0	 
98008	17	1	80
98008	23	0	 
98008	30	0	 
98008	31	0	 
98009	1	0	 
98009	2	0	 
98009	3	0	 
98009	4	0	 
98009	5	0	 
98009	6	0	 
98009	7	0	 
98009	8	0	 
98009	17	0	 
98009	23	0	 
98009	30	0	 
98009	31	0	 
98010	1	0	 
98010	2	0	 
98010	3	1	500
98010	4	1	400
98010	5	0	 
98010	6	0	 
98010	7	1	400
98010	8	1	200
98010	17	0	 
98010	23	0	 
98010	30	0	 
98010	31	0	 
98011	1	1	80
98011	2	1	180
98011	3	1	40
98011	4	1	50
98011	5	1	20
98011	6	1	35
98011	7	1	40
98011	8	1	30
98011	17	0	 
98011	23	0	 
98011	30	0	 
98011	31	0	 
98012	1	0	 
98012	2	1	60
98012	3	0	 
98012	4	0	 
98012	5	0	 
98012	6	1	30
98012	7	0	 
98012	8	1	15
98012	17	1	200
98012	23	0	 
98012	30	0	 
98012	31	0	 
98013	1	1	300
98013	2	1	40
98013	3	1	120
98013	4	0	 
98013	5	1	150
98013	6	1	40
98013	7	1	200
98013	8	0	 
98013	17	0	 
98013	23	0	 
98013	30	0	 
98013	31	0	 
98014	1	1	1500
98014	2	1	150
98014	3	0	 
98014	4	0	 
98014	5	1	1300
98014	6	1	150
98014	7	0	 
98014	8	0	 
98014	17	0	 
98014	23	1	1120
98014	30	0	 
98014	31	0	 
98015	1	1	1000
98015	2	1	900
98015	3	0	 
98015	4	0	 
98015	5	1	1200
98015	6	1	400
98015	7	0	 
98015	8	0	 
98015	17	1	300
98015	23	1	0
98015	30	0	 
98015	31	0	 
98016	1	0	 
98016	2	0	 
98016	3	0	 
98016	4	1	1000
98016	5	1	1500
98016	6	1	1000
98016	7	0	 
98016	8	1	600
98016	17	1	100
98016	23	0	 
98016	30	1	5000
98016	31	0	 
98017	1	1	60
98017	2	1	160
98017	3	0	 
98017	4	0	 
98017	5	1	200
98017	6	1	200
98017	7	0	 
98017	8	0	 
98017	17	1	250
98017	23	0	 
98017	30	0	 
98017	31	0	 
98018	1	1	2000
98018	2	1	4500
98018	3	0	 
98018	4	1	2000
98018	5	1	1500
98018	6	1	1900
98018	7	0	 
98018	8	0	 
98018	17	1	10000
98018	23	1	2100
98018	30	0	 
98018	31	0	 
98020	1	0	 
98020	2	0	 
98020	3	0	 
98020	4	0	 
98020	5	1	300
