CHILDCODE	MEMIDR4	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER4	LIVHSER4	YRDIEDR4	MTHBRNR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	THSDISR4	BRNDEPR4	GRADER4	EDCCHGR4	STILLR4	WHYNOTR4	AGEGRDR4	SCHTYPR4	LSTTYPR4	MEMINCR4	MEMCNSR4
58004	15	15	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58004	16	46	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58004	17	51	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58004	18	9	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58004	19	9	 	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58004	20	9	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58006	0	19	 	2	0	1	 	7	3	2	0	2	98	0	22	13	 	1	 	 	1	 	Y	N
58006	1	43	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58006	2	36	 	2	1	1	 	9	1	2	0	98	98	0	6	10	0	0	 	 	 	4	Y	N
58006	3	17	 	1	7	1	 	2	3	6	0	2	98	0	22	11	1	0	1	16	 	4	Y	N
58006	15	13	 	2	7	1	 	9	3	6	0	2	98	0	22	8	1	1	 	 	4	 	N	N
58006	16	1	 	1	27	1	 	1	5	 	0	0	98	0	22	 	 	 	 	 	 	 	N	N
58007	0	19	 	1	0	1	 	3	1	6	0	98	98	0	6	11	 	0	 	 	 	1	Y	N
58007	1	-88	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	2	50	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	3	27	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	4	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	5	23	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	6	21	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	7	17	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	8	8	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58008	0	18	 	1	0	1	 	2	3	6	0	2	1	0	22	11	 	0	 	 	 	4	N	Y
58008	1	44	 	1	1	1	 	5	1	1	0	98	98	0	22	11	0	0	 	 	 	4	Y	N
58008	2	46	 	2	1	1	 	6	2	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
58008	3	16	 	2	7	1	 	2	3	6	0	2	1	0	22	11	1	1	 	 	4	 	N	N
58008	4	5	 	2	7	1	 	9	3	 	0	2	1	0	22	0	 	0	5	 	 	88	N	N
58011	0	18	 	2	0	1	 	2	3	6	0	2	1	1	 	11	 	0	 	 	 	4	Y	N
58011	1	45	 	1	1	1	 	12	1	3	0	6	98	1	 	8	0	0	 	 	 	4	Y	N
58011	2	40	 	2	1	1	 	11	2	3	0	98	98	1	 	4	0	0	 	 	 	4	Y	N
58011	3	21	 	1	7	1	 	2	3	6	0	2	1	1	 	11	1	0	 	 	 	4	Y	N
58011	4	16	 	2	7	1	 	12	3	6	1	2	1	1	 	10	1	1	 	 	4	 	N	N
58011	5	52	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58011	6	70	 	2	6	1	 	6	6	4	0	98	98	 	 	 	 	 	 	 	 	 	N	N
58012	0	18	 	1	0	1	 	4	3	6	0	2	0	1	 	11	 	1	 	 	4	 	N	N
58012	1	58	 	1	1	1	 	4	1	3	0	98	98	0	1	6	0	0	 	 	 	4	Y	N
58012	2	40	 	2	1	1	 	11	2	3	0	98	98	0	1	6	0	0	 	 	 	4	N	N
58012	3	22	 	1	7	1	 	10	3	6	0	2	0	1	 	10	0	0	 	 	 	4	Y	N
58012	15	15	 	1	7	1	 	12	3	6	0	2	1	1	 	11	1	1	 	 	4	 	N	N
58012	16	8	 	1	7	1	 	3	3	 	0	2	1	1	 	3	1	1	 	 	4	 	N	N
58013	0	18	 	2	0	1	 	3	3	6	0	2	1	0	6	11	 	0	 	 	 	4	Y	N
58013	1	40	 	1	1	1	 	12	1	1	0	98	98	0	6	3	0	0	 	 	 	4	Y	N
58013	2	37	 	2	1	1	 	5	2	1	0	98	98	0	6	4	0	0	 	 	 	4	Y	N
58013	15	15	 	1	7	1	 	6	3	6	0	2	1	0	6	10	1	1	 	 	4	 	N	N
58013	16	6	 	1	7	1	 	6	3	 	0	2	1	1	 	20	1	1	 	 	4	 	N	N
58014	0	18	 	1	0	1	 	1	3	6	0	2	1	1	 	11	 	1	 	 	4	 	N	Y
58014	1	58	 	1	1	1	 	12	1	3	0	98	98	0	6	6	0	0	 	 	 	4	Y	N
58014	2	48	 	2	1	1	 	2	2	3	0	98	98	0	6	4	0	0	 	 	 	4	N	N
58014	3	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58014	4	22	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58014	5	20	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58014	15	15	 	2	7	1	 	12	3	6	0	2	1	1	 	10	0	1	 	 	4	 	N	N
58015	0	19	 	2	0	1	 	8	3	1	0	2	1	1	 	7	 	0	 	 	 	4	N	N
58015	1	70	 	1	1	1	 	7	1	1	0	98	98	0	14	1	0	0	 	 	 	4	N	N
58015	2	57	 	2	1	1	 	9	2	1	0	98	98	0	14	2	0	0	 	 	 	4	N	N
58015	3	39	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	4	25	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	5	24	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	6	22	 	2	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	15	16	 	1	7	1	 	10	3	6	0	2	1	1	 	7	0	0	1	15	 	4	Y	N
58015	16	14	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	17	30	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	18	12	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	19	10	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	20	4	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	21	23	 	1	25	1	 	10	4	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
58015	22	2	 	2	27	1	 	10	5	 	0	0	21	1	 	 	 	 	 	 	 	 	N	N
58015	23	0	6	2	27	1	 	5	5	 	0	0	21	1	 	 	 	 	 	 	 	 	N	N
58016	0	18	 	1	0	1	 	3	3	6	0	2	1	1	 	10	 	1	 	 	1	 	Y	Y
58016	1	42	 	1	1	1	 	5	1	3	0	98	98	0	22	3	0	0	 	 	 	4	Y	Y
58016	2	38	 	2	1	1	 	9	2	3	0	98	98	0	1	2	0	0	 	 	 	4	N	N
58016	3	23	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58016	4	20	 	2	7	1	 	3	3	6	0	2	1	1	 	11	0	0	 	 	 	4	N	N
58016	5	16	 	1	7	1	 	12	3	6	0	2	1	1	 	9	1	1	 	 	1	 	Y	Y
58016	6	29	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58016	7	8	 	2	7	1	 	7	3	 	0	2	1	1	 	2	1	1	 	 	4	 	N	N
58016	8	4	 	2	7	1	 	8	3	 	0	2	1	1	 	20	 	0	88	 	 	88	N	N
58017	0	19	 	1	0	1	 	11	1	6	0	98	98	0	22	11	 	0	 	 	 	4	Y	N
58017	1	17	 	2	8	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	2	79	 	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	3	69	 	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	4	44	 	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	5	28	 	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	6	25	 	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	7	22	 	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58019	0	18	 	2	0	1	 	2	3	6	0	2	1	1	 	13	 	1	 	 	4	 	N	Y
58019	1	43	 	1	1	1	 	1	1	3	0	98	98	0	1	3	0	0	 	 	 	4	Y	N
58019	2	39	 	2	1	1	 	3	2	3	0	98	98	0	1	7	0	0	 	 	 	4	Y	N
58019	3	17	 	2	7	1	 	11	3	6	0	2	1	0	22	11	1	1	 	 	4	 	N	N
58019	4	8	 	2	7	1	 	1	3	 	0	2	1	1	 	2	1	1	 	 	4	 	N	N
58020	0	19	 	2	0	1	 	10	10	2	0	98	98	0	22	9	 	0	 	 	 	4	Y	N
58020	1	88	 	2	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	2	88	 	2	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	3	88	 	2	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	4	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	5	88	 	1	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	15	88	 	2	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	16	88	 	1	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	17	88	 	1	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	18	25	 	1	25	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	19	4	 	1	27	1	 	12	10	 	0	98	98	0	20	20	 	1	 	 	1	 	N	N
58020	20	77	 	2	26	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	21	77	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	22	77	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
58020	23	58	 	1	16	1	 	9	1	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
58020	24	15	 	2	15	1	 	5	3	6	0	25	23	 	 	 	 	 	 	 	 	 	N	N
58020	25	35	 	2	8	1	 	11	2	1	0	98	98	0	1	11	0	0	 	 	 	4	Y	N
58020	26	10	 	1	15	1	 	6	3	 	0	25	23	 	 	 	 	 	 	 	 	 	N	N
58020	27	4	 	2	15	1	 	8	3	 	0	25	23	 	 	 	 	 	 	 	 	 	N	N
58021	0	18	 	1	0	1	 	1	3	6	0	2	1	0	1	9	 	0	 	 	 	4	Y	N
58021	1	38	 	1	1	1	 	1	1	1	1	98	98	0	1	3	0	0	 	 	 	4	Y	Y
58021	2	34	 	2	1	1	 	8	2	1	0	98	98	0	1	3	0	0	 	 	 	4	Y	N
58021	3	17	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58021	15	15	 	2	7	1	 	5	3	6	0	2	1	0	1	7	1	2	 	 	4	 	N	Y
58021	16	8	 	1	7	1	 	2	3	 	0	2	1	0	22	3	1	1	 	 	4	 	N	N
58021	17	6	 	1	7	1	 	6	3	 	0	2	1	0	1	20	1	1	 	 	4	 	N	N
58021	18	4	 	2	7	1	 	3	3	 	0	2	1	1	 	0	 	0	31	 	 	88	N	N
58021	19	0	2	1	7	1	 	9	3	 	0	2	1	1	 	 	 	 	 	 	 	 	N	N
58022	0	18	 	1	0	1	 	12	1	6	0	98	98	0	22	11	 	0	 	 	 	4	Y	N
58022	1	51	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	2	50	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	3	27	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	4	24	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	5	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	6	16	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	7	-88	 	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	8	-88	 	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58023	0	19	 	1	0	1	 	7	3	6	0	2	1	0	1	13	 	1	 	 	4	 	N	Y
58023	1	45	 	1	1	1	 	4	1	1	0	98	98	0	1	6	0	0	 	 	 	4	Y	N
58023	2	43	 	2	1	1	 	10	2	1	0	98	98	0	6	6	0	0	 	 	 	4	N	N
58023	3	21	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 
58025	0	18	 	1	0	1	 	1	3	6	0	2	1	0	22	13	 	1	 	 	1	 	N	N
58025	1	49	 	1	1	1	 	11	1	1	0	98	98	0	6	3	0	0	 	 	 	4	Y	Y
58025	2	51	 	2	1	1	 	12	2	1	0	98	98	0	6	2	0	0	 	 	 	4	N	Y
58025	3	23	 	1	9	1	 	5	7	6	0	2	98	0	6	11	0	0	 	 	 	4	Y	N
58025	4	17	 	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58025	5	10	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58026	0	19	 	2	0	1	 	9	3	6	0	2	1	1	 	13	 	1	 	 	4	 	N	Y
58026	1	57	 	1	1	1	 	4	1	3	0	98	98	0	6	6	0	0	 	 	 	4	Y	N
58026	2	49	 	2	1	1	 	6	2	3	0	98	98	0	6	6	0	0	 	 	 	4	N	N
58026	3	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58026	15	11	 	2	7	1	 	8	3	 	0	2	1	1	 	5	1	1	 	 	4	 	N	N
58026	16	27	 	2	7	1	 	7	3	6	0	2	1	1	 	14	1	0	 	 	 	4	Y	N
58027	0	19	 	1	0	1	 	1	3	6	0	2	1	0	22	15	 	1	 	 	1	 	N	N
58027	1	44	 	1	1	1	 	12	1	3	0	98	98	0	1	13	0	0	 	 	 	1	Y	N
58027	2	48	 	2	1	1	 	5	2	3	0	98	98	0	1	11	0	0	 	 	 	4	Y	N
58027	3	20	 	2	7	1	 	1	3	2	0	2	1	1	 	13	0	0	 	 	 	1	Y	N
58027	4	16	 	2	7	1	 	5	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
58027	15	14	 	2	7	1	 	7	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
58027	16	8	 	1	7	1	 	3	3	 	0	2	1	1	 	2	1	1	 	 	4	 	N	N
58027	17	4	 	1	7	1	 	5	3	 	0	2	1	1	 	0	 	0	1	 	 	88	N	N
58027	18	3	 	1	15	1	 	10	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
58028	0	19	 	1	0	1	 	1	1	1	0	98	98	1	 	11	 	0	 	 	 	4	Y	N
58028	1	55	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	2	54	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	3	28	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	4	27	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	5	24	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	6	35	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	7	18	 	2	25	1	 	9	2	1	0	98	98	1	 	9	0	0	 	 	 	4	N	N
58029	0	17	 	1	0	1	 	12	10	6	0	1	98	0	22	6	 	0	33	12	 	4	Y	Y
58029	1	46	 	2	1	1	 	4	2	1	0	98	98	0	6	6	0	0	 	 	 	4	N	N
58029	2	29	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	3	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	4	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	5	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	6	16	 	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	7	-88	 	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	8	47	 	1	2	1	 	2	1	1	0	98	98	0	6	6	0	0	 	 	 	4	Y	Y
58029	9	-88	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	10	8	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	11	29	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	12	6	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	13	19	 	1	14	1	 	8	10	6	0	98	98	 	 	 	 	 	 	 	 	 	Y	Y
58030	0	19	 	1	0	1	 	7	1	6	0	98	98	0	22	11	 	0	 	 	 	4	Y	N
58030	1	48	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	2	41	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	3	24	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	4	22	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	15	15	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68001	0	19	 	2	0	1	 	7	3	6	1	2	1	1	 	15	 	1	 	 	1	 	N	N
68001	1	48	 	1	1	1	 	3	1	3	0	98	98	1	 	16	1	2	 	 	1	 	Y	N
68001	2	45	 	2	1	1	 	4	2	3	0	98	98	1	 	13	0	0	 	 	 	4	Y	N
68001	3	16	 	1	7	1	 	11	3	6	0	2	1	1	 	10	1	1	 	 	4	 	N	N
68002	0	19	 	2	0	1	 	6	2	3	0	98	98	1	 	15	 	2	 	 	4	 	N	N
68002	1	55	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68002	2	46	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68002	3	28	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68002	4	26	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68002	5	25	 	1	25	1	 	4	1	3	0	98	98	1	 	16	0	0	 	 	 	4	Y	N
68003	0	18	 	2	0	1	 	3	3	6	0	2	1	0	22	11	 	0	 	 	 	1	N	N
68003	1	62	 	1	1	1	 	7	1	1	0	98	98	0	2	11	0	0	 	 	 	4	Y	N
68003	2	50	 	2	1	1	 	3	2	1	0	98	98	0	22	9	0	0	 	 	 	4	Y	N
68003	3	20	 	1	7	1	 	6	3	6	0	2	1	0	22	10	0	0	 	 	 	1	Y	N
68003	4	0	3	2	27	1	 	5	5	 	0	0	98	0	13	 	 	 	 	 	 	 	N	N
68004	0	18	 	1	0	1	 	4	3	6	0	2	1	1	 	15	 	1	 	 	4	 	N	N
68004	1	38	 	1	1	1	 	11	1	3	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
68004	2	38	 	2	1	1	 	10	2	3	0	3	98	0	22	11	0	0	 	 	 	4	Y	N
68004	3	70	 	2	5	1	 	3	11	6	0	98	98	 	 	 	 	 	 	 	 	 	N	N
68004	4	28	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68004	5	5	 	1	7	1	 	1	3	 	0	2	1	1	 	20	 	1	 	 	4	 	N	N
68005	0	19	 	2	0	1	 	9	2	1	0	98	98	1	 	13	 	0	 	 	 	1	Y	N
68005	1	35	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	2	37	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	15	15	 	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	16	9	 	2	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	17	48	 	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	18	56	 	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	19	26	 	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	20	28	 	2	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	21	8	 	1	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	22	24	 	2	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	23	4	 	2	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	24	11	 	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	25	23	 	1	25	1	 	6	1	1	0	98	98	0	22	14	0	0	 	 	 	1	Y	N
68006	0	18	 	1	0	1	 	11	3	6	0	2	98	1	 	15	 	1	 	 	4	 	N	N
68006	1	88	 	1	1	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68006	2	60	 	2	1	1	 	12	1	4	0	98	98	0	20	6	0	0	 	 	 	4	Y	N
68006	3	40	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68006	4	38	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68006	5	80	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68006	6	18	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68007	0	19	 	2	0	1	 	6	3	6	0	2	1	1	 	13	 	1	 	 	1	 	N	N
68007	1	52	 	1	1	1	 	12	1	1	0	98	98	0	20	6	0	0	 	 	 	4	Y	Y
68007	2	42	 	2	1	1	 	2	2	1	0	98	98	0	20	8	0	0	 	 	 	88	N	N
68007	15	11	 	2	7	1	 	10	3	 	0	2	1	1	 	4	1	1	 	 	4	 	N	N
68007	16	19	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68008	0	19	 	2	0	1	 	8	3	6	0	2	1	0	22	13	 	1	 	 	4	 	Y	N
68008	1	42	 	1	1	1	 	5	1	1	0	98	98	0	22	13	0	0	 	 	 	4	Y	N
68008	2	46	 	2	1	1	 	5	2	1	0	98	98	0	10	9	0	0	 	 	 	4	Y	N
68008	3	21	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68008	4	49	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68008	5	23	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68008	6	16	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68008	7	78	 	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
68009	0	18	 	2	0	1	 	6	3	6	0	2	1	1	 	11	 	1	 	 	4	 	N	N
68009	1	47	 	1	1	1	 	1	1	3	0	98	98	0	11	16	1	1	 	 	4	 	Y	N
68009	2	44	 	2	1	1	 	8	2	3	0	98	98	0	22	15	1	1	 	 	4	 	Y	N
68009	3	10	 	1	7	1	 	5	3	 	0	2	1	1	 	5	1	1	 	 	4	 	N	N
68010	0	19	 	1	0	1	 	8	3	6	0	2	98	0	22	15	 	1	 	 	1	 	N	N
68010	1	-88	 	1	1	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68010	2	40	 	2	1	1	 	3	1	4	1	98	98	0	16	11	0	0	 	 	 	4	Y	N
68010	3	23	 	1	7	1	 	3	3	6	1	2	98	0	22	11	0	0	 	 	 	4	Y	N
68010	4	20	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68010	5	9	 	1	7	1	 	1	3	 	1	98	98	0	22	4	1	1	 	 	4	 	N	N
68010	6	-88	 	1	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68010	7	1	 	1	9	1	 	5	3	 	1	2	98	0	14	 	 	 	 	 	 	 	N	N
68011	0	19	 	2	0	1	 	11	7	1	0	2	98	1	 	13	 	0	 	 	 	1	N	N
68011	1	42	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68011	2	35	 	2	1	1	 	2	2	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
68011	3	9	 	1	7	1	 	10	7	 	0	2	98	1	 	3	1	1	 	 	4	 	N	N
68011	4	42	 	1	2	1	 	9	1	1	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
68011	5	3	 	2	9	1	 	11	3	 	0	2	4	1	 	0	 	0	 	 	 	88	N	N
68011	6	38	 	1	25	1	 	6	4	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
68012	0	19	 	2	0	1	 	6	2	1	0	98	98	0	22	11	 	0	 	 	 	1	N	N
68012	1	63	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	2	54	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	3	34	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	4	-88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	5	28	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	6	5	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	7	23	 	1	25	1	 	3	1	1	0	98	98	1	 	11	1	0	 	 	 	4	Y	N
68012	8	0	6	1	27	1	 	5	3	 	0	0	7	0	22	 	 	 	 	 	 	 	N	N
68013	0	19	 	1	0	1	 	6	3	6	1	1	98	0	22	13	 	1	 	 	1	 	N	N
68013	1	39	 	2	1	1	 	1	1	2	0	2	98	0	22	13	0	0	 	 	 	1	Y	N
68013	2	73	 	2	5	1	 	1	6	4	0	98	98	 	 	 	 	 	 	 	 	 	N	N
68013	3	38	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68013	4	-88	 	1	21	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68013	5	8	 	1	14	1	 	5	7	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
