CHILDCODE	MEMIDR4	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER4	LIVHSER4	YRDIEDR4	MTHBRNR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	THSDISR4	BRNDEPR4	GRADER4	EDCCHGR4	STILLR4	WHYNOTR4	AGEGRDR4	SCHTYPR4	LSTTYPR4	MEMINCR4	MEMCNSR4
168001	2	39	 	2	1	1	 	10	2	3	0	98	98	1	 	5	0	0	 	 	 	4	Y	N
168001	3	18	 	2	7	1	 	2	3	6	0	2	1	1	 	11	1	1	 	 	4	 	N	N
168001	15	15	 	1	7	1	 	8	3	5	0	2	1	1	 	10	1	1	 	 	4	 	N	N
168001	16	12	 	1	7	1	 	1	3	 	0	2	1	1	 	7	1	1	 	 	4	 	N	N
168001	17	9	 	2	7	1	 	11	3	 	0	2	1	1	 	4	1	1	 	 	4	 	N	N
168001	18	5	 	1	7	1	 	10	3	 	0	2	1	1	 	20	 	1	 	 	4	 	N	N
168001	19	2	 	2	7	1	 	4	3	 	0	2	1	1	 	 	 	 	 	 	 	 	N	N
168001	20	0	3	2	15	1	 	7	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
168002	0	18	 	1	0	1	 	1	1	6	0	98	98	0	5	15	 	1	 	 	4	 	Y	N
168002	1	46	 	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168002	2	24	 	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168002	3	17	 	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168002	15	11	 	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168004	0	18	 	2	0	1	 	5	3	6	0	2	1	1	 	11	 	0	 	 	 	4	N	N
168004	1	46	 	1	1	1	 	8	1	3	0	98	98	1	 	9	0	0	 	 	 	4	Y	N
168004	2	46	 	2	1	1	 	5	2	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
168004	3	88	 	88	88	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
168004	4	88	 	88	88	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
168004	5	5	 	2	7	1	 	11	3	 	0	2	1	1	 	20	 	1	 	 	4	 	N	N
168005	0	19	 	1	0	1	 	12	1	1	0	98	98	1	 	9	 	0	 	 	 	4	Y	N
168005	1	55	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	2	56	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	3	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	4	23	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	5	16	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	15	12	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	16	-77	 	2	5	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	17	21	 	2	16	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	18	17	 	2	25	1	 	4	2	1	0	98	98	1	 	9	1	0	31	15	 	4	Y	N
168005	19	1	 	2	27	1	 	2	3	 	0	18	0	1	 	 	 	 	 	 	 	 	N	N
168006	0	18	 	2	0	1	 	4	3	6	0	2	1	1	 	11	 	0	 	 	 	4	N	N
168006	1	57	 	1	1	1	 	1	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
168006	2	53	 	2	1	1	 	5	2	3	0	98	98	1	 	2	0	0	 	 	 	4	Y	N
168006	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 
168006	4	16	 	1	7	1	 	8	3	6	0	2	1	1	 	10	1	1	 	 	4	 	N	N
168006	15	14	 	1	7	1	 	9	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
168007	0	19	 	2	0	1	 	7	3	6	0	2	1	1	 	11	 	0	 	 	 	4	Y	N
168007	1	41	 	1	1	1	 	5	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
168007	2	41	 	2	1	1	 	8	2	3	0	98	98	1	 	3	0	0	 	 	 	4	Y	N
168007	3	17	 	1	7	1	 	1	3	6	0	2	1	1	 	11	1	0	1	16	 	4	Y	N
168007	4	8	 	1	7	1	 	3	3	 	0	2	1	1	 	3	1	1	 	 	4	 	N	N
168008	0	18	 	2	0	1	 	4	3	6	0	2	1	1	 	11	 	0	 	 	 	4	N	N
168008	1	50	 	1	1	1	 	10	1	3	0	98	98	1	 	5	0	88	 	 	 	 	Y	N
168008	2	46	 	2	1	1	 	1	2	3	0	98	98	1	 	3	0	88	 	 	 	 	Y	N
168008	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168008	4	20	 	1	7	1	 	3	3	6	0	2	1	1	 	11	0	0	 	 	 	4	Y	N
168008	5	16	 	2	7	1	 	6	3	6	0	2	1	1	 	10	1	1	 	 	4	 	N	N
168009	0	18	 	2	0	1	 	12	3	1	0	1	98	1	 	11	 	1	 	 	4	 	N	N
168009	1	54	 	2	1	1	 	10	1	4	0	98	98	1	 	0	0	0	 	 	 	88	Y	N
168009	2	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	3	23	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	4	22	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	15	15	 	1	7	1	 	1	3	6	0	1	98	1	 	8	1	1	 	 	4	 	N	N
168009	16	10	 	2	9	1	 	12	3	 	0	1	98	1	 	5	1	1	 	 	4	 	N	N
168009	17	0	0	1	27	1	 	11	5	 	0	0	98	1	 	 	 	 	 	 	 	 	N	N
168009	18	16	 	1	25	1	 	10	4	6	0	98	98	1	 	10	1	1	 	 	4	 	N	N
168010	0	19	 	2	0	1	 	8	3	6	0	2	1	0	5	6	 	1	 	 	4	 	N	N
168010	1	43	 	1	1	1	 	2	1	3	0	98	98	0	5	5	0	0	 	 	 	4	Y	N
168010	2	40	 	2	1	1	 	12	2	1	0	98	98	0	5	3	0	0	 	 	 	4	N	N
168010	3	27	 	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 
168010	4	24	 	1	7	1	 	11	3	6	0	2	1	0	5	13	1	1	 	 	4	 	Y	N
168010	5	20	 	1	7	1	 	4	3	6	0	2	1	0	5	13	1	1	 	 	4	 	Y	N
168010	6	15	 	1	7	1	 	7	3	6	0	0	1	0	5	8	1	1	 	 	4	 	N	N
168010	7	10	 	1	15	1	 	8	5	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
168010	8	8	 	1	15	1	 	5	5	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
168011	0	19	 	1	0	1	 	10	3	6	0	2	98	1	 	13	 	0	 	 	 	1	Y	N
168011	1	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168011	2	59	 	2	1	1	 	12	1	4	0	98	98	1	 	0	0	3	 	 	 	 	Y	N
168011	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168011	4	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168011	5	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168011	6	88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168011	7	16	 	1	7	1	 	9	3	6	0	2	98	1	 	9	1	1	 	 	4	 	N	N
168012	0	18	 	2	0	1	 	3	3	6	0	2	1	1	 	4	 	0	 	 	 	4	Y	N
168012	1	49	 	1	1	1	 	1	1	1	0	98	98	1	 	0	0	3	 	 	 	 	Y	Y
168012	2	36	 	2	1	1	 	6	2	1	0	98	98	1	 	0	0	3	 	 	 	 	Y	N
168012	3	20	 	1	7	1	 	5	3	6	0	2	1	1	 	11	1	0	 	 	 	4	Y	Y
168012	15	13	 	2	7	1	 	3	3	6	0	2	1	1	 	7	1	1	 	 	4	 	N	N
168012	16	9	 	1	7	1	 	5	3	 	0	2	1	1	 	4	1	1	 	 	4	 	N	N
168012	17	3	 	1	27	1	 	7	5	 	0	0	98	1	 	0	 	0	 	 	 	88	N	N
168013	0	18	 	2	0	1	 	11	3	6	0	2	1	1	 	11	 	0	 	 	 	1	Y	N
168013	1	46	 	1	1	1	 	9	1	3	0	98	98	1	 	3	0	0	 	 	 	4	Y	N
168013	2	47	 	2	1	1	 	9	2	3	0	98	98	1	 	0	0	3	 	 	 	 	Y	N
168013	3	29	 	2	7	1	 	3	3	3	0	2	1	1	 	11	0	0	 	 	 	4	Y	N
168013	4	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168013	5	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168013	6	21	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168013	7	16	 	2	7	1	 	8	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
168013	15	13	 	1	7	1	 	5	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
168013	16	8	 	2	15	1	 	3	5	 	0	3	18	 	 	 	 	 	 	 	 	 	N	N
168013	17	4	 	2	15	1	 	6	5	 	0	3	18	 	 	 	 	 	 	 	 	 	N	N
168013	18	32	 	1	16	1	 	12	4	3	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
168015	0	18	 	1	0	1	 	1	3	6	0	2	1	1	 	11	 	0	 	 	 	4	Y	N
168015	1	37	 	1	1	1	 	6	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
168015	2	37	 	2	1	1	 	11	2	3	0	98	98	1	 	3	0	0	 	 	 	4	Y	N
168015	3	17	 	2	7	1	 	5	3	6	0	2	1	1	 	11	1	0	31	16	 	4	N	N
168015	4	6	 	1	7	1	 	9	3	 	0	2	1	1	 	20	1	1	 	 	4	 	N	N
168016	0	18	 	2	0	1	 	1	3	1	0	2	1	0	5	8	 	0	 	 	 	4	N	N
168016	1	46	 	1	1	1	 	6	1	3	0	98	98	0	5	8	0	0	 	 	 	4	Y	N
168016	2	58	 	2	1	1	 	11	2	3	0	98	98	0	5	0	0	0	 	 	 	88	N	Y
168016	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168016	4	22	 	1	7	1	 	10	3	6	0	2	1	0	5	11	0	0	 	 	 	4	Y	N
168016	15	13	 	1	7	1	 	3	3	6	0	2	1	1	 	9	1	1	 	 	4	 	N	N
168016	16	23	 	1	25	1	 	11	4	1	0	98	98	1	 	7	0	0	 	 	 	4	Y	N
168016	17	1	 	2	27	1	 	3	5	 	0	0	16	1	 	 	 	 	 	 	 	 	N	N
168017	0	18	 	1	0	1	 	1	3	6	0	2	1	0	5	11	 	0	 	 	 	4	N	N
168017	1	42	 	1	1	1	 	3	1	3	0	5	98	1	 	6	0	0	 	 	 	4	Y	N
168017	2	42	 	2	1	1	 	4	2	3	0	98	98	1	 	5	0	0	 	 	 	4	Y	N
168017	3	25	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	4	21	 	1	7	1	 	8	3	6	0	2	1	1	 	11	0	0	 	 	 	4	N	N
168017	5	74	 	2	6	1	 	8	6	4	0	98	98	 	 	 	 	 	 	 	 	 	N	N
168017	15	15	 	1	7	1	 	7	3	6	0	2	1	1	 	9	1	1	 	 	4	 	N	N
168018	0	19	 	2	0	1	 	10	3	6	0	5	1	1	 	11	 	0	 	 	 	1	Y	N
168018	1	44	 	1	1	1	 	9	1	3	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
168018	2	47	 	2	1	1	 	8	2	3	0	98	98	0	5	4	0	0	 	 	 	4	Y	N
168018	3	26	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	4	23	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	5	21	 	2	7	1	 	8	3	6	0	2	1	1	 	13	1	1	 	 	4	 	N	N
168018	6	-88	 	1	5	3	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	7	-88	 	2	5	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	8	7	 	1	7	1	 	7	3	 	0	2	1	0	5	1	1	1	 	 	4	 	N	N
168019	0	19	 	1	0	1	 	8	1	6	0	98	98	1	 	11	 	1	 	 	4	 	Y	N
168019	1	60	 	1	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	2	47	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	3	28	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	4	25	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	5	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	6	22	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	7	17	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	15	16	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168019	16	9	 	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168020	0	19	 	2	0	1	 	10	7	6	0	98	98	0	5	11	 	0	 	 	 	4	Y	N
168020	1	88	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	2	88	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	4	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	5	88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	6	88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	15	88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	16	88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	17	88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168020	18	41	 	1	13	1	 	7	1	3	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
168020	19	41	 	2	13	1	 	12	2	3	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
168020	20	16	 	1	14	1	 	3	3	6	0	19	18	 	 	 	 	 	 	 	 	 	N	N
168020	21	14	 	1	14	1	 	3	3	6	0	19	18	 	 	 	 	 	 	 	 	 	N	N
168020	22	11	 	2	14	1	 	4	3	 	0	19	18	 	 	 	 	 	 	 	 	 	N	N
168022	0	19	 	1	0	1	 	7	1	6	0	98	98	0	5	11	 	0	 	 	 	4	Y	N
168022	1	56	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	2	55	 	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	3	27	 	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	4	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	5	15	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	6	5	 	1	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168023	0	19	 	1	0	1	 	10	3	6	0	2	1	0	5	15	 	1	 	 	4	 	N	Y
168023	1	37	 	1	1	1	 	8	1	3	0	98	98	0	5	4	0	0	 	 	 	4	Y	N
168023	2	37	 	2	1	1	 	8	2	3	0	98	98	0	5	0	0	0	 	 	 	88	Y	N
168023	3	17	 	1	7	1	 	7	3	6	0	2	1	0	5	11	1	1	 	 	4	 	N	N
168024	0	17	 	2	0	1	 	5	3	6	0	2	1	1	 	10	 	1	 	 	4	 	N	N
168024	1	52	 	1	1	1	 	7	1	3	0	98	98	1	 	2	0	0	 	 	 	4	Y	N
168024	2	55	 	2	1	1	 	5	2	3	0	98	98	1	 	0	0	3	 	 	 	 	Y	N
168024	3	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168024	4	88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168024	5	88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
168024	6	19	 	2	7	1	 	3	3	6	0	2	1	1	 	13	1	1	 	 	1	 	N	N
168024	15	14	 	1	7	1	 	11	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
168025	0	20	 	1	0	1	 	8	1	2	0	98	98	0	5	8	 	0	 	 	 	1	Y	Y
168025	1	47	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	2	47	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	3	22	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	4	16	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	5	21	 	2	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	6	7	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	0	18	 	1	0	1	 	12	3	6	0	2	1	1	 	13	 	1	 	 	3	 	N	N
178001	1	46	 	1	1	1	 	10	1	3	0	98	98	0	5	8	0	0	 	 	 	4	Y	N
178001	2	44	 	2	1	1	 	7	2	3	0	98	98	0	5	3	0	0	 	 	 	4	N	N
178001	3	26	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	4	23	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	5	22	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	6	20	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	7	-88	 	2	5	3	7777	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	8	-88	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	15	13	 	2	7	1	 	12	3	6	0	2	1	1	 	7	1	1	 	 	4	 	N	N
178002	0	19	 	2	0	1	 	2	3	6	0	2	98	0	5	11	 	0	 	 	 	4	Y	N
178002	1	88	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
178002	2	45	 	2	1	1	 	8	1	2	1	98	98	0	5	13	0	0	 	 	 	4	Y	N
178002	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
178002	4	21	 	1	9	1	 	9	3	6	0	2	98	0	5	13	0	0	 	 	 	4	Y	N
178002	5	17	 	2	7	1	 	7	3	6	0	2	98	0	5	11	1	1	 	 	4	 	N	N
178002	15	14	 	1	7	1	 	7	3	6	0	2	98	0	5	8	1	1	 	 	4	 	N	N
178002	16	9	 	2	7	1	 	2	3	 	0	2	98	0	5	4	1	1	 	 	4	 	N	N
178003	0	19	 	1	0	1	 	4	3	6	0	2	98	0	5	15	 	1	 	 	1	 	N	N
178003	1	99	 	88	88	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 
178003	2	43	 	2	1	1	 	2	1	4	0	98	98	0	5	11	0	0	 	 	 	4	Y	N
178003	3	25	 	1	7	1	 	3	3	1	0	2	98	0	15	14	0	0	 	 	 	4	Y	Y
178003	4	24	 	1	7	1	 	10	3	6	0	2	98	0	5	13	0	0	 	 	 	4	Y	Y
178003	5	16	 	1	7	1	 	1	3	6	0	2	98	0	5	10	1	1	 	 	4	 	N	N
178003	6	25	 	2	16	1	 	9	4	1	0	98	98	 	 	 	 	 	 	 	 	 	N	N
178003	7	4	 	1	15	1	 	5	5	 	0	6	3	 	 	 	 	 	 	 	 	 	N	N
178004	0	19	 	1	0	1	 	6	3	6	0	2	1	0	11	14	 	0	 	 	 	1	N	N
178004	1	52	 	1	1	1	 	4	1	3	0	98	98	0	11	11	0	0	 	 	 	4	Y	N
178004	2	38	 	2	1	1	 	1	2	3	0	98	98	0	5	11	0	0	 	 	 	4	Y	N
178004	3	20	 	2	7	1	 	6	3	6	0	2	1	0	11	14	1	0	 	 	 	1	Y	N
178004	4	20	 	2	7	1	 	6	3	6	0	2	1	0	11	14	1	0	 	 	 	4	N	N
178004	5	8	 	1	7	1	 	5	3	 	0	2	1	0	11	3	1	1	 	 	4	 	N	N
178006	0	19	 	2	0	1	 	6	3	6	0	2	1	1	 	13	 	1	 	 	4	 	N	N
178006	1	58	 	1	1	1	 	4	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
178006	2	54	 	2	1	1	 	8	2	3	0	98	98	1	 	0	0	0	 	 	 	88	N	N
178006	3	32	 	2	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
178006	4	30	 	2	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178006	5	88	 	1	88	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
178006	6	18	 	2	7	1	 	7	3	6	0	2	1	1	 	11	0	0	 	 	 	4	N	N
178006	15	14	 	2	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178007	0	19	 	2	0	1	 	5	3	6	0	1	4	0	15	8	 	0	 	 	 	1	Y	N
178007	1	42	 	2	1	1	 	8	2	1	0	98	98	0	5	10	0	0	 	 	 	4	Y	N
178007	2	23	 	1	7	1	 	11	3	6	0	1	4	0	15	11	0	0	 	 	 	1	Y	N
178007	3	8	 	2	7	1	 	1	3	 	0	1	4	1	 	3	1	1	 	 	1	 	N	N
178007	4	42	 	1	1	1	 	1	1	1	0	98	98	0	8	11	0	0	 	 	 	4	Y	N
178009	0	18	 	2	0	1	 	10	7	6	0	1	98	0	5	11	 	0	 	 	 	1	N	N
178009	1	45	 	2	1	1	 	11	6	2	0	98	98	0	5	7	0	0	 	 	 	4	Y	N
178009	2	27	 	1	9	1	 	4	1	6	0	1	98	0	5	16	1	1	 	 	4	 	Y	N
178009	3	24	 	1	9	1	 	1	7	6	0	1	98	0	5	15	1	1	 	 	4	 	N	Y
178009	15	13	 	1	9	1	 	1	7	6	0	1	98	0	15	9	1	1	 	 	4	 	N	N
178009	16	8	 	1	9	1	 	10	7	 	0	1	98	0	5	3	1	1	 	 	4	 	N	N
178010	0	19	 	2	0	1	 	7	2	1	0	98	98	0	5	11	 	0	 	 	 	4	Y	N
178010	1	41	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	2	23	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	3	17	 	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	4	75	 	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	5	20	 	1	25	1	 	6	1	1	0	98	98	0	5	11	0	0	 	 	 	4	Y	N
178011	0	19	 	1	0	1	 	5	3	6	0	2	1	0	11	11	 	0	 	 	 	4	Y	N
178011	1	42	 	1	1	1	 	4	1	1	0	98	98	0	5	11	0	0	 	 	 	4	Y	N
178011	2	42	 	2	1	1	 	5	2	1	0	98	98	0	5	11	0	0	 	 	 	4	Y	N
178011	3	16	 	1	7	1	 	5	3	6	0	2	1	0	5	11	1	1	 	 	4	 	N	N
178011	4	10	 	2	7	1	 	9	3	 	0	2	1	0	5	4	1	1	 	 	4	 	N	N
178011	5	0	10	1	7	1	 	11	3	 	0	2	1	0	5	 	 	 	 	 	 	 	N	N
178013	0	18	 	1	0	1	 	11	5	6	0	98	98	0	15	15	 	1	 	 	4	 	N	N
178013	1	80	 	1	5	1	 	11	1	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	Y
178013	2	63	 	2	5	1	 	12	2	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
178013	3	27	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178013	4	22	 	1	13	1	 	3	7	6	0	2	98	 	 	 	 	 	 	 	 	 	Y	N
178013	5	24	 	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	0	18	 	2	0	1	 	3	1	6	0	98	98	0	5	14	 	1	 	 	1	 	Y	N
178015	1	-88	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	2	-88	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	3	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	4	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	5	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	6	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	15	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	16	37	 	1	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	17	34	 	2	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	18	14	 	1	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	19	5	 	1	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	0	18	 	2	0	1	 	1	7	6	0	98	98	0	5	11	 	0	 	 	 	4	Y	N
178019	1	67	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	2	56	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	3	29	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	4	26	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	5	24	 	2	7	1	 	11	2	1	0	98	98	0	5	13	1	1	 	 	4	 	N	N
178019	6	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	7	21	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	8	10	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	9	27	 	1	16	1	 	12	1	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
178020	0	18	 	1	0	1	 	1	1	6	0	98	98	0	5	13	 	1	 	 	4	 	Y	N
178020	1	45	 	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178020	2	-88	 	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178020	3	78	 	2	5	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178020	4	-88	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
