CHILDCODE	FOODIDR4	FARMR4	PRSNR4	OWBSR4	PRPYR4	EATR4	FDSPR4	ETALR4	VLOVR4	VLFRR4	VLPRR4	VLOWR4	VLPYR4	VLB4R4
118021	15	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	19	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	21	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	22	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	25	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	29	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	30	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	32	 	 	 	 	 	 	 	 	 	 	 	 	 
118022	1	 	 	 	 	1	27	1	 	 	 	 	 	0
118022	3	 	 	 	 	1	7,5	1	 	 	 	 	 	 
118022	8	 	 	 	 	0	 	 	 	 	 	 	 	 
118022	9	 	 	 	 	1	24	1	 	 	 	 	 	 
118022	12	 	 	 	 	1	15	1	 	 	 	 	 	0
118022	15	 	 	 	 	1	11	1	 	 	 	 	 	0
118022	19	 	 	 	 	1	10	0	0,8	 	 	 	 	2
118022	21	 	 	 	 	1	8	1	 	 	 	 	 	 
118022	22	 	 	 	 	1	2,8	1	 	 	 	 	 	 
118022	25	 	 	 	 	1	5,6	0	2	 	 	 	 	1
118022	29	 	 	 	 	0	 	 	 	 	 	 	 	 
118022	30	 	 	 	 	0	 	 	 	 	 	 	 	 
118022	32	 	 	 	 	1	13,5	1	 	 	 	 	 	 
118023	1	N	 	 	 	1	0	 	 	 	 	 	 	14
118023	3	Y	 	 	 	1	0	 	 	18	 	 	 	 
118023	8	Y	 	 	 	1	0	 	 	80	 	 	 	 
118023	9	N	 	 	 	0	 	 	 	 	 	 	 	 
118023	12	N	 	 	 	0	 	 	 	 	 	 	 	 
118023	15	Y	 	 	 	1	0	 	 	10	 	 	 	0
118023	19	Y	 	 	 	1	0	 	 	50	 	 	 	0
118023	21	N	 	 	 	1	10	1	 	 	 	 	 	 
118023	22	N	 	 	 	0	 	 	 	 	 	 	 	 
118023	25	N	 	 	 	1	0	 	 	 	 	 	 	5
118023	29	N	 	 	 	0	 	 	 	 	 	 	 	 
118023	30	N	 	 	 	0	 	 	 	 	 	 	 	 
118023	32	N	 	 	 	0	 	 	 	 	 	 	 	 
118024	1	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	3	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	8	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	9	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	12	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	15	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	19	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	21	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	22	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	25	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	29	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	30	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	32	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	1	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	3	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	8	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	9	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	12	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	15	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	19	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	21	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	22	 	 	 	N	1	20	1	 	 	 	 	 	 
118027	25	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	29	 	 	 	N	0	 	 	 	 	 	 	 	 
118027	30	 	 	 	Y	1	13	1	 	 	 	 	42	 
118027	32	 	 	 	N	1	4	1	 	 	 	 	 	 
118028	1	N	 	 	N	1	20	1	 	 	 	 	 	0
118028	3	Y	 	 	N	1	0	 	 	15	 	 	 	 
118028	8	N	 	 	N	1	20	1	 	 	 	 	 	 
118028	9	N	 	 	N	1	40	1	 	 	 	 	 	 
118028	12	N	 	 	N	1	18	1	 	 	 	 	 	0
118028	15	N	 	 	N	1	7	1	 	 	 	 	 	0
118028	19	Y	 	 	N	1	0	 	 	25	 	 	 	0
118028	21	N	 	 	N	1	15	1	 	 	 	 	 	 
118028	22	N	 	 	N	1	20	1	 	 	 	 	 	 
118028	25	N	 	 	N	1	10	1	 	 	 	 	 	0
118028	29	N	 	 	N	0	 	 	 	 	 	 	 	 
118028	30	N	 	 	Y	1	0	 	 	 	 	 	30	 
118028	32	N	 	 	N	0	 	 	 	 	 	 	 	 
118029	1	N	 	 	 	1	18,2	1	 	 	 	 	 	0
118029	3	Y	 	 	 	1	0	 	 	8	 	 	 	 
118029	8	N	 	 	 	1	12	1	 	 	 	 	 	 
118029	9	Y	 	 	 	1	0	 	 	20	 	 	 	 
118029	12	N	 	 	 	1	42	1	 	 	 	 	 	0
118029	15	N	 	 	 	1	3	0	0,8	 	 	 	 	0
118029	19	Y	 	 	 	1	5	1	 	10	 	 	 	0
118029	21	N	 	 	 	1	10	1	 	 	 	 	 	 
118029	22	N	 	 	 	1	20	1	 	 	 	 	 	 
118029	25	N	 	 	 	1	11,2	1	 	 	 	 	 	0
118029	29	N	 	 	 	1	10	1	 	 	 	 	 	 
118029	30	N	 	 	 	0	 	 	 	 	 	 	 	 
118029	32	N	 	 	 	0	 	 	 	 	 	 	 	 
118030	1	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	3	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	8	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	9	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	12	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	15	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	19	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	21	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	22	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	25	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	29	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	30	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	32	 	 	 	 	 	 	 	 	 	 	 	 	 
128002	1	 	 	 	 	1	42	1	 	 	 	 	 	0
128002	3	 	 	 	 	1	7	1	 	 	 	 	 	 
128002	8	 	 	 	 	1	10	1	 	 	 	 	 	 
128002	9	 	 	 	 	1	51,6	1	 	 	 	 	 	 
128002	12	 	 	 	 	1	21	1	 	 	 	 	 	0
128002	15	 	 	 	 	1	6	1	 	 	 	 	 	0
128002	19	 	 	 	 	1	20	1	 	 	 	 	 	0
128002	21	 	 	 	 	1	10	1	 	 	 	 	 	 
128002	22	 	 	 	 	1	18	1	 	 	 	 	 	 
128002	25	 	 	 	 	1	25	0	1	 	 	 	 	0
128002	29	 	 	 	 	1	20	1	 	 	 	 	 	 
128002	30	 	 	 	 	1	150	1	 	 	 	 	 	 
128002	32	 	 	 	 	1	20	1	 	 	 	 	 	 
128003	1	 	N	 	 	1	0	 	 	 	 	 	 	21
128003	3	 	N	 	 	0	 	 	 	 	 	 	 	 
128003	8	 	Y	 	 	1	0	 	 	 	15	 	 	 
128003	9	 	N	 	 	1	24	1	 	 	 	 	 	 
128003	12	 	N	 	 	1	24	1	 	 	 	 	 	0
128003	15	 	N	 	 	1	15	1	 	 	 	 	 	0
128003	19	 	N	 	 	1	15	1	 	 	 	 	 	0
128003	21	 	N	 	 	1	20	1	 	 	 	 	 	 
128003	22	 	N	 	 	1	40	1	 	 	 	 	 	 
128003	25	 	N	 	 	1	20	1	 	 	 	 	 	0
128003	29	 	N	 	 	1	400	1	 	 	 	 	 	 
128003	30	 	Y	 	 	1	0	 	 	 	30	 	 	 
128003	32	 	N	 	 	0	 	 	 	 	 	 	 	 
128004	1	N	N	N	N	1	36	1	 	 	 	 	 	0
128004	3	N	N	N	N	1	9,4	1	 	 	 	 	 	 
128004	8	N	N	N	N	1	8	1	 	 	 	 	 	 
128004	9	N	N	N	N	1	32	1	 	 	 	 	 	 
128004	12	N	Y	N	N	1	11,5	1	 	 	12	 	 	0
128004	15	N	N	N	N	1	15	1	 	 	 	 	 	0
128004	19	N	N	N	N	1	33,2	1	 	 	 	 	 	 
128004	21	N	N	N	N	1	5,2	1	 	 	 	 	 	 
128004	22	N	N	N	N	1	28,8	1	 	 	 	 	 	 
128004	25	N	N	N	N	1	12,6	1	 	 	 	 	 	0
128004	29	N	N	N	N	0	 	 	 	 	 	 	 	 
128004	30	N	N	N	N	1	20	1	 	 	 	 	 	 
128004	32	N	N	N	N	0	 	 	 	 	 	 	 	 
128005	1	 	 	 	 	1	50	1	 	 	 	 	 	0
128005	3	 	 	 	 	1	20	0	1,5	 	 	 	 	 
128005	8	 	 	 	 	1	11	1	 	 	 	 	 	 
128005	9	 	 	 	 	1	24	1	 	 	 	 	 	 
128005	12	 	 	 	 	1	33,6	1	 	 	 	 	 	0
128005	15	 	 	 	 	1	5,8	0	2	 	 	 	 	0
128005	19	 	 	 	 	1	12,6	1	 	 	 	 	 	0
128005	21	 	 	 	 	1	3,6	0	1,2	 	 	 	 	 
128005	22	 	 	 	 	1	5,5	0	0,5	 	 	 	 	 
128005	25	 	 	 	 	1	8	0	0,5	 	 	 	 	0
128005	29	 	 	 	 	1	10	1	 	 	 	 	 	 
128005	30	 	 	 	 	0	 	 	 	 	 	 	 	 
128005	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128006	1	 	 	 	 	1	45,5	0	7	 	 	 	 	3,5
128006	3	 	 	 	 	1	3,5	1	 	 	 	 	 	 
128006	8	 	 	 	 	1	27	1	 	 	 	 	 	 
128006	9	 	 	 	 	1	60	1	 	 	 	 	 	 
128006	12	 	 	 	 	1	39,2	1	 	 	 	 	 	0
128006	15	 	 	 	 	1	10,4	1	 	 	 	 	 	0
128006	19	 	 	 	 	1	7,2	1	 	 	 	 	 	0
128006	21	 	 	 	 	1	4	1	 	 	 	 	 	 
128006	22	 	 	 	 	1	3	1	 	 	 	 	 	 
128006	25	 	 	 	 	1	8	1	 	 	 	 	 	1
128006	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128006	30	 	 	 	 	0	 	 	 	 	 	 	 	 
128006	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128007	1	 	 	 	 	1	12,6	1	 	 	 	 	 	0
128007	3	 	 	 	 	0	 	 	 	 	 	 	 	 
128007	8	 	 	 	 	0	 	 	 	 	 	 	 	 
128007	9	 	 	 	 	1	15,2	1	 	 	 	 	 	 
128007	12	 	 	 	 	1	15	1	 	 	 	 	 	0
128007	15	 	 	 	 	1	3	1	 	 	 	 	 	0
128007	19	 	 	 	 	1	1,8	1	 	 	 	 	 	0
128007	21	 	 	 	 	1	1	1	 	 	 	 	 	 
128007	22	 	 	 	 	1	10	1	 	 	 	 	 	 
128007	25	 	 	 	 	1	4,4	1	 	 	 	 	 	0
128007	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128007	30	 	 	 	 	1	360	1	 	 	 	 	 	 
128007	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128008	1	 	 	 	 	1	30	1	 	 	 	 	 	0
128008	3	 	 	 	 	0	 	 	 	 	 	 	 	 
128008	8	 	 	 	 	1	36	1	 	 	 	 	 	 
128008	9	 	 	 	 	1	84	1	 	 	 	 	 	 
128008	12	 	 	 	 	1	13,2	1	 	 	 	 	 	0
128008	15	 	 	 	 	1	27	1	 	 	 	 	 	0
128008	19	 	 	 	 	1	28	1	 	 	 	 	 	0
128008	21	 	 	 	 	1	3	1	 	 	 	 	 	 
128008	22	 	 	 	 	1	7	1	 	 	 	 	 	 
128008	25	 	 	 	 	1	4,4	1	 	 	 	 	 	0
128008	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128008	30	 	 	 	 	1	51	1	 	 	 	 	 	 
128008	32	 	 	 	 	1	22,5	1	 	 	 	 	 	 
128009	1	 	 	 	 	1	12	0	25	 	 	 	 	12
128009	3	 	 	 	 	0	 	 	 	 	 	 	 	 
128009	8	 	 	 	 	1	15	1	 	 	 	 	 	 
128009	9	 	 	 	 	1	15	1	 	 	 	 	 	 
128009	12	 	 	 	 	1	49	0	3	 	 	 	 	0
128009	15	 	 	 	 	1	8	0	3	 	 	 	 	0
128009	19	 	 	 	 	1	8	0	2	 	 	 	 	3
128009	21	 	 	 	 	1	12	1	 	 	 	 	 	 
128009	22	 	 	 	 	1	35	0	17	 	 	 	 	 
128009	25	 	 	 	 	1	6	0	6	 	 	 	 	3
128009	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128009	30	 	 	 	 	1	35	1	 	 	 	 	 	 
128009	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128010	1	 	N	 	 	1	25,2	1	 	 	 	 	 	0
128010	3	 	N	 	 	1	2	1	 	 	 	 	 	 
128010	8	 	N	 	 	1	4	1	 	 	 	 	 	 
128010	9	 	N	 	 	1	45	1	 	 	 	 	 	 
128010	12	 	Y	 	 	1	22	1	 	 	8,8	 	 	0
128010	15	 	Y	 	 	1	0	 	 	 	21,6	 	 	0
128010	19	 	N	 	 	1	14,4	1	 	 	 	 	 	0
128010	21	 	N	 	 	1	5,2	0	0,3	 	 	 	 	 
128010	22	 	Y	 	 	1	0	 	 	 	80	 	 	 
128010	25	 	N	 	 	1	12,6	0	0,9	 	 	 	 	0
128010	29	 	N	 	 	0	 	 	 	 	 	 	 	 
128010	30	 	N	 	 	0	 	 	 	 	 	 	 	 
128010	32	 	N	 	 	0	 	 	 	 	 	 	 	 
128011	1	 	 	 	 	1	20	1	 	 	 	 	 	1,5
128011	3	 	 	 	 	0	 	 	 	 	 	 	 	 
128011	8	 	 	 	 	1	15	1	 	 	 	 	 	 
128011	9	 	 	 	 	1	15	1	 	 	 	 	 	 
128011	12	 	 	 	 	1	33	1	 	 	 	 	 	0
128011	15	 	 	 	 	1	5	1	 	 	 	 	 	0
128011	19	 	 	 	 	1	4	1	 	 	 	 	 	0
128011	21	 	 	 	 	1	3	1	 	 	 	 	 	 
128011	22	 	 	 	 	1	3	1	 	 	 	 	 	 
128011	25	 	 	 	 	1	5	1	 	 	 	 	 	0
128011	29	 	 	 	 	1	8	1	 	 	 	 	 	 
128011	30	 	 	 	 	0	 	 	 	 	 	 	 	 
128011	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128012	1	N	N	N	N	1	68	0	5,4	 	 	 	 	4,5
128012	3	N	N	N	N	0	 	 	 	 	 	 	 	 
128012	8	N	N	N	N	1	25,6	1	 	 	 	 	 	 
128012	9	N	N	N	N	1	102,5	0	7,5	 	 	 	 	 
128012	12	N	N	N	N	1	16	1	 	 	 	 	 	1,7
128012	15	N	N	N	N	1	12	0	3	 	 	 	 	0
128012	19	N	N	N	N	1	29,4	0	1,4	 	 	 	 	2,5
128012	21	N	N	N	N	1	12	0	1,5	 	 	 	 	 
128012	22	N	N	N	N	1	6	0	2	 	 	 	 	 
128012	25	N	N	N	N	1	56	0	6	 	 	 	 	4
128012	29	N	N	N	N	1	160	1	 	 	 	 	 	 
128012	30	N	N	N	N	1	300	1	 	 	 	 	 	 
128012	32	N	N	N	N	0	 	 	 	 	 	 	 	 
128013	1	 	N	 	 	1	0	 	 	 	 	 	 	20
128013	3	 	N	 	 	1	9	1	 	 	 	 	 	 
128013	8	 	N	 	 	1	4	1	 	 	 	 	 	 
128013	9	 	N	 	 	1	48	1	 	 	 	 	 	 
128013	12	 	Y	 	 	1	16	1	 	 	8	 	 	0
128013	15	 	N	 	 	1	5	1	 	 	 	 	 	0
128013	19	 	N	 	 	1	16	1	 	 	 	 	 	0
128013	21	 	N	 	 	1	15	1	 	 	 	 	 	 
128013	22	 	N	 	 	1	12	1	 	 	 	 	 	 
128013	25	 	N	 	 	1	6	1	 	 	 	 	 	0
128013	29	 	N	 	 	0	 	 	 	 	 	 	 	 
128013	30	 	N	 	 	0	 	 	 	 	 	 	 	 
128013	32	 	N	 	 	0	 	 	 	 	 	 	 	 
128014	1	N	N	N	N	1	16	1	 	 	 	 	 	1
128014	3	N	N	N	N	1	9	1	 	 	 	 	 	 
128014	8	N	N	N	N	1	14	1	 	 	 	 	 	 
128014	9	N	N	N	N	1	45	1	 	 	 	 	 	 
128014	12	N	N	N	N	1	18	1	 	 	 	 	 	0
128014	15	N	N	N	N	1	11	1	 	 	 	 	 	0,5
128014	19	N	N	N	N	1	18	1	 	 	 	 	 	0
128014	21	N	N	N	N	1	28	1	 	 	 	 	 	 
128014	22	N	N	N	N	1	8	1	 	 	 	 	 	 
128014	25	N	N	N	N	1	4	1	 	 	 	 	 	1
128014	29	N	N	N	N	1	32	1	 	 	 	 	 	 
128014	30	N	N	N	N	1	230	1	 	 	 	 	 	 
128014	32	N	N	N	N	1	25	1	 	 	 	 	 	 
128015	1	 	 	 	 	1	16,8	1	 	 	 	 	 	0
128015	3	 	 	 	 	0	 	 	 	 	 	 	 	 
128015	8	 	 	 	 	1	16	1	 	 	 	 	 	 
128015	9	 	 	 	 	1	64	1	 	 	 	 	 	 
128015	12	 	 	 	 	1	39,2	1	 	 	 	 	 	0
128015	15	 	 	 	 	1	5,5	1	 	 	 	 	 	0
128015	19	 	 	 	 	1	33,6	0	0,8	 	 	 	 	0
128015	21	 	 	 	 	1	20	1	 	 	 	 	 	 
128015	22	 	 	 	 	1	20	1	 	 	 	 	 	 
128015	25	 	 	 	 	1	14	1	 	 	 	 	 	 
128015	29	 	 	 	 	1	60	1	 	 	 	 	 	 
128015	30	 	 	 	 	0	 	 	 	 	 	 	 	 
128015	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128016	1	 	 	 	 	1	90	1	 	 	 	 	 	0
128016	3	 	 	 	 	1	4	1	 	 	 	 	 	 
128016	8	 	 	 	 	1	7	1	 	 	 	 	 	 
128016	9	 	 	 	 	1	32	1	 	 	 	 	 	 
128016	12	 	 	 	 	1	27	1	 	 	 	 	 	0
128016	15	 	 	 	 	1	18	1	 	 	 	 	 	0
128016	19	 	 	 	 	1	48	1	 	 	 	 	 	0
128016	21	 	 	 	 	1	14	1	 	 	 	 	 	 
128016	22	 	 	 	 	1	30	1	 	 	 	 	 	 
128016	25	 	 	 	 	1	13,2	1	 	 	 	 	 	0
128016	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128016	30	 	 	 	 	0	 	 	 	 	 	 	 	 
128016	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128017	1	 	N	N	 	1	0	 	 	 	 	 	 	56
128017	3	 	N	N	 	1	23	1	 	 	 	 	 	 
128017	8	 	N	N	 	0	 	 	 	 	 	 	 	 
128017	9	 	N	N	 	1	80	1	 	 	 	 	 	 
128017	12	 	N	N	 	1	26	0	13,8	 	 	 	 	6,9
128017	15	 	N	N	 	1	8,4	1	 	 	 	 	 	0
128017	19	 	N	N	 	1	22,2	1	 	 	 	 	 	0
128017	21	 	N	N	 	1	20	1	 	 	 	 	 	 
128017	22	 	N	N	 	1	40	1	 	 	 	 	 	 
128017	25	 	N	N	 	1	0	 	 	 	 	 	 	50
128017	29	 	N	N	 	0	 	 	 	 	 	 	 	 
128017	30	 	N	N	 	1	40	1	 	 	 	 	 	 
128017	32	 	N	N	 	0	 	 	 	 	 	 	 	 
128019	1	 	N	 	 	1	39,2	1	 	 	 	 	 	0
128019	3	 	N	 	 	1	3	1	 	 	 	 	 	 
128019	8	 	N	 	 	1	18	1	 	 	 	 	 	 
128019	9	 	N	 	 	1	50	1	 	 	 	 	 	 
128019	12	 	Y	 	 	1	42	1	 	 	6	 	 	0
128019	15	 	N	 	 	1	20	1	 	 	 	 	 	0
128019	19	 	N	 	 	1	33	1	 	 	 	 	 	0
128019	21	 	N	 	 	1	20	1	 	 	 	 	 	 
128019	22	 	Y	 	 	1	0	 	 	 	20	 	 	 
128019	25	 	N	 	 	1	8	1	 	 	 	 	 	0
128019	29	 	N	 	 	1	40	1	 	 	 	 	 	 
128019	30	 	N	 	 	1	60	1	 	 	 	 	 	 
128019	32	 	N	 	 	0	 	 	 	 	 	 	 	 
128020	1	 	 	 	 	1	70	1	 	 	 	 	 	0
128020	3	 	 	 	 	1	26	1	 	 	 	 	 	 
128020	8	 	 	 	 	0	 	 	 	 	 	 	 	 
128020	9	 	 	 	 	1	30	1	 	 	 	 	 	 
128020	12	 	 	 	 	1	23	1	 	 	 	 	 	0
128020	15	 	 	 	 	1	8	1	 	 	 	 	 	0
128020	19	 	 	 	 	1	15	1	 	 	 	 	 	0
128020	21	 	 	 	 	1	10	1	 	 	 	 	 	 
128020	22	 	 	 	 	1	16	1	 	 	 	 	 	 
128020	25	 	 	 	 	1	16	1	 	 	 	 	 	0
128020	29	 	 	 	 	1	14	1	 	 	 	 	 	 
128020	30	 	 	 	 	1	54	1	 	 	 	 	 	 
128020	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128021	1	N	N	N	N	1	22	1	 	 	 	 	 	0
128021	3	N	N	N	N	1	1,5	0	0,5	 	 	 	 	 
128021	8	N	N	N	N	1	14	1	 	 	 	 	 	 
128021	9	Y	N	N	N	1	26	1	 	26	 	 	 	 
128021	12	N	N	N	N	1	52	1	 	 	 	 	 	0
128021	15	Y	N	N	N	1	0	 	 	10	 	 	 	0
128021	19	N	N	N	N	1	10	1	 	 	 	 	 	0
128021	21	N	N	N	N	1	30	1	 	 	 	 	 	 
128021	22	N	N	N	N	1	30	1	 	 	 	 	 	 
128021	25	N	N	N	N	1	7,2	1	 	 	 	 	 	0
128021	29	N	N	N	N	1	53	1	 	 	 	 	 	 
128021	30	N	N	N	N	1	11	1	 	 	 	 	 	 
128021	32	N	N	N	N	0	0	 	 	 	 	 	 	 
128022	1	 	N	 	 	1	35	1	 	 	 	 	 	0
128022	3	 	N	 	 	1	1,2	1	 	 	 	 	 	 
128022	8	 	N	 	 	0	 	 	 	 	 	 	 	 
128022	9	 	N	 	 	1	39	1	 	 	 	 	 	 
128022	12	 	Y	 	 	1	0	 	 	 	8,4	 	 	0
128022	15	 	N	 	 	0	 	 	 	 	 	 	 	 
128022	19	 	N	 	 	1	10	1	 	 	 	 	 	0
128022	21	 	N	 	 	1	9	1	 	 	 	 	 	 
128022	22	 	N	 	 	1	4	1	 	 	 	 	 	 
128022	25	 	N	 	 	1	3	1	 	 	 	 	 	0
128022	29	 	Y	 	 	1	0	 	 	 	32	 	 	 
128022	30	 	N	 	 	0	 	 	 	 	 	 	 	 
128022	32	 	N	 	 	0	 	 	 	 	 	 	 	 
128023	1	 	 	 	 	1	33,6	1	 	 	 	 	 	0
128023	3	 	 	 	 	1	7,5	1	 	 	 	 	 	 
128023	8	 	 	 	 	1	15	1	 	 	 	 	 	 
128023	9	 	 	 	 	1	64	1	 	 	 	 	 	 
128023	12	 	 	 	 	1	39,4	1	 	 	 	 	 	0
128023	15	 	 	 	 	1	40	1	 	 	 	 	 	0
128023	19	 	 	 	 	1	9	1	 	 	 	 	 	0
128023	21	 	 	 	 	1	18,5	1	 	 	 	 	 	 
128023	22	 	 	 	 	1	12	1	 	 	 	 	 	 
128023	25	 	 	 	 	1	14,4	1	 	 	 	 	 	0
128023	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128023	30	 	 	 	 	1	50	1	 	 	 	 	 	 
128023	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128024	1	N	 	 	 	1	3	1	 	 	 	 	 	0
128024	3	N	 	 	 	1	7	1	 	 	 	 	 	 
128024	8	Y	 	 	 	1	0	 	 	60	 	 	 	 
128024	9	Y	 	 	 	1	0	 	 	40	 	 	 	 
128024	12	N	 	 	 	1	20	1	 	 	 	 	 	0
128024	15	Y	 	 	 	1	0	 	 	6	 	 	 	0
128024	19	N	 	 	 	1	22	1	 	 	 	 	 	0
128024	21	N	 	 	 	1	80	1	 	 	 	 	 	 
128024	22	N	 	 	 	1	60	1	 	 	 	 	 	 
128024	25	N	 	 	 	1	6	1	 	 	 	 	 	0
128024	29	N	 	 	 	0	 	 	 	 	 	 	 	 
128024	30	N	 	 	 	0	 	 	 	 	 	 	 	 
128024	32	N	 	 	 	0	 	 	 	 	 	 	 	 
128026	1	 	 	 	 	1	42	1	 	 	 	 	 	0
128026	3	 	 	 	 	0	 	 	 	 	 	 	 	 
128026	8	 	 	 	 	1	39	1	 	 	 	 	 	 
128026	9	 	 	 	 	1	45	1	 	 	 	 	 	 
128026	12	 	 	 	 	1	7	1	 	 	 	 	 	0
128026	15	 	 	 	 	1	9	1	 	 	 	 	 	0
128026	19	 	 	 	 	1	24	1	 	 	 	 	 	0
128026	21	 	 	 	 	1	36	1	 	 	 	 	 	 
128026	22	 	 	 	 	1	54	1	 	 	 	 	 	 
128026	25	 	 	 	 	1	14	1	 	 	 	 	 	0
128026	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128026	30	 	 	 	 	0	 	 	 	 	 	 	 	 
128026	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128027	1	 	 	 	 	1	0	 	 	 	 	 	 	9,6
128027	3	 	 	 	 	1	6	1	 	 	 	 	 	 
128027	8	 	 	 	 	0	 	 	 	 	 	 	 	 
128027	9	 	 	 	 	1	40	0	15	 	 	 	 	 
128027	12	 	 	 	 	1	55,5	0	16,5	 	 	 	 	0
128027	15	 	 	 	 	1	9,6	1	 	 	 	 	 	0
128027	19	 	 	 	 	1	35,2	0	10	 	 	 	 	0
128027	21	 	 	 	 	1	29	1	 	 	 	 	 	 
128027	22	 	 	 	 	1	12	1	 	 	 	 	 	 
128027	25	 	 	 	 	1	9	0	3,6	 	 	 	 	0
128027	29	 	 	 	 	0	 	 	 	 	 	 	 	 
128027	30	 	 	 	 	1	84	1	 	 	 	 	 	 
128027	32	 	 	 	 	0	 	 	 	 	 	 	 	 
128028	1	 	 	 	 	1	53,2	1	 	 	 	 	 	0
128028	3	 	 	 	 	1	2,5	1	 	 	 	 	 	 
128028	8	 	 	 	 	1	5	1	 	 	 	 	 	 
128028	9	 	 	 	 	1	120	1	 	 	 	 	 	 
128028	12	 	 	 	 	1	18	1	 	 	 	 	 	0
128028	15	 	 	 	 	1	9,6	1	 	 	 	 	 	0
128028	19	 	 	 	 	1	14,3	1	 	 	 	 	 	0
128028	21	 	 	 	 	1	6	1	 	 	 	 	 	 
128028	22	 	 	 	 	1	30	1	 	 	 	 	 	 
128028	25	 	 	 	 	1	7	0	0,7	 	 	 	 	0
128028	29	 	 	 	 	1	40	1	 	 	 	 	 	 
128028	30	 	 	 	 	1	120	1	 	 	 	 	 	 
128028	32	 	 	 	 	1	20	1	 	 	 	 	 	 
128030	1	 	 	N	 	1	35	1	 	 	 	 	 	0
128030	3	 	 	N	 	0	 	 	 	 	 	 	 	 
128030	8	 	 	N	 	1	7,5	1	 	 	 	 	 	 
128030	9	 	 	Y	 	1	0	 	 	 	 	72	 	 
128030	12	 	 	N	 	1	23,3	1	 	 	 	 	 	0
128030	15	 	 	N	 	1	5	1	 	 	 	 	 	0
128030	19	 	 	N	 	1	14,4	1	 	 	 	 	 	0
128030	21	 	 	N	 	1	25,2	1	 	 	 	 	 	 
128030	22	 	 	N	 	1	12	1	 	 	 	 	 	 
128030	25	 	 	N	 	1	8	0	0,5	 	 	 	 	1
128030	29	 	 	N	 	1	10	1	 	 	 	 	 	 
128030	30	 	 	N	 	1	50	1	 	 	 	 	 	 
128030	32	 	 	N	 	0	 	 	 	 	 	 	 	 
128031	1	N	N	N	N	1	76	1	 	 	 	 	 	0
128031	3	N	N	N	N	0	 	 	 	 	 	 	 	 
128031	8	N	N	N	N	1	310	1	 	 	 	 	 	 
128031	9	N	N	N	N	1	64	1	 	 	 	 	 	 
