CHILDID	ADDSAME	CLUSTID	YLCOMM	PLACEID	NRSTCOMM	PLACENR	ALRDMINI	PEMINIID	TYPESITE	REGION
PE188004	0	18	1	1807	0	8888	0	8888	1	32
PE188005	1	18	1	1802	0	8888	0	8888	2	32
PE188006	1	18	1	1802	0	8888	0	8888	2	32
PE188007	0	18	0	8888	0	8888	1	8389	1	31
PE188009	0	18	0	8888	0	8888	1	8378	1	31
PE188010	1	18	1	1804	0	8888	0	8888	2	32
PE188011	1	18	1	1802	0	8888	0	8888	2	32
PE188012	1	18	1	1806	0	8888	0	8888	2	32
PE188013	1	18	1	1803	0	8888	0	8888	2	32
PE188014	0	18	0	8888	1	1402	0	8888	1	31
PE188015	1	18	1	1803	0	8888	0	8888	2	32
PE188016	1	18	0	8888	0	8888	1	8396	1	31
PE188017	1	18	1	1806	0	8888	0	8888	2	32
PE188018	1	18	1	1803	0	8888	0	8888	2	32
PE188019	1	18	1	1803	0	8888	0	8888	2	32
PE188020	1	18	1	1803	0	8888	0	8888	2	32
PE188021	1	18	1	1803	0	8888	0	8888	2	32
PE188022	0	18	0	8888	0	8888	1	9999	1	31
PE188023	1	18	1	1803	0	8888	0	8888	2	32
PE188024	1	18	1	1803	0	8888	0	8888	2	32
PE188025	1	18	0	8888	0	8888	0	8888	1	32
PE188026	0	18	0	8888	0	8888	1	8016	1	32
PE188027	1	18	1	1802	0	8888	0	8888	2	32
PE198001	1	19	1	1901	0	8888	0	8888	1	31
PE198002	1	19	1	1901	0	8888	0	8888	1	31
PE198003	1	19	1	1901	0	8888	0	8888	1	31
PE198004	0	19	1	1901	0	8888	0	8888	1	31
PE198006	1	19	1	1901	0	8888	0	8888	1	31
PE198007	1	19	1	1901	0	8888	0	8888	1	31
PE198008	1	19	1	1901	0	8888	0	8888	1	31
PE198009	0	19	0	8888	0	8888	1	8639	1	32
PE198010	0	19	1	8010	0	8888	0	8888	1	31
PE198011	1	19	1	1901	0	8888	0	8888	1	31
PE198012	1	19	1	1901	0	8888	0	8888	1	31
PE198013	1	19	1	1901	0	8888	0	8888	1	31
PE198014	1	19	0	8888	0	8888	1	8613	1	32
PE198015	1	19	1	1901	0	8888	0	8888	1	31
PE198016	1	19	1	1901	0	8888	0	8888	1	31
PE198017	1	19	1	1901	0	8888	0	8888	1	31
PE198018	1	19	1	1901	0	8888	0	8888	1	31
PE198021	1	19	1	1901	0	8888	0	8888	1	31
PE198022	1	19	1	1901	0	8888	0	8888	1	31
PE198024	1	19	1	1901	0	8888	0	8888	1	31
PE198025	1	19	0	8888	0	8888	1	8026	1	31
PE198026	1	19	1	1901	0	8888	0	8888	1	31
PE198027	1	19	0	8888	0	8888	0	8888	1	32
PE198028	1	19	1	1901	0	8888	0	8888	1	31
PE198030	1	19	1	1901	0	8888	0	8888	1	31
PE198031	1	19	1	1901	0	8888	0	8888	1	31
PE208001	0	20	1	2001	0	8888	0	8888	1	32
PE208002	1	20	0	8888	0	8888	1	2015	1	32
PE208003	1	20	0	8888	1	2002	0	8888	1	32
PE208005	1	20	1	2001	0	8888	0	8888	1	32
PE208006	1	20	0	8888	0	8888	1	2002	1	32
PE208007	0	20	0	8888	1	2004	0	8888	1	32
PE208008	1	20	0	8888	0	8888	1	8614	1	32
PE208009	1	20	1	2002	0	8888	0	8888	1	32
PE208010	1	20	1	2001	0	8888	0	8888	1	32
PE208011	0	20	0	8888	0	8888	1	8608	1	32
PE208012	1	20	1	2003	0	8888	0	8888	1	32
PE208013	1	20	1	2001	0	8888	0	8888	1	32
PE208014	0	20	1	2001	0	8888	0	8888	1	32
PE208015	1	20	1	2001	0	8888	0	8888	1	32
PE208017	1	20	1	2008	0	8888	0	8888	1	32
PE208018	1	20	1	2001	0	8888	0	8888	1	32
PE208019	1	20	0	8888	0	8888	1	2021	1	32
PE208020	1	20	1	2001	0	8888	0	8888	1	32
PE208021	1	20	0	8888	0	8888	0	8060	1	31
PE208022	1	20	0	8888	0	8888	1	2002	1	32
PE208023	1	20	1	2007	0	8888	0	8888	1	32
PE208024	1	20	1	2004	0	8888	0	8888	1	32
PE208025	1	20	0	8888	1	2003	0	8888	1	32
PE208026	1	20	0	8888	0	8888	1	2017	1	32
PE208027	1	20	1	2001	0	8888	0	8888	1	32
PE208028	1	20	1	2001	0	8888	0	8888	1	32
PE208029	0	20	0	8888	1	2002	0	8888	1	32
PE208030	1	20	0	8888	0	8888	1	8223	1	32
PE208031	1	20	1	2006	0	8888	0	8888	1	32
PE208032	1	20	1	2003	0	8888	0	8888	1	32
PE208033	1	20	1	2003	0	8888	0	8888	1	32
PE208034	1	20	1	2008	0	8888	0	8888	1	32
PE208037	1	20	1	2004	0	8888	0	8888	1	32
PE208038	0	20	0	8888	1	2004	0	8888	1	32
PE208041	1	20	1	2003	0	8888	0	8888	1	32
PE208042	1	20	1	2005	0	8888	0	8888	1	32
PE208043	1	20	0	8888	1	2003	0	8888	1	32
PE208044	1	20	0	8888	0	8888	1	8353	1	31
PE208046	1	20	1	2007	0	8888	1	2001	1	32
PE208047	1	20	1	2004	0	8888	0	8888	1	32
PE208048	1	20	1	2004	0	8888	0	8888	1	32
PE208049	1	20	0	8888	1	2003	0	8888	1	32
PE208050	0	20	0	8888	1	2002	0	8888	1	32
PE208051	1	20	1	2005	0	8888	0	8888	1	32
