CHILDCODE	FVVLIDR4	FVVALR4	SLVALR4
18042	3	4	800
18042	4	11	500
18042	5	10	300
18043	1	11	500
18043	2	10	300
18043	3	12	300
18043	4	9	200
18043	5	24	100
18044	1	7	3200
18044	2	11	300
18044	3	4	200
18044	4	23	50
18044	5	22	20
18045	1	23	150
18045	2	10	100
18045	3	12	70
18045	4	22	50
18045	5	5	50
18046	1	21	1100
18046	2	11	700
18046	3	12	500
18046	4	4	500
18046	5	26	500
18047	1	7	2500
18047	2	21	800
18047	3	22	50
18047	4	4	50
18047	5	12	50
18048	1	21	500
18048	2	4	150
18048	3	24	100
18048	4	10	80
18048	5	25	50
18049	1	7	1000
18049	2	11	500
18049	3	21	400
18049	4	4	200
18049	5	3	200
18050	1	4	1000
18050	2	21	300
18050	3	25	150
18050	4	23	100
18050	5	10	70
28001	1	7	3000
28001	2	4	500
28001	3	24	500
28001	4	25	100
28001	5	10	100
28002	1	7	1000
28002	2	4	300
28002	3	25	120
28002	4	5	80
28002	5	10	50
28003	1	7	2500
28003	2	21	1000
28003	3	11	1000
28003	4	4	500
28003	5	10	300
28004	1	7	1500
28004	2	4	400
28004	3	10	150
28004	4	5	80
28004	5	3	50
28006	1	7	1500
28006	2	10	200
28006	3	4	100
28006	4	11	100
28006	5	25	50
28007	1	4	200
28007	2	8	50
28007	3	10	20
28007	4	98	 
28007	5	98	 
28008	1	4	800
28008	2	10	400
28008	3	25	50
28008	4	22	20
28008	5	98	 
28009	1	6	6000
28009	2	11	500
28009	3	4	200
28009	4	12	150
28009	5	10	60
28011	1	21	1500
28011	2	7	500
28011	3	4	300
28011	4	24	300
28011	5	11	300
28012	1	7	3000
28012	2	12	200
28012	3	11	200
28012	4	4	200
28012	5	10	20
28013	1	21	1000
28013	2	11	800
28013	3	4	200
28013	4	10	100
28013	5	25	50
28014	1	7	400
28014	2	10	250
28014	3	98	 
28014	4	98	 
28014	5	98	 
28015	1	4	200
28015	2	5	10
28015	3	98	 
28015	4	98	 
28015	5	98	 
28016	1	11	300
28016	2	21	400
28016	3	4	150
28016	4	24	100
28016	5	12	70
28017	1	7	1200
28017	2	4	800
28017	3	11	600
28017	4	21	1200
28017	5	8	120
28018	1	11	400
28018	2	4	250
28018	3	25	100
28018	4	10	100
28018	5	12	50
28020	1	11	500
28020	2	4	300
28020	3	8	150
28020	4	10	150
28020	5	22	30
28021	1	7	2000
28021	2	21	1000
28021	3	11	500
28021	4	4	100
28021	5	5	50
28022	1	7	1200
28022	2	11	800
28022	3	21	500
28022	4	4	300
28022	5	12	20
28023	1	11	600
28023	2	4	150
28023	3	12	150
28023	4	24	100
28023	5	23	30
28024	1	11	1000
28024	2	7	500
28024	3	4	500
28024	4	5	200
28024	5	22	30
28025	1	7	1500
28025	2	4	500
28025	3	10	300
28025	4	25	200
28025	5	5	50
38001	1	10	200
38001	2	5	30
38001	3	98	 
38001	4	98	 
38001	5	98	 
38002	1	10	180
38002	2	5	40
38002	3	22	30
38002	4	8	10
38002	5	98	 
38003	1	4	400
38003	2	25	100
38003	3	10	50
38003	4	5	30
38003	5	98	 
38004	1	10	120
38004	2	5	50
38004	3	98	 
38004	4	98	 
38004	5	98	 
38005	1	98	 
38005	2	98	 
38005	3	98	 
38005	4	98	 
38005	5	98	 
38006	1	4	400
38006	2	12	400
38006	3	10	300
38006	4	25	200
38006	5	24	200
38007	1	4	300
38007	2	25	50
38007	3	98	 
38007	4	98	 
38007	5	98	 
38008	1	4	800
38008	2	10	800
38008	3	28	100
38008	4	23	50
38008	5	22	30
38010	1	10	200
38010	2	5	50
38010	3	98	 
38010	4	98	 
38010	5	98	 
38011	1	7	7800
38011	2	21	3600
38011	3	4	800
38011	4	10	700
38011	5	12	600
38012	1	21	1200
38012	2	4	700
38012	3	26	500
38012	4	11	500
38012	5	12	400
38013	1	7	5000
38013	2	4	800
38013	3	21	500
38013	4	11	500
38013	5	5	100
38015	1	3	700
38015	2	4	700
38015	3	25	150
38015	4	10	100
38015	5	9	60
38017	1	6	5000
38017	2	21	1000
38017	3	8	200
38017	4	4	150
38017	5	5	50
38019	1	11	900
38019	2	4	800
38019	3	22	200
38019	4	25	150
38019	5	23	120
38020	1	24	1000
38020	2	4	500
38020	3	25	300
38020	4	23	150
38020	5	12	50
38021	1	10	100
38021	2	98	 
38021	3	98	 
38021	4	98	 
38021	5	98	 
38022	1	10	100
38022	2	5	30
38022	3	22	20
38022	4	98	 
38022	5	98	 
38023	1	21	4000
38023	2	4	1200
38023	3	11	1200
38023	4	12	300
38023	5	23	30
38024	1	4	500
38024	2	12	150
38024	3	25	150
38024	4	10	400
38024	5	8	108
38025	1	4	-77
38025	2	5	-77
38025	3	98	 
38025	4	98	 
38025	5	98	 
48001	1	11	800
48001	2	4	500
48001	3	10	200
48001	4	12	100
48001	5	22	20
48002	1	4	420
48002	2	12	100
48002	3	25	100
48002	4	23	90
48002	5	22	50
48003	1	7	1000
48003	2	8	150
48003	3	4	50
48003	4	24	50
48003	5	29	20
48004	1	4	350
48004	2	5	50
48004	3	10	50
48004	4	98	 
48004	5	98	 
48005	1	6	-77
48005	2	11	-77
48005	3	21	-77
48005	4	4	-77
48005	5	10	-77
48006	1	21	3000
48006	2	4	1200
48006	3	24	600
48006	4	12	200
48006	5	25	90
48007	1	4	1000
48007	2	10	400
48007	3	23	200
48007	4	25	150
48007	5	3	100
48008	1	4	500
48008	2	12	200
48008	3	25	100
48008	4	10	100
48008	5	23	80
48009	1	4	300
48009	2	5	60
48009	3	98	 
48009	4	98	 
48009	5	98	 
48010	1	3	750
48010	2	4	400
48010	3	12	120
48010	4	23	100
48010	5	22	60
48011	1	10	120
48011	2	98	 
48011	3	98	 
48011	4	98	 
48011	5	98	 
48013	1	10	30
48013	2	98	 
48013	3	98	 
48013	4	98	 
48013	5	98	 
48014	1	10	130
48014	2	98	 
48014	3	98	 
48014	4	98	 
48014	5	98	 
48015	1	4	200
48015	2	8	50
48015	3	10	30
48015	4	98	 
48015	5	98	 
48016	1	10	700
48016	2	12	100
48016	3	4	100
48016	4	98	 
48016	5	98	 
48017	1	5	50
48017	2	98	 
48017	3	98	 
48017	4	98	 
48017	5	98	 
48018	1	10	100
48018	2	4	20
48018	3	12	20
48018	4	98	 
48018	5	98	 
48019	1	3	100
48019	2	10	50
48019	3	22	20
48019	4	98	 
48019	5	98	 
48020	1	3	400
48020	2	23	250
48020	3	22	70
48020	4	5	30
48020	5	12	30
48021	1	10	-77
48021	2	98	 
48021	3	98	 
48021	4	98	 
48021	5	98	 
48022	1	4	100
48022	2	10	80
48022	3	5	15
48022	4	98	 
48022	5	98	 
48023	1	4	800
48023	2	12	500
48023	3	10	500
48023	4	25	100
48023	5	23	100
48024	1	4	400
48024	2	10	400
48024	3	12	150
48024	4	98	 
48024	5	98	 
48025	1	10	60
48025	2	5	20
48025	3	98	 
48025	4	98	 
48025	5	98	 
48026	1	7	1000
48026	2	21	1000
48026	3	11	500
48026	4	12	150
48026	5	4	100
58002	1	7	3000
58002	2	11	2000
58002	3	4	1000
58002	4	12	300
58002	5	5	200
58003	1	4	400
58003	2	5	60
58003	3	10	240
58003	4	25	150
58003	5	23	60
58004	1	21	800
58004	2	23	150
58004	3	10	150
58004	4	12	40
58004	5	22	40
58006	1	21	700
58006	2	24	600
58006	3	4	400
58006	4	12	200
58006	5	25	90
58007	1	4	200
58007	2	25	150
58007	3	10	100
58007	4	15	50
58007	5	5	30
58008	1	6	1200
58008	2	7	450
58008	3	8	60
58008	4	10	30
58008	5	5	20
58011	1	23	150
58011	2	22	50
58011	3	10	30
58011	4	12	130
58011	5	98	 
58012	1	7	5000
58012	2	8	300
58012	3	5	40
58012	4	10	30
58012	5	98	 
58013	1	7	1600
58013	2	10	60
58013	3	5	30
58013	4	98	 
58013	5	98	 
58014	1	7	2000
58014	2	3	200
58014	3	8	50
58014	4	5	40
58014	5	10	20
58015	1	10	15
58015	2	98	 
58015	3	98	 
58015	4	98	 
58015	5	98	 
58016	1	7	5000
58016	2	11	1200
58016	3	4	300
58016	4	12	180
58016	5	25	150
58017	1	10	100
58017	2	5	50
58017	3	98	 
58017	4	98	 
58017	5	98	 
58019	1	3	1000
58019	2	4	400
58019	3	25	130
58019	4	5	100
58019	5	22	50
58020	1	4	500
58020	2	11	500
58020	3	12	180
58020	4	24	150
58020	5	10	100
58021	1	10	50
58021	2	5	30
58021	3	98	 
58021	4	98	 
58021	5	98	 
58022	1	10	600
58022	2	98	 
58022	3	98	 
58022	4	98	 
58022	5	98	 
58023	1	4	500
58023	2	11	200
58023	3	3	200
58023	4	22	50
58023	5	23	50
58025	1	4	100
58025	2	12	100
58025	3	25	80
58025	4	10	70
58025	5	15	30
58026	1	7	1500
58026	2	11	300
58026	3	4	300
58026	4	8	50
58026	5	23	50
58027	1	3	50
58027	2	12	40
58027	3	10	20
58027	4	5	10
58027	5	98	 
58028	1	4	600
58028	2	25	200
58028	3	10	80
58028	4	5	50
58028	5	12	50
58029	1	23	100
58029	2	10	60
58029	3	98	 
58029	4	98	 
58029	5	98	 
58030	1	4	400
58030	2	10	200
58030	3	98	 
58030	4	98	 
58030	5	98	 
68001	1	11	1800
68001	2	21	900
68001	3	4	500
68001	4	24	400
68001	5	25	100
68002	1	21	2000
68002	2	10	1500
68002	3	7	900
68002	4	12	100
68002	5	22	50
68003	1	12	400
68003	2	4	350
68003	3	10	230
68003	4	23	150
68003	5	22	50
68004	1	7	1900
68004	2	21	1600
68004	3	11	1000
68004	4	4	1000
68004	5	3	500
68005	1	6	5000
68005	2	21	2800
68005	3	11	1200
68005	4	4	1000
68005	5	12	600
68006	1	7	0
68006	2	21	0
68006	3	26	0
68006	4	11	0
68006	5	24	0
68007	1	7	4200
68007	2	21	800
68007	3	10	350
68007	4	4	300
68007	5	24	300
68008	1	7	1700
68008	2	4	400
68008	3	12	100
68008	4	25	70
68008	5	10	70
68009	1	11	2800
68009	2	21	2000
68009	3	7	1200
68009	4	24	800
68009	5	12	500
68010	1	21	500
68010	2	11	200
68010	3	4	100
68010	4	24	80
68010	5	23	50
68011	1	11	800
68011	2	4	800
68011	3	24	250
68011	4	10	50
68011	5	12	50
68012	1	7	8500
68012	2	26	400
68012	3	4	300
68012	4	22	50
68012	5	23	50
68013	1	4	200
68013	2	11	150
68013	3	10	80
68013	4	12	50
68013	5	22	30
68015	1	4	800
68015	2	11	800
68015	3	3	100
68015	4	5	50
68015	5	22	30
68016	1	7	4500
68016	2	21	3500
68016	3	11	900
68016	4	26	800
68016	5	4	800
68017	1	98	 
68017	2	98	 
68017	3	98	 
68017	4	98	 
68017	5	98	 
68018	1	4	300
68018	2	10	100
68018	3	12	50
68018	4	5	10
68018	5	98	 
68019	1	7	4000
68019	2	26	1000
68019	3	21	1000
68019	4	4	500
68019	5	11	450
68020	1	4	850
68020	2	21	1600
68020	3	11	300
68020	4	12	80
68020	5	10	50
68021	1	4	300
68021	2	12	250
68021	3	23	120
68021	4	10	100
68021	5	98	 
68022	1	4	300
68022	2	12	200
68022	3	23	100
68022	4	10	100
68022	5	22	50
68023	1	7	1800
68023	2	11	1000
68023	3	4	900
68023	4	24	300
68023	5	25	100
68024	1	21	2000
68024	2	4	1150
68024	3	7	1000
68024	4	12	300
68024	5	23	70
68025	1	4	2000
68025	2	24	500
68025	3	11	500
68025	4	12	300
68025	5	15	30
78001	1	4	800
78001	2	6	3000
78001	3	7	1500
78001	4	11	500
78001	5	21	800
78002	1	7	1800
78002	2	26	1500
78002	3	21	1000
78002	4	4	1500
78002	5	10	1025
78003	1	21	2000
78003	2	26	1200
78003	3	11	1000
78003	4	10	900
78003	5	24	500
78005	1	4	100
78005	2	12	100
78005	3	10	20
78005	4	22	10
78005	5	23	20
78006	1	11	500
78006	2	26	400
78006	3	12	300
78006	4	4	300
78006	5	28	100
78007	1	6	13500
78007	2	21	1500
78007	3	4	500
78007	4	26	400
78007	5	24	300
78008	1	4	300
78008	2	25	50
78008	3	26	500
78008	4	11	500
78008	5	22	50
78009	1	26	1000
78009	2	11	800
78009	3	4	1200
78009	4	28	250
78009	5	21	600
78010	1	6	50000
78010	2	21	4300
78010	3	3	3300
78010	4	11	2000
78010	5	4	3000
78011	1	21	700
78011	2	4	1400
78011	3	10	300
78011	4	12	400
78011	5	23	60
78012	1	21	300
78012	2	26	300
78012	3	4	120
78012	4	5	90
78012	5	22	30
78013	1	4	3000
78013	2	21	3000
78013	3	11	1000
78013	4	12	800
78013	5	24	600
78014	1	4	1200
78014	2	11	900
78014	3	12	350
78014	4	21	800
78014	5	5	150
78015	1	11	500
78015	2	4	500
78015	3	24	100
78015	4	21	1000
78015	5	12	600
78016	1	12	40
78016	2	5	20
78016	3	10	60
78016	4	4	100
78016	5	8	80
78017	1	6	16200
78017	2	7	1800
78017	3	26	300
78017	4	4	400
78017	5	11	500
78018	1	21	500
78018	2	4	300
78018	3	10	150
78018	4	12	80
78018	5	98	 
78019	1	12	500
78019	2	4	400
78019	3	5	100
78019	4	10	70
78019	5	22	50
78020	1	11	400
78020	2	28	200
78020	3	24	200
78020	4	12	300
78020	5	4	100
78021	1	4	500
78021	2	11	2300
78021	3	12	2000
78021	4	21	1800
78021	5	26	1000
78022	1	11	500
78022	2	26	300
78022	3	4	600
78022	4	21	600
78022	5	28	150
78024	1	6	20000
78024	2	4	2500
78024	3	11	300
78024	4	21	300
78024	5	26	500
78026	1	21	400
78026	2	4	200
78026	3	12	200
78026	4	23	50
78026	5	22	20
78027	1	21	2000
78027	2	5	200
78027	3	4	100
78027	4	22	30
78027	5	10	10
78028	1	7	5000
78028	2	21	1500
78028	3	4	200
78028	4	10	120
78028	5	3	50
78029	1	21	2000
78029	2	3	300
78029	3	11	1000
78029	4	12	400
78029	5	26	500
78030	1	3	500
78030	2	12	200
78030	3	10	130
78030	4	23	50
78030	5	5	50
78031	1	4	300
78031	2	98	 
78031	3	98	 
78031	4	98	 
78031	5	98	 
78032	1	21	2000
78032	2	11	1000
78032	3	4	500
78032	4	24	300
78032	5	12	200
78033	1	4	500
78033	2	10	200
78033	3	23	100
78033	4	12	100
78033	5	25	100
78034	1	21	500
78034	2	4	150
78034	3	5	150
78034	4	12	100
78034	5	25	100
78035	1	21	500
78035	2	11	300
78035	3	4	150
78035	4	12	100
78035	5	10	50
78036	1	10	560
78036	2	23	200
78036	3	4	200
78036	4	3	100
78036	5	12	15
78037	1	11	400
78037	2	25	100
78037	3	24	200
78037	4	12	100
78037	5	10	100
78038	1	6	30000
78038	2	7	3000
78038	3	21	2000
78038	4	11	1200
78038	5	12	700
78039	1	26	800
78039	2	4	700
78039	3	12	100
78039	4	5	300
78039	5	8	30
78040	1	4	150
78040	2	10	150
78040	3	5	60
78040	4	12	20
78040	5	98	 
78041	1	21	2000
78041	2	11	400
78041	3	4	300
78041	4	12	200
78041	5	28	250
78042	1	6	22320
78042	2	21	1000
78042	3	12	500
78042	4	4	300
78042	5	10	120
78043	1	21	1500
78043	2	4	1000
78043	3	11	800
78043	4	12	500
78043	5	3	300
78044	1	4	1500
78044	2	11	1000
78044	3	12	300
78044	4	21	1500
78044	5	26	500
78045	1	12	250
78045	2	23	300
78045	3	4	100
78045	4	8	50
78045	5	11	150
78046	1	12	100
78046	2	11	500
78046	3	4	150
78046	4	24	200
78046	5	25	100
78047	1	7	5000
78047	2	4	1850
78047	3	21	1500
78047	4	11	500
78047	5	12	400
78048	1	4	100
78048	2	12	200
78048	3	5	50
78048	4	10	-77
78048	5	98	 
78049	1	11	300
78049	2	4	300
78049	3	21	800
78049	4	25	100
78049	5	12	400
78050	1	12	100
78050	2	23	50
78050	3	4	400
78050	4	10	400
78050	5	5	60
78051	1	21	500
78051	2	4	200
78051	3	11	160
78051	4	10	150
78051	5	8	100
78052	1	6	30000
78052	2	7	5000
78052	3	11	1000
78052	4	12	300
78052	5	4	300
88001	1	11	500
88001	2	8	50
88001	3	23	250
88001	4	22	20
88001	5	10	10
88002	1	6	20000
88002	2	11	750
88002	3	21	750
88002	4	4	500
88002	5	25	50
88003	1	4	300
88003	2	21	1000
88003	3	12	400
88003	4	25	50
88003	5	23	100
88004	1	11	600
88004	2	26	300
88004	3	21	500
88004	4	12	200
88004	5	4	300
88005	1	11	500
88005	2	5	700
88005	3	12	100
88005	4	10	200
88005	5	23	50
88007	1	4	50
88007	2	11	100
88007	3	10	100
88007	4	22	50
88007	5	23	50
88008	1	4	1200
88008	2	11	700
88008	3	12	250
88008	4	10	300
88008	5	23	40
88009	1	4	300
88009	2	22	20
88009	3	5	30
88009	4	25	40
88009	5	10	50
88010	1	4	220
88010	2	12	20
88010	3	25	50
88010	4	10	40
88010	5	22	15
88011	1	4	100
88011	2	10	200
88011	3	25	100
88011	4	12	80
88011	5	22	20
88012	1	21	1050
88012	2	26	500
88012	3	12	300
88012	4	10	200
88012	5	4	100
88013	1	21	300
88013	2	4	200
88013	3	28	100
88013	4	12	80
88013	5	25	40
88014	1	3	200
88014	2	4	100
88014	3	12	70
88014	4	10	70
88014	5	22	20
88015	1	4	100
88015	2	12	50
88015	3	23	10
88015	4	22	10
88015	5	10	10
88016	1	21	1000
88016	2	26	750
88016	3	24	700
88016	4	12	400
88016	5	4	200
88017	1	3	500
88017	2	21	800
88017	3	11	300
88017	4	12	100
88017	5	4	200
88019	1	4	200
88019	2	5	100
88019	3	23	30
88019	4	9	20
88019	5	12	20
88020	1	23	40
88020	2	4	50
88020	3	12	20
88020	4	25	50
88020	5	22	20
88021	1	21	1000
88021	2	26	700
88021	3	4	300
88021	4	10	200
88021	5	25	100
88022	1	3	100
88022	2	23	80
88022	3	10	50
88022	4	98	 
88022	5	98	 
88024	1	26	700
88024	2	11	800
88024	3	21	1000
88024	4	4	400
88024	5	3	300
88025	1	4	250
88025	2	12	200
88025	3	22	100
88025	4	10	70
88025	5	5	50
88026	1	21	500
88026	2	11	500
88026	3	4	200
88026	4	10	50
88026	5	25	50
88027	1	11	500
88027	2	24	800
88027	3	4	600
88027	4	25	150
88027	5	12	300
88028	1	4	100
88028	2	25	30
88028	3	21	400
88028	4	10	60
88028	5	8	70
88029	1	21	1200
88029	2	11	700
88029	3	4	500
88029	4	10	300
88029	5	12	100
88031	1	26	1000
88031	2	4	400
88031	3	10	10
88031	4	12	200
88031	5	98	 
98001	1	10	300
98001	2	22	50
98001	3	98	 
98001	4	98	 
98001	5	98	 
98002	1	5	10
98002	2	10	10
98002	3	98	 
98002	4	98	 
98002	5	98	 
98004	1	24	300
98004	2	4	200
98004	3	25	150
98004	4	10	100
98004	5	12	100
98006	1	4	300
98006	2	24	200
98006	3	23	100
98006	4	25	100
98006	5	10	50
98007	1	10	200
98007	2	5	10
98007	3	98	 
98007	4	98	 
98007	5	98	 
98008	1	21	500
98008	2	4	100
98008	3	25	80
98008	4	12	50
98008	5	10	40
98009	1	10	150
98009	2	5	50
98009	3	98	 
98009	4	98	 
98009	5	98	 
98010	1	4	300
98010	2	10	500
98010	3	22	40
98010	4	98	 
98010	5	98	 
98011	1	4	200
98011	2	5	30
98011	3	10	40
98011	4	25	80
98011	5	98	 
98012	1	4	100
98012	2	10	100
98012	3	22	60
98012	4	5	50
98012	5	98	 
98013	1	4	250
98013	2	25	200
98013	3	10	150
98013	4	12	50
98013	5	98	 
98014	1	7	3000
98014	2	11	500
98014	3	10	300
98014	4	25	150
98014	5	4	100
98015	1	6	15000
98015	2	4	2000
98015	3	21	500
98015	4	26	300
98015	5	10	200
98016	1	21	800
98016	2	4	1000
98016	3	11	500
98016	4	24	400
98016	5	10	300
98017	1	10	280
98017	2	25	250
98017	3	4	200
98017	4	5	20
98017	5	98	 
98018	1	6	-77
98018	2	4	5000
98018	3	21	3700
98018	4	24	1000
98018	5	10	1000
98020	1	4	200
98020	2	12	200
98020	3	10	150
98020	4	5	100
98020	5	23	80
98022	1	4	400
98022	2	5	50
98022	3	10	200
98022	4	98	 
98022	5	98	 
98023	1	10	10
98023	2	4	10
98023	3	5	20
98023	4	98	 
98023	5	98	 
98024	1	7	2000
98024	2	4	500
98024	3	11	400
98024	4	8	150
98024	5	10	100
98025	1	25	120
98025	2	5	30
98025	3	4	50
98025	4	10	300
98025	5	98	 
98026	1	4	100
98026	2	10	120
98026	3	25	70
98026	4	23	300
98026	5	12	50
98028	1	4	500
98028	2	3	200
98028	3	22	50
98028	4	23	50
98028	5	12	50
98029	1	4	200
98029	2	23	100
98029	3	10	200
98029	4	5	10
98029	5	98	 
108002	1	28	200
108002	2	4	200
108002	3	31	100
108002	4	12	800
108002	5	24	850
108003	1	26	300
108003	2	24	100
108003	3	28	100
108003	4	22	50
108003	5	5	50
108004	1	21	500
108004	2	23	20
108004	3	12	10
108004	4	25	20
108004	5	10	20
108006	1	21	500
108006	2	26	400
108006	3	4	400
108006	4	28	150
108006	5	10	100
108007	1	24	1500
108007	2	11	800
108007	3	21	400
108007	4	4	100
108007	5	23	80
108008	1	12	500
108008	2	10	400
108008	3	4	80
108008	4	23	60
108008	5	5	60
108009	1	11	400
108009	2	12	300
108009	3	4	500
108009	4	8	50
108009	5	22	50
108011	1	21	2100
108011	2	10	500
108011	3	4	500
108011	4	24	400
108011	5	8	300
108013	1	7	3000
108013	2	21	1000
108013	3	11	300
108013	4	8	70
108013	5	12	70
108016	1	6	9000
108016	2	11	1000
108016	3	4	900
108016	4	21	900
108016	5	25	100
108017	1	4	820
108017	2	21	1000
108017	3	26	400
108017	4	12	300
108017	5	8	150
108018	1	6	2000
108018	2	4	200
108018	3	5	30
108018	4	12	30
108018	5	23	30
108020	1	21	600
108020	2	4	300
108020	3	25	100
108020	4	30	30
108020	5	23	20
108021	1	4	600
108021	2	11	700
108021	3	21	100
108021	4	24	500
108021	5	12	300
108022	1	4	500
108022	2	21	1500
108022	3	24	500
108022	4	12	400
108022	5	25	200
108023	1	21	800
108023	2	11	400
108023	3	24	300
108023	4	4	1100
108023	5	12	500
108024	1	21	1500
108024	2	4	800
108024	3	11	500
108024	4	8	100
108024	5	25	80
108025	1	6	9000
108025	2	21	1000
108025	3	11	800
108025	4	4	400
108025	5	12	300
108026	1	11	300
108026	2	4	200
108026	3	5	200
108026	4	10	90
108026	5	12	10
108028	1	4	300
108028	2	21	200
108028	3	12	80
108028	4	10	200
108028	5	23	40
108029	1	6	8000
108029	2	4	1200
108029	3	21	800
108029	4	12	600
108029	5	25	200
118001	1	21	600
118001	2	11	450
118001	3	24	300
118001	4	12	200
118001	5	4	100
118002	1	11	500
118002	2	4	400
118002	3	10	300
118002	4	24	300
118002	5	25	200
118004	1	 	 
118004	2	 	 
118004	3	 	 
118004	4	 	 
118004	5	 	 
118005	1	11	1000
118005	2	25	200
118005	3	12	150
118005	4	4	100
118005	5	23	80
118006	1	24	800
118006	2	4	600
118006	3	12	300
118006	4	10	200
118006	5	23	50
118007	1	7	2500
118007	2	10	230
118007	3	4	100
118007	4	98	 
118007	5	98	 
118009	1	7	10000
118009	2	4	200
118009	3	10	80
118009	4	98	 
118009	5	98	 
118011	1	7	6000
118011	2	11	500
118011	3	21	400
118011	4	10	300
118011	5	24	350
118013	1	4	90
118013	2	5	50
118013	3	10	60
118013	4	22	70
118013	5	23	80
118014	1	21	1000
118014	2	10	100
118014	3	98	 
118014	4	98	 
118014	5	98	 
118015	1	4	500
118015	2	10	300
118015	3	5	100
118015	4	98	 
118015	5	98	 
118017	1	4	200
118017	2	25	100
118017	3	5	50
118017	4	8	60
118017	5	20	20
118018	1	4	100
118018	2	5	60
118018	3	12	40
118018	4	10	40
118018	5	25	80
118019	1	4	300
118019	2	25	120
118019	3	5	100
118019	4	10	50
118019	5	98	 
118020	1	4	90
118020	2	8	30
118020	3	10	70
118020	4	98	 
118020	5	98	 
118021	1	 	 
118021	2	 	 
118021	3	 	 
118021	4	 	 
118021	5	 	 
118022	1	11	300
118022	2	21	-77
118022	3	4	200
118022	4	10	300
118022	5	12	500
118023	1	8	150
118023	2	10	100
118023	3	5	20
118023	4	98	 
118023	5	98	 
118024	1	 	 
118024	2	 	 
118024	3	 	 
118024	4	 	 
118024	5	 	 
118027	1	4	500
118027	2	10	80
118027	3	98	 
