PLACEID	LCPRIDR5	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102
1031	34	35	1	7	-88	2	8
1031	35	40	1	7	-88	2	8
1031	36	-88	1	7	-88	2	8
1031	37	26	1	7	-88	2	8
1031	38	24	1	7	-88	2	8
1031	39	35	1	7	-88	2	8
1031	40	140	6	16	120	6	16
1031	41	240	6	16	-88	6	16
1031	42	-88	6	16	-88	6	16
1031	43	280	6	16	220	6	16
1031	44	-88	6	16	-88	6	16
1031	45	260	1	13	120	1	21
1031	46	50	1	22	54	1	23
1031	47	12	1	22	14	1	23
1031	48	120	1	9	100	1	11
1031	49	-88	1	9	-88	1	11
1031	50	18	1	11	17.3999996185303	2	8
1031	51	12.5	1	11	6	2	8
1031	52	60	1	11	24	2	8
1031	53	50	1	11	44	5	18
1031	54	55	1	9	50	1	11
1031	55	-88	1	9	-88	1	11
1031	56	1.29999995231628	1	9	1.29999995231628	1	11
1031	57	-88	5	18	-88	1	11
1031	58	7	5	18	11	1	11
1031	59	15	5	18	18	1	11
1031	60	32	5	18	40	1	11
1031	61	55	5	18	70	1	11
1031	62	10	5	18	-88	1	11
1031	63	40	5	18	60	1	11
1031	64	28	5	18	-88	1	11
1031	65	40	5	18	46	1	11
1031	66	8	5	18	9	1	11
1031	67	-88	5	18	-88	1	11
1031	68	-88	1	11	63	1	15
1031	69	35	1	7	-88	2	8
1031	70	-88	1	7	-88	2	8
1031	71	180	1	9	200	1	11
1032	0	-88	1	11	-88	1	12
1032	1	12	1	11	12	1	12
1032	2	250	1	24	300	1	25
1032	3	200	1	24	170	1	25
1032	4	120	1	24	150	1	25
1032	5	280	1	24	250	1	25
1032	6	130	1	24	150	1	25
1032	7	6	9	23	-88	9	23
1032	8	.600000023841858	9	23	-88	9	23
1032	9	.5	9	23	.600000023841858	9	23
1032	10	.330000013113022	9	23	.330000013113022	9	23
1032	11	15	1	11	15	1	12
1032	12	85	1	11	90	1	12
1032	13	12.6000003814697	1	11	12.6000003814697	1	12
1032	14	-88	88	11	-88	88	11
1032	15	-88	88	11	-88	88	12
1032	16	23	1	13	23.5	1	14
1032	17	16	1	13	17	1	14
1032	18	11	1	13	11	1	14
1032	19	12	1	13	12.5	1	14
1032	20	8.5	1	13	8	1	27
1032	21	12	1	13	11.5	1	27
1032	22	13	1	13	13	1	27
1032	23	33	1	13	34	1	14
1032	24	48	1	13	50	1	14
1032	25	21	1	13	22	1	14
1032	26	26	1	13	28	1	14
1032	27	28	1	13	25	1	14
1032	28	17	1	13	17	2	14
1032	29	-88	88	13	-88	88	14
1032	30	20	1	13	24	1	14
1032	31	30	1	13	30	1	14
1032	32	220	1	13	210	1	14
1032	33	3.5	1	13	4	1	14
1032	34	30	1	13	36	1	14
1032	35	-88	88	13	40	1	14
1032	36	-88	88	13	-88	88	14
1032	37	28	1	13	30	1	14
1032	38	22	1	13	24	1	14
1032	39	35	1	13	30	1	14
1032	40	130	6	19	120	6	20
1032	41	300	1	19	280	1	20
1032	42	-88	88	19	-88	88	20
1032	43	280	6	19	280	6	20
1032	44	-88	88	19	-88	88	20
1032	45	160	1	15	240	1	16
1032	46	50	1	21	50	1	22
1032	47	12	1	21	12	1	22
1032	48	120	1	11	90	1	12
1032	49	-88	88	11	-88	88	12
1032	50	17.3999996185303	1	11	17.3999996185303	1	12
1032	51	5	1	11	6	1	12
1032	52	60	1	11	58	1	12
1032	53	38	3	17	40	5	18
1032	54	50	1	11	60	1	12
1032	55	-88	88	11	-88	88	12
1032	56	1.29999995231628	1	11	1.29999995231628	1	12
1032	57	-88	88	11	-88	88	12
1032	58	6	3	17	7	5	18
1032	59	15	3	17	20	5	18
1032	60	30	3	17	34	5	18
1032	61	120	3	17	130	5	18
1032	62	7	3	17	8	5	18
1032	63	45	3	17	48	5	18
1032	64	22	3	17	25	5	18
1032	65	50	3	17	50	5	18
1032	66	7	3	17	8	5	18
1032	67	20	3	17	22	5	18
1032	68	50	1	13	70	1	14
1032	69	28	1	13	28	1	14
1032	70	-88	88	13	-88	88	14
1032	71	140	2	11	150	1	12
2041	0	-88	88	3	-88	88	3
2041	1	12	1	3	12	1	3
2041	2	35	1	3	35	1	3
2041	3	50	1	3	50	1	3
2041	4	50	1	3	50	1	3
2041	5	60	1	3	60	1	3
2041	6	80	1	3	80	1	3
2041	7	5	10	4	5	9	4
2041	8	3	10	4	3	1	4
2041	9	1	10	4	1	9	4
2041	10	8	10	4	8	9	4
2041	11	15	1	3	15	1	3
2041	12	70	1	3	70	1	3
2041	13	12	17	4	12	1	3
2041	14	12	12	2	12	12	2
2041	15	10	12	2	10	12	2
2041	16	18.5	17	3	18.5	17	3
2041	17	13.1999998092651	17	3	13.1999998092651	17	3
2041	18	7.75	17	3	7.75	17	3
2041	19	8.89999961853027	17	3	8.89999961853027	17	3
2041	20	5.30000019073486	17	3	5.30000019073486	17	3
2041	21	5.5	17	3	5.5	17	3
2041	22	4.5	17	3	4.5	17	3
2041	23	23.1000003814697	17	3	23.1000003814697	17	3
2041	24	25	17	3	25	17	3
2041	25	12.25	17	3	12.25	17	3
2041	26	11.5500001907349	17	3	11.5500001907349	17	3
2041	27	13.1999998092651	17	3	13.1999998092651	17	3
2041	28	11.6999998092651	17	3	11.6999998092651	17	3
2041	29	-88	88	3	-88	88	3
2041	30	15	1	3	15	1	3
2041	31	25	1	3	25	1	3
2041	32	160	1	3	160	1	3
2041	33	3	1	3	3	1	3
2041	34	24	17	3	24	17	3
2041	35	-88	88	3	-88	88	3
2041	36	-88	88	3	-88	88	3
2041	37	15	17	3	15	17	3
2041	38	25	17	3	25	17	3
2041	39	17.5	17	3	17.5	17	3
2041	40	120	6	3	120	6	3
2041	41	170	6	3	170	6	3
2041	42	100	17	3	100	17	3
2041	43	-88	88	3	-88	88	3
2041	44	-88	88	3	-88	88	3
2041	45	500	1	3	500	1	3
2041	46	50	1	3	50	1	3
2041	47	60	1	3	60	1	3
2041	48	90	1	3	90	1	3
2041	49	-88	88	3	-88	88	3
2041	50	17.5	2	3	17.5	2	3
2041	51	7.5	2	3	7.5	2	3
2041	52	50	2	3	50	2	3
2041	53	13	17	3	13	17	3
2041	54	50	17	3	50	17	3
2041	55	-88	88	3	-88	88	3
2041	56	2	1	3	2	1	3
2041	57	-88	88	3	-88	88	3
2041	58	10	17	3	10	17	3
2041	59	16	17	3	16	17	3
2041	60	10	17	3	10	17	3
2041	61	100	17	3	100	17	3
2041	62	13	17	3	13	17	3
2041	63	33.2999992370605	17	3	33.2999992370605	17	3
2041	64	-88	88	3	-88	88	3
2041	65	30	17	3	30	17	3
2041	66	15	17	3	15	17	3
2041	67	-88	88	3	-88	88	3
2041	68	20	1	3	20	1	3
2041	69	-88	88	3	-88	88	3
2041	70	-88	88	3	-88	88	3
2041	71	160	1	3	160	1	3
2051	0	-88	88	6	-88	88	5
2051	1	12	1	5	12	1	5
2051	2	35	1	5	35	1	5
2051	3	52	1	6	52	1	6
2051	4	50	1	6	50	1	5
2051	5	60	1	6	60	1	5
2051	6	80	1	6	80	1	6
2051	7	4.25	10	7	-88	88	8
2051	8	1.79999995231628	10	7	-88	88	7
2051	9	9.5	10	7	-88	88	8
2051	10	2	10	7	-88	88	8
2051	11	20	1	9	20	1	9
2051	12	32	1	9	32	1	9
2051	13	-88	88	9	-88	88	9
2051	14	15.4799995422363	12	9	-88	88	9
2051	15	12.5	12	9	-88	88	9
2051	16	13.5	17	9	13.5	17	9
2051	17	10.8000001907349	17	9	10.8000001907349	17	9
2051	18	7.5	17	9	7.5	17	9
2051	19	6.59999990463257	17	9	6.59999990463257	17	9
2051	20	5.25	17	9	5.25	17	9
2051	21	6.80000019073486	17	9	6.80000019073486	17	9
2051	22	4.19999980926514	17	9	4.19999980926514	17	9
2051	23	23	17	9	23	17	9
2051	24	25.6000003814697	17	9	27	17	9
2051	25	10.5600004196167	17	9	10.6999998092651	17	9
2051	26	11.1999998092651	17	9	11.1999998092651	17	9
2051	27	13.1000003814697	17	9	13.1000003814697	17	9
2051	28	11.5	17	9	11.5	17	9
2051	29	-88	88	9	-88	88	9
2051	30	15	1	9	15	1	9
2051	31	25	1	9	25	1	9
2051	32	160	1	9	160	1	9
2051	33	2.5	1	9	2	17	9
2051	34	24	17	9	24	17	9
2051	35	-88	88	9	-88	88	9
2051	36	-88	88	9	-88	88	9
2051	37	28	17	9	28	17	9
2051	38	25	17	9	25	17	9
2051	39	30	17	9	30	17	9
2051	40	160	6	9	-88	88	9
2051	41	-88	88	9	-88	88	9
2051	42	70	17	9	80	17	9
2051	43	-88	88	9	-88	88	9
2051	44	-88	88	9	-88	88	9
2051	45	500	1	9	500	1	9
2051	46	54	17	9	54	17	9
2051	47	-88	88	9	-88	88	9
2051	48	60	17	9	70	17	9
2051	49	-88	88	9	-88	88	9
2051	50	17.5	2	9	40	1	9
2051	51	9	17	9	9	17	9
2051	52	50	1	9	50	1	9
2051	53	12	17	9	12	17	9
2051	54	45	17	9	45	17	9
2051	55	-88	88	9	-88	88	9
2051	56	2	1	9	2	1	9
2051	57	-88	88	9	-88	88	9
2051	58	5	17	9	5	17	9
2051	59	16	17	9	16	17	9
2051	60	10	17	9	10	17	9
2051	61	160	17	9	160	17	9
2051	62	13	17	9	13	17	9
2051	63	33.5	17	9	34	17	9
2051	64	10	17	9	10	17	9
2051	65	30	17	9	30	17	9
2051	66	10	17	9	10	17	9
2051	67	-88	88	9	-88	88	9
2051	68	20	1	9	20	1	9
2051	69	-88	88	9	-88	88	9
2051	70	-88	88	9	-88	88	9
2051	71	150	17	9	150	17	9
2061	0	20	11	4	20	11	4
2061	1	12	1	3	12	1	3
2061	2	85	1	9	120	1	9
2061	3	120	1	10	80	1	10
2061	4	55	1	9	45	1	10
2061	5	55	1	7	40	1	10
2061	6	120	1	7	40	1	10
2061	7	2	10	3	2	10	3
2061	8	5	10	3	5	10	3
2061	9	30	10	3	30	10	3
2061	10	1.25	10	3	1.25	10	3
2061	11	20	1	4	20	1	4
2061	12	20	1	4	20	1	4
2061	13	12	1	4	12	17	8
2061	14	14.5500001907349	2	2	14.5500001907349	2	2
2061	15	11.039999961853	2	2	11.039999961853	2	2
2061	16	16	14	5	17	14	6
2061	17	14	14	7	15	14	6
2061	18	9	14	4	10	14	6
2061	19	12	14	5	11	14	8
2061	20	5	14	7	5.5	14	8
2061	21	4.5	14	4	4	14	8
2061	22	5	14	4	5	14	8
2061	23	38	14	4	38	14	6
2061	24	20	14	7	20	14	7
2061	25	10	14	7	10	14	7
2061	26	12	14	7	12	14	7
2061	27	14	14	7	14	14	7
2061	28	8	14	7	8	14	8
2061	29	16	14	14	16	14	14
2061	30	10	1	13	10	1	13
2061	31	14	1	13	14	1	13
2061	32	135	14	10	135	14	10
2061	33	2	1	10	2	1	10
2061	34	10.6000003814697	14	9	14.5	14	9
2061	35	-88	16	 	-88	16	 
2061	36	-88	16	 	-88	16	 
2061	37	-88	16	 	-88	16	 
2061	38	 	16	 	 	16	 
2061	39	10	14	9	10	14	9
2061	40	120	1	11	120	1	11
2061	41	 	16	 	 	16	 
2061	42	 	16	 	 	16	 
2061	43	 	16	 	 	16	 
2061	44	-88	16	 	-88	16	 
2061	45	300	1	2	300	1	2
2061	46	40	1	2	40	1	2
2061	47	25	17	2	25	17	2
2061	48	100	1	2	100	1	2
2061	49	 	16	 	 	16	 
2061	50	20	2	1	20	2	1
2061	51	7	2	1	7	2	1
2061	52	35	2	1	35	2	1
2061	53	16	14	3	16	14	3
2061	54	36	14	3	36	14	3
2061	55	 	16	 	 	16	 
2061	56	2	1	1	2	1	1
2061	57	 	77	 	 	77	 
2061	58	8	3	3	8	3	4
2061	59	8	3	6	8	3	4
2061	60	10	3	7	9.5	3	 
2061	61	80	14	3	80	14	3
2061	62	6	3	3	6	3	3
2061	63	35	3	3	30	3	9
2061	64	 	16	 	 	16	 
2061	65	25	3	14	25	3	14
2061	66	12	3	3	12	3	4
2061	67	 	16	 	 	16	 
2061	68	-88	16	 	-88	16	 
2061	69	 	16	 	 	16	 
2061	70	 	16	 	 	16	 
2061	71	100	14	3	100	14	3
2071	0	20	11	3	20	11	3
2071	1	12	1	3	12	1	3
2071	2	35	1	9	185	1	8
2071	3	80	1	9	60	1	9
2071	4	120	1	10	80	1	10
2071	5	45	1	10	25	1	10
2071	6	120	1	7	40	1	10
2071	7	2	10	3	2	10	3
2071	8	5	10	3	5	10	3
2071	9	30	10	3	30	10	3
2071	10	1.25	10	3	1.25	10	3
2071	11	20	1	4	20	1	4
2071	12	20	1	4	20	1	4
2071	13	12	1	4	12	17	4
2071	14	14.5500001907349	2	4	14.5500001907349	2	4
2071	15	11.039999961853	2	4	11.039999961853	2	4
2071	16	16	17	5	17	17	6
2071	17	14	17	5	15	17	6
2071	18	9	17	4	11	17	6
2071	19	12	17	5	9	17	8
2071	20	5	17	7	5.5	17	8
2071	21	4	17	4	4	17	8
2071	22	5	17	4	5	17	8
2071	23	40	17	4	40	17	8
2071	24	22	17	7	22	17	7
2071	25	9	17	7	9	17	7
2071	26	12	17	7	12	17	7
2071	27	15	17	7	15	17	7
2071	28	8	17	7	8	17	7
2071	29	-88	16	7	-88	16	7
2071	30	-88	16	7	-88	16	7
2071	31	-88	16	7	-88	16	7
2071	32	110	17	10	110	17	10
2071	33	2	1	10	2	1	10
2071	34	7	17	8	7	17	8
2071	35	 	16	 	 	16	 
2071	36	16	17	8	16	17	8
2071	37	16	17	8	16	17	8
2071	38	 	16	 	 	16	 
2071	39	16	17	8	16	17	8
2071	40	100	6	10	100	6	10
2071	41	 	16	 	 	16	 
2071	42	 	16	 	 	16	 
2071	43	 	16	 	 	16	 
2071	44	 	16	 	 	16	 
2071	45	600	1	10	600	1	10
2071	46	40	1	10	40	1	10
2071	47	20	17	10	20	17	10
2071	48	100	2	10	100	1	10
2071	49	 	16	 	 	16	 
2071	50	18	2	10	18	2	10
2071	51	2.5	2	10	2.5	2	10
2071	52	35	2	10	35	2	10
2071	53	28	17	10	28	17	10
2071	54	40	17	10	40	17	10
2071	55	 	16	 	 	16	 
2071	56	1.5	1	10	1.5	1	10
2071	57	 	77	 	 	77	 
2071	58	6	3	10	6	3	10
2071	59	10	3	10	10	3	10
2071	60	4	3	10	4	3	10
2071	61	40	3	10	40	3	10
2071	62	15	3	10	15	3	10
2071	63	30	17	10	30	17	10
2071	64	 	77	 	 	77	 
2071	65	30	17	10	30	17	10
2071	66	10	17	10	10	3	10
2071	67	 	16	 	 	16	 
2071	68	-88	16	7	-88	16	7
2071	69	 	16	 	 	16	 
2071	70	 	16	 	 	16	 
2071	71	120	17	10	120	17	10
3101	0	-88	88	14	-88	88	15
3101	1	12	1	14	12	1	16
3101	2	150	1	13	160	2	15
3101	3	80	1	13	80	1	15
3101	4	40	1	13	60	1	15
3101	5	250	1	13	250	1	15
3101	6	200	1	13	200	1	15
3101	7	5	9	18	5	9	19
3101	8	.200000002980232	8	18	.200000002980232	9	19
3101	9	.800000011920929	9	18	.699999988079071	9	19
3101	10	12	9	18	10	9	19
3101	11	20	2	16	20	1	14
3101	12	-88	1	16	-88	1	14
3101	13	13	17	9	13	1	16
3101	14	-88	88	3	-88	88	3
3101	15	-88	88	3	-88	88	3
3101	16	16	1	6	18	3	20
3101	17	13	1	6	13	3	20
3101	18	6	2	6	6	3	20
3101	19	6	2	6	6	3	20
3101	20	5	1	4	5	3	20
3101	21	5	1	6	5	3	20
3101	22	-88	1	6	-88	3	20
3101	23	-88	1	6	-88	1	20
3101	24	48	1	14	48	1	16
3101	25	11	1	14	12	1	16
3101	26	15	1	14	16	1	16
3101	27	17	1	14	16	1	16
3101	28	-88	1	14	-88	1	16
3101	29	10.5	1	14	11	1	16
3101	30	10	1	14	10	1	16
3101	31	-88	1	14	-88	1	16
3101	32	150	1	14	150	1	16
3101	33	2.75	1	14	2.75	1	16
3101	34	16	3	10	18	3	9
3101	35	-88	3	9	-88	3	10
3101	36	-88	1	10	-88	1	9
3101	37	22	3	9	22	3	10
3101	38	16	3	9	16	3	10
3101	39	16	3	9	16	3	10
3101	40	120	2	21	160	1	27
3101	41	-88	2	21	-88	1	27
3101	42	-88	2	21	-88	1	27
3101	43	-88	2	21	-88	1	27
3101	44	-88	2	21	-88	1	27
3101	45	112	1	22	300	1	23
3101	46	36	1	25	36	1	26
3101	47	12	1	24	14	1	25
3101	48	90	3	7	100	1	16
3101	49	-88	1	14	-88	1	16
3101	50	32	2	14	28	1	16
3101	51	6	1	14	5	2	16
3101	52	38	1	14	35	1	16
3101	53	28	1	14	28	1	16
3101	54	120	1	14	100	1	16
3101	55	-88	1	25	-88	1	26
3101	56	2	1	14	2	1	16
3101	57	-88	2	14	-88	1	16
3101	58	8	3	11	8	1	14
3101	59	20	3	11	20	1	14
3101	60	-88	2	11	-88	1	14
3101	61	60	3	11	60	1	14
3101	62	10	3	10	10	1	16
3101	63	35	3	7	35	1	16
3101	64	-88	3	7	-77	1	16
3101	65	20	3	7	20	2	16
3101	66	10	3	7	10	1	16
3101	67	-88	3	7	-88	1	16
3101	68	-88	1	14	-88	1	16
3101	69	-88	1	14	-88	1	16
3101	70	-88	1	9	-88	1	16
3101	71	-88	1	24	-88	1	25
3111	0	13	1	2	13	1	1
3111	1	-88	3	1	-88	3	1
3111	2	35	3	2	45	3	4
3111	3	70	3	3	60	3	1
3111	4	35	3	4	40	3	2
3111	5	150	3	3	30	3	1
3111	6	30	3	1	40	3	3
3111	7	7	1	5	-88	1	5
3111	8	.5	1	5	-88	88	5
3111	9	1.5	1	5	-88	1	5
3111	10	1.20000004768372	1	5	-88	1	5
3111	11	1	3	16	1	3	15
3111	12	10	3	15	10	3	16
3111	13	24	3	16	-88	3	12
3111	14	13.3999996185303	2	24	-88	2	24
3111	15	11.5	2	24	-88	88	25
3111	16	27	3	19	27	3	20
3111	17	13	3	20	13	3	20
3111	18	6	3	19	6.5	3	20
3111	19	6.5	3	19	6.5	3	20
3111	20	-88	3	18	-88	4	19
3111	21	-88	88	20	-88	88	18
3111	22	-88	3	19	-88	3	20
3111	23	-88	3	13	-88	3	15
3111	24	19	3	19	19	3	20
3111	25	12	3	19	12.5	3	20
3111	26	-88	3	19	-88	3	20
3111	27	23.5	3	19	23.5	3	20
3111	28	-88	3	19	-88	3	20
3111	29	-88	3	19	-88	3	20
3111	30	-88	3	19	-88	3	20
3111	31	-88	3	21	-88	3	21
3111	32	140	3	21	-88	3	21
3111	33	3.5	3	17	3.5	3	15
3111	34	-88	3	15	-88	3	12
3111	35	50	3	6	60	3	6
3111	36	-88	3	13	-88	3	13
3111	37	80	3	13	80	3	14
3111	38	-88	3	14	-88	3	6
