childid	id	age	sex	relate	still	yrschool	disabled	support
ET111013	3	35	1	5	1	 	1	2
ET111013	4	33	2	5	1	 	1	2
ET111013	5	27	2	5	2	 	1	2
ET111013	6	24	2	5	1	 	1	2
ET111013	7	19	2	5	1	 	1	2
ET111013	8	15	2	5	1	 	1	2
ET111013	9	10	2	5	1	 	1	2
ET111015	1	40	1	1	2	 	2	1
ET111015	2	31	2	1	2	 	2	1
ET111015	3	14	2	5	2	 	2	2
ET111015	4	13	1	5	1	5	2	2
ET111015	5	5	1	5	2	 	2	2
ET111016	1	43	1	1	2	 	2	1
ET111016	2	31	2	1	2	 	2	1
ET111016	3	16	1	5	2	 	2	2
ET111016	4	9	2	5	1	1	2	2
ET111016	15	4	2	5	 	 	2	 
ET111016	16	1	1	5	 	 	2	 
ET111017	1	50	1	1	2	 	2	1
ET111017	2	30	2	1	2	 	2	2
ET111017	3	8	2	12	2	 	2	1
ET111017	4	6	1	12	2	 	2	1
ET111017	15	4	1	5	 	 	2	 
ET111018	1	60	2	1	2	0	2	2
ET111018	2	28	1	5	2	0	2	2
ET111018	3	15	1	5	1	6	2	2
ET111018	4	13	2	5	1	1	2	2
ET111018	5	11	2	5	1	1	2	2
ET111019	1	38	1	1	2	 	2	2
ET111019	2	26	2	1	2	 	2	2
ET111019	3	6	1	5	2	 	2	2
ET111019	15	4	2	5	 	 	2	 
ET111020	1	44	1	1	2	6	2	1
ET111020	2	37	2	1	2	2	2	1
ET111020	3	23	1	7	2	2	2	2
ET111020	4	15	1	5	1	7	2	2
ET111020	5	13	2	5	1	5	2	2
ET111020	6	11	1	5	1	5	2	2
ET111020	7	9	2	5	2	0	2	2
ET111020	8	6	2	5	2	0	2	2
ET111020	15	4	1	5	 	 	1	 
ET111020	16	2	2	5	 	 	2	 
ET111020	17	1	1	5	 	 	2	 
ET111021	1	36	1	1	2	2	2	2
ET111021	2	36	2	1	2	0	2	2
ET111021	3	13	1	5	2	0	2	2
ET111021	4	10	1	5	1	1	1	2
ET111021	5	5	1	5	2	0	2	2
ET111021	15	3	2	5	 	 	1	 
ET111022	1	40	1	1	2	10	2	2
ET111022	2	28	2	1	2	0	2	1
ET111022	3	10	1	5	2	0	2	2
ET111022	4	6	1	5	2	0	1	2
ET111023	1	36	1	1	2	5	2	2
ET111023	2	30	2	1	2	0	2	2
ET111023	3	18	1	7	2	0	2	2
ET111023	4	14	2	5	1	5	2	2
ET111023	5	10	1	5	1	2	1	2
ET111023	6	9	1	5	1	1	2	2
ET111023	15	4	2	5	 	 	2	 
ET111023	16	3	2	5	 	 	2	 
ET111024	1	63	2	13	2	 	2	2
ET111024	2	8	2	13	2	 	2	2
ET111025	1	50	1	1	2	4	2	1
ET111025	2	40	2	1	2	 	2	2
ET111025	3	20	1	5	1	3	2	2
ET111025	4	16	1	5	1	0	2	2
ET111025	5	14	1	5	1	6	2	2
ET111025	15	4	1	5	 	 	2	 
ET111026	1	29	2	1	2	5	1	1
ET111026	15	0	1	5	 	 	2	 
ET111027	1	70	1	3	2	0	1	2
ET111027	2	60	2	3	2	0	1	1
ET111027	3	16	1	6	2	0	1	2
ET111027	4	13	2	6	1	3	1	2
ET111027	5	10	2	6	1	1	1	2
ET111027	6	7	2	6	1	0	1	2
ET111027	7	6	1	6	1	0	2	2
ET111028	1	44	1	1	2	0	2	2
ET111028	2	37	2	1	2	0	2	1
ET111028	3	19	1	5	1	9	2	2
ET111028	4	16	1	5	1	5	2	2
ET111028	5	14	2	5	1	6	2	2
ET111028	6	10	2	5	1	1	2	2
ET111029	1	62	1	1	2	0	2	1
ET111029	2	35	2	13	2	0	2	2
ET111029	3	13	2	5	2	1	2	2
ET111029	4	11	1	5	1	6	2	2
ET111030	1	32	1	1	2	 	2	2
ET111030	2	35	2	1	2	 	2	2
ET111030	3	10	1	5	1	 	2	2
ET111030	4	5	1	5	2	 	2	2
ET111031	1	39	1	1	2	 	1	2
ET111031	2	30	2	1	2	 	2	2
ET111031	3	18	2	5	1	 	2	2
ET111031	4	16	2	5	1	 	1	2
ET111031	5	14	1	5	2	 	2	2
ET111031	6	12	1	5	2	 	1	2
ET111031	7	10	2	5	2	 	2	2
ET111031	8	8	2	5	2	 	2	2
ET111031	15	3	2	5	 	 	2	 
ET111031	16	1	2	5	 	 	2	 
ET111031	17	3	2	5	 	 	2	 
ET111032	1	47	1	1	2	0	2	2
ET111032	2	35	2	2	 	0	 	2
ET111032	3	17	2	5	1	7	2	2
ET111032	4	15	2	5	1	6	1	2
ET111032	5	13	1	5	1	4	2	2
ET111032	6	11	2	5	2	0	2	2
ET111032	7	9	2	5	2	0	2	2
ET111032	15	4	1	5	 	 	2	 
ET111032	16	2	1	5	 	 	2	 
ET111033	1	43	1	1	2	0	1	2
ET111033	2	36	2	1	2	 	1	1
ET111033	3	20	2	5	2	0	2	2
ET111033	4	18	1	5	2	0	2	2
ET111033	5	16	2	5	1	3	2	2
ET111033	6	14	1	5	2	0	1	2
ET111033	7	12	1	5	2	0	2	2
ET111033	15	2	1	5	 	 	2	 
ET111034	1	55	1	1	2	0	2	2
ET111034	2	40	2	1	2	0	2	1
ET111034	3	27	1	7	2	0	1	2
ET111034	4	18	2	7	2	0	2	2
ET111034	5	17	1	5	1	6	2	2
ET111034	6	15	2	5	1	4	1	2
ET111034	7	13	1	7	2	0	2	2
ET111035	1	85	1	1	2	 	1	2
ET111035	2	43	2	1	2	 	1	2
ET111035	3	8	2	5	 	 	1	 
ET111036	1	31	2	1	2	2	2	1
ET111036	2	11	2	5	1	4	2	2
ET111037	1	35	1	1	2	12	2	1
ET111037	2	30	2	1	2	12	2	1
ET111037	3	40	1	13	 	 	2	2
ET111037	4	48	1	13	 	 	2	2
ET111037	5	22	1	13	 	 	2	2
ET111037	6	12	1	13	 	 	2	1
ET111037	7	5	1	5	 	 	2	2
ET111038	1	30	1	1	2	2	2	1
ET111038	2	26	2	1	2	0	2	1
ET111038	3	10	2	5	1	1	2	2
ET111038	4	6	2	5	2	0	2	2
ET111038	15	4	1	5	 	 	2	 
ET111039	1	35	2	1	2	4	1	1
ET111039	2	13	1	5	1	5	2	1
ET111040	1	60	1	1	2	0	2	1
ET111040	2	55	2	1	2	0	2	1
ET111040	3	17	1	5	2	0	2	2
ET111040	4	24	2	5	2	4	2	2
ET111040	5	20	2	5	2	0	2	2
ET111040	6	14	1	5	1	5	2	2
ET111040	7	10	2	5	1	2	2	2
ET111040	8	6	1	5	2	0	2	2
ET111041	1	44	2	13	2	 	2	1
ET111041	2	50	1	 	 	 	2	2
ET111041	15	4	2	5	 	 	2	 
ET111042	1	40	1	1	2	 	2	1
ET111042	2	30	2	1	2	 	2	1
ET111042	3	12	2	5	1	1	2	2
ET111042	4	6	1	5	2	 	2	2
ET111042	15	3	1	5	 	 	2	 
ET111043	1	40	1	1	2	7	2	1
ET111043	2	30	2	1	2	 	2	1
ET111043	3	17	1	5	2	 	2	2
ET111043	4	15	1	5	1	8	2	2
ET111043	5	13	1	5	1	6	2	2
ET111043	6	11	2	5	2	 	2	2
ET111043	7	9	2	5	2	 	2	2
ET111043	8	7	2	5	2	 	2	2
ET111043	9	5	2	5	 	 	2	 
ET111043	15	3	1	5	 	 	2	 
ET111044	1	38	2	1	2	 	2	1
ET111044	2	12	2	5	1	3	2	2
ET111045	1	70	2	3	2	0	1	2
ET111045	2	55	1	1	2	4	1	1
ET111045	3	45	2	1	2	0	1	1
ET111045	4	19	1	5	2	0	2	1
ET111045	5	17	1	5	2	0	1	1
ET111045	6	14	2	5	2	0	1	2
ET111045	7	12	2	5	1	2	1	2
ET111046	1	35	2	1	2	0	2	2
ET111046	2	12	2	5	1	2	2	2
ET111046	3	10	2	5	2	0	1	2
ET111047	1	53	1	1	2	 	2	1
ET111047	2	40	2	1	2	 	2	 
ET111047	3	22	1	5	2	 	2	 
ET111047	4	17	1	5	2	 	2	 
ET111047	5	10	1	5	1	2	2	 
ET111047	15	4	1	5	 	 	2	 
ET111047	16	3	2	5	 	 	2	 
ET111047	17	1	1	5	 	 	2	 
ET111048	1	42	1	1	2	0	2	1
ET111048	2	36	2	1	2	0	2	1
ET111048	3	6	2	5	2	0	2	2
ET111049	1	41	1	1	2	0	2	1
ET111049	2	32	2	1	2	0	2	1
ET111050	1	33	1	1	2	0	2	1
ET111050	2	30	2	1	2	0	2	1
ET111050	3	10	2	5	2	0	2	2
ET111050	15	4	2	5	 	 	2	 
ET121001	1	40	1	1	2	3	2	1
ET121001	2	35	2	1	2	1	2	1
ET121001	3	14	2	5	1	1	2	2
ET121001	4	12	2	5	2	 	2	2
ET121001	5	6	1	5	2	 	2	2
ET121001	15	4	2	5	 	 	2	 
ET121001	16	2	2	5	 	 	2	 
ET121002	1	57	1	1	2	 	2	1
ET121002	2	38	2	1	2	 	2	1
ET121002	3	16	1	5	1	 	2	1
ET121002	4	12	1	5	1	3	2	2
ET121002	5	6	1	5	2	 	2	2
ET121002	15	3	2	5	 	 	2	 
ET121003	1	45	1	1	2	0	2	1
ET121003	2	30	2	1	2	 	2	1
ET121003	3	18	1	5	2	 	2	2
ET121003	4	15	2	5	1	 	2	2
ET121003	5	12	1	5	1	0	2	2
ET121003	15	2	1	5	 	 	2	 
ET121004	1	45	1	1	2	8	2	1
ET121004	2	30	2	1	2	0	2	1
ET121004	3	17	2	5	1	1	2	1
ET121004	4	15	1	5	2	0	2	2
ET121004	5	13	1	5	1	5	2	2
ET121004	6	6	1	5	2	0	2	2
ET121004	15	2	2	5	 	 	2	 
ET121005	1	31	1	1	2	 	2	1
ET121005	2	27	2	1	2	0	2	1
ET121005	3	7	2	5	1	0	2	2
ET121005	4	5	2	5	2	0	2	2
ET121005	15	4	2	5	 	 	2	 
ET121005	16	2	1	5	 	 	2	 
ET121005	17	0	1	5	 	 	1	 
ET121007	1	60	2	3	2	0	2	1
ET121007	2	40	1	1	2	0	1	2
ET121007	3	35	2	1	2	 	1	2
ET121007	4	14	2	5	1	1	1	2
ET121007	5	10	2	5	1	5	2	2
ET121007	6	6	1	5	2	0	2	2
ET121007	15	4	2	5	 	 	2	 
ET121008	1	60	1	1	2	 	2	1
ET121008	2	18	1	5	2	 	2	2
ET121008	3	15	2	5	2	0	2	2
ET121008	4	12	1	5	1	0	2	2
ET121008	5	6	2	5	2	0	2	2
ET121009	1	47	1	1	2	 	1	1
ET121009	2	35	2	1	2	0	1	2
ET121009	3	28	2	5	2	0	2	2
ET121009	4	25	1	5	1	2	2	2
ET121009	5	14	1	5	2	0	2	2
ET121009	6	10	2	5	2	0	2	2
ET121009	15	4	2	5	 	 	2	 
ET121009	16	3	1	9	 	 	2	 
ET121010	1	50	1	1	2	 	2	1
ET121010	2	30	2	1	2	0	2	2
ET121010	3	20	1	7	2	9	2	2
ET121010	4	11	1	5	1	5	2	2
ET121010	5	9	2	5	1	3	2	2
ET121010	15	2	2	5	 	 	2	 
ET121011	1	40	1	1	2	0	2	1
ET121011	2	35	2	1	2	0	2	1
ET121011	3	19	1	5	1	6	2	2
ET121011	4	17	1	5	1	3	2	2
ET121011	5	15	2	5	1	7	2	2
ET121011	6	14	2	5	1	12	2	2
ET121011	7	13	2	5	1	4	2	2
ET121011	8	5	2	5	 	 	2	 
ET121012	1	38	1	1	2	0	2	1
ET121012	2	30	2	1	2	0	2	1
ET121012	3	18	1	5	2	0	2	2
ET121012	4	10	1	5	2	0	2	2
ET121012	15	2	2	5	 	 	2	 
ET121013	1	40	1	1	2	0	2	1
ET121013	2	32	2	1	2	0	2	1
ET121013	3	24	1	5	2	0	2	2
ET121013	4	14	2	5	2	0	2	2
ET121013	5	11	1	5	2	0	2	2
ET121013	6	6	1	5	2	0	2	2
ET121013	15	4	2	5	 	 	2	 
ET121014	1	30	1	4	2	8	1	1
ET121014	2	25	2	1	2	0	2	1
ET121014	3	18	2	4	2	0	2	1
ET121014	15	4	2	5	 	 	2	 
ET121014	16	1	1	5	 	 	2	 
ET121015	1	45	1	1	2	10	2	1
ET121015	2	30	2	1	2	0	2	1
ET121015	3	16	2	5	2	0	2	1
ET121015	4	5	1	5	2	0	2	2
ET121015	15	4	2	5	 	 	2	 
ET121015	16	2	1	5	 	 	2	 
ET121017	1	38	1	1	2	 	2	1
ET121017	2	34	2	1	2	0	2	2
ET121017	3	14	2	5	1	4	2	2
ET121017	4	11	1	5	1	1	2	2
ET121018	1	45	1	1	2	0	2	1
ET121018	2	32	2	1	2	0	2	2
ET121018	3	12	1	5	1	4	2	2
ET121018	4	6	1	5	2	0	2	2
ET121018	15	4	1	5	 	 	2	 
ET121018	16	3	2	5	 	 	2	 
ET121018	17	1	1	5	 	 	2	 
ET121020	1	35	1	1	2	0	2	1
ET121020	2	25	2	1	2	0	2	1
ET121020	3	6	2	5	2	0	2	2
ET121020	4	5	1	5	2	0	2	2
ET121020	15	3	2	5	 	 	2	 
ET121020	16	0	1	5	 	 	2	 
ET121021	1	32	2	1	2	0	2	1
ET121021	2	16	2	5	2	0	2	2
ET121022	1	35	1	1	2	0	2	1
ET121022	2	30	2	1	2	0	2	1
ET121022	3	20	1	5	2	0	2	2
ET121022	4	15	2	5	1	2	2	2
ET121022	5	6	1	5	2	0	2	2
ET121023	1	40	2	1	2	0	2	2
ET121023	2	11	1	5	2	0	2	2
ET121023	15	3	2	5	 	 	2	 
ET121024	1	39	1	1	2	0	1	1
ET121024	2	28	2	1	2	0	2	1
ET121024	3	5	2	5	2	0	2	2
ET121024	15	2	1	5	 	 	2	 
ET121025	1	36	1	1	2	4	2	1
ET121025	2	28	2	1	2	0	2	1
ET121025	15	4	1	5	 	 	2	 
ET121025	16	2	1	5	 	 	2	 
ET121026	1	34	1	1	2	 	2	1
ET121026	2	33	2	1	2	0	2	1
ET121026	3	13	1	5	2	0	2	2
ET121026	4	10	2	5	2	0	2	2
ET121026	15	3	1	5	 	 	2	 
ET121027	1	40	1	1	2	0	2	1
ET121027	2	30	2	1	2	0	2	2
ET121027	15	2	1	5	 	 	2	 
ET121028	1	35	1	1	2	2	2	1
ET121028	2	30	2	1	2	0	2	1
ET121028	3	20	2	5	2	0	2	2
ET121028	4	15	2	5	1	0	2	2
ET121028	5	11	2	5	1	2	2	2
ET121028	6	6	2	5	2	0	2	2
ET121029	1	36	2	1	2	0	2	1
ET121029	2	17	1	5	2	0	2	1
ET121029	3	15	2	5	1	1	2	2
ET121029	4	10	1	5	2	2	2	2
ET121029	5	9	2	5	1	1	2	2
ET121030	1	36	1	1	2	0	2	1
ET121030	2	31	2	1	2	0	2	1
ET121030	3	12	2	5	1	2	2	2
ET121030	4	6	2	5	2	0	2	2
ET121030	15	0	2	5	 	 	2	 
ET121031	1	43	1	1	2	0	2	1
ET121031	2	32	2	1	2	0	2	1
ET121031	3	17	2	5	1	1	2	1
ET121031	4	15	1	5	1	5	2	1
ET121031	5	5	1	5	2	0	2	2
ET121031	15	4	2	5	 	 	2	 
ET121032	1	40	1	1	2	0	2	1
ET121032	2	35	2	1	2	0	2	1
ET121032	3	15	1	5	1	8	2	2
ET121032	4	12	2	5	2	2	2	2
ET121032	5	11	2	5	1	3	2	2
ET121032	6	5	1	5	2	2	2	2
ET121032	15	2	2	5	 	 	2	 
ET121033	1	38	1	1	2	 	2	1
ET121033	2	34	2	1	2	0	2	2
ET121033	3	23	1	7	2	0	2	2
ET121033	4	17	2	5	1	3	2	2
ET121033	5	15	2	5	1	5	2	2
ET121033	6	12	1	5	1	3	2	2
ET121033	7	5	1	5	2	0	2	2
ET121033	15	3	1	5	 	 	2	 
ET121034	1	38	1	1	2	7	1	1
ET121034	2	37	2	1	2	0	2	1
ET121034	3	14	1	5	1	2	2	2
ET121034	4	6	1	5	2	0	2	2
ET121034	5	5	1	5	2	0	2	2
ET121034	6	18	1	5	1	4	2	1
ET121034	15	0	2	5	 	 	2	 
ET121036	1	32	1	1	2	0	2	1
ET121036	2	25	2	1	2	0	2	1
ET121036	3	9	2	5	2	0	2	2
ET121036	15	4	1	5	 	 	2	 
ET121036	16	0	1	5	 	 	2	 
ET121037	1	58	1	1	2	1	2	1
ET121037	2	50	2	1	2	2	2	1
ET121037	3	22	1	5	1	2	2	2
ET121037	4	16	2	5	1	1	2	1
ET121037	5	6	2	5	2	2	2	2
ET121038	1	44	1	1	2	0	2	1
ET121038	2	35	2	1	2	0	2	1
ET121038	3	18	1	5	1	8	2	1
ET121038	4	16	1	5	1	7	2	1
ET121038	5	14	2	5	1	3	2	1
ET121038	6	12	2	5	1	4	2	2
ET121038	7	6	2	5	2	0	2	2
ET121038	15	4	1	5	 	 	2	 
ET121039	1	58	1	1	2	3	2	1
ET121039	2	33	2	1	2	0	2	1
ET121039	3	6	1	5	2	0	2	2
ET121039	15	4	1	5	 	 	2	 
ET121039	16	2	1	5	 	 	2	 
ET121040	1	46	1	1	2	8	2	1
ET121040	2	31	2	1	2	0	2	1
ET121040	3	28	1	5	2	6	2	2
ET121040	4	18	1	5	1	3	2	2
ET121040	5	16	2	5	1	5	2	2
ET121040	6	14	2	5	1	3	2	2
ET121040	7	10	2	5	1	0	2	2
ET121040	8	6	1	5	2	0	2	2
ET121040	15	4	2	5	 	 	2	 
ET121041	1	55	1	1	2	0	2	1
ET121041	2	40	2	1	2	0	2	2
ET121041	3	14	1	5	1	2	2	2
ET121041	4	18	1	5	1	7	2	2
ET121041	5	9	2	5	1	4	2	2
ET121043	1	45	1	1	2	0	2	1
ET121043	2	32	2	1	2	0	2	1
ET121043	3	15	1	5	1	0	2	2
ET121043	4	13	2	5	2	0	2	2
ET121043	5	6	2	5	2	0	2	2
ET121043	15	4	1	5	 	 	2	 
ET121044	1	42	1	1	2	0	2	1
ET121044	2	36	2	1	2	0	2	1
ET121044	3	20	1	5	1	5	2	2
ET121044	4	10	1	5	1	0	2	2
ET121044	5	6	2	5	1	0	2	2
ET121044	6	25	1	5	1	7	2	2
ET121044	7	50	2	3	2	0	2	2
ET121044	15	4	1	5	 	 	2	 
ET121044	16	4	1	5	 	 	2	 
ET121045	1	40	2	1	2	0	2	1
ET121045	2	18	1	5	2	0	2	1
ET121046	1	33	1	1	2	8	2	1
ET121046	2	26	2	1	2	 	2	2
ET121046	3	16	1	7	2	0	2	2
ET121046	4	13	1	5	1	4	2	2
ET121046	5	10	1	5	1	3	2	2
ET121046	6	6	1	5	2	0	2	2
ET121046	15	4	1	5	 	 	2	 
ET121046	16	2	1	5	 	 	2	 
ET121046	17	0	2	5	 	 	2	 
ET121047	1	37	1	1	2	 	1	1
ET121047	2	30	2	1	2	0	1	2
ET121047	3	20	1	7	2	0	2	2
ET121047	4	13	1	5	1	7	2	2
ET121047	5	6	2	5	2	0	2	2
ET121047	15	4	2	5	 	 	2	 
ET121047	16	1	2	5	 	 	2	 
ET121048	1	35	1	1	2	 	2	1
ET121048	2	29	2	1	2	3	2	1
ET121048	3	5	2	5	2	0	2	2
ET121048	15	3	2	5	 	 	2	 
ET121048	16	0	2	5	 	 	2	 
ET121049	1	50	1	1	2	0	2	1
ET121049	2	45	2	1	2	0	2	1
ET121049	3	20	1	5	1	1	2	2
ET121049	4	14	1	5	1	1	2	2
ET121049	5	13	2	5	1	1	2	2
ET121049	6	6	2	5	2	0	2	2
ET121050	1	40	1	1	2	4	2	1
ET121050	2	25	2	1	2	 	2	1
ET121050	3	10	1	5	1	2	2	2
ET121050	4	6	2	5	2	0	2	2
ET121050	15	4	1	5	 	 	2	 
ET121050	16	2	1	5	 	 	2	 
ET121053	1	46	1	1	2	0	2	1
ET121053	2	39	2	1	2	0	2	1
ET121053	3	15	2	5	1	1	2	2
ET121053	4	10	1	5	1	1	2	2
ET121053	5	6	1	5	2	0	2	2
ET121053	15	0	1	5	 	 	2	 
ET121054	1	46	1	1	2	0	2	1
ET121054	2	36	2	1	2	0	2	1
ET121054	3	18	1	5	2	0	2	1
ET121054	4	14	2	5	2	0	2	1
ET121054	5	12	1	5	1	3	2	2
ET121054	6	5	1	5	2	0	2	2
ET121054	15	3	1	5	 	 	2	 
ET121055	1	40	1	1	2	 	2	1
ET121055	2	30	2	1	2	0	2	2
ET121055	3	10	2	5	1	0	2	2
ET121055	15	1	1	5	 	 	2	 
ET121056	1	40	1	1	2	 	2	1
ET121056	2	35	2	1	2	 	2	1
ET121056	3	20	1	5	1	14	2	2
ET121056	4	17	1	5	1	4	2	2
ET121056	5	16	2	5	2	0	2	2
ET121056	6	10	1	5	1	2	2	2
ET121056	7	6	1	5	2	0	2	2
ET121056	15	4	2	5	 	 	2	 
ET121056	16	0	2	5	 	 	2	 
ET121057	1	37	1	1	2	5	2	1
ET121057	2	34	2	1	2	0	2	1
ET121057	3	16	1	5	1	8	2	1
ET121057	4	14	1	5	1	4	2	1
ET121057	5	10	2	5	1	3	2	2
ET121057	6	6	1	5	2	0	2	2
ET121057	7	5	2	5	2	0	2	2
ET131001	1	40	2	1	2	 	2	2
ET131001	2	20	1	5	2	2	2	2
ET131001	3	19	2	5	1	6	1	2
ET131001	4	12	2	5	1	2	2	2
ET131001	5	10	1	5	1	1	2	2
ET131002	1	55	1	1	2	0	2	1
ET131002	2	43	2	1	2	0	2	1
ET131002	3	20	2	5	1	2	2	2
ET131002	4	15	2	5	1	4	2	2
ET131002	5	13	2	5	1	2	2	2
ET131002	6	11	1	5	1	1	2	2
ET131003	1	50	1	1	2	0	2	1
ET131003	2	30	2	1	2	0	2	1
ET131003	3	13	2	5	1	3	2	2
ET131004	1	40	1	1	2	0	1	1
ET131004	2	30	2	1	2	0	2	2
ET131004	3	20	1	5	1	10	2	2
ET131004	4	17	2	5	1	5	2	2
ET131004	5	15	1	5	1	3	2	1
ET131004	6	14	1	5	1	2	2	2
ET131004	7	10	1	5	1	4	2	2
ET131004	8	5	2	5	2	0	2	2
ET131005	1	30	1	1	2	12	2	1
ET131005	2	25	2	1	2	12	2	2
ET131005	3	9	2	5	1	1	2	2
ET131005	4	8	2	6	1	4	2	2
ET131005	15	3	1	5	 	 	2	 
ET131006	1	25	2	1	1	8	2	2
ET131007	1	40	1	1	2	4	2	1
ET131007	2	36	2	1	2	0	2	1
ET131007	3	16	1	5	1	7	2	2
ET131007	4	14	1	5	1	3	2	2
ET131007	5	12	2	5	1	4	2	2
ET131007	6	10	2	5	1	2	2	2
ET131007	7	5	2	5	2	0	2	2
ET131008	1	43	1	1	2	8	2	1
ET131008	2	33	2	1	2	7	2	1
ET131008	3	14	1	5	1	7	2	2
ET131008	4	12	2	5	1	6	2	2
ET131008	15	4	1	5	 	 	2	 
ET131009	1	52	1	1	2	6	1	1
ET131009	2	32	2	1	2	3	2	1
ET131009	3	14	2	5	1	6	2	2
ET131009	4	16	2	5	1	2	2	2
ET131009	5	10	2	5	1	7	2	2
ET131010	1	40	1	1	2	4	2	1
ET131010	2	30	2	1	2	2	2	1
ET131010	3	18	2	5	1	2	2	2
ET131010	4	13	2	5	1	2	2	2
ET131010	5	10	2	5	1	2	2	2
ET131010	15	4	2	5	 	 	2	 
ET131011	1	38	1	1	2	4	2	1
ET131011	2	31	2	1	2	5	2	1
ET131011	3	20	2	4	2	0	2	2
ET131011	4	15	2	4	2	0	2	2
ET131011	5	5	2	5	2	0	2	2
ET131011	15	2	1	5	 	 	2	 
ET131012	1	50	1	1	2	0	2	2
ET131012	2	38	2	1	2	0	2	2
ET131012	3	16	2	5	1	3	2	2
ET131012	4	14	1	5	1	5	2	2
ET131012	5	12	2	5	1	0	2	2
ET131012	6	10	1	5	1	2	2	2
ET131012	7	6	2	5	2	0	2	2
ET131013	1	50	1	3	2	0	1	2
ET131013	2	45	2	3	2	0	2	1
ET131013	3	14	1	4	1	3	2	2
ET131013	4	6	1	4	2	0	2	2
ET131014	1	35	1	1	2	12	2	1
ET131014	2	31	2	1	2	2	2	2
ET131014	3	11	2	4	2	 	2	2
ET131014	4	5	1	5	2	0	2	2
ET131015	1	72	2	3	2	0	1	1
ET131015	15	4	2	5	 	 	2	 
ET131016	1	37	2	1	2	0	2	1
ET131016	2	15	2	5	2	3	2	2
ET131016	3	13	1	5	2	0	2	2
ET131016	4	12	2	5	1	6	2	2
ET131016	5	10	2	5	1	4	2	2
ET131016	6	6	1	5	2	0	2	2
ET131016	15	4	1	5	 	 	2	 
ET131017	1	32	1	1	1	9	2	1
ET131017	2	25	2	1	1	7	2	2
ET131017	3	6	2	5	2	 	2	2
ET131018	1	28	2	1	2	0	2	1
ET131018	2	26	1	4	1	0	2	2
ET131018	3	18	1	5	2	0	2	1
ET131018	15	1	1	5	 	 	2	 
ET131018	16	3	2	5	 	 	2	 
ET131019	1	28	2	1	2	0	2	1
ET131019	2	11	1	5	1	0	2	2
ET131019	3	5	1	5	2	0	2	2
ET131020	1	32	1	1	2	4	2	1
ET131020	2	25	2	1	2	5	2	1
ET131020	3	12	1	5	1	5	2	2
ET131020	4	6	2	5	2	0	2	2
ET131020	15	2	2	5	 	 	2	 
ET131021	1	56	1	1	2	6	2	1
ET131021	2	25	2	1	2	3	2	1
ET131021	3	14	1	5	1	9	2	2
ET131021	4	12	2	5	1	6	2	2
ET131021	5	10	1	5	1	4	2	2
ET131021	6	9	1	5	1	2	2	2
ET131022	1	35	2	1	1	5	2	1
ET131022	2	20	2	5	1	3	2	2
ET131022	3	18	2	5	1	9	2	2
ET131022	4	15	1	5	1	6	2	2
ET131022	5	10	1	5	1	1	2	2
ET131022	15	3	2	5	 	 	2	 
ET131023	1	40	1	1	1	12	2	1
ET131023	2	35	2	1	1	13	2	1
ET131023	3	16	2	4	1	9	2	2
ET131023	4	12	2	5	1	7	2	2
ET131023	15	4	1	5	 	 	2	 
ET131024	1	37	1	1	2	3	1	2
ET131024	2	28	2	1	2	2	2	1
ET131024	3	17	2	5	1	5	2	2
ET131025	1	43	1	1	2	 	2	1
ET131025	2	36	2	1	2	1	2	1
ET131025	3	17	1	5	1	1	2	2
ET131025	4	15	2	5	1	4	2	2
ET131025	5	6	1	5	1	0	2	2
ET131025	15	4	1	5	 	 	2	 
ET131026	1	45	2	1	2	0	2	2
ET131026	2	18	1	5	2	3	2	2
ET131026	3	17	2	5	1	4	2	2
ET131026	4	15	2	5	1	3	2	2
ET131026	5	13	2	5	1	1	2	2
ET131026	15	1	1	 	 	 	2	 
ET131027	1	38	1	1	2	0	2	1
ET131027	2	30	2	1	2	7	2	1
ET131027	3	10	1	5	1	2	2	2
ET131027	15	4	1	5	 	 	2	 
ET131027	16	4	2	6	 	 	2	 
ET131028	1	40	1	1	2	0	2	1
ET131028	2	30	2	1	2	0	2	1
ET131028	3	18	2	5	1	8	2	2
ET131028	4	16	2	5	1	6	2	2
ET131028	5	14	2	5	1	7	2	2
ET131028	6	12	2	5	1	5	2	2
ET131028	7	10	1	5	1	2	2	2
ET131028	8	5	1	5	2	0	2	2
ET131028	15	4	1	5	 	 	2	 
ET131029	1	42	1	1	2	6	2	1
ET131029	2	35	2	1	2	0	2	1
ET131029	3	22	1	5	2	2	2	2
ET131029	4	20	1	5	1	6	2	2
ET131029	5	17	2	5	2	6	2	2
ET131029	6	15	1	5	1	4	2	2
ET131029	7	5	1	5	2	0	2	2
ET131029	15	2	2	5	 	 	2	 
ET131030	1	35	2	1	2	 	2	1
ET131030	2	21	2	5	2	0	2	2
ET131030	3	18	1	5	1	8	2	2
ET131030	4	17	1	5	1	12	2	2
ET131030	5	15	2	5	1	7	2	2
ET131030	6	14	2	5	1	8	2	2
ET131030	7	13	1	5	1	4	2	2
ET131030	8	12	2	5	1	4	2	2
ET131030	9	11	1	5	1	4	2	2
ET131030	10	10	2	5	1	3	2	2
ET131031	1	35	2	1	2	0	2	1
ET131031	15	2	1	5	 	 	2	 
ET131032	1	36	1	1	2	12	2	1
ET131032	2	29	2	1	2	4	2	1
ET131032	3	15	1	5	1	5	2	2
ET131032	4	12	1	5	1	2	2	2
