CHILDID	PLOT	LAREA	LOWN	LUSE
ET161019	1	3750	4	1
ET161019	2	5000	4	1
ET161020	1	5000	3	1
ET161020	2	2500	4	1
ET161021	1	2500	4	1
ET161021	2	2500	3	1
ET161022	1	2500	4	1
ET161022	2	2500	4	1
ET161023	1	2500	4	1
ET161023	2	2500	4	1
ET161024	1	2500	4	1
ET161024	2	2500	4	1
ET161024	3	2500	4	1
ET161024	4	2500	4	1
ET161025	1	2500	4	1
ET161025	2	2500	4	1
ET161026	1	2500	4	1
ET161026	2	2500	4	1
ET161027	1	2500	4	1
ET161027	2	2500	4	1
ET161028	1	2500	4	1
ET161028	2	2500	4	1
ET161029	1	2500	4	1
ET161029	2	2500	3	1
ET161029	3	2500	1	3
ET161030	1	5000	4	1
ET161030	2	3750	4	1
ET161031	1	2500	4	1
ET161031	2	5000	3	1
ET161031	3	2500	3	1
ET161032	1	5000	4	1
ET161033	1	2500	4	1
ET161034	1	5000	4	1
ET161034	2	2500	4	1
ET161034	3	2500	3	1
ET161035	1	2500	4	1
ET161036	1	5000	4	1
ET161036	2	5000	4	1
ET161037	1	2500	4	1
ET161037	2	2500	4	1
ET161037	3	2500	4	1
ET161038	1	3750	4	1
ET161038	2	2500	4	1
ET161039	1	5000	4	1
ET161039	2	5000	4	1
ET161039	3	2500	4	3
ET161039	4	2500	3	1
ET161040	1	5000	4	1
ET161041	1	2500	4	1
ET161041	2	2500	4	1
ET161042	1	1250	4	1
ET161042	2	5000	4	1
ET161043	1	2500	4	1
ET161043	2	2500	4	1
ET161044	1	5000	4	1
ET161044	2	2500	4	1
ET161045	1	5000	4	1
ET161045	2	2500	4	1
ET161046	1	7500	4	1
ET161046	2	2500	4	1
ET161047	1	2500	4	1
ET161047	2	5000	4	1
ET161047	3	2500	4	3
ET161048	1	2500	4	1
ET161048	2	2500	4	1
ET161048	3	5000	3	1
ET161049	1	7500	4	1
ET161049	2	5000	3	1
ET161049	3	2500	1	1
ET161050	1	2500	4	1
ET161050	2	2500	4	1
ET161050	3	2500	4	1
ET161050	4	2500	3	1
ET171001	1	7500	4	1
ET171001	2	7500	4	1
ET171001	3	5000	4	1
ET171002	1	1250	3	1
ET171002	2	1250	3	1
ET171002	3	1250	3	1
ET171002	4	2500	99	99
ET171003	1	5000	4	1
ET171003	2	5000	4	1
ET171003	3	7500	4	1
ET171004	1	5000	4	1
ET171004	2	5000	4	1
ET171004	3	5000	4	1
ET171005	1	7500	4	1
ET171005	2	5000	4	1
ET171005	3	2500	4	1
ET171006	1	7500	4	1
ET171006	2	6150	4	1
ET171006	3	5000	4	1
ET171007	1	5000	4	1
ET171007	2	5000	4	1
ET171007	3	1250	4	7
ET171008	1	2500	4	1
ET171008	2	2500	4	1
ET171008	3	2500	4	1
ET171009	1	5000	4	1
ET171009	2	5000	4	1
ET171009	3	5000	4	1
ET171010	1	5000	4	1
ET171010	2	5000	4	1
ET171010	3	5000	4	1
ET171011	1	7500	4	1
ET171011	2	5000	4	1
ET171011	3	2500	4	1
ET171012	1	2500	4	1
ET171012	2	2500	4	1
ET171013	1	2500	3	1
ET171013	2	2500	3	1
ET171013	3	2500	3	1
ET171014	1	5000	4	1
ET171014	2	5000	4	1
ET171014	3	2500	4	1
ET171015	1	5000	4	1
ET171015	2	5000	4	1
ET171015	3	5000	4	1
ET171016	1	6250	4	1
ET171016	2	5000	4	1
ET171016	3	2500	4	1
ET171016	4	7500	1	1
ET171017	1	7500	4	1
ET171017	2	5000	4	1
ET171017	3	5000	4	1
ET171018	1	7500	4	1
ET171018	2	2500	4	1
ET171018	3	2500	4	1
ET171019	1	10000	4	1
ET171019	2	5000	4	1
ET171019	3	5000	4	1
ET171020	1	7500	4	1
ET171020	2	5000	4	1
ET171021	1	5000	4	1
ET171021	2	5000	4	1
ET171021	3	5000	4	1
ET171022	1	7500	4	1
ET171022	2	5000	4	1
ET171022	3	3750	4	1
ET171023	1	5000	4	1
ET171023	2	5000	4	1
ET171023	3	2500	4	1
ET171024	1	5000	4	1
ET171024	2	5000	4	1
ET171024	3	5000	4	1
ET171025	1	5000	4	1
ET171025	2	5000	4	1
ET171025	3	5000	4	1
ET171026	1	7500	4	1
ET171026	2	6750	4	1
ET171026	3	5000	4	1
ET171027	1	5000	4	1
ET171027	2	5000	4	1
ET171027	3	5000	4	1
ET171028	1	5000	4	1
ET171028	2	5000	4	1
ET171028	3	3750	4	1
ET171029	1	7500	4	1
ET171029	2	5000	4	1
ET171029	3	5000	4	1
ET171030	1	5000	4	6
ET171030	2	2500	4	6
ET171031	1	7500	4	1
ET171031	2	5000	4	1
ET171031	3	5000	4	1
ET171032	1	7500	4	1
ET171032	2	7500	4	1
ET171032	3	5000	4	1
ET171033	1	5000	4	1
ET171033	2	2500	4	1
ET171034	1	5000	4	1
ET171034	2	2500	4	1
ET171034	3	5000	1	1
ET171035	1	7500	4	1
ET171035	2	5000	4	1
ET171035	3	3750	4	1
ET171036	1	5000	4	1
ET171036	2	5000	4	1
ET171036	3	5000	4	1
ET171037	1	7500	3	1
ET171038	1	2500	4	1
ET171038	2	1250	4	1
ET171038	3	1250	4	1
ET171039	1	7500	4	1
ET171039	2	7500	4	1
ET171039	3	5000	4	1
ET171039	4	2500	3	1
ET171040	1	5000	4	1
ET171040	2	5000	4	1
ET171040	3	2500	4	1
ET171041	1	5000	4	1
ET171041	2	5000	4	1
ET171042	1	7500	4	1
ET171042	2	5000	4	1
ET171042	3	3750	4	1
ET171043	1	10000	4	1
ET171043	2	7500	4	1
ET171043	3	5000	4	1
ET171044	1	7500	4	1
ET171044	2	7500	4	1
ET171044	3	7500	4	1
ET171045	1	5000	4	1
ET171045	2	2500	4	1
ET171045	3	2500	4	1
ET171046	1	5000	4	1
ET171047	1	5000	4	1
ET171047	2	5000	4	1
ET171047	3	5000	4	1
ET171048	1	5000	4	1
ET171048	2	5000	4	1
ET171048	3	5000	4	1
ET171049	1	5000	4	1
ET171049	2	5000	4	1
ET171049	3	5000	4	1
ET171050	1	7500	4	1
ET171050	2	5000	4	1
ET171050	3	5000	4	1
ET181001	1	2500	4	1
ET181001	2	1250	4	1
ET181001	3	2500	4	1
ET181002	1	7500	4	1
ET181002	2	2500	4	1
ET181003	1	1250	4	1
ET181003	2	1250	4	1
ET181004	1	2500	4	1
ET181004	2	2500	4	1
ET181004	3	1250	4	1
ET181005	1	5000	4	1
ET181005	2	2500	4	1
ET181005	3	2500	4	1
ET181005	4	5000	4	1
ET181005	5	2500	4	1
ET181005	6	625	4	1
ET181006	1	3750	4	1
ET181006	2	3750	4	1
ET181007	1	3125	4	1
ET181007	2	3750	4	1
ET181008	1	2500	4	1
ET181008	2	2500	4	1
ET181009	1	2500	4	1
ET181009	2	2500	4	1
ET181010	1	2500	4	1
ET181010	2	1250	4	1
ET181011	1	2500	4	1
ET181011	2	2500	4	1
ET181013	1	2500	4	1
ET181013	2	1250	4	1
ET181013	3	1250	4	1
ET181014	1	5000	4	1
ET181014	2	2500	4	1
ET181015	1	5000	4	1
ET181016	1	3750	4	1
ET181016	2	1250	4	1
ET181016	3	1250	4	1
ET181017	1	2500	4	1
ET181017	2	2500	4	1
ET181018	1	5000	4	1
ET181018	2	2500	4	1
ET181018	3	2500	4	1
ET181019	1	2500	4	1
ET181019	2	5000	4	1
ET181020	1	1875	99	99
ET181021	1	5000	4	1
ET181022	1	2500	4	1
ET181023	1	2500	4	1
ET181023	2	1250	4	1
ET181023	3	1250	4	1
ET181024	1	5000	4	1
ET181024	2	5000	4	1
ET181024	3	5000	1	1
ET181025	1	2500	4	1
ET181025	2	1250	4	1
ET181026	1	2500	4	1
ET181026	2	2500	4	1
ET181026	3	1250	4	1
ET181026	4	2500	4	1
ET181027	1	3750	99	99
ET181029	1	1250	4	1
ET181029	2	2500	4	1
ET181029	3	1250	4	1
ET181029	4	1250	4	1
ET181030	1	2500	4	1
ET181030	2	1250	4	1
ET181030	3	1250	4	1
ET181030	4	1250	4	1
ET181031	1	5000	4	1
ET181031	2	2500	4	1
ET181031	3	1250	4	1
ET181033	1	2500	4	1
ET181033	2	1250	4	1
ET181033	3	2500	4	1
ET181033	4	2500	4	1
ET181033	5	1250	4	1
ET181034	1	1250	4	1
ET181034	2	1250	4	1
ET181034	3	1250	4	1
ET181034	4	1250	4	1
ET181034	5	1250	4	1
ET181034	6	1250	4	1
ET181034	7	1250	4	1
ET181035	1	2500	4	1
ET181035	2	1250	4	1
ET181035	3	1250	4	1
ET181036	1	12500	4	1
ET181037	1	7500	4	1
ET181038	1	625	4	1
ET181038	2	1250	4	1
ET181038	3	2500	4	1
ET181039	1	5000	4	1
ET181040	1	7500	4	1
ET181041	1	7500	4	1
ET181041	2	2500	4	1
ET181042	1	5000	4	1
ET181042	2	5000	4	1
ET181043	1	3750	4	1
ET181044	1	3750	4	1
ET181044	2	5000	4	1
ET181044	3	5000	4	1
ET181045	1	5000	4	1
ET181045	2	7500	4	1
ET181046	1	5000	4	1
ET181047	1	5000	4	1
ET181047	2	2500	4	1
ET181048	1	3750	4	1
ET181048	2	2500	4	1
ET181049	1	5000	4	1
ET181049	2	5000	4	1
ET181050	1	5000	4	1
ET191001	1	5000	4	1
ET191003	1	5000	4	1
ET191004	1	3750	4	1
ET191008	1	10000	4	1
ET191012	1	5000	4	1
ET191017	1	2500	4	1
ET191019	1	5000	4	1
ET191022	1	5000	4	1
ET191024	1	7500	4	1
ET191028	1	2500	4	1
ET191032	1	3750	4	1
ET191033	1	2500	4	1
ET191034	1	2500	4	1
ET191037	1	2500	4	1
ET191040	1	3750	3	1
ET191050	1	4800	4	1
ET201001	1	5000	4	1
ET201002	1	7500	4	1
ET201002	2	2500	4	1
ET201002	3	7500	4	1
ET201003	1	2500	4	1
ET201003	2	2500	4	1
ET201003	3	825	4	1
ET201004	1	5000	4	1
ET201005	1	10000	4	1
ET201006	1	2500	4	1
ET201006	2	7500	1	1
ET201007	1	5000	4	1
ET201008	1	5000	4	1
ET201009	1	2500	4	1
ET201009	2	2500	4	1
ET201009	3	2500	4	1
ET201009	4	2500	4	1
ET201010	1	2500	4	1
ET201010	2	2500	4	1
ET201011	1	2500	3	1
ET201011	2	2500	3	1
ET201012	1	2500	4	1
ET201012	2	1250	4	1
ET201013	1	2500	4	1
ET201013	2	2500	4	1
ET201013	3	2500	4	1
ET201015	1	7500	3	1
ET201016	1	10000	4	1
ET201016	2	7500	3	1
ET201017	1	5000	4	1
ET201017	2	2500	4	1
ET201018	1	2500	4	1
ET201018	2	1250	4	1
ET201018	3	1250	4	1
ET201019	1	2500	3	1
ET201020	1	2500	4	1
ET201021	1	2500	4	1
ET201021	2	1250	4	1
ET201021	3	2500	4	1
ET201022	1	5000	4	1
ET201024	1	5000	3	1
ET201025	1	5000	4	1
ET201025	2	2500	4	1
ET201025	3	2500	4	1
ET201025	4	2500	4	1
ET201026	1	1250	4	1
ET201026	2	2500	4	1
ET201026	3	2500	4	1
ET201027	1	5000	4	1
ET201028	1	5000	3	1
ET201029	1	5000	4	1
ET201030	1	5000	3	6
ET201031	1	5000	4	1
ET201031	2	2500	4	1
ET201032	1	2500	4	1
ET201032	2	1250	4	1
ET201033	1	5000	4	1
ET201034	1	5000	4	1
ET201035	1	10000	4	1
ET201036	1	5000	4	1
ET201037	1	5000	4	1
ET201038	1	1250	3	1
ET201039	1	7500	4	1
ET201040	1	7500	4	1
ET201042	1	5000	4	1
ET201042	2	3750	4	1
ET201042	3	2500	4	1
ET201042	4	1250	4	1
ET201043	1	2500	4	1
ET201043	2	1250	4	1
ET201044	1	2500	4	1
ET201044	2	1250	4	1
ET201045	1	2500	4	1
ET201045	2	5000	4	1
ET201045	3	2500	4	1
ET201046	1	5000	4	1
ET201046	2	1250	4	1
ET201047	1	5000	4	1
ET201047	2	5000	4	1
ET201048	1	7500	4	1
ET201048	2	5000	4	1
ET201049	1	2500	4	1
ET201049	2	1250	4	1
ET201050	1	5000	4	1
