CHILDID	LINECODE	ID	PAYMT	MONTHS	DAYS	actcode
ET051003	2	1	2	2	1	93
ET051003	3	2	2	9	2	1
ET051003	4	4	2	12	2	97
ET051004	1	1	2	8	2	1
ET051004	2	1	2	12	2	15
ET051004	3	1	1	2	4	14
ET051005	1	1	2	8	1	1
ET051005	2	2	2	2	3	1
ET051005	3	1	1	4	3	1
ET051005	4	3	2	8	3	97
ET051005	5	1	1	2	4	14
ET051006	1	1	2	8	4	1
ET051006	2	2	2	12	1	15
ET051006	3	2	2	12	4	52
ET051006	4	3	2	12	2	97
ET051006	5	4	2	12	2	97
ET051007	1	1	2	10	2	1
ET051007	2	2	2	4	3	1
ET051007	3	2	2	12	2	15
ET051007	4	3	2	2	3	1
ET051007	5	4	2	2	3	1
ET051007	6	5	2	2	3	1
ET051007	7	6	2	2	3	1
ET051007	8	7	2	2	3	1
ET051008	1	1	2	12	1	15
ET051008	2	1	2	3	4	15
ET051008	3	1	2	8	4	1
ET051008	4	1	1	2	4	1
ET051009	1	1	2	6	2	1
ET051009	2	1	2	12	2	15
ET051009	3	1	2	12	3	93
ET051010	1	1	2	6	2	1
ET051010	2	2	2	6	2	1
ET051010	3	2	2	12	2	15
ET051011	1	1	2	6	3	1
ET051011	2	1	2	12	3	15
ET051012	1	1	2	6	2	1
ET051012	2	1	2	12	2	52
ET051012	3	2	2	6	2	1
ET051012	4	2	2	12	2	52
ET051012	5	2	2	6	2	18
ET051012	6	4	1	6	1	1
ET051012	7	7	2	12	1	52
ET051013	1	1	2	3	3	1
ET051013	2	2	1	12	1	1
ET051014	1	1	2	12	3	15
ET051014	2	1	2	12	3	52
ET051014	3	2	2	12	4	97
ET051015	1	1	2	12	2	15
ET051015	2	1	2	6	2	14
ET051015	3	1	2	12	2	52
ET051015	4	1	2	2	3	1
ET051016	1	1	2	12	2	1
ET051016	2	2	2	12	2	1
ET051016	3	3	2	12	3	1
ET051016	4	3	2	12	2	1
ET051016	5	3	2	12	3	97
ET051016	6	4	2	12	3	97
ET051016	7	4	2	12	4	97
ET051016	8	5	2	12	4	97
ET051017	1	1	2	12	3	15
ET051017	2	1	1	1	2	14
ET051018	1	1	2	12	2	1
ET051018	2	1	1	12	1	67
ET051018	3	2	2	6	3	1
ET051018	4	3	1	1	1	85
ET051018	5	3	2	2	2	1
ET051018	6	4	2	12	2	1
ET051018	7	4	2	12	3	97
ET051018	8	5	2	12	3	97
ET051018	9	5	2	12	4	97
ET051018	10	5	2	12	3	1
ET051018	11	6	2	12	3	97
ET051018	12	6	2	12	3	1
ET051018	13	6	2	12	3	97
ET051019	1	1	1	2	3	1
ET051019	2	2	2	12	3	15
ET051019	3	2	2	12	4	97
ET051019	4	1	2	12	2	1
ET051019	5	2	2	6	3	1
ET051020	1	1	1	2	4	1
ET051020	2	1	2	12	4	15
ET051020	3	1	1	3	2	14
ET051020	4	2	1	3	1	93
ET051021	1	1	2	12	3	1
ET051021	2	1	2	12	3	96
ET051021	3	2	2	12	3	96
ET051022	1	1	2	12	3	15
ET051022	2	1	1	1	1	1
ET051022	3	1	2	12	4	1
ET051023	1	1	1	12	1	93
ET051023	2	2	2	12	3	52
ET051023	3	2	2	12	3	52
ET051024	1	1	2	12	2	15
ET051024	2	1	2	12	2	15
ET051024	3	1	2	4	3	1
ET051024	4	2	2	12	2	15
ET051025	1	1	2	12	2	1
ET051025	2	1	2	10	3	52
ET051025	3	1	2	12	2	93
ET051025	4	2	2	4	2	14
ET051025	5	2	2	12	3	1
ET051026	1	1	2	12	3	1
ET051026	2	2	2	12	3	1
ET051026	3	2	2	4	2	14
ET051026	4	1	2	12	1	85
ET051027	1	1	2	3	4	1
ET051027	2	1	1	12	4	93
ET051027	3	1	1	12	4	26
ET051027	4	2	2	12	1	97
ET051027	5	2	2	12	3	97
ET051028	1	1	2	6	4	1
ET051028	2	1	2	12	1	15
ET051029	1	1	2	12	1	15
ET051029	2	2	1	12	1	1
ET051029	3	3	2	12	1	97
ET051029	4	3	2	12	1	97
ET051030	1	1	2	4	4	1
ET051030	2	1	1	12	2	93
ET051030	3	1	2	12	4	97
ET051031	1	1	2	12	2	15
ET051031	2	1	2	3	4	1
ET051031	3	1	2	12	1	52
ET051031	4	2	2	12	2	97
ET051031	5	2	2	12	1	97
ET051032	1	1	2	4	1	1
ET051032	2	2	2	12	3	15
ET051032	3	3	1	4	1	1
ET051032	4	3	2	12	3	97
ET051032	5	2	99	99	99	97
ET051033	1	1	2	12	2	20
ET051033	2	1	2	12	2	26
ET051033	3	1	2	12	1	52
ET051033	4	2	2	12	3	15
ET051033	5	2	2	12	3	52
ET051033	6	2	2	12	2	52
ET051033	7	3	2	12	2	97
ET051033	8	3	2	12	1	97
ET051034	1	1	1	12	1	97
ET051034	2	1	2	12	1	71
ET051034	3	2	1	12	1	97
ET051035	1	1	2	6	2	1
ET051035	2	1	1	3	3	1
ET051035	3	1	2	12	2	1
ET051035	4	2	2	6	3	1
ET051035	5	2	1	12	3	97
ET051035	6	3	2	2	2	1
ET051035	7	3	1	10	2	1
ET051035	8	3	2	2	3	1
ET051035	9	4	2	3	2	1
ET051035	10	4	2	12	1	1
ET051036	1	1	2	12	2	1
ET051036	2	1	2	4	1	1
ET051036	3	1	2	12	3	52
ET051036	4	1	1	6	2	14
ET051036	5	2	2	4	1	1
ET051037	1	1	2	6	2	1
ET051037	2	1	1	3	3	1
ET051037	3	2	2	6	2	1
ET051038	1	1	2	3	2	1
ET051038	2	1	2	12	1	26
ET051038	3	1	2	12	3	17
ET051038	4	2	2	12	4	15
ET051038	5	2	2	2	2	1
ET051038	6	2	2	2	2	1
ET051038	7	3	1	8	1	1
ET051038	8	3	1	12	1	1
ET051039	1	1	2	9	1	1
ET051039	2	2	2	9	3	97
ET051040	1	1	2	12	2	1
ET051040	2	1	1	4	2	14
ET051040	3	2	2	12	3	15
ET051040	4	2	2	8	4	52
ET051040	5	3	2	12	3	97
ET051041	1	1	2	12	3	15
ET051041	2	1	2	12	1	97
ET051041	3	1	2	12	1	1
ET051042	1	1	2	9	2	1
ET051042	2	1	2	6	1	14
ET051042	3	1	1	12	3	1
ET051042	4	2	2	12	3	15
ET051042	5	3	1	12	1	1
ET051043	1	1	1	4	2	1
ET051043	2	1	2	12	2	15
ET051044	1	2	2	10	2	1
ET051044	2	2	2	12	1	1
ET051044	3	3	2	7	2	1
ET051044	4	4	2	12	3	97
ET051044	5	5	2	12	1	1
ET051044	6	6	2	8	3	1
ET051045	1	1	2	2	3	1
ET051045	2	1	2	12	1	15
ET051045	3	1	1	1	1	14
ET051045	4	2	2	4	3	97
ET051046	1	1	2	12	3	15
ET051046	2	1	2	12	4	1
ET051046	3	1	1	1	2	14
ET051047	1	1	2	12	3	15
ET051047	2	1	2	4	3	1
ET051048	1	1	2	99	99	1
ET051048	2	1	2	12	2	1
ET051048	3	1	2	12	1	97
ET051048	4	2	2	12	4	97
ET051049	1	1	2	8	2	1
ET051049	2	2	2	2	2	1
ET051049	3	2	2	2	2	1
ET051049	4	2	2	12	1	97
ET051049	5	3	2	12	1	97
ET051049	6	3	2	12	3	97
ET051049	7	4	2	12	3	97
ET051049	8	4	2	12	3	97
ET051049	9	4	2	12	3	1
ET051050	1	1	2	4	2	1
ET051050	2	1	2	12	1	15
ET051050	3	1	1	3	2	14
ET061002	1	1	2	9	2	1
ET061002	2	1	2	12	1	1
ET061002	3	2	2	4	2	1
ET061003	1	1	2	12	1	1
ET061003	2	1	2	12	2	1
ET061003	3	2	2	12	2	1
ET061003	4	3	2	3	3	1
ET061003	5	3	2	12	2	1
ET061004	1	1	2	6	2	1
ET061004	2	1	2	12	2	24
ET061004	3	2	2	6	2	24
ET061004	4	2	2	6	2	1
ET061005	1	1	2	10	2	1
ET061005	2	2	2	6	2	1
ET061007	1	1	2	8	3	1
ET061007	2	3	2	8	2	1
ET061007	3	2	2	2	2	1
ET061008	1	1	2	8	2	1
ET061008	2	2	2	8	3	1
ET061008	3	1	2	12	3	1
ET061008	4	1	2	12	3	1
ET061009	1	1	2	6	1	1
ET061009	2	2	2	2	2	1
ET061010	1	1	2	9	3	1
ET061010	2	2	2	4	3	1
ET061010	3	3	2	4	3	1
ET061010	4	4	2	3	3	1
ET061010	5	5	2	12	3	1
ET061010	6	7	2	3	3	1
ET061011	1	1	2	12	1	1
ET061011	2	2	2	5	2	1
ET061011	3	3	2	12	1	1
ET061012	1	1	2	10	2	1
ET061012	2	1	2	12	1	1
ET061012	3	2	2	10	2	1
ET061012	4	3	2	10	2	1
ET061012	5	3	2	12	3	1
ET061012	6	5	2	12	1	1
ET061012	7	4	2	6	2	1
ET061014	1	1	2	8	2	1
ET061014	2	2	2	3	3	1
ET061014	3	2	2	6	3	24
ET061014	4	3	2	3	1	1
ET061015	1	1	2	11	2	1
ET061015	2	1	2	12	1	1
ET061015	3	2	2	5	2	1
ET061015	4	3	2	12	2	1
ET061015	5	4	2	10	2	1
ET061015	6	6	2	12	1	1
ET061016	1	1	2	9	2	1
ET061016	2	2	2	6	2	1
ET061016	3	3	2	6	2	1
ET061016	4	4	2	12	1	1
ET061016	5	4	2	9	2	1
ET061016	6	5	2	9	2	1
ET061016	7	5	2	12	1	1
ET061016	8	6	2	12	1	1
ET061016	9	7	2	12	1	1
ET061018	1	1	2	12	2	1
ET061018	2	2	2	7	2	1
ET061019	1	1	2	9	2	1
ET061019	2	2	2	6	2	1
ET061019	3	4	2	9	1	1
ET061019	4	5	2	12	1	1
ET061019	5	6	2	12	1	1
ET061020	1	1	2	6	2	1
ET061020	2	1	2	12	4	1
ET061020	3	2	2	4	3	1
ET061020	4	2	2	6	2	24
ET061021	1	1	2	4	2	1
ET061021	2	1	2	12	2	24
ET061021	3	2	2	12	2	24
ET061021	4	2	2	4	2	1
ET061022	1	1	2	12	1	1
ET061022	2	3	2	6	2	1
ET061022	3	2	2	6	2	1
ET061022	4	4	2	6	2	1
ET061022	5	5	2	3	2	1
ET061022	6	6	2	3	2	1
ET061022	7	7	2	3	2	1
ET061022	8	7	2	3	3	97
ET061023	1	1	2	8	2	1
ET061023	2	1	2	12	3	1
ET061023	3	2	2	8	2	1
ET061023	4	5	2	12	3	1
ET061024	1	1	2	12	1	1
ET061024	2	1	2	12	1	1
ET061024	3	2	2	10	2	1
ET061024	4	2	2	12	2	1
ET061024	5	3	2	12	1	1
ET061025	1	1	2	7	99	1
ET061025	2	1	1	4	1	1
ET061025	3	2	1	4	1	1
ET061025	4	2	1	4	1	1
ET061025	5	3	1	3	1	1
ET061025	6	4	1	3	1	1
ET061026	1	1	2	12	1	1
ET061026	2	1	2	12	2	1
ET061026	3	2	99	99	99	1
ET061027	1	1	2	9	2	1
ET061027	2	1	2	12	3	1
ET061027	3	2	2	4	2	1
ET061027	4	2	2	12	3	1
ET061027	5	3	2	2	4	1
ET061028	1	1	2	12	1	1
ET061028	2	1	2	12	1	1
ET061028	3	2	2	10	2	1
ET061028	4	2	2	12	3	1
ET061028	5	3	2	10	2	1
ET061028	6	3	2	12	2	1
ET061028	7	4	2	6	2	1
ET061028	8	4	2	12	2	1
ET061029	1	1	2	12	1	1
ET061029	2	1	2	12	1	91
ET061029	3	2	2	5	2	1
ET061029	4	2	2	12	1	1
ET061029	5	7	2	12	1	1
ET061030	1	1	2	12	2	1
ET061030	2	2	2	12	2	1
ET061030	3	3	2	10	2	1
ET061030	4	3	2	12	2	1
ET061031	1	1	2	8	2	1
ET061031	2	1	2	2	2	20
ET061031	3	2	2	8	3	1
ET061031	4	3	2	12	3	1
ET061033	1	1	2	4	1	1
ET061033	2	3	2	4	1	1
ET061033	3	5	2	3	2	1
ET061033	4	6	2	3	2	97
ET061034	1	1	2	12	1	1
ET061034	2	1	2	12	1	1
ET061034	3	2	2	10	2	1
ET061034	4	2	2	12	1	1
ET061036	1	1	2	10	2	1
ET061036	2	2	2	2	3	1
ET061036	3	4	2	2	3	1
ET061036	4	5	2	2	3	1
ET061036	5	6	2	2	3	1
ET061036	6	7	2	2	3	1
ET061036	7	8	2	12	1	1
ET061036	8	9	2	12	1	1
ET061037	1	1	2	10	2	74
ET061038	1	1	2	5	2	1
ET061038	2	1	1	7	1	45
ET061038	3	2	2	5	2	1
ET061038	4	3	2	4	2	1
ET061038	5	4	1	12	1	1
ET061039	1	1	2	12	2	1
ET061039	2	2	2	12	2	1
ET061040	1	2	2	6	2	1
ET061040	2	3	2	12	2	1
ET061040	3	3	2	12	2	1
ET061040	4	4	2	12	2	1
ET061040	5	4	2	12	2	1
ET061040	6	5	2	5	2	1
ET061041	1	1	2	12	2	17
ET061041	2	2	2	12	3	52
ET061042	1	1	2	12	1	24
ET061043	1	1	2	12	2	1
ET061043	2	2	2	12	2	1
ET061043	3	3	2	12	2	1
ET061044	1	1	2	12	1	1
ET061044	2	2	2	10	2	1
ET061044	3	5	2	10	2	1
ET061046	1	1	2	12	1	67
ET061046	2	1	2	12	99	1
ET061047	1	1	2	9	2	1
ET061047	2	2	2	9	2	1
ET061047	3	3	2	3	2	1
ET061047	4	4	2	3	3	1
ET061047	5	5	2	3	3	1
ET061047	6	6	2	3	3	1
ET061047	7	7	2	3	3	1
ET061047	8	8	2	12	1	1
ET061049	1	1	2	12	2	1
ET061049	2	2	2	7	2	1
ET061050	1	1	2	12	2	1
ET061050	2	2	2	12	2	1
ET061050	3	3	2	12	3	1
ET061050	4	4	2	12	3	1
ET061050	5	5	2	12	3	1
ET061051	1	1	2	10	2	1
ET061051	2	2	2	4	3	1
ET061051	3	3	2	4	3	1
ET061051	4	4	2	4	3	1
ET061051	5	5	2	4	3	1
ET061051	6	6	2	4	3	1
ET061051	7	7	2	4	3	1
ET061051	8	8	2	4	3	1
ET061051	9	9	2	12	1	1
ET061051	10	1	2	12	1	1
ET061052	1	1	2	4	1	1
ET061052	2	1	2	12	1	1
ET061052	3	2	2	3	2	1
ET061052	4	3	2	3	2	1
ET061052	5	4	2	3	2	1
ET061052	6	5	2	3	3	1
ET061052	7	6	2	3	3	1
ET061053	1	1	2	9	2	1
ET061053	2	2	2	4	3	1
ET061053	3	3	2	10	1	1
ET061053	4	3	2	3	1	1
ET061054	1	1	2	12	2	24
ET061056	1	1	2	12	2	24
ET061057	1	1	2	12	1	1
ET061057	2	2	2	10	2	1
ET061057	3	2	2	12	1	24
ET061057	4	2	2	12	1	52
ET061057	5	3	2	10	1	1
ET061057	6	4	2	12	2	24
ET061057	7	5	2	12	2	24
ET061058	1	1	2	4	3	1
