CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMNYR3	ACTHPYR3
VN130009	1	2	1	2	4
VN130011	1	2	1	0	4
VN130012	1	2	1	2	5
VN130013	1	2	1	0	3
VN130014	1	2	1	0	5
VN130015	1	2	1	0	5
VN130016	1	2	1	0	5
VN130017	1	2	1	0	4
VN130019	1	2	1	0	5
VN130020	1	2	1	0	3
VN130022	1	2	1	0	3
VN130023	1	2	1	0	4
VN130023	2	3	1	0	4
VN130024	1	2	1	0	5
VN130025	1	3	1	0	5
VN130027	1	2	1	0	5
VN130028	1	2	1	0	5
VN130029	1	2	1	0	4
VN130029	2	8	1	0	4
VN130032	1	2	1	0	3
VN130033	1	2	1	0	4
VN130034	1	2	1	2	5
VN130034	2	3	1	2	5
VN130035	1	2	1	0	5
VN130035	2	3	1	0	5
VN130036	1	2	1	0	5
VN130037	1	2	1	0	5
VN130039	1	2	1	0	4
VN130039	2	3	1	0	5
VN130040	1	2	1	0	5
VN130040	2	3	1	0	5
VN130041	1	2	1	0	5
VN130041	2	3	1	0	5
VN130042	1	2	1	0	5
VN130042	2	3	1	0	5
VN130043	1	8	1	3	5
VN130044	1	2	1	0	3
VN130045	1	2	1	0	4
VN130046	1	2	1	0	5
VN130047	1	2	1	2	5
VN130048	1	2	1	0	5
VN130049	1	2	1	2	5
VN130050	1	4	1	0	5
VN130050	2	2	1	0	5
VN130051	1	2	1	0	3
VN130052	1	2	1	0	5
VN130053	1	2	1	0	5
VN130054	1	2	1	0	4
VN130055	1	2	1	0	5
VN130055	2	5	1	2	4
VN130056	1	2	1	2	4
VN130057	1	2	1	0	5
VN130059	1	2	1	0	5
VN130060	1	2	1	0	3
VN130061	1	2	1	0	4
VN130063	1	2	1	0	5
VN130065	1	2	1	0	5
VN130066	1	2	1	0	4
VN130066	2	6	1	0	5
VN130067	1	2	1	0	4
VN130068	1	2	1	0	5
VN130069	1	2	1	0	5
VN130070	1	2	1	0	5
VN130071	1	2	1	0	5
VN130071	2	3	1	0	3
VN130072	1	2	1	0	5
VN130074	1	2	1	0	4
VN130076	1	2	1	0	5
VN130077	1	2	1	0	4
VN130078	1	2	1	0	4
VN130079	1	2	1	0	3
VN130080	1	2	1	0	5
VN130081	1	2	1	0	5
VN130082	1	2	1	0	4
VN130083	1	2	1	0	5
VN130085	1	2	1	0	4
VN130086	1	2	1	0	5
VN130086	2	3	1	0	5
VN130087	1	2	1	0	2
VN130088	1	2	1	0	5
VN130090	1	2	1	0	5
VN130091	1	2	1	0	5
VN130091	2	3	1	0	3
VN130092	1	2	1	0	4
VN130093	1	2	1	0	5
VN130094	1	2	1	0	4
VN130095	1	2	1	0	3
VN130095	2	3	1	0	4
VN130096	1	2	1	0	5
VN130097	1	2	1	0	3
VN130098	1	2	2	0	2
VN130099	1	2	1	0	4
VN130100	1	2	1	0	5
VN130101	1	2	1	0	5
VN130102	1	2	1	0	5
VN140004	1	2	1	0	5
VN140004	2	3	1	0	5
VN140005	1	2	1	0	3
VN140006	1	2	1	0	3
VN140007	1	2	1	0	4
VN140008	1	2	1	0	5
VN140009	1	2	1	0	5
VN140010	1	2	1	0	3
VN140012	1	2	1	0	3
VN140013	1	2	1	0	3
VN140014	1	2	1	0	3
VN140014	2	8	1	0	4
VN140015	1	2	1	0	4
VN140016	1	2	1	0	5
VN140017	1	2	1	0	3
VN140017	2	 	 	 	 
VN140018	1	2	1	0	4
VN140021	1	2	1	0	5
VN140022	1	2	1	0	5
VN140024	1	2	1	0	4
VN140025	1	2	1	0	4
VN140026	1	2	1	0	5
VN140029	1	2	1	0	3
VN140030	1	2	1	0	5
VN140030	2	 	 	 	 
VN140030	3	 	 	 	 
VN140032	1	2	1	0	3
VN140033	1	2	1	0	4
VN140034	1	2	1	0	3
VN140036	1	2	1	0	4
VN140037	1	2	1	0	4
VN140038	1	2	1	0	3
VN140039	1	2	1	0	5
VN140040	1	2	1	0	5
VN140041	1	2	1	0	5
VN140042	1	2	1	0	5
VN140043	1	2	1	0	4
VN140044	1	2	1	0	4
VN140045	1	2	1	0	3
VN140047	1	3	1	0	4
VN140049	1	2	1	0	5
VN140050	1	2	1	0	5
VN140052	1	2	1	0	4
VN140053	1	2	1	0	2
VN140053	2	3	1	0	4
VN140056	1	2	1	0	5
VN140056	2	3	1	0	4
VN140058	1	2	1	0	3
VN140059	1	2	1	0	4
VN140060	1	2	1	0	2
VN140064	1	2	1	0	3
VN140065	1	2	1	0	4
VN140067	1	2	1	0	3
VN140070	1	2	1	0	4
VN140071	1	2	1	0	5
VN140072	1	2	1	0	3
VN140073	1	88	 	 	 
VN140074	1	2	1	0	3
VN140076	1	2	1	0	4
VN140077	1	2	1	0	2
VN140079	1	3	1	5	5
VN140079	2	2	1	0	5
VN140080	1	2	1	0	3
VN140081	1	2	1	0	5
VN140084	1	2	1	0	5
VN140086	1	2	1	0	5
VN140087	1	2	1	0	5
VN140088	1	2	1	0	5
VN140090	1	2	2	0	3
VN140091	1	2	1	5	5
VN140093	1	2	1	2	3
VN140096	1	2	1	0	5
VN140097	1	2	1	0	5
VN140098	1	2	1	0	4
VN140100	1	2	1	0	4
VN140103	1	2	1	0	4
VN140107	1	2	1	0	3
VN150001	1	2	1	0	5
VN150003	1	2	1	0	5
VN150005	1	2	1	0	5
VN150006	1	2	1	0	5
VN150007	1	3	1	0	4
VN150008	1	2	1	0	4
VN150009	1	2	1	0	4
VN150012	1	2	1	0	3
VN150013	1	2	1	0	5
VN150014	1	2	1	0	3
VN150015	1	2	1	0	5
VN150016	1	2	1	0	3
VN150018	1	2	1	0	3
VN150020	1	2	1	0	3
VN150021	1	2	1	0	4
VN150022	1	2	1	0	5
VN150023	1	2	1	0	3
VN150024	1	2	1	0	3
VN150027	1	2	1	0	3
VN150029	1	2	1	0	3
VN150030	1	2	1	0	5
VN150032	1	2	1	0	4
VN150033	1	2	1	0	4
VN150034	1	2	1	0	2
VN150038	1	2	1	0	3
VN150040	1	2	1	0	4
VN150041	1	2	1	0	1
VN150042	1	2	1	0	5
VN150043	1	2	1	0	2
VN150044	1	2	1	0	5
VN150049	1	2	1	0	4
VN150053	1	2	1	0	5
VN150054	1	2	1	0	2
VN150056	1	2	1	0	1
VN150061	1	2	1	0	4
VN150061	2	3	1	0	4
VN150062	1	2	1	0	4
VN150066	1	2	1	0	5
VN150071	1	2	1	0	5
VN150072	1	2	1	0	3
VN150077	1	2	1	0	3
VN150078	1	2	1	0	3
VN150079	1	2	1	0	5
VN150086	1	2	1	0	4
VN150089	1	2	1	0	3
VN150091	1	2	1	0	4
VN150092	1	2	1	0	2
VN150094	1	2	1	0	5
VN150095	1	2	1	0	3
VN150096	1	2	1	0	5
VN150096	2	3	1	0	5
VN150103	1	2	1	0	2
VN150104	1	2	1	0	5
VN150105	1	2	1	0	4
VN150107	1	2	1	0	5
VN150126	1	2	1	0	4
VN150128	1	2	1	0	4
VN150134	1	2	1	0	3
VN150136	1	2	1	0	3
VN150139	1	2	1	0	5
VN150140	1	2	1	0	3
VN150145	1	2	1	0	5
VN160003	1	2	1	0	5
VN160004	1	2	1	0	4
VN160004	2	3	1	0	4
VN160008	1	2	1	0	4
VN160018	1	2	1	0	3
VN160019	1	2	1	0	4
VN160020	1	2	1	0	3
VN160026	1	2	1	0	3
VN160026	2	3	1	0	4
VN160028	1	2	1	0	2
VN160029	1	2	1	0	3
VN160030	1	2	1	0	4
VN160032	1	2	1	0	3
VN160034	1	2	1	0	4
VN160036	1	2	1	0	4
VN160037	1	2	1	0	4
VN160038	1	2	1	0	4
VN160042	1	2	1	0	3
VN160042	2	3	1	0	3
VN160043	1	3	1	0	5
VN160043	2	2	1	0	3
VN160044	1	2	1	0	3
VN160046	1	2	2	0	3
VN160048	1	2	1	0	5
VN160051	1	2	1	0	3
VN160052	1	2	1	0	4
VN160053	1	2	1	0	3
VN160054	1	2	1	0	2
VN160056	1	2	1	0	4
VN160057	1	2	1	0	4
VN160058	1	2	1	0	3
VN160058	2	3	1	0	4
VN160059	1	3	1	0	4
VN160060	1	2	1	0	3
VN160064	1	2	1	0	4
VN160071	1	2	1	0	4
VN160073	1	3	1	0	5
VN160075	1	2	1	0	3
VN160078	1	2	1	0	4
VN160080	1	2	1	0	3
VN160081	1	2	1	0	4
VN160082	1	2	1	0	4
VN160084	1	2	1	0	4
VN160084	2	3	1	0	3
VN160089	1	2	1	0	4
VN160091	1	2	1	0	3
VN160091	2	3	1	0	2
VN160100	1	2	1	0	4
VN160102	1	2	1	0	3
VN170003	1	2	1	0	4
VN170004	1	2	1	0	3
VN170005	1	2	1	0	4
VN170006	1	2	1	0	3
VN170015	1	2	1	0	4
VN170016	1	2	1	0	4
VN170017	1	2	1	0	3
VN170020	1	2	1	0	3
VN170029	1	2	1	0	3
VN170037	1	2	1	0	3
VN170039	1	2	1	0	3
VN170040	1	2	1	0	3
VN170041	1	2	1	0	4
VN170044	1	2	1	0	4
VN170045	1	2	1	0	3
VN170046	1	2	1	0	3
VN170052	1	2	1	0	3
VN170057	1	2	1	0	4
VN170064	1	2	1	0	3
VN170076	1	2	1	0	4
VN170093	1	2	1	0	5
VN170100	1	2	1	0	3
VN170104	1	2	1	0	4
VN170109	1	2	1	0	4
VN170119	1	2	1	0	4
VN180001	1	2	1	0	1
VN180002	1	2	1	0	3
VN180003	1	2	1	5	5
VN180005	1	2	1	0	4
VN180008	1	2	1	0	3
VN180017	1	2	1	0	3
VN180020	1	2	1	0	5
VN180023	1	2	1	0	4
VN180027	1	2	1	0	4
VN180030	1	2	1	0	4
VN180033	1	2	1	0	4
VN180034	1	2	1	2	2
VN180036	1	2	1	0	4
VN180037	1	2	1	0	3
VN180045	1	2	1	0	4
VN180046	1	2	1	0	4
VN180048	1	3	1	0	3
VN180056	1	2	1	0	4
VN180057	1	2	1	0	4
VN180058	1	2	1	0	4
VN180060	1	2	1	0	5
VN180065	1	2	1	0	4
VN180073	1	2	1	0	2
VN180075	1	2	1	0	4
VN180076	1	2	1	0	4
VN180085	1	2	1	0	4
VN180096	1	2	1	0	4
VN180098	1	2	1	0	4
VN180100	1	2	1	0	4
VN180104	1	2	1	2	4
VN180105	1	2	1	0	5
VN180112	1	2	1	0	5
VN180121	1	2	1	0	5
VN190001	1	2	1	0	4
VN190002	1	2	1	0	3
VN190006	1	2	1	0	3
VN190006	2	88	 	 	 
VN190007	1	2	1	0	5
VN190009	1	2	1	0	5
VN190010	1	2	1	0	4
VN190013	1	3	1	0	2
VN190013	2	88	 	 	 
VN190017	1	2	1	0	4
VN190018	1	2	1	0	4
VN190023	1	2	1	0	5
VN190030	1	2	1	0	5
VN190037	1	2	1	0	2
VN190037	2	3	1	0	4
VN190039	1	2	1	0	4
VN190044	1	2	1	0	5
VN190048	1	2	1	0	4
VN190051	1	2	1	0	4
VN190056	1	2	1	0	4
VN190058	1	2	1	0	4
VN190061	1	2	1	0	4
VN190063	1	2	1	0	2
VN190063	88	 	 	 	 
VN190066	1	2	1	0	4
VN190067	1	2	1	0	3
VN190070	1	2	1	0	4
VN190071	1	2	1	0	5
VN190072	1	2	1	0	4
VN190074	1	2	1	0	4
VN190081	1	2	1	0	3
VN190084	1	2	1	0	4
VN190087	1	2	1	0	4
VN190091	1	2	1	0	5
VN190092	1	2	1	0	4
VN190094	1	2	1	0	4
VN190095	1	2	1	0	4
VN190115	1	2	1	0	5
VN190116	1	2	1	0	4
VN200003	1	2	1	0	4
VN200004	1	2	1	0	3
VN200006	1	2	1	0	3
VN200012	1	2	1	0	5
VN200014	1	2	1	0	3
VN200016	1	2	1	0	3
VN200029	1	2	1	0	3
VN200043	1	2	1	0	5
VN200046	1	2	1	0	3
VN200047	1	2	1	0	3
VN200049	1	3	1	0	3
VN200053	1	2	1	0	3
VN200057	1	2	1	0	4
VN200058	1	2	1	0	4
VN200066	1	2	1	0	3
VN200076	1	2	1	0	4
VN200077	1	3	1	0	3
VN200078	1	2	1	0	4
VN200081	1	2	1	0	3
VN200089	1	2	1	0	3
VN200115	1	2	1	0	4
VN200128	1	2	1	0	4
VN200135	1	2	1	0	4
VN200148	1	2	1	0	3
