CHILDID	OUTID	REMRELR3	REMESTR3	REMGODR3
VN130053	4	5	500	0
VN130054	1	13	700	0
VN130055	1	19	0	300
VN130055	2	5	0	50
VN130055	3	19	0	200
VN130056	1	5	1500	0
VN130056	2	19	300	0
VN130056	3	13	400	0
VN130057	1	13	500	0
VN130057	2	22	250	0
VN130058	1	13	500	0
VN130058	2	5	300	0
VN130058	3	6	500	0
VN130059	1	5	0	300
VN130059	2	6	0	300
VN130059	3	13	400	0
VN130059	4	19	0	100
VN130060	1	13	200	0
VN130061	1	19	100	0
VN130063	1	5	100	0
VN130063	2	6	100	0
VN130063	3	13	100	0
VN130064	1	6	200	0
VN130064	2	5	200	300
VN130064	3	13	500	0
VN130064	4	19	1000	0
VN130065	1	13	100	150
VN130066	1	13	250	0
VN130066	2	5	300	0
VN130067	1	5	500	200
VN130067	2	13	500	0
VN130067	3	19	100	0
VN130068	1	6	500	0
VN130068	2	5	500	0
VN130068	3	13	300	0
VN130069	1	13	200	0
VN130069	2	19	50	0
VN130069	3	19	100	0
VN130070	1	5	200	400
VN130070	2	13	600	0
VN130071	1	13	400	100
VN130071	2	14	300	100
VN130072	1	19	1000	0
VN130073	1	13	180	50
VN130073	2	19	0	100
VN130074	1	5	300	0
VN130074	2	13	500	0
VN130075	1	5	0	300
VN130075	2	6	0	300
VN130075	3	19	300	0
VN130076	1	6	400	200
VN130076	2	5	400	200
VN130076	3	13	1000	200
VN130076	4	19	0	300
VN130077	1	6	200	500
VN130077	2	5	500	0
VN130077	3	13	400	0
VN130078	1	5	300	100
VN130078	2	6	300	100
VN130078	3	13	300	0
VN130079	1	6	1000	350
VN130079	2	5	1000	400
VN130079	3	13	1000	0
VN130079	4	19	500	0
VN130080	1	17	50	0
VN130080	2	5	50	20
VN130080	3	13	150	0
VN130082	1	19	280	0
VN130083	1	5	300	100
VN130083	2	6	300	100
VN130083	3	13	500	0
VN130085	1	19	100	0
VN130085	2	13	300	0
VN130086	1	5	0	100
VN130086	2	6	0	100
VN130086	3	13	500	0
VN130087	1	19	200	50
VN130087	2	13	200	0
VN130088	1	5	300	100
VN130088	2	6	100	50
VN130088	3	14	150	0
VN130088	4	19	50	0
VN130088	5	13	50	0
VN130089	1	5	0	200
VN130089	2	6	0	200
VN130089	3	18	0	20
VN130090	1	13	300	0
VN130091	1	6	0	50
VN130092	1	13	300	200
VN130092	2	5	200	100
VN130093	1	13	200	0
VN130094	1	6	400	0
VN130094	2	5	400	0
VN130094	3	13	700	100
VN130095	1	19	200	0
VN130095	2	13	200	0
VN130096	1	13	400	200
VN130097	1	13	900	0
VN130098	1	5	1000	0
VN130098	2	13	300	0
VN130099	1	14	300	0
VN130099	2	5	300	0
VN130099	3	6	300	0
VN130100	1	6	1000	0
VN130100	2	5	500	0
VN130100	3	13	0	500
VN130100	4	19	600	0
VN130101	1	13	300	0
VN130101	2	5	200	0
VN130101	3	22	200	0
VN130102	1	13	400	150
VN130103	1	5	1000	0
VN130103	2	13	700	0
VN130104	1	13	1000	0
VN140002	1	5	200	0
VN140002	2	6	200	0
VN140002	3	19	50	0
VN140003	1	19	500	0
VN140004	1	3	300	35
VN140004	2	19	1000	200
VN140004	3	19	3000	100
VN140005	1	19	100	20
VN140005	2	19	500	30
VN140006	1	13	1400	0
VN140007	1	5	500	100
VN140007	2	6	1000	0
VN140009	1	5	0	500
VN140010	1	5	500	0
VN140010	2	6	500	0
VN140012	1	6	600	0
VN140013	1	13	200	0
VN140020	1	13	0	500
VN140020	2	19	200	0
VN140021	1	19	40	0
VN140022	1	5	1000	0
VN140022	2	7	500	300
VN140023	1	17	1000	0
VN140023	2	13	100	0
VN140024	1	19	0	50
VN140025	1	13	500	0
VN140025	2	19	300	0
VN140026	1	13	0	25
VN140026	2	5	1500	0
VN140026	3	6	5000	0
VN140027	1	13	300	0
VN140029	1	19	50	0
VN140029	2	13	400	0
VN140029	3	14	100	0
VN140030	1	6	100	0
VN140030	2	 	 	 
VN140031	1	13	200	0
VN140032	1	13	400	0
VN140032	2	14	200	0
VN140033	1	19	5000	0
VN140034	1	19	100	0
VN140034	2	13	1000	0
VN140037	1	19	15	0
VN140037	3	19	-99	-99
VN140038	1	13	100	50
VN140039	1	19	500	0
VN140039	2	13	300	0
VN140042	1	6	1000	0
VN140042	2	5	500	0
VN140043	1	5	2000	500
VN140043	2	13	500	200
VN140043	3	22	100	0
VN140044	1	6	1000	0
VN140048	1	13	2000	0
VN140048	2	6	1000	0
VN140049	1	22	50	0
VN140049	2	13	500	0
VN140050	1	19	100	0
VN140050	2	19	1000	0
VN140050	3	13	500	0
VN140055	1	13	300	0
VN140055	2	5	100	0
VN140055	3	6	100	0
VN140056	1	13	300	0
VN140057	1	13	1000	0
VN140058	1	6	1000	0
VN140059	1	17	200	50
VN140059	2	13	300	0
VN140062	1	13	900	0
VN140063	1	5	500	0
VN140063	2	6	500	0
VN140064	1	14	1000	0
VN140064	2	5	200	0
VN140064	3	6	200	0
VN140066	1	13	4000	0
VN140067	1	13	200	35
VN140067	2	6	200	300
VN140067	3	5	100	400
VN140067	4	19	200	0
VN140067	5	19	500	0
VN140068	1	13	300	0
VN140072	1	14	300	0
VN140073	1	14	200	0
VN140073	2	13	300	0
VN140078	1	13	300	0
VN140080	1	14	400	0
VN140080	2	19	50	0
VN140081	1	19	0	100
VN140081	2	13	0	100
VN140083	1	13	1000	0
VN140083	2	18	50	0
VN140084	1	5	100	0
VN140086	1	19	200	60
VN140086	2	14	150	0
VN140088	1	13	200	0
VN140089	1	19	30	0
VN140090	1	5	300	0
VN140090	2	6	300	0
VN140091	1	14	1000	0
VN140091	2	19	500	0
VN140092	1	5	200	0
VN140092	2	14	300	0
VN140093	1	13	500	0
VN140093	2	14	100	0
VN140093	3	19	500	0
VN140094	1	13	300	0
VN140095	1	6	500	0
VN140096	1	13	500	0
VN140097	1	6	500	0
VN140097	2	13	1000	0
VN140101	1	5	500	500
VN140101	2	6	500	500
VN140103	1	6	300	0
VN140103	2	5	300	0
VN140107	1	19	100	0
VN140107	2	13	300	0
VN150035	1	13	2000	0
VN150065	1	7	5000	0
VN150067	1	6	1000	0
VN150107	1	6	2000	0
VN150141	1	13	15000	0
VN150145	1	22	0	150
VN160006	1	14	200	-99
VN160022	1	6	2000	500
VN160022	2	5	500	200
VN160028	1	5	2000	300
VN160028	2	13	500	150
VN160028	3	22	200	0
VN160040	1	22	200	100
VN160046	1	5	1000	300
VN160046	2	14	300	100
VN160046	3	22	150	0
VN160091	1	5	500	200
VN160091	2	6	500	200
VN160091	3	13	300	50
VN160091	4	22	50	0
VN170003	1	13	1000	0
VN170003	2	22	50	0
VN170004	1	6	1500	200
VN170009	1	13	0	47
VN170012	1	5	5000	0
VN170012	2	6	5000	0
VN170013	1	22	20	0
VN170015	1	19	100	0
VN170018	1	5	5000	1000
VN170018	2	6	5000	1000
VN170018	3	19	70000	0
VN170019	1	13	2000	600
VN170019	2	15	600	700
VN170020	1	13	500	0
VN170022	1	6	3000	200
VN170022	2	5	1000	200
VN170025	1	5	5000	0
VN170025	2	6	10000	0
VN170025	3	13	4500	2000
VN170032	1	5	500	200
VN170032	2	6	500	100
VN170034	1	6	2500	0
VN170034	2	5	1000	0
VN170035	1	6	5000	0
VN170035	2	5	4000	1000
VN170036	1	19	500	300
VN170037	1	5	2500	500
VN170037	2	6	1000	300
VN170038	1	5	0	5000
VN170038	2	6	0	5000
VN170040	1	14	2000	0
VN170040	2	5	4000	500
VN170044	1	6	1000	500
VN170044	2	5	500	200
VN170046	1	5	2000	500
VN170053	1	5	15000	1000
VN170053	2	6	3000	300
VN170054	1	5	300	150
VN170056	1	22	60	0
VN170057	1	5	2000	500
VN170062	1	18	500	0
VN170064	1	13	88	1000
VN170068	1	5	6000	0
VN170068	2	13	5000	0
VN170069	1	5	100	100
VN170069	2	6	100	100
VN170070	1	6	9000	5000
VN170070	2	5	5000	5000
VN170071	1	22	3000	0
VN170080	1	6	500	400
VN170080	2	22	500	200
VN170083	1	5	1200	200
VN170084	1	22	300	0
VN170085	1	13	400	0
VN170085	2	22	200	0
VN170086	1	22	250	0
VN170087	1	22	1000	200
VN170089	1	19	500	100
VN170090	1	22	50	30
VN170091	1	6	10000	0
VN170091	2	6	10000	0
VN170092	1	22	50	20
VN170093	1	5	1000	100
VN170095	1	22	400	0
VN170097	1	5	2000	500
VN170100	1	6	15000	1000
VN170112	1	6	5000	1000
VN170112	2	22	2000	0
VN170114	1	13	600	0
VN170118	1	13	500	200
VN170119	1	6	2000	500
VN170126	1	22	50	0
VN170144	1	13	10000	0
VN170144	2	5	5000	0
VN170144	3	22	200	100
VN180002	1	15	150	-88
VN180002	2	13	200	-88
VN180003	1	15	1000	0
VN180003	2	13	500	0
VN180003	3	5	500	200
VN180004	1	22	500	0
VN180005	1	17	200	0
VN180005	2	22	300	-99
VN180006	1	5	2000	300
VN180006	2	6	2000	400
VN180007	1	13	1000	200
VN180007	2	22	500	0
VN180015	1	13	2000	0
VN180017	1	13	3000	0
VN180018	1	5	2000	300
VN180019	1	19	10000	0
VN180019	2	13	20000	0
VN180020	1	13	1000	200
VN180021	1	22	1500	0
VN180021	2	13	500	0
VN180023	1	5	200	500
VN180024	1	13	70000	0
VN180025	1	6	1000	200
VN180026	1	5	600	300
VN180026	2	6	800	200
VN180026	3	22	400	100
VN180027	1	19	2000	0
VN180029	1	6	4000	1000
VN180030	1	19	50	-88
VN180031	1	5	6000	200
VN180031	2	6	-99	500
VN180033	1	14	100	0
VN180034	1	19	100	0
VN180036	1	7	3000	0
VN180037	1	5	2000	300
VN180037	2	6	10000	1000
VN180037	3	22	2500	0
VN180039	1	6	12000	500
VN180039	2	5	12009	500
VN180043	1	22	300	100
VN180046	1	13	4000	0
VN180047	1	16	500	100
VN180050	1	5	1000	500
VN180051	1	22	500	0
VN180054	1	19	50	0
VN180054	2	5	10000	2000
VN180054	3	13	1000	500
VN180055	1	6	20000	0
VN180056	1	19	100	0
VN180057	1	13	7000	0
VN180057	2	22	200	-99
VN180058	1	15	500	0
VN180058	2	6	350	90
VN180058	3	13	0	50
VN180060	1	13	100	0
VN180061	1	19	200	0
VN180062	1	19	50	0
VN180064	1	7	20000	0
VN180069	1	5	1000	500
VN180069	2	6	1000	200
VN180072	1	5	3000	500
VN180073	1	5	200	500
VN180073	2	19	4000	-99
VN180074	1	22	200	50
VN180074	2	7	5000	0
VN180075	1	13	2000	0
VN180075	2	19	3000	0
VN180076	1	5	1000	1000
VN180076	2	19	2000	0
VN180077	1	22	200	0
VN180079	1	6	10000	0
VN180080	1	14	500	0
VN180081	1	19	2000	0
VN180081	2	5	1000	0
VN180082	1	13	200	0
VN180083	1	22	100	0
VN180084	1	13	500	200
VN180084	2	19	400	0
VN180085	1	5	100	0
VN180085	2	14	1000	0
VN180085	3	16	200	0
VN180087	1	5	1000	0
VN180087	2	6	1000	0
VN180088	1	22	1000	0
VN180090	1	5	2000	500
VN180090	2	13	2000	200
VN180091	1	19	2000	500
VN180094	1	15	200	0
VN180094	2	14	250	50
VN180095	1	5	2000	1000
VN180095	2	13	2000	500
VN180096	1	13	20000	1000
VN180096	2	22	2000	0
VN180098	1	13	10000	-99
VN180098	2	6	1000	2000
VN180098	3	5	1000	2000
VN180098	4	14	-99	5000
VN180098	5	19	6000	-99
VN180099	1	14	15000	200
VN180099	2	16	3000	0
VN180100	1	19	300	-88
VN180105	1	17	0	50
VN180105	2	13	200	0
VN180105	3	14	100	0
VN180106	1	19	600	0
VN180109	1	19	30	0
VN180110	1	5	5000	500
VN180110	2	6	5000	500
VN180112	1	19	50	0
VN180113	1	13	500	200
VN180117	1	19	0	100
VN180121	1	13	500	200
VN180123	1	5	2000	100
VN180123	2	6	2000	100
VN190001	1	19	20	0
VN190003	1	6	0	40
VN190003	2	22	70	0
VN190005	1	6	1200	0
VN190005	2	5	200	0
VN190005	3	13	300	100
VN190005	4	22	100	0
VN190006	1	6	0	300
VN190007	1	22	100	0
VN190008	1	19	20	0
VN190009	1	22	50	0
VN190010	1	6	0	150
VN190010	2	13	50	100
VN190014	1	22	50	0
VN190016	1	5	1000	0
VN190016	2	6	1000	0
VN190018	1	6	500	100
VN190018	2	13	700	200
VN190018	3	22	50	0
VN190021	1	6	500	0
VN190021	2	5	300	500
VN190023	1	13	4000	500
VN190023	2	6	3000	500
VN190023	3	22	100	0
VN190027	1	22	50	0
VN190028	1	13	100	50
VN190030	1	13	5000	1000
VN190030	2	22	200	0
VN190031	1	19	100	0
VN190033	1	13	500	200
VN190034	1	13	1000	0
VN190036	1	5	200	200
VN190036	2	88	 	 
VN190040	1	5	100	200
VN190043	1	5	2000	200
VN190047	1	22	50	0
VN190048	1	22	50	0
VN190050	1	22	50	0
VN190051	1	13	400	0
VN190052	1	6	1000	0
VN190054	1	22	50	0
VN190055	1	5	3000	1000
VN190055	2	88	 	 
VN190056	1	19	100	0
VN190057	1	22	50	0
VN190058	1	19	0	100
VN190059	1	22	20	0
VN190061	1	5	300	100
VN190061	2	6	300	100
VN190061	3	13	0	200
VN190061	4	22	50	0
VN190063	1	13	2000	0
VN190064	1	22	50	0
VN190065	1	6	100	50
VN190065	2	88	 	 
VN190067	1	13	100	0
VN190068	1	5	200	200
VN190068	88	 	 	 
VN190069	1	19	50	0
VN190071	1	22	30	0
VN190072	1	19	100	0
VN190074	1	5	5000	200
VN190077	1	19	200	0
VN190077	2	7	400	0
VN190081	1	13	100	50
VN190082	1	13	0	200
VN190084	1	13	500	0
VN190088	1	5	200	200
VN190088	2	88	 	 
VN190090	1	13	100	30
VN190091	1	5	200	300
VN190091	2	6	400	200
VN190091	3	22	50	0
VN190092	1	19	50	20
VN190093	1	22	100	0
VN190095	1	13	50	20
VN190096	1	19	50	0
VN190097	1	14	250	100
VN190099	1	6	0	2000
VN190107	1	19	100	0
VN190112	1	14	500	100
VN190115	1	6	1000	0
VN190115	2	22	50	0
VN190116	1	5	500	100
VN190116	2	6	500	200
VN190116	3	13	600	800
VN190116	4	22	50	0
VN190139	1	22	50	0
VN200002	1	14	2600	7400
VN200002	2	5	5000	500
VN200002	3	13	5000	500
VN200004	1	22	200	0
VN200017	1	22	0	200
VN200024	1	6	1000	300
VN200032	1	5	1000	350
VN200032	2	6	1000	400
VN200042	1	5	600	0
VN200042	2	6	300	0
VN200047	1	5	5000	1000
VN200050	1	11	0	6000
VN200052	1	13	2000	0
VN200052	2	14	1000	0
VN200053	1	5	4000	500
VN200054	1	19	500	0
VN200055	1	22	1000	-88
VN200060	1	13	3300	5000
VN200075	1	22	400	0
VN200078	1	19	3000	0
VN200078	2	88	-99	-99
VN200085	1	22	700	100
VN200089	1	22	2000	700
VN200091	1	19	50	200
VN200093	1	6	6000	2000
VN200093	2	5	0	2000
VN200093	3	14	2400	500
VN200095	1	19	300	0
VN200097	1	5	300	0
VN200097	2	13	2000	3000
VN200099	1	13	1100	0
VN200099	2	6	2000	0
VN200109	1	22	50	0
VN200115	1	7	25000	-99
VN200120	1	5	1500	500
VN200120	2	13	600	200
VN200148	1	6	0	30
VN200148	2	13	50	30
