CHILDID	ID	MEMSEX	AGE	RELATE	LIVHSE	GRADE	ADULTEDC	DTHEXPR3	HSSTRR3	STRAGER3	GRADER3	STILLR3	WHYNOTR3	AGEGRDR3	PERFR3	FEESR3	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3	SLEEPR3	CHCARER3	HHCHRER3	NPYWRKR3	PAYWRKR3	SCHOOLR3	STUDYR3	PLAYR3
VN060098	2	2	59	6	1	5	0	88	 	 	 	 	 	 	 	 	2	15	12	30	8	 	 	 	 	 	 	 	 
VN060098	3	2	27	13	1	2	0	88	 	 	 	 	 	 	 	 	0	1	10	10	8	 	 	 	 	 	 	 	 
VN060098	4	2	27	1	1	2	0	88	 	 	 	 	 	 	 	 	0	1	10	10	8	 	 	 	 	 	 	 	 
VN060098	5	1	23	13	4	3	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060098	6	1	19	13	1	6	0	88	 	 	 	 	 	 	 	 	0	5	6	30	8	 	 	 	 	 	 	 	 
VN060098	7	2	4	9	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN060098	8	1	2	14	1	88	88	88	 	 	 	 	 	 	 	 	5	19	99	99	99	 	 	 	 	 	 	 	 
VN060099	0	2	7	0	1	88	88	88	1	6	1	1	88	88	2	100	0	19	0	0	0	11	0	0	0	0	6	1	6
VN060099	1	1	49	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	12	30	10	 	 	 	 	 	 	 	 
VN060099	2	2	45	1	1	8	0	88	 	 	 	 	 	 	 	 	0	15	12	30	7	 	 	 	 	 	 	 	 
VN060099	3	2	27	7	4	6	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060099	4	2	23	7	1	6	0	88	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 
VN060099	5	1	14	14	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060100	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	80	0	15	12	30	1	12	0	1	0	0	8	1	2
VN060100	1	1	37	1	1	4	0	88	 	 	 	 	 	 	 	 	0	5	12	10	8	 	 	 	 	 	 	 	 
VN060100	2	2	35	1	1	5	0	88	 	 	 	 	 	 	 	 	0	15	12	30	10	 	 	 	 	 	 	 	 
VN060100	3	2	3	7	1	88	88	88	 	 	 	 	 	 	 	 	4	19	99	99	99	 	 	 	 	 	 	 	 
VN060103	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	15	12	30	1	9	1	1	0	0	6	1	6
VN060103	1	1	71	6	1	3	0	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN060103	2	2	71	6	1	3	0	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN060103	3	1	30	1	1	4	0	88	 	 	 	 	 	 	 	 	0	12	9	20	9	 	 	 	 	 	 	 	 
VN060103	4	2	29	1	1	6	0	88	 	 	 	 	 	 	 	 	0	15	12	30	8	 	 	 	 	 	 	 	 
VN060103	5	1	20	14	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060103	6	1	5	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	99	99	99	9	0	0	0	0	0	0	15
VN060104	0	2	8	0	1	88	88	88	1	6	2	1	88	88	3	0	0	15	7	15	1	10	0	1	0	0	5	2	6
VN060104	1	1	40	1	1	8	0	88	 	 	 	 	 	 	 	 	0	20	12	15	8	 	 	 	 	 	 	 	 
VN060104	2	2	41	1	1	1	0	88	 	 	 	 	 	 	 	 	0	16	12	22	4	 	 	 	 	 	 	 	 
VN060104	15	2	11	7	1	88	88	88	1	6	5	1	88	88	2	82	0	15	10	20	2	10	0	2	0	0	5	3	4
VN060105	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	15	7	20	1	10	0	1	0	0	4	1	8
VN060105	1	1	32	1	1	5	0	88	 	 	 	 	 	 	 	 	0	20	10	20	8	 	 	 	 	 	 	 	 
VN060105	2	2	31	1	1	5	0	88	 	 	 	 	 	 	 	 	0	11	7	20	5	 	 	 	 	 	 	 	 
VN060106	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	19	88	88	88	12	0	0	0	0	5	2	5
VN060106	1	2	68	5	88	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060106	2	2	47	13	4	7	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060106	3	2	32	1	1	7	0	88	 	 	 	 	 	 	 	 	0	20	12	20	8	 	 	 	 	 	 	 	 
VN060106	4	2	29	13	1	12	0	88	 	 	 	 	 	 	 	 	0	11	12	28	5	 	 	 	 	 	 	 	 
VN060106	5	1	28	13	4	7	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060106	15	1	11	7	1	88	88	88	1	6	5	1	88	88	2	945	0	15	12	20	1	10	0	1	0	0	6	4	3
VN060108	0	2	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	19	0	99	99	12	0	0	0	0	4	2	6
VN060108	1	1	54	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060108	2	2	55	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060108	3	1	33	1	1	7	0	88	 	 	 	 	 	 	 	 	0	3	6	30	8	 	 	 	 	 	 	 	 
VN060108	4	2	30	1	1	6	0	88	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 
VN060108	5	2	27	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060108	6	1	24	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060109	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	150	0	15	6	15	1	10	0	1	0	0	5	4	4
VN060109	1	1	42	1	1	3	0	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN060109	2	2	38	1	2	4	0	88	 	 	 	 	 	 	 	 	0	11	12	30	8	 	 	 	 	 	 	 	 
VN060109	3	2	19	7	1	7	0	88	 	 	 	 	 	 	 	 	0	11	12	30	8	 	 	 	 	 	 	 	 
VN060109	4	1	61	5	1	9	0	88	 	 	 	 	 	 	 	 	0	3	6	30	9	 	 	 	 	 	 	 	 
VN060109	5	2	60	5	1	2	0	88	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 
VN060111	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	150	0	12	12	20	1	11	0	1	0	1	5	1	5
VN060111	1	1	32	1	1	3	0	88	 	 	 	 	 	 	 	 	0	12	9	26	8	 	 	 	 	 	 	 	 
VN060111	2	2	27	1	1	3	0	88	 	 	 	 	 	 	 	 	0	12	12	25	5	 	 	 	 	 	 	 	 
VN060111	15	1	9	7	1	88	88	88	1	6	3	1	88	88	3	150	0	12	12	20	1	11	0	1	0	1	5	1	5
VN060115	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	100	0	15	8	15	1	11	0	1	0	0	4	2	6
VN060115	1	2	84	17	99	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN060115	2	2	62	6	1	4	0	88	 	 	 	 	 	 	 	 	0	20	10	20	5	 	 	 	 	 	 	 	 
VN060115	3	1	32	1	1	12	0	88	 	 	 	 	 	 	 	 	0	1	6	15	4	 	 	 	 	 	 	 	 
VN060115	4	2	29	1	1	5	0	88	 	 	 	 	 	 	 	 	0	20	11	20	6	 	 	 	 	 	 	 	 
VN060119	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	57	0	15	12	30	2	12	0	2	0	0	9	1	0
VN060119	1	1	39	1	1	9	0	88	 	 	 	 	 	 	 	 	0	1	12	30	6	 	 	 	 	 	 	 	 
VN060119	2	2	34	1	1	8	0	88	 	 	 	 	 	 	 	 	0	1	12	30	5	 	 	 	 	 	 	 	 
VN060119	3	1	16	7	1	88	88	88	1	6	10	1	88	88	2	663	0	19	99	99	99	10	0	2	1	0	8	1	2
VN060127	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	100	0	19	0	99	99	10	0	0	0	0	6	1	7
VN060127	1	2	37	1	1	7	0	88	 	 	 	 	 	 	 	 	0	12	12	27	5	 	 	 	 	 	 	 	 
VN060127	2	1	36	1	1	0	0	88	 	 	 	 	 	 	 	 	0	12	12	30	8	 	 	 	 	 	 	 	 
VN060127	3	1	17	7	1	88	88	88	1	6	9	0	31	15	88	-88	0	12	12	27	8	8	0	1	0	8	0	0	7
VN070001	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	19	88	88	88	10	0	0	0	0	10	1	3
VN070001	1	1	49	1	1	12	0	88	 	 	 	 	 	 	 	 	0	10	12	20	6	 	 	 	 	 	 	 	 
VN070001	2	2	39	1	1	8	0	88	 	 	 	 	 	 	 	 	0	15	12	25	4	 	 	 	 	 	 	 	 
VN070001	3	1	20	7	2	12	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070001	4	1	17	7	1	88	88	88	1	6	11	1	88	88	2	0	0	19	88	88	88	10	0	0	0	0	10	2	2
VN070001	5	2	6	7	1	88	88	88	1	6	0	1	88	88	2	0	0	19	88	88	88	10	0	0	0	0	10	1	3
VN070002	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	19	88	88	88	10	0	0	0	0	5	2	7
VN070002	1	1	65	6	1	9	0	88	 	 	 	 	 	 	 	 	0	10	12	28	7	 	 	 	 	 	 	 	 
VN070002	2	2	64	6	1	5	0	88	 	 	 	 	 	 	 	 	0	15	12	25	3	 	 	 	 	 	 	 	 
VN070002	3	2	41	1	1	0	0	88	 	 	 	 	 	 	 	 	0	13	12	28	8	 	 	 	 	 	 	 	 
VN070002	4	1	37	1	1	9	0	88	 	 	 	 	 	 	 	 	0	13	12	28	8	 	 	 	 	 	 	 	 
VN070002	5	2	35	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070002	6	1	39	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070002	15	2	9	14	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070003	0	1	8	0	1	88	88	88	1	6	2	1	88	88	3	1200	0	19	0	99	99	10	0	0	0	0	5	2	7
VN070003	1	2	65	6	1	9	0	88	 	 	 	 	 	 	 	 	0	10	5	28	4	 	 	 	 	 	 	 	 
VN070003	2	1	48	1	3	99	88	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070003	3	2	40	1	1	7	0	88	 	 	 	 	 	 	 	 	0	10	6	28	5	 	 	 	 	 	 	 	 
VN070003	15	1	9	7	1	88	88	88	1	6	3	1	88	88	3	1200	0	19	99	99	99	10	0	0	0	0	5	2	7
VN070004	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	15	12	20	1	11	0	1	0	0	5	1	6
VN070004	1	1	43	1	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070004	2	2	35	1	1	5	0	88	 	 	 	 	 	 	 	 	0	12	12	20	6	 	 	 	 	 	 	 	 
VN070005	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	19	0	99	99	10	0	0	0	0	4	2	8
VN070005	1	2	59	6	1	3	0	88	 	 	 	 	 	 	 	 	0	10	12	20	6	 	 	 	 	 	 	 	 
VN070005	2	1	34	1	1	6	0	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN070005	3	2	28	1	1	6	0	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN070005	4	2	19	13	2	12	0	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN070006	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	1800	0	19	88	88	88	10	0	0	0	0	5	3	6
VN070006	1	1	61	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070006	2	2	58	6	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070006	3	1	29	1	1	11	0	88	 	 	 	 	 	 	 	 	0	10	12	27	4	 	 	 	 	 	 	 	 
VN070006	4	1	27	13	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070006	5	2	27	1	1	6	0	88	 	 	 	 	 	 	 	 	0	10	12	28	4	 	 	 	 	 	 	 	 
VN070007	0	2	8	0	1	88	88	88	1	6	2	1	88	88	3	0	0	19	0	99	99	10	0	0	0	0	4	2	8
VN070007	1	2	65	5	1	3	0	88	 	 	 	 	 	 	 	 	0	10	12	25	6	 	 	 	 	 	 	 	 
VN070007	2	1	68	5	1	5	0	88	 	 	 	 	 	 	 	 	2	10	10	20	3	 	 	 	 	 	 	 	 
VN070007	3	1	51	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	6	15	8	 	 	 	 	 	 	 	 
VN070007	4	2	44	1	1	4	0	88	 	 	 	 	 	 	 	 	0	10	12	28	5	 	 	 	 	 	 	 	 
VN070007	5	1	32	13	1	5	0	88	 	 	 	 	 	 	 	 	0	13	12	28	8	 	 	 	 	 	 	 	 
VN070007	6	1	31	13	1	0	0	88	 	 	 	 	 	 	 	 	0	12	5	15	5	 	 	 	 	 	 	 	 
VN070007	7	2	26	13	2	12	0	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN070008	0	2	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	19	0	99	99	12	0	0	0	0	4	2	8
VN070008	1	1	63	6	1	9	0	88	 	 	 	 	 	 	 	 	4	19	99	99	99	 	 	 	 	 	 	 	 
VN070008	2	2	62	6	3	99	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070008	3	1	41	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	10	28	8	 	 	 	 	 	 	 	 
VN070008	4	2	41	1	1	3	0	88	 	 	 	 	 	 	 	 	0	15	12	28	5	 	 	 	 	 	 	 	 
VN070008	5	1	19	7	2	9	0	88	 	 	 	 	 	 	 	 	0	16	11	22	8	 	 	 	 	 	 	 	 
VN070009	0	2	8	0	1	88	88	88	1	6	2	1	88	88	3	500	0	15	10	20	2	10	1	1	0	0	5	3	4
VN070009	1	1	60	6	1	12	0	88	 	 	 	 	 	 	 	 	0	4	12	28	4	 	 	 	 	 	 	 	 
VN070009	2	2	56	6	1	77	0	88	 	 	 	 	 	 	 	 	0	4	12	25	3	 	 	 	 	 	 	 	 
VN070009	3	1	34	1	1	8	0	88	 	 	 	 	 	 	 	 	0	9	11	20	8	 	 	 	 	 	 	 	 
VN070009	4	2	31	1	1	6	0	88	 	 	 	 	 	 	 	 	0	10	12	27	10	 	 	 	 	 	 	 	 
VN070009	5	1	3	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070010	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	1600	0	19	0	99	99	10	0	0	0	0	4	4	6
VN070010	1	1	65	6	1	10	0	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070010	2	2	59	6	1	5	0	88	 	 	 	 	 	 	 	 	0	15	11	29	5	 	 	 	 	 	 	 	 
VN070010	3	2	31	1	1	10	0	88	 	 	 	 	 	 	 	 	0	10	11	29	10	 	 	 	 	 	 	 	 
VN070010	4	1	28	1	1	10	0	88	 	 	 	 	 	 	 	 	0	10	12	29	10	 	 	 	 	 	 	 	 
VN070011	0	1	7	0	1	88	88	88	1	6	0	1	88	88	3	0	0	19	0	99	99	12	0	0	0	0	5	1	6
VN070011	1	1	73	6	1	0	0	88	 	 	 	 	 	 	 	 	4	19	99	99	99	 	 	 	 	 	 	 	 
VN070011	2	2	72	6	1	0	0	88	 	 	 	 	 	 	 	 	4	19	99	99	99	 	 	 	 	 	 	 	 
VN070011	3	1	32	13	4	0	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070011	4	2	27	13	4	0	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070011	5	1	29	1	1	0	0	88	 	 	 	 	 	 	 	 	0	10	12	28	7	 	 	 	 	 	 	 	 
VN070011	6	2	27	1	1	0	0	88	 	 	 	 	 	 	 	 	0	15	12	20	5	 	 	 	 	 	 	 	 
VN070011	7	1	24	14	4	99	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070011	8	2	23	14	4	99	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070011	9	2	3	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070011	10	2	96	18	4	0	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070012	0	2	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	15	10	15	1	9	0	1	0	0	5	2	7
VN070012	1	1	30	1	1	0	0	88	 	 	 	 	 	 	 	 	0	13	12	20	10	 	 	 	 	 	 	 	 
VN070012	2	2	32	1	1	2	0	88	 	 	 	 	 	 	 	 	0	15	12	25	4	 	 	 	 	 	 	 	 
VN070012	3	1	9	7	1	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070012	15	 	 	 	 	 	 	 	1	6	3	1	88	88	3	0	0	15	10	15	1	9	0	1	0	0	5	2	7
VN070013	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	15	11	20	1	10	0	1	0	0	5	2	6
VN070013	1	2	59	5	1	0	0	88	 	 	 	 	 	 	 	 	0	5	8	22	6	 	 	 	 	 	 	 	 
VN070013	2	1	33	1	1	4	0	88	 	 	 	 	 	 	 	 	0	12	9	25	8	 	 	 	 	 	 	 	 
VN070013	3	2	31	1	1	0	0	88	 	 	 	 	 	 	 	 	0	5	10	28	8	 	 	 	 	 	 	 	 
VN070013	15	1	11	7	1	88	88	88	1	6	5	1	88	88	2	45	0	5	10	25	2	10	0	1	0	2	5	2	4
VN070015	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	19	0	99	99	12	0	0	0	0	5	2	5
VN070015	1	1	48	1	2	6	0	88	 	 	 	 	 	 	 	 	0	20	10	25	8	 	 	 	 	 	 	 	 
VN070015	2	2	45	1	1	4	0	88	 	 	 	 	 	 	 	 	0	13	11	26	8	 	 	 	 	 	 	 	 
VN070015	15	1	11	7	1	88	88	88	1	6	5	1	88	88	2	45	 	 	 	 	 	10	0	0	0	0	5	3	6
VN070015	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070016	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	15	10	20	1	10	0	1	0	0	7	1	5
VN070016	1	1	45	1	4	99	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070016	2	2	42	1	1	3	0	88	 	 	 	 	 	 	 	 	0	9	10	28	6	 	 	 	 	 	 	 	 
VN070017	0	1	8	0	1	88	88	88	1	7	1	1	88	88	3	1200	0	15	7	10	1	10	0	1	0	0	5	3	6
VN070017	1	1	51	6	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070017	2	2	53	6	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070017	3	1	30	1	1	6	0	88	 	 	 	 	 	 	 	 	0	13	11	26	8	 	 	 	 	 	 	 	 
VN070017	4	2	26	1	1	6	0	88	 	 	 	 	 	 	 	 	0	4	11	27	6	 	 	 	 	 	 	 	 
VN070017	5	1	28	13	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070017	6	2	25	13	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070017	7	2	3	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070018	0	2	8	0	1	88	88	88	1	6	2	1	88	88	2	0	0	15	11	15	1	10	0	1	0	0	5	2	6
VN070018	1	2	72	6	1	2	0	88	 	 	 	 	 	 	 	 	0	15	12	25	3	 	 	 	 	 	 	 	 
VN070018	2	1	39	1	1	6	0	88	 	 	 	 	 	 	 	 	4	19	88	88	88	 	 	 	 	 	 	 	 
VN070018	3	2	34	1	1	8	0	88	 	 	 	 	 	 	 	 	0	10	12	28	12	 	 	 	 	 	 	 	 
VN070019	0	1	8	0	1	88	88	88	1	6	1	1	88	88	2	500	0	20	10	22	1	9	0	0	1	0	5	3	6
VN070019	1	1	49	1	1	11	0	88	 	 	 	 	 	 	 	 	0	10	12	26	9	 	 	 	 	 	 	 	 
VN070019	2	2	37	1	1	12	0	88	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN070019	3	1	13	7	1	88	88	88	1	6	7	1	88	88	2	45	0	20	11	26	2	9	0	1	2	0	5	3	4
VN070021	0	1	7	0	1	88	88	88	1	6	1	1	88	88	2	0	0	19	0	99	99	10	0	0	0	0	5	2	7
VN070021	1	2	36	1	1	16	0	88	 	 	 	 	 	 	 	 	0	10	12	28	8	 	 	 	 	 	 	 	 
VN070021	2	1	34	1	1	4	0	88	 	 	 	 	 	 	 	 	0	10	12	28	8	 	 	 	 	 	 	 	 
VN070021	3	1	15	7	1	88	88	88	1	6	9	1	88	88	2	1870	0	19	99	99	99	9	0	0	0	0	5	3	7
VN070021	15	1	9	7	1	88	88	88	1	6	2	1	88	88	2	0	0	20	8	20	2	10	0	0	2	0	5	2	5
VN070022	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	2400	0	19	0	99	99	11	0	0	0	0	5	2	6
VN070022	1	1	53	5	1	5	0	88	 	 	 	 	 	 	 	 	0	11	10	20	8	 	 	 	 	 	 	 	 
VN070022	2	2	50	5	1	4	0	88	 	 	 	 	 	 	 	 	0	10	12	30	7	 	 	 	 	 	 	 	 
VN070022	3	2	26	1	1	2	0	88	 	 	 	 	 	 	 	 	0	15	12	28	5	 	 	 	 	 	 	 	 
VN070022	4	1	23	13	1	4	0	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN070022	5	2	21	13	1	4	0	88	 	 	 	 	 	 	 	 	0	14	99	99	99	 	 	 	 	 	 	 	 
VN070022	6	2	19	13	1	4	0	88	 	 	 	 	 	 	 	 	0	14	99	99	99	 	 	 	 	 	 	 	 
VN070022	7	2	17	13	1	88	88	88	1	6	10	1	88	88	2	65	0	19	99	99	99	10	0	0	0	0	6	3	5
VN070022	8	1	28	1	1	10	0	88	 	 	 	 	 	 	 	 	0	11	10	20	8	 	 	 	 	 	 	 	 
VN070022	9	1	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070022	10	1	30	13	1	7	99	88	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 
VN070022	11	2	4	14	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070022	12	2	2	14	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070022	13	2	1	14	1	88	88	88	 	 	 	 	 	 	 	 	0	19	99	99	99	 	 	 	 	 	 	 	 
VN070022	14	1	85	17	1	77	99	88	 	 	 	 	 	 	 	 	4	19	99	99	99	 	 	 	 	 	 	 	 
VN070023	0	2	8	0	1	88	88	88	1	6	6	1	88	88	2	0	0	19	0	99	99	12	0	0	0	0	5	1	6
VN070023	1	1	35	1	1	7	0	88	 	 	 	 	 	 	 	 	0	9	11	28	7	 	 	 	 	 	 	 	 
VN070023	2	2	36	1	1	7	0	88	 	 	 	 	 	 	 	 	0	10	11	28	6	 	 	 	 	 	 	 	 
VN070023	3	2	14	7	1	88	88	88	1	6	8	1	88	88	2	1545	0	15	9	15	2	10	0	2	0	0	5	2	5
VN070024	0	1	8	0	1	88	88	88	1	6	2	1	88	88	2	600	0	19	0	99	99	10	0	0	0	0	4	3	7
VN070024	1	2	64	5	1	3	0	88	 	 	 	 	 	 	 	 	0	15	12	28	4	 	 	 	 	 	 	 	 
VN070024	2	2	45	1	2	5	0	88	 	 	 	 	 	 	 	 	0	13	11	26	8	 	 	 	 	 	 	 	 
VN070024	3	1	41	1	2	3	0	88	 	 	 	 	 	 	 	 	0	13	11	26	8	 	 	 	 	 	 	 	 
VN070024	4	1	24	7	3	10	88	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070024	5	2	21	7	2	14	0	88	 	 	 	 	 	 	 	 	0	19	0	99	99	 	 	 	 	 	 	 	 
VN070025	0	2	7	0	1	88	88	88	1	6	1	1	88	88	3	0	0	19	0	99	99	11	0	0	0	0	5	2	5
VN070025	1	1	79	5	3	99	88	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070025	2	2	76	5	1	2	0	88	 	 	 	 	 	 	 	 	4	19	99	99	99	 	 	 	 	 	 	 	 
VN070025	3	1	40	1	1	9	0	88	 	 	 	 	 	 	 	 	0	12	10	20	8	 	 	 	 	 	 	 	 
VN070025	4	2	37	1	1	9	0	88	 	 	 	 	 	 	 	 	0	15	11	28	4	 	 	 	 	 	 	 	 
VN070025	5	1	42	13	1	3	0	88	 	 	 	 	 	 	 	 	0	12	10	20	8	 	 	 	 	 	 	 	 
VN070025	6	2	16	14	2	88	88	88	 	 	 	 	 	 	 	 	0	13	8	25	8	 	 	 	 	 	 	 	 
VN070025	7	2	15	7	1	88	88	88	1	6	9	1	88	88	2	1056	0	15	9	15	1	8	0	1	0	0	5	3	6
VN070026	0	1	8	0	1	88	88	88	1	7	1	1	88	88	2	0	0	19	0	99	99	10	0	0	0	0	5	1	8
VN070026	1	2	57	5	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070026	2	1	41	1	1	5	0	88	 	 	 	 	 	 	 	 	0	1	11	25	8	 	 	 	 	 	 	 	 
VN070026	3	2	32	1	1	8	0	88	 	 	 	 	 	 	 	 	0	15	12	26	5	 	 	 	 	 	 	 	 
VN070026	4	2	26	13	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070026	5	1	24	13	4	77	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070027	0	2	7	0	1	88	88	88	1	6	1	1	88	88	3	200	0	19	88	88	88	11	0	0	0	0	5	3	5
VN070027	1	1	50	5	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN070027	2	2	48	5	4	99	99	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
