childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	nmeslpr3	chcarer3	hhchrer3	nmehhcr3	npywrkr3	nmenpyr3	paywrkr3	nmepayr3	schoolr3	studyr3	playr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN160003	1	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160003	2	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	24	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160003	3	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	13	11	23	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160003	4	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160003	5	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160003	28	2	11	7	1	1	7	4	4	1	 	 	 	3	0	0	17	10	24	8	10	 	0	2	 	0	 	0	 	8	2	2	 	 	 	 	 	 
IN160003	29	2	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160004	0	1	8	0	1	1	6	2	2	1	 	 	 	2	0	0	17	10	24	6	8	1	1	1	1	0	 	0	 	8	1	5	 	 	 	 	 	 
IN160004	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160004	2	2	77	6	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	8	 	 	 	 	 	 	 	 	 	 	 	 	15	 	 	10	 	 
IN160004	3	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	11	10	26	10	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	8	 	 
IN160004	4	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	11	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	10	 	 
IN160004	28	2	11	7	1	1	5	5	4	1	 	 	 	2	0	0	17	10	24	6	8	 	1	2	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160004	29	2	5	7	1	0	 	 	 	 	 	 	 	 	 	0	17	 	 	 	12	 	0	0	 	0	 	0	 	0	0	12	 	 	 	 	 	 
IN160005	0	1	8	0	1	1	7	4	0	1	 	 	 	2	2500	0	17	10	25	8	10	1	0	0	 	0	 	0	 	8	0	6	 	 	 	 	 	 
IN160005	1	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160005	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160005	28	2	11	7	1	1	6	3	4	1	 	 	 	1	0	0	17	10	26	8	9	 	1	2	 	0	 	0	 	9	1	2	 	 	 	 	 	 
IN160006	0	2	8	0	1	1	8	0	0	1	 	 	 	2	1200	0	17	10	24	9	9	1	1	1	1	0	 	0	 	9	1	3	 	 	 	 	 	 
IN160006	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160006	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160006	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160006	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	20	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160006	5	2	5	7	1	1	5	0	0	1	 	 	 	1	750	0	17	10	24	9	9	 	0	0	 	0	 	0	 	9	1	5	 	 	 	 	 	 
IN160006	6	2	 	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160007	0	2	8	0	1	1	6	8	1	1	 	 	 	3	1800	0	17	10	24	8	10	1	0	1	0	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160007	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160007	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160007	3	1	30	1	1	 	 	 	 	 	 	 	 	 	 	0	10	11	18	9	 	 	 	 	 	 	 	 	 	 	 	 	0	10	88	0	10	88
IN160007	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	20	9	 	 	 	 	 	 	 	 	 	 	 	 	3	 	0	11	 	410
IN160007	5	1	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160007	6	1	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160007	7	1	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160007	8	1	11	7	1	1	6	0	4	1	 	 	 	2	0	0	17	10	23	8	10	 	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN160007	9	1	7	7	1	1	7	2	0	1	 	 	 	2	1500	0	17	10	22	8	8	 	1	2	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160008	0	2	7	0	1	1	5	7	2	1	 	 	 	2	10	0	17	10	23	8	10	0	1	0	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160008	1	1	34	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	10	 	 	 	 	 	 	 	 	 	 	 	 	25	 	1540	22	 	1540
IN160008	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	20	8	 	 	 	 	 	 	 	 	 	 	 	 	30	 	1820	26	 	1820
IN160008	3	2	6	7	1	1	6	0	1	1	 	 	 	4	0	0	17	10	20	8	11	 	0	0	 	0	 	0	 	8	1	4	 	 	 	 	 	 
IN160009	0	1	8	0	1	1	4	5	1	1	 	 	 	3	1200	0	17	10	25	8	9	0	0	0	 	0	 	0	 	8	1	6	 	 	 	 	 	 
IN160009	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160009	2	2	27	1	1	 	 	 	 	 	 	 	 	 	 	2	1	6	28	10	 	 	 	 	 	 	 	 	 	 	 	 	7	 	210	0	3	88
IN160009	3	2	13	7	1	1	5	0	8	1	 	 	 	1	0	0	17	10	25	8	7	 	0	0	 	0	 	0	 	9	2	6	 	 	 	 	 	 
IN160009	4	1	18	13	1	 	 	 	 	 	 	 	 	 	 	0	12	12	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160010	0	1	8	0	1	1	7	8	1	1	 	 	 	1	0	0	17	10	23	7	10	1	0	0	 	0	 	0	 	9	1	4	 	 	 	 	 	 
IN160010	1	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	11	12	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160010	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160010	3	1	12	7	1	1	6	6	6	1	 	 	 	1	0	0	17	10	24	8	9	 	0	1	 	0	 	0	 	9	1	4	 	 	 	 	 	 
IN160011	0	2	8	0	1	1	4	0	3	1	 	 	 	4	0	0	17	10	24	8	10	0	1	1	0	0	 	0	 	7	3	2	 	 	 	 	 	 
IN160011	1	1	31	1	1	 	 	 	 	 	 	 	 	 	 	1	4	11	24	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	3	 	252
IN160011	2	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	6	 	483
IN160011	3	2	3	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160012	0	2	8	0	1	1	7	7	1	1	 	 	 	4	800	0	17	10	23	8	9	0	1	0	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN160012	1	1	27	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160012	2	2	24	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	25	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160012	3	2	7	7	1	1	6	8	0	1	 	 	 	3	500	0	17	10	22	8	10	 	1	0	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160012	4	1	6	7	1	0	 	 	 	 	 	 	 	 	 	0	17	10	20	8	10	 	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN160013	0	2	8	0	1	1	7	8	1	1	 	 	 	2	0	0	17	10	24	6	10	1	0	2	1	0	 	0	 	8	1	3	 	 	 	 	 	 
IN160013	1	1	40	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160013	2	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160013	3	2	13	7	1	1	6	3	5	1	 	 	 	2	0	0	17	10	24	6	9	 	1	1	 	0	 	0	 	8	1	4	 	 	 	 	 	 
IN160013	4	1	9	7	1	1	5	6	3	1	 	 	 	2	0	0	17	10	24	6	10	 	1	1	 	0	 	0	 	8	1	3	 	 	 	 	 	 
IN160014	0	2	8	0	1	1	6	3	0	1	 	 	 	3	800	0	17	10	25	8	9	1	0	1	1	0	 	0	 	8	0	6	 	 	 	 	 	 
IN160014	1	1	34	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	26	10	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	0	1	88
IN160014	2	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	20	8	 	 	 	 	 	 	 	 	 	 	 	 	0	6	88	0	6	88
IN160015	0	2	8	0	1	1	6	5	2	1	 	 	 	2	0	0	17	10	24	8	10	0	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN160015	1	1	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160015	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	1	11	20	8	 	 	 	 	 	 	 	 	 	 	 	 	11	 	880	14	 	1078
IN160015	3	1	11	7	1	1	6	3	6	1	 	 	 	2	0	0	17	10	24	8	9	 	0	1	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN160015	4	2	50	5	1	 	 	 	 	 	 	 	 	 	 	0	5	10	21	8	 	 	 	 	 	 	 	 	 	 	 	 	11	 	880	14	 	1078
IN160015	5	1	55	5	1	 	 	 	 	 	 	 	 	 	 	0	5	10	22	8	 	 	 	 	 	 	 	 	 	 	 	 	11	 	880	14	 	1078
IN160015	6	2	75	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	 	880	14	 	1078
IN160016	0	2	8	0	1	1	5	3	5	1	 	 	 	2	0	0	17	10	24	8	9	0	2	1	1	0	 	0	 	8	1	3	 	 	 	 	 	 
IN160016	1	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160016	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	8	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	10	 	600
IN160016	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	18	8	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	7	 	300
IN160016	4	1	14	7	1	1	5	0	7	1	 	 	 	1	0	0	17	10	25	8	9	 	2	1	 	0	 	0	 	8	2	2	 	 	 	 	 	 
IN160016	5	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160017	0	1	8	0	1	1	7	1	1	1	 	 	 	3	0	0	17	10	24	8	10	1	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN160017	1	1	27	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	18	8	 	 	 	 	 	 	 	 	 	 	 	 	20	 	1540	57	 	4845
IN160017	2	2	24	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	19	8	 	 	 	 	 	 	 	 	 	 	 	 	20	 	1540	56	 	4760
IN160017	3	2	3	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160018	0	1	8	0	1	1	8	0	0	1	 	 	 	2	6000	0	17	10	23	8	10	0	1	1	1	0	 	0	 	8	2	2	 	 	 	 	 	 
IN160018	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160018	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160018	3	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	7	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	0	14	88
IN160018	4	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	0	14	88
IN160018	5	1	 	13	3	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160018	6	2	4	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160019	0	1	8	0	1	1	5	0	3	1	 	 	 	2	0	0	17	10	23	8	10	0	0	1	1	0	 	0	 	8	1	4	 	 	 	 	 	 
IN160019	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	300	6	 	400
IN160019	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	200	8	 	326
IN160019	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	7	6	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160019	4	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	8	12	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160019	5	2	13	7	1	1	5	2	5	1	 	 	 	3	0	0	17	10	24	9	9	 	2	2	 	0	 	0	 	8	2	1	 	 	 	 	 	 
IN160019	6	2	10	7	1	1	5	0	4	1	 	 	 	2	0	0	17	10	23	8	9	 	2	1	 	0	 	0	 	8	2	2	 	 	 	 	 	 
IN160020	0	2	8	0	1	1	7	4	1	1	 	 	 	2	0	0	17	10	24	8	10	1	1	0	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160020	1	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	1	11	20	8	 	 	 	 	 	 	 	 	 	 	 	 	14	 	882	26	 	1690
IN160020	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	18	8	 	 	 	 	 	 	 	 	 	 	 	 	14	 	882	26	 	1690
IN160020	3	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	0	2	8	0	1	1	5	6	2	1	 	 	 	2	0	0	17	10	22	6	10	1	1	2	1	0	 	0	 	6	1	4	 	 	 	 	 	 
IN160021	1	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	2	1	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	3	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	4	2	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	5	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	28	8	 	 	 	 	 	 	 	 	 	 	 	 	7	 	700	7	 	 
IN160021	6	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	15	5	 	 	 	 	 	 	 	 	 	 	 	 	7	 	700	7	 	 
IN160021	7	1	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	8	1	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	9	1	 	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	10	1	 	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160021	11	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160022	0	1	7	0	1	0	 	 	 	 	 	 	 	 	 	0	17	10	24	8	10	0	1	1	1	0	 	0	 	8	1	3	 	 	 	 	 	 
IN160022	1	1	30	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	9	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	0	10	88
IN160022	2	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160022	3	1	6	7	1	0	 	 	 	 	 	 	 	 	 	0	17	10	20	8	10	 	1	0	 	0	 	0	 	8	1	4	 	 	 	 	 	 
IN160022	4	2	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160022	5	1	0	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160023	0	2	8	0	1	1	7	0	1	1	 	 	 	2	0	0	17	10	24	8	10	1	0	1	1	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160023	1	1	29	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	10	 	 	 	 	 	 	 	 	 	 	 	 	0	10	88	0	10	88
IN160023	2	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	7	6	15	8	 	 	 	 	 	 	 	 	 	 	 	 	9	 	196	5	 	312
IN160024	0	1	8	0	1	0	 	 	 	 	 	 	 	 	 	0	17	10	24	7	9	1	1	2	0	0	 	0	 	7	2	3	 	 	 	 	 	 
IN160024	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160024	2	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	0	20	 	 
IN160024	3	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	88	20	 	 
IN160024	4	1	6	7	1	0	 	 	 	 	 	 	 	 	 	0	17	10	24	7	10	 	0	0	 	0	 	0	 	7	2	5	 	 	 	 	 	 
IN160024	5	2	10	7	1	1	5	4	5	1	 	 	 	2	0	0	17	10	24	7	9	 	1	3	 	1	 	0	 	7	1	2	 	 	 	 	 	 
IN160025	0	1	8	0	1	1	8	7	0	1	 	 	 	2	2000	0	17	10	23	8	10	1	0	0	 	0	 	0	 	2	8	4	 	 	 	 	 	 
IN160025	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160025	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160025	3	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	13	10	30	8	 	 	 	 	 	 	 	 	 	 	 	 	15	 	2000	0	2	 
IN160025	4	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	13	10	30	10	 	 	 	 	 	 	 	 	 	 	 	 	15	 	2000	0	2	 
IN160025	5	1	9	7	1	1	6	0	3	1	 	 	 	2	0	0	17	10	24	8	9	 	1	0	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN160026	0	2	8	0	1	1	5	10	2	1	 	 	 	3	0	0	17	10	24	7	10	1	2	1	1	0	 	0	 	7	1	3	 	 	 	 	 	 
IN160026	1	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	4	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	88	0	10	88
IN160026	2	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	5	11	15	7	 	 	 	 	 	 	 	 	 	 	 	 	18	 	860	10	 	800
IN160026	3	2	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160026	4	1	12	7	1	1	6	4	4	1	 	 	 	4	2500	0	17	10	24	7	9	 	2	1	 	0	 	0	 	8	2	2	 	 	 	 	 	 
IN160027	0	2	8	0	1	1	6	0	0	1	 	 	 	3	2000	0	17	10	24	8	9	1	1	0	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN160027	1	1	63	6	1	 	 	 	 	 	 	 	 	 	 	0	1	11	27	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160027	2	2	60	6	1	 	 	 	 	 	 	 	 	 	 	0	1	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160027	3	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	4	 	0	5	 	0
IN160027	4	1	28	13	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160027	5	2	34	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	15	 	195	20	 	400
IN160027	6	1	23	13	1	 	 	 	 	 	 	 	 	 	 	0	1	9	22	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160027	7	2	14	7	1	1	6	0	7	1	 	 	 	4	2500	0	17	10	24	8	8	 	0	2	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN160027	8	2	11	7	1	1	5	7	6	1	 	 	 	3	30	0	17	10	22	8	8	 	0	2	 	1	 	0	 	8	2	3	 	 	 	 	 	 
IN160027	9	1	9	7	1	1	5	0	2	1	 	 	 	4	15000	0	17	10	23	8	9	 	1	0	 	0	 	0	 	8	3	3	 	 	 	 	 	 
IN160028	0	2	8	0	1	1	5	6	0	1	 	 	 	4	2500	0	17	10	23	8	11	1	0	0	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160028	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160028	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160028	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	1	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	0	1	88	0	1	88
IN160028	4	1	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160028	5	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	28	6	 	 	 	 	 	 	 	 	 	 	 	 	12	 	170	8	 	350
IN160028	6	1	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160028	7	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160028	8	2	7	7	1	1	5	6	0	1	 	 	 	4	1500	0	17	10	22	8	10	 	1	0	 	0	 	0	 	8	1	4	 	 	 	 	 	 
IN160028	9	1	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	11	 	0	0	 	0	 	0	 	8	1	4	 	 	 	 	 	 
IN160029	0	1	8	0	1	1	5	7	0	1	 	 	 	3	2500	0	17	10	24	8	9	1	0	0	 	0	 	0	 	8	1	6	 	 	 	 	 	 
IN160029	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160029	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	4	 	236	0	9	88
IN160029	3	2	10	7	1	1	5	6	1	1	 	 	 	2	1500	0	17	10	24	8	9	 	0	0	 	0	 	0	 	8	1	6	6	 	236	5	 	160
IN160030	0	1	8	0	1	1	6	7	1	1	 	 	 	2	0	0	17	10	25	9	10	0	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN160030	1	1	 	1	4	 	 	 	 	 	 	 	 	 	 	0	7	6	25	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN160030	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	6	 	 	 	 	 	 	 	 	 	 	 	 	0	10	88	15	 	415
IN160030	3	1	15	7	1	1	5	6	6	1	 	 	 	3	0	0	17	10	18	8	8	 	2	2	 	0	 	0	 	8	1	3	 	 	 	 	 	 
IN160030	4	2	13	7	1	1	5	0	2	0	21	8	2	 	0	0	5	6	22	4	9	 	1	3	 	2	 	6	 	0	0	3	 	 	 	 	 	 
IN160030	5	1	10	7	1	1	6	3	3	1	 	 	 	2	0	0	17	10	23	8	10	 	0	1	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN160031	0	1	8	0	1	1	7	0	1	1	 	 	 	3	1200	0	17	10	22	7	10	1	1	1	0	0	 	0	 	8	0	4	 	 	 	 	 	 
