childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	nmeslpr3	chcarer3	hhchrer3	nmehhcr3	npywrkr3	nmenpyr3	paywrkr3	nmepayr3	schoolr3	studyr3	playr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN040094	3	2	24	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	7	 	 	 	 	 	 	 	 	 	 	 	 	10	 	950	13	 	1300
IN040094	4	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040094	5	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040094	6	2	7	7	1	1	5	3	0	1	 	 	 	3	0	0	17	10	22	6	11	 	0	0	 	0	 	0	 	6	0	7	 	 	 	 	 	 
IN040095	0	1	8	0	1	1	5	6	3	1	 	 	 	3	0	0	10	10	24	8	10	1	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN040095	1	1	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040095	2	2	65	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040095	3	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	9	18	9	 	 	 	 	 	 	 	 	 	 	 	 	17	 	1970	0	10	 
IN040095	4	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	30	8	 	 	 	 	 	 	 	 	 	 	 	 	11	 	907	0	10	 
IN040095	5	2	12	7	1	1	5	6	6	1	 	 	 	2	0	0	17	10	24	8	8	 	1	2	 	0	 	0	 	8	2	3	 	 	 	 	 	 
IN040095	6	2	6	7	1	1	5	6	1	1	 	 	 	3	0	0	17	10	24	8	10	 	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN040096	0	2	8	0	1	1	7	6	1	1	 	 	 	2	500	0	17	10	24	8	8	1	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN040096	1	2	72	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040096	2	1	40	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040096	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040096	4	2	13	7	1	1	7	6	6	1	 	 	 	2	800	0	17	10	24	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN040096	5	1	11	7	1	1	7	6	2	1	 	 	 	2	800	0	17	10	24	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN040097	0	1	8	0	1	1	7	0	1	1	 	 	 	2	100	0	17	11	25	8	10	1	0	0	 	0	 	0	 	9	0	5	 	 	 	 	 	 
IN040097	1	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	5	4	20	7	 	 	 	 	 	 	 	 	 	 	 	 	2	 	183	5	 	445
IN040097	2	1	28	1	1	 	 	 	 	 	 	 	 	 	 	0	13	11	30	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040097	3	2	26	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	2	 	183	5	 	445
IN040097	4	1	5	7	1	 	 	 	 	 	 	 	 	 	 	0	17	11	25	8	10	 	0	0	 	0	 	0	 	9	0	5	 	 	 	 	 	 
IN040098	0	2	8	0	1	1	5	0	3	1	 	 	 	3	0	0	17	10	24	7	9	1	1	1	1	0	 	0	 	7	1	5	 	 	 	 	 	 
IN040098	1	2	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040098	2	2	52	13	1	 	 	 	 	 	 	 	 	 	 	0	4	10	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040098	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	7	 	 	 	 	 	 	 	 	 	 	 	 	10	 	840	15	 	1245
IN040098	4	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	10	 	780	15	 	1218
IN040098	5	2	20	7	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	6	 	 	 	 	 	 	 	 	 	 	 	 	10	 	860	12	 	978
IN040099	0	2	7	0	1	1	5	0	1	1	 	 	 	4	0	0	17	10	24	5	11	1	0	0	 	0	 	0	 	7	0	6	 	 	 	 	 	 
IN040099	1	1	31	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	10	6	 	 	 	 	 	 	 	 	 	 	 	 	16	 	1520	18	 	1440
IN040099	2	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	12	3	15	7	 	 	 	 	 	 	 	 	 	 	 	 	16	 	1520	17	 	1360
IN040099	3	2	13	7	1	0	 	 	 	 	 	 	 	 	 	0	15	6	20	4	10	 	3	4	 	0	 	0	 	0	0	7	 	 	 	 	 	 
IN040099	4	2	12	7	1	1	7	2	3	1	 	 	 	4	0	0	17	10	24	6	9	 	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN040099	5	2	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040100	0	1	8	0	1	1	5	1	2	1	 	 	 	4	0	0	17	10	23	6	10	1	0	0	 	0	 	0	 	6	0	8	 	 	 	 	 	 
IN040100	1	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040100	2	2	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040100	3	1	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040100	4	1	29	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	13	 	1300	8	 	720
IN040100	5	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	12	3	10	7	 	 	 	 	 	 	 	 	 	 	 	 	13	 	1300	8	 	720
IN040100	6	2	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040100	7	1	 	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN040100	8	1	5	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	11	 	0	0	 	0	 	0	 	0	0	13	 	 	 	 	 	 
IN040100	9	2	0	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050001	0	2	8	0	1	1	5	3	2	1	 	 	 	2	0	0	17	10	24	8	8	1	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050001	1	2	72	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050001	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050001	3	1	42	13	1	 	 	 	 	 	 	 	 	 	 	0	11	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050001	4	2	41	1	1	 	 	 	 	 	 	 	 	 	 	0	15	10	30	5	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050001	5	1	37	13	1	 	 	 	 	 	 	 	 	 	 	0	1	4	30	8	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050001	6	2	32	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050001	7	2	28	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050001	8	2	6	7	1	1	5	11	0	1	 	 	 	3	0	0	17	10	24	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050001	9	1	7	14	1	1	5	9	1	1	 	 	 	2	0	0	17	10	24	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050001	10	2	5	14	1	 	 	 	 	 	 	 	 	 	 	0	17	12	26	5	9	 	0	0	 	0	 	0	 	6	0	9	 	 	 	 	 	 
IN050001	11	2	2	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050002	0	2	8	0	1	1	5	8	2	1	 	 	 	2	0	0	17	10	25	8	9	1	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050002	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050002	2	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050002	3	2	11	7	1	1	5	0	7	1	 	 	 	2	0	0	17	10	25	8	9	 	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050002	4	2	65	6	1	 	 	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050003	0	2	8	0	1	1	5	4	2	1	 	 	 	4	0	0	17	10	24	8	9	1	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050003	1	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	19	10	20	10	 	 	 	 	 	 	 	 	 	 	 	 	0	7	 	0	7	 
IN050003	2	2	39	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	20	8	 	 	 	 	 	 	 	 	 	 	 	 	5	 	400	0	7	 
IN050004	0	1	7	0	1	1	 	 	1	1	 	 	 	4	3100	0	17	10	25	8	8	1	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050004	1	1	73	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	2	2	58	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	3	1	45	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	4	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	28	7	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050004	5	2	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	6	1	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	7	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	8	2	18	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	9	2	14	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050004	10	1	7	7	1	1	 	 	0	1	 	 	 	4	2500	0	17	10	25	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050005	0	2	8	0	1	1	5	0	2	1	 	 	 	2	0	0	17	10	26	7	10	1	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN050005	1	1	55	5	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	2	2	52	5	1	 	 	 	 	 	 	 	 	 	 	0	4	10	20	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	3	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	4	1	27	13	1	 	 	 	 	 	 	 	 	 	 	0	15	7	25	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	5	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	6	2	24	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	7	1	22	13	1	 	 	 	 	 	 	 	 	 	 	0	17	10	26	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	8	1	5	7	1	0	 	 	 	 	 	 	 	 	 	0	15	12	30	2	10	 	0	0	 	0	 	0	 	4	0	10	 	 	 	 	 	 
IN050005	9	2	30	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	10	2	23	13	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	11	2	3	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	12	1	3	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050005	13	1	1	14	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050006	0	1	8	0	1	1	5	8	2	1	 	 	 	3	0	0	17	10	26	7	10	1	0	0	 	0	 	0	 	7	2	5	 	 	 	 	 	 
IN050006	1	1	34	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050006	2	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	25	6	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050006	3	2	10	7	1	1	5	5	4	1	 	 	 	3	0	0	17	10	26	7	9	 	0	0	 	0	 	0	 	7	2	5	0	10	 	0	10	 
IN050007	0	2	8	0	1	1	5	 	2	1	 	 	 	2	0	0	17	10	26	8	8	1	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050007	1	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050007	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	23	8	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN050007	3	1	11	7	1	1	5	 	2	1	 	 	 	3	720	0	17	10	26	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050007	4	2	5	7	1	1	5	 	0	1	 	 	 	3	720	0	17	10	26	8	8	 	0	0	 	0	 	0	 	8	0	8	 	 	 	 	 	 
IN050008	0	2	8	0	1	1	5	8	2	1	 	 	 	1	0	0	17	10	26	8	8	1	0	1	1	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050008	1	1	78	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050008	2	2	75	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050008	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	6	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050008	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	5	4	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050008	5	2	5	7	1	1	5	9	0	1	 	 	 	3	0	0	17	10	24	8	8	 	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050009	0	1	8	0	1	1	7	9	0	1	 	 	 	3	720	0	17	10	26	8	9	1	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050009	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	10	8	20	8	 	 	 	 	 	 	 	 	 	 	 	 	0	3	 	0	3	 
IN050009	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	0	13	 	0	13	 
IN050009	3	2	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050009	4	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050010	0	1	8	0	1	1	6	9	1	1	 	 	 	2	780	0	17	10	26	8	8	1	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN050010	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050010	2	2	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050010	3	1	37	13	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	3	 	50	 	3500
IN050010	4	2	32	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	0	3	 	50	 	3500
IN050010	5	1	27	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	3	 	50	 	3500
IN050010	6	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	0	3	 	50	 	3500
IN050010	7	2	26	13	1	 	 	 	 	 	 	 	 	 	 	1	13	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050010	8	1	13	14	1	1	6	1	7	1	 	 	 	2	3600	0	17	10	26	8	8	 	0	2	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN050010	9	1	3	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050010	10	2	10	14	1	1	5	5	2	1	 	 	 	3	800	0	17	10	26	8	8	 	0	1	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050011	0	2	8	0	1	1	7	6	0	1	 	 	 	4	0	0	17	10	25	8	8	1	0	0	 	0	 	0	 	8	0	8	 	 	 	 	 	 
IN050011	1	1	52	6	1	 	 	 	 	 	 	 	 	 	 	0	5	12	20	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050011	2	2	47	6	1	 	 	 	 	 	 	 	 	 	 	0	15	10	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050011	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050011	4	2	29	2	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050011	5	2	10	7	1	1	6	0	3	1	 	 	 	2	900	0	17	10	25	8	8	 	0	0	 	0	 	0	 	8	1	7	 	 	 	 	 	 
IN050011	6	2	3	8	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	10	 	0	0	 	0	 	0	 	0	0	14	 	 	 	 	 	 
IN050012	0	1	8	0	1	1	5	6	1	1	 	 	 	4	0	0	17	10	25	8	8	1	0	0	 	0	 	0	 	8	1	7	 	 	 	 	 	 
IN050012	1	1	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050012	2	2	52	6	1	 	 	 	 	 	 	 	 	 	 	0	15	9	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050012	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	11	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050012	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050012	5	1	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	25	8	8	 	0	0	 	0	 	0	 	8	0	8	 	 	 	 	 	 
IN050013	0	1	8	0	1	1	8	1	0	1	 	 	 	4	5560	0	17	10	25	8	8	1	0	0	 	0	 	0	 	10	0	6	 	 	 	 	 	 
IN050013	1	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	12	7	15	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050013	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050013	3	2	23	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050013	4	2	13	7	1	1	6	4	6	1	 	 	 	3	0	0	17	10	25	8	7	 	0	0	 	0	 	0	 	8	2	7	 	 	 	 	 	 
IN050014	0	2	7	0	1	1	4	 	0	1	 	 	 	3	750	0	17	10	26	7	10	1	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN050014	1	1	87	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050014	2	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	0	1	 
IN050014	3	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	0	1	 
IN050014	4	2	11	7	1	1	4	 	3	1	 	 	 	3	750	0	17	10	26	7	10	 	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN050015	0	1	8	0	1	1	5	 	1	1	 	 	 	4	0	0	17	10	25	8	8	1	0	0	 	0	 	0	 	8	1	7	 	 	 	 	 	 
IN050015	1	1	40	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050015	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	12	9	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050015	3	1	15	7	1	1	5	 	9	1	 	 	 	2	18000	0	17	10	25	8	7	 	0	0	 	0	 	0	 	8	4	5	 	 	 	 	 	 
IN050016	0	1	8	0	1	1	5	0	2	1	 	 	 	2	0	0	17	10	25	8	10	1	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN050016	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	12	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050016	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050016	3	2	10	7	1	1	5	0	4	1	 	 	 	2	750	0	17	10	25	8	10	 	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN050017	0	1	8	0	1	1	7	6	0	1	 	 	 	2	4300	0	17	10	25	8	9	1	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050017	1	1	72	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050017	2	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050017	3	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050017	4	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050017	5	2	12	7	1	1	5	5	0	1	 	 	 	4	4300	0	17	10	25	8	9	 	0	0	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN050018	0	1	7	0	1	0	 	 	 	 	 	 	 	 	 	0	17	10	25	8	10	1	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN050018	1	1	62	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050018	2	2	53	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050018	3	1	35	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050018	4	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN050018	5	2	12	7	1	1	5	0	5	1	 	 	 	2	0	0	17	10	25	8	10	 	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN050018	6	1	60	5	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	8	 	 	 	 	 	 	 	 	 	 	 	 	4	 	320	0	10	 
IN050018	7	2	48	5	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050018	8	2	20	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	28	8	 	 	 	 	 	 	 	 	 	 	 	 	4	 	320	0	10	 
IN050018	9	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	13	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050018	10	2	20	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN050018	11	1	22	13	1	 	 	 	 	 	 	 	 	 	 	0	12	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
