CHILDID	ID	SLEEPR3	NMESLPR3	CHCARER3	HHCHRER3	NMEHHCR3	NPYWRKR3	NMENPYR3	PAYWRKR3	NMEPAYR3	SCHOOLR3	STUDYR3	PLAYR3
IN070056	0	10	1	0	0	88	0	88	0	88	7	4	3
IN070056	8	10	88	0	0	88	0	88	0	88	7	4	3
IN070057	0	8	1	0	0	88	0	88	0	88	7	1	8
IN070058	0	8	1	1	0	88	0	88	0	88	8	1	6
IN070058	5	8	88	0	0	88	0	88	0	88	8	0	8
IN070059	0	9	1	0	0	88	0	88	0	88	7	2	6
IN070059	3	9	88	0	1	88	0	88	0	88	7	2	5
IN070059	4	9	88	0	0	88	0	88	0	88	7	2	6
IN070060	0	8	1	1	1	1	0	88	0	88	7	1	6
IN070060	5	8	88	0	0	88	0	88	0	88	6	0	10
IN070061	0	9	1	0	0	88	0	88	0	88	7	2	6
IN070061	4	8	88	0	0	88	0	88	0	88	7	2	7
IN070062	0	9	1	0	0	88	0	88	0	88	8	2	5
IN070062	3	9	88	0	2	88	0	88	0	88	9	2	2
IN070062	4	9	88	0	0	88	0	88	0	88	8	2	5
IN070063	0	9	1	0	0	88	0	88	0	88	8	2	5
IN070063	3	9	88	0	0	88	0	88	0	88	9	3	3
IN070064	0	9	1	0	0	88	0	88	0	88	8	2	5
IN070064	5	9	88	0	0	88	0	88	0	88	8	2	5
IN070065	0	8	1	0	0	88	0	88	0	88	7	2	7
IN070065	7	8	88	0	0	88	0	88	0	88	7	2	7
IN070065	8	8	88	0	0	88	0	88	0	88	7	2	7
IN070065	9	8	88	0	0	88	0	88	0	88	7	1	8
IN070066	0	9	1	0	0	88	0	88	0	88	7	4	4
IN070066	11	9	88	0	0	88	0	88	0	88	8	4	3
IN070066	12	9	88	0	0	88	0	88	0	88	7	4	4
IN070066	13	9	88	0	0	88	0	88	0	88	7	4	4
IN070066	14	9	88	0	0	88	0	88	0	88	8	3	4
IN070066	16	9	88	0	0	88	0	88	0	88	7	4	4
IN070067	0	10	1	0	0	88	0	88	0	88	7	2	5
IN070067	3	9	88	0	1	88	0	88	0	88	7	2	5
IN070068	0	11	1	1	1	1	0	88	0	88	7	0	4
IN070069	0	9	1	0	0	88	0	88	0	88	7	1	7
IN070069	5	9	88	0	0	88	0	88	0	88	8	2	5
IN070070	0	10	1	0	0	88	0	88	0	88	7	0	7
IN070070	7	9	88	0	0	88	0	88	0	88	7	0	8
IN070071	0	9	0	0	1	0	0	88	0	88	7	2	5
IN070071	3	9	88	0	2	88	0	88	0	88	7	2	4
IN070072	0	8	1	0	0	88	0	88	0	88	8	2	6
IN070072	7	8	88	0	1	88	0	88	0	88	7	2	6
IN070072	8	8	88	0	0	88	0	88	0	88	8	2	6
IN070072	10	8	88	0	0	88	0	88	0	88	8	1	7
IN070074	0	10	1	0	0	88	0	88	0	88	7	1	6
IN070074	3	9	88	0	0	88	2	88	0	88	8	2	3
IN070075	0	9	1	0	0	88	0	88	0	88	7	0	8
IN070075	28	8	88	0	0	88	0	88	0	88	7	4	5
IN070075	29	9	88	0	0	88	0	88	0	88	7	0	8
IN070075	31	10	88	0	0	88	0	88	0	88	7	0	7
IN070076	0	10	1	0	0	88	0	88	0	88	7	7	0
IN070077	0	9	1	0	1	1	0	88	0	88	8	3	3
IN070077	28	9	88	0	1	88	0	88	0	88	8	3	3
IN070078	0	10	1	0	0	88	0	88	0	88	7	3	4
IN070078	4	10	88	2	2	88	5	88	0	88	0	0	5
IN070079	0	10	1	0	0	88	0	88	0	88	8	1	5
IN070080	0	8	1	0	0	88	0	88	0	88	7	1	8
IN070080	15	8	88	0	0	88	0	88	0	88	7	3	6
IN070080	16	8	88	0	0	88	0	88	0	88	8	4	4
IN070080	18	8	88	0	0	88	0	88	0	88	7	4	5
IN070080	19	8	88	0	0	88	0	88	0	88	7	2	6
IN070080	28	8	88	0	0	88	0	88	0	88	7	2	6
IN070080	29	10	88	0	0	88	0	88	0	88	6	0	8
IN070081	0	8	1	0	0	88	0	88	0	88	8	2	6
IN070081	28	8	88	0	0	88	0	88	0	88	8	2	6
IN070082	0	8	1	0	0	88	0	88	0	88	7	2	7
IN070082	10	7	88	0	0	88	0	88	0	88	7	5	5
IN070082	11	7	88	0	0	88	0	88	0	88	7	5	5
IN070082	12	8	88	0	0	88	0	88	0	88	7	2	7
IN070083	0	10	1	0	0	88	0	88	0	88	7	2	5
IN070083	4	8	88	0	0	88	0	88	0	88	7	4	5
IN070083	5	8	88	0	0	88	0	88	0	88	7	4	5
IN070083	28	8	88	0	1	88	0	88	0	88	7	4	4
IN070084	0	10	1	0	0	88	0	88	0	88	6	5	3
IN070084	28	9	88	0	0	88	0	88	0	88	6	5	4
IN070085	0	8	1	0	0	88	0	88	0	88	9	4	3
IN070085	6	8	88	0	0	88	0	88	0	88	9	2	5
IN070086	0	9	1	0	0	88	0	88	0	88	7	2	6
IN070086	6	10	88	0	0	88	0	88	0	88	0	0	14
IN070087	0	9	1	0	0	88	0	88	0	88	7	3	5
IN070087	28	8	88	0	0	88	0	88	0	88	7	3	6
IN070088	0	9	1	0	0	88	0	88	0	88	9	2	4
IN070088	5	7	88	0	0	88	0	88	0	88	9	4	4
IN070088	6	7	88	0	0	88	0	88	0	88	9	4	4
IN070089	0	10	0	0	0	88	0	88	0	88	8	0	6
IN070089	5	10	88	0	0	88	0	88	0	88	8	0	6
IN070090	0	9	1	0	0	88	0	88	0	88	7	4	4
IN070091	0	9	1	0	0	88	0	88	0	88	8	1	6
IN070091	4	9	88	0	1	88	0	88	0	88	8	2	4
IN070091	28	9	88	0	0	88	0	88	0	88	8	2	5
IN070092	0	9	1	0	2	1	0	88	0	88	7	1	5
IN070093	0	8	1	3	0	88	0	88	0	88	7	1	5
IN070094	0	10	1	0	1	1	0	88	0	88	7	2	4
IN070095	0	8	1	0	0	88	0	88	0	88	9	2	5
IN070095	4	8	88	0	0	88	0	88	0	88	11	3	2
IN070096	0	8	1	0	0	88	0	88	0	88	7	2	7
IN070096	3	8	88	0	0	88	0	88	0	88	8	3	5
IN070096	28	8	88	0	0	88	0	88	0	88	8	3	5
IN070097	0	10	1	0	0	88	0	88	0	88	7	4	3
IN070097	3	10	88	0	3	88	1	88	0	88	0	0	10
IN070098	0	8	1	0	0	88	0	88	0	88	8	3	5
IN070098	4	8	88	0	0	88	0	88	0	88	7	2	7
IN070099	0	10	1	0	0	88	0	88	0	88	9	2	3
IN070099	4	10	88	0	0	88	0	88	0	88	9	2	3
IN070099	28	10	88	0	0	88	0	88	0	88	10	2	2
IN070100	0	9	0	1	1	0	0	88	0	88	8	2	3
IN080001	0	8	1	2	0	88	0	88	0	88	8	2	4
IN080001	3	8	88	2	0	88	0	88	0	88	8	2	4
IN080002	0	9	1	0	0	88	0	88	0	88	8	2	5
IN080002	28	9	88	0	0	88	0	88	0	88	9	2	4
IN080003	0	8	1	0	1	1	0	88	0	88	8	1	6
IN080003	28	8	88	0	0	88	0	88	0	88	8	1	7
IN080003	29	8	88	1	1	88	0	88	0	88	8	1	5
IN080004	0	9	1	1	0	88	0	88	0	88	9	1	4
IN080004	28	10	88	0	0	88	0	88	0	88	9	1	4
IN080005	0	8	1	1	1	0	0	88	0	88	8	1	5
IN080005	3	10	88	0	0	88	0	88	0	88	8	0	6
IN080006	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080006	8	11	88	0	0	88	0	88	0	88	9	1	3
IN080007	0	9	1	1	0	88	0	88	0	88	9	1	4
IN080007	5	9	88	0	0	88	0	88	0	88	8	1	6
IN080008	0	9	1	0	0	88	0	88	0	88	9	2	4
IN080008	6	10	88	0	0	88	0	88	0	88	9	0	5
IN080009	0	9	1	0	1	0	0	88	0	88	8	2	4
IN080010	0	8	1	1	0	88	0	88	0	88	8	1	6
IN080010	4	8	88	1	1	88	0	88	0	88	8	2	4
IN080010	5	10	88	0	0	88	0	88	0	88	8	1	5
IN080011	0	10	1	0	1	0	0	88	0	88	7	1	5
IN080011	3	8	88	0	0	88	0	88	0	88	9	1	5
IN080011	4	9	88	0	0	88	0	88	0	88	7	1	7
IN080012	0	11	1	0	1	1	0	88	0	88	7	2	3
IN080012	3	9	88	0	2	88	0	88	0	88	8	2	3
IN080013	0	8	1	1	1	1	0	88	0	88	9	1	4
IN080013	4	9	88	0	4	88	0	88	0	88	0	0	11
IN080014	0	10	1	0	1	1	0	88	0	88	7	2	4
IN080014	3	8	88	2	2	88	0	88	8	88	0	0	4
IN080014	4	11	88	0	0	88	0	88	0	88	7	1	5
IN080015	0	11	1	0	0	88	0	88	0	88	7	1	5
IN080015	4	9	88	1	1	88	0	88	8	88	0	0	5
IN080015	5	9	88	1	1	88	0	88	0	88	7	2	4
IN080016	0	8	1	1	0	88	0	88	0	88	8	1	6
IN080016	28	8	88	1	0	88	0	88	0	88	8	1	6
IN080017	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080017	3	9	88	0	0	88	0	88	0	88	10	1	4
IN080018	0	9	1	0	0	88	0	88	0	88	8	1	6
IN080018	4	9	88	0	0	88	0	88	0	88	8	1	6
IN080019	0	10	1	1	0	88	0	88	0	88	8	1	3
IN080019	7	9	88	1	0	88	0	88	0	88	9	2	3
IN080019	8	9	88	1	0	88	0	88	0	88	9	1	4
IN080020	0	9	1	0	0	88	0	88	0	88	8	1	5
IN080021	0	10	0	0	0	88	0	88	0	88	8	1	5
IN080021	5	9	88	0	0	88	0	88	0	88	9	3	3
IN080022	0	9	1	1	1	1	0	88	0	88	9	1	3
IN080022	3	8	88	2	4	88	6	88	0	88	0	0	4
IN080022	4	10	88	0	0	88	0	88	0	88	9	0	5
IN080023	0	10	0	0	0	88	0	88	0	88	8	1	5
IN080024	0	11	0	0	1	0	0	88	0	88	7	2	3
IN080025	0	9	1	1	0	88	0	88	0	88	8	1	5
IN080025	4	9	88	1	0	88	0	88	0	88	9	1	4
IN080025	5	10	88	0	0	88	0	88	0	88	8	1	5
IN080026	0	8	1	1	1	1	0	88	0	88	8	1	5
IN080026	4	8	88	1	2	88	0	88	0	88	8	2	3
IN080027	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080027	3	9	88	0	0	88	0	88	0	88	9	1	5
IN080028	0	10	1	0	0	88	0	88	0	88	9	0	5
IN080028	4	9	88	0	0	88	0	88	0	88	9	2	4
IN080029	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080029	4	9	88	1	0	88	0	88	0	88	9	1	4
IN080029	5	9	88	1	1	88	0	88	0	88	8	1	4
IN080030	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080030	3	8	88	1	1	88	0	88	0	88	10	2	2
IN080030	4	8	88	1	1	88	0	88	0	88	10	2	2
IN080030	5	9	88	1	0	88	0	88	0	88	10	1	3
IN080031	0	10	1	0	0	88	0	88	0	88	9	0	5
IN080031	7	8	88	2	4	88	1	88	6	88	0	0	3
IN080031	8	8	88	1	2	88	0	88	0	88	9	1	3
IN080032	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080032	28	9	88	1	1	88	0	88	0	88	9	1	3
IN080033	0	9	0	0	0	88	0	88	0	88	8	1	6
IN080033	3	8	88	0	1	88	0	88	0	88	9	1	5
IN080033	4	10	88	0	0	88	0	88	0	88	8	0	6
IN080034	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080035	0	9	1	0	1	1	0	88	0	88	7	2	5
IN080036	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080037	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080037	6	10	88	0	0	88	0	88	0	88	7	0	7
IN080037	7	10	88	0	0	88	0	88	0	88	4	0	10
IN080038	0	10	0	0	0	88	0	88	0	88	8	1	5
IN080039	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080040	0	10	1	1	0	88	0	88	0	88	9	1	3
IN080040	7	10	88	0	0	88	0	88	0	88	9	1	4
IN080041	0	10	1	0	0	88	0	88	0	88	8	2	4
IN080041	3	9	88	8	4	88	0	88	0	88	0	0	3
IN080042	0	9	1	0	1	1	0	88	0	88	8	1	5
IN080042	7	10	88	0	0	88	0	88	0	88	0	0	14
IN080043	0	10	1	0	0	88	0	88	0	88	7	2	5
IN080043	28	8	88	0	1	88	0	88	0	88	8	3	4
IN080044	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080044	28	9	88	1	0	88	0	88	0	88	8	2	4
IN080045	0	10	1	0	0	88	0	0	0	88	7	3	4
IN080045	6	8	88	0	0	88	0	88	0	88	8	4	4
IN080045	28	9	88	0	1	88	0	88	0	88	8	3	3
IN080046	0	10	1	1	0	88	0	88	0	88	9	1	3
IN080046	3	10	88	0	0	88	0	88	0	88	2	0	12
IN080047	0	10	1	1	0	88	0	88	0	88	8	1	4
IN080047	28	10	88	1	0	88	0	88	0	88	8	1	3
IN080048	0	10	1	1	0	88	0	88	0	88	8	0	5
IN080049	0	9	1	1	0	88	0	88	0	88	9	1	4
IN080049	3	9	88	0	0	88	0	88	0	88	9	1	5
IN080050	0	10	1	0	0	88	0	88	0	88	8	3	3
IN080050	28	9	88	1	0	88	0	88	0	88	8	4	2
IN080050	29	10	88	0	0	88	0	88	0	88	8	1	5
IN080051	0	9	1	0	0	88	0	88	0	88	8	1	6
IN080051	3	8	88	1	2	88	9	88	0	88	0	0	4
IN080052	0	9	1	0	0	88	0	88	0	88	7	2	6
IN080052	28	8	88	0	1	88	0	88	0	88	7	3	5
IN080053	0	10	1	1	0	88	0	88	0	88	9	1	3
IN080053	5	10	88	0	0	88	0	88	0	88	9	1	4
IN080054	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080054	10	9	88	1	1	88	0	88	0	88	9	1	3
IN080055	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080055	6	8	88	1	1	88	6	88	6	88	0	0	2
IN080056	0	10	1	0	0	88	0	88	0	88	8	1	5
IN080056	28	9	88	1	1	88	0	88	0	88	9	1	3
IN080056	29	10	88	0	0	88	0	88	0	88	10	0	4
IN080057	0	8	1	1	1	1	0	88	0	88	8	1	5
IN080057	28	8	88	1	1	88	0	88	0	88	8	1	5
IN080058	0	11	0	0	0	88	0	88	0	88	8	1	4
IN080058	7	11	88	0	0	88	0	88	0	88	9	1	3
IN080059	0	9	1	0	1	1	0	88	0	88	7	2	5
IN080059	28	9	88	0	1	88	0	88	0	88	7	3	4
IN080059	29	10	88	0	0	88	0	88	0	88	7	1	6
IN080060	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080060	28	9	88	1	0	88	0	88	0	88	9	1	4
IN080061	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080061	28	9	88	1	1	88	0	88	0	88	9	1	3
IN080062	0	9	1	0	1	1	0	88	0	88	7	2	5
IN080062	3	9	88	0	1	88	0	88	0	88	7	1	6
IN080062	4	10	88	0	0	88	0	88	0	88	6	0	8
IN080063	0	10	1	0	1	1	0	88	0	88	8	1	4
IN080063	3	11	88	0	0	88	0	88	0	88	8	1	4
IN080064	0	9	1	1	1	1	0	88	0	88	7	1	5
IN080065	0	9	1	0	0	88	0	88	0	88	9	1	5
IN080065	3	6	88	1	2	88	5	88	8	88	0	0	2
IN080065	4	9	88	1	1	88	0	88	0	88	0	0	13
IN080066	0	8	1	0	0	88	0	88	0	88	8	2	6
IN080067	0	10	0	0	1	0	0	88	0	88	8	1	4
IN080067	6	11	88	0	0	88	0	88	0	88	8	0	5
IN080068	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080068	7	10	88	0	0	88	0	88	0	88	9	2	3
IN080069	0	9	1	1	0	88	0	88	0	88	8	1	5
IN080069	3	10	88	0	0	88	0	88	0	88	8	1	5
IN080069	4	10	88	0	0	88	0	88	0	88	8	2	4
IN080070	0	10	1	1	0	88	0	88	0	88	9	1	3
IN080071	0	10	1	0	0	88	0	88	0	88	9	0	5
IN080071	28	10	88	0	0	88	0	88	0	88	9	1	4
IN080072	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080072	3	9	88	1	1	88	0	88	0	88	9	1	3
IN080072	4	9	88	1	1	88	0	88	0	88	9	1	3
IN080073	0	9	1	0	1	1	0	88	0	88	7	2	5
IN080073	6	10	88	0	0	88	0	88	0	88	7	1	6
IN080074	0	11	1	0	0	88	0	88	0	88	0	0	13
IN080074	3	8	88	1	1	88	0	88	0	88	8	2	4
IN080075	0	10	1	0	0	88	0	88	0	88	7	0	7
IN080075	28	10	88	1	1	88	0	88	0	88	9	1	2
IN080076	0	11	0	0	0	88	0	88	0	88	8	1	4
IN080076	3	11	88	0	0	88	0	88	0	88	8	0	5
IN080077	0	10	1	1	0	88	0	88	0	88	9	1	3
IN080077	4	10	88	0	0	88	0	88	0	88	9	1	4
IN080078	0	10	1	0	0	88	0	88	0	88	10	1	3
IN080078	10	10	88	0	0	88	0	88	0	88	10	0	4
IN080079	0	10	1	0	0	88	0	88	0	88	8	2	4
IN080079	5	10	88	0	0	88	0	88	0	88	8	1	5
IN080080	0	10	1	0	0	88	0	88	0	88	8	1	5
IN080081	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080081	28	10	88	0	0	88	0	88	0	88	9	1	4
IN080082	0	10	1	0	0	88	0	88	0	88	9	2	3
IN080082	3	10	88	0	0	88	0	88	0	88	9	2	3
IN080083	0	9	1	0	1	1	0	88	0	88	8	2	4
IN080083	3	8	88	0	0	88	0	88	0	88	9	6	1
IN080083	4	9	88	1	1	88	0	88	0	88	8	2	3
IN080084	0	10	1	0	0	88	0	88	0	88	9	2	3
IN080084	3	10	88	0	0	88	0	88	0	88	9	0	5
IN080085	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080086	0	9	1	0	0	88	0	88	0	88	7	1	7
IN080086	28	9	88	0	1	88	0	88	0	88	7	1	6
IN080087	0	10	0	0	0	88	0	88	0	88	8	1	5
IN080087	28	10	88	0	1	88	0	88	0	88	8	2	3
IN080088	0	8	1	1	0	88	0	88	0	88	8	2	5
IN080088	4	10	88	0	0	88	0	88	0	88	8	2	4
IN080089	0	9	1	1	1	1	0	88	0	88	8	2	3
IN080089	28	9	88	1	1	88	0	88	0	88	8	3	2
IN080090	0	11	1	0	0	88	0	88	0	88	8	1	4
IN080091	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080091	5	10	88	0	0	88	0	88	0	88	9	1	4
IN080092	0	10	1	0	1	0	0	88	0	88	8	2	3
IN080092	28	8	88	1	1	88	0	88	0	88	8	1	5
IN080093	0	9	1	0	1	1	0	88	0	88	7	2	5
IN080093	6	8	88	0	1	88	2	88	0	88	7	3	3
IN080094	0	8	1	1	1	1	0	88	0	88	8	1	5
IN080094	28	8	88	1	1	88	0	88	0	88	8	1	5
IN080095	0	10	0	0	0	88	0	88	0	88	8	1	5
IN080095	3	9	88	0	0	88	0	88	0	88	8	2	5
IN080095	28	10	88	0	1	88	0	88	0	88	8	1	4
IN080096	0	10	1	0	0	88	0	88	0	88	9	1	4
IN080096	28	10	88	1	0	88	0	88	0	88	9	1	3
IN080097	0	10	1	0	1	1	0	88	0	88	7	2	4
IN080097	4	8	88	0	1	88	0	88	0	88	7	4	4
IN080097	28	9	88	0	1	88	0	88	0	88	7	3	4
IN080099	0	9	1	1	0	88	0	88	0	88	9	1	4
IN080099	3	9	88	1	0	88	0	88	0	88	9	1	4
IN080100	0	9	1	0	0	88	0	88	0	88	8	2	5
IN080100	28	9	88	1	0	88	0	88	0	88	8	3	3
IN090001	0	8	1	1	0	88	0	88	0	88	8	1	6
IN090002	0	10	1	0	0	88	0	88	0	88	8	2	4
IN090003	0	9	1	0	0	88	0	88	0	88	10	1	4
IN090003	7	10	88	2	5	88	3	88	0	88	0	0	4
IN090003	28	9	88	1	0	88	0	88	0	88	9	1	4
IN090003	29	10	88	0	0	88	0	88	0	88	8	1	5
IN090004	0	9	1	0	0	88	0	88	0	88	7	2	6
IN090004	28	9	88	0	0	88	0	88	0	88	7	3	5
IN090005	0	10	1	0	0	88	0	88	0	88	10	1	3
IN090005	28	10	88	0	0	88	0	88	0	88	10	1	3
IN090006	0	10	1	0	0	88	0	88	0	88	8	2	4
IN090006	28	10	88	0	0	88	0	88	0	88	8	2	4
IN090007	0	9	1	0	0	88	0	88	0	88	8	3	4
IN090007	28	9	88	0	0	88	0	88	0	88	8	3	4
IN090008	0	11	1	0	0	88	0	88	0	88	10	1	2
IN090008	9	10	88	2	1	88	0	88	0	88	9	1	1
IN090008	10	10	88	1	1	88	0	88	0	88	9	1	2
IN090008	13	11	88	1	0	88	0	88	0	88	9	1	2
IN090009	0	10	0	0	0	88	0	88	0	88	9	1	4
IN090009	4	9	88	0	0	88	0	88	0	88	9	2	4
IN090009	5	9	88	0	0	88	0	88	0	88	9	2	4
IN090010	0	8	1	1	0	88	0	88	0	88	8	1	6
IN090010	28	10	88	0	0	88	0	88	0	88	9	1	4
IN090010	29	10	88	0	0	88	0	88	0	88	9	1	4
IN090011	0	10	1	0	1	1	0	88	0	88	7	2	5
IN090012	0	10	1	0	0	88	0	88	0	88	7	3	4
IN090012	3	9	88	0	0	88	0	88	0	88	7	5	3
IN090012	28	9	88	0	0	88	0	88	0	88	7	4	4
IN090013	0	10	1	1	0	88	0	88	0	88	7	1	5
IN090013	4	9	88	2	0	88	0	88	0	88	8	2	3
IN090013	5	10	88	0	0	88	0	88	0	88	2	0	12
IN090013	28	9	88	1	1	88	0	88	0	88	9	1	3
IN090014	0	9	0	0	1	1	0	88	0	88	9	1	4
IN090014	3	9	88	0	0	88	0	88	0	88	9	1	5
IN090014	28	9	88	1	2	88	0	88	0	88	9	1	2
IN090015	0	10	0	0	0	88	0	88	0	88	8	2	4
IN090015	28	8	88	0	0	88	0	88	0	88	8	3	5
IN090016	0	10	1	0	0	88	0	88	0	88	7	1	6
IN090016	4	12	88	0	0	88	0	88	0	88	0	0	12
IN090016	28	10	88	1	0	88	0	88	0	88	8	1	4
IN090017	0	8	1	1	2	1	0	88	0	88	8	0	5
IN090017	3	8	88	1	2	88	4	88	0	88	0	0	9
IN090017	28	9	88	2	0	88	0	88	0	88	8	1	4
IN090017	29	9	88	0	0	88	0	88	0	88	8	1	6
IN090018	0	10	1	0	0	88	0	88	0	88	8	0	6
IN090019	0	9	1	0	0	88	0	88	0	88	8	1	6
IN090019	6	8	88	1	0	88	0	88	0	88	8	3	4
IN090020	0	10	1	0	0	88	0	88	0	88	7	3	4
IN090020	4	8	88	0	0	88	0	88	0	88	8	4	4
IN090020	5	11	88	0	0	88	0	88	0	88	7	1	5
IN090021	0	10	1	0	0	88	0	88	0	88	9	1	4
IN090021	3	10	88	1	0	88	0	88	0	88	9	1	3
IN090021	28	10	88	1	0	88	0	88	0	88	9	1	3
IN090022	0	10	1	0	1	1	0	88	0	88	7	2	4
IN090022	5	9	88	0	1	88	0	88	0	88	9	3	2
IN090023	0	10	1	1	0	88	0	88	0	88	9	1	3
IN090023	5	10	88	1	0	88	0	88	0	88	7	0	6
IN090024	0	8	1	1	0	88	0	88	0	88	8	3	4
IN090025	0	10	0	1	1	0	0	88	0	88	8	0	4
IN090025	3	8	88	1	1	88	0	88	0	88	0	0	4
IN090025	4	10	88	0	1	88	0	88	0	88	8	1	4
IN090025	5	11	88	0	0	88	0	88	0	88	8	0	5
IN090026	0	9	1	1	0	88	0	88	0	88	7	2	5
IN090026	7	9	88	0	1	88	0	88	0	88	8	2	4
IN090026	8	8	88	0	0	88	0	88	0	88	8	1	7
IN090027	0	10	1	0	0	88	0	88	0	88	8	1	5
IN090027	28	8	88	0	0	88	0	88	0	88	9	5	2
IN090028	0	9	1	1	0	88	0	88	0	88	12	0	2
IN090029	0	12	1	1	0	88	0	88	0	88	9	1	1
IN090030	0	10	1	0	0	88	0	88	0	88	9	1	4
IN090030	11	10	88	0	0	88	0	88	0	88	9	1	4
IN090030	12	10	88	0	0	88	0	88	0	88	9	1	4
IN090030	28	10	88	0	0	88	0	88	0	88	9	1	4
IN090031	0	9	1	0	0	88	0	88	0	88	7	3	5
IN090032	0	9	1	0	0	88	0	88	0	88	7	3	5
IN090032	28	9	88	0	0	88	0	88	0	88	7	3	5
IN090033	0	9	1	0	0	88	0	88	0	88	8	3	4
IN090034	0	10	1	0	0	88	0	88	0	88	8	2	4
IN090034	5	10	88	0	0	88	0	88	0	88	8	0	6
IN090035	0	9	0	0	0	88	0	88	0	88	8	0	7
IN090035	28	10	88	0	0	88	0	88	0	88	8	0	6
IN090035	29	14	88	0	0	88	0	88	0	88	0	0	10
IN090035	30	15	88	0	0	88	0	88	0	88	0	0	9
IN090036	0	10	1	0	1	1	0	88	0	88	8	1	4
IN090037	0	9	1	0	0	88	0	88	0	88	9	3	3
IN090037	28	9	88	0	0	88	0	88	0	88	9	2	4
IN090037	29	10	88	0	0	88	0	88	0	88	6	1	7
IN090038	0	9	1	2	1	0	0	88	0	88	8	2	2
IN090039	0	10	1	0	0	88	0	88	0	88	7	3	4
IN090039	6	11	88	0	0	88	0	88	0	88	7	1	5
IN090040	0	10	1	0	0	88	0	88	0	88	8	0	6
IN090040	4	10	88	0	0	88	0	88	0	88	8	0	6
IN090041	0	10	1	0	0	88	0	88	0	88	7	1	6
IN090041	5	10	88	0	0	88	0	88	0	88	7	0	7
IN090042	0	9	1	0	0	88	0	88	0	88	8	1	6
IN090043	0	8	0	0	0	88	0	88	0	88	9	2	5
IN090043	28	8	88	0	0	88	0	88	0	88	9	2	5
IN090044	0	10	1	0	0	88	0	88	0	88	9	1	4
IN090045	0	10	1	1	0	88	0	88	0	88	9	1	3
IN090046	0	8	0	0	0	88	0	88	0	88	11	0	5
IN090046	3	8	88	0	0	88	0	88	0	88	11	2	3
IN090046	28	8	88	0	0	88	0	88	0	88	11	2	3
IN090047	0	10	1	0	0	88	0	88	0	88	7	2	5
IN090047	5	10	88	0	0	88	0	88	0	88	7	3	4
IN090049	0	9	1	0	0	88	0	88	0	88	9	2	4
IN090049	28	9	88	0	0	88	0	88	0	88	8	3	4
IN090049	29	10	88	0	0	88	0	88	0	88	8	1	5
IN090049	32	10	88	0	0	88	0	88	0	88	9	2	3
IN090050	0	10	1	1	0	88	0	88	0	88	8	1	4
IN090051	0	8	0	2	0	88	0	88	0	88	8	2	4
IN090051	5	8	88	2	4	88	1	88	0	88	0	0	9
IN090051	6	8	88	1	2	88	4	88	0	88	0	0	9
IN090051	7	8	88	0	1	88	1	88	0	88	8	2	4
IN090051	8	8	88	0	0	88	0	88	0	88	0	0	16
IN090052	0	9	1	0	0	88	0	88	0	88	8	2	5
IN090052	3	8	88	0	0	88	0	88	0	88	9	3	4
IN090053	0	11	1	1	0	88	0	88	0	88	8	1	3
IN090053	5	15	88	0	0	88	0	88	0	88	0	0	9
IN090054	0	9	1	0	0	88	0	88	0	88	8	1	6
IN090055	0	10	1	1	0	88	0	88	0	88	8	1	4
IN090057	0	10	1	0	0	88	0	88	0	88	7	1	6
IN090058	0	10	1	0	0	88	0	88	0	88	6	1	7
IN090058	3	9	88	1	2	88	0	88	0	88	0	0	12
IN090059	0	11	1	0	0	88	0	88	0	88	8	1	4
IN090060	0	11	1	0	0	88	0	88	0	88	7	2	4
IN090060	28	10	88	0	0	88	0	88	0	88	7	3	4
IN090061	0	10	1	0	0	88	0	88	0	88	9	1	4
IN090062	0	9	1	0	1	0	0	88	0	88	8	2	4
IN090062	4	9	88	1	1	88	0	88	0	88	8	3	2
IN090063	0	8	1	0	0	88	0	88	0	88	10	0	6
IN090063	7	8	88	0	0	88	0	88	0	88	8	1	7
IN090064	0	10	1	1	0	88	0	88	0	88	9	1	3
IN090065	0	10	1	0	0	88	0	88	0	88	9	1	4
IN090065	5	11	88	0	0	88	0	88	0	88	9	1	3
IN090066	0	10	1	0	0	88	0	88	0	88	8	1	5
IN090066	3	11	88	0	0	88	0	88	0	88	8	1	4
IN090067	0	8	0	0	1	0	0	88	0	88	9	2	4
