CHILDID	PASSID	NUMASTR3	ASSETR3	ASTACTR3	NUMOWNR3	VALASTR3
IN080030	1	6	1	11	6	500
IN080030	2	1	7	11	0	-88
IN080031	1	8	1	11	8	600
IN080031	2	1	2	11	1	13000
IN080032	1	3	1	8	3	150
IN080033	1	4	1	11	4	500
IN080034	1	3	1	8	3	300
IN080035	1	10	1	11	6	230
IN080035	2	1	7	11	0	-88
IN080036	1	4	1	11	4	280
IN080036	2	7	1	11	0	-88
IN080036	3	1	14	9	1	16000
IN080037	1	10	1	11	10	1600
IN080037	2	8	13	7	7	480
IN080037	3	7	1	11	0	-88
IN080038	1	4	1	11	4	200
IN080039	1	5	1	8	5	1500
IN080039	2	1	2	11	2	8000
IN080039	3	1	7	11	0	-88
IN080040	1	4	1	11	4	300
IN080040	2	1	7	11	0	-88
IN080041	1	6	1	11	6	600
IN080042	1	2	1	11	2	50
IN080042	2	4	8	8	4	100
IN080043	1	8	1	11	4	200
IN080044	1	3	1	11	3	150
IN080045	1	7	1	11	3	130
IN080046	1	3	1	11	3	180
IN080046	2	1	25	24	1	90000
IN080047	1	2	1	11	2	50
IN080047	2	1	2	11	1	10000
IN080048	1	5	1	8	3	180
IN080049	1	2	1	8	2	150
IN080050	1	6	1	11	6	200
IN080050	2	1	7	11	0	 
IN080051	1	5	1	11	5	200
IN080052	1	15	1	11	8	380
IN080052	2	1	7	11	0	-88
IN080053	1	4	1	11	4	350
IN080053	2	1	7	11	0	-88
IN080054	1	3	1	11	3	350
IN080054	2	1	7	11	0	-88
IN080055	1	10	1	11	10	850
IN080055	2	1	7	11	0	-88
IN080056	1	12	1	11	12	850
IN080056	2	1	7	11	0	-88
IN080057	1	3	1	11	0	-88
IN080058	1	4	1	11	4	150
IN080058	2	1	7	11	0	-88
IN080059	1	12	1	11	7	380
IN080059	2	1	7	11	0	-88
IN080060	1	3	1	8	3	385
IN080061	1	3	1	11	3	150
IN080062	1	5	1	11	5	180
IN080063	1	2	1	11	2	70
IN080063	2	1	7	11	0	-88
IN080064	1	3	1	29	3	110
IN080065	1	2	1	11	2	90
IN080066	1	4	1	11	4	500
IN080066	2	4	8	11	4	200
IN080067	1	3	1	11	3	100
IN080067	2	1	7	11	0	-88
IN080068	1	10	1	11	10	800
IN080068	2	1	2	11	1	15000
IN080068	3	6	12	8	6	4000
IN080069	1	6	1	11	6	120
IN080070	1	3	1	11	3	350
IN080070	2	1	7	11	0	-88
IN080071	1	6	1	11	6	800
IN080071	2	1	7	11	0	0
IN080072	1	4	1	11	4	390
IN080072	2	1	3	11	1	1350
IN080072	3	20	5	11	20	1000
IN080073	1	8	1	11	4	230
IN080073	2	1	7	11	0	-88
IN080074	1	4	12	8	4	100
IN080075	1	4	1	11	4	230
IN080076	1	2	1	11	2	80
IN080076	2	1	7	11	0	-88
IN080076	3	1	23	26	1	600
IN080077	1	3	1	8	3	100
IN080078	1	6	1	11	6	450
IN080078	2	1	7	11	0	-88
IN080080	1	4	1	11	4	300
IN080080	2	1	7	11	0	-88
IN080081	1	5	1	11	5	350
IN080081	2	1	3	11	1	800
IN080082	1	8	1	11	8	600
IN080082	2	1	7	11	0	-88
IN080083	1	8	1	11	8	200
IN080083	2	1	7	11	0	 
IN080084	1	9	1	11	9	800
IN080084	2	1	7	11	0	-88
IN080084	3	1	30	24	1	80000
IN080085	1	3	1	11	3	300
IN080085	2	1	7	11	0	-88
IN080086	1	1	25	23	1	300000
IN080086	2	1	7	11	0	-88
IN080086	3	4	1	11	4	200
IN080087	1	3	1	11	3	150
IN080087	2	1	7	11	0	-88
IN080088	1	8	1	11	8	300
IN080088	2	1	7	11	1	50000
IN080089	1	4	1	11	4	100
IN080089	2	1	7	11	0	 
IN080090	1	4	12	8	4	100
IN080091	1	10	1	11	10	1100
IN080091	2	1	7	11	0	-88
IN080092	1	6	1	11	6	300
IN080093	1	11	1	11	8	350
IN080093	2	1	7	11	0	-88
IN080094	1	3	1	11	3	50
IN080094	2	1	7	11	0	-88
IN080094	3	6	8	29	6	120
IN080095	1	2	1	11	2	100
IN080095	2	1	7	11	0	-88
IN080096	1	10	1	11	10	1200
IN080096	2	1	3	11	1	800
IN080096	3	1	7	11	0	-88
IN080097	1	11	1	11	7	350
IN080097	2	1	7	11	0	-88
IN080099	1	4	12	32	2	800
IN080099	2	1	2	32	1	15000
IN080100	1	10	1	11	10	500
IN080100	2	1	7	11	0	-88
IN090001	1	1	25	24	1	150000
IN090001	2	2	1	11	2	50
IN090002	1	3	1	11	3	600
IN090003	1	4	1	11	4	200
IN090003	2	2	4	11	2	3000
IN090004	1	17	1	11	10	500
IN090005	1	20	15	12	20	3000
IN090005	2	2	1	12	2	20
IN090006	1	1	7	11	0	-88
IN090006	2	2	1	11	2	700
IN090006	3	4	8	11	3	250
IN090007	1	1	4	26	1	25000
IN090007	2	1	14	26	1	14000
IN090008	1	7	1	11	0	-88
IN090008	2	4	1	11	0	-88
IN090008	3	1	4	11	4	80
IN090009	1	13	1	11	11	550
IN090010	1	4	1	11	4	300
IN090010	2	1	5	11	1	20000
IN090011	1	4	1	11	4	80
IN090012	1	4	8	27	4	60
IN090013	1	4	4	11	0	-88
IN090013	2	1	7	11	0	-88
IN090013	3	10	1	11	10	300
IN090014	1	1	7	11	0	-88
IN090014	2	1	3	11	0	-88
IN090014	3	2	1	11	2	70
IN090015	1	2	1	11	1	50
IN090016	1	6	1	11	3	220
IN090017	1	4	30	23	4	400
IN090017	2	1	30	23	1	1500
IN090017	3	3	1	11	1	150
IN090018	1	8	8	11	4	150
IN090019	1	1	5	11	1	21000
IN090019	2	1	1	11	2	500
IN090019	3	1	4	11	1	1000
IN090020	1	3	1	11	3	200
IN090021	1	3	1	11	3	150
IN090023	1	4	1	11	4	180
IN090024	1	1	1	11	3	600
IN090025	1	12	1	11	12	200
IN090026	1	1	7	11	1	300000
IN090026	2	2	5	11	1	8000
IN090026	3	5	1	11	5	100
IN090027	1	1	7	24	1	400000
IN090027	2	30	1	11	10	2000
IN090027	3	3	4	11	1	4500
IN090028	1	2	4	11	0	-88
IN090028	2	2	1	11	2	120
IN090028	3	2	8	11	5	350
IN090029	1	1	7	11	0	-88
IN090029	2	1	1	11	1	60
IN090029	3	5	8	11	1	200
IN090030	1	1	4	11	0	-88
IN090030	2	1	21	21	1	2000
IN090030	3	6	8	11	6	200
IN090031	1	14	1	11	14	210
IN090032	1	16	1	11	16	1480
IN090032	2	3	3	11	1	2000
IN090033	1	7	1	11	4	320
IN090033	2	1	12	8	1	150
IN090034	1	1	7	11	0	-88
IN090034	2	20	1	11	12	1100
IN090034	3	2	4	11	1	1500
IN090035	1	3	1	11	3	150
IN090036	1	4	1	11	2	60
IN090037	1	4	1	11	3	340
IN090038	1	3	1	26	3	800
IN090039	1	3	17	24	3	250
IN090040	1	6	1	11	6	350
IN090041	1	6	1	11	6	200
IN090041	2	2	4	11	2	400
IN090042	1	3	1	11	3	100
IN090043	1	3	1	11	3	100
IN090044	1	4	1	11	4	180
IN090045	1	8	1	8	8	480
IN090046	1	6	1	11	6	700
IN090047	1	3	1	11	3	150
IN090049	1	1	7	11	0	-88
IN090049	2	6	1	11	6	1200
IN090049	3	1	5	11	1	5000
IN090050	1	10	30	7	10	3000
IN090050	2	100	13	7	100	100000
IN090051	1	8	1	11	8	1500
IN090051	2	1	4	11	1	2000
IN090052	1	3	1	8	3	100
IN090053	1	6	1	11	6	400
IN090053	2	1	2	11	1	10000
IN090053	3	2	4	11	2	2000
IN090054	1	2	1	11	2	50
IN090055	1	7	1	11	7	380
IN090057	1	2	7	11	0	-88
IN090057	2	6	1	11	6	2300
IN090057	3	3	3	11	1	1200
IN090058	1	2	1	11	2	50
IN090059	1	2	1	11	2	100
IN090060	1	5	1	11	5	250
IN090061	1	4	1	11	4	850
IN090064	1	5	1	11	5	250
IN090066	1	5	1	11	5	200
IN090067	1	10	30	7	10	2000
IN090068	1	6	1	11	6	500
IN090069	1	4	1	11	4	300
IN090071	1	3	1	11	3	150
IN090072	1	3	1	11	3	60
IN090073	1	2	8	11	2	50
IN090074	1	3	1	26	0	-88
IN090075	1	4	1	11	4	200
IN090076	1	2	1	11	2	60
IN090077	1	4	1	11	2	450
IN090078	1	4	8	29	4	50
IN090079	1	3	30	7	3	120
IN090079	2	2	1	11	1	50
IN090080	1	3	8	26	3	100
IN090081	1	13	8	11	8	280
IN090082	1	1	4	11	0	-88
IN090082	2	1	7	11	0	-88
IN090082	3	1	1	11	4	80
IN090083	1	10	1	11	10	1000
IN090085	1	2	1	8	2	300
IN090086	1	7	1	11	7	300
IN090087	1	18	1	11	9	380
IN090088	1	6	1	11	6	150
IN090089	1	1	30	23	1	1500
IN090089	2	1	25	23	0	0
IN090089	3	1	23	23	1	200
IN090090	1	5	10	11	5	250
IN090091	1	1	1	11	1	80
IN090093	1	3	30	26	3	200
IN090093	2	3	8	26	3	500
IN090094	1	2	1	8	2	100
IN090094	2	2	23	23	3	10000
IN090095	1	3	30	26	3	1500
IN090096	1	1	19	30	1	2500
IN090097	1	4	1	11	4	250
IN090098	1	1	8	8	1	80
IN090098	2	1	30	23	1	1500
IN090099	1	1	30	23	1	300
IN090100	1	2	77	11	2	50
IN100003	1	2	12	8	2	40
IN100004	1	2	30	8	2	50
IN100004	2	1	25	26	1	150000
IN100005	1	1	25	26	1	20000
IN100006	1	3	12	8	3	300
IN100008	1	4	12	8	4	180
IN100009	1	1	25	26	1	30000
IN100010	1	2	30	26	2	14000
IN100014	1	6	12	8	6	80
IN100014	2	1	25	26	26	20000
IN100015	1	2	12	32	2	400
IN100015	2	1	30	32	1	300
IN100016	1	2	12	8	2	100
IN100018	1	2	12	8	2	400
IN100019	1	1	26	26	1	30000
IN100021	1	2	12	8	2	100
IN100021	2	1	21	21	1	2300
IN100024	1	6	12	8	6	1200
IN100024	2	1	2	12	1	3500
IN100024	3	4	15	12	4	630
IN100025	1	1	25	23	1	400
IN100026	1	3	13	26	3	600
IN100028	1	5	12	8	5	850
IN100028	2	1	2	23	1	2500
IN100029	1	3	12	8	3	450
IN100030	1	4	12	8	4	350
IN100030	2	1	21	21	1	2800
IN100032	1	2	30	8	2	50
IN100032	2	1	24	23	1	15000
IN100033	1	1	2	26	1	5000
IN100033	2	3	12	8	3	200
IN100034	1	1	25	26	1	1500
IN100035	1	1	25	24	1	18000
IN100036	1	5	12	8	5	850
IN100036	2	1	21	21	1	2800
IN100037	1	1	25	24	1	70000
IN100038	1	4	23	23	4	1000
IN100041	1	8	12	8	8	1200
IN100041	2	1	21	21	1	2600
IN100042	1	1	25	23	1	10000
IN100042	2	4	30	8	4	200
IN100043	1	5	12	8	5	620
IN100043	2	1	25	23	1	30000
IN100044	1	5	12	8	5	450
IN100044	2	1	21	21	1	2800
IN100044	3	1	25	24	1	22000
IN100046	1	1	25	23	1	200000
IN100047	1	2	1	11	2	50
IN100052	1	3	30	8	3	150
IN100053	1	1	25	26	1	15000
IN100054	1	1	25	26	1	1200
IN100054	2	4	30	8	4	50
IN100057	1	4	13	26	0	-77
IN100058	1	3	13	26	3	200
IN100059	1	1	25	24	0	-77
IN100060	1	6	12	8	6	420
IN100060	2	5	13	10	5	800
IN100061	1	1	25	24	1	50000
IN100062	1	6	12	8	6	800
IN100063	1	6	12	8	6	650
IN100063	2	5	1	23	5	70
IN100064	1	8	30	8	8	100
IN100064	2	5	30	26	5	3000
IN100065	1	4	23	23	4	3500
IN100066	1	1	25	24	1	20000
IN100067	1	1	24	23	1	30000
IN100070	1	5	12	8	5	480
IN100071	1	6	30	26	6	5000
IN100072	1	2	12	8	2	50
IN100073	1	3	30	26	3	450
IN100073	2	2	12	8	2	50
IN100074	1	1	25	26	1	1000
IN100076	1	3	12	8	3	450
IN100076	2	1	25	24	1	39000
IN100078	1	5	12	8	5	650
IN100079	1	4	30	7	4	100
IN100079	2	6	30	8	6	60
IN100080	1	3	12	8	0	-88
IN100080	2	3	30	8	3	60
IN100081	1	2	30	8	2	50
IN100082	1	2	30	8	2	80
IN100083	1	3	12	8	3	250
IN100085	1	6	12	8	6	50
IN100086	1	3	1	8	3	350
IN100087	1	2	12	8	2	100
IN100089	1	6	12	8	6	800
IN100090	1	6	30	7	6	800
IN100090	2	1	26	26	1	300
IN100091	1	1	3	26	0	0
IN100092	1	8	30	26	8	0
IN100093	1	4	1	11	4	200
IN100094	1	2	15	8	2	480
IN100095	1	3	12	8	3	150
IN100096	1	2	12	26	2	120
IN100097	1	5	30	8	5	250
IN100098	1	2	12	8	2	120
IN100100	1	4	1	11	4	200
IN110001	1	3	1	11	3	650
IN110001	2	2	4	11	2	1200
IN110001	3	1	25	24	1	86000
IN110002	1	6	1	29	6	400
IN110003	1	8	1	11	8	400
IN110004	1	5	1	11	5	300
IN110005	1	1	2	11	1	25000
IN110005	2	4	8	11	4	4900
IN110005	3	10	1	11	10	1500
IN110007	1	5	1	11	5	400
IN110007	2	2	4	11	2	850
IN110008	1	6	1	11	6	700
IN110011	1	4	1	11	4	150
IN110012	1	8	1	11	8	600
IN110012	2	2	4	11	2	3000
IN110012	3	1	2	11	1	10000
IN110013	1	6	1	11	6	7350
IN110013	2	1	4	11	1	400
IN110013	3	1	2	11	1	6000
IN110014	1	1	25	11	1	400000
IN110014	2	2	4	11	4	3000
IN110014	3	12	4	11	4	1200
IN110015	1	4	4	11	4	4000
IN110015	2	8	1	11	8	860
IN110015	3	1	5	11	0	-88
IN110016	1	1	2	11	1	7000
IN110016	2	7	1	11	7	7300
IN110017	1	7	1	11	7	460
IN110018	1	10	1	11	10	770
IN110018	2	1	4	11	1	1000
IN110019	1	9	1	5	9	760
IN110020	1	1	4	11	0	 
IN110020	2	10	1	11	10	390
IN110021	1	5	1	11	5	350
IN110021	2	1	30	26	1	10000
IN110021	3	1	30	26	1	4000
IN110022	1	1	4	11	1	2000
IN110022	2	5	1	11	5	220
IN110023	1	1	2	11	1	500
IN110023	2	1	4	11	1	500
IN110023	3	3	1	11	3	800
IN110024	1	1	4	11	0	 
IN110024	2	6	1	11	6	340
IN110025	1	5	1	11	5	2700
IN110025	2	1	2	11	1	10000
IN110027	1	5	1	11	0	 
IN110027	2	3	30	26	3	100
IN110028	1	1	2	11	1	5000
IN110028	2	1	4	11	1	300
IN110028	3	3	1	11	3	100
IN110029	1	1	1	11	0	-88
IN110029	2	1	4	11	0	-88
IN110029	3	1	7	11	0	-88
IN110030	1	2	30	23	1	31000
IN110030	2	1	21	21	1	5000
IN110030	3	2	1	29	2	350
IN110031	1	3	4	11	3	2000
IN110031	2	7	1	11	7	250
IN110033	1	6	1	11	6	1200
IN110033	2	1	2	11	1	10000
IN110033	3	1	7	11	0	-88
IN110034	1	1	4	11	1	1500
IN110034	2	10	1	11	10	3110
IN110035	1	2	30	14	2	300
IN110036	1	6	1	29	6	500
IN110037	1	6	1	5	6	620
IN110038	1	7	1	11	7	300
IN110039	1	2	1	11	2	150
IN110040	1	9	1	5	9	1220
IN110041	1	5	1	11	5	330
IN110042	1	8	1	11	8	9600
IN110042	2	1	4	11	1	400
IN110042	3	1	2	11	1	25000
IN110043	1	1	2	11	1	7000
IN110043	2	3	1	11	3	350
IN110044	1	3	1	11	0	 
IN110044	2	1	14	22	1	100
IN110045	1	4	4	11	0	 
IN110045	2	8	3	11	0	 
IN110046	1	3	1	11	3	300
IN110046	2	4	4	11	4	6000
IN110046	3	10	8	11	10	330
IN110047	1	4	8	11	4	230
IN110047	2	4	4	11	0	 
IN110048	1	5	4	11	4	1900
IN110048	2	2	1	11	2	100
IN110048	3	8	8	11	8	400
IN110050	1	8	1	11	9	6700
IN110050	2	1	2	11	1	20000
IN110050	3	1	4	11	1	1000
IN110051	1	25	1	11	35	8100
IN110051	2	1	2	11	1	20000
IN110051	3	1	3	11	1	2000
IN110052	1	8	1	11	8	720
IN110053	1	7	1	11	7	340
IN110054	1	1	30	8	1	50
IN110054	2	2	1	11	2	50
IN110055	1	9	1	26	9	390
IN110056	1	5	1	11	5	330
IN110057	1	6	1	11	6	390
IN110058	1	5	30	26	5	1250
IN110059	1	7	30	26	7	1050
IN110061	1	2	1	11	2	75
IN110061	2	1	1	26	1	90
IN110063	1	6	30	26	6	500
IN110064	1	3	4	11	3	4500
IN110064	2	3	1	11	3	425
IN110064	3	1	5	11	1	30000
IN110065	1	2	1	11	2	100
IN110065	2	3	12	8	3	100
IN110066	1	6	1	11	6	3000
IN110066	2	1	7	11	0	-88
IN110067	1	13	15	12	13	7500
IN110067	2	4	1	27	4	450
IN110068	1	4	1	11	4	180
IN110069	1	6	1	11	6	400
IN110070	1	4	4	11	4	3000
IN110070	2	1	2	11	1	15000
IN110070	3	6	8	11	6	280
IN110071	1	3	1	11	3	450
IN110071	2	1	7	11	0	-88
IN110072	1	1	21	21	1	1500
IN110072	2	4	13	7	4	300
IN110073	1	6	8	11	6	480
IN110074	1	2	1	11	2	350
IN110074	2	3	4	11	3	1800
IN110074	3	1	12	32	1	650
IN110075	1	1	4	11	1	1500
IN110075	2	21	1	11	1	6670
IN110075	3	1	2	11	1	20000
IN110076	1	6	30	26	6	400
IN110077	1	5	1	11	5	2100
IN110077	2	1	4	11	0	-88
IN110077	3	1	7	11	0	-88
IN110079	1	2	1	11	2	500
IN110079	2	1	7	11	0	-88
IN110080	1	9	30	26	9	1840
IN110081	1	1	2	11	1	25000
IN110081	2	4	1	11	4	4870
IN110082	1	4	8	1	4	380
IN110083	1	1	2	11	1	25000
IN110083	2	3	1	11	3	7800
IN110083	3	1	3	11	1	3000
IN110084	1	1	25	5	1	35000
IN110084	2	1	30	23	1	4200
IN110085	1	10	30	26	7	5000
IN110086	1	1	2	11	1	25000
IN110086	2	3	25	24	3	358500
IN110086	3	3	4	11	3	9000
IN110086	4	16	1	16	16	2950
IN110086	5	1	6	11	2	51000
IN110087	1	8	30	26	8	0
IN110088	1	9	30	26	9	990
IN110089	1	1	2	11	1	8000
IN110089	2	3	8	11	3	1500
IN110089	3	2	30	26	2	200
IN110090	1	2	1	11	2	350
IN110090	2	1	4	11	1	630
IN110091	1	4	1	11	4	100
IN110092	1	11	1	4	0	10000
IN110092	2	1	11	4	0	150
IN110093	1	4	1	11	4	300
IN110094	1	4	11	11	1	200
IN110094	2	7	11	11	1	50000
IN110095	1	5	1	11	0	-88
IN110095	2	1	3	11	0	-88
IN110095	3	1	7	11	0	-88
IN110096	1	2	1	5	2	150
IN110097	1	3	1	11	3	2000
IN110097	2	1	4	11	1	1000
IN110097	3	1	2	11	1	20000
IN110098	1	3	23	23	3	2100
IN110099	1	1	25	24	1	2500
IN110100	1	6	4	11	6	6100
IN110100	2	6	1	11	6	380
IN110102	1	4	1	11	4	250
IN110103	1	4	13	7	4	100
IN110103	2	1	1	11	1	20
IN110104	1	6	1	11	6	200
IN110104	2	5	1	11	0	150
IN120001	1	3	1	5	3	95
IN120002	1	3	1	11	3	150
IN120003	1	7	1	11	7	590
IN120003	2	1	7	11	0	-88
IN120004	1	1	25	24	1	100000
IN120004	2	15	1	11	15	390
IN120005	1	3	1	11	3	400
IN120006	1	5	1	11	5	200
IN120007	1	4	1	11	4	470
IN120008	1	8	1	11	8	470
IN120008	2	2	4	11	0	-88
IN120008	3	1	5	11	1	25000
IN120009	1	1	25	24	0	-88
IN120009	2	5	1	5	5	240
IN120010	1	10	1	11	10	520
IN120010	2	1	7	11	0	-88
IN120011	1	20	1	11	20	550
IN120011	2	1	4	11	0	-88
IN120012	1	1	5	11	1	9000
IN120012	2	6	1	11	6	460
IN120012	3	2	4	11	0	-88
IN120013	1	13	1	11	13	4740
IN120013	2	1	2	11	1	10000
IN120014	1	1	4	11	1	400
IN120014	2	23	1	11	23	2575
IN120017	1	8	23	26	8	600
IN120018	1	10	1	11	10	480
IN120018	2	1	7	11	0	-88
IN120019	1	5	1	11	5	240
IN120020	1	16	1	11	16	6020
IN120020	2	1	7	11	0	-88
IN120021	1	4	1	11	4	190
IN120022	1	1	4	11	0	 
IN120022	2	4	1	11	4	170
IN120023	1	1	3	11	1	30000
IN120023	2	1	4	11	1	1000
IN120023	3	9	1	11	9	7000
IN120024	1	4	23	23	2	400
IN120024	2	1	30	26	1	1000
IN120025	1	5	1	11	5	440
IN120026	1	5	23	23	5	600
IN120027	1	1	2	11	1	30000
IN120027	2	6	1	11	6	390
IN120028	1	2	1	11	2	100
IN120029	1	3	23	23	3	700
IN120030	1	4	1	11	4	445
IN120030	2	2	4	11	0	-88
IN120031	1	3	23	23	3	6350
IN120033	1	1	2	1	11	30000
IN120033	2	1	4	1	11	1000
IN120033	3	8	1	8	11	4600
IN120034	1	5	1	11	5	560
IN120034	2	3	13	13	3	1050
IN120035	1	13	23	23	13	23000
IN120036	1	24	15	12	24	8000
IN120036	2	3	1	27	3	30
IN120037	1	5	1	11	5	630
IN120037	2	1	7	11	0	-88
IN120039	1	10	9	2	10	500
IN120040	1	3	1	3	11	350
IN120041	1	4	1	5	4	180
IN120042	1	8	13	7	8	1390
IN120043	1	30	1	14	2	200
IN120044	1	4	1	11	4	120
IN120045	1	6	1	11	6	430
IN120046	1	3	1	11	3	500
IN120047	1	1	5	11	1	3000
IN120047	2	2	4	11	0	-88
IN120048	1	1	4	11	0	 
IN120048	2	6	1	11	6	380
IN120049	1	1	4	11	0	0
IN120049	2	6	1	11	6	210
IN120050	1	6	30	7	6	330
IN120051	1	16	1	11	16	715
IN120051	2	1	7	11	0	-88
IN120052	1	1	4	11	1	2000
IN120052	2	21	1	11	21	5885
IN120052	3	1	2	11	1	15000
IN120053	1	4	1	11	4	200
IN120054	1	11	1	11	11	5010
IN120054	2	1	7	11	0	-88
IN120055	1	1	4	11	1	300
IN120055	2	1	5	11	0	-88
IN120055	3	9	1	5	9	270
IN120056	1	1	4	11	1	1000
IN120056	2	20	1	11	20	8050
IN120057	1	5	1	11	5	800
IN120058	1	1	5	11	1	25000
IN120058	2	13	1	11	13	475
IN120058	3	2	4	11	0	-88
IN120059	1	3	1	11	3	400
IN120060	1	11	1	5	11	370
IN120060	2	2	4	11	0	-88
IN120061	1	1	4	11	1	1000
IN120061	2	2	8	11	2	6000
IN120062	1	1	2	11	1	30000
IN120062	2	1	4	11	1	1000
IN120062	3	2	1	11	2	5200
IN120063	1	5	1	11	5	200
IN120064	1	5	1	5	2	30
IN120065	1	1	4	11	0	 
IN120065	2	10	1	11	10	710
IN120066	1	22	23	23	22	3200
IN120066	2	4	1	5	4	210
IN120066	3	1	30	23	1	2000
IN120067	1	6	1	11	6	250
IN120068	1	1	8	11	1	250
IN120068	2	2	1	11	2	225
IN120069	1	3	3	11	3	450
IN120069	2	11	1	11	11	2600
IN120070	1	4	1	11	4	440
IN120070	2	9	1	26	9	3780
IN120070	3	1	7	11	0	-88
IN120071	1	3	30	20	3	2380
IN120072	1	5	1	11	5	400
IN120073	1	6	1	11	6	450
IN120073	2	1	7	11	0	-88
IN120074	1	282	1	11	252	22600
IN120075	1	6	1	11	6	500
IN120076	1	4	1	5	4	60
IN120076	2	2	4	11	0	-88
IN120077	1	5	1	11	5	580
IN120077	2	1	7	11	0	-88
IN120078	1	4	1	11	4	170
IN120079	1	14	23	23	14	1620
IN120081	1	2	4	11	0	-88
IN120081	2	7	1	5	7	760
IN120081	3	1	5	11	0	-88
IN120082	1	3	1	29	3	90
IN120083	1	4	1	11	4	125
IN120084	1	1	2	11	1	7000
IN120084	2	3	8	11	3	4500
IN120084	3	1	4	11	1	1200
IN120085	1	6	1	11	6	300
IN120086	1	23	30	5	23	1200
IN120087	1	4	1	11	4	290
IN120087	2	1	7	11	0	-88
IN120088	1	4	1	11	4	410
IN120088	2	1	7	11	0	-88
IN120089	1	3	1	29	3	270
IN120090	1	5	1	11	5	300
IN120092	1	4	1	29	4	350
IN120094	1	5	1	11	5	320
IN120095	1	2	1	11	2	2500
IN120095	2	5	1	11	5	500
IN120095	3	1	4	11	1	500
IN120096	1	5	30	14	5	530
IN120097	1	8	1	5	8	185
IN120097	2	2	4	11	0	-88
IN120097	3	1	5	11	0	-88
IN120098	1	6	1	11	6	3300
IN120098	2	1	2	11	1	15000
IN120098	3	4	1	11	1	800
IN120099	1	8	9	2	8	10280
IN120100	1	3	1	11	3	300
IN120101	1	3	8	11	3	100
IN130002	1	3	1	11	3	2300
IN130003	1	5	1	11	5	360
IN130003	2	1	7	11	0	-88
IN130004	1	5	1	11	5	430
IN130004	2	7	1	11	0	-88
IN130005	1	4	1	11	4	200
IN130006	1	6	1	5	6	239
IN130006	2	1	4	11	0	-88
IN130007	1	10	13	16	10	1500
IN130008	1	4	1	11	4	250
IN130009	1	1	4	11	1	1000
IN130009	2	6	1	11	6	300
IN130010	1	1	4	11	11	600
IN130010	2	16	1	11	11	510
IN130011	1	2	1	11	2	250
IN130012	1	1	5	11	1	10000
IN130012	2	10	1	11	10	400
IN130012	3	70	8	11	70	3150
IN130013	1	1	4	11	0	 
IN130013	2	6	1	11	6	230
IN130015	1	2	4	11	2	2000
IN130015	2	1	2	11	1	15000
IN130015	3	17	1	11	17	2110
IN130016	1	5	1	11	5	630
IN130018	1	1	4	11	1	1000
IN130018	2	5	1	11	5	385
IN130019	1	6	1	11	6	500
IN130020	1	3	1	11	3	230
IN130020	2	1	7	11	0	-88
IN130021	1	4	1	29	4	350
IN130022	1	7	1	11	7	970
IN130023	1	1	4	11	1	500
IN130023	2	1	5	11	1	15000
IN130023	3	17	1	11	17	640
IN130024	1	8	1	11	8	300
IN130025	1	3	23	23	3	2300
IN130026	1	1	4	11	0	 
IN130026	2	5	1	11	5	260
IN130028	1	1	1	11	1	50
IN130029	1	1	1	27	1	100
IN130029	2	2	4	11	0	-88
IN130030	1	4	1	27	4	180
IN130031	1	1	4	11	0	 
IN130031	2	4	1	11	0	 
IN130031	3	1	2	11	0	 
IN130032	1	4	1	11	4	310
IN130032	2	1	7	11	0	-88
IN130034	1	6	1	11	6	760
IN130034	2	1	7	11	0	-88
IN130036	1	4	1	5	4	280
IN130037	1	5	1	1	5	350
IN130038	1	1	3	11	1	1000
IN130038	2	4	1	11	4	1750
IN130039	1	3	23	23	3	500
IN130041	1	5	1	11	5	400
IN130042	1	3	1	27	3	140
IN130043	1	2	8	11	2	70
IN130045	1	5	30	12	5	3500
IN130046	1	3	1	11	3	350
IN130048	1	2	1	11	2	250
IN130049	1	4	1	5	4	270
IN130050	1	1	4	11	0	 
IN130050	2	5	1	11	5	280
IN130052	1	5	1	11	0	-88
IN130053	1	1	4	11	0	 
IN130053	2	6	1	11	6	300
IN130054	1	3	1	11	3	260
IN130055	1	3	23	23	3	90
IN130056	1	3	1	27	3	340
IN130057	1	1	4	11	1	1000
IN130057	2	6	1	27	6	490
IN130059	1	5	1	29	5	400
IN130060	1	2	12	32	2	500
IN130061	1	1	5	11	1	15000
IN130061	2	2	4	11	2	800
IN130061	3	9	1	11	9	415
IN130062	1	1	3	11	1	800
IN130062	2	4	1	11	1	800
IN130063	1	1	4	11	1	1000
IN130063	2	1	2	11	1	30000
IN130063	3	11	1	11	11	2550
IN130064	1	1	5	11	1	35000
IN130064	2	1	4	11	1	1000
IN130065	1	6	1	11	6	1100
IN130066	1	4	1	11	4	350
IN130067	1	1	4	11	0	 
IN130067	2	4	1	11	4	170
IN130068	1	7	1	11	7	660
IN130069	1	1	4	11	1	500
IN130069	2	3	1	11	3	300
IN130070	1	13	1	11	13	1000
IN130070	2	1	7	11	0	-88
IN130071	1	2	1	11	2	230
IN130072	1	12	1	11	12	1650
IN130072	2	1	4	11	1	150
IN130072	3	1	2	11	1	15000
IN130073	1	1	4	11	0	 
IN130073	2	4	1	11	4	180
IN130074	1	1	4	11	0	 
IN130074	2	6	1	11	6	300
IN130075	1	3	1	11	0	-88
IN130076	1	4	1	11	4	290
IN130076	2	1	7	11	0	-88
