CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUPIMR301	SUPIMR302
IN070093	1	12	46	2006	99	1	0	4	1	5
IN070094	1	16	46	2006	96	1	0	3	4	88
IN070095	1	5	45	2008	2008	6	3	4	5	7
IN070097	1	16	46	1999	2009	1	3	3	4	88
IN070098	1	16	46	2009	99	1	4	4	1	2
IN070099	1	16	36	2006	99	1	0	4	1	4
IN070099	2	19	36	2007	99	8	2	4	1	4
IN070100	1	16	36	2007	99	6	0	4	4	1
IN070100	2	16	36	2007	99	6	3	4	4	1
IN080001	1	5	45	2008	99	6	2	4	2	4
IN080001	2	3	36	2006	99	6	80	3	5	3
IN080002	1	5	45	2008	99	6	2	4	9	88
IN080005	1	5	45	1995	99	6	2	5	6	88
IN080005	2	19	36	2007	2007	6	2	5	5	88
IN080007	1	3	36	2006	99	5	80	4	2	7
IN080007	2	5	45	2006	99	6	4	4	1	3
IN080009	1	5	45	2004	99	6	2	5	5	88
IN080009	2	19	36	2006	2006	6	2	5	5	88
IN080010	1	5	45	1998	2008	6	2	5	5	88
IN080010	2	3	35	2006	99	6	80	5	5	88
IN080011	1	19	36	2006	0	6	2	4	5	88
IN080012	1	5	45	2006	99	8	2	4	5	88
IN080013	1	19	36	2009	99	6	2	5	6	88
IN080013	2	5	45	1998	99	6	2	4	4	88
IN080014	1	5	45	2007	99	8	2	3	5	88
IN080014	2	3	36	2006	99	3	2	4	5	88
IN080015	1	3	36	2006	99	3	2	3	5	88
IN080018	1	3	36	2006	99	6	80	5	5	88
IN080018	2	5	45	2007	99	6	3	5	6	88
IN080019	1	19	36	2008	2009	6	3	5	1	4
IN080021	1	5	45	1999	99	6	2	4	4	88
IN080021	2	3	36	2006	99	6	80	5	5	88
IN080022	1	5	45	2008	99	6	2	5	5	88
IN080022	2	12	36	2007	99	6	0	5	6	88
IN080023	1	5	45	2006	99	6	2	4	5	88
IN080024	1	5	45	2007	99	6	2	4	5	88
IN080024	2	3	36	2000	99	6	80	4	2	1
IN080025	1	3	36	2006	99	5	3	4	2	7
IN080025	2	5	45	2006	99	1	3	4	3	4
IN080026	1	3	36	2006	99	3	80	3	4	88
IN080026	2	5	45	2000	99	6	2	3	5	88
IN080028	1	3	36	2006	99	6	80	3	5	3
IN080029	1	3	36	2006	99	5	3	4	2	7
IN080029	2	5	45	2006	99	6	3	4	3	4
IN080029	3	19	36	2006	99	3	1	5	2	4
IN080030	1	3	36	2006	99	6	80	3	5	3
IN080031	1	3	36	2006	99	6	80	3	5	3
IN080032	1	3	36	2006	99	5	3	4	2	8
IN080032	2	5	45	2006	99	6	3	4	3	4
IN080033	1	5	45	2008	99	6	2	4	2	88
IN080035	1	5	45	2007	99	4	3	4	5	88
IN080035	2	3	36	2006	99	2	80	5	6	88
IN080036	1	3	36	2006	99	6	1	3	5	3
IN080037	1	3	36	2006	99	7	80	1	5	3
IN080038	1	5	45	99	2005	6	2	4	9	88
IN080038	2	3	36	99	2006	4	2	4	2	88
IN080039	1	19	36	2006	99	3	2	5	2	5
IN080040	1	3	36	2006	99	5	5	4	1	7
IN080040	2	5	45	2006	99	6	6	4	2	3
IN080041	1	3	36	2006	99	6	80	2	5	3
IN080041	2	19	36	2006	2006	7	2	2	5	3
IN080042	1	5	45	2006	99	6	4	5	7	2
IN080042	2	19	36	2007	2007	6	4	4	5	88
IN080042	3	3	36	2006	99	3	80	1	7	88
IN080044	1	3	36	2009	99	5	4	4	2	7
IN080044	2	5	45	2009	99	6	4	4	2	4
IN080046	1	3	36	2006	99	5	2	4	2	7
IN080046	2	5	45	2006	99	1	2	4	3	6
IN080047	1	3	36	2006	99	5	29	4	2	7
IN080047	2	5	45	2006	99	6	29	4	3	6
IN080048	1	3	36	2006	99	5	2	4	2	7
IN080048	2	5	45	2006	99	6	2	4	3	4
IN080049	1	5	45	2006	99	6	2	4	2	4
IN080050	1	5	45	2006	99	6	3	5	5	88
IN080050	2	19	36	2005	2005	6	3	5	5	88
IN080051	1	5	45	2008	99	6	2	4	5	88
IN080052	1	5	45	2007	99	6	4	4	5	88
IN080052	2	3	36	2006	99	2	4	3	5	88
IN080053	1	3	36	2006	99	5	4	4	1	7
IN080053	2	5	45	2006	99	6	4	4	2	3
IN080053	3	19	36	2008	2009	6	1	5	1	5
IN080054	1	3	36	2006	99	5	80	4	2	7
IN080054	2	5	45	2006	99	6	5	4	3	4
IN080054	25	5	45	2006	99	6	25	4	3	4
IN080055	1	3	36	2006	99	6	80	3	5	3
IN080056	1	3	36	2006	99	6	80	3	5	3
IN080057	1	3	36	2006	99	3	80	2	4	88
IN080058	1	5	45	2008	99	6	2	4	2	88
IN080059	1	5	45	2007	99	6	2	4	4	88
IN080059	2	3	36	2006	99	2	2	3	5	88
IN080060	1	3	36	2006	99	5	4	4	2	7
IN080060	2	5	45	2006	99	6	4	4	3	4
IN080061	1	3	36	2006	99	5	3	4	2	7
IN080063	1	19	36	2007	0	6	2	4	2	88
IN080064	1	3	36	2006	99	2	1	4	2	7
IN080065	1	3	36	2006	99	5	1	4	2	7
IN080066	1	3	36	2006	99	3	80	3	4	88
IN080067	1	5	45	2007	99	6	4	4	9	88
IN080067	2	3	36	2006	99	6	80	5	5	88
IN080068	1	3	36	2006	99	6	80	3	5	3
IN080069	1	19	36	2008	2008	6	2	5	5	88
IN080069	2	3	36	2006	99	3	8	2	7	88
IN080069	3	5	45	2009	99	6	2	4	5	88
IN080070	1	3	36	2006	99	5	3	4	2	7
IN080070	2	19	36	2008	2009	6	1	5	1	4
IN080071	1	3	36	2006	99	5	2	4	2	7
IN080071	2	19	36	2008	2009	6	1	5	3	5
IN080072	1	3	36	2006	99	5	2	4	2	7
IN080072	2	5	45	2006	99	6	2	4	3	5
IN080073	1	3	36	2006	99	2	5	3	5	88
IN080074	1	3	36	2006	99	3	8	1	7	88
IN080074	2	5	45	2007	2007	6	2	2	5	88
IN080075	1	3	36	2006	99	6	2	1	3	88
IN080076	1	5	45	2006	99	6	2	4	2	88
IN080076	2	19	36	2006	99	2	2	4	2	88
IN080080	1	3	36	2004	99	6	3	1	5	88
IN080081	1	5	45	2006	99	6	4	4	3	5
IN080081	2	19	36	2007	99	3	1	5	1	2
IN080081	3	19	36	2008	2008	6	1	4	1	4
IN080082	1	19	50	2006	99	6	2	4	5	3
IN080082	2	5	45	2006	99	7	4	5	3	 
IN080083	1	19	36	2000	2000	6	2	5	5	8
IN080083	2	3	36	2006	99	2	2	3	4	88
IN080083	3	5	45	2007	99	6	2	4	5	88
IN080084	1	19	45	2008	99	7	2	4	5	3
IN080084	2	19	36	2004	99	7	2	3	5	3
IN080085	1	5	45	2006	99	6	2	4	3	4
IN080086	1	5	45	2005	99	6	4	4	9	88
IN080087	1	5	45	1998	99	6	3	4	2	88
IN080087	2	19	36	2006	2009	6	2	4	5	88
IN080087	3	3	36	2006	99	2	80	4	2	88
IN080088	1	5	45	2007	99	6	3	3	5	88
IN080089	1	3	35	2000	99	6	5	5	5	88
IN080090	1	5	45	2004	99	6	5	4	2	4
IN080092	1	19	36	2008	2008	6	4	5	5	88
IN080092	2	5	45	2000	99	6	4	5	6	88
IN080092	3	19	36	2000	99	3	1	5	2	5
IN080093	1	5	45	2007	99	6	4	4	4	88
IN080093	2	3	36	2006	99	2	4	3	5	88
IN080093	3	1	36	2007	2007	8	3	5	1	88
IN080094	1	19	36	2009	2009	6	4	4	5	88
IN080094	2	5	45	2005	99	6	4	4	5	88
IN080094	3	3	36	2006	99	3	8	2	7	88
IN080095	1	5	45	2005	99	6	2	4	9	88
IN080096	1	5	45	2006	99	6	4	4	3	5
IN080096	2	19	36	2008	2008	6	1	4	2	88
IN080097	1	5	45	2007	99	6	2	4	5	88
IN080097	2	3	36	2006	99	2	2	3	4	88
IN080099	1	5	45	2006	99	6	2	4	2	4
IN080100	1	5	45	2000	99	6	4	3	9	88
IN090001	1	19	36	2008	99	6	4	4	5	3
IN090002	1	3	36	2005	99	5	1	3	5	3
IN090003	1	5	45	2007	99	3	4	4	3	88
IN090003	2	3	36	2008	99	5	6	3	7	88
IN090005	1	12	36	2009	99	1	28	5	4	6
IN090005	2	5	45	2004	99	1	3	4	3	88
IN090008	1	5	45	2007	99	8	5	5	4	3
IN090009	1	5	45	2007	99	6	3	4	9	88
IN090009	2	19	36	2006	2006	6	3	4	5	88
IN090010	1	3	36	2006	99	5	3	4	2	7
IN090011	1	19	36	2008	99	3	1	4	1	88
IN090011	2	19	36	2007	99	6	3	4	5	88
IN090012	1	5	45	2008	2008	8	2	4	4	5
IN090013	1	5	45	2004	99	8	3	5	6	3
IN090014	1	5	45	2004	99	8	2	5	4	6
IN090014	2	16	36	2009	99	6	0	4	4	88
IN090015	1	5	45	2005	99	8	3	4	9	88
IN090015	2	19	36	2006	2007	6	3	4	5	88
IN090016	1	5	45	2009	99	3	2	4	4	88
IN090016	2	14	36	2006	99	4	80	2	7	88
IN090016	3	12	36	2007	99	1	80	5	4	88
IN090018	1	5	45	2006	99	6	2	4	9	88
IN090020	1	12	36	2006	99	6	0	4	4	88
IN090021	1	12	36	2007	99	1	3	4	4	6
IN090021	2	12	36	2009	99	1	28	4	4	6
IN090023	1	5	45	2007	99	3	2	4	4	5
IN090023	2	3	36	2006	99	5	2	4	2	7
IN090024	1	19	36	2008	2008	6	6	4	5	6
IN090025	1	16	36	2009	99	6	4	4	4	6
IN090026	1	1	36	2008	2008	4	2	4	4	88
IN090027	1	19	36	2004	99	7	4	2	5	3
IN090028	1	5	45	2006	0	8	4	5	4	3
IN090029	1	5	45	2008	99	8	6	5	4	88
IN090030	1	5	45	2007	99	8	6	5	3	4
IN090031	1	12	46	2006	2008	6	0	2	6	88
IN090031	2	19	36	2009	99	3	1	4	1	88
IN090032	1	16	46	2006	2007	6	28	3	4	88
IN090033	1	12	36	1998	99	6	3	4	4	88
IN090033	2	5	45	2008	99	6	2	3	1	88
IN090034	1	19	36	2004	99	7	4	2	5	3
IN090035	1	5	45	2007	99	6	2	4	2	88
IN090035	2	19	36	2008	99	6	2	2	5	88
IN090035	3	19	36	2009	2009	6	2	4	5	88
IN090036	1	5	45	2005	99	6	2	4	4	88
IN090037	1	3	36	2004	99	8	80	3	4	5
IN090037	2	19	36	2006	99	3	2	4	3	88
IN090038	1	19	36	2007	99	6	2	4	5	88
IN090039	1	5	45	2006	99	6	4	4	2	3
IN090039	2	3	36	2006	99	5	4	4	4	7
IN090041	1	3	36	2006	99	5	4	4	2	7
IN090041	2	19	36	2005	99	3	1	5	1	5
IN090042	1	19	36	2004	2004	6	4	4	4	88
IN090042	2	5	45	2007	99	6	2	4	5	88
IN090043	1	5	45	2006	99	6	2	4	4	2
IN090044	1	5	45	2006	99	3	5	4	3	4
IN090045	1	5	36	2008	99	3	80	4	1	3
IN090047	1	5	45	2008	99	7	4	4	5	88
IN090049	1	3	36	2006	99	6	2	3	5	4
IN090052	1	19	36	2008	99	3	2	5	2	5
IN090053	1	3	36	2006	99	4	80	1	4	7
IN090055	1	3	36	2006	9	4	80	1	4	7
IN090057	1	3	36	2006	99	3	80	4	5	4
IN090058	1	3	36	2006	99	6	2	5	2	88
IN090059	1	3	36	2006	99	4	80	4	5	88
IN090061	1	19	36	2004	99	7	80	3	5	7
IN090061	2	3	36	2007	99	5	80	4	5	3
IN090063	1	19	36	2007	2007	5	80	4	5	6
IN090064	1	3	36	2006	99	4	80	4	4	7
IN090064	2	19	36	2005	99	6	80	4	5	6
IN090068	1	19	36	2008	2008	6	2	4	3	5
IN090069	1	3	36	2006	99	5	3	4	2	7
IN090071	1	3	36	2006	99	4	80	4	7	88
IN090071	2	5	36	2007	99	3	4	4	3	88
IN090072	1	5	45	2007	99	6	2	4	9	88
IN090073	1	19	36	2007	2007	6	3	5	5	88
IN090073	2	5	45	2006	99	6	3	5	5	88
IN090074	1	19	36	2005	2005	6	3	5	5	88
IN090074	2	5	45	2007	99	6	3	5	6	88
IN090075	1	5	45	2006	99	6	2	4	2	5
IN090076	1	5	45	2008	99	6	2	4	4	88
IN090077	1	3	36	2006	99	4	2	2	5	3
IN090079	1	19	36	2006	2006	6	2	5	5	88
IN090080	1	5	45	2008	99	6	2	5	5	88
IN090081	1	12	36	2007	99	6	3	4	4	6
IN090081	2	3	36	2006	99	5	2	4	2	7
IN090081	3	5	45	2006	99	6	2	5	1	3
IN090082	1	5	45	2007	2008	8	2	5	3	4
IN090083	1	5	45	2003	99	6	4	4	3	88
IN090083	2	3	36	2006	99	5	4	4	2	7
IN090084	1	5	45	2005	99	6	4	4	4	88
IN090085	1	19	36	2006	99	3	1	5	1	2
IN090085	2	3	36	2006	99	5	3	4	2	7
IN090086	1	3	36	2006	99	4	88	5	7	88
IN090086	2	5	45	2007	99	3	88	4	4	88
IN090086	3	12	36	2007	99	1	88	5	4	88
IN090088	1	1	36	2008	99	6	5	4	9	88
IN090089	1	5	45	2004	2006	8	2	5	3	4
IN090090	1	5	45	2000	99	6	2	4	9	88
IN090091	1	19	36	2008	2008	8	2	4	5	88
IN090091	2	12	36	1999	99	6	3	4	4	88
IN090092	1	5	45	2006	99	3	4	4	3	5
IN090092	2	12	36	2007	2007	6	0	4	4	88
IN090093	1	5	45	2007	99	6	2	5	5	88
IN090094	1	19	36	2007	2008	6	3	2	5	6
IN090094	2	19	36	2008	99	1	3	4	4	6
IN090095	1	5	45	2007	99	6	30	4	9	88
IN090096	1	5	45	2008	2008	8	2	5	4	88
IN090100	1	5	45	2009	99	6	2	4	9	88
IN100008	1	6	36	2006	99	3	4	4	2	5
IN100008	2	5	45	2006	99	6	3	4	1	3
IN100010	1	5	45	2008	99	6	2	3	4	88
IN100015	1	5	45	2007	99	6	2	2	2	88
IN100016	1	5	45	2007	99	6	2	3	8	88
IN100024	1	5	45	2006	99	6	2	4	2	4
IN100025	1	5	45	2007	99	6	2	4	5	88
IN100026	1	1	5	2007	99	6	2	2	2	88
IN100028	1	3	45	1999	99	5	2	5	3	4
IN100030	1	5	45	2006	99	6	4	4	3	4
IN100032	1	5	45	2006	99	6	2	4	2	88
IN100034	1	5	45	2006	99	6	2	4	5	88
IN100034	2	19	50	2008	0	6	2	4	5	2
IN100035	1	5	45	2007	99	6	2	4	5	88
IN100036	1	5	45	2006	99	6	6	4	2	3
IN100036	2	6	36	2006	99	3	8	5	2	5
IN100036	3	19	36	2006	99	3	2	5	2	5
IN100038	1	5	45	2006	99	3	2	4	5	88
IN100043	1	3	45	2006	99	6	2	4	2	4
IN100044	1	5	45	2006	99	5	2	4	2	4
IN100046	1	5	45	2005	99	6	4	4	4	88
IN100047	1	5	45	2006	99	3	5	4	4	5
IN100053	1	5	45	2006	99	6	2	4	5	88
IN100054	1	5	45	2000	99	6	2	4	5	88
IN100058	1	5	45	2007	99	6	5	4	5	88
IN100058	2	19	36	2005	99	3	2	5	9	88
IN100059	1	5	45	2006	99	6	2	4	5	88
IN100060	1	5	45	2006	99	6	4	4	2	4
IN100061	1	5	45	2008	99	6	3	4	8	88
IN100061	2	19	36	2006	99	3	1	5	5	88
IN100062	1	5	45	2006	99	6	2	4	2	4
IN100063	1	5	45	2006	99	6	30	4	2	4
IN100064	1	19	36	2008	99	3	2	5	9	88
IN100066	1	5	45	2000	99	6	4	4	4	88
IN100069	1	19	36	2008	2009	7	2	4	9	88
IN100071	1	5	45	2007	99	6	2	4	2	5
IN100073	1	5	45	2007	99	6	2	4	9	8
IN100074	1	5	45	2006	99	6	2	1	4	88
IN100074	2	19	36	2004	99	3	4	5	5	88
IN100078	1	5	45	2006	99	6	4	4	2	4
IN100081	1	5	45	2007	99	6	3	4	9	88
IN100081	2	19	36	1999	99	3	1	5	9	88
IN100085	1	5	45	2008	99	8	4	4	5	88
IN100087	1	5	45	2006	99	6	4	4	1	3
IN100087	2	6	36	2007	99	3	0	5	2	5
IN100090	1	5	45	2007	99	6	2	4	5	88
IN100092	1	19	36	2007	99	3	2	4	9	88
IN100093	1	5	45	2006	99	6	2	4	5	3
IN100094	1	5	45	2004	99	6	2	4	5	88
IN100099	1	5	45	2006	99	6	2	4	4	88
IN110001	1	19	45	2006	99	4	2	4	4	1
IN110001	2	19	48	2008	99	5	2	4	4	1
IN110003	1	1	48	2008	99	8	3	4	1	4
IN110003	2	5	48	2005	99	6	4	4	4	1
IN110003	3	5	48	2005	99	6	5	4	4	5
IN110004	1	1	45	2000	99	6	6	4	1	5
IN110005	1	19	48	2008	2009	8	7	4	4	5
IN110005	2	19	36	2006	99	5	2	4	5	1
IN110005	3	19	36	2006	99	5	4	4	1	5
IN110007	1	1	40	2000	99	6	4	3	1	4
IN110008	1	19	48	2004	99	4	6	4	4	1
IN110011	1	5	48	2008	99	4	2	4	4	5
IN110012	1	19	48	2001	99	6	4	4	1	7
IN110012	2	19	45	2002	99	6	4	4	9	1
IN110013	1	1	45	2007	2008	8	3	4	1	5
IN110013	2	19	45	2008	2009	8	3	4	1	5
IN110013	3	1	36	2008	2009	8	2	4	1	5
IN110014	1	1	40	1995	99	6	1	4	4	1
IN110014	2	1	45	2008	99	6	5	4	7	1
IN110015	1	5	36	2007	2009	5	2	3	1	2
IN110016	1	1	36	2008	99	6	1	4	1	5
IN110016	2	1	45	2007	99	8	2	4	1	5
IN110018	1	19	36	2008	2008	6	4	4	5	88
IN110018	2	19	36	2000	99	6	3	4	1	5
IN110019	1	19	36	2008	2008	6	3	4	5	88
IN110020	1	19	36	2009	99	4	80	3	5	88
IN110021	1	19	45	2007	99	6	4	4	4	1
IN110021	2	1	40	2000	99	6	4	4	1	2
IN110022	1	19	36	2007	2007	6	2	4	5	88
IN110023	1	19	36	2005	99	6	0	1	9	88
IN110023	2	19	36	2006	99	6	5	1	9	88
IN110024	1	19	36	2008	99	4	80	4	5	88
IN110025	1	1	36	2005	99	6	1	4	1	88
IN110027	1	12	36	2006	99	6	0	5	6	88
IN110027	2	19	36	2006	99	6	6	5	5	88
IN110028	1	19	36	2007	2007	6	4	5	5	88
IN110029	1	19	36	2003	9	6	0	5	9	88
IN110029	2	19	36	2007	2007	6	3	5	5	88
IN110030	1	19	36	2008	2008	4	80	3	5	88
IN110030	2	19	36	2008	2008	4	2	5	8	88
IN110031	1	19	36	2008	99	4	80	3	5	88
IN110033	1	1	36	2004	99	6	1	4	1	88
IN110037	1	19	36	2008	2008	6	3	4	5	88
IN110037	2	19	36	2001	99	6	2	4	1	2
IN110037	3	19	36	2008	2008	6	80	4	5	88
IN110038	1	19	36	2008	2009	2	2	4	5	88
IN110039	1	19	45	2005	99	6	7	4	1	2
IN110040	1	19	36	2008	2008	6	6	4	5	88
IN110041	1	9	45	2007	99	6	6	4	5	1
IN110042	1	1	36	2008	99	6	80	4	1	5
IN110043	1	1	45	2005	99	6	3	4	1	2
IN110043	2	1	50	1999	99	6	2	4	1	2
IN110044	1	19	36	2000	2000	6	6	5	5	88
IN110044	2	19	36	2004	99	6	6	5	9	88
IN110046	1	12	36	2007	99	5	0	4	6	88
IN110046	2	12	36	2006	99	5	28	4	6	88
IN110046	3	12	48	2006	99	5	80	4	6	9
IN110047	1	12	36	2006	99	6	0	3	6	88
IN110047	2	12	36	2003	99	6	7	3	6	88
IN110047	3	19	36	2007	99	4	80	4	4	88
IN110048	1	12	36	2007	99	6	0	3	6	88
IN110048	2	12	36	2005	99	6	28	3	6	88
IN110050	1	1	36	2005	99	6	4	4	1	88
IN110050	2	3	36	2006	99	5	4	4	7	88
IN110051	1	1	36	2004	99	6	1	4	1	88
IN110051	2	12	36	2002	99	6	28	4	6	4
IN110052	1	1	40	1998	99	6	1	4	2	1
IN110052	2	19	45	2007	99	6	3	4	5	7
IN110053	1	1	36	2008	2008	8	1	4	1	5
IN110054	1	12	48	2008	99	6	0	4	4	5
IN110055	1	19	45	2007	99	6	2	4	1	2
IN110055	2	1	40	2000	99	6	1	4	2	1
IN110056	1	1	36	2007	2007	8	3	4	1	5
IN110056	2	12	48	2006	99	6	0	4	1	5
IN110057	1	12	36	2008	99	1	3	4	4	6
IN110057	2	12	48	2009	99	1	28	4	4	6
IN110058	1	1	48	2007	2008	8	2	4	1	5
IN110058	2	5	36	2007	2008	8	2	4	1	5
IN110059	1	19	45	2005	99	6	4	4	2	1
IN110061	1	1	36	2001	99	6	1	4	4	5
IN110063	1	12	36	2007	99	6	0	4	4	88
IN110063	2	19	36	2007	2007	6	2	5	5	88
IN110063	3	19	36	2003	99	4	0	5	9	88
IN110064	1	19	36	2007	2007	6	80	4	5	88
IN110064	2	3	36	2006	99	5	80	4	1	2
IN110064	3	12	36	2000	99	6	0	4	4	6
IN110065	1	1	36	2008	99	6	1	4	4	5
IN110066	1	16	36	2008	99	6	0	4	4	88
IN110066	2	3	36	2006	99	5	80	4	7	88
IN110068	1	19	40	1999	99	6	4	4	1	4
IN110069	1	1	45	2008	99	8	3	4	2	5
IN110070	1	12	36	2007	99	6	0	4	6	88
IN110071	1	16	36	2008	99	6	0	4	4	88
IN110071	2	3	36	2006	99	5	80	4	7	88
IN110071	3	19	36	2008	99	6	2	4	1	9
IN110072	1	16	48	2005	99	6	80	4	4	5
IN110073	1	12	36	2007	99	6	0	4	6	88
IN110073	2	12	36	1999	99	6	10	4	6	88
IN110074	1	19	45	2007	99	6	4	4	5	4
IN110074	2	1	40	2000	2000	6	4	4	1	4
IN110076	1	19	48	2004	99	6	2	4	5	1
IN110077	1	16	36	2005	99	6	0	4	4	88
IN110077	2	1	36	2005	99	6	3	4	1	88
IN110077	3	4	36	2005	99	6	3	4	4	88
IN110078	1	9	36	2009	2009	6	80	4	5	88
IN110078	2	3	36	2006	99	5	80	4	1	2
IN110078	3	12	36	2004	99	6	0	4	4	6
IN110079	1	16	36	2008	99	6	0	4	4	88
IN110079	2	3	36	2006	99	6	88	4	7	88
IN110080	1	1	36	2008	99	4	1	4	2	5
IN110081	1	1	36	2009	99	6	2	4	1	5
IN110082	1	12	36	2007	99	6	0	4	6	88
IN110083	1	12	36	2004	99	6	0	4	4	6
IN110083	2	14	36	2006	99	5	80	3	2	5
IN110086	1	19	50	2007	99	6	9	4	1	2
IN110086	2	1	40	2000	99	6	6	4	7	1
IN110087	1	12	36	2007	99	6	0	5	5	88
IN110088	1	12	48	2009	99	4	3	4	5	2
IN110088	2	9	45	2008	99	4	3	4	2	5
IN110089	1	1	36	2009	2009	8	1	4	4	5
IN110089	2	16	48	2008	99	6	0	4	4	5
IN110091	1	12	36	2007	99	6	0	1	1	2
IN110092	1	19	36	2000	99	6	3	4	4	1
IN110093	1	1	36	2008	2008	8	1	4	1	4
IN110094	1	12	36	2006	99	6	0	5	6	88
IN110095	1	1	36	2005	99	6	1	4	1	88
IN110097	1	16	36	2009	99	6	0	4	4	88
IN110097	2	3	36	2006	99	5	80	4	7	88
IN110100	1	12	36	2005	99	4	0	5	4	6
IN110103	1	12	36	2008	99	6	0	1	6	88
IN110103	2	19	36	2009	99	6	80	1	5	88
IN110104	1	12	36	2008	99	6	0	1	6	88
IN110104	2	19	36	2008	99	6	3	1	9	88
IN110104	3	19	36	2008	99	6	4	1	9	88
IN120001	1	19	36	2008	2008	6	2	4	5	88
IN120001	2	12	36	2007	99	1	0	3	1	88
IN120002	1	19	36	2007	99	6	2	4	8	88
IN120003	1	1	36	2006	99	6	1	4	1	88
IN120005	1	5	45	2008	99	8	3	4	1	5
IN120006	1	5	36	2008	99	6	3	4	5	4
IN120008	1	19	36	2009	2009	6	4	4	5	88
IN120008	2	19	36	2009	99	6	3	4	5	2
IN120010	1	1	36	2005	99	6	2	4	1	6
IN120011	1	19	36	2006	99	6	4	4	5	88
IN120012	1	19	36	2006	99	6	4	4	2	5
IN120013	1	1	36	2005	99	6	2	4	1	88
IN120014	1	1	36	2007	99	6	3	4	1	5
IN120018	1	1	36	2004	99	6	3	4	1	88
IN120020	1	1	36	2006	99	6	1	4	1	5
IN120020	2	1	36	2006	99	6	1	4	1	88
IN120024	1	5	48	2008	2009	6	2	4	1	5
IN120025	1	1	36	2009	99	6	2	4	5	4
IN120025	2	5	48	2006	99	1	0	5	4	5
IN120026	1	19	36	2008	99	6	3	4	2	5
IN120027	1	19	36	2008	2008	8	2	4	1	5
IN120028	1	1	36	2007	99	8	4	4	1	8
IN120028	2	5	45	2007	99	8	4	4	1	8
IN120029	1	5	45	2007	99	8	3	4	1	5
IN120030	1	19	36	2008	2008	6	2	4	5	88
IN120030	2	5	48	2008	99	8	80	4	1	4
IN120030	3	12	36	2007	99	1	0	3	1	88
IN120031	1	19	36	2008	2009	6	3	4	5	6
IN120031	2	19	36	2008	99	6	2	4	5	4
IN120033	1	1	45	2008	99	8	80	4	1	5
IN120036	1	19	36	2006	99	6	1	4	2	5
IN120037	1	1	36	2004	99	6	1	4	2	88
IN120039	1	19	36	2008	99	8	6	4	1	5
IN120042	1	19	36	2008	2009	6	2	2	5	88
IN120045	1	1	36	2008	99	6	1	4	1	5
IN120046	1	1	36	2007	99	6	1	4	2	4
IN120046	2	16	48	2006	99	6	0	5	6	4
IN120047	1	19	36	2008	99	6	1	4	5	6
IN120047	2	12	48	2008	99	6	0	4	4	6
IN120048	1	19	36	2008	99	6	1	4	1	5
IN120048	2	5	48	2008	99	8	80	4	1	5
IN120049	1	5	48	2008	99	8	80	4	1	5
IN120051	1	1	36	2005	99	6	3	4	1	4
IN120051	2	5	48	2008	99	8	80	4	1	5
IN120052	1	19	48	2007	2008	6	6	4	8	5
IN120052	2	19	36	2008	99	6	80	4	1	5
IN120052	3	12	36	2007	99	1	80	4	1	88
IN120054	1	1	36	2004	99	6	4	4	1	5
IN120055	1	19	48	2006	2006	6	3	4	5	6
IN120056	1	19	36	2006	99	6	80	4	1	5
IN120057	1	1	36	 	99	6	6	4	2	4
IN120058	1	19	36	2006	99	6	1	4	5	2
IN120059	1	1	36	2008	99	6	4	4	1	5
IN120060	1	19	36	2006	99	6	1	4	5	6
IN120060	2	12	48	2006	99	6	80	4	4	6
IN120061	1	1	36	2008	99	6	1	4	1	4
IN120061	2	12	36	2007	99	1	0	4	1	88
IN120062	1	19	36	2008	2008	8	3	4	1	5
IN120063	1	19	48	2006	2008	4	2	4	8	5
IN120066	1	19	48	2008	2009	6	0	4	5	4
IN120068	1	19	48	2009	2009	1	2	5	6	5
IN120069	1	1	36	2008	99	6	3	4	1	5
IN120069	2	19	36	2008	2008	8	4	4	1	5
IN120070	1	1	36	2004	99	6	3	4	1	88
IN120071	1	19	36	2008	2009	6	2	4	5	4
IN120072	1	1	36	2007	99	6	1	4	2	4
IN120073	1	1	36	2006	99	6	1	4	1	88
IN120074	1	1	46	2008	99	1	80	4	1	5
IN120075	1	5	45	2008	99	6	4	4	1	4
IN120076	1	19	36	2008	2009	6	2	4	5	6
IN120076	2	19	36	2006	99	6	1	4	5	6
IN120077	1	1	36	2006	99	6	1	4	1	88
IN120078	1	19	36	2007	2009	4	6	4	7	5
IN120079	1	19	36	2006	99	6	1	4	5	3
IN120079	2	19	36	2008	2009	6	2	4	5	4
IN120082	1	19	36	2006	2008	4	5	5	4	88
IN120082	2	12	36	2007	99	1	0	4	2	88
IN120084	1	1	36	2002	99	6	2	4	6	1
IN120084	2	12	36	2007	99	1	0	3	1	88
IN120085	1	19	36	2008	2009	8	80	4	1	5
IN120086	1	19	36	2008	2009	6	5	4	5	4
IN120086	2	12	36	2007	99	1	0	4	1	88
IN120087	1	1	36	2005	99	6	2	4	1	88
IN120088	1	1	36	2005	99	6	3	4	1	4
IN120089	1	19	36	2008	2009	8	2	4	1	5
IN120089	2	5	45	2009	99	8	2	4	1	5
IN120089	3	12	36	2007	99	1	0	4	1	88
IN120090	1	1	36	2008	99	6	4	4	6	4
IN120091	1	1	45	2008	99	6	4	4	1	5
