CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUPIMR301	SUPIMR302
IN040034	4	3	36	2007	99	5	80	4	1	5
IN040035	1	5	36	2006	99	6	3	3	1	3
IN040035	2	3	36	2007	2008	2	1	3	2	5
IN040035	3	12	46	2006	99	6	4	4	6	88
IN040035	4	16	36	2006	99	1	4	5	1	2
IN040036	1	3	36	2007	99	4	80	4	2	5
IN040036	2	16	36	2008	99	1	3	4	2	6
IN040036	3	5	45	2006	99	8	2	4	2	5
IN040036	4	12	46	2008	99	6	0	4	4	88
IN040037	1	5	45	2008	99	8	3	4	4	88
IN040037	2	16	36	2007	99	6	0	4	6	4
IN040037	3	16	44	2007	99	1	4	4	4	2
IN040038	1	3	36	2007	99	2	2	4	1	2
IN040038	2	5	45	2006	99	6	2	3	3	88
IN040038	3	16	46	2006	99	6	0	5	1	6
IN040038	4	12	36	2006	99	1	3	5	2	88
IN040039	1	3	36	2008	99	4	80	4	4	88
IN040039	2	19	36	2007	99	3	2	4	5	88
IN040039	3	5	36	2006	99	8	4	4	5	3
IN040040	1	16	44	2007	99	1	0	4	2	6
IN040040	2	16	44	2009	99	1	3	4	2	6
IN040040	3	3	36	2007	99	5	1	4	1	5
IN040041	1	3	36	2007	99	5	1	4	5	2
IN040041	2	5	45	2006	99	8	2	3	5	2
IN040041	3	16	36	2008	99	1	0	4	4	2
IN040041	4	16	36	2009	99	1	6	4	2	88
IN040042	1	16	44	2007	99	1	0	4	2	6
IN040042	2	16	44	2009	99	1	4	4	2	6
IN040042	3	3	36	2007	99	5	80	4	2	6
IN040043	1	3	36	2007	99	4	80	4	1	2
IN040043	2	12	36	2008	99	1	0	4	1	4
IN040043	3	19	36	2007	99	3	1	4	7	5
IN040044	1	3	36	2007	99	5	80	4	1	5
IN040044	2	16	44	2006	99	1	0	5	2	4
IN040045	1	12	36	2007	99	1	4	4	1	2
IN040045	2	3	36	2009	99	4	80	4	4	2
IN040045	3	16	36	2008	99	1	0	4	1	2
IN040046	1	16	44	2007	99	1	0	4	2	6
IN040046	2	16	44	2009	99	1	5	4	2	6
IN040046	3	3	36	2007	99	5	2	4	2	5
IN040047	1	3	36	2007	99	4	80	4	1	88
IN040047	2	19	36	2007	99	3	6	4	1	5
IN040048	1	3	36	2007	99	4	80	4	2	5
IN040048	2	5	45	2008	99	8	3	4	2	5
IN040048	3	16	36	2008	99	1	0	4	2	4
IN040048	4	12	46	2008	99	6	0	4	4	6
IN040049	1	3	36	2007	99	2	2	4	1	2
IN040049	2	16	36	2006	99	1	0	4	2	4
IN040049	3	12	44	2006	99	1	4	4	2	4
IN040050	1	5	45	2006	99	8	2	4	3	5
IN040050	2	12	46	2006	99	6	0	4	4	2
IN040050	3	16	36	2006	99	1	3	4	2	6
IN040050	4	3	36	2007	99	5	1	4	2	5
IN040051	1	3	36	2007	99	4	80	4	1	2
IN040051	2	16	49	2008	99	6	0	4	4	2
IN040051	3	5	36	2006	99	8	4	4	5	3
IN040052	1	3	36	2007	99	2	1	3	2	5
IN040052	2	16	36	2008	99	1	0	4	4	2
IN040052	3	16	44	2006	99	1	6	4	2	4
IN040053	1	3	36	2007	99	5	80	4	2	5
IN040053	2	16	44	2006	99	1	0	4	2	4
IN040053	3	12	46	2006	99	6	0	4	2	4
IN040054	1	3	36	2007	99	3	1	4	2	5
IN040054	2	16	44	2006	99	1	5	3	2	4
IN040054	3	12	36	2007	99	1	0	4	1	4
IN040055	1	3	36	2008	99	4	80	4	1	2
IN040055	2	16	44	2007	99	1	3	4	4	1
IN040055	3	12	36	2007	99	1	0	4	1	4
IN040055	4	5	45	2006	99	8	2	4	3	88
IN040056	1	5	45	2006	99	6	4	4	2	3
IN040056	2	3	36	2007	99	3	80	4	5	88
IN040056	3	16	36	2006	99	1	0	5	4	2
IN040058	1	5	45	2006	99	6	2	4	2	5
IN040058	2	3	36	2007	99	3	1	4	5	2
IN040058	3	16	36	2006	99	1	0	5	2	4
IN040058	4	12	46	2006	99	6	0	4	4	88
IN040060	1	19	36	2008	99	3	2	4	5	1
IN040060	2	5	36	2006	99	8	4	4	5	3
IN040061	1	5	45	2006	99	8	2	2	1	88
IN040061	2	16	36	2009	99	1	0	4	6	1
IN040061	3	12	46	2009	99	6	0	4	4	88
IN040064	1	5	36	2001	99	6	2	4	1	2
IN040064	2	3	36	2007	99	2	80	3	3	2
IN040067	1	16	36	2006	99	5	80	4	3	5
IN040068	1	5	36	2008	99	8	2	4	5	2
IN040069	1	5	36	2006	99	6	4	4	2	3
IN040069	2	12	46	2007	99	6	0	4	4	88
IN040069	3	16	36	2007	99	1	0	5	1	2
IN040069	4	16	43	2007	99	1	5	4	2	88
IN040070	1	5	36	2008	99	8	4	3	3	5
IN040071	1	3	45	2006	99	8	2	4	2	4
IN040073	1	5	45	2006	99	6	2	4	5	3
IN040073	2	16	44	2006	99	1	3	4	1	4
IN040074	1	3	36	2007	99	4	80	4	2	4
IN040074	2	5	45	2007	99	8	2	4	2	4
IN040074	3	16	36	2006	99	1	0	4	2	4
IN040075	1	5	45	2006	99	8	4	4	2	4
IN040077	1	5	36	2006	99	8	2	4	2	4
IN040078	1	5	36	2004	99	6	5	4	2	4
IN040080	1	5	45	2007	99	8	5	4	6	4
IN040081	1	16	44	2008	99	1	0	4	4	6
IN040081	2	16	44	2006	99	1	4	4	6	4
IN040081	3	5	36	2006	99	8	2	4	2	4
IN040081	4	3	36	2007	99	5	1	4	1	5
IN040082	1	3	36	2007	99	4	80	4	1	5
IN040082	2	12	36	2007	99	6	0	4	1	4
IN040082	3	16	44	2008	99	6	9	4	1	4
IN040083	1	5	5	2007	99	6	2	4	1	2
IN040084	1	5	45	2008	99	8	2	4	1	2
IN040084	2	16	36	2006	2009	1	0	3	1	2
IN040084	3	16	44	2009	99	1	0	4	3	4
IN040085	1	5	36	2006	99	6	3	4	1	2
IN040085	2	19	36	2007	99	3	8	4	2	88
IN040086	1	5	45	2006	99	6	3	4	3	5
IN040086	2	19	36	2006	99	3	1	4	1	5
IN040086	3	16	36	2006	99	1	4	4	4	6
IN040087	1	3	36	2007	99	3	80	4	2	5
IN040087	2	5	45	2006	99	6	2	4	5	2
IN040087	3	16	44	2008	99	1	0	5	4	6
IN040087	4	16	36	2009	99	1	5	4	2	8
IN040088	1	16	44	2009	99	1	0	4	2	4
IN040088	2	5	36	2006	99	8	3	4	4	6
IN040088	3	3	36	2008	99	5	80	4	2	5
IN040089	1	3	36	2007	99	5	80	4	2	5
IN040089	2	16	44	2008	99	1	0	4	2	4
IN040089	3	16	36	2006	99	1	0	4	2	4
IN040090	1	5	36	2006	99	8	7	4	2	4
IN040090	2	16	44	2007	99	1	0	4	2	4
IN040090	3	12	36	2009	99	1	4	4	4	2
IN040090	4	3	36	2007	99	5	80	4	1	2
IN040091	1	3	36	2007	99	4	80	4	1	5
IN040091	2	16	44	2008	99	1	8	5	1	4
IN040091	3	12	36	2008	99	1	0	4	1	4
IN040091	4	5	45	2006	99	8	1	4	5	88
IN040092	1	16	44	2007	99	6	3	5	1	4
IN040092	2	3	36	2007	99	4	80	4	1	88
IN040092	3	12	36	2008	99	6	0	4	1	4
IN040092	4	5	45	2006	99	8	2	4	5	88
IN040093	1	5	36	2006	99	8	2	4	2	3
IN040093	2	16	44	2008	99	1	0	5	1	4
IN040093	3	16	43	2007	99	1	3	4	2	88
IN040093	4	3	36	2007	99	2	80	5	1	2
IN040094	1	3	36	2007	99	4	80	4	1	2
IN040094	2	12	36	2008	99	6	0	4	1	4
IN040094	3	5	36	2006	99	8	3	4	3	5
IN040095	1	3	36	2007	99	3	80	4	2	5
IN040095	2	5	45	2006	99	8	4	3	5	2
IN040095	3	16	44	2006	99	1	5	4	4	1
IN040095	4	16	36	2006	99	1	0	4	2	4
IN040097	1	5	36	2006	99	8	1	4	2	5
IN040097	2	13	48	2008	2009	5	3	5	1	5
IN040098	1	5	45	2001	99	6	4	4	2	3
IN040098	2	3	36	2007	99	2	3	3	2	5
IN040098	3	12	46	2006	99	6	0	4	4	6
IN040098	4	16	36	2006	99	1	0	5	2	1
IN040099	1	3	36	2007	99	4	80	3	1	88
IN040099	2	16	44	2008	99	1	4	4	1	4
IN040099	3	12	36	2008	99	1	0	3	1	4
IN040100	1	3	36	2007	99	4	80	4	1	2
IN040100	2	12	36	2008	99	6	0	4	1	4
IN050001	1	1	1	2008	2009	6	2	4	1	5
IN050001	2	1	42	2009	2009	6	3	4	2	1
IN050003	1	3	36	2008	2009	4	2	4	1	2
IN050003	2	19	36	2005	2008	4	1	5	5	7
IN050005	1	16	36	2007	99	1	0	5	1	4
IN050005	2	5	36	2001	2006	8	6	2	1	4
IN050006	1	16	36	2007	99	1	0	4	1	4
IN050006	2	5	36	2002	2006	8	2	2	1	2
IN050007	1	5	45	2008	2008	6	2	4	2	5
IN050009	1	19	45	2007	2008	6	2	4	5	8
IN050010	1	1	50	2008	2008	6	3	5	1	2
IN050010	2	5	45	2008	2008	6	6	4	5	4
IN050011	1	5	36	2007	99	8	2	1	4	6
IN050011	2	12	36	2006	99	1	0	1	1	6
IN050012	1	5	36	2007	99	4	4	4	1	4
IN050012	2	12	36	2008	99	1	0	4	6	4
IN050013	1	5	36	2004	99	8	2	1	1	4
IN050013	2	12	36	2002	99	1	4	1	6	4
IN050014	1	5	36	2007	99	8	3	5	5	88
IN050015	1	5	36	2008	99	6	2	4	1	2
IN050016	1	5	36	2008	99	6	3	4	1	2
IN050017	1	5	36	2008	99	6	4	4	1	2
IN050018	1	5	36	2005	99	6	7	4	1	5
IN050019	1	5	36	2006	2009	8	2	2	2	4
IN050019	2	12	36	2004	99	1	3	3	6	4
IN050020	1	5	45	2007	2007	6	6	4	2	6
IN050021	1	16	36	2009	99	1	5	4	4	1
IN050021	2	5	36	2005	99	8	2	4	5	88
IN050022	1	16	36	2008	99	1	0	4	1	4
IN050022	2	5	36	2009	99	8	2	4	88	88
IN050025	1	5	36	2009	99	6	3	4	1	2
IN050028	1	3	36	2008	99	1	2	4	2	5
IN050030	1	5	36	2009	99	77	2	4	6	4
IN050032	1	16	36	2007	99	1	0	4	1	4
IN050033	1	5	36	2006	2008	8	3	2	6	4
IN050033	2	12	36	2007	99	1	0	3	2	4
IN050034	1	16	36	2007	99	1	0	4	1	4
IN050035	1	5	36	1999	2005	8	3	2	1	4
IN050035	2	12	36	2003	99	1	5	4	6	4
IN050036	1	12	36	2007	99	1	0	4	6	4
IN050037	1	5	36	2009	99	6	4	4	1	5
IN050038	1	3	36	2007	99	5	80	4	1	5
IN050038	2	12	36	2007	99	1	0	4	1	6
IN050039	1	5	36	2005	99	6	3	4	1	5
IN050040	1	5	36	2009	99	77	2	1	6	4
IN050040	2	12	36	2000	99	1	3	1	1	4
IN050042	1	5	36	2009	99	8	2	4	1	4
IN050042	2	12	36	2005	99	1	3	4	6	4
IN050044	1	5	45	2008	2008	6	4	5	5	2
IN050046	1	16	36	2009	99	1	0	4	1	4
IN050046	2	5	36	2008	99	8	3	4	5	88
IN050047	1	16	36	2007	99	1	0	4	1	4
IN050047	2	5	36	2009	99	8	4	4	88	88
IN050048	1	16	36	2007	99	1	0	4	1	4
IN050048	2	5	36	2007	99	8	3	4	88	88
IN050049	1	16	36	2007	99	1	0	4	1	4
IN050049	2	5	36	2005	99	8	2	4	88	88
IN050050	1	16	36	2006	99	1	0	4	1	4
IN050050	2	5	36	2004	99	8	2	4	88	88
IN050051	1	19	45	2009	2009	4	7	4	2	5
IN050052	1	1	36	2009	2009	6	1	5	1	2
IN050052	2	3	36	2008	99	1	2	4	1	2
IN050052	3	5	45	2009	2009	4	3	5	3	4
IN050053	1	5	45	2008	2008	6	2	5	1	5
IN050054	1	19	45	2008	2009	4	1	4	9	88
IN050055	1	5	36	1999	99	8	4	4	4	6
IN050055	2	12	36	2005	99	1	0	4	4	6
IN050056	1	5	36	1999	99	8	80	4	6	4
IN050056	2	12	36	2000	99	1	3	4	6	4
IN050057	1	5	36	2002	99	8	2	4	4	1
IN050057	2	12	36	2006	99	1	0	4	1	6
IN050058	1	5	36	2003	99	8	2	4	6	4
IN050058	2	12	36	2000	99	1	3	4	4	6
IN050059	1	5	36	1999	99	6	3	4	1	5
IN050065	1	5	36	2007	99	6	2	4	1	5
IN050066	1	5	36	2005	99	5	1	5	1	2
IN050067	1	16	46	2003	99	1	0	4	4	1
IN050068	1	5	45	2007	2007	6	2	5	5	8
IN050068	2	19	45	2007	2007	6	2	5	8	5
IN050069	1	5	45	2009	2009	6	3	5	5	2
IN050070	1	16	36	2007	99	1	0	4	1	4
IN050070	2	5	36	2007	99	1	6	4	5	6
IN050071	1	12	36	2007	99	6	0	4	6	4
IN050072	1	16	36	2006	99	1	0	4	1	4
IN050072	2	5	36	2007	99	8	5	4	1	5
IN050073	1	5	45	2008	2008	6	3	5	1	5
IN050076	1	12	36	2006	99	6	0	4	4	6
IN050077	1	5	36	2007	99	6	2	4	1	2
IN050078	1	5	36	2006	99	6	4	4	1	5
IN050079	1	5	36	2006	99	6	6	4	1	5
IN050081	1	16	36	2006	99	6	0	4	2	4
IN050081	2	12	46	2006	99	6	0	4	4	88
IN050082	1	5	36	2009	99	7	4	4	1	5
IN050083	1	19	36	2007	99	8	5	4	6	4
IN050083	2	12	36	2005	99	1	0	4	6	4
IN050084	1	5	36	2003	99	4	3	4	6	4
IN050084	2	12	36	2006	99	1	0	4	4	6
IN050085	1	5	36	2009	99	77	2	4	6	4
IN050085	2	12	36	2006	99	1	0	4	6	4
IN050086	1	5	36	2009	99	77	2	4	6	4
IN050086	2	12	36	2006	99	1	0	4	4	6
IN050087	1	5	36	2000	99	4	8	4	1	6
IN050087	2	12	36	2006	99	1	0	4	6	4
IN050088	1	5	36	2009	99	77	3	4	6	4
IN050089	1	5	36	2009	99	8	4	4	1	6
IN050089	2	12	36	2002	99	1	8	4	4	6
IN050091	1	12	36	2006	99	6	80	2	4	88
IN050093	1	16	36	2008	99	1	0	4	1	4
IN050093	2	5	36	2003	99	8	4	4	88	88
IN050094	1	5	36	2009	99	8	7	4	88	88
IN050095	1	5	36	2008	99	6	3	4	1	5
IN050096	1	16	36	2006	99	6	0	4	2	4
IN050096	2	12	46	2006	99	6	0	4	4	88
IN050097	1	12	8	2006	99	1	80	1	1	6
IN050097	2	5	36	2007	99	3	4	1	4	1
IN050098	1	5	45	2009	2009	6	6	4	1	2
IN050099	1	3	36	2008	99	6	3	4	3	4
IN050100	1	3	36	2008	99	6	10	4	2	5
IN060001	1	16	46	2007	99	1	0	3	4	88
IN060002	1	9	36	2008	2008	6	5	4	5	88
IN060003	1	16	46	2006	99	1	3	3	4	6
IN060003	2	19	45	2008	99	6	2	3	5	88
IN060004	1	16	45	2006	99	1	0	5	1	6
IN060004	2	5	46	2008	2008	8	3	5	3	5
IN060005	1	16	46	2006	99	1	0	4	1	2
IN060005	2	5	45	2008	2008	8	3	4	5	3
IN060006	1	16	46	2007	99	1	0	4	1	4
IN060006	2	5	45	2008	2008	8	7	4	2	5
IN060007	1	19	45	2007	2007	6	2	3	5	88
IN060007	2	16	46	2007	2009	1	0	3	4	88
IN060009	1	16	46	2002	99	1	6	4	4	1
IN060010	1	12	36	2005	99	6	80	4	4	88
IN060011	1	6	36	2008	99	3	2	4	6	5
IN060011	2	19	45	2008	2008	8	2	4	6	8
IN060011	3	12	36	2006	99	1	3	4	1	4
IN060012	1	9	36	2009	2009	7	3	1	5	88
IN060013	1	16	46	2007	99	1	0	3	4	88
IN060014	1	16	46	2006	99	1	0	4	1	4
IN060015	1	16	46	2006	99	1	0	4	4	2
IN060018	1	16	46	2007	99	1	0	3	4	88
IN060018	2	6	36	2008	99	3	4	4	5	88
IN060019	1	16	46	2007	99	1	0	4	4	1
IN060019	2	5	45	2008	2008	8	2	4	5	3
IN060020	1	16	46	2006	99	1	0	4	4	2
IN060021	1	16	46	2007	99	1	6	4	1	4
IN060022	1	16	46	2007	2009	1	0	3	4	88
IN060022	2	5	41	2009	2009	6	2	3	4	88
IN060023	1	5	36	2008	99	8	4	4	3	88
IN060025	1	16	36	2006	99	1	0	4	4	6
IN060025	2	5	36	2006	99	8	8	4	88	88
IN060026	1	19	45	2008	2008	6	2	4	5	88
IN060026	2	16	46	2007	99	1	0	3	4	88
IN060027	1	16	36	2006	99	1	0	4	1	4
IN060027	2	12	46	2006	99	6	0	4	4	88
IN060028	1	16	46	2007	9	1	0	4	1	2
IN060028	2	5	45	2008	2008	8	2	4	2	4
IN060029	1	16	36	2006	99	1	0	4	1	2
IN060029	2	12	46	2006	99	6	0	4	4	88
IN060031	1	16	46	2007	99	1	8	4	1	2
IN060032	1	6	36	2007	99	3	7	4	5	2
IN060033	1	16	46	2007	99	1	7	3	4	88
IN060033	2	5	41	2009	99	6	4	3	5	4
IN060035	1	5	45	2006	99	8	5	4	5	4
IN060035	2	16	36	2008	99	1	0	4	1	4
IN060035	3	12	46	2008	99	4	0	4	4	88
IN060035	4	16	36	2006	2009	1	3	4	2	88
IN060037	1	16	46	2003	99	1	6	4	4	1
IN060038	1	16	46	2007	99	1	0	4	4	1
IN060039	1	16	46	2006	99	1	0	4	1	2
IN060040	1	1	40	2009	2009	8	1	4	1	2
IN060041	1	14	36	2007	99	3	80	4	2	1
IN060042	1	6	36	2007	99	3	3	4	5	4
IN060043	1	12	36	2006	99	1	0	4	2	88
IN060043	2	16	46	2006	99	6	0	4	4	88
IN060044	1	5	36	2007	99	8	3	4	5	1
IN060044	2	16	36	2006	99	1	0	4	2	4
IN060044	3	12	46	2006	99	6	0	4	4	88
IN060045	1	5	45	2008	2008	8	2	4	5	8
IN060046	1	5	45	2008	2008	8	3	4	5	8
IN060047	1	5	36	2007	99	8	6	5	1	6
IN060048	1	6	36	2007	99	3	3	5	5	88
IN060048	2	5	36	2007	99	8	4	5	1	6
IN060049	1	16	46	2006	99	1	0	4	4	2
IN060051	1	16	36	2009	99	1	28	3	6	4
IN060051	2	16	46	2008	99	1	0	3	4	88
IN060051	3	19	45	2008	2009	6	5	3	5	88
IN060052	1	6	36	2007	99	6	5	5	1	6
IN060053	1	16	36	2003	99	1	0	4	6	2
IN060055	1	16	36	2007	99	1	0	4	1	6
IN060055	2	5	36	2009	99	8	4	4	1	6
IN060056	1	16	36	2006	99	1	0	4	1	6
IN060056	2	5	36	2009	99	8	2	4	1	88
IN060057	1	5	36	2006	99	4	0	4	1	2
IN060057	2	16	36	2006	99	1	0	4	1	2
IN060058	1	5	36	2000	99	6	3	4	1	2
IN060058	2	12	36	2006	99	1	0	4	1	2
IN060059	1	16	46	2006	2008	8	4	4	1	2
IN060060	1	5	36	2004	99	6	3	1	1	2
IN060060	2	12	36	2005	99	1	0	1	7	2
IN060061	1	5	45	2008	2008	8	3	4	1	2
IN060061	2	16	46	2006	99	1	2	4	3	5
IN060062	1	6	36	2004	99	3	3	5	5	7
IN060063	1	16	36	2008	99	1	0	3	6	4
IN060063	2	19	45	2008	2008	8	3	3	8	5
IN060064	1	19	36	2008	2008	8	3	4	5	8
IN060065	1	19	45	2009	99	6	4	3	5	88
IN060065	2	16	46	2006	99	1	0	3	4	6
IN060066	1	16	46	2007	99	1	0	3	4	88
IN060066	2	19	36	2009	99	3	1	3	2	5
IN060067	1	5	36	2006	99	8	2	1	6	4
IN060067	2	12	36	2006	99	1	2	1	6	4
IN060068	1	5	36	2002	99	8	2	5	1	5
IN060068	2	16	46	2007	99	1	0	3	4	88
IN060070	1	5	36	2009	99	6	3	5	1	5
IN060071	1	16	46	2007	2009	1	0	4	4	1
IN060072	1	5	36	2007	99	6	3	5	1	5
IN060072	2	5	36	2005	99	6	6	5	1	5
IN060073	1	5	45	2008	2008	8	3	4	3	8
IN060074	1	16	46	2009	99	1	5	4	4	2
IN060075	1	16	46	2008	99	1	6	3	4	88
IN060076	1	6	36	2002	99	6	5	4	1	5
IN060076	2	16	46	2007	99	1	0	5	4	88
IN060077	1	16	36	2007	2008	1	0	4	1	6
IN060077	2	5	36	2009	99	8	7	4	88	88
IN060078	1	19	36	2008	2008	8	4	4	5	8
IN060079	1	12	36	2005	99	1	0	1	6	1
IN060079	2	12	36	2007	91	1	5	1	6	1
IN060080	1	5	19	2004	99	8	3	4	6	4
IN060080	2	12	19	2005	99	1	0	4	4	1
IN060081	1	16	36	2007	99	1	0	4	1	4
IN060081	2	5	36	2004	99	8	2	4	88	88
IN060082	1	16	36	2007	99	1	0	4	1	4
IN060082	2	6	36	2006	99	8	3	4	88	88
IN060083	1	16	46	2006	99	1	28	4	4	1
IN060084	1	16	36	2006	99	1	0	4	2	4
IN060084	2	12	46	2006	99	4	0	4	4	88
IN060085	1	16	46	2004	99	1	5	4	4	1
IN060086	1	16	46	2007	99	6	0	3	4	88
IN060086	2	12	36	2007	99	1	0	4	1	4
IN060087	1	19	45	2008	2008	8	5	4	5	6
IN060089	1	16	36	2006	99	1	0	4	1	6
IN060089	2	5	36	2008	99	8	28	4	5	4
IN060090	1	5	36	2002	99	6	2	5	1	5
IN060090	2	16	46	2006	99	1	0	4	4	88
IN060091	1	12	36	2004	99	1	9	1	6	4
IN060092	1	5	45	2008	99	1	4	3	88	88
IN060094	1	5	36	2008	99	6	2	4	1	5
IN060094	2	16	46	2007	99	1	0	3	4	88
IN060096	1	16	46	2006	99	1	3	3	4	88
IN060098	1	19	45	2008	2008	8	2	4	1	2
IN070002	1	16	46	2006	99	1	0	5	1	2
IN070003	1	16	46	2008	99	1	0	3	4	88
IN070003	2	19	45	2008	99	6	5	3	5	88
IN070005	1	16	36	2006	99	1	0	4	1	6
IN070005	2	5	36	2000	99	8	3	4	88	88
IN070006	1	19	45	2008	2008	8	2	4	1	5
IN070006	2	14	36	2008	99	4	2	4	1	7
IN070007	1	16	36	2007	99	1	0	4	6	1
IN070009	1	19	45	2008	2008	4	3	3	5	8
IN070009	2	19	45	2008	2008	8	3	4	1	4
IN070010	1	16	36	2006	99	6	0	4	4	5
IN070010	2	12	36	2005	99	4	2	4	4	5
IN070012	1	16	46	2006	99	6	28	4	4	5
IN070012	2	12	36	2006	99	1	0	4	4	5
IN070013	1	16	46	2006	99	1	0	5	1	4
IN070014	1	19	45	2007	2007	8	3	4	5	6
IN070016	1	6	36	2002	99	3	4	2	1	88
IN070017	1	16	46	2006	99	1	0	4	1	6
IN070018	1	16	46	2005	99	1	5	5	1	2
IN070018	2	5	45	2008	2008	8	4	5	5	88
IN070019	1	12	46	2007	99	1	0	4	4	1
IN070020	1	16	46	2007	99	1	0	3	4	88
IN070022	1	16	36	2007	99	6	0	4	4	5
IN070022	2	5	36	2007	99	6	4	4	4	1
IN070023	1	16	36	2007	99	1	0	4	1	6
IN070023	2	5	36	2006	99	8	4	4	88	88
IN070024	1	16	46	2006	99	1	0	4	1	2
IN070024	2	5	45	2008	2008	8	3	4	3	2
IN070025	1	16	46	2002	99	1	28	3	4	88
IN070026	1	12	46	2005	99	1	28	4	4	1
IN070027	1	16	36	2007	99	1	0	4	1	6
IN070027	2	5	36	2000	99	8	2	4	88	88
IN070028	1	12	46	2002	99	6	28	4	4	88
IN070028	2	19	36	2008	2008	6	1	4	5	88
IN070029	1	19	45	2008	2008	8	2	4	5	6
IN070030	1	12	46	2007	99	6	0	4	4	88
IN070030	2	16	36	2007	99	1	0	4	1	2
IN070031	1	16	46	2006	99	1	0	3	4	88
IN070032	1	16	46	2005	99	1	4	4	1	2
IN070033	1	16	46	2007	99	1	0	3	4	88
IN070033	2	19	45	2008	2009	6	2	3	5	88
IN070034	1	12	46	2007	99	1	0	4	4	2
IN070036	1	16	46	2006	99	1	0	5	6	4
IN070038	1	16	46	2006	99	1	0	5	1	4
IN070039	1	16	46	2003	99	6	28	4	4	2
IN070039	2	16	36	2003	99	1	28	4	1	2
IN070040	1	16	36	2007	99	6	0	4	4	5
IN070041	1	12	46	2003	99	6	28	4	4	88
IN070042	1	5	36	2007	99	1	0	4	1	6
IN070042	2	16	36	2001	99	8	2	4	1	88
IN070043	1	16	36	2007	99	1	0	4	1	6
IN070043	2	5	36	2002	99	8	2	4	88	88
IN070045	1	16	36	2007	99	1	0	4	1	6
IN070045	2	5	36	2005	99	8	2	4	88	88
IN070046	1	5	45	2008	2008	6	4	4	3	4
IN070047	1	19	45	2007	2007	6	2	4	5	1
IN070048	1	5	45	2008	99	8	6	4	5	1
IN070048	2	19	36	2007	99	3	5	4	5	1
IN070048	3	16	36	2006	99	1	0	4	2	4
IN070048	4	12	46	2006	99	6	0	4	4	88
IN070049	1	16	36	2007	99	1	0	4	1	4
IN070050	1	6	36	2008	99	3	1	5	1	5
IN070051	1	16	46	2007	99	1	0	3	4	88
IN070052	1	19	45	2008	2009	6	3	3	5	88
IN070052	2	16	46	2006	99	1	0	3	4	88
IN070053	1	16	36	2006	99	1	0	4	1	5
IN070054	1	16	36	2006	99	6	0	4	4	6
IN070054	2	5	36	2006	99	6	2	4	5	4
IN070055	1	16	36	2006	99	1	0	4	1	6
IN070055	2	5	36	2005	99	8	4	4	1	88
IN070056	1	19	45	2008	2008	6	6	3	5	88
IN070056	2	16	46	2006	99	1	0	3	4	88
IN070057	1	16	46	2006	99	1	0	5	2	4
IN070057	2	5	45	2008	2008	8	4	5	2	5
IN070058	1	15	36	2006	99	6	0	4	4	5
IN070058	2	5	36	2005	99	4	4	4	4	5
IN070059	1	16	46	2004	99	1	3	4	4	1
IN070060	1	16	46	2006	99	1	0	5	1	2
IN070061	1	16	46	2006	99	1	0	5	6	1
IN070061	2	19	45	2008	2008	8	3	5	3	5
IN070062	1	16	36	2007	99	1	0	4	4	1
IN070062	2	5	36	2006	99	8	2	4	1	2
IN070063	1	16	36	2007	99	1	0	4	1	6
IN070063	2	5	36	2002	99	8	2	4	88	88
IN070066	1	16	46	2005	99	1	0	3	4	88
IN070067	1	16	36	2007	99	1	0	4	1	6
IN070067	2	5	36	2001	99	8	2	4	1	88
IN070068	1	16	36	2006	99	6	0	5	4	88
IN070068	2	9	36	2008	2009	6	6	5	5	88
IN070069	1	5	45	2008	2008	8	4	4	5	1
IN070069	2	12	36	2006	99	1	0	4	4	1
IN070070	1	12	46	2008	99	1	7	5	1	4
IN070071	1	16	36	2006	99	6	80	4	4	1
IN070071	2	16	36	2002	99	6	80	4	4	1
IN070072	1	12	46	2004	99	1	7	4	1	4
IN070074	1	3	36	2008	99	5	2	4	1	2
IN070074	2	5	45	2008	2008	8	2	3	3	5
IN070074	3	12	36	2006	99	1	0	4	6	1
IN070075	1	16	46	2005	99	1	28	5	4	1
IN070075	2	5	45	2007	2008	4	8	5	7	2
IN070077	1	16	36	2006	99	1	0	4	1	4
IN070077	2	5	36	2007	99	8	2	4	88	88
IN070078	1	16	46	2007	99	1	0	3	4	88
IN070079	1	5	45	2006	99	8	2	3	1	4
IN070080	1	16	46	2006	99	1	0	2	6	88
IN070082	1	12	46	1999	99	6	10	4	4	88
IN070083	1	16	46	2005	99	1	4	5	1	2
IN070083	2	5	45	2008	2008	8	3	5	5	3
IN070084	1	16	46	2008	99	1	0	3	1	88
IN070085	1	5	36	2007	99	1	0	4	3	88
IN070086	1	12	46	2005	99	1	0	5	1	4
IN070087	1	12	46	2006	99	1	0	3	6	4
IN070087	2	5	45	2007	2007	6	3	4	4	3
IN070088	1	16	36	2006	99	1	5	4	4	6
IN070088	2	5	36	1999	99	8	3	4	88	88
IN070089	1	5	36	2006	99	4	80	4	4	5
IN070090	1	19	45	2007	2007	6	3	3	5	88
IN070091	1	16	46	2001	99	1	4	4	4	1
IN070092	1	5	45	2007	2007	8	2	5	5	8
IN070092	2	12	36	2006	99	1	0	4	5	4
IN070092	3	3	36	2008	99	1	2	5	1	5
