CHILDID	ID	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3
IN020070	28	0	17	10	26	8
IN020071	0	0	17	10	24	8
IN020071	1	0	1	5	15	6
IN020071	2	0	5	4	15	6
IN020072	0	0	17	10	26	9
IN020072	1	0	13	12	30	8
IN020072	2	0	13	12	30	8
IN020072	3	0	17	10	26	9
IN020073	0	0	17	10	24	7
IN020073	3	0	9	12	28	10
IN020073	5	0	15	12	30	4
IN020073	28	0	17	10	24	7
IN020074	0	0	17	10	22	6
IN020074	1	0	12	8	15	8
IN020074	2	0	12	8	15	8
IN020074	3	0	12	8	15	8
IN020074	4	0	17	10	22	7
IN020074	5	0	17	10	23	7
IN020075	0	0	17	10	23	5
IN020075	2	0	5	7	18	8
IN020076	0	0	17	10	26	8
IN020076	1	0	15	12	26	5
IN020076	2	0	1	12	30	9
IN020076	3	0	5	8	23	8
IN020076	4	0	17	10	26	8
IN020078	0	0	17	10	24	9
IN020078	1	0	1	7	20	8
IN020078	2	0	1	7	20	8
IN020078	28	0	17	10	24	9
IN020079	0	0	17	10	22	7
IN020079	2	0	5	9	18	9
IN020079	3	0	5	8	12	8
IN020079	28	0	17	10	22	7
IN020080	0	0	17	10	25	8
IN020080	1	0	7	9	27	10
IN020080	2	0	5	6	18	8
IN020080	3	0	7	10	25	9
IN020080	5	0	17	10	25	8
IN020081	0	0	17	10	26	8
IN020081	1	0	12	6	25	13
IN020081	2	0	5	8	24	8
IN020081	3	0	17	10	26	8
IN020082	0	5	17	88	88	88
IN020082	2	0	5	6	15	8
IN020082	3	0	12	6	10	7
IN020082	5	0	88	88	88	88
IN020083	0	0	17	10	26	8
IN020083	1	0	1	6	24	8
IN020083	2	0	13	12	20	8
IN020083	3	0	17	10	26	8
IN020083	4	0	17	10	26	8
IN020084	0	0	17	10	24	7
IN020084	1	0	5	6	20	8
IN020084	2	0	5	7	24	8
IN020084	28	0	17	10	24	7
IN020085	0	0	17	10	24	8
IN020085	1	0	5	10	25	7
IN020085	2	0	5	10	25	7
IN020085	28	0	17	10	25	8
IN020086	0	0	17	10	23	7
IN020086	1	0	5	8	18	0
IN020086	2	0	5	8	15	0
IN020086	3	0	17	10	23	9
IN020086	4	4	17	88	88	88
IN020087	0	0	17	10	21	6
IN020087	1	0	5	6	15	9
IN020087	2	0	5	8	15	9
IN020087	3	0	17	10	23	8
IN020088	0	0	17	10	24	7
IN020088	1	0	5	3	26	6
IN020088	2	0	5	3	26	6
IN020088	5	0	15	8	30	10
IN020089	0	0	17	10	24	8
IN020089	2	0	13	12	28	8
IN020089	5	0	15	12	30	4
IN020090	0	0	17	10	26	8
IN020090	1	0	5	3	25	6
IN020090	2	0	11	12	25	8
IN020090	3	0	5	3	25	6
IN020090	28	0	17	10	26	8
IN020091	0	0	17	10	22	6
IN020091	1	0	6	12	30	8
IN020091	2	0	6	12	30	8
IN020091	4	0	5	9	20	8
IN020091	5	0	5	5	15	8
IN020091	6	0	19	12	25	10
IN020091	7	0	5	9	18	8
IN020091	8	0	17	10	24	8
IN020091	9	0	88	88	88	88
IN020091	28	0	17	10	24	8
IN020092	0	0	17	10	24	8
IN020092	4	0	17	10	24	8
IN020092	6	0	5	9	25	9
IN020092	7	0	13	12	25	10
IN020092	8	0	15	12	25	4
IN020093	0	0	17	10	24	8
IN020093	1	0	15	6	20	4
IN020093	2	0	12	10	26	9
IN020093	3	0	17	10	24	8
IN020094	0	0	17	10	24	8
IN020094	1	0	5	6	10	8
IN020094	2	0	15	8	20	5
IN020094	4	0	13	11	26	4
IN020094	5	0	12	5	15	7
IN020095	0	0	17	10	25	8
IN020095	1	0	1	6	10	10
IN020095	2	0	5	6	10	7
IN020096	0	0	17	10	24	8
IN020096	2	0	13	12	30	7
IN020096	3	0	15	12	30	10
IN020096	28	0	17	10	24	8
IN020097	0	0	17	10	26	8
IN020097	1	0	1	9	25	8
IN020097	2	0	15	12	30	5
IN020097	3	0	1	10	25	9
IN020097	4	0	5	6	25	8
IN020097	6	0	17	10	26	8
IN020097	7	0	5	9	24	9
IN020097	8	0	88	88	88	88
IN020097	28	0	17	10	26	8
IN020098	0	0	17	10	23	7
IN020098	1	0	6	12	30	10
IN020098	2	0	9	10	15	5
IN020098	28	0	17	10	23	9
IN020099	0	0	17	88	88	88
IN020099	1	0	5	6	15	8
IN020099	2	0	12	5	10	8
IN020099	3	0	88	88	88	88
IN020100	0	0	17	10	20	7
IN020100	3	0	13	12	30	8
IN020100	4	0	15	12	30	6
IN020100	6	0	17	10	20	7
IN030001	0	0	17	10	24	8
IN030001	1	0	17	88	88	88
IN030001	2	0	17	88	88	88
IN030001	3	0	9	10	24	6
IN030001	4	0	15	12	25	4
IN030001	5	0	17	10	24	8
IN030002	0	0	17	10	24	7
IN030002	1	0	17	88	88	88
IN030002	2	0	15	12	10	2
IN030002	3	0	12	12	25	8
IN030002	4	0	15	12	20	4
IN030002	28	0	17	10	24	7
IN030003	0	0	17	10	26	8
IN030003	2	0	13	12	26	8
IN030003	3	0	13	10	26	8
IN030004	0	0	17	10	24	8
IN030004	1	0	17	88	88	88
IN030004	2	0	17	88	88	88
IN030004	3	0	13	10	30	8
IN030004	4	0	15	12	30	4
IN030004	5	0	13	12	26	10
IN030004	7	0	17	88	88	88
IN030005	0	0	17	10	25	8
IN030005	3	0	5	6	25	8
IN030005	4	0	17	10	25	8
IN030005	5	0	17	88	88	88
IN030005	6	0	5	10	25	8
IN030005	7	0	5	10	25	8
IN030005	8	0	17	88	88	88
IN030005	10	0	5	10	25	8
IN030006	0	0	17	10	26	7
IN030006	1	0	17	12	26	4
IN030006	2	0	15	12	29	7
IN030006	3	0	13	12	30	4
IN030006	28	0	17	77	26	7
IN030007	0	0	17	88	88	88
IN030007	1	0	88	88	88	88
IN030007	2	0	12	12	25	8
IN030007	3	0	17	88	88	88
IN030008	0	0	17	10	25	7
IN030008	2	0	8	11	25	8
IN030008	6	0	15	12	30	5
IN030008	30	0	17	10	25	7
IN030009	0	0	17	10	26	7
IN030009	3	0	8	12	30	7
IN030009	5	0	8	12	30	3
IN030009	6	0	17	10	26	7
IN030009	7	0	17	10	26	7
IN030010	0	0	17	10	26	7
IN030010	2	0	15	12	30	2
IN030010	3	0	10	12	30	6
IN030010	4	0	15	12	30	4
IN030010	5	0	10	12	30	6
IN030010	6	0	15	12	26	2
IN030010	7	0	17	10	26	7
IN030010	8	0	17	10	26	7
IN030010	28	0	17	10	26	7
IN030010	29	0	17	10	26	7
IN030011	0	0	17	10	25	8
IN030011	1	0	17	88	88	88
IN030011	2	0	13	10	25	8
IN030011	3	0	13	10	25	8
IN030011	4	0	17	10	26	6
IN030012	0	0	17	10	26	8
IN030012	1	0	17	88	88	88
IN030012	3	0	10	12	26	12
IN030012	5	0	15	12	30	10
IN030012	6	0	17	10	26	88
IN030013	0	0	17	10	26	8
IN030013	1	0	17	88	88	88
IN030013	2	0	15	12	30	4
IN030013	3	0	15	12	30	4
IN030013	4	0	10	12	15	10
IN030013	5	0	15	12	30	8
IN030013	6	0	17	12	30	6
IN030013	28	0	17	10	26	8
IN030014	0	0	17	10	26	8
IN030014	1	0	17	88	88	88
IN030014	2	0	10	12	25	6
IN030014	3	0	15	12	30	7
IN030014	28	0	17	10	26	8
IN030015	0	0	17	10	24	7
IN030015	1	0	12	12	25	8
IN030015	2	0	15	12	30	4
IN030015	3	0	17	10	24	7
IN030016	0	0	17	10	25	8
IN030016	1	0	17	88	88	88
IN030016	3	0	9	10	25	8
IN030016	4	0	13	10	25	8
IN030016	5	0	17	10	25	8
IN030017	0	0	17	10	24	8
IN030017	1	0	13	12	22	8
IN030017	2	0	15	12	30	6
IN030017	3	0	17	88	88	88
IN030018	0	0	17	10	25	8
IN030018	1	0	17	88	88	88
IN030018	2	0	17	88	88	88
IN030018	7	0	13	10	25	8
IN030018	8	0	13	10	25	8
IN030018	9	0	17	88	88	88
IN030019	0	0	17	10	25	8
IN030019	1	0	17	88	88	88
IN030019	2	0	12	10	25	8
IN030019	3	0	12	10	25	8
IN030019	4	0	11	10	25	8
IN030019	5	0	12	10	25	8
IN030019	6	0	17	10	25	8
IN030019	7	0	17	10	25	8
IN030019	8	0	17	10	25	8
IN030020	0	0	17	10	25	8
IN030020	1	0	17	88	88	88
IN030020	2	0	17	88	88	88
IN030020	3	0	9	10	25	8
IN030020	4	0	10	10	25	8
IN030020	5	0	17	88	88	88
IN030020	6	0	17	88	88	88
IN030020	7	0	17	88	88	88
IN030021	0	0	17	10	25	8
IN030021	1	0	17	88	88	88
IN030021	2	0	12	6	25	6
IN030021	3	0	15	12	30	4
IN030021	5	0	17	10	24	8
IN030022	0	0	17	10	24	8
IN030022	1	0	13	7	24	8
IN030022	2	0	15	12	30	5
IN030022	3	0	17	10	24	8
IN030023	0	0	17	10	25	8
IN030023	1	0	13	11	24	8
IN030023	2	0	15	12	24	4
IN030024	0	0	17	10	24	8
IN030024	1	0	17	88	88	88
IN030024	2	0	17	88	88	88
IN030024	3	0	17	88	88	88
IN030024	4	0	13	12	28	10
IN030024	5	0	15	12	30	6
IN030024	8	0	17	10	24	8
IN030026	0	0	17	10	24	8
IN030026	3	0	9	12	15	5
IN030026	5	0	15	12	30	5
IN030026	6	0	17	88	88	88
IN030027	0	0	17	10	24	8
IN030027	1	0	17	88	88	88
IN030027	2	2	8	12	10	3
IN030027	3	4	17	88	88	88
IN030027	4	0	11	12	15	4
IN030027	5	0	13	12	20	8
IN030027	6	0	8	12	10	3
IN030027	7	0	8	12	10	3
IN030027	8	0	17	10	24	8
IN030027	9	0	17	10	24	8
IN030028	0	0	17	10	25	8
IN030028	4	0	13	10	25	8
IN030029	0	0	17	10	26	8
IN030029	2	0	17	88	88	88
IN030029	3	0	15	12	30	7
IN030029	4	0	13	12	26	10
IN030029	5	0	13	12	26	8
IN030029	28	0	17	10	23	8
IN030030	0	0	17	10	25	8
IN030030	3	0	11	10	25	8
IN030030	4	0	12	10	25	8
IN030030	5	0	17	10	25	8
IN030031	0	0	17	10	25	8
IN030031	1	0	17	88	88	88
IN030031	2	0	17	88	88	88
IN030031	3	0	19	10	25	8
IN030031	4	0	15	12	30	24
IN030031	6	0	13	10	25	8
IN030031	7	0	13	10	25	8
IN030032	0	0	17	10	26	7
IN030032	1	0	19	12	26	7
IN030032	2	0	19	12	29	4
IN030032	3	0	19	12	29	4
IN030033	0	0	17	10	26	7
IN030033	1	0	19	12	26	6
IN030033	2	0	15	12	30	5
IN030034	0	0	17	10	26	10
IN030034	1	0	15	12	29	2
IN030034	2	0	13	12	26	7
IN030034	5	0	13	10	26	7
IN030034	7	0	17	10	26	8
IN030035	0	0	17	88	88	88
IN030035	1	0	17	88	88	88
IN030035	2	0	15	12	10	2
IN030035	3	0	9	12	16	6
IN030035	4	0	15	12	20	4
IN030035	5	0	17	10	24	8
IN030036	0	0	17	10	25	8
IN030036	1	0	13	10	25	8
IN030036	2	0	17	12	30	24
IN030036	3	0	17	10	25	8
IN030037	0	0	17	10	25	8
IN030037	2	0	13	10	25	8
IN030037	3	0	15	12	30	24
IN030037	4	0	17	10	25	8
IN030038	0	0	17	10	24	8
IN030038	1	0	10	12	26	10
IN030038	2	0	15	12	30	5
IN030038	3	0	17	10	26	8
IN030038	4	0	10	12	26	10
IN030038	5	0	15	12	30	5
IN030038	6	0	17	10	26	8
IN030038	7	0	17	10	26	8
IN030038	8	0	17	10	24	8
IN030038	9	0	17	10	24	7
IN030039	0	0	17	10	24	8
IN030039	1	0	10	12	26	6
IN030039	2	0	10	12	26	5
IN030039	3	0	17	10	24	8
IN030040	0	0	17	10	25	8
IN030040	2	0	13	12	30	6
IN030040	3	0	11	12	20	7
IN030040	4	0	11	12	30	7
IN030040	5	0	17	10	25	8
IN030042	0	0	17	10	26	8
IN030042	1	0	13	12	26	8
IN030042	2	0	15	12	30	10
IN030042	3	0	17	10	26	8
IN030043	0	0	17	10	26	8
IN030043	2	0	17	88	88	88
IN030043	3	0	15	12	30	6
IN030043	4	0	13	12	26	10
IN030043	5	0	15	12	30	4
IN030045	0	0	17	10	25	8
IN030045	5	0	10	11	25	8
IN030045	6	0	15	12	30	5
IN030045	9	0	17	88	88	88
IN030047	0	0	17	10	25	8
IN030047	2	0	15	12	30	24
IN030047	3	0	11	10	25	8
IN030047	4	0	15	12	30	24
IN030047	5	0	17	10	25	8
IN030048	0	0	17	10	25	7
IN030048	1	0	15	12	30	2
IN030048	2	0	13	12	26	7
IN030048	5	0	15	12	30	4
IN030050	0	0	17	10	26	7
IN030050	1	0	17	12	30	2
IN030050	2	0	13	12	26	7
IN030050	3	0	15	12	30	5
IN030050	4	0	17	10	26	7
IN030051	0	0	17	10	25	8
IN030051	1	0	13	12	25	8
IN030051	2	0	15	12	30	4
IN030051	3	0	17	10	25	8
IN030051	4	0	17	88	88	88
IN030052	0	0	17	10	25	8
IN030052	1	0	17	88	88	88
IN030052	2	0	10	10	25	8
IN030052	3	0	13	10	25	8
IN030052	4	0	17	88	88	88
IN030053	0	0	17	10	25	8
IN030053	2	0	17	88	88	88
IN030053	3	0	13	12	25	11
IN030053	4	0	15	12	30	6
IN030053	28	0	17	10	25	8
IN030054	0	0	17	10	24	8
IN030054	1	0	10	12	25	8
IN030054	2	0	10	12	25	8
IN030054	3	0	10	12	25	8
IN030055	0	0	17	10	26	7
IN030055	1	0	17	12	30	2
IN030055	3	0	17	12	30	2
IN030055	4	0	13	12	30	6
IN030055	5	0	13	12	26	6
IN030055	6	0	13	12	26	3
IN030055	8	0	15	12	30	3
IN030055	9	0	17	10	26	7
IN030055	10	0	15	12	30	3
IN030055	11	0	17	10	26	7
IN030055	12	0	17	12	30	2
IN030056	0	0	17	10	26	8
IN030056	1	0	13	12	26	9
IN030056	2	0	15	12	13	5
IN030056	3	0	17	10	26	8
IN030057	0	0	17	10	25	8
IN030057	1	0	13	10	25	8
IN030057	2	0	17	12	30	5
IN030058	0	0	17	10	26	7
IN030058	1	0	12	12	10	6
IN030058	2	0	15	12	30	2
IN030058	3	0	13	12	26	7
IN030058	4	0	15	12	30	4
IN030058	28	0	17	10	26	7
IN030058	29	0	17	10	26	7
IN030059	0	0	17	10	25	8
IN030059	3	0	15	12	30	5
IN030059	6	0	10	12	30	5
IN030059	7	0	17	88	88	88
IN030060	0	0	17	10	26	8
IN030060	1	0	13	12	26	12
IN030060	2	0	15	12	30	5
IN030060	3	0	17	10	26	8
IN030061	0	0	17	10	24	8
IN030061	1	0	13	11	26	8
IN030061	2	0	15	12	30	6
IN030061	3	0	17	10	24	8
IN030063	0	0	17	10	25	8
IN030063	2	0	17	88	88	88
IN030063	3	0	9	10	25	8
IN030063	4	0	17	12	30	24
IN030063	5	0	17	10	25	8
IN030064	0	0	17	10	26	7
IN030064	3	0	13	12	26	6
IN030064	4	0	15	12	30	5
IN030064	7	0	17	10	26	7
IN030065	0	0	17	10	26	7
IN030065	2	0	13	12	30	6
IN030065	3	0	13	12	30	6
IN030065	28	0	17	10	26	7
IN030065	29	0	17	10	26	7
IN030066	0	0	17	10	25	8
IN030066	1	0	11	12	30	8
IN030066	2	0	15	12	30	5
IN030066	3	0	17	10	25	8
IN030066	4	0	17	88	88	6
IN030067	0	0	17	10	24	8
IN030067	1	0	17	88	88	88
IN030067	2	0	12	12	24	8
IN030067	3	0	15	12	30	6
IN030067	4	0	17	10	24	8
IN030067	5	0	13	12	30	6
IN030068	0	0	17	10	25	8
IN030068	1	0	10	12	30	4
IN030068	2	0	10	12	30	9
IN030068	3	0	10	12	30	8
IN030068	28	0	17	10	25	8
IN030069	0	0	17	10	26	8
IN030069	2	0	16	12	30	5
IN030069	28	0	17	10	26	8
IN030069	29	0	17	10	26	8
IN030070	0	0	17	10	25	8
IN030070	2	0	13	10	25	8
IN030070	3	0	10	10	25	8
IN030070	4	0	17	10	25	8
IN030071	0	0	17	10	25	8
IN030071	1	0	9	12	30	10
IN030071	2	0	12	12	30	8
IN030071	4	0	15	12	30	6
IN030072	0	0	17	10	26	8
IN030072	1	0	12	12	26	8
IN030072	2	0	15	12	30	6
IN030072	28	0	17	10	26	8
IN030073	0	0	17	10	24	8
IN030073	1	0	1	6	25	8
IN030073	2	0	15	12	30	6
IN030073	3	0	17	88	88	88
IN030074	0	1	17	10	25	8
IN030074	6	1	13	12	30	8
IN030074	7	1	15	12	30	4
IN030074	10	1	17	10	25	8
IN030074	11	1	17	10	25	8
IN030075	0	0	17	10	26	8
IN030075	1	0	17	88	88	88
IN030075	2	0	10	12	26	10
IN030075	3	0	9	12	30	3
IN030075	4	0	10	12	26	10
IN030075	5	0	15	12	30	5
IN030075	6	0	17	10	26	8
IN030075	7	0	17	10	26	8
IN030075	8	0	17	88	88	88
IN030076	0	0	17	10	25	8
IN030076	1	0	12	10	25	8
IN030076	2	0	12	10	25	8
IN030076	3	0	17	10	25	0
IN030076	4	0	17	88	88	88
IN030078	0	0	17	10	26	8
IN030078	3	0	12	12	26	8
IN030078	4	0	15	12	30	5
IN030078	8	0	17	10	26	8
IN030078	28	0	17	10	26	8
IN030079	0	0	17	10	26	7
IN030079	1	0	13	12	26	6
IN030079	2	0	15	12	30	4
IN030079	3	0	17	12	30	7
IN030079	4	0	13	12	30	6
IN030080	0	0	17	10	26	7
IN030080	1	0	10	12	26	6
IN030080	3	0	15	12	30	5
IN030080	5	0	17	10	26	7
IN030080	28	0	17	10	26	7
IN030081	0	0	17	10	25	8
IN030081	1	0	11	10	25	8
IN030081	2	0	15	12	30	8
IN030082	0	0	17	10	26	7
IN030082	1	0	15	12	30	2
IN030082	2	0	13	12	26	7
IN030082	3	0	15	12	30	5
IN030082	28	0	17	10	26	7
IN030083	0	0	17	10	26	7
IN030083	1	0	10	12	26	5
IN030083	2	0	13	12	26	7
IN030083	3	0	17	10	26	7
IN030084	0	0	17	10	25	7
IN030084	2	0	10	12	25	6
IN030084	3	0	15	12	30	3
IN030084	4	0	17	10	24	7
IN030085	0	0	17	10	26	7
IN030085	1	0	15	12	30	2
IN030085	2	0	13	12	26	7
IN030085	3	0	15	12	30	3
IN030085	4	0	15	12	30	3
IN030085	5	0	17	10	26	7
IN030086	0	0	17	10	24	8
IN030086	2	0	15	12	30	2
IN030086	3	0	13	12	30	10
IN030086	5	0	13	12	28	10
IN030086	6	0	15	12	30	6
IN030086	28	0	17	10	24	8
IN030087	0	0	17	10	25	8
IN030087	1	0	12	12	25	8
IN030087	2	0	11	12	30	5
IN030087	3	0	17	10	25	8
IN030088	0	0	17	10	25	8
IN030088	2	0	10	12	25	10
IN030088	3	0	15	12	30	6
IN030089	0	0	17	10	24	8
IN030089	1	0	9	12	26	10
IN030089	2	0	15	12	30	5
IN030089	3	0	13	12	26	8
IN030089	4	0	13	10	24	8
IN030089	5	0	17	88	88	88
IN030089	6	0	17	10	24	8
IN030090	0	0	17	10	25	8
IN030090	1	0	17	88	88	88
IN030090	2	0	17	88	88	88
IN030090	3	0	10	12	30	7
IN030090	4	0	15	12	30	8
IN030090	28	0	17	10	25	8
IN030091	0	0	17	10	25	8
IN030091	1	0	12	10	25	8
IN030091	2	0	17	12	30	4
IN030091	3	0	17	10	25	8
IN030092	0	0	17	10	25	8
IN030092	1	0	17	88	88	88
IN030092	2	0	17	88	88	88
IN030092	5	0	10	12	30	10
IN030092	6	0	17	12	30	5
IN030092	10	0	17	10	25	8
IN030093	0	0	17	10	25	8
IN030093	1	0	17	88	88	88
IN030093	2	0	13	12	30	2
IN030093	3	0	13	12	25	8
IN030093	4	0	13	12	30	7
IN030093	7	0	17	10	25	8
IN030094	0	0	17	10	26	7
IN030094	3	0	11	12	30	5
IN030094	4	0	11	12	30	5
IN030095	0	0	17	10	24	8
IN030095	1	0	13	12	26	12
IN030095	2	0	15	12	30	5
IN030095	3	0	17	10	24	8
IN030096	0	0	17	10	26	7
IN030096	1	0	13	12	26	7
IN030096	2	0	15	12	28	6
IN030096	3	0	17	10	26	7
IN030097	0	0	17	10	25	7
IN030097	3	0	12	12	20	6
IN030097	4	0	15	12	30	3
IN030097	28	0	17	10	24	7
IN030098	0	0	17	10	25	8
IN030098	1	0	12	12	25	9
IN030098	2	0	15	12	30	5
IN030098	28	0	17	10	25	8
IN030098	29	0	17	10	25	8
IN030099	0	0	17	10	25	8
IN030099	2	0	10	10	25	5
IN030099	3	0	17	88	88	88
IN030099	4	0	12	12	25	8
IN030099	5	0	11	12	20	5
IN030099	6	0	17	10	25	8
IN030100	0	0	17	10	25	8
IN030100	1	0	17	88	88	88
IN030100	2	0	10	12	30	5
IN030100	3	0	15	12	30	4
IN030100	5	0	17	10	24	8
IN030100	6	0	17	88	88	88
IN040001	0	0	17	10	22	6
IN040001	3	0	12	7	15	8
IN040001	4	0	12	7	15	8
IN040001	5	0	17	10	24	8
IN040002	0	0	17	10	26	7
IN040002	1	0	17	88	88	88
IN040002	2	0	5	4	20	6
IN040002	3	0	5	4	20	6
IN040002	4	0	5	3	20	6
IN040002	5	0	17	10	26	8
IN040002	6	0	17	10	26	8
IN040003	0	0	17	10	24	8
IN040003	1	0	1	4	8	4
IN040003	2	0	4	11	20	6
IN040003	3	0	12	4	10	6
IN040003	4	0	5	3	15	6
IN040003	5	0	17	10	22	7
IN040003	6	0	17	88	88	88
IN040004	0	0	17	10	24	8
IN040004	2	0	1	6	30	6
IN040004	3	0	5	6	20	7
IN040004	4	0	17	10	24	7
IN040004	5	0	17	88	88	88
IN040005	0	0	17	10	24	8
IN040005	1	0	15	12	30	1
IN040005	2	0	4	12	30	3
IN040005	3	0	1	7	15	8
IN040005	4	0	1	7	15	8
IN040005	5	0	17	10	24	8
IN040005	6	0	17	10	24	6
IN040006	0	0	17	10	23	7
IN040006	1	0	4	12	22	6
IN040006	2	0	1	4	10	6
IN040006	3	0	12	3	15	7
IN040006	4	0	5	5	20	6
IN040006	5	0	17	10	24	8
IN040007	0	0	17	10	22	8
IN040007	1	0	1	5	15	8
IN040007	2	0	12	5	10	8
IN040007	4	0	17	10	25	8
IN040007	5	0	17	88	88	88
IN040008	0	0	17	10	24	8
IN040008	1	0	1	6	15	6
IN040008	2	0	5	10	20	6
IN040008	3	0	17	10	24	7
IN040008	4	0	17	10	24	7
IN040008	5	0	17	10	24	8
IN040009	0	0	17	10	24	8
IN040009	1	0	4	12	30	6
IN040009	2	0	5	4	15	6
IN040009	3	0	17	10	24	8
IN040009	4	0	17	88	88	88
IN040010	0	0	17	10	26	6
IN040010	1	0	5	6	20	8
IN040010	2	0	13	12	26	9
IN040010	3	0	5	6	20	8
IN040010	4	0	5	6	20	8
IN040010	5	0	17	10	26	6
IN040011	0	0	17	10	24	7
IN040011	2	0	4	12	26	6
IN040011	3	0	1	4	10	5
IN040011	4	0	12	4	15	6
IN040011	5	0	17	10	24	7
IN040011	6	0	17	88	88	88
IN040012	0	0	17	10	24	10
IN040012	2	0	5	6	20	9
IN040012	3	0	5	8	26	9
IN040012	5	0	5	9	26	8
IN040012	8	0	17	10	24	8
IN040013	0	0	17	10	25	7
IN040013	1	0	5	6	15	9
IN040013	2	0	5	6	15	9
IN040013	3	0	17	10	25	7
IN040013	4	0	17	88	88	88
IN040014	0	0	17	10	24	8
IN040014	2	0	5	6	20	7
IN040014	3	0	5	6	20	7
IN040014	7	0	17	88	88	88
IN040015	0	0	17	10	24	7
IN040015	2	0	1	7	20	8
IN040015	3	0	1	6	20	7
IN040015	4	0	4	12	24	6
IN040015	5	0	5	6	20	6
IN040015	6	0	15	12	30	7
IN040015	7	0	17	10	24	7
IN040015	8	0	15	12	30	6
IN040016	0	0	17	10	24	8
IN040016	1	0	4	12	30	6
IN040016	2	0	4	12	30	6
IN040016	3	0	13	12	30	4
IN040016	4	0	1	5	30	8
IN040016	5	0	12	6	26	8
IN040016	6	0	12	6	26	8
IN040016	8	0	17	10	24	8
IN040016	9	0	17	10	24	8
IN040017	0	0	17	10	24	6
IN040017	1	0	1	5	12	5
IN040017	2	0	12	3	15	6
IN040017	3	0	17	10	23	7
IN040017	4	0	17	10	23	6
IN040017	5	0	17	88	88	88
IN040018	0	0	17	10	24	7
IN040018	1	0	2	8	15	8
IN040018	2	0	2	8	15	8
IN040018	4	0	2	8	15	8
IN040018	5	0	17	10	25	8
IN040018	6	0	17	10	25	8
IN040019	0	0	17	10	25	7
IN040019	1	0	1	6	20	9
IN040019	2	0	5	5	25	8
IN040019	3	0	4	12	30	8
IN040019	4	1	1	6	20	8
IN040019	5	0	5	5	20	8
IN040019	6	0	5	5	25	8
IN040020	0	0	17	10	24	8
IN040020	2	0	12	5	20	6
IN040020	3	0	17	10	24	7
IN040021	0	0	17	10	24	7
IN040021	1	4	17	88	88	88
IN040021	2	0	1	7	15	8
IN040021	3	0	1	7	15	8
IN040021	4	0	17	10	24	7
IN040022	0	0	17	10	20	7
IN040022	1	0	1	6	20	7
IN040022	2	0	5	10	10	8
IN040022	4	0	17	10	24	12
IN040022	5	0	17	10	28	10
IN040022	6	0	17	10	24	8
IN040023	0	0	17	10	24	8
IN040023	1	0	1	5	25	9
IN040023	2	0	12	2	30	8
IN040023	3	0	17	10	24	8
IN040023	4	0	17	10	24	8
IN040024	0	0	17	10	24	6
IN040024	3	0	1	6	15	8
IN040024	4	0	1	6	15	8
IN040024	7	0	17	88	88	88
IN040025	0	0	17	10	25	7
IN040025	1	0	1	5	20	9
IN040025	2	0	12	4	15	8
IN040025	3	0	17	10	25	7
IN040025	4	0	17	10	25	7
IN040027	0	0	17	10	24	8
IN040027	1	0	4	12	28	6
IN040027	2	0	5	9	23	6
IN040027	3	0	5	6	26	9
IN040027	4	0	5	6	26	9
IN040027	7	0	17	88	88	88
IN040028	0	0	17	10	25	7
IN040028	1	0	4	12	30	9
IN040028	2	0	12	4	25	9
IN040028	3	0	1	5	27	9
IN040028	4	0	12	4	25	9
IN040028	6	0	17	10	25	7
IN040028	7	0	17	88	88	88
IN040029	0	0	17	10	24	8
IN040029	1	0	1	6	20	9
IN040029	2	0	5	6	24	9
IN040029	3	0	4	12	30	9
IN040029	5	0	12	10	24	9
IN040029	6	0	17	10	24	8
IN040029	7	0	17	10	24	8
IN040030	0	0	17	10	24	8
IN040030	1	0	5	6	20	8
IN040030	2	0	1	6	24	6
IN040030	3	0	5	5	20	6
IN040030	4	0	17	6	20	8
IN040030	5	0	17	10	20	8
IN040031	0	0	17	10	24	8
IN040031	2	0	5	3	20	6
IN040031	3	0	5	5	30	6
IN040031	4	0	1	6	30	6
IN040031	5	0	1	6	15	8
IN040031	6	0	5	10	20	6
IN040031	7	0	12	10	20	6
IN040031	8	0	17	10	24	8
IN040032	0	0	17	10	24	8
IN040032	1	0	17	88	88	88
IN040032	3	0	1	6	20	9
IN040032	4	0	5	6	20	9
IN040032	5	0	17	10	24	8
IN040032	6	0	17	88	88	88
IN040033	0	0	17	10	25	8
IN040033	1	0	13	12	26	8
IN040033	2	0	13	12	26	8
IN040033	3	0	15	12	30	2
IN040033	4	0	17	88	88	88
IN040034	0	0	17	10	24	8
IN040034	1	0	5	4	26	7
IN040034	2	0	5	4	20	7
IN040034	3	0	17	10	24	8
IN040035	0	0	17	10	24	8
IN040035	2	0	10	12	30	10
IN040035	3	0	15	12	30	6
IN040035	4	0	17	10	24	7
IN040036	0	0	17	10	24	6
IN040036	1	0	5	5	14	8
IN040036	2	0	5	5	14	8
IN040036	3	0	17	7	24	6
IN040037	0	0	17	10	25	8
IN040037	2	0	1	9	30	10
IN040037	3	0	15	12	30	4
IN040037	4	0	17	10	25	8
IN040037	5	0	17	88	88	88
IN040038	0	0	17	10	24	8
IN040038	1	0	1	6	30	7
IN040038	2	0	5	10	24	7
IN040038	3	0	17	10	24	8
IN040038	4	0	17	88	88	88
IN040039	0	0	17	10	24	7
IN040039	2	0	15	8	15	3
IN040039	3	0	1	4	10	5
