childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET151042	5	17	1	7	1	 	 	 	1	1997	1	1	0	31	14	 	88	0	10	12	7	9	9	0	1	9	0	0	0	5	 	 	 	 	 	 	 	 	 
ET151042	6	16	1	7	1	 	 	 	1	1997	1	3	0	8	15	 	88	0	15	12	7	5	9	0	5	4	0	0	0	6	 	 	 	 	 	 	 	 	 
ET151042	7	1	2	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	0	15	2	0	1	 	 	 	1	1995	1	7	1	 	 	2	7	0	15	10	6	4	8	0	4	0	0	5	3	4	 	 	 	 	 	 	 	 	 
ET151043	1	97	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	2	67	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	1	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	3	59	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	4	32	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	5	29	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	6	26	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	7	24	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	8	22	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	9	20	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151043	10	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	0	14	1	0	1	 	 	 	1	1997	1	5	1	 	 	1	9	0	4	12	6	4	8	0	0	4	0	6	2	4	 	 	 	 	 	 	 	 	 
ET151044	1	105	2	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	2	52	1	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	1	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	3	46	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	6	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	4	26	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	5	23	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	6	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	7	18	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151044	8	12	1	7	1	 	 	 	1	1999	1	3	1	 	 	1	9	0	1	12	6	4	8	0	0	4	0	6	2	4	 	 	 	 	 	 	 	 	 
ET151044	9	16	1	14	1	 	 	 	1	1996	1	6	1	 	 	1	9	0	1	12	6	4	8	0	0	4	0	6	2	4	 	 	 	 	 	 	 	 	 
ET151045	0	15	1	0	1	 	 	 	1	1996	1	5	1	 	 	1	9	0	4	12	7	5	8	0	2	5	0	6	1	2	 	 	 	 	 	 	 	 	 
ET151045	1	51	1	1	1	 	 	9	 	 	 	 	 	 	 	 	 	0	1	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151045	2	40	2	1	1	 	 	3	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151045	3	23	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151045	4	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151045	5	17	1	7	1	 	 	 	1	1996	1	4	1	 	 	3	11	0	4	12	7	4	7	1	2	4	0	6	1	3	 	 	 	 	 	 	 	 	 
ET151045	6	13	1	7	1	 	 	 	1	1998	1	4	1	 	 	1	7	0	4	12	7	1	10	0	0	1	0	6	2	5	 	 	 	 	 	 	 	 	 
ET151045	15	11	2	7	1	 	 	 	1	2000	1	2	1	 	 	1	7	0	15	12	7	3	10	0	3	0	0	6	1	4	 	 	 	 	 	 	 	 	 
ET151045	16	9	1	7	1	 	 	 	1	2000	1	2	1	 	 	2	7	0	15	12	7	1	11	0	1	0	0	6	1	5	 	 	 	 	 	 	 	 	 
ET151049	0	15	2	0	1	 	 	 	1	2000	1	1	1	 	 	3	4	0	15	12	7	3	8	0	3	0	0	5	1	7	0	3	 	88	 	 	 	 	88
ET151049	1	62	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	6	6	 	 	 	 	 	 	 	 	1	 	1	12	 	10	9	 	21
ET151049	2	55	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151049	3	37	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151049	4	34	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151049	5	32	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151049	6	26	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151049	7	24	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151049	8	22	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151049	9	20	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151049	10	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	4	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151049	15	11	2	7	1	 	 	 	1	2001	1	0	1	 	 	3	4	0	15	12	7	2	8	0	2	0	0	5	1	8	 	 	 	 	 	 	 	 	 
ET151051	0	14	2	0	1	 	 	 	1	1995	1	6	1	 	 	4	4	0	15	12	7	4	8	0	4	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET151051	1	70	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151051	2	50	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151051	3	27	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151051	4	25	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151051	5	23	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151051	6	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151051	7	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151052	0	15	2	0	1	 	 	 	1	1991	1	2	1	 	 	3	15	0	15	12	7	2	8	1	2	0	0	5	2	6	 	 	 	 	 	 	 	 	 
ET151052	1	43	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	1	12	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151052	2	39	2	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151052	3	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151052	4	17	1	7	1	 	 	 	1	1995	1	6	1	 	 	2	25	0	15	12	6	3	8	1	3	0	0	5	2	5	 	 	 	 	 	 	 	 	 
ET151052	15	11	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	15	0	15	12	7	2	9	1	2	0	0	5	1	6	 	 	 	 	 	 	 	 	 
ET151052	16	9	2	7	1	 	 	 	1	2000	1	2	1	 	 	2	11	0	15	12	7	2	9	0	2	0	0	5	1	7	 	 	 	 	 	 	 	 	 
ET151053	0	15	2	0	1	 	 	 	1	1994	1	7	1	 	 	2	6	0	15	12	7	4	8	2	4	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET151053	1	32	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	1	12	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151053	2	28	2	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	15	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151053	3	12	1	7	2	 	 	 	1	1998	1	3	1	 	 	2	6	0	1	12	7	3	8	2	2	3	0	5	1	3	 	 	 	 	 	 	 	 	 
ET151053	15	10	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	1	12	7	3	8	2	2	3	0	5	1	3	 	 	 	 	 	 	 	 	 
ET151053	16	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET151054	0	15	1	0	1	 	 	 	1	1997	1	5	1	 	 	2	4	0	4	12	5	4	8	2	2	4	0	5	1	2	0	3	 	88	 	 	 	 	88
ET151054	1	45	1	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	1	9	5	6	 	 	 	 	 	 	 	 	1	 	1	12	 	9	10	 	21
ET151054	2	40	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	6	8	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151054	3	17	2	7	1	 	 	 	0	 	 	 	 	8	 	 	88	0	15	12	6	8	8	4	8	0	0	0	0	4	0	3	 	88	 	 	 	 	88
ET151054	15	10	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151054	16	7	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	6	4	8	2	4	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET151054	17	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151056	0	14	1	0	1	 	 	 	1	1997	1	4	1	 	 	3	7	0	4	12	7	4	10	0	2	4	0	5	1	2	 	 	 	 	 	 	 	 	 
ET151056	1	37	1	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	1	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151056	2	32	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151056	3	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151056	4	11	2	7	1	 	 	 	1	1998	1	3	1	 	 	2	6	0	15	12	7	4	10	2	4	0	0	5	2	1	 	 	 	 	 	 	 	 	 
ET151056	5	9	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151056	6	6	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET151057	0	15	1	0	1	 	 	 	1	1998	1	4	1	 	 	3	7	0	4	12	7	4	9	2	1	4	0	5	1	2	 	 	 	 	 	 	 	 	 
ET151057	1	45	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	5	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151057	2	40	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151057	3	31	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151057	5	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151057	6	16	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151057	7	14	2	7	1	 	 	 	1	1998	1	3	1	 	 	3	7	0	15	12	7	4	9	2	4	0	0	5	1	3	 	 	 	 	 	 	 	 	 
ET151057	15	11	1	7	1	 	 	 	1	2002	1	0	1	 	 	3	7	0	4	12	7	4	9	1	2	4	0	5	1	2	 	 	 	 	 	 	 	 	 
ET151057	16	9	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151057	17	5	1	7	1	 	 	 	0	 	 	 	 	 	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET151058	0	15	2	0	1	 	 	 	1	1998	1	4	1	 	 	2	7	0	15	12	7	3	8	2	3	1	0	5	2	3	 	 	 	 	 	 	 	 	 
ET151058	1	48	1	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	1	12	4	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151058	2	38	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151058	3	23	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	4	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151058	4	21	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151058	5	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	4	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151058	6	17	1	7	1	 	 	 	1	1994	1	6	1	 	 	2	7	0	4	12	3	7	8	0	0	7	0	5	2	2	 	 	 	 	 	 	 	 	 
ET151058	7	16	2	7	1	 	 	 	1	1995	1	7	1	 	 	2	7	0	15	12	3	3	8	2	3	0	0	5	3	3	 	 	 	 	 	 	 	 	 
ET151058	8	12	2	7	1	 	 	 	1	2000	1	2	1	 	 	2	6	0	15	12	3	3	10	1	3	0	0	6	3	1	 	 	 	 	 	 	 	 	 
ET151058	15	10	2	7	2	 	 	 	1	2002	1	0	1	 	 	2	 	0	15	12	3	3	11	0	3	0	0	5	3	2	 	 	 	 	 	 	 	 	 
ET151058	16	9	1	7	1	 	 	 	0	 	 	 	 	20	 	 	88	0	7	12	7	6	11	0	4	6	0	0	0	3	 	 	 	 	 	 	 	 	 
ET151059	0	14	1	0	1	 	 	 	1	1998	1	0	0	8	 	 	88	0	4	12	7	4	9	2	2	4	0	4	1	2	 	 	 	 	 	 	 	 	 
ET151059	1	55	1	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	1	12	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151059	2	42	2	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	15	12	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151059	3	27	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151059	4	24	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151059	5	21	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151059	6	17	2	7	1	 	 	 	1	1994	1	7	1	 	 	2	4	0	15	12	7	6	9	2	6	0	0	4	1	2	 	 	 	 	 	 	 	 	 
ET151059	7	12	1	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	4	12	7	5	8	2	2	5	0	4	1	2	 	 	 	 	 	 	 	 	 
ET151059	8	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151064	0	15	1	0	1	 	 	 	1	1995	1	7	1	 	 	2	7	0	15	12	7	4	9	0	4	2	0	5	2	2	 	 	 	 	 	 	 	 	 
ET151064	1	35	1	1	1	 	 	10	 	 	 	 	 	 	 	 	 	0	1	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151064	2	31	2	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	15	12	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151064	3	12	2	7	4	 	 	 	1	1999	1	1	1	 	 	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151064	15	9	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	2	9	3	2	0	0	4	1	5	 	 	 	 	 	 	 	 	 
ET151064	16	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151064	17	12	2	7	2	 	 	 	1	1999	1	1	1	 	 	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	0	15	2	0	1	 	 	 	1	1995	1	7	1	 	 	2	8	0	15	12	7	5	7	1	5	0	0	6	2	3	 	 	 	 	 	 	 	 	 
ET151066	1	55	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	1	10	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	2	44	2	1	1	 	 	1	 	 	 	 	 	 	 	 	 	0	15	12	7	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	3	25	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	10	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	4	22	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	10	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	5	18	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	6	16	1	7	1	 	 	 	1	1993	1	6	0	8	13	 	88	0	1	10	2	4	8	0	2	4	0	0	0	10	 	 	 	 	 	 	 	 	 
ET151066	7	12	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	8	30	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151066	9	5	2	15	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	3	11	0	3	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET151067	0	15	1	0	1	 	 	 	1	1998	1	4	1	 	 	1	7	0	15	12	7	2	10	0	2	2	0	5	3	2	0	3	 	88	 	 	 	 	88
ET151067	1	42	1	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	1	9	6	7	 	 	 	 	 	 	 	 	1	 	1	16	9	6	9	12	7
ET151067	2	36	2	1	1	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET151067	3	17	2	7	1	 	 	 	1	1995	1	6	1	 	 	1	7	0	15	12	7	11	9	0	6	0	0	5	2	2	0	6	 	88	 	 	 	 	88
ET151067	4	13	2	7	1	 	 	 	1	1999	1	3	1	 	 	1	10	0	15	12	7	5	8	1	5	0	0	5	3	2	 	 	 	 	 	 	 	 	 
ET151067	15	10	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	4	11	0	4	0	0	4	2	3	 	 	 	 	 	 	 	 	 
ET151068	0	15	1	0	1	 	 	 	1	1998	1	4	0	8	14	 	88	0	4	12	7	7	10	0	1	7	0	0	0	6	 	 	 	 	 	 	 	 	 
ET151068	1	67	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151068	2	57	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151068	3	32	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151068	4	29	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151068	5	25	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	6	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151068	6	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151069	0	15	1	0	1	 	 	 	0	 	 	 	 	20	 	 	88	0	4	12	7	2	9	1	2	4	0	4	1	3	 	 	 	 	 	 	 	 	 
ET151069	1	34	2	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151069	2	17	1	7	1	 	 	 	1	1994	1	6	1	 	 	2	7	0	1	10	6	5	9	0	0	5	0	5	4	1	 	 	 	 	 	 	 	 	 
ET151069	15	11	2	7	1	 	 	 	0	 	 	 	 	20	 	 	88	0	15	12	7	4	9	2	4	0	0	4	1	4	 	 	 	 	 	 	 	 	 
ET151069	16	5	1	9	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	2	0	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET151069	17	1	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	0	14	1	0	1	 	 	 	1	1999	1	2	1	 	 	2	3	0	4	12	7	3	8	0	1	3	0	5	2	5	 	 	 	 	 	 	 	 	 
ET151070	1	47	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	2	45	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	3	27	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	4	25	2	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	5	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	6	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET151070	7	17	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	6	0	15	12	7	4	8	4	4	0	0	5	1	2	 	 	 	 	 	 	 	 	 
ET151070	15	11	2	7	1	 	 	 	1	1999	1	2	1	 	 	3	4	0	15	12	7	2	8	4	2	0	0	5	1	4	 	 	 	 	 	 	 	 	 
ET151070	16	0	2	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET161001	0	15	2	0	1	 	 	 	1	1997	1	2	1	 	 	4	17	0	15	12	5	9	10	2	2	0	0	6	2	2	0	6	 	88	 	 	 	 	88
ET161001	1	45	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	1	 	0	23	 	11	13	12	10
ET161001	2	21	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	5	6	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET161001	3	17	1	7	1	 	 	 	1	1994	1	6	0	1	17	 	88	0	15	5	6	4	9	0	3	3	0	6	1	2	0	6	 	88	 	 	 	 	88
ET161001	4	13	1	7	1	 	 	 	1	1998	1	3	1	 	 	3	29	0	15	5	4	2	11	0	1	2	0	7	2	1	 	 	 	 	 	 	 	 	 
ET161001	15	11	2	7	1	 	 	 	1	2000	1	1	1	 	 	3	18	0	15	12	4	4	11	2	2	0	0	6	1	2	 	 	 	 	 	 	 	 	 
ET161001	16	9	2	7	1	 	 	 	0	 	 	 	 	1	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET161002	0	14	1	0	1	 	 	 	1	1998	2	5	1	 	 	1	200	0	15	12	5	5	8	0	2	3	0	7	2	2	 	 	 	 	 	 	 	 	 
ET161002	1	53	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
