CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMTHR3	ACTDAYHR3	ACTHRSR3	PYMRECR3
ET171047	2	3	1	12	7	2	0
ET171048	1	7	1	12	7	10	0
ET171049	1	2	1	12	7	4	0
ET171049	2	3	1	12	7	4	0
ET171050	1	6	2	12	5	10	1
ET181001	1	2	1	12	7	4	0
ET181001	2	3	1	12	7	1	0
ET181002	1	1	1	12	7	4	0
ET181003	1	2	1	12	7	10	0
ET181004	1	1	1	6	3	4	0
ET181004	2	2	1	12	3	1	0
ET181004	3	3	1	12	3	1	0
ET181005	1	1	1	6	3	9	0
ET181006	1	2	1	12	7	2	0
ET181007	1	2	1	12	7	3	0
ET181008	1	1	1	6	3	4	0
ET181009	1	1	1	12	7	4	0
ET181009	2	1	1	5	3	2	0
ET181009	3	2	1	12	7	1	0
ET181010	1	1	1	12	7	3	0
ET181010	2	2	1	12	7	2	0
ET181011	1	1	1	4	3	4	0
ET181011	2	2	1	12	4	1	0
ET181012	1	1	1	12	3	2	0
ET181013	1	1	1	12	7	5	0
ET181014	1	1	1	12	7	5	0
ET181015	1	1	1	12	7	4	0
ET181016	1	2	1	12	7	2	0
ET181016	2	3	1	12	7	2	0
ET181017	1	2	1	12	7	6	0
ET181017	2	2	1	12	7	4	0
ET181017	3	1	1	4	3	6	0
ET181018	1	2	1	12	7	5	0
ET181018	2	3	1	12	7	2	0
ET181019	1	1	1	12	7	3	0
ET181020	1	2	1	12	7	2	0
ET181020	2	1	1	12	7	2	0
ET181020	3	3	1	2	2	1	0
ET181021	1	1	1	10	7	4	0
ET181022	1	2	1	12	7	4	0
ET181022	2	3	1	12	7	1	0
ET181022	3	4	1	12	7	1	0
ET181023	1	1	1	12	7	8	0
ET181024	1	2	1	12	7	4	0
ET181024	2	3	1	12	7	1	0
ET181025	1	1	1	12	7	5	0
ET181026	1	1	1	6	3	4	0
ET181026	2	2	1	12	7	2	0
ET181027	1	2	1	12	7	4	0
ET181028	1	2	1	12	7	4	0
ET181028	2	3	1	12	7	2	0
ET181029	1	2	1	12	7	4	0
ET181029	2	3	1	12	7	1	0
ET181030	1	1	1	12	7	3	0
ET181030	2	2	1	12	7	1	0
ET181031	1	1	1	8	5	4	0
ET181032	1	1	3	12	7	8	1
ET181033	1	2	1	12	7	3	0
ET181033	2	3	1	12	7	2	0
ET181033	3	7	1	12	7	1	0
ET181034	1	1	1	12	7	4	0
ET181035	1	1	1	12	7	2	0
ET181035	2	4	1	12	1	7	5
ET181036	1	1	1	12	7	7	0
ET181037	1	2	1	12	7	4	0
ET181037	2	3	1	12	7	2	0
ET181038	1	2	1	12	7	2	0
ET181039	1	2	1	12	7	5	0
ET181039	2	3	1	12	7	2	0
ET181040	1	1	1	12	7	4	0
ET181041	1	1	1	12	7	4	0
ET181042	1	1	1	12	7	4	0
ET181043	1	1	1	12	7	3	0
ET181043	2	2	1	12	7	2	0
ET181044	1	2	1	12	7	4	0
ET181045	1	2	1	12	7	4	0
ET181045	2	3	1	12	7	2	0
ET181046	1	1	1	12	7	3	0
ET181047	1	2	1	12	7	4	0
ET181048	1	2	1	12	7	3	0
ET181049	1	6	2	8	7	10	1
ET181050	1	1	1	12	4	6	0
ET181050	2	2	1	12	4	4	0
ET191001	1	5	1	12	5	4	0
ET191002	1	5	1	12	7	4	0
ET191003	1	2	1	12	7	4	0
ET191004	1	2	1	12	7	3	0
ET191005	1	6	1	12	7	8	0
ET191006	1	2	1	12	7	4	0
ET191006	2	3	1	12	7	2	0
ET191008	1	2	1	12	7	4	0
ET191009	1	2	1	12	7	1	0
ET191009	2	6	2	6	5	4	1
ET191010	1	1	1	12	7	4	0
ET191011	1	2	1	12	7	4	0
ET191012	1	2	1	12	7	3	0
ET191012	2	4	1	12	1	2	0
ET191013	1	2	1	12	7	4	0
ET191013	2	1	1	8	3	1	0
ET191014	1	2	1	12	7	4	0
ET191014	2	5	1	12	3	2	0
ET191016	1	1	1	12	7	4	0
ET191017	1	2	1	12	7	4	0
ET191017	2	5	1	12	2	2	0
ET191018	1	1	1	6	3	3	0
ET191019	1	2	1	12	7	4	0
ET191020	1	1	1	12	7	3	0
ET191021	1	2	1	12	7	2	0
ET191022	1	1	1	12	7	4	0
ET191024	1	2	1	12	7	4	0
ET191024	2	3	1	12	7	2	0
ET191025	1	1	1	12	7	4	0
ET191026	1	2	1	12	7	4	0
ET191027	1	2	1	12	7	2	0
ET191029	1	2	1	12	7	4	0
ET191030	1	2	1	12	7	3	0
ET191030	2	5	1	12	3	3	0
ET191031	1	1	1	12	7	4	0
ET191033	1	2	1	12	7	4	0
ET191034	1	5	1	12	4	3	0
ET191034	2	2	1	12	4	3	0
ET191035	1	6	2	12	7	6	1
ET191036	1	2	1	12	7	3	0
ET191037	1	4	1	12	7	4	0
ET191037	2	2	1	12	7	2	0
ET191038	1	2	1	12	7	3	0
ET191038	2	3	1	12	7	2	0
ET191040	1	2	1	12	7	3	0
ET191042	1	2	1	12	7	3	0
ET191043	1	2	1	12	7	4	0
ET191045	1	2	1	12	4	3	0
ET191046	1	2	1	12	7	5	0
ET191047	1	5	1	12	3	3	0
ET191048	1	1	1	7	4	2	0
ET191049	1	2	1	12	7	2	0
ET191050	1	1	1	12	7	4	0
ET191051	1	2	1	12	7	4	0
ET201001	1	7	1	7	7	2	0
ET201002	1	1	1	12	3	4	0
ET201003	1	2	1	12	7	2	0
ET201003	2	3	1	12	7	2	0
ET201004	1	7	1	12	3	3	0
ET201004	2	2	1	12	4	3	0
ET201005	1	2	1	10	2	4	0
ET201005	2	3	1	10	2	1	0
ET201006	1	7	1	2	7	4	0
ET201007	1	2	1	12	7	3	0
ET201007	2	3	1	12	7	2	0
ET201007	3	1	1	12	7	1	0
ET201008	1	2	1	12	7	5	0
ET201009	1	7	1	12	4	4	0
ET201010	1	1	1	12	7	4	0
ET201011	1	7	1	2	7	8	0
ET201012	1	7	1	2	7	8	0
ET201013	1	2	1	3	7	4	0
ET201014	1	2	1	12	7	4	0
ET201015	1	2	1	12	7	6	0
ET201016	1	2	1	12	7	5	0
ET201017	1	1	1	4	7	3	0
ET201018	1	2	1	12	7	3	0
ET201019	1	1	1	5	3	3	0
ET201019	2	7	1	9	7	5	0
ET201020	1	2	1	12	7	4	0
ET201021	1	2	1	10	2	2	0
ET201021	2	3	1	10	2	2	0
ET201022	1	2	1	12	7	2	0
ET201023	1	2	1	12	7	4	0
ET201024	1	2	1	12	7	5	0
ET201025	1	2	1	12	7	1	0
ET201026	1	4	1	12	7	4	0
ET201027	1	2	1	12	7	4	0
ET201028	1	7	1	12	7	4	0
ET201028	2	3	1	12	7	1	0
ET201028	3	2	1	12	7	1	0
ET201029	1	2	1	4	2	2	0
ET201029	2	1	1	4	2	2	0
ET201030	1	2	1	12	7	4	0
ET201031	1	1	1	12	7	4	0
ET201032	1	2	1	12	7	2	0
ET201033	1	2	1	12	7	4	0
ET201034	1	2	1	12	7	5	0
ET201035	1	2	1	12	7	3	0
ET201036	1	7	1	12	7	5	1
ET201037	1	2	1	6	4	2	0
ET201037	2	3	1	5	4	3	0
ET201038	1	2	1	12	7	3	0
ET201039	1	7	1	6	5	4	0
ET201040	1	2	1	12	7	4	0
ET201041	1	2	1	12	7	5	0
ET201042	1	2	1	12	7	6	0
ET201043	1	2	1	12	7	4	0
ET201044	1	2	1	12	7	4	0
ET201045	1	5	3	12	1	4	1
ET201045	2	4	2	10	3	3	0
ET201046	1	1	1	12	4	3	0
ET201047	1	2	1	8	5	3	0
ET201047	2	1	1	8	5	1	0
ET201048	1	2	1	3	7	6	0
ET201049	1	2	1	12	7	5	0
ET201050	1	7	1	12	7	4	0
