CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMTHR3	ACTDAYHR3	ACTHRSR3	PYMRECR3
ET091026	2	2	1	12	2	2	0
ET091027	1	1	1	8	6	6	0
ET091027	2	2	1	12	1	1	0
ET091028	1	1	2	1	3	3	1
ET091028	2	2	1	12	7	7	0
ET091029	1	2	1	12	7	4	0
ET091029	2	3	1	12	3	1	0
ET091030	1	2	1	12	7	4	0
ET091031	1	1	1	4	6	4	0
ET091031	2	2	1	12	2	1	0
ET091032	1	3	1	12	3	2	0
ET091032	2	2	1	12	2	1	0
ET091033	1	2	1	8	5	5	0
ET091033	2	1	1	6	5	4	1
ET091034	1	2	1	12	7	3	0
ET091034	2	1	2	2	2	4	1
ET091035	1	2	1	12	4	3	0
ET091035	2	7	1	12	2	2	0
ET091035	3	1	1	3	2	5	0
ET091036	1	7	1	8	7	8	0
ET091036	2	1	1	5	4	5	0
ET091037	1	1	1	6	6	4	0
ET091037	2	2	1	6	5	2	0
ET091038	1	1	1	6	4	3	0
ET091038	2	4	2	12	1	5	1
ET091039	1	2	1	7	5	3	0
ET091039	2	1	1	5	5	2	0
ET091040	1	2	1	2	5	3	0
ET091040	2	1	1	2	7	9	0
ET091041	1	1	2	3	1	4	1
ET091041	2	2	1	12	7	4	0
ET091042	1	1	2	1	3	3	1
ET091042	2	2	1	12	7	3	0
ET091043	1	1	1	9	5	4	0
ET091043	2	2	1	7	3	1	0
ET091043	3	7	1	3	7	8	0
ET091044	1	1	1	5	2	4	0
ET091044	2	2	1	10	7	1	0
ET091045	1	2	1	12	7	3	0
ET091045	2	3	1	12	4	1	0
ET091046	1	1	1	10	5	8	0
ET091046	2	2	1	8	5	4	0
ET091046	3	3	1	6	2	1	0
ET091047	1	1	1	5	7	2	0
ET091047	2	2	1	4	4	1	0
ET091048	1	1	2	4	7	8	1
ET091048	2	2	1	3	7	1	0
ET091048	3	3	1	3	4	1	0
ET091049	1	2	1	12	7	3	0
ET091050	1	2	1	12	7	4	0
ET101001	1	2	1	12	7	5	0
ET101002	1	2	1	12	7	1	0
ET101002	2	3	1	12	7	1	0
ET101003	1	2	1	12	7	2	0
ET101004	1	2	1	12	7	2	0
ET101004	2	3	1	12	7	2	0
ET101004	3	1	1	12	7	2	0
ET101005	1	2	1	12	7	4	0
ET101005	2	5	1	12	7	2	0
ET101006	1	2	1	12	7	2	0
ET101006	2	3	1	12	7	2	0
ET101007	1	2	1	10	4	4	0
ET101008	1	2	1	12	7	5	0
ET101009	1	2	1	4	6	2	0
ET101010	1	1	1	12	7	4	0
ET101010	2	2	1	12	7	2	0
ET101011	1	2	2	12	7	2	0
ET101011	2	3	2	12	7	2	0
ET101012	1	2	1	12	7	3	0
ET101012	2	3	1	12	7	1	0
ET101013	1	2	1	11	7	4	0
ET101014	1	3	1	12	7	2	0
ET101015	1	2	1	12	7	4	0
ET101015	2	4	1	12	7	3	0
ET101016	1	3	1	12	7	2	0
ET101016	2	2	1	12	7	4	0
ET101017	2	2	1	12	7	2	0
ET101018	1	7	1	12	7	2	0
ET101018	2	2	1	12	7	1	0
ET101018	3	3	1	12	7	1	0
ET101019	1	2	1	12	7	3	0
ET101019	2	3	1	12	7	1	0
ET101020	1	2	1	12	7	2	0
ET101020	2	3	1	12	7	2	0
ET101021	2	2	1	12	7	4	0
ET101022	1	3	1	12	7	1	0
ET101022	2	2	1	12	7	4	0
ET101022	3	1	1	12	7	2	0
ET101023	1	2	1	12	7	2	0
ET101024	1	2	1	12	7	4	0
ET101024	2	3	1	12	7	2	0
ET101024	3	5	1	12	3	2	0
ET101025	1	2	1	12	7	3	0
ET101025	2	3	1	12	7	1	0
ET101027	1	2	1	12	7	6	0
ET101028	1	2	1	12	7	3	0
ET101028	2	3	1	12	3	1	0
ET101029	1	2	1	5	5	4	0
ET101029	2	6	2	1	4	2	1
ET101030	1	2	1	12	7	2	0
ET101030	2	3	1	12	7	1	0
ET101030	3	6	2	7	2	5	1
ET101031	1	2	1	12	7	4	0
ET101031	2	3	1	12	4	1	0
ET101031	3	4	1	12	7	1	0
ET101032	1	6	2	6	7	3	1
ET101032	2	2	1	12	7	4	0
ET101033	1	2	1	4	5	2	0
ET101034	1	2	1	12	7	5	0
ET101035	1	3	1	12	7	3	0
ET101036	1	2	1	12	7	4	0
ET101036	2	4	1	7	7	2	0
ET101037	1	2	2	12	7	2	0
ET101037	2	6	2	12	7	8	1
ET101038	1	2	1	12	7	4	0
ET101038	2	3	1	12	7	1	0
ET101039	1	1	1	12	7	2	0
ET101039	2	2	1	12	7	1	0
ET101039	3	3	1	12	7	1	0
ET101040	1	2	1	12	7	4	0
ET101041	1	2	1	12	7	4	0
ET101042	1	2	1	12	7	3	0
ET101044	1	2	1	12	7	3	0
ET101044	2	3	1	12	7	1	0
ET101045	1	3	1	12	7	4	0
ET101046	1	1	1	12	7	4	0
ET101046	2	2	1	12	7	1	0
ET101047	1	2	1	12	7	3	0
ET101047	2	1	1	12	7	2	0
ET101048	1	3	1	12	7	2	0
ET101048	2	2	1	12	7	2	0
ET101049	1	2	1	12	7	5	0
ET101049	2	3	1	12	7	2	0
ET101050	1	2	1	12	5	4	0
ET111001	1	2	1	12	7	5	0
ET111001	2	3	1	12	7	1	0
ET111002	1	3	1	12	7	1	0
ET111002	2	2	1	12	7	4	0
ET111002	3	1	1	12	7	1	0
ET111003	1	1	1	12	6	2	0
ET111003	2	7	1	12	6	1	0
ET111004	1	2	1	12	7	5	0
ET111004	2	3	1	12	6	1	0
ET111005	1	1	1	12	7	3	0
ET111005	2	2	1	12	7	2	0
ET111005	3	3	1	12	7	2	0
ET111006	1	2	1	12	7	4	0
ET111006	2	3	1	12	7	2	0
ET111007	1	2	1	12	7	4	0
ET111007	2	3	1	12	7	1	0
ET111008	1	2	1	12	7	3	0
ET111008	2	3	1	12	7	1	0
ET111009	1	1	1	12	7	4	0
ET111009	2	2	1	12	7	2	0
ET111010	1	1	1	5	5	3	0
ET111010	2	2	1	3	3	2	0
ET111011	1	1	1	12	4	3	0
ET111011	2	2	1	12	5	3	0
ET111011	3	3	1	12	6	1	0
ET111012	1	2	1	12	7	4	0
ET111012	2	1	1	6	2	1	0
ET111013	1	7	1	12	7	6	0
ET111013	2	2	1	12	7	2	0
ET111015	1	2	1	5	5	5	0
ET111015	2	1	1	4	3	2	0
ET111016	1	1	1	6	5	5	0
ET111017	1	2	1	12	6	4	0
ET111017	2	3	1	12	7	1	0
ET111018	1	1	1	12	7	8	0
ET111018	2	2	1	12	7	4	0
ET111019	1	1	1	12	6	4	0
ET111019	2	2	1	12	1	2	0
ET111020	1	2	1	12	7	4	0
ET111020	2	3	1	12	7	1	0
ET111020	3	1	1	12	7	1	0
ET111021	1	2	1	12	7	2	0
ET111021	2	1	1	12	7	2	0
ET111022	1	2	1	12	7	2	0
ET111022	2	1	1	12	7	4	0
ET111023	1	2	1	12	7	4	0
ET111023	2	3	1	12	7	1	0
ET111024	1	2	1	12	7	4	0
ET111024	2	2	2	1	7	1	1
ET111025	1	2	1	6	5	2	0
ET111025	2	1	1	4	4	3	0
ET111027	1	2	1	12	7	4	0
ET111027	2	3	1	12	7	2	0
ET111028	1	2	1	12	7	4	0
ET111028	2	3	1	12	7	2	0
ET111028	3	1	1	10	7	2	0
ET111029	1	5	1	12	7	4	0
ET111029	2	2	1	12	7	1	0
ET111030	1	2	1	12	7	4	0
ET111031	1	1	1	12	7	5	0
ET111031	2	2	1	12	7	2	0
ET111032	1	2	1	12	7	2	0
ET111032	2	3	1	12	7	1	0
ET111033	1	1	1	12	7	1	0
ET111033	2	2	1	12	7	4	0
ET111033	3	3	1	12	7	2	0
ET111034	1	2	1	12	7	4	0
ET111034	2	3	1	12	7	1	0
ET111035	1	3	1	12	7	2	0
ET111035	2	2	1	12	7	5	0
ET111035	3	1	1	12	7	1	0
ET111036	1	1	1	4	3	2	0
ET111036	2	2	1	12	7	2	0
ET111037	1	2	1	12	2	4	0
ET111037	2	1	1	12	2	1	0
ET111038	1	3	1	12	7	1	0
ET111038	2	2	1	12	7	3	0
ET111038	3	1	1	4	7	1	0
ET111039	1	2	1	12	7	4	0
ET111039	2	4	2	3	7	1	3
ET111040	1	2	1	12	7	4	0
ET111040	2	3	1	12	7	2	0
ET111041	1	1	1	12	6	2	0
ET111041	2	2	1	12	4	2	0
ET111041	3	3	1	12	5	1	0
ET111042	1	3	1	12	7	2	0
ET111042	2	2	1	12	7	4	0
ET111043	1	1	1	12	7	1	0
ET111043	2	2	1	12	7	5	0
ET111044	1	2	1	12	7	4	0
ET111045	1	2	1	12	7	4	0
ET111046	1	2	1	12	7	3	0
ET111046	2	3	1	12	7	1	0
ET111047	1	6	2	12	7	3	1
ET111047	2	2	1	12	7	1	0
ET111047	3	3	1	12	7	1	0
ET111048	1	2	1	12	4	2	0
ET121001	1	6	2	2	4	10	1
ET121002	1	1	1	12	3	2	0
ET121002	2	2	1	12	2	2	0
ET121003	1	2	1	12	7	5	0
ET121003	2	3	1	12	7	1	0
ET121004	1	2	1	10	5	3	0
ET121005	1	4	1	6	3	4	1
ET121005	2	2	1	12	7	4	0
ET121005	3	3	1	12	7	3	0
ET121007	1	1	1	12	6	3	0
ET121008	1	7	1	12	7	4	1
ET121008	2	2	1	12	7	1	0
ET121009	1	2	1	9	5	1	0
ET121009	2	7	1	9	5	2	0
ET121010	1	2	1	12	7	5	0
ET121010	2	3	1	12	7	3	0
ET121011	1	2	1	12	4	4	0
ET121011	2	3	1	12	4	4	0
ET121012	1	2	1	6	4	4	0
ET121012	2	3	1	4	4	3	0
ET121013	1	1	1	12	7	3	0
ET121013	2	2	1	12	7	2	0
ET121014	1	2	1	12	7	4	0
ET121014	2	3	1	10	7	2	0
ET121015	1	1	1	12	6	2	0
ET121015	2	5	1	12	6	10	1
ET121017	1	2	1	12	7	3	0
ET121017	2	3	1	12	7	1	0
ET121018	1	1	1	10	6	4	0
ET121018	2	2	1	10	7	1	0
ET121018	3	3	1	10	7	1	0
ET121020	1	2	1	12	6	4	0
ET121020	2	3	1	12	6	2	0
ET121021	1	1	1	3	6	6	0
ET121021	2	2	1	7	7	7	0
ET121021	3	3	1	9	7	3	0
ET121022	1	2	1	12	7	3	0
ET121023	1	2	1	12	5	5	0
ET121023	2	3	1	12	5	2	0
ET121025	1	2	1	12	7	5	0
ET121025	2	3	1	12	7	1	0
ET121026	1	1	1	12	7	3	0
ET121026	2	2	1	12	7	1	0
ET121027	1	2	1	12	7	5	0
ET121028	1	1	1	9	5	3	0
ET121030	1	7	1	12	6	4	0
ET121030	2	2	1	12	1	1	0
ET121031	1	1	1	12	7	3	0
ET121031	2	2	1	12	7	7	0
ET121032	1	2	1	12	7	5	0
ET121032	2	3	1	12	7	1	0
ET121033	1	2	1	12	7	4	0
ET121033	2	3	1	12	5	1	0
ET121034	1	7	1	12	7	2	0
ET121036	1	2	1	12	5	5	0
ET121036	2	3	1	12	5	1	0
ET121037	1	2	1	12	6	6	0
ET121038	1	2	1	10	5	2	0
ET121039	1	2	2	12	7	11	3
ET121039	2	3	2	12	7	2	3
ET121040	1	2	1	12	7	6	0
ET121040	2	3	1	12	7	2	0
ET121041	1	2	1	12	5	2	0
ET121043	1	2	1	12	7	1	0
ET121043	2	4	1	12	7	10	0
ET121044	1	2	1	12	7	3	0
ET121044	2	4	1	12	7	10	0
ET121046	1	2	1	12	7	4	0
ET121047	1	1	1	6	6	7	0
ET121047	2	2	1	12	5	5	0
ET121047	3	3	1	12	7	2	0
ET121048	1	1	1	6	3	3	0
ET121049	1	2	1	12	7	4	0
ET121050	1	2	1	12	1	4	0
ET121053	1	6	2	9	7	11	1
ET121053	2	1	1	3	7	8	0
ET121053	3	2	1	3	7	3	0
ET121054	1	1	3	7	5	6	1
ET121054	2	2	1	5	5	7	0
ET121054	3	3	1	5	7	5	0
ET121054	4	1	1	5	6	7	0
ET121055	1	1	2	8	7	10	0
ET121055	2	2	2	8	7	2	0
ET121055	3	2	1	4	7	4	0
ET121056	1	1	1	3	2	2	0
ET121057	1	2	1	12	7	6	0
ET121057	2	3	1	12	7	3	0
ET131001	1	2	1	12	6	2	0
ET131002	1	4	2	12	7	5	1
ET131002	2	2	1	12	7	3	0
ET131003	1	2	1	12	7	3	0
ET131003	2	3	1	12	7	2	0
ET131004	1	4	2	12	6	11	1
ET131005	1	2	1	12	7	4	0
ET131006	1	2	1	12	7	2	0
ET131006	2	7	2	12	7	6	1
ET131006	3	3	1	12	7	2	0
ET131007	1	2	1	12	7	4	0
ET131007	2	3	1	12	7	2	0
ET131008	1	2	1	12	7	4	0
ET131009	1	2	1	12	6	2	0
ET131009	2	3	1	12	6	2	0
ET131010	1	2	1	12	7	4	0
ET131011	1	2	1	12	7	4	0
ET131011	2	3	1	12	7	2	0
ET131012	1	2	1	12	6	2	0
ET131012	2	4	2	12	6	3	1
ET131012	3	3	1	12	7	2	0
ET131013	1	2	1	12	7	2	0
ET131013	2	3	1	12	7	2	0
ET131014	1	2	1	12	6	3	0
ET131014	2	3	1	12	4	2	0
ET131015	1	2	1	12	6	2	0
ET131015	2	3	1	12	6	2	0
ET131016	1	2	1	12	7	2	0
ET131016	2	3	1	12	7	2	0
ET131017	1	2	1	12	7	2	0
ET131017	2	3	1	12	7	1	0
ET131020	1	2	1	12	7	3	0
ET131020	2	3	1	12	7	1	0
ET131020	3	6	2	12	3	2	1
ET131021	1	2	1	12	7	3	0
ET131022	1	4	2	12	7	4	1
ET131022	2	2	1	12	7	1	0
ET131023	1	2	1	12	7	3	0
ET131023	2	3	1	12	7	1	0
ET131024	1	2	1	12	6	4	0
ET131025	1	2	1	12	7	5	0
ET131025	2	3	1	12	7	2	0
ET131026	1	2	1	12	5	2	0
ET131026	2	3	1	12	5	2	0
ET131027	1	2	1	12	4	2	0
ET131027	2	3	1	12	2	2	0
ET131028	1	2	1	12	7	6	0
ET131028	2	3	1	12	7	2	0
ET131029	1	2	1	12	7	2	0
ET131029	2	3	1	12	5	2	0
ET131030	1	2	1	12	5	2	0
ET131030	2	3	1	12	5	2	0
ET131031	1	2	1	12	7	3	0
ET131031	2	3	1	12	7	2	0
ET131032	1	2	1	12	7	4	0
ET131032	2	6	2	12	7	1	2
ET131033	1	2	1	12	4	1	0
ET131033	2	3	1	12	4	2	0
ET131033	3	7	2	12	3	1	1
ET131034	1	2	1	12	7	7	0
ET131035	1	2	1	12	5	2	0
ET131035	2	3	1	12	5	2	0
ET131036	1	2	1	12	7	2	0
ET131037	1	2	1	12	7	4	0
ET131038	1	2	1	12	7	2	0
ET131038	2	3	1	12	7	2	0
ET131039	1	2	1	12	7	4	0
ET131039	2	3	1	12	7	2	0
ET131040	1	2	1	6	7	5	0
ET131041	1	2	1	12	7	3	0
ET131041	2	3	1	12	7	2	0
ET131042	1	2	1	12	7	3	0
ET131042	2	3	1	12	7	2	0
ET131043	1	2	1	12	7	4	0
ET131044	1	2	1	12	7	2	0
ET131045	1	2	1	12	7	2	0
ET131045	2	3	1	12	7	1	0
ET131045	3	7	2	12	7	2	1
ET131046	1	2	1	12	6	2	0
ET131046	2	3	1	12	5	2	0
ET131047	1	2	1	12	7	2	0
ET131047	2	6	1	12	7	3	1
ET131047	3	3	1	12	7	1	0
ET131048	1	6	2	12	6	10	1
ET131048	2	2	1	12	7	1	0
ET131048	3	3	1	12	7	1	0
ET131049	1	3	1	12	7	2	0
ET131049	2	2	1	12	7	1	0
ET131049	3	1	1	12	7	1	0
ET131050	1	2	1	12	7	3	0
ET131050	2	3	1	12	7	1	0
ET141001	1	2	1	12	7	3	0
ET141002	1	2	1	12	7	2	0
ET141004	1	2	1	12	7	3	0
ET141005	1	2	1	12	7	2	0
ET141006	1	2	1	12	7	3	0
ET141007	1	2	1	12	7	2	0
ET141008	1	2	1	12	7	2	0
ET141008	2	3	1	12	7	1	0
ET141009	1	2	1	12	7	4	0
ET141009	2	4	1	12	7	4	0
ET141010	1	2	1	12	7	2	0
ET141010	2	3	1	12	5	1	0
ET141011	1	2	1	12	7	4	0
ET141012	1	2	1	12	7	1	0
ET141013	1	2	1	12	7	3	0
ET141013	2	3	1	12	6	2	0
ET141014	1	4	1	12	7	3	0
ET141015	1	2	1	12	5	2	0
ET141016	1	2	1	12	7	4	0
ET141016	2	3	1	12	2	1	0
ET141017	1	2	1	12	7	2	0
ET141017	2	3	1	12	4	2	0
ET141018	1	2	1	12	4	3	0
ET141018	2	3	1	12	2	1	0
ET141019	1	2	1	12	5	1	0
ET141019	2	3	1	12	3	1	0
ET141020	1	2	1	12	7	1	0
ET141020	2	6	2	12	6	6	1
ET141020	3	3	1	12	7	1	0
ET141021	1	2	1	6	7	2	0
ET141022	1	2	1	12	7	2	0
ET141022	2	3	1	12	7	1	0
ET141023	1	2	1	12	7	4	0
ET141023	2	3	1	12	1	2	0
ET141024	1	2	1	12	7	2	0
ET141025	1	2	1	12	7	3	0
ET141025	2	3	1	12	7	3	0
ET141026	1	2	1	12	3	3	0
ET141028	1	2	1	12	7	4	0
ET141029	1	2	1	12	7	4	0
ET141030	1	2	1	12	7	3	0
ET141031	1	2	1	12	7	5	0
ET141032	1	2	1	12	7	2	0
ET141033	1	2	1	12	7	3	0
ET141034	1	2	1	12	7	6	0
ET141035	1	2	1	12	7	3	0
ET141036	1	2	1	12	7	3	0
ET141037	1	2	1	12	7	8	0
ET141038	1	2	1	12	7	3	0
ET141039	1	2	1	12	4	3	0
ET141040	1	2	1	12	7	3	0
ET141041	1	2	1	12	7	4	0
ET141042	1	2	1	12	7	3	0
ET141043	1	2	1	12	4	5	0
ET141043	2	3	1	12	4	5	0
ET141044	1	2	1	12	7	2	0
ET141044	2	3	1	12	7	2	0
ET141045	1	2	1	12	7	2	0
ET141046	1	2	1	12	7	5	0
ET141047	1	2	1	12	7	2	0
ET141048	1	2	1	12	7	4	0
ET141049	1	2	1	12	7	5	0
ET141050	1	4	1	12	7	3	0
ET141050	2	3	1	12	7	1	0
ET141050	3	2	1	12	7	2	0
ET151001	1	2	1	12	6	4	0
ET151002	1	2	1	12	7	5	0
ET151002	2	3	1	12	7	1	0
ET151004	1	2	1	12	6	4	0
ET151004	2	3	1	12	4	2	0
ET151005	1	7	1	12	3	4	0
ET151005	2	2	1	12	7	2	0
ET151008	1	2	1	12	7	3	0
ET151009	1	2	1	12	7	4	0
ET151009	2	3	1	12	7	1	0
ET151010	1	2	1	12	4	4	0
ET151010	2	3	1	12	3	2	0
ET151011	1	2	1	12	7	4	0
ET151012	1	7	1	12	7	2	0
ET151012	2	2	1	12	7	4	0
ET151012	3	3	1	12	7	1	0
ET151012	4	6	2	2	5	8	1
ET151014	1	1	1	8	5	4	0
ET151014	2	2	1	12	7	2	0
ET151015	1	2	1	12	7	3	0
ET151015	2	1	1	12	7	2	0
ET151016	1	2	1	12	6	4	0
ET151016	2	3	1	12	4	2	0
ET151018	1	2	1	12	7	4	0
ET151019	1	6	2	2	7	9	1
ET151019	2	2	1	12	7	4	0
ET151020	1	2	1	12	7	3	0
ET151020	2	4	1	10	5	3	0
ET151021	1	1	3	12	7	3	0
ET151021	2	2	1	12	7	3	0
ET151021	3	3	1	12	7	2	0
ET151023	1	2	1	12	6	4	0
ET151023	2	3	1	12	3	3	0
ET151024	1	2	1	12	7	3	0
ET151024	2	3	1	12	7	1	0
ET151025	1	2	1	12	7	7	0
ET151025	2	3	1	12	7	1	0
ET151026	1	1	1	12	6	2	0
ET151026	2	2	1	12	1	2	0
ET151026	3	3	1	12	7	1	0
ET151027	1	2	1	12	6	4	0
ET151028	1	2	1	12	7	3	0
ET151029	1	2	1	12	7	2	0
ET151029	2	3	1	12	7	1	0
ET151030	1	2	1	12	7	4	0
ET151030	2	3	1	12	7	2	0
ET151031	1	1	1	11	6	1	0
ET151031	2	2	1	12	7	3	0
ET151031	3	3	1	12	7	2	0
ET151032	1	2	1	12	7	2	0
ET151032	2	7	1	12	7	3	0
ET151033	1	2	1	12	7	4	0
ET151033	2	3	1	12	7	2	0
ET151034	1	2	1	12	7	2	0
ET151035	1	2	1	12	7	5	0
ET151039	1	2	1	12	7	5	0
ET151041	1	2	1	12	7	5	0
ET151041	2	3	1	12	7	1	0
ET151042	1	2	1	12	6	4	0
ET151043	1	1	1	4	2	2	0
ET151043	2	2	1	10	6	1	0
ET151043	3	3	1	10	7	1	0
ET151044	1	1	1	7	6	2	0
ET151044	2	2	1	10	6	2	0
ET151045	1	7	1	12	7	3	0
ET151045	2	2	1	12	7	2	0
ET151049	1	2	1	12	7	3	0
ET151049	2	3	1	12	7	2	0
ET151051	1	2	1	12	7	4	0
ET151051	2	4	1	12	2	3	0
ET151052	1	2	1	12	6	2	0
ET151052	2	3	1	12	6	2	0
ET151053	1	2	1	12	6	4	0
ET151054	1	7	1	12	7	4	0
ET151054	2	2	1	12	7	2	0
ET151056	1	2	1	12	7	4	0
ET151056	2	3	1	10	4	3	0
ET151057	1	2	1	12	7	4	0
ET151057	2	3	1	12	6	1	0
ET151058	1	2	1	12	7	4	0
ET151059	1	2	1	12	7	3	0
ET151059	2	2	1	12	7	2	0
ET151064	1	2	1	12	7	4	0
ET151064	2	7	1	12	7	2	0
ET151066	1	2	1	12	7	4	0
ET151066	2	3	1	12	7	1	0
ET151067	1	2	1	12	7	4	0
ET151067	2	4	1	12	7	2	0
ET151068	1	2	1	12	7	4	0
ET151068	2	1	1	10	6	4	0
ET151069	1	2	1	12	7	4	0
ET151069	2	1	1	12	7	4	0
ET151070	1	2	1	12	7	4	0
ET161001	1	2	1	12	7	5	0
ET161001	2	3	1	12	7	2	0
ET161002	1	2	1	12	3	2	0
ET161002	2	1	1	3	4	3	0
ET161003	1	2	1	12	7	4	0
ET161003	2	3	1	12	7	2	0
ET161003	3	1	1	2	7	1	0
ET161004	1	1	1	12	6	2	0
ET161004	2	2	1	12	7	2	0
ET161004	3	3	1	12	7	2	0
ET161005	1	1	1	12	7	1	0
ET161005	2	2	1	12	7	3	0
ET161005	3	2	1	12	7	3	0
ET161006	1	2	1	12	7	2	0
ET161007	1	2	1	12	7	6	0
ET161008	1	1	1	4	7	2	0
ET161008	2	2	1	12	7	2	0
ET161008	3	3	1	12	7	2	0
ET161009	1	2	1	12	6	4	0
ET161009	2	1	1	12	6	2	0
ET161010	1	1	1	6	6	4	0
ET161010	2	2	1	12	6	3	0
ET161010	3	3	1	12	7	2	0
ET161011	1	2	1	12	7	5	0
ET161011	2	1	1	12	3	2	0
ET161012	1	2	2	3	7	4	1
ET161012	2	3	1	12	7	2	0
ET161013	1	2	1	12	7	8	0
ET161014	1	2	1	12	7	6	0
ET161014	2	3	1	12	7	2	0
ET161015	1	2	1	12	7	2	0
ET161015	2	3	1	7	3	4	0
ET161016	1	2	1	12	7	2	0
ET161016	2	1	1	12	5	2	0
ET161017	1	2	1	12	7	2	0
ET161017	2	3	1	12	7	2	0
ET161018	1	2	1	12	7	2	0
ET161018	2	1	1	12	7	2	0
ET161018	3	3	1	12	7	1	0
ET161019	1	1	1	12	7	3	0
ET161019	2	2	1	12	7	1	0
ET161019	3	3	1	12	7	1	0
ET161020	1	2	2	8	7	12	1
ET161020	2	3	2	8	7	12	1
ET161021	1	3	1	12	7	5	0
ET161021	2	2	1	12	7	4	0
ET161022	1	2	1	12	7	1	0
ET161022	2	3	1	12	7	2	0
ET161023	1	2	1	12	7	2	0
ET161023	2	3	1	12	7	2	0
ET161023	3	1	1	12	5	2	0
ET161024	1	2	1	12	7	6	0
ET161025	1	2	1	12	7	4	0
ET161025	2	3	1	12	7	2	0
ET161026	1	2	1	12	7	3	0
ET161026	2	3	1	12	7	1	0
ET161026	3	1	1	12	2	2	0
ET161027	1	2	1	12	7	3	0
ET161027	2	3	1	12	7	2	0
ET161028	1	2	1	12	7	4	0
ET161028	2	3	1	12	7	3	0
ET161028	3	4	1	12	7	2	0
ET161029	1	2	1	12	7	4	0
ET161029	2	3	1	12	7	4	0
ET161029	3	1	1	12	3	4	0
ET161030	1	2	1	12	7	3	0
ET161030	2	3	1	12	7	1	0
ET161030	3	1	1	12	5	2	0
ET161031	1	2	1	12	7	3	0
ET161031	2	3	1	12	7	1	0
ET161032	1	2	1	12	7	5	0
ET161032	2	3	1	12	7	3	0
ET161033	1	2	1	12	7	2	0
ET161033	2	3	1	12	7	2	0
ET161034	1	2	1	12	7	4	0
ET161034	2	3	1	12	7	2	0
ET161035	1	1	1	12	6	2	0
ET161035	2	2	1	12	7	2	0
ET161035	3	3	1	12	7	2	0
ET161036	1	2	1	12	3	2	0
ET161036	2	3	1	12	2	2	0
ET161037	1	1	1	12	7	3	0
ET161037	2	2	1	12	7	2	0
ET161037	3	3	1	12	7	2	0
ET161038	1	2	1	12	7	8	0
ET161038	2	3	1	12	7	3	0
ET161039	1	2	1	12	7	3	0
ET161039	2	3	1	12	6	2	0
ET161040	1	2	1	4	7	10	1
ET161041	1	2	1	12	7	6	0
ET161042	1	2	1	12	7	3	0
ET161042	2	3	1	12	7	1	0
ET161043	1	2	1	8	5	3	0
ET161043	2	3	1	8	5	3	0
ET161044	1	1	1	12	6	2	0
ET161044	2	2	1	12	7	1	0
ET161044	3	3	1	12	7	2	0
ET161045	1	3	1	12	7	5	0
ET161045	2	2	1	12	7	3	0
ET161046	1	2	1	12	7	5	0
ET161047	1	2	1	12	7	2	0
ET161047	2	3	1	12	7	1	0
ET161047	3	1	1	12	6	1	0
ET161048	1	2	1	12	7	2	0
ET161048	2	3	1	12	7	2	0
ET161049	1	2	1	12	7	3	0
ET161049	2	3	1	12	7	3	0
ET161050	1	2	1	12	5	4	0
ET161050	2	3	1	12	5	4	0
ET171001	1	6	2	1	6	10	1
ET171002	1	6	2	12	6	11	1
ET171003	1	2	1	12	7	4	0
ET171005	1	3	88	12	7	1	0
ET171006	1	3	1	12	7	4	0
ET171007	1	7	1	12	5	4	0
ET171008	1	7	1	12	7	4	0
ET171009	1	2	1	12	7	3	0
ET171010	1	2	1	12	7	4	0
ET171011	1	2	1	12	7	6	0
ET171012	1	7	1	12	7	10	0
ET171013	1	2	1	12	7	4	0
ET171014	1	2	1	12	2	2	0
ET171015	1	2	1	12	7	6	0
ET171016	1	2	1	12	7	11	0
ET171017	1	2	1	12	5	1	0
ET171017	2	3	1	12	5	2	0
ET171018	1	6	1	9	4	10	1
ET171018	2	1	1	3	5	10	0
ET171019	1	6	2	1	6	10	1
ET171019	2	2	1	12	7	3	0
ET171020	1	2	1	12	7	5	0
ET171021	1	2	1	4	3	2	0
ET171021	2	3	1	5	4	2	0
ET171021	3	1	1	3	4	2	0
ET171022	1	1	1	3	7	6	0
ET171022	2	2	1	6	7	2	0
ET171023	1	1	1	5	3	5	0
ET171023	2	3	1	4	3	2	0
ET171023	3	7	1	7	4	4	0
ET171024	1	2	1	12	7	4	0
ET171025	1	2	1	12	7	5	0
ET171026	1	7	1	12	7	10	0
ET171027	1	2	1	12	7	3	0
ET171028	1	2	1	12	7	4	0
ET171029	1	2	1	12	7	5	0
ET171030	1	7	1	12	7	5	0
ET171031	1	2	1	12	7	6	0
ET171032	1	1	1	7	6	4	0
ET171032	2	2	1	12	7	3	0
ET171033	1	2	1	12	7	5	0
ET171034	1	2	1	12	7	5	0
ET171035	1	6	1	8	6	10	1
ET171036	1	4	2	12	7	10	1
ET171037	1	2	1	12	7	5	0
ET171038	1	2	1	12	7	5	0
ET171039	1	1	1	12	7	3	0
ET171039	2	2	1	12	7	2	0
ET171040	1	2	1	10	4	1	0
ET171041	1	2	1	12	7	4	0
ET171042	1	3	1	12	7	4	0
ET171043	1	2	1	12	7	6	0
ET171044	1	2	1	12	7	2	0
ET171044	2	1	1	12	7	2	0
ET171045	1	2	1	12	7	4	0
ET171046	1	7	1	12	7	4	0
ET171047	1	2	1	12	7	8	0
