CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET161012	3	75	888	888	888	0	88
ET161013	1	75	41	888	41	0	88
ET161013	2	75	125	888	888	0	88
ET161014	1	10	41	41	888	0	88
ET161014	2	75	888	888	888	0	88
ET161014	3	75	888	888	888	0	88
ET161014	4	75	888	888	888	0	88
ET161014	5	125	888	888	888	0	88
ET161015	1	41	44	41	55	0	88
ET161015	2	75	17	17	888	0	88
ET161015	3	5	56	888	888	0	88
ET161015	4	124	888	888	888	0	88
ET161016	1	44	41	41	888	0	88
ET161016	2	75	125	888	888	0	88
ET161017	1	75	44	55	888	0	88
ET161017	2	75	888	888	888	0	88
ET161018	1	41	888	41	888	0	88
ET161018	2	76	888	888	888	0	88
ET161019	1	14	41	14	41	0	88
ET161019	2	75	19	888	888	0	88
ET161020	1	41	14	41	14	0	88
ET161022	1	41	10	41	888	0	88
ET161023	1	41	10	41	55	0	88
ET161023	2	76	75	72	888	0	88
ET161024	1	41	76	41	888	0	88
ET161024	2	75	888	888	888	0	88
ET161025	1	41	75	41	888	0	88
ET161026	1	41	75	888	888	0	88
ET161027	1	41	14	41	14	0	88
ET161027	2	75	888	888	888	0	88
ET161028	1	75	41	55	41	0	88
ET161029	1	41	75	41	888	0	88
ET161029	2	21	888	21	888	0	88
ET161030	1	14	44	14	888	0	88
ET161030	2	44	76	888	888	0	88
ET161031	1	41	75	41	14	0	88
ET161031	2	5	888	888	888	0	88
ET161031	3	75	888	888	888	0	88
ET161032	1	41	10	41	888	0	88
ET161032	2	75	44	888	888	0	88
ET161033	1	44	888	888	888	0	88
ET161033	2	41	888	41	888	0	88
ET161033	3	125	888	888	888	0	88
ET161034	1	41	14	41	14	1	2
ET161034	2	125	888	888	888	0	88
ET161034	3	21	888	21	888	0	88
ET161035	1	41	44	41	888	0	88
ET161035	2	125	888	888	888	0	88
ET161035	3	75	888	888	888	0	88
ET161036	1	44	10	888	888	0	88
ET161036	2	44	124	888	888	0	88
ET161037	1	41	10	41	888	0	88
ET161037	2	75	888	888	888	0	88
ET161037	3	75	888	888	888	0	88
ET161038	1	75	76	888	888	0	88
ET161038	2	41	14	41	14	0	88
ET161039	1	41	14	41	44	0	88
ET161039	2	75	7	888	888	0	88
ET161039	3	75	888	888	888	0	88
ET161039	4	21	888	888	888	0	88
ET161041	1	41	44	41	888	0	88
ET161041	2	125	888	888	888	0	88
ET161042	1	41	55	41	888	0	88
ET161042	2	75	125	888	888	0	88
ET161043	1	41	44	41	5	0	88
ET161043	2	75	888	888	888	0	88
ET161043	3	21	888	888	888	0	88
ET161044	1	41	14	41	14	0	88
ET161044	2	124	888	888	888	0	88
ET161044	3	75	888	888	888	0	88
ET161044	4	75	888	888	888	0	88
ET161045	1	41	10	41	888	0	88
ET161045	2	75	888	888	888	0	88
ET161046	1	41	44	41	888	0	88
ET161046	2	75	888	888	888	0	88
ET161047	1	41	14	41	14	0	88
ET161047	2	75	888	888	888	0	88
ET161047	3	76	888	888	888	0	88
ET161048	1	41	10	41	10	0	88
ET161048	2	125	888	888	888	0	88
ET161049	1	41	14	41	14	0	88
ET161049	2	75	125	888	888	0	88
ET161049	3	75	888	888	888	0	88
ET161049	4	75	888	888	888	0	88
ET161049	5	76	888	888	888	0	88
ET161049	6	5	888	888	888	0	88
ET161050	1	41	14	41	14	0	88
ET161050	2	75	888	888	888	0	88
ET161050	3	75	888	888	888	0	88
ET161050	4	75	888	888	888	0	88
ET171001	1	11	888	888	888	0	88
ET171003	2	42	888	888	888	0	88
ET171003	3	76	888	888	888	0	88
ET171003	4	5	888	888	888	0	88
ET171003	5	75	888	888	888	0	88
ET171005	3	5	888	888	888	0	88
ET171005	4	5	888	888	888	0	88
ET171005	5	75	888	888	888	0	88
ET171005	6	123	888	888	888	0	88
ET171006	2	5	888	888	888	0	88
ET171006	3	75	888	888	888	0	88
ET171006	4	75	888	888	888	0	88
ET171006	5	75	888	888	888	0	88
ET171007	2	8	123	888	888	0	88
ET171007	3	5	888	888	888	0	88
ET171007	4	5	888	888	888	0	88
ET171007	5	5	888	888	888	0	88
ET171007	6	888	888	50	888	1	4
ET171008	2	75	76	888	888	0	88
ET171008	3	75	123	888	888	0	88
ET171008	4	5	888	888	888	0	88
ET171009	1	11	888	888	888	0	88
ET171009	2	75	888	888	888	0	88
ET171009	3	5	888	888	888	0	88
ET171009	4	75	888	888	888	0	88
ET171010	2	5	888	888	888	0	88
ET171010	3	76	888	888	888	0	88
ET171010	4	75	888	888	888	0	88
ET171010	5	43	888	888	888	0	88
ET171010	6	75	888	888	888	0	88
ET171010	7	5	888	888	888	0	88
ET171010	8	75	123	888	888	0	88
ET171011	1	11	888	888	888	0	88
ET171011	2	76	888	888	888	0	88
ET171011	3	75	888	888	888	0	88
ET171011	4	5	888	888	888	0	88
ET171011	5	5	888	888	888	0	88
ET171012	2	5	888	888	888	0	88
ET171012	3	5	888	888	888	0	88
ET171012	4	123	888	888	888	0	88
ET171012	5	75	888	888	888	0	88
ET171013	2	11	888	888	888	0	88
ET171013	3	75	888	888	888	0	88
ET171013	4	5	888	888	888	0	88
ET171013	5	123	888	888	888	0	88
ET171013	6	75	888	888	888	0	88
ET171015	1	11	888	888	888	0	88
ET171015	2	75	888	888	888	0	88
ET171015	3	75	888	888	888	0	88
ET171015	4	5	888	888	888	0	88
ET171016	2	75	888	888	888	0	88
ET171016	3	5	888	888	888	0	88
ET171016	4	76	888	888	888	0	88
ET171016	6	42	888	888	888	0	88
ET171016	8	42	888	888	888	0	88
ET171016	9	42	888	888	888	0	88
ET171016	10	75	888	888	888	0	88
ET171017	1	11	888	888	888	0	88
ET171017	3	75	888	888	888	0	88
ET171017	4	5	888	888	888	0	88
ET171017	5	123	888	888	888	0	88
ET171017	6	10	888	10	888	1	1
ET171018	2	5	130	888	888	0	88
ET171018	3	75	888	888	888	0	88
ET171018	4	15	75	888	888	0	88
ET171018	6	49	888	888	888	0	88
ET171019	2	5	888	888	888	0	88
ET171019	3	75	888	888	888	0	88
ET171019	4	49	888	888	888	0	88
ET171020	2	5	76	888	888	0	88
ET171020	3	75	888	888	888	0	88
ET171020	4	75	888	888	888	0	88
ET171020	5	75	888	888	888	0	88
ET171021	2	5	888	888	888	0	88
ET171021	3	76	888	888	888	0	88
ET171021	4	5	888	888	888	0	88
ET171021	5	75	888	888	888	0	88
ET171021	6	5	888	888	888	0	88
ET171021	7	76	888	888	888	0	88
ET171022	1	11	888	888	888	0	88
ET171022	2	5	888	888	888	0	88
ET171022	3	76	888	888	888	0	88
ET171022	4	5	888	888	888	0	88
ET171023	2	5	888	888	888	0	88
ET171023	3	75	888	888	888	0	88
ET171023	4	5	888	888	888	0	88
ET171023	5	75	888	888	888	0	88
ET171023	6	75	888	888	888	0	88
ET171023	7	75	888	888	888	0	88
ET171024	1	11	888	888	888	0	88
ET171024	2	5	888	888	888	0	88
ET171024	3	75	888	888	888	0	88
ET171024	4	75	888	888	888	0	88
ET171024	5	123	888	888	888	0	88
ET171024	6	8	888	888	888	0	88
ET171024	7	12	888	888	888	1	4
ET171025	2	5	888	888	888	0	88
ET171025	3	123	888	888	888	0	88
ET171025	4	75	888	888	888	0	88
ET171026	1	11	888	888	888	0	88
ET171026	2	8	888	44	888	1	2
ET171026	3	5	888	888	888	0	88
ET171026	4	5	888	888	888	0	88
ET171026	5	123	888	888	888	0	88
ET171028	2	75	888	888	888	0	88
ET171028	3	5	888	888	888	0	88
ET171028	4	123	888	888	888	0	88
ET171028	5	75	888	888	888	0	88
ET171028	6	5	888	888	888	0	88
ET171028	7	8	44	888	888	1	4
ET171028	8	8	44	888	888	1	4
ET171029	2	8	888	888	888	0	88
ET171029	3	75	888	888	888	0	88
ET171029	4	5	888	888	888	0	88
ET171029	5	123	888	888	888	0	88
ET171029	6	8	888	888	888	1	4
ET171030	1	11	888	888	888	0	88
ET171030	2	75	888	888	888	0	88
ET171030	3	123	43	888	888	0	88
ET171030	4	5	888	888	888	0	88
ET171030	5	76	888	888	888	0	88
ET171030	6	5	888	888	888	0	88
ET171031	1	11	888	888	888	0	88
ET171031	2	75	888	888	888	0	88
ET171031	3	75	888	888	888	0	88
ET171031	4	123	888	888	888	0	88
ET171031	5	5	888	888	888	0	88
ET171031	6	5	888	888	888	0	88
ET171031	7	76	888	44	888	1	4
ET171032	2	11	888	888	888	0	88
ET171032	3	76	888	888	888	0	88
ET171032	4	5	888	888	888	0	88
ET171032	5	123	888	888	888	0	88
ET171032	6	44	888	12	888	1	4
ET171032	7	75	888	888	888	0	88
ET171033	2	5	888	888	888	0	88
ET171033	3	5	888	888	888	0	88
ET171033	4	75	888	888	888	0	88
ET171035	2	75	888	888	888	0	88
ET171035	3	5	888	888	888	0	88
ET171035	4	75	888	888	888	0	88
ET171037	1	11	888	888	888	0	88
ET171037	2	75	888	888	888	0	88
ET171037	3	5	888	888	888	0	88
ET171037	4	75	888	888	888	0	88
ET171038	2	76	5	888	888	0	88
ET171038	3	5	888	888	888	0	88
ET171038	4	75	888	888	888	0	88
ET171039	1	11	888	888	888	0	88
ET171039	2	75	888	888	888	0	88
ET171039	3	75	888	888	888	0	88
ET171039	4	5	888	888	888	0	88
ET171040	1	11	888	888	888	0	88
ET171040	2	75	888	888	888	0	88
ET171040	3	5	888	888	888	0	88
ET171042	2	55	888	888	888	0	88
ET171042	3	75	888	888	888	0	88
ET171042	4	123	888	888	888	0	88
ET171043	2	123	888	888	888	0	88
ET171043	3	5	888	888	888	0	88
ET171043	4	5	888	888	888	0	88
ET171043	5	75	888	888	888	0	88
ET171044	1	11	888	888	888	0	88
ET171044	2	75	888	888	888	0	88
ET171044	3	123	43	888	888	0	88
ET171044	4	5	888	888	888	0	88
ET171044	5	76	888	888	888	0	88
ET171044	6	5	888	888	888	0	88
ET171045	1	11	888	888	888	0	88
ET171045	2	5	888	888	888	0	88
ET171045	3	75	888	888	888	0	88
ET171045	4	76	888	888	888	0	88
ET171045	5	75	888	888	888	0	88
ET171046	1	11	888	888	888	0	88
ET171046	2	75	888	888	888	0	88
ET171046	3	75	888	888	888	0	88
ET171047	2	5	888	888	888	0	88
ET171047	3	75	888	888	888	0	88
ET171047	4	75	888	888	888	0	88
ET171047	5	5	888	888	888	0	88
ET171047	6	5	123	888	888	0	88
ET171047	7	8	888	888	888	1	4
ET171048	2	75	8	888	888	0	88
ET171048	3	75	888	888	888	0	88
ET171049	1	11	888	888	888	0	88
ET171049	2	75	888	888	888	0	88
ET171049	3	43	888	888	888	0	88
ET171049	4	5	888	888	888	0	88
ET171049	5	26	12	888	888	0	88
ET171049	6	75	888	888	888	0	88
ET171049	7	5	888	888	888	0	88
ET171049	8	123	888	888	888	0	88
ET171050	1	11	888	888	888	0	88
ET181001	2	130	888	888	888	0	88
ET181001	3	5	888	888	888	0	88
ET181001	4	5	888	888	888	0	88
ET181002	2	5	123	888	888	0	88
ET181002	3	75	5	888	888	0	88
ET181002	4	5	888	888	888	0	88
ET181002	5	11	888	888	888	0	88
ET181003	2	125	888	888	888	0	88
ET181003	3	130	888	888	888	0	88
ET181003	4	130	888	888	888	0	88
ET181003	5	75	888	888	888	0	88
ET181003	6	125	888	888	888	0	88
ET181003	8	11	888	888	888	0	88
ET181004	3	130	888	888	888	0	88
ET181004	4	5	888	888	888	0	88
ET181005	2	75	888	888	888	0	88
ET181005	3	130	888	888	888	0	88
ET181005	4	5	888	888	888	0	88
ET181005	5	123	888	888	888	0	88
ET181005	7	21	888	21	888	0	88
ET181006	2	130	75	888	888	0	88
ET181006	3	123	15	888	888	0	88
ET181006	4	11	888	888	888	0	88
ET181007	2	75	130	888	888	0	88
ET181007	3	5	125	888	888	0	88
ET181007	4	5	888	888	888	0	88
ET181007	5	123	888	888	888	0	88
ET181007	6	11	888	888	888	0	88
ET181008	2	11	888	888	888	0	88
ET181008	3	130	888	888	888	0	88
ET181008	4	76	888	888	888	0	88
ET181008	6	123	888	888	888	0	88
ET181009	2	5	888	888	888	0	88
ET181009	3	5	75	888	888	0	88
ET181009	4	123	125	888	888	0	88
ET181009	5	130	888	888	888	0	88
ET181010	2	11	888	888	888	0	88
ET181010	3	21	888	21	888	0	88
ET181010	5	123	5	888	888	0	88
ET181010	6	75	130	888	888	0	88
ET181011	2	130	888	888	888	0	88
ET181011	3	75	888	888	888	0	88
ET181011	4	125	888	888	888	0	88
ET181011	5	5	888	888	888	0	88
ET181011	6	11	888	888	888	0	88
ET181012	2	75	888	888	888	0	88
ET181012	3	130	888	888	888	0	88
ET181012	4	123	888	888	888	0	88
ET181012	5	123	888	888	888	0	88
ET181012	6	11	888	888	888	0	88
ET181012	8	5	888	72	55	1	4
ET181012	9	5	888	72	55	1	4
ET181013	2	125	888	888	888	0	88
ET181013	3	5	888	888	888	0	88
ET181013	4	123	888	888	888	0	88
ET181013	5	75	888	888	888	0	88
ET181013	6	11	888	888	888	0	88
ET181014	2	123	75	888	888	0	88
ET181014	3	130	888	888	888	0	88
ET181014	4	130	888	888	888	0	88
ET181014	6	130	888	888	888	0	88
ET181014	7	123	888	888	888	0	88
ET181015	2	11	888	888	888	0	88
ET181015	3	130	888	888	888	0	88
ET181015	4	123	75	888	888	0	88
ET181015	5	130	888	888	888	0	88
ET181016	2	75	888	888	888	0	88
ET181016	3	123	888	888	888	0	88
ET181016	4	5	888	888	888	0	88
ET181016	5	130	888	888	888	0	88
ET181016	6	11	888	888	888	0	88
ET181016	8	21	888	21	888	0	88
ET181017	2	130	888	888	888	0	88
ET181017	3	5	888	888	888	0	88
ET181017	4	130	888	5	888	1	4
ET181017	6	11	888	888	888	0	88
ET181018	2	11	888	888	888	0	88
ET181018	3	21	888	21	888	0	88
ET181018	4	75	888	888	888	0	88
ET181018	5	130	888	888	888	0	88
ET181018	6	125	888	888	888	0	88
ET181018	7	123	888	888	888	0	88
ET181019	2	11	888	888	888	0	88
ET181019	3	123	888	888	888	0	88
ET181019	4	75	125	888	888	0	88
ET181019	5	130	888	888	888	0	88
ET181020	1	5	888	888	888	0	88
ET181020	2	130	888	888	888	0	88
ET181021	2	11	888	888	888	0	88
ET181021	3	130	888	888	888	0	88
ET181021	4	75	888	888	888	0	88
ET181021	5	75	888	888	888	0	88
ET181022	2	11	888	888	888	0	88
ET181022	3	21	888	21	888	0	88
ET181022	4	130	888	888	888	0	88
ET181022	5	125	888	888	888	0	88
ET181022	6	75	888	888	888	0	88
ET181023	2	5	888	55	888	1	4
ET181023	3	123	888	72	888	1	4
ET181023	4	125	888	888	888	0	88
ET181023	5	130	888	888	888	0	88
ET181023	6	75	888	888	888	0	88
ET181023	7	11	888	888	888	0	88
ET181024	2	11	888	888	888	0	88
ET181024	3	75	888	888	888	0	88
ET181024	4	125	888	888	888	0	88
ET181024	5	123	888	888	888	0	88
ET181024	6	130	888	888	888	0	88
ET181024	7	21	888	21	888	0	88
ET181024	8	75	888	888	888	0	88
ET181025	2	11	888	888	888	0	88
ET181025	3	130	888	888	888	0	88
ET181025	4	123	888	888	888	0	88
ET181025	5	75	888	888	888	0	88
ET181025	6	130	888	888	888	0	88
ET181025	7	76	888	888	888	0	88
ET181026	2	5	888	888	888	0	88
ET181026	3	123	888	888	888	0	88
ET181026	4	75	888	888	888	0	88
ET181026	5	76	888	888	888	0	88
ET181026	6	21	888	21	888	0	88
ET181027	2	125	888	888	888	0	88
ET181027	3	75	64	888	888	0	88
ET181028	2	11	888	888	888	0	88
ET181028	3	21	888	21	888	0	88
ET181029	2	11	888	888	888	0	88
ET181029	3	130	888	72	888	1	4
ET181029	4	75	888	888	888	0	88
ET181029	5	76	20	75	72	1	4
ET181029	6	75	888	888	888	0	88
ET181029	9	75	888	888	888	0	88
ET181029	10	130	888	888	888	0	88
ET181030	2	21	888	21	888	0	88
ET181030	3	5	888	888	888	0	88
ET181030	4	75	5	888	888	0	88
ET181030	5	123	888	888	888	0	88
ET181031	2	123	888	888	888	0	88
ET181031	3	125	888	888	888	0	88
ET181031	5	5	888	888	888	0	88
ET181031	8	130	888	888	888	0	88
ET181032	2	130	75	5	888	1	2
ET181033	2	11	888	888	888	0	88
ET181033	3	75	888	888	888	0	88
ET181033	4	130	888	888	888	0	88
ET181033	5	123	888	888	888	0	88
ET181033	6	21	888	21	888	0	88
ET181034	2	123	125	888	888	0	88
ET181034	3	5	125	888	888	0	88
ET181034	4	130	888	888	888	0	88
ET181034	6	11	888	888	888	0	88
ET181035	2	11	888	888	888	0	88
ET181035	3	5	888	888	888	0	88
ET181035	4	76	888	888	888	0	88
ET181035	5	21	888	21	888	0	88
ET181035	7	55	888	55	888	1	1
ET181036	2	130	888	888	888	0	88
ET181036	3	75	888	888	888	0	88
ET181036	4	5	888	888	888	0	88
ET181036	5	125	888	888	888	0	88
ET181036	7	21	888	21	888	0	88
ET181037	2	11	888	888	888	0	88
ET181037	3	125	888	888	888	0	88
ET181037	4	75	888	888	888	0	88
ET181037	5	130	888	888	888	0	88
ET181038	2	125	888	888	888	0	88
ET181038	3	75	888	888	888	0	88
ET181038	4	130	888	888	888	0	88
ET181038	5	5	888	888	888	0	88
ET181038	6	11	888	888	888	0	88
ET181038	7	21	888	21	888	0	88
ET181039	2	11	888	888	888	0	88
ET181039	3	123	888	888	888	0	88
ET181039	4	75	888	888	888	0	88
ET181040	2	75	5	888	888	0	88
ET181040	3	5	123	888	888	0	88
ET181040	4	11	888	888	888	0	88
ET181041	2	75	888	888	888	0	88
ET181041	3	130	888	888	888	0	88
ET181041	4	123	888	888	888	0	88
ET181041	6	21	888	21	888	0	88
ET181041	7	11	888	888	888	0	88
ET181042	2	130	75	55	72	1	4
ET181042	3	130	123	888	888	0	88
ET181042	4	130	888	888	888	0	88
ET181042	5	130	75	888	888	0	88
ET181042	7	11	888	888	888	0	88
ET181043	2	11	888	888	888	0	88
ET181043	3	27	888	888	888	0	88
ET181043	4	75	888	888	888	0	88
ET181043	5	130	123	888	888	0	88
ET181044	2	11	888	888	888	0	88
ET181044	3	75	888	888	888	0	88
ET181044	4	75	888	888	888	0	88
ET181044	5	130	888	888	888	0	88
ET181044	6	130	888	888	888	0	88
ET181045	3	21	888	21	888	0	88
ET181045	4	11	888	888	888	0	88
ET181045	5	130	888	888	888	0	88
ET181046	2	11	888	888	888	0	88
ET181046	3	75	888	888	888	0	88
ET181046	4	75	888	888	888	0	88
ET181046	5	130	888	888	888	0	88
ET181046	6	130	888	888	888	0	88
ET181047	2	130	888	888	888	0	88
ET181047	3	5	888	888	888	0	88
ET181047	4	75	888	888	888	0	88
ET181047	5	125	888	888	888	0	88
ET181047	6	11	888	888	888	0	88
ET181048	2	11	888	888	888	0	88
ET181048	3	21	888	21	888	0	88
ET181048	5	75	123	888	888	0	88
ET181048	6	5	888	888	888	0	88
ET181049	2	21	888	21	888	0	88
ET181049	3	123	888	888	888	0	88
ET181049	4	75	888	888	888	0	88
ET181049	5	130	888	888	888	0	88
ET181050	2	21	888	21	888	0	88
ET181050	3	11	888	888	888	0	88
ET181050	4	125	888	888	888	0	88
ET181050	5	75	888	888	888	0	88
ET181050	6	130	888	888	888	0	88
ET181050	8	130	75	888	888	0	88
ET181050	9	888	888	6	888	1	4
ET181050	10	888	888	10	39	1	4
ET191018	2	123	888	888	888	0	88
ET191029	2	5	130	888	888	0	88
ET191034	2	75	888	888	888	0	88
ET191034	3	5	3	888	888	0	88
ET191037	3	5	130	888	888	0	88
ET191041	2	5	888	888	888	0	88
ET191051	3	75	130	888	888	0	88
ET201001	1	33	96	33	96	1	3
ET201001	2	75	888	888	888	0	88
ET201001	3	76	888	888	888	0	88
ET201001	5	75	888	888	888	0	88
ET201001	6	76	888	888	888	0	88
ET201002	3	8	888	888	888	0	88
ET201002	4	130	888	888	888	0	88
ET201002	5	8	888	888	888	0	88
ET201002	6	130	888	888	888	0	88
ET201002	7	8	888	888	888	0	88
ET201002	8	8	888	888	888	0	88
ET201003	1	11	888	888	888	0	88
ET201004	1	11	888	888	888	0	88
ET201004	2	8	888	888	888	0	88
ET201004	3	5	888	888	888	0	88
ET201004	4	8	888	888	888	0	88
ET201005	2	130	5	888	888	0	88
ET201005	3	75	888	888	888	0	88
ET201005	4	8	888	888	888	0	88
ET201005	5	130	888	888	888	0	88
ET201006	2	44	5	888	888	0	88
ET201006	3	130	75	888	888	0	88
ET201006	4	5	888	888	888	0	88
ET201006	5	130	888	888	888	0	88
ET201008	1	11	888	888	888	0	88
ET201008	2	75	888	888	888	0	88
ET201008	3	76	888	888	888	0	88
ET201008	4	75	76	44	888	1	1
ET201008	5	76	888	888	888	0	88
ET201009	1	11	888	888	888	0	88
ET201009	3	8	888	888	888	0	88
ET201009	4	76	888	888	888	0	88
ET201010	1	76	888	888	888	0	88
ET201010	2	75	76	888	888	0	88
ET201010	3	76	888	888	888	0	88
ET201011	2	8	888	888	888	0	88
ET201012	1	11	888	888	888	0	88
ET201012	2	123	888	888	888	0	88
ET201012	3	8	888	888	888	0	88
ET201012	4	123	5	888	888	0	88
ET201013	1	11	888	888	888	0	88
ET201013	2	75	888	888	888	0	88
ET201013	3	76	888	888	888	0	88
ET201013	6	75	888	888	888	0	88
ET201016	2	5	888	888	888	0	88
ET201016	3	5	76	888	888	0	88
ET201016	4	20	888	888	888	0	88
ET201016	5	76	888	888	888	0	88
ET201016	6	76	888	888	888	0	88
ET201017	2	124	888	888	888	0	88
ET201017	3	75	888	888	888	0	88
ET201017	4	75	888	888	888	0	88
ET201018	1	8	888	888	888	0	88
ET201018	2	8	888	888	888	0	88
ET201018	3	8	888	888	888	0	88
ET201019	2	75	888	888	888	0	88
ET201019	3	75	888	888	888	0	88
ET201019	4	75	888	888	888	0	88
ET201020	1	5	888	888	888	0	88
ET201020	2	75	888	888	888	0	88
ET201021	1	8	888	888	888	0	88
ET201023	2	75	888	888	888	0	88
ET201023	3	76	888	888	888	0	88
ET201024	1	17	27	33	51	1	4
ET201024	2	8	888	888	888	0	88
ET201026	1	5	888	888	888	0	88
ET201026	2	20	888	888	888	0	88
ET201026	3	75	888	888	888	0	88
ET201026	4	8	888	888	888	0	88
ET201027	1	11	888	888	888	0	88
ET201027	2	50	75	888	888	0	88
ET201027	3	50	76	888	888	0	88
ET201027	4	43	888	888	888	0	88
ET201028	2	8	888	888	888	0	88
ET201028	3	130	888	888	888	0	88
ET201028	4	15	888	888	888	0	88
ET201028	5	75	888	888	888	0	88
ET201029	1	11	7	51	50	1	1
ET201029	2	123	888	888	888	0	88
ET201029	3	76	888	888	888	0	88
ET201030	1	11	17	888	888	0	88
ET201031	1	33	51	33	51	1	4
ET201031	2	57	888	888	888	0	88
ET201031	3	5	888	888	888	0	88
ET201031	4	76	888	888	888	0	88
ET201031	5	123	888	888	888	0	88
ET201031	6	123	888	888	888	0	88
ET201032	1	76	888	888	888	0	88
ET201032	2	5	888	888	888	0	88
ET201032	3	75	888	888	888	0	88
ET201033	1	11	888	888	888	0	88
ET201033	2	75	5	888	888	0	88
ET201033	3	5	888	888	888	0	88
ET201033	5	20	76	888	888	0	88
ET201034	1	11	888	888	888	0	88
ET201034	2	76	42	888	888	1	2
ET201034	3	20	5	888	888	0	88
ET201034	4	5	888	888	888	0	88
ET201035	1	11	888	888	888	0	88
ET201035	2	5	888	888	888	0	88
ET201035	3	75	888	888	888	0	88
ET201035	4	75	888	888	888	0	88
ET201035	5	76	888	888	888	0	88
ET201035	6	5	888	888	888	0	88
ET201035	7	76	888	888	888	0	88
ET201036	1	33	27	888	888	0	88
ET201036	2	8	888	888	888	0	88
ET201036	3	123	888	888	888	0	88
ET201038	1	11	888	888	888	0	88
ET201038	2	8	888	888	888	0	88
ET201038	3	8	888	888	888	0	88
ET201038	4	76	888	888	888	0	88
ET201039	1	11	888	888	888	0	88
ET201039	2	75	888	888	888	0	88
ET201039	3	76	888	888	888	0	88
ET201040	1	11	888	888	888	0	88
ET201040	2	75	888	888	888	0	88
ET201040	3	5	888	888	888	0	88
ET201041	1	11	888	888	888	0	88
ET201042	1	130	888	888	888	0	88
ET201042	3	8	888	888	888	0	88
ET201042	4	8	888	888	888	0	88
ET201042	5	8	888	888	888	0	88
ET201043	1	64	888	888	888	0	88
ET201044	2	64	888	888	888	0	88
ET201044	3	76	888	888	888	0	88
ET201044	4	75	888	888	888	0	88
ET201044	5	75	888	888	888	0	88
ET201044	6	7	10	27	888	1	4
ET201045	1	11	888	888	888	0	88
ET201045	2	8	888	888	888	0	88
ET201045	3	75	888	888	888	0	88
ET201045	4	75	888	888	888	0	88
ET201045	6	75	888	888	888	0	88
ET201046	1	11	888	888	888	0	88
ET201046	2	5	75	888	888	0	88
ET201046	3	8	888	888	888	0	88
ET201046	4	7	888	10	888	1	3
ET201047	1	130	75	888	888	0	88
ET201047	2	8	888	888	888	0	88
ET201047	3	8	75	888	888	0	88
ET201047	4	130	888	888	888	0	88
ET201048	1	11	888	888	888	0	88
ET201048	2	75	888	888	888	0	88
ET201048	3	123	888	888	888	0	88
ET201048	4	8	888	888	888	0	88
ET201049	1	11	888	888	888	0	88
ET201049	2	76	888	888	888	0	88
ET201049	3	76	888	888	888	0	88
ET201049	4	5	888	888	888	0	88
ET201049	5	76	888	888	888	0	88
