CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET121027	2	1	4	4	5	88	88	88	88
ET121028	1	1	4	1	2	1	2	1	2
ET121028	2	4	4	1	5	1	2	1	2
ET121030	1	20	17	2	1	88	88	88	88
ET121030	2	4.5	17	2	8	88	88	88	88
ET121031	1	4	4	1	2	1	1	2	88
ET121031	2	.5	4	1	5	1	1	2	88
ET121032	1	1.5	4	1	2	0	0	2	88
ET121032	2	2.5	4	1	5	0	0	2	88
ET121032	3	1	4	2	5	88	88	88	88
ET121033	1	1	4	1	2	0	1	2	88
ET121033	2	1	4	1	5	0	1	2	88
ET121033	3	1	4	1	5	0	1	2	88
ET121033	4	1	4	1	5	0	1	2	88
ET121033	5	1	4	1	5	0	1	2	88
ET121034	1	.75	4	1	2	1	1	2	88
ET121034	2	1	4	1	5	1	1	2	88
ET121034	3	1	4	1	5	1	1	2	88
ET121036	1	1.5	4	1	2	1	1	1	2
ET121036	2	2.5	4	1	5	1	1	1	2
ET121036	3	.25	4	1	13	1	1	1	2
ET121036	4	1	4	2	5	88	88	88	88
ET121037	1	1	4	1	2	1	1	1	1
ET121037	2	2	4	1	5	1	1	1	1
ET121038	1	2	4	1	2	0	1	1	2
ET121038	2	2	4	1	5	0	1	1	2
ET121038	3	.5	4	1	5	0	1	1	2
ET121040	1	2.5	4	1	2	0	0	2	88
ET121040	2	1	4	1	5	0	0	2	88
ET121040	3	1	4	1	5	0	0	2	88
ET121041	1	1	4	1	2	0	1	2	88
ET121041	2	.5	4	1	5	0	1	2	88
ET121043	1	16	17	2	20	88	88	88	88
ET121044	1	20	17	2	20	88	88	88	88
ET121046	1	2	4	1	2	0	0	1	1
ET121046	2	2	4	1	5	0	0	1	1
ET121046	3	3	4	1	5	0	0	1	1
ET121046	4	1	4	1	20	0	0	1	1
ET121046	5	200	17	1	1	1	1	1	2
ET121047	1	1	4	1	2	0	1	2	88
ET121047	2	1	4	1	5	0	1	2	88
ET121047	3	1.5	4	4	5	88	88	88	88
ET121048	1	2	4	1	2	1	1	2	88
ET121048	2	.5	4	1	5	1	1	2	88
ET121048	3	.5	4	1	5	1	1	2	88
ET121048	4	.25	4	1	13	1	1	2	88
ET121048	5	1	4	4	5	88	88	88	88
ET121048	6	1	4	4	5	88	88	88	88
ET121049	1	1	4	1	2	0	1	1	2
ET121050	1	1	4	1	2	1	0	2	88
ET121050	2	1	4	1	5	1	0	2	88
ET121050	3	1	4	1	5	1	0	2	88
ET121050	4	1	4	1	5	1	0	2	88
ET121050	5	2.4	4	1	5	1	0	2	88
ET121053	1	1.5	4	1	2	0	1	2	88
ET121053	2	.5	4	1	5	0	1	2	88
ET121053	3	.5	4	4	5	88	88	88	88
ET121054	1	1.5	4	1	2	0	1	2	88
ET121054	2	1	4	1	5	0	1	2	88
ET121054	3	1	4	1	5	0	1	2	88
ET121055	1	1	4	1	2	0	1	1	2
ET121056	1	2	4	1	2	1	1	1	2
ET121056	2	2	4	1	5	1	1	1	2
ET121056	3	.5	4	2	13	88	88	88	88
ET121056	4	900	17	1	1	1	1	1	1
ET121057	1	1	4	1	2	1	0	2	88
ET121057	2	.5	4	1	5	1	0	2	88
ET131001	1	200	17	1	1	1	1	88	88
ET131003	1	250	17	1	1	1	1	88	88
ET131005	1	350	17	1	1	1	1	88	88
ET131005	2	200	17	1	8	1	1	88	88
ET131005	3	350	17	1	9	1	1	88	88
ET131010	1	1.65	17	1	1	1	1	88	88
ET131012	1	1	4	1	2	0	1	88	88
ET131012	2	.25	4	1	20	0	1	88	88
ET131013	1	2	4	1	2	1	1	88	88
ET131014	1	400	17	1	1	1	1	88	88
ET131015	1	500	17	1	1	1	1	88	88
ET131016	1	200	17	1	1	0	1	88	88
ET131016	2	1	4	2	5	1	0	88	88
ET131017	1	400	17	1	1	1	1	88	88
ET131020	1	200	17	1	1	1	1	88	88
ET131020	2	1	4	1	5	1	1	2	88
ET131020	3	1	4	1	5	1	1	2	88
ET131021	1	3.5	17	1	1	1	1	88	88
ET131023	1	400	17	2	8	0	0	88	88
ET131023	2	350	17	1	1	1	1	88	88
ET131023	3	4	4	1	5	1	1	1	2
ET131024	1	250	17	1	1	1	1	88	88
ET131025	1	250	17	1	1	0	1	88	88
ET131025	2	400	17	2	3	0	0	88	88
ET131029	1	350	17	1	1	1	1	88	88
ET131029	2	1	4	1	5	1	1	2	88
ET131030	1	2.2	17	1	2	0	1	88	88
ET131031	1	175	17	1	1	1	1	88	88
ET131032	1	414	17	1	1	1	1	88	88
ET131032	2	100	17	1	5	1	1	2	88
ET131036	1	350	17	1	1	1	1	88	88
ET131036	2	1	4	1	5	1	1	1	2
ET131038	1	1	4	1	2	1	1	88	88
ET131039	1	.5	4	1	2	0	0	88	88
ET131040	1	180	17	1	1	1	1	88	88
ET131041	1	1	4	1	10	1	1	2	88
ET131041	2	40	17	1	1	1	1	88	88
ET131043	1	500	17	1	1	1	1	88	88
ET131043	2	350	17	2	8	0	0	88	88
ET131043	3	7	4	1	5	1	1	1	2
ET131043	4	450	17	1	8	1	1	88	88
ET131044	1	450	17	1	1	1	1	88	88
ET131045	1	350	17	1	1	1	1	88	88
ET131046	1	250	17	1	1	1	1	88	88
ET131048	1	400	17	1	1	0	1	88	88
ET131049	1	.5	2	1	10	0	0	88	88
ET131050	1	450	17	1	1	1	1	88	88
ET131050	2	150	17	1	8	1	1	88	88
ET141004	1	380	17	1	1	1	1	88	88
ET141005	1	1250	17	1	10	0	1	2	88
ET141006	1	500	17	1	1	1	1	88	88
ET141006	2	50	17	1	3	1	1	88	88
ET141008	1	240	17	1	1	1	1	88	88
ET141008	2	468	17	1	1	0	0	88	88
ET141008	3	32	17	1	3	0	0	88	88
ET141009	1	252	17	1	1	1	1	88	88
ET141009	2	48	17	1	3	1	1	88	88
ET141013	1	172	17	1	1	1	1	88	88
ET141013	2	8	17	1	3	1	1	88	88
ET141014	1	200	17	1	11	1	1	88	88
ET141016	1	196	17	1	1	1	1	88	88
ET141017	1	300	17	1	1	0	2	88	88
ET141022	1	90	17	1	1	0	2	88	88
ET141028	1	300	17	1	1	1	1	88	88
ET141029	1	.25	2	1	10	1	1	2	88
ET141032	1	234	17	1	1	1	1	88	88
ET141032	2	16	17	1	3	1	1	88	88
ET141033	1	384	17	1	1	1	1	88	88
ET141033	2	16	17	1	3	1	1	88	88
ET141036	1	400	17	1	1	1	1	88	88
ET141036	2	62	17	1	3	1	1	88	88
ET141038	1	400	17	1	1	1	1	88	88
ET141038	2	20	17	1	3	1	1	88	88
ET141042	1	200	17	1	1	1	1	88	88
ET141043	1	.5	4	1	1	1	1	2	88
ET141043	2	1	4	1	5	1	1	2	88
ET141043	3	.5	4	2	5	0	0	2	88
ET141044	1	1	4	1	2	0	1	2	88
ET141044	2	4	4	1	5	0	1	2	88
ET141044	3	1	4	1	5	0	1	2	88
ET141047	1	.5	2	1	10	1	1	2	88
ET141048	1	180	17	1	1	1	1	88	88
ET141049	1	314	17	1	1	1	1	88	88
ET141049	2	36	17	1	3	1	1	88	88
ET141050	1	100	17	1	1	1	1	88	88
ET141050	2	75	17	1	3	1	1	88	88
ET141050	3	.5	2	5	9	0	0	1	2
ET151001	1	556	17	1	1	0	2	2	88
ET151001	2	3200	17	1	5	0	2	2	88
ET151001	3	540	17	1	1	0	2	2	88
ET151001	4	1080	17	1	5	0	2	2	88
ET151001	5	320	17	1	5	0	2	2	88
ET151002	1	340	17	1	3	1	1	2	88
ET151002	2	.25	2	1	5	1	1	2	88
ET151002	3	.5	2	1	5	1	1	2	88
ET151002	4	300	17	1	11	1	1	2	88
ET151004	1	112	17	1	1	1	1	1	2
ET151004	2	.24	2	1	5	1	1	1	2
ET151004	3	.25	2	1	5	1	1	1	2
ET151004	4	.25	2	1	5	1	1	1	2
ET151004	5	.35	2	1	5	1	1	1	2
ET151004	6	400.2	17	1	13	1	1	1	2
ET151005	1	200	17	1	1	1	1	2	88
ET151005	2	220	17	1	1	1	1	2	88
ET151005	3	.25	2	1	5	1	1	2	88
ET151005	4	.12	2	1	5	1	1	2	88
ET151005	5	.15	2	1	5	1	1	2	88
ET151008	1	200	17	1	1	1	1	2	88
ET151008	2	.25	2	1	5	1	1	2	88
ET151008	3	.25	2	1	5	1	1	2	88
ET151008	4	.13	2	4	5	88	88	2	88
ET151009	1	300	17	1	1	0	1	2	88
ET151009	2	.25	2	1	5	0	1	2	88
ET151009	3	.25	2	1	5	0	1	2	88
ET151009	4	.75	2	1	20	0	1	2	88
ET151009	5	.75	2	1	20	0	1	2	88
ET151010	1	216	17	1	1	0	0	2	88
ET151010	2	.25	2	1	5	0	0	2	88
ET151010	3	.25	2	1	5	0	0	2	88
ET151010	4	96	17	1	1	0	0	2	88
ET151011	1	169	17	1	1	0	1	2	88
ET151011	2	.5	2	1	5	0	1	2	88
ET151011	3	.25	2	1	5	0	1	2	88
ET151012	1	450	17	1	1	1	1	2	88
ET151012	2	.25	2	1	5	1	1	2	88
ET151014	1	500	17	1	1	1	1	2	88
ET151014	2	.33	2	1	5	1	1	2	88
ET151014	3	.25	2	1	3	1	1	2	88
ET151014	4	.25	2	1	5	1	1	2	88
ET151015	1	110	17	1	1	1	1	2	88
ET151015	2	.13	2	1	5	1	1	2	88
ET151015	3	.25	2	1	5	1	1	2	88
ET151016	1	252	17	1	1	1	1	2	88
ET151016	2	.5	2	1	5	1	1	2	88
ET151018	1	100	17	1	1	1	1	2	88
ET151018	2	.12	2	1	13	1	1	2	88
ET151018	3	.5	2	1	5	1	1	2	88
ET151018	4	.5	2	1	5	1	1	2	88
ET151018	5	64	17	1	1	1	1	2	88
ET151019	1	100	17	1	1	1	1	2	88
ET151019	2	.12	2	1	13	1	1	2	88
ET151019	3	.5	2	1	5	1	1	2	88
ET151019	4	.5	2	1	5	1	1	2	88
ET151019	5	64	17	1	1	1	1	2	88
ET151020	1	180	17	1	1	1	2	1	1
ET151020	2	.25	2	1	5	1	2	1	1
ET151020	3	.5	2	1	5	0	2	2	88
ET151020	4	170	17	1	1	0	2	2	88
ET151021	1	500	17	1	1	1	1	2	88
ET151021	2	.25	2	1	5	1	1	2	88
ET151023	1	192	17	1	1	1	1	2	88
ET151023	2	.25	2	1	5	1	1	2	88
ET151024	1	35	17	1	1	88	88	88	88
ET151024	2	32	17	1	1	0	2	2	88
ET151024	3	64	17	1	5	0	2	2	88
ET151024	4	576	17	1	5	0	2	2	88
ET151024	5	384	17	1	5	0	2	2	88
ET151025	1	350	17	1	1	1	1	2	88
ET151025	2	150	17	1	5	1	1	2	88
ET151025	3	.25	2	1	5	1	1	2	88
ET151025	4	.5	2	1	5	1	1	2	88
ET151026	1	.5	2	1	1	1	1	1	1
ET151026	2	.52	2	1	5	1	1	1	1
ET151026	3	1	2	1	5	1	1	1	1
ET151027	1	500	17	1	1	1	1	2	88
ET151027	2	.75	2	1	5	1	1	2	88
ET151027	3	.5	2	1	5	1	1	2	88
ET151027	4	.5	2	1	5	1	1	2	88
ET151027	5	.5	2	1	5	1	1	2	88
ET151027	6	.25	2	1	5	1	1	2	88
ET151028	1	81	17	1	1	1	1	2	88
ET151028	2	1	2	1	5	1	1	2	88
ET151028	3	.13	2	1	5	1	1	2	88
ET151029	1	96	17	2	1	88	88	88	88
ET151029	2	1	2	1	5	0	2	2	88
ET151029	3	.5	2	1	5	0	2	2	88
ET151030	1	64	17	1	13	1	1	2	88
ET151030	2	.35	2	1	5	1	1	2	88
ET151030	3	.15	2	1	5	1	1	2	88
ET151031	1	612	17	1	1	1	1	2	88
ET151031	2	1	2	1	5	1	1	2	88
ET151031	3	3	2	4	5	88	88	88	88
ET151032	1	100	17	1	1	0	1	2	88
ET151032	2	.5	2	1	5	0	1	2	88
ET151032	3	1.25	2	1	5	0	1	2	88
ET151033	1	96	17	1	1	1	1	2	88
ET151033	2	.5	2	1	5	1	1	2	88
ET151033	3	.13	2	1	6	1	1	2	88
ET151034	1	72	17	2	1	88	88	88	88
ET151034	2	1	2	1	5	0	2	2	88
ET151035	1	600	17	1	1	1	1	2	88
ET151035	2	.25	2	1	5	1	1	2	88
ET151035	3	.25	2	1	5	1	1	2	88
ET151039	1	350	17	1	1	0	1	2	88
ET151039	2	1	2	1	2	0	1	2	88
ET151039	3	1	2	1	5	0	1	2	88
ET151041	1	608	17	1	1	0	2	2	2
ET151041	2	910	17	1	5	0	2	2	2
ET151041	3	360	17	1	5	0	2	2	2
ET151041	4	750	17	4	5	88	88	88	88
ET151042	1	300	17	1	1	1	1	2	88
ET151042	2	1	2	1	5	1	1	2	88
ET151042	3	.25	2	1	20	1	1	2	88
ET151043	1	750	17	1	1	1	1	2	88
ET151043	2	616	17	1	1	1	1	2	88
ET151043	3	1300	17	1	1	1	1	2	88
ET151043	4	1	2	1	5	1	1	2	88
ET151043	5	.25	2	1	5	1	1	2	88
ET151044	1	1138	17	1	1	1	2	1	1
ET151044	2	1362	17	1	5	1	2	1	1
ET151044	3	.25	2	1	5	1	2	1	1
ET151044	4	.25	2	1	5	1	2	1	1
ET151044	5	336	17	1	1	0	2	2	88
ET151045	1	800	17	1	1	1	1	2	88
ET151045	2	.5	2	1	5	1	1	2	88
ET151045	3	.25	2	1	5	1	1	2	88
ET151045	4	.5	2	1	5	1	1	2	88
ET151045	5	.25	2	1	5	1	1	2	88
ET151045	6	1200	17	1	13	1	1	2	88
ET151049	1	1500	17	1	1	1	1	2	88
ET151049	2	.25	2	1	5	1	1	2	88
ET151049	3	.25	2	1	5	1	1	2	88
ET151051	1	.5	2	1	1	0	2	2	88
ET151051	2	1	2	1	5	0	0	2	88
ET151052	1	696	17	1	1	0	2	2	2
ET151052	2	.25	2	1	5	1	1	1	1
ET151052	3	216	17	1	11	1	2	1	1
ET151053	1	500	17	1	1	1	1	2	88
ET151053	2	.25	2	1	5	1	1	2	88
ET151053	3	.25	2	1	5	1	1	2	88
ET151054	1	800	17	1	1	1	1	2	88
ET151054	2	1	2	1	5	1	1	2	88
ET151056	1	.15	2	1	1	1	1	2	88
ET151056	2	.5	2	1	5	1	1	2	88
ET151056	3	.25	2	4	5	0	0	2	88
ET151057	1	1750	17	1	1	1	1	2	88
ET151057	2	3	4	1	5	1	1	2	88
ET151057	3	2	4	1	5	1	1	2	88
ET151057	4	2	4	1	5	1	1	2	88
ET151058	1	420	17	1	1	1	1	2	88
ET151058	2	1	2	1	5	1	1	2	88
ET151059	1	330	17	1	1	0	1	2	88
ET151059	2	.5	2	1	5	0	1	2	88
ET151059	3	.13	2	1	6	0	1	2	88
ET151059	4	.13	2	1	5	0	1	2	88
ET151059	5	300	17	1	6	0	1	2	88
ET151064	1	1000	17	1	1	0	1	2	88
ET151064	2	.25	2	1	5	0	1	2	88
ET151064	3	.25	2	4	5	88	0	88	88
ET151064	4	.25	2	1	5	0	1	2	88
ET151066	1	117	17	1	1	1	1	2	88
ET151066	2	.01	2	1	6	1	1	2	88
ET151066	3	.25	2	1	5	1	1	2	88
ET151066	4	.25	2	1	10	1	1	2	88
ET151066	5	.35	2	1	10	1	1	2	88
ET151067	1	484	17	1	1	1	1	1	1
ET151067	2	720	17	1	6	1	1	1	1
ET151067	3	.12	2	1	5	1	1	1	1
ET151068	1	208	17	1	1	1	1	2	88
ET151068	2	1	2	1	5	1	1	2	88
ET151069	1	108	17	1	1	1	1	2	88
ET151069	2	.25	2	1	5	1	1	2	88
ET151070	1	625	17	1	1	1	1	2	88
ET151070	2	.25	2	1	5	1	1	2	88
ET161001	1	1.5	4	1	2	1	1	1	1
ET161001	2	1	4	1	5	1	1	1	1
ET161002	1	1	4	1	2	0	1	1	1
ET161002	2	2	4	1	10	0	1	1	1
ET161003	1	1.5	4	1	5	1	1	1	1
ET161003	2	1.5	4	1	2	1	1	1	1
ET161004	1	1	4	1	2	1	1	1	1
ET161004	2	1	4	1	5	1	1	1	1
ET161004	3	2.5	17	1	9	1	1	2	88
ET161005	1	2	4	1	2	1	1	1	2
ET161005	2	3	4	1	5	1	1	1	2
ET161005	3	1	4	1	6	1	1	1	2
ET161006	1	1	4	1	2	1	1	1	2
ET161006	2	2	4	1	5	1	1	1	2
ET161007	1	.75	4	1	2	1	1	1	1
ET161007	2	1	4	1	5	1	1	1	1
ET161007	3	1	4	1	5	1	1	1	1
ET161008	1	2	4	1	5	1	1	1	2
ET161008	2	2	4	1	2	1	1	1	2
ET161008	3	1	4	1	5	1	1	1	2
ET161009	1	2	4	1	2	1	1	2	88
ET161009	2	2	4	1	5	1	1	2	88
ET161009	3	2	4	1	5	1	1	2	88
ET161009	4	2	4	1	5	1	1	2	88
ET161010	1	1	4	1	2	1	1	1	2
ET161010	2	2	4	1	5	1	1	1	2
ET161010	3	1	4	1	5	0	0	1	2
ET161010	4	1	4	3	5	0	0	2	2
ET161010	5	.5	4	1	5	1	1	1	2
ET161011	1	2	4	1	2	1	1	1	1
ET161011	2	4	4	1	5	1	1	1	1
ET161011	3	1	4	1	7	1	1	1	1
ET161011	4	2	4	2	5	0	0	2	88
ET161012	1	2	4	1	2	1	1	1	2
ET161012	2	2	4	1	5	1	1	1	2
ET161012	3	1	4	1	5	1	1	1	2
ET161013	1	3	4	1	2	1	1	1	1
ET161013	2	2	4	1	5	1	1	1	1
ET161014	1	1	4	1	2	1	1	1	2
ET161014	2	1	4	1	5	1	1	1	2
ET161014	3	1	4	1	5	1	1	1	2
ET161014	4	1	4	4	5	0	0	2	88
ET161014	5	1	4	4	5	0	0	2	88
ET161015	1	1.5	4	1	2	0	1	1	1
ET161015	2	2	4	1	5	0	1	1	1
ET161015	3	1.5	4	1	5	0	1	1	1
ET161015	4	.5	4	1	5	0	1	1	1
ET161016	1	3	4	1	2	1	1	1	1
ET161016	2	2	4	1	5	1	1	1	1
ET161017	1	.5	4	1	2	1	1	1	1
ET161017	2	.5	4	1	5	1	1	1	1
ET161018	1	1.5	4	1	2	1	1	1	2
ET161018	2	2	4	4	5	0	0	2	2
ET161019	1	2	4	1	2	0	1	1	2
ET161019	2	2	4	1	5	0	1	1	2
ET161020	1	1	4	1	2	1	1	1	2
ET161020	2	2	4	1	10	1	1	1	2
ET161022	1	.5	4	1	2	1	1	2	2
ET161022	2	2	4	1	9	1	1	2	2
ET161023	1	2	4	1	2	1	1	1	1
ET161023	2	3	4	1	5	1	1	1	1
ET161024	1	2	4	1	2	1	1	1	2
ET161024	2	2	4	1	5	1	1	1	2
ET161025	1	2	4	1	2	1	1	2	2
ET161026	1	1	4	1	2	1	1	2	88
ET161027	1	2	4	1	2	1	1	1	1
ET161027	2	2	4	1	5	1	1	1	1
ET161028	1	2	4	1	2	0	1	2	88
ET161029	1	1	4	1	2	1	1	2	88
ET161029	2	.5	4	1	7	1	1	2	88
ET161030	1	1	4	1	2	1	1	1	2
ET161030	2	5	4	1	5	1	1	1	2
ET161031	1	2	4	1	2	1	1	1	1
ET161031	2	.5	4	1	5	1	1	1	1
ET161031	3	1	4	1	5	1	1	1	1
ET161032	1	1	4	1	2	1	1	1	1
ET161032	2	2	4	1	5	1	1	1	1
ET161033	1	.5	4	1	5	1	1	2	88
ET161033	2	.5	4	1	2	1	1	2	88
ET161033	3	1	4	4	5	1	1	2	88
ET161034	1	.5	2	1	2	1	1	1	1
ET161034	2	.5	2	1	5	1	1	1	1
ET161034	3	.5	2	1	7	1	1	1	1
ET161035	1	1	4	1	2	1	1	2	88
ET161035	2	1	4	1	5	1	1	2	88
ET161035	3	3	4	4	5	0	0	2	88
ET161036	1	1	4	1	2	1	1	2	88
ET161036	2	1	4	1	5	1	1	2	88
ET161037	1	.5	4	1	2	1	1	1	1
ET161037	2	1	4	1	5	1	1	1	1
ET161037	3	2	4	4	5	0	0	1	2
ET161038	1	1	4	1	5	1	1	1	1
ET161038	2	2.5	4	1	2	1	1	1	1
ET161039	1	1.5	4	1	2	1	1	1	2
ET161039	2	4	4	1	5	1	1	1	2
ET161039	3	1	4	1	5	1	1	1	2
ET161039	4	2	4	1	7	1	1	1	2
ET161041	1	2	4	1	2	1	1	1	1
ET161041	2	1.5	4	1	5	1	1	1	1
ET161042	1	1	4	1	2	1	1	1	2
ET161042	2	3	4	1	5	1	1	1	2
ET161043	1	1	4	1	2	0	1	1	1
ET161043	2	1	4	1	5	0	1	1	1
ET161043	3	.5	4	1	7	0	1	1	1
ET161044	1	1	4	1	2	1	1	1	1
ET161044	2	1	4	1	5	1	1	1	1
ET161044	3	.25	4	1	5	1	1	1	1
ET161044	4	1	4	2	5	0	0	2	2
ET161045	1	1	4	1	2	1	1	1	1
ET161045	2	1	4	1	5	1	1	1	1
ET161046	1	1	4	1	2	1	1	1	1
ET161046	2	2	4	1	5	1	1	1	1
ET161047	1	2	4	1	2	1	1	1	1
ET161047	2	1	4	1	5	1	1	1	1
ET161047	3	2	4	4	5	0	0	1	2
ET161048	1	1	4	1	2	1	1	1	2
ET161048	2	1	4	1	2	1	1	1	2
ET161049	1	4	4	1	2	1	1	1	1
ET161049	2	3	4	1	5	1	1	1	1
ET161049	3	1	4	1	5	1	1	1	1
ET161049	4	.5	4	1	5	1	1	1	1
ET161049	5	1	4	1	5	1	1	1	1
ET161049	6	1	4	1	5	1	1	1	2
ET161050	1	2	4	1	2	1	1	1	2
ET161050	2	1	4	1	5	1	1	1	2
ET161050	3	1	4	1	5	1	1	1	2
ET161050	4	1	4	2	5	0	0	2	88
ET171001	1	1	4	1	2	0	0	2	88
ET171001	2	1	4	1	10	0	0	2	88
ET171001	3	1	4	1	10	0	0	2	88
ET171001	4	1.5	4	1	10	0	0	2	88
ET171001	5	1	4	1	10	0	0	2	88
ET171002	1	.5	4	1	1	0	0	2	88
ET171002	2	1	4	1	10	0	0	2	88
ET171002	3	1	4	1	10	0	0	2	88
ET171002	4	1	4	1	11	0	0	2	88
ET171003	1	.5	4	1	1	0	1	2	88
ET171003	2	2	4	1	5	0	1	2	88
ET171003	3	1	4	1	5	0	1	2	88
ET171003	4	2	4	1	5	0	1	2	88
ET171003	5	3	4	1	5	0	1	2	88
ET171005	1	.5	4	1	1	0	0	2	88
ET171005	2	.5	4	1	13	0	0	2	88
ET171005	3	3	4	1	5	0	0	2	88
ET171005	4	2	4	1	5	0	0	2	88
ET171005	5	2	4	1	5	0	0	2	88
ET171005	6	1	4	1	5	0	0	2	88
ET171006	1	.5	4	1	1	1	1	2	88
ET171006	2	3	4	1	5	1	1	2	88
ET171006	3	2.5	4	1	5	1	1	2	88
ET171006	4	2	4	1	5	1	1	2	88
ET171006	5	3	4	4	5	0	0	77	88
ET171007	1	.5	4	1	1	1	1	2	88
ET171007	2	2	4	1	5	1	1	2	88
ET171007	3	2	4	1	5	1	1	2	88
ET171007	4	3	4	1	5	1	1	2	88
ET171007	5	2	4	1	5	1	0	2	88
ET171007	6	25	17	1	7	1	2	2	88
ET171008	1	.5	4	1	1	1	1	2	88
ET171008	2	2	4	1	5	1	1	2	88
ET171008	3	2	4	1	5	1	1	2	88
ET171008	4	2	4	1	5	1	1	2	88
ET171009	1	.5	4	1	2	0	1	2	88
ET171009	2	2	4	1	5	0	1	2	88
ET171009	3	1.5	4	1	5	0	1	2	88
ET171009	4	1	4	1	5	0	1	2	88
ET171009	5	16	17	1	10	0	1	2	88
ET171010	1	400	17	1	1	0	1	2	88
ET171010	2	2	4	1	5	0	1	2	88
ET171010	3	1	4	1	5	0	1	2	88
ET171010	4	1	4	1	5	0	1	2	88
ET171010	5	.5	4	1	5	0	1	2	88
ET171010	6	.5	4	1	5	0	1	2	88
ET171010	7	1	4	1	5	0	1	2	88
ET171010	8	4	4	4	5	0	0	2	88
ET171011	1	1	4	1	2	0	1	2	88
ET171011	2	2	4	1	5	0	1	2	88
ET171011	3	2	4	1	5	0	1	2	88
ET171011	4	2	4	1	5	0	1	2	88
ET171011	5	2	4	4	5	0	0	77	88
ET171011	6	20	17	1	10	0	1	2	88
ET171012	1	.5	4	1	1	1	1	2	88
ET171012	2	1	4	1	5	1	1	2	88
ET171012	3	1	4	1	5	1	1	2	88
ET171012	4	1	4	1	5	1	1	2	88
ET171012	5	1	4	1	5	1	1	2	88
ET171013	1	.5	4	1	1	1	1	2	88
ET171013	2	1	4	1	5	1	1	2	88
ET171013	3	1	4	1	5	1	1	2	88
ET171013	4	1	4	1	5	1	1	2	88
ET171013	5	1	4	1	5	1	1	2	88
ET171013	6	1	4	1	5	1	1	2	88
ET171014	1	.5	4	1	1	1	1	2	88
ET171014	2	2	4	1	10	1	3	2	88
ET171014	3	2	4	1	10	1	3	2	88
ET171014	4	3	4	1	10	1	3	2	88
ET171014	5	1.5	4	1	10	1	3	2	88
ET171015	1	1	4	1	2	0	1	2	88
ET171015	2	2	4	1	5	0	1	2	88
ET171015	3	2	4	1	5	0	1	2	88
ET171015	4	1	4	1	5	0	1	2	88
ET171016	1	.25	4	1	1	0	1	2	88
ET171016	2	3	4	1	5	0	1	2	88
ET171016	3	3	4	1	5	0	1	2	88
ET171016	4	2	4	1	5	0	1	2	88
ET171016	5	1	4	1	11	0	1	2	88
ET171016	6	2	4	4	5	0	0	2	88
ET171016	7	2	4	4	11	0	0	2	88
ET171016	8	1	4	4	5	0	0	2	88
ET171016	9	1	4	4	5	0	0	2	88
ET171016	10	.25	4	4	5	0	0	2	88
ET171017	1	.5	4	1	2	1	1	2	88
ET171017	2	.25	4	1	11	1	1	2	88
ET171017	3	1	4	1	5	1	1	2	88
ET171017	4	2	4	1	5	1	1	2	88
ET171017	5	1.5	4	1	5	1	1	2	88
ET171017	6	.5	4	1	5	1	1	2	88
ET171018	1	1	4	1	1	1	0	2	88
ET171018	2	1	4	1	5	1	1	2	88
ET171018	3	1	4	1	5	1	1	2	88
ET171018	4	5	4	4	5	0	0	2	88
ET171018	5	.25	4	1	10	1	1	2	88
ET171018	6	2	4	1	2	1	0	2	88
ET171019	1	.5	4	1	1	1	1	2	88
ET171019	2	3	4	1	5	1	1	2	88
ET171019	3	2	4	1	5	1	1	2	88
ET171019	4	1.5	4	1	5	1	1	2	88
ET171020	1	1	4	1	1	0	1	2	88
ET171020	2	2	4	1	5	0	1	2	88
ET171020	3	2	4	1	5	0	1	2	88
ET171020	4	1	4	1	5	0	1	2	88
ET171020	5	1	4	4	5	0	0	77	88
ET171021	1	800	17	1	1	1	1	2	88
ET171021	2	2	4	1	5	0	3	2	88
ET171021	3	2	4	1	5	0	3	2	88
ET171021	4	2	4	1	5	0	3	2	88
ET171021	5	2	4	4	5	0	0	77	88
ET171021	6	2	4	4	5	0	0	77	88
ET171021	7	3	4	4	5	0	0	77	88
ET171022	1	2	4	1	2	1	1	2	88
ET171022	2	2	4	1	5	1	1	2	88
ET171022	3	2	4	1	5	1	1	2	88
ET171022	4	2	4	1	5	1	1	2	88
ET171023	1	75	17	1	1	0	1	2	88
ET171023	2	3	4	1	5	0	3	2	88
ET171023	3	4	4	1	5	0	3	2	88
ET171023	4	2	4	1	5	0	3	2	88
ET171023	5	1	4	1	5	0	3	2	88
ET171023	6	2	4	1	5	0	3	2	88
ET171023	7	2	4	4	5	0	0	2	88
ET171023	8	.5	4	1	10	0	3	2	88
ET171024	1	.5	4	1	2	1	1	2	88
ET171024	2	2	4	1	5	1	1	2	88
ET171024	3	3	4	1	5	1	1	2	88
ET171024	4	3	4	1	5	1	1	2	88
ET171024	5	2	4	4	5	0	0	77	88
ET171024	6	2	4	4	5	0	0	77	88
ET171024	7	.5	4	1	5	1	1	2	88
ET171025	1	.5	4	1	1	0	0	2	88
ET171025	2	2	4	1	5	0	0	2	88
ET171025	3	2	4	1	5	0	0	2	88
ET171025	4	3	4	1	5	0	0	2	88
ET171026	1	.25	4	1	2	0	1	2	88
ET171026	2	3	4	1	5	0	3	2	88
ET171026	3	3	4	1	5	0	3	2	88
