PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
13	44	15	8	6	12	5	12	12
13	45	32	8	6	34	1	7	32
13	46	11	8	6	10	5	12	10
13	47	20	1	14	20	1	13	20
13	48	20	1	14	20	1	13	20
13	49	30	5	15	32	5	16	30
13	50	30	5	15	30	5	16	30
13	51	5	5	15	6	5	16	5
13	52	2	8	6	2	1	7	2
13	53	5	8	6	4.5	1	7	5
13	54	20	8	6	20	1	7	20
13	55	22	8	6	23	1	7	5.5
13	56	26	8	6	26	1	7	26
13	57	5	8	6	5	1	7	5
13	58	8	8	6	8	1	7	8
13	59	9.19999980926514	8	6	9	1	7	9
14	1	5	4	3	5	4	4	5
14	2	75	4	3	75	4	4	75
14	3	140	4	3	135	4	4	135
14	4	110	4	3	115	4	4	110
14	5	140	4	3	130	4	4	130
14	6	100	4	3	100	4	4	100
14	7	2	9	5	2	9	5	2
14	8	.5	9	5	.5	9	6	.5
14	9	.800000011920929	9	5	1	9	6	1
14	10	3	9	5	3	9	6	3
14	12	11	5	3	11	5	4	11
14	14	100	4	3	110	4	4	100
14	15	100	4	3	100	4	4	100
14	16	108	4	3	110	4	4	108
14	17	21	4	4	21	4	4	21
14	18	35	4	3	36	5	4	35
14	19	36	4	3	36	4	4	36
14	20	7.5	4	3	7.5	4	4	7.5
14	21	35	4	3	36	4	4	36
14	22	22	17	3	22	17	4	22
14	23	205	4	3	210	4	4	210
14	24	10	5	3	10	5	4	10
14	25	12	5	3	14	5	4	13
14	26	8	5	3	9	5	4	8
14	27	0	88	3	0	88	6	0
14	28	14	5	3	13.5	5	4	14
14	29	3.5	5	3	3.5	5	4	3.5
14	30	27	5	3	26	5	4	26
14	31	8	5	3	8	5	4	8
14	32	17	5	3	18	5	4	18
14	33	35	5	3	36	5	4	35
14	34	32	5	3	36	5	4	32
14	35	22	5	3	28	5	4	22
14	36	81	5	3	88	5	4	83
14	37	186	5	3	180	5	4	180
14	38	70	5	3	78	5	4	70
14	39	96	5	3	98	5	4	95
14	40	45	5	3	50	5	4	45
14	41	50	5	3	56	5	4	50
14	42	130	5	3	120	5	4	120
14	43	18	5	3	20	4	4	19
14	44	10	5	4	10	5	4	10
14	45	42	5	3	45	5	4	43
14	46	1	5	3	10	5	4	10
14	47	20	17	7	20	17	3	20
14	48	15	17	7	15	17	3	15
14	49	35	5	3	34	5	4	53
14	50	22	5	3	25	5	4	23
14	51	8	5	3	10	5	4	8
14	52	2	5	3	2.20000004768372	5	4	2
14	53	6.5	4	3	6.5	4	4	6.5
14	54	20	4	3	18	4	4	20
14	55	5	4	3	5	4	4	5
14	56	15	4	3	15	4	4	14
14	57	8	4	3	8	4	4	8
14	58	7	4	3	7	4	4	7
14	59	8	4	3	8	4	4	8
15	1	-77	88	2	-77	88	3	-77
15	2	-77	88	2	-77	88	3	-77
15	3	-77	88	2	-77	88	3	-77
15	4	-77	88	2	-77	88	3	-77
15	5	-77	88	2	-77	88	3	-77
15	6	-77	88	2	-77	88	3	-77
15	7	-77	88	2	-77	88	3	-77
15	8	-77	88	2	-77	88	3	-77
15	9	-77	88	2	-77	88	3	-77
15	10	-77	88	2	-77	88	3	-77
15	12	-77	88	2	-77	88	3	-77
15	14	100	1	2	-77	88	3	100
15	15	-77	88	2	-77	88	3	-77
15	16	-77	88	2	-77	88	3	-77
15	17	20	1	2	-77	88	3	20
15	18	40	1	2	40	1	3	40
15	19	5	1	2	5	1	3	5
15	20	10	1	2	10	1	3	10
15	21	40	1	2	41	1	3	40
15	22	35	1	2	35	1	3	35
15	23	-77	88	2	-77	88	3	-77
15	24	-77	88	2	-77	88	3	-77
15	25	-77	88	2	-77	88	3	-77
15	26	-77	88	2	-77	88	3	-77
15	27	-77	88	2	-77	88	3	-77
15	28	-77	88	2	-77	88	3	-77
15	29	4	1	2	4	1	3	4
15	30	-77	88	2	-77	88	3	-88
15	31	3	1	2	3	1	3	3
15	32	-77	88	2	-77	88	3	-77
15	33	-77	88	2	-77	88	3	-77
15	34	-77	88	2	-77	88	3	-77
15	35	-77	88	2	-77	88	3	-77
15	36	-77	88	2	-77	88	3	-77
15	37	-77	88	2	-77	88	3	-77
15	38	-77	88	2	-77	88	3	-77
15	39	-77	88	2	-77	88	3	-77
15	40	-77	88	2	-77	88	3	-77
15	41	-77	88	2	-77	88	3	-77
15	42	-77	88	2	-77	88	3	-77
15	43	-77	88	2	-77	88	3	-77
15	44	-77	88	2	-77	88	3	-77
15	45	55	1	2	-77	88	3	55
15	46	-77	88	2	-77	88	3	-77
15	47	-77	88	2	-77	88	3	-77
15	48	-77	88	2	-77	88	3	-77
15	49	-77	88	2	-77	88	3	-77
15	50	-77	88	2	-77	88	3	-77
15	51	-77	88	2	-77	88	3	-77
15	52	3	1	2	-77	88	3	3
15	53	-77	88	2	-77	88	3	-77
15	54	25	1	2	-77	88	3	25
15	55	6	1	2	-77	88	3	6
15	56	-77	88	2	-77	88	3	-77
15	57	-77	88	2	-77	88	3	-77
15	58	13	1	2	-77	88	3	13
15	59	-77	88	2	-77	88	3	-77
16	1	7	1	1	7	1	2	7
16	2	29	1	1	30	1	2	30
16	3	40	1	1	42	1	1	40
16	4	44	1	1	45	1	2	45
16	5	55	1	1	57	1	2	55
16	6	55	1	1	56	1	2	55
16	7	6	1	1	6	1	2	6
16	8	2	1	1	2	1	2	.200000002980232
16	9	6	1	1	5	1	2	.5
16	10	3	1	1	4	1	2	3
16	12	12	5	3	12	5	4	12
16	14	80	5	3	80	5	4	80
16	15	45	1	1	45	1	2	45
16	16	125	1	1	123	1	2	125
16	17	20	1	1	20	1	2	20
16	18	45	1	1	47	1	2	45
16	19	6	1	1	5	1	2	5
16	20	10	1	1	10	1	2	10
16	21	40	1	1	40	1	2	40
16	22	30	1	1	28	1	2	28
16	23	-77	1	1	-77	1	2	-77
16	24	5	5	3	5	5	4	5
16	25	8	5	3	7	5	4	7
16	26	8	5	3	8	5	4	8
16	27	9	5	3	8	5	4	8
16	28	19	5	3	20	5	4	20
16	29	3.5	1	1	4	1	2	3.5
16	30	9	1	1	8	1	2	8
16	31	5	1	1	5	1	2	5
16	32	20	1	1	21	1	2	20
16	33	40	5	3	38	1	4	40
16	34	32	5	3	33	5	4	33
16	35	30	5	3	30	5	4	30
16	36	90	5	3	88	5	4	90
16	37	250	5	3	250	5	4	250
16	38	90	5	3	90	5	4	90
16	39	120	5	3	120	5	4	120
16	40	60	5	3	61	5	4	60
16	41	58	5	3	60	5	4	60
16	42	120	5	3	118	5	4	120
16	43	12	5	3	13	5	4	12
16	44	38	5	3	40	5	4	40
16	45	38	5	3	40	5	4	40
16	46	5	5	3	5	5	4	5
16	47	20	5	3	20	5	4	20
16	48	30	5	3	30	5	4	30
16	49	12	5	3	11	5	4	11
16	50	13	5	3	15	5	4	13
16	51	13	5	3	12	5	4	12
16	52	3	1	1	3	1	2	3
16	53	7	1	1	7	1	2	7
16	54	26	1	1	25	1	2	25
16	55	5	1	1	5	1	2	5
16	56	30	1	1	31	1	2	30
16	57	10	1	1	10	1	2	10
16	58	11	1	1	12	1	2	11
16	59	11	1	1	11	1	2	11
17	1	9	1	7	8	4	9	9
17	2	125	1	7	120	4	9	120
17	3	70	1	7	65	4	9	65
17	4	75	1	7	70	4	9	75
17	5	75	1	7	75	4	9	75
17	6	120	1	7	120	4	9	120
17	7	4000	10	6	5	9	7	5
17	8	10	11	6	12	9	7	10
17	9	12	10	6	12	9	7	12
17	10	18	10	6	19	9	7	18
17	12	12	1	2	12	4	9	12
17	14	70	1	2	70	4	8	70
17	15	45	1	2	45	4	8	45
17	16	100	1	2	105	4	8	105
17	17	20	1	2	18	4	8	19
17	18	45	1	2	43	4	8	45
17	19	15	1	2	15	4	9	10
17	20	17	1	2	17	4	9	17
17	21	35	1	2	33	4	9	33
17	22	26	8	2	27	1	7	26
17	23	135	1	2	128	4	7	130
17	24	10	1	2	9	5	8	9
17	25	15	1	2	12	5	8	14
17	26	10	1	2	10	5	8	10
17	27	15	1	2	15	5	8	15
17	28	15	1	2	15	4	9	15
17	29	4	1	2	4	4	9	4
17	30	7	1	2	7	4	9	7
17	31	15	1	2	15	4	9	15
17	32	22	1	2	20	4	9	20
17	33	35	1	2	37	4	9	35
17	34	45	1	2	42	4	9	42
17	35	22	1	2	20	4	9	20
17	36	90	1	2	85	5	8	85
17	37	120	4	2	115	5	8	120
17	38	80	4	2	78	5	8	80
17	39	140	4	2	130	5	8	135
17	40	50	5	2	50	5	8	50
17	41	120	5	2	110	5	8	115
17	42	100	5	2	100	5	8	100
17	43	20	4	2	20	5	8	20
17	44	15	5	2	15	5	8	15
17	45	40	4	2	35	5	8	35
17	46	2	1	2	2	5	8	2
17	47	20	1	2	20	4	9	20
17	48	25	1	2	25	4	9	25
17	49	10	4	2	7	5	9	8
17	50	25	3	2	30	5	8	30
17	51	5	4	2	4	3	8	4
17	52	4	4	7	4	5	9	4
17	53	24	1	2	24	4	8	24
17	54	20	2	2	19	4	8	19
17	55	20	1	2	20	4	8	20
17	56	25	1	2	25	4	9	25
17	57	8	1	2	8	4	9	8
17	58	8	1	2	8	4	9	8
17	59	9	1	2	9	4	9	9
18	1	8	4	4	9	1	10	8
18	2	78	4	6	85	1	10	80
18	3	60	4	6	65	1	4	62
18	4	60	4	6	65	1	4	62
18	5	55	4	6	60	1	4	58
18	6	90	4	6	100	1	4	95
18	7	2	10	8	2	1	4	2
18	8	2	10	8	2	1	4	2
18	9	2	10	8	2	1	4	2
18	10	18	10	8	18	9	4	18
18	12	13	1	4	12	5	11	13
18	14	75	1	6	80	8	10	78
18	15	47	1	6	47	8	10	47
18	16	105	1	6	105	8	10	105
18	17	20	1	4	20	8	10	20
18	18	42	1	4	43	8	10	42
18	19	20	1	4	20	8	10	20
18	20	18	1	6	17	8	10	17
18	21	32	1	6	33	8	10	32
18	22	27	17	6	29	8	10	27
18	23	130	15	9	122	8	10	130
18	24	5	5	6	6	3	11	5
18	25	8	5	4	8	3	11	8
18	26	6	5	4	7	3	11	6
18	27	15	5	4	16	3	11	15
18	28	25	1	4	23	5	11	24
18	29	4	1	4	4	8	10	4
18	30	6	1	4	6	8	10	6
18	31	3	1	4	3	3	11	3
18	32	16	1	4	15	8	10	15
18	33	36	1	4	35	8	10	35
18	34	48	1	4	46	8	10	47
18	35	20	1	4	20	8	10	20
18	36	85	5	6	88	3	11	86
18	37	180	1	6	180	5	10	180
18	38	65	5	6	66	3	11	65
18	39	110	5	6	106	3	11	108
18	40	50	5	6	50	3	11	50
18	41	100	5	6	100	3	11	100
18	42	130	5	6	135	3	11	132
18	43	10	5	4	11	3	11	10
18	44	10	5	4	10	3	11	10
18	45	40	1	4	37	5	10	38
18	46	10	5	4	11	3	11	10
18	47	20	1	6	20	17	10	20
18	48	35	1	6	30	17	10	32
18	49	20	5	4	22	3	11	21
18	50	15	5	4	18	3	11	16
18	51	5	5	4	6	3	11	5
18	52	4	5	4	4	1	10	4
18	53	26	1	6	26	8	10	26
18	54	21	1	4	20	8	10	20
18	55	20	1	4	20	8	10	20
18	56	26	1	4	25	8	10	25
18	57	10	1	6	10	8	10	10
18	58	9	1	6	9	8	10	9
18	59	10	1	6	10	8	10	10
19	1	5	1	3	5	1	3	7
19	2	30	1	3	30	1	3	30
19	3	40	1	3	42	1	3	42
19	4	50	1	2	50	1	3	50
19	5	60	1	2	60	1	3	60
19	6	60	1	3	60	1	3	60
19	7	6	16	2	6	16	3	6
19	8	2	16	2	2	16	3	.200000002980232
19	9	6	1	2	6	1	3	.600000023841858
19	10	2	1	2	2	1	3	2
19	12	13	5	4	13	5	5	13
19	14	80	1	2	80	1	3	80
19	15	45	1	2	45	1	3	120
19	16	130	1	2	128	1	3	130
19	17	20	1	2	20	1	3	20
19	18	45	1	2	45	1	3	45
19	19	8	1	2	7	1	3	7
19	20	10	1	2	10	1	3	10
19	21	40	1	2	40	1	3	40
19	22	35	1	2	35	1	3	35
19	23	200	1	2	200	1	3	200
19	24	5	5	4	5	5	5	5
19	25	15	5	4	16	5	5	15
19	26	15	5	4	15	5	5	15
19	27	18	5	4	19	5	5	18
19	28	18	5	4	19	5	5	18
19	29	4	5	4	4	5	5	4
19	30	10	5	4	10	5	5	10
19	31	5	1	2	5	1	3	5
19	32	18	1	2	20	1	3	20
19	33	40	5	4	40	5	5	40
19	34	35	5	4	35	5	5	35
19	35	30	5	4	30	5	5	30
19	36	90	5	4	90	5	5	90
19	37	250	5	4	250	5	5	250
19	38	130	5	4	132	5	5	130
19	39	150	5	4	150	5	5	150
19	40	70	5	4	70	5	5	70
19	41	60	5	4	62	5	5	60
19	42	120	5	4	120	5	5	120
19	43	15	5	4	15	5	5	15
19	44	10	5	4	11	5	5	10
19	45	40	5	4	40	5	5	40
19	46	5	5	4	5	5	5	5
19	47	20	5	4	20	5	5	20
19	48	30	5	4	30	5	5	30
19	49	10	1	2	10	1	3	10
19	50	15	1	2	15	1	5	15
19	51	15	1	2	15	1	3	15
19	52	5	1	2	5	1	3	5
19	53	7	1	2	7	1	3	7
19	54	30	1	2	30	1	3	30
19	55	5	1	2	5	1	3	5
19	56	25	1	2	25	1	3	25
19	57	10	1	2	10	1	3	10
19	58	12	1	2	12	1	3	12
19	59	12	1	2	12	1	3	12
20	1	7	1	1	7	1	2	7
20	2	28	1	1	30	1	2	30
20	3	40	1	1	40	1	2	40
20	4	45	1	1	46	1	2	45
20	5	60	1	1	60	1	2	60
20	6	60	1	1	65	1	2	65
20	7	7	1	1	7	1	2	7
20	8	3	1	1	3	1	2	.300000011920929
20	9	7	1	1	7	1	2	.699999988079071
20	10	3	1	1	3	1	2	3
20	12	12	5	3	12	5	4	12
20	14	80	1	1	82	1	2	80
20	15	47	1	1	45	1	2	45
20	16	130	1	1	130	1	2	130
20	17	20	1	1	20	1	2	20
20	18	47	1	1	45	1	2	45
20	19	7	1	1	7	1	2	7
20	20	10	1	1	11	1	2	11
20	21	38	1	1	37	1	2	37
20	22	32	1	1	32	1	2	32
20	23	400	1	1	400	1	2	400
20	24	5	5	3	5	5	4	5
20	25	12	5	3	13	5	4	12
20	26	13	5	3	13	5	4	13
20	27	16	5	3	15	5	4	15
20	28	20	5	3	20	5	4	20
20	29	3.5	1	1	3.5	1	2	3.5
20	30	10	1	1	10	1	2	10
20	31	5	1	1	5	1	2	5
20	32	20	1	1	21	1	2	20
20	33	40	5	3	40	5	4	40
20	34	34	5	3	35	5	4	35
20	35	30	5	3	30	5	4	30
20	36	92	5	3	90	5	4	90
20	37	250	5	3	250	5	4	250
20	38	100	5	3	105	5	4	100
20	39	130	5	3	130	5	4	130
20	40	65	5	3	67	5	4	65
20	41	60	5	3	60	5	4	60
20	42	120	5	3	120	5	4	120
20	43	15	5	3	16	5	4	16
20	44	9	5	3	10	5	4	10
20	45	40	5	3	40	5	4	40
20	46	6	5	3	5	5	4	5
20	47	15	5	3	20	5	4	15
20	48	30	5	3	30	5	4	30
20	49	12	5	3	11	5	4	12
20	50	15	5	3	15	5	4	15
20	51	15	5	3	14	5	4	15
20	52	4	1	1	4	1	2	4
20	53	7	1	1	7	1	2	7
20	54	27	1	1	28	1	2	27
20	55	5	1	1	5	1	2	5
20	56	25	1	1	25	1	2	25
20	57	10	1	1	10	1	2	10
20	58	12	1	1	12	1	2	12
20	59	12	1	1	12	1	2	12
21	1	12	1	5	12.5	1	7	12
21	2	60	1	6	80	1	2	80
21	3	110	5	7	115	1	8	110
21	4	95	1	7	90	1	8	95
21	5	120	5	5	115	5	7	115
21	6	130	1	7	130	1	8	130
21	7	2.5	10	3	3	9	6	2.5
21	8	.200000002980232	9	7	.170000001788139	9	6	.170000001788139
21	9	.300000011920929	9	3	.25	9	5	.25
21	10	2	9	5	2	9	7	2
21	12	12	1	5	13	1	7	13
21	14	80	1	7	75	5	3	80
21	15	45	1	2	45	1	5	45
21	16	120	1	7	120	1	8	120
21	17	20	1	3	18	1	8	18
21	18	45	1	7	47	1	8	45
21	19	9	1	7	10	5	3	10
21	20	10	1	7	10	1	5	10
21	21	42	5	7	42	5	3	42
21	22	19	1	2	19	1	6	19
21	23	110	17	6	110	17	7	110
21	24	3	5	7	3.5	5	6	3
21	25	6	5	3	8	5	7	7
21	26	8	5	3	8	5	8	8
21	27	12	5	7	10	5	8	10
21	28	18	1	3	20	1	5	18
21	29	4	1	7	4	1	3	4
21	30	6.59999990463257	1	7	6.80000019073486	1	5	6.69999980926514
21	31	5	2	8	4.5	5	3	4.5
21	32	10	5	7	9.5	5	8	10
21	33	45	1	5	43	5	7	43
21	34	50	1	7	50	5	3	50
21	35	20	5	5	19	5	7	19
21	36	85	5	7	85	5	8	85
21	37	250	5	7	230	5	8	230
21	38	160	5	7	155	5	5	160
21	39	180	5	5	185	5	3	180
21	40	40	5	6	35	5	2	40
21	41	60	5	7	65	5	8	60
21	42	100	5	7	100	5	8	100
21	43	15	5	5	16	5	3	16
21	44	12	5	5	15	5	3	12
21	45	46	1	7	45	5	8	45
21	46	1.20000004768372	1	7	1.29999995231628	5	3	1.20000004768372
21	47	25	1	5	25	1	2	25
21	48	30	17	5	30	17	6	30
21	49	25	1	3	30	1	8	25
21	50	15	5	7	17	1	3	17
21	51	22.5	5	7	20	5	3	22
21	52	3	1	7	2.5	5	3	2.5
21	53	6.5	1	7	7	1	8	7
21	54	20	1	5	18	1	6	20
21	55	4.5	1	3	5	1	8	5
21	56	25	1	7	22.5	1	8	22.5
21	57	6	1	3	6	1	6	6
21	58	9	1	5	9	1	2	9
21	59	9	1	6	9	1	2	9
22	1	4	1	11	4	1	12	5
22	2	100	1	11	100	1	12	100
22	3	70	1	11	70	1	12	70
22	4	75	1	11	75	1	12	75
22	5	100	1	11	100	1	12	100
22	6	80	1	11	80	1	12	100
22	7	-88	1	19	-88	1	20	-88
22	8	-88	1	19	-88	1	20	-88
22	9	-88	1	19	-88	1	20	-88
22	10	-88	1	19	-88	1	20	-88
22	12	13	1	11	13	1	12	13
22	14	250	1	11	250	1	12	250
22	15	50	1	11	50	1	12	60
22	16	110	1	11	110	1	12	110
22	17	19	1	11	19	1	12	19
22	18	45	1	11	45	1	12	45
22	19	4	1	11	4	1	12	4
22	20	18	1	11	18	1	12	18
22	21	100	1	11	100	1	12	33.5
22	22	22.2999992370605	17	1	22.2999992370605	1	20	22.2999992370605
22	23	100	1	11	100	1	12	100
22	24	3	3	17	3	3	18	3
22	25	5	3	17	5	3	18	5
22	26	4	3	17	4	3	18	4
22	27	4	3	17	4	3	18	8
22	28	80	1	11	80	1	12	80
22	29	3.5	1	11	3.5	1	12	3.5
22	30	7	1	11	7	1	12	7
22	31	5	1	11	5	1	12	5
22	32	-88	1	11	-88	1	12	-88
22	33	40	1	11	40	1	12	40
22	34	60	1	11	60	1	12	60
22	35	17	1	11	17	1	12	17
22	36	75	1	13	75	1	14	75
22	37	275	1	13	275	1	14	275
22	38	75	1	13	75	1	14	75
22	39	150	1	13	150	1	14	150
22	40	45	1	13	45	1	14	45
22	41	80	1	13	80	1	14	80
22	42	40	1	13	40	1	14	40
22	43	15	1	17	15	1	18	15
22	44	10	1	17	10	1	18	10
22	45	50	1	11	50	1	12	50
22	46	10	1	17	10	1	18	10
22	47	20	1	15	20	1	16	20
22	48	20	1	15	20	1	16	20
22	49	22	3	17	22	1	18	22
22	50	25	3	17	25	3	18	25
22	51	20	3	17	20	3	18	20
22	52	3.5	1	12	3.5	1	11	3.5
22	53	22	1	11	22	1	12	22
22	54	20	1	11	20	1	12	20
22	55	20	1	11	20	1	12	20
22	56	43	1	11	43	1	12	22.5
22	57	8	1	11	8	1	12	8
22	58	8	1	11	8	1	12	8
22	59	9	1	11	9	1	12	9
23	1	8.5	1	18	8.5	1	19	7.09999990463257
23	2	35	1	13	35	1	20	35
23	3	70	1	13	70	1	20	70
23	4	75	1	13	75	1	20	75
23	5	100	1	13	100	1	20	100
23	6	80	1	13	80	1	20	80
23	7	-88	16	16	-88	16	16	-88
23	8	-88	16	16	-88	16	16	-88
23	9	-88	16	16	-88	16	16	-88
23	10	-88	16	16	-88	16	16	-88
23	12	12	1	24	12	1	25	12
23	14	300	1	24	300	1	25	300
23	15	42	1	24	42	1	25	42
23	16	105	1	24	105	1	25	105
23	17	18	1	24	18	1	25	18
23	18	45	1	24	45	1	25	45
23	19	4	1	24	4	1	25	4
23	20	17	1	24	18	1	25	17.5
23	21	46	1	25	46	1	24	46
23	22	22.3600006103516	1	21	22.3600006103516	17	21	22.3600006103516
23	23	100	1	18	100	1	19	100
23	24	3	3	12	3	3	23	3
23	25	4	3	12	4	3	23	4
23	26	4	3	12	4	3	23	4
23	27	3	3	12	3	3	23	3
23	28	18	1	24	18	1	25	18
23	29	3.20000004768372	1	24	3.20000004768372	1	25	3.20000004768372
23	30	7	1	24	7	1	25	7
23	31	5	1	24	5	1	25	5
23	32	13	1	24	13	1	25	13
23	33	35	1	24	35	1	25	35
23	34	58	1	24	58	1	25	58
23	35	17	1	24	17	1	25	17
23	36	75	1	17	75	1	26	75
23	37	275	1	17	275	1	26	275
23	38	75	1	17	75	1	26	75
23	39	150	1	17	150	1	26	150
23	40	55	1	17	55	1	26	55
23	41	65	1	17	65	1	26	65
23	42	120	1	17	120	1	26	120
23	43	12	3	12	12.5	3	23	12.25
23	44	10	3	12	10	3	23	10
23	45	50	3	12	50	3	23	50
23	46	8	3	12	8	3	23	8
23	47	25	1	14	25	1	15	25
23	48	20	1	14	20	1	15	20
23	49	25	3	12	25	3	23	25
23	50	30	3	12	30	3	23	30
23	51	18	3	12	18	3	23	18
23	52	3.5	1	24	3.5	1	25	3.5
23	53	26	1	24	26	1	25	26
23	54	25	1	24	25	1	25	25
23	55	20	1	24	20	1	25	20
23	56	45	1	24	45	1	25	45
23	57	6.5	1	25	6.5	1	24	6.5
23	58	6	1	25	6	1	24	6
23	59	9	1	24	10	1	25	9.5
24	1	6	8	11	6	8	12	6
24	2	56	1	15	46	1	16	48
24	3	45	1	15	48	1	16	45
24	4	52	1	15	50	1	16	52
24	5	65	1	15	62	1	16	62
24	6	82	1	15	85	1	16	85
24	7	2	9	9	2	9	10	2
24	8	-77	9	9	-77	9	10	-77
24	9	.600000023841858	9	9	.600000023841858	9	10	.600000023841858
24	10	.5	9	9	.5	9	10	.5
24	12	10	8	11	10	8	12	10
24	14	120	8	11	110	8	12	120
24	15	3.5	8	11	3	8	12	60
24	16	100	8	11	105	8	12	105
24	17	18	8	11	18	8	12	18
24	18	35	8	11	32	8	12	35
24	19	5	8	11	4	8	12	4
24	20	8	8	11	8	8	12	8
24	21	38	8	11	38.5	8	12	38.5
24	22	28	8	11	-77	8	12	28
24	23	-77	8	11	-77	8	12	-77
24	24	4	5	13	4.5	5	14	9
24	25	5	5	13	5	5	14	10
24	26	3	5	13	2.5	5	14	10
24	27	2	5	13	2	5	14	8
24	28	22	8	11	22	8	12	22
24	29	4	8	11	4	8	12	4
24	30	7	8	11	7	8	12	7
24	31	4	8	11	4	8	12	4
24	32	25	8	11	25	8	12	25
24	33	50	8	11	50	8	12	50
24	34	39	8	11	40	8	12	40
24	35	-77	8	11	-77	8	12	-77
24	36	85	5	13	85	5	14	85
24	37	235	5	13	230	5	14	235
24	38	55	5	13	60	5	14	55
24	39	105	5	13	110	5	14	110
24	40	35	5	13	38	5	14	35
24	41	40	5	13	43	5	14	43
24	42	135	5	13	140	5	14	140
24	43	12	5	13	12	5	14	12
24	44	10	5	12	10	5	14	10
24	45	50	5	13	50	5	14	5
24	46	8	5	13	8	5	14	8
24	47	25	5	13	25	5	14	25
24	48	30	5	13	30	5	14	30
24	49	20	8	11	20	8	12	20
24	50	20	8	11	20	8	12	20
24	51	13	8	11	15	8	12	15
24	52	4	5	13	4	5	14	4
24	53	7	8	11	4	8	12	4
24	54	17	8	11	18	8	12	18
24	55	5	8	11	5	8	12	5
24	56	18	8	11	18	8	12	18
24	57	7.5	8	11	7	8	12	7
24	58	7.5	8	11	7.5	8	12	7.5
24	59	10	8	11	10	8	12	10
25	1	5.5	8	7	6	8	6	6
25	2	45	8	7	45	8	6	45
25	3	30	8	7	32	8	6	32
25	4	27	8	7	30	8	6	27
25	5	40	8	7	60	8	6	58
25	6	35	8	7	32	8	6	32
25	7	700	8	7	700	8	6	700
25	8	2	8	7	2	8	6	2
25	9	.800000011920929	8	7	.800000011920929	8	6	800
25	10	.5	8	7	.5	8	6	.5
25	12	10	8	7	10	8	6	10
25	14	120	8	7	120	8	6	120
25	15	45	8	7	43	8	6	56
25	16	105	8	7	110	8	6	110
25	17	16	8	7	16	8	6	16
25	18	30	8	7	35	8	6	35
25	19	4	8	7	4	8	6	4
25	20	8	8	7	8	8	6	8
25	21	40	8	7	39	8	6	39
25	22	27	8	7	26	8	6	27
25	23	0	88	7	0	88	6	0
25	24	3	8	7	3	8	6	9
25	25	2.5	8	7	2.5	8	6	10
25	26	2	8	7	2	8	6	8
25	27	2.5	8	7	2.5	8	6	7.5
25	28	21	8	7	22	8	6	22
25	29	3.40000009536743	8	7	3.40000009536743	8	6	3.40000009536743
25	30	6.80000019073486	8	7	7	8	6	7
25	31	2	8	7	2	8	6	2
25	32	-11	8	7	-11	8	6	-11
25	33	36	8	7	36	8	6	36
25	34	-77	8	7	-77	8	6	-77
25	35	-77	8	7	-77	8	6	-77
25	36	82	8	7	85	8	6	85
25	37	230	8	7	230	8	6	230
25	38	47	8	7	50	8	6	50
25	39	105	8	7	105	8	6	105
25	40	22	5	10	25	5	11	25
25	41	50	5	10	48	5	11	50
25	42	150	5	10	150	5	11	150
25	43	14	8	7	14	8	6	14
25	44	12	8	7	13	8	6	13
25	45	50	8	7	50	8	6	50
25	46	-77	8	7	-77	8	6	-77
25	47	25	8	7	25	8	6	25
25	48	30	8	7	30	8	6	30
25	49	23	8	7	22	8	6	22
25	50	20	8	7	20	8	6	20
25	51	15	8	7	12	8	6	15
25	52	4	8	7	4	8	6	4
25	53	7	8	7	7	8	6	7
25	54	20	8	7	20	8	6	20
25	55	5	8	7	5	8	6	5
25	56	16	8	7	15	8	6	15
25	57	7.5	8	7	7.5	8	6	7.5
25	58	7.5	8	7	8	8	6	7.5
25	59	10	8	7	10	8	6	10
26	1	8.5	8	13	8.5	8	14	8.5
26	2	85	1	15	78	1	16	80
26	3	50	1	15	55	1	16	50
26	4	65	1	15	62	1	16	63
26	5	80	1	15	110	1	16	95
26	6	120	1	15	120	1	15	120
26	7	2	9	11	2	9	12	2
26	8	11	9	11	11	9	12	1.10000002384186
26	9	7	9	11	7	9	12	.699999988079071
26	10	.600000023841858	9	11	.600000023841858	9	11	.600000023841858
26	12	11	8	13	11	8	14	11
26	14	120	8	13	120	8	14	120
26	15	85	8	13	82	8	14	80
26	16	165	8	13	160	8	14	160
26	17	18	8	13	18	8	14	18
26	18	32	8	13	35	8	14	35
26	19	4	8	13	4	8	14	4
26	20	6	8	14	6	8	14	6
26	21	40	8	13	39	8	14	40
26	22	25	8	13	25	8	14	25
26	23	-77	8	15	-77	8	16	-77
26	24	3	8	13	3	8	14	9
26	25	3.5	8	13	3.5	8	14	4
26	26	8	8	13	8	8	14	8
26	27	3	8	13	3	8	14	9
26	28	22	8	13	21.5	8	14	21
26	29	3.5	8	13	3.5	8	14	3.5
26	30	0	8	13	0	8	14	0
26	31	2.5	8	13	2.5	8	14	2.5
26	32	-77	8	13	-77	8	14	-77
26	33	35	8	13	40	8	14	38
26	34	50	8	13	50	8	14	50
26	35	-77	8	13	-77	8	14	-77
26	36	80	5	17	85	5	18	80
26	37	250	5	17	245	5	18	245
26	38	50	5	17	47	5	18	48
26	39	110	5	17	115	5	18	115
26	40	27	5	17	30	5	18	30
26	41	65	5	17	70	5	18	70
26	42	150	5	17	140	5	18	150
