PLACEID	PRGIDR4	CURRPROG	PASTPROG	PROGSTOP
1	1	0	0	 
1	2	0	0	 
1	9	0	0	 
1	14	1	 	 
1	17	0	0	 
1	18	1	 	 
1	34	1	 	 
1	35	1	 	 
1	36	0	1	1
1	37	0	0	 
1	38	0	0	 
1	40	1	 	 
1	41	0	0	 
1	42	0	0	 
1	43	0	0	 
1	44	1	 	 
1	45	1	 	 
1	51	1	 	 
1	63	0	0	 
2	1	0	0	 
2	2	0	0	 
2	9	1	 	 
2	14	1	 	 
2	17	1	 	 
2	18	1	 	 
2	34	0	77	 
2	35	77	 	 
2	36	1	 	 
2	37	1	 	 
2	38	0	0	 
2	40	1	 	 
2	41	0	0	 
2	42	0	1	0
2	43	1	 	 
2	44	0	0	 
2	45	1	 	 
2	51	1	 	 
2	63	0	0	 
3	1	0	0	 
3	2	1	 	 
3	9	1	 	 
3	14	0	1	2
3	17	1	 	 
3	18	1	 	 
3	34	0	0	 
3	35	1	 	 
3	36	1	 	 
3	37	0	0	 
3	38	0	0	 
3	40	0	0	 
3	41	0	0	 
3	42	0	0	 
3	43	0	0	 
3	44	1	 	 
3	45	1	 	 
3	51	1	 	 
3	63	0	0	 
4	1	0	0	 
4	2	0	0	 
4	9	0	0	 
4	14	1	 	 
4	17	1	 	 
4	18	0	0	 
4	34	0	0	 
4	35	1	 	 
4	36	1	 	 
4	37	0	0	 
4	38	0	0	 
4	40	1	 	 
4	41	0	0	 
4	42	0	0	 
4	43	1	 	 
4	44	1	 	 
4	45	0	0	 
4	51	0	0	 
4	63	0	0	 
5	1	1	 	 
5	2	1	 	 
5	9	0	0	 
5	14	1	 	 
5	17	1	 	 
5	18	1	 	 
5	34	0	0	 
5	35	1	 	 
5	36	1	 	 
5	37	1	 	 
5	38	0	0	 
5	40	1	 	 
5	41	0	0	 
5	42	0	0	 
5	43	0	0	 
5	44	1	 	 
5	45	1	 	 
5	51	0	0	 
5	63	0	0	 
6	1	0	0	 
6	2	0	0	 
6	9	0	0	 
6	14	1	 	 
6	17	1	 	 
6	18	1	 	 
6	34	0	0	 
6	35	1	 	 
6	36	1	 	 
6	37	1	 	 
6	38	1	 	 
6	40	1	 	 
6	41	1	 	 
6	42	0	0	 
6	43	0	0	 
6	44	0	0	 
6	45	0	0	 
6	51	1	 	 
6	63	1	 	 
7	1	0	0	 
7	2	0	0	 
7	9	1	 	 
7	14	1	 	 
7	17	1	 	 
7	18	1	 	 
7	34	1	 	 
7	35	1	 	 
7	36	0	0	 
7	37	1	 	 
7	38	0	0	 
7	40	1	 	 
7	41	0	0	 
7	42	0	0	 
7	43	1	 	 
7	44	1	 	 
7	45	0	0	 
7	51	1	 	 
7	63	0	0	 
8	1	0	0	 
8	2	0	0	 
8	9	0	0	 
8	14	0	0	 
8	17	1	 	 
8	18	0	0	 
8	34	0	0	 
8	35	0	0	 
8	36	0	0	 
8	37	1	 	 
8	38	0	0	 
8	40	1	 	 
8	41	0	0	 
8	42	0	0	 
8	43	0	0	 
8	44	0	0	 
8	45	0	0	 
8	51	1	 	 
8	63	0	0	 
9	1	0	0	 
9	2	0	0	 
9	9	1	 	 
9	14	0	0	 
9	17	0	0	 
9	18	0	0	 
9	34	0	0	 
9	35	0	0	 
9	36	0	0	 
9	37	0	0	 
9	38	0	0	 
9	40	1	 	 
9	41	0	0	 
9	42	0	0	 
9	43	1	 	 
9	44	0	0	 
9	45	0	0	 
9	51	1	 	 
9	63	0	0	 
10	1	0	0	 
10	2	1	 	 
10	9	1	 	 
10	14	1	 	 
10	17	1	 	 
10	18	1	 	 
10	34	0	0	 
10	35	1	 	 
10	36	1	 	 
10	37	1	 	 
10	38	0	0	 
10	40	1	 	 
10	41	0	0	 
10	42	0	0	 
10	43	1	 	 
10	44	1	 	 
10	45	1	 	 
10	51	1	 	 
10	63	1	 	 
11	1	0	0	 
11	2	0	0	 
11	9	1	 	 
11	14	0	0	 
11	17	1	 	 
11	18	1	 	 
11	34	1	 	 
11	35	1	 	 
11	36	1	 	 
11	37	1	 	 
11	38	0	0	 
11	40	1	 	 
11	41	0	0	 
11	42	0	0	 
11	43	1	 	 
11	44	1	 	 
11	45	0	0	 
11	51	1	 	 
11	63	0	0	 
12	1	0	0	 
12	2	0	0	 
12	9	0	0	 
12	14	0	0	 
12	17	0	0	 
12	18	0	0	 
12	34	0	0	 
12	35	0	0	 
12	36	0	0	 
12	37	0	0	 
12	38	0	0	 
12	40	0	0	 
12	41	0	0	 
12	42	0	0	 
12	43	0	0	 
12	44	0	0	 
12	45	0	0	 
12	51	0	0	 
12	63	0	0	 
13	1	0	0	 
13	2	0	0	 
13	9	0	0	 
13	14	0	0	 
13	17	0	0	 
13	18	0	0	 
13	34	0	0	 
13	35	1	 	 
13	36	1	 	 
13	37	0	0	 
13	38	0	0	 
13	40	0	0	 
13	41	0	0	 
13	42	0	0	 
13	43	0	0	 
13	44	0	0	 
13	45	0	0	 
13	51	1	 	 
13	63	0	0	 
14	1	0	0	 
14	2	1	 	 
14	9	1	 	 
14	14	1	 	 
14	17	1	 	 
14	18	1	 	 
14	34	1	 	 
14	35	1	 	 
14	36	0	1	2
14	37	0	1	2
14	38	0	0	 
14	40	1	 	 
14	41	0	0	 
14	42	0	0	 
14	43	0	0	 
14	44	1	 	 
14	45	1	 	 
14	51	1	 	 
14	63	0	0	 
15	1	0	0	 
15	2	1	 	 
15	9	0	0	 
15	14	1	 	 
15	17	1	 	 
15	18	1	 	 
15	34	0	0	 
15	35	1	 	 
15	36	1	 	 
15	37	0	0	 
15	38	0	0	 
15	40	1	 	 
15	41	1	 	 
15	42	0	0	 
15	43	1	 	 
15	44	0	0	 
15	45	1	 	 
15	51	1	 	 
15	63	0	0	 
16	1	0	0	 
16	2	1	 	 
16	9	0	0	 
16	14	1	 	 
16	17	0	0	 
16	18	1	 	 
16	34	0	0	 
16	35	1	 	 
16	36	1	 	 
16	37	1	 	 
16	38	0	0	 
16	40	1	 	 
16	41	1	 	 
16	42	0	0	 
16	43	1	 	 
16	44	0	0	 
16	45	0	0	 
16	51	1	 	 
16	63	0	0	 
17	1	1	 	 
17	2	1	 	 
17	9	0	0	 
17	14	1	 	 
17	17	1	 	 
17	18	1	 	 
17	34	0	0	 
17	35	1	 	 
17	36	0	0	 
17	37	1	 	 
17	38	0	0	 
17	40	1	 	 
17	41	1	 	 
17	42	1	 	 
17	43	1	 	 
17	44	0	0	 
17	45	0	0	 
17	51	1	 	 
17	63	0	0	 
18	1	1	 	 
18	2	1	 	 
18	9	1	 	 
18	14	1	 	 
18	17	1	 	 
18	18	1	 	 
18	34	1	 	 
18	35	1	 	 
18	36	1	 	 
18	37	0	1	1
18	38	0	1	1
18	40	1	 	 
18	41	1	 	 
18	42	0	0	 
18	43	1	 	 
18	44	1	 	 
18	45	0	0	 
18	51	1	 	 
18	63	0	0	 
19	1	1	 	 
19	2	1	 	 
19	9	0	0	 
19	14	1	 	 
19	17	1	 	 
19	18	1	 	 
19	34	1	 	 
19	35	1	 	 
19	36	1	 	 
19	37	0	0	 
19	38	0	0	 
19	40	1	 	 
19	41	1	 	 
19	42	1	 	 
19	43	1	 	 
19	44	0	0	 
19	45	0	0	 
19	51	1	 	 
19	63	0	0	 
20	1	1	 	 
20	2	1	 	 
20	9	1	 	 
20	14	1	 	 
20	17	1	 	 
20	18	1	 	 
20	34	0	0	 
20	35	1	 	 
20	36	1	 	 
20	37	1	 	 
20	38	0	0	 
20	40	1	 	 
20	41	1	 	 
20	42	0	0	 
20	43	1	 	 
20	44	0	0	 
20	45	1	 	 
20	51	1	 	 
20	63	0	0	 
21	1	1	 	 
21	2	1	 	 
21	9	1	 	 
21	14	1	 	 
21	17	1	 	 
21	18	1	 	 
21	34	1	 	 
21	35	0	1	1
21	36	1	 	 
21	37	0	0	 
21	38	0	0	 
21	40	1	 	 
21	41	1	 	 
21	42	0	0	 
21	43	1	 	 
21	44	0	0	 
21	45	1	 	 
21	51	0	0	 
21	63	0	0	 
22	1	0	0	 
22	2	0	0	 
22	9	0	0	 
22	14	1	 	 
22	17	1	 	 
22	18	1	 	 
22	34	0	0	 
22	35	1	 	 
22	36	1	 	 
22	37	0	0	 
22	38	1	 	 
22	40	1	 	 
22	41	0	0	 
22	42	0	0	 
22	43	1	 	 
22	44	0	0	 
22	45	0	0	 
22	51	1	 	 
22	63	0	0	 
23	1	0	0	 
23	2	0	0	 
23	9	0	0	 
23	14	1	 	 
23	17	1	 	 
23	18	1	 	 
23	34	0	0	 
23	35	1	 	 
23	36	1	 	 
23	37	1	 	 
23	38	1	 	 
23	40	1	 	 
23	41	0	0	 
23	42	0	0	 
23	43	0	0	 
23	44	0	0	 
23	45	0	0	 
23	51	0	0	 
23	63	0	0	 
24	1	0	0	 
24	2	0	0	 
24	9	0	0	 
24	14	1	 	 
24	17	1	 	 
24	18	1	 	 
24	34	0	0	 
24	35	1	 	 
24	36	1	 	 
24	37	1	 	 
24	38	1	 	 
24	40	1	 	 
24	41	0	0	 
24	42	0	0	 
24	43	1	 	 
24	44	0	0	 
24	45	1	 	 
24	51	1	 	 
24	63	0	0	 
25	1	0	0	 
25	2	0	0	 
25	9	0	0	 
25	14	0	0	 
25	17	0	0	 
25	18	0	0	 
25	34	0	0	 
25	35	0	0	 
25	36	0	0	 
25	37	0	0	 
25	38	0	0	 
25	40	1	 	 
25	41	0	0	 
25	42	0	0	 
25	43	0	0	 
25	44	0	0	 
25	45	0	0	 
25	51	1	 	 
25	63	0	0	 
26	1	0	0	 
26	2	0	0	 
26	9	0	0	 
26	14	0	0	 
26	17	1	 	 
26	18	1	 	 
26	34	0	0	 
26	35	1	 	 
26	36	1	 	 
26	37	0	0	 
26	38	0	0	 
26	40	1	 	 
26	41	0	0	 
26	42	0	0	 
26	43	1	 	 
26	44	0	0	 
26	45	1	 	 
26	51	0	0	 
26	63	0	0	 
27	1	0	0	 
27	2	0	0	 
27	9	0	0	 
27	14	0	0	 
27	17	0	0	 
27	18	1	 	 
27	34	0	0	 
27	35	1	 	 
27	36	0	0	 
27	37	0	0	 
27	38	1	 	 
27	40	1	 	 
27	41	0	0	 
27	42	0	0	 
27	43	0	0	 
27	44	0	0	 
27	45	1	 	 
27	51	1	 	 
27	63	0	0	 
28	1	0	0	 
28	2	0	0	 
28	9	1	 	 
28	14	1	 	 
28	17	1	 	 
28	18	1	 	 
28	34	0	0	 
28	35	0	0	 
28	36	0	0	 
28	37	0	0	 
28	38	1	 	 
28	40	0	0	 
28	41	0	0	 
28	42	0	0	 
28	43	0	0	 
28	44	0	0	 
28	45	1	 	 
28	51	0	0	 
28	63	0	0	 
29	1	0	0	 
29	2	0	0	 
29	9	1	 	 
29	14	1	 	 
29	17	1	 	 
29	18	1	 	 
29	34	1	 	 
29	35	1	 	 
29	36	1	 	 
29	37	1	 	 
29	38	1	 	 
29	40	1	 	 
29	41	0	0	 
29	42	0	0	 
29	43	0	0	 
29	44	0	0	 
29	45	1	 	 
29	51	0	0	 
29	63	0	0	 
32	1	0	0	 
32	2	0	0	 
32	9	77	 	 
32	14	1	 	 
32	17	0	0	 
32	18	1	 	 
32	34	1	 	 
32	35	1	 	 
32	36	1	 	 
32	37	1	 	 
32	38	1	 	 
32	40	0	0	 
32	41	0	0	 
32	42	0	0	 
32	43	0	0	 
32	44	0	0	 
32	45	1	 	 
32	51	0	0	 
32	63	1	 	 
33	1	0	0	 
33	2	0	0	 
33	9	77	 	 
33	14	1	 	 
33	17	0	0	 
33	18	1	 	 
33	34	1	 	 
33	35	0	0	 
33	36	0	0	 
33	37	1	 	 
33	38	1	 	 
33	40	0	0	 
33	41	0	0	 
33	42	0	0	 
33	43	0	0	 
33	44	0	0	 
33	45	1	 	 
33	51	0	0	 
33	63	0	0	 
34	1	0	0	 
34	2	0	0	 
34	9	1	 	 
34	14	1	 	 
34	17	0	0	 
34	18	1	 	 
34	34	1	 	 
34	35	1	 	 
34	36	1	 	 
34	37	1	 	 
34	38	1	 	 
34	40	1	 	 
34	41	0	0	 
34	42	0	0	 
34	43	1	 	 
34	44	0	77	 
34	45	1	 	 
34	51	0	0	 
34	63	0	0	 
35	1	0	0	 
35	2	0	0	 
35	9	1	 	 
35	14	1	 	 
35	17	1	 	 
35	18	1	 	 
35	34	1	 	 
35	35	1	 	 
35	36	1	 	 
35	37	1	 	 
35	38	1	 	 
35	40	1	 	 
35	41	1	 	 
35	42	1	 	 
35	43	1	 	 
35	44	1	 	 
35	45	1	 	 
35	51	1	 	 
35	63	0	0	 
36	1	0	0	 
36	2	1	 	 
36	9	0	0	 
36	14	1	 	 
36	17	0	0	 
36	18	1	 	 
36	34	1	 	 
36	35	1	 	 
36	36	1	 	 
36	37	0	0	 
36	38	0	0	 
36	40	1	 	 
36	41	1	 	 
36	42	0	0	 
36	43	0	0	 
36	44	0	0	 
36	45	1	 	 
36	51	1	 	 
36	63	0	0	 
