CHILDCODE	SIBFNDR5	DINT	SIBWGHBR	SIBWGDOC	ENRSIBR5	SIBCARR5	SIBDOMR5	SIBFRMR5	SIBOUTR5	SIBPARR5	SIB20R5	FEAS01R5	FEAS02R5	FEAS03R5	FEAS04R5	FEAS05R5	FEAS06R5	FEAS07R5	FEAS08R5	FEAS09R5	FEAS10R5	FEAS11R5	FEAS12R5	FEAS13R5	FEAS14R5	FEAS15R5	FEAS16R5	FEAS17R5	FEAS18R5	FEAS19R5	FEAS20R5	FEAS21R5	FEAS22R5	FEAS23R5	FEAS24R5	SASHCLR5	SASHWKR5	SPLDECR5	SNOCHCR5	SCLTRGR5	STRYHDR5	SFTRWRR5	SEMBBKR5	SASHSHR5	SBRJOBR5	SWRUNIR5
130005	1	27/12/2016 10:50:54	 	 	1	1	1	1	0	1	0	4	4	3	3	2	4	3	3	3	2	4	2	3	3	4	2	4	3	3	4	4	3	4	2	5	4	5	3	3	5	5	4	3	5	5
130006	0	29/12/2016 19:09:48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130007	1	25/12/2016 11:38:05	 	 	1	0	1	0	0	1	0	2	4	2	2	2	3	2	3	3	3	3	2	3	3	3	3	4	4	3	3	2	2	3	3	3	4	2	4	4	4	5	5	5	4	5
130012	1	28/12/2016 10:36:48	 	 	0	0	1	1	0	1	0	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	2	4	3	3	3	3	3	4	3	4	5	3	2	3	4	3	3	3	3	3
130014	1	27/12/2016 15:18:24	 	 	1	0	1	0	1	1	0	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	2	2	4	4	4	4	4	5	4
130015	1	28/12/2016 16:19:13	 	 	1	0	1	0	0	1	1	2	 	2	2	3	 	1	 	3	2	 	3	3	2	 	3	 	3	2	 	3	2	 	3	3	4	1	2	3	4	4	2	 	5	 
130019	1	10/12/2016 19:07:15	 	 	1	1	1	1	1	1	0	3	4	3	4	3	4	3	4	4	3	4	4	3	4	4	3	4	4	3	4	3	3	4	3	4	5	4	2	4	4	4	4	5	4	5
130020	1	09/12/2016 15:10:11	 	 	0	1	1	0	0	1	1	2	 	2	2	2	 	2	 	3	3	 	2	3	3	 	2	 	3	2	 	2	3	 	3	4	3	3	2	4	4	3	4	 	4	 
130021	1	29/12/2016 15:57:42	 	 	0	1	0	0	1	1	1	3	 	2	3	2	 	2	 	3	3	 	3	3	3	 	2	 	3	2	 	3	3	 	3	3	3	2	2	3	5	4	3	 	4	 
130022	1	25/12/2016 09:32:51	 	 	1	0	1	0	0	1	0	2	4	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	4	2	3	4	4	4	3	4	4	4
130023	1	11/12/2016 10:54:02	 	 	1	0	1	0	1	1	1	4	 	2	3	3	 	4	 	2	4	 	3	4	3	 	4	 	3	4	 	2	3	 	2	4	3	4	2	4	5	4	4	 	5	 
130024	1	11/12/2016 16:06:29	 	 	0	0	0	0	1	1	1	3	 	2	2	3	 	2	 	2	2	 	3	3	3	 	2	 	3	3	 	3	3	 	3	2	3	1	1	3	4	4	4	 	4	 
130025	1	09/12/2016 11:19:47	 	 	1	0	0	0	0	1	0	3	4	2	2	2	4	3	4	3	2	4	3	2	3	4	2	4	2	3	4	3	3	4	3	4	 	4	 	4	5	5	3	4	5	4
130026	1	10/12/2016 13:22:48	 	 	0	1	1	1	1	1	1	3	 	2	3	3	 	2	 	3	2	 	3	3	3	 	2	 	3	2	 	2	3	 	3	4	3	2	4	3	3	2	3	 	4	 
130029	1	07/12/2016 18:38:03	 	 	1	0	1	0	1	1	1	3	 	2	3	2	 	2	 	2	3	 	4	3	4	 	2	 	3	4	 	3	3	 	2	4	3	2	3	3	4	5	4	 	5	 
130030	1	15/12/2016 11:46:39	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	4	4	3	3	4	3
130033	0	10/12/2016 11:15:39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	1	12/12/2016 14:18:01	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	3	3	2	3	3	2	3	3	2	3	3	3	3	3	3	4	2	2	3	2	2	4	3	5	5	4	5	3
130037	0	15/12/2016 17:02:17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	1	13/12/2016 19:56:13	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	3	3	2	4	3	3	3	4	2	4	3	3	4	2	3	4	3	3	4	3	4	3	4	4	2	3	4	3
130042	1	13/12/2016 11:07:56	 	 	1	0	1	0	0	1	0	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	2	3	3	3	3	2	3	4	3	4	4	3	4	4	4
130044	1	15/12/2016 09:56:48	 	 	1	0	1	1	0	1	0	1	3	2	1	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	2	3	3	4	4	4	4	4	4	4	4	4
130045	1	19/12/2016 11:07:39	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	2	2	3	3	3	3	2	3	4	2	4	3	3	3	2	3	3	3	3	3	2	2	4	5	5	4	4	5	4
130047	1	15/12/2016 12:07:58	 	 	1	1	1	0	1	1	0	3	4	2	3	2	3	2	2	3	3	3	3	3	3	3	2	2	3	3	2	2	3	2	2	3	4	2	2	2	5	5	4	2	5	4
130048	1	14/12/2016 19:17:31	 	 	1	1	1	0	0	1	0	1	3	2	2	2	3	3	3	3	3	4	2	2	3	3	2	3	2	2	3	2	3	2	3	2	4	2	1	4	4	4	4	3	5	3
130049	1	15/12/2016 20:27:27	 	 	1	0	1	0	1	1	0	3	3	2	3	2	4	3	3	2	3	4	3	3	3	4	3	4	3	3	4	2	2	4	3	4	1	1	2	3	5	5	4	3	5	4
130052	1	17/12/2016 07:45:55	 	 	0	0	1	0	1	1	1	2	 	2	2	3	 	3	 	3	3	 	3	2	3	 	3	 	3	3	 	3	3	 	3	4	4	2	4	4	5	4	3	 	4	 
130053	1	20/12/2016 12:28:21	 	 	1	0	1	0	0	1	0	3	4	2	3	2	4	2	3	3	3	3	2	3	2	3	3	4	3	3	4	3	2	3	3	4	3	4	2	4	4	4	4	4	5	3
130054	1	18/12/2016 10:38:25	 	 	1	0	1	0	0	1	0	4	4	2	4	3	4	2	3	4	3	3	2	3	3	3	3	4	3	3	4	3	3	4	3	3	4	2	2	3	5	5	3	4	5	3
130055	1	20/12/2016 11:06:47	 	 	1	0	1	1	0	1	0	3	3	2	2	1	4	2	3	2	1	4	3	3	3	4	2	4	3	3	4	2	3	4	3	3	4	1	1	3	5	5	3	3	5	4
130056	1	19/12/2016 18:17:22	 	 	1	0	1	1	0	1	0	3	4	2	3	2	3	2	3	4	3	3	2	3	3	3	2	4	2	3	3	2	2	3	2	3	4	3	1	4	4	4	4	4	4	2
130057	1	18/12/2016 14:03:32	 	 	1	0	1	1	0	1	0	3	3	3	4	3	3	3	3	3	2	3	3	3	3	3	2	3	3	4	3	3	3	3	3	4	4	1	2	4	5	5	3	4	5	4
130058	1	23/12/2016 17:22:48	 	 	1	0	0	0	0	1	0	3	3	2	2	2	3	2	3	3	2	2	3	3	3	3	3	2	2	3	3	2	2	2	3	2	 	2	 	3	4	4	3	2	5	3
130060	1	18/12/2016 08:48:50	 	 	1	0	0	0	0	1	0	3	3	2	3	3	4	3	2	3	3	4	2	3	3	3	2	3	3	3	3	2	2	3	2	3	 	3	 	4	4	4	4	3	4	3
130063	1	17/12/2016 11:41:10	 	 	1	0	1	1	1	1	1	2	 	2	2	2	 	2	 	3	2	 	3	3	2	 	3	 	3	2	 	2	2	 	3	3	4	3	2	4	4	4	4	 	5	 
130064	0	29/12/2016 16:00:09	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130066	1	16/12/2016 10:59:35	 	 	0	0	1	1	1	1	1	3	 	2	3	2	 	2	 	3	3	 	3	4	4	 	3	 	3	4	 	2	3	 	4	4	5	3	2	4	4	5	5	 	5	 
130067	1	16/12/2016 18:27:42	 	 	0	0	1	1	1	1	1	3	 	3	3	3	 	2	 	3	3	 	4	3	3	 	2	 	3	3	 	3	3	 	3	4	4	2	2	4	4	4	3	 	5	 
130068	1	19/12/2016 15:16:45	 	 	1	0	1	0	0	1	0	3	4	2	3	2	3	2	3	3	2	3	3	2	3	3	3	4	2	3	3	2	3	3	2	4	4	4	4	4	5	4	2	4	5	4
130069	1	21/12/2016 16:53:06	 	 	1	1	1	1	0	1	0	3	4	3	3	3	4	2	3	3	3	3	2	3	2	4	2	4	3	3	4	2	3	4	3	3	4	2	2	3	3	4	4	3	4	3
130070	1	24/12/2016 19:30:56	 	 	0	0	1	0	1	1	0	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	4	4	4	5	3	4	4
130072	0	26/12/2016 17:03:22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130074	1	22/12/2016 10:29:44	 	 	1	1	1	1	0	1	0	3	3	2	3	2	3	2	2	3	3	3	2	4	2	3	3	4	3	3	4	3	3	4	3	2	2	2	2	3	4	5	4	4	5	3
130077	1	07/12/2016 12:12:30	 	 	1	1	1	0	0	1	0	3	4	2	3	2	3	3	3	2	2	3	2	2	2	3	3	3	2	3	3	2	2	3	2	4	2	3	2	3	3	4	4	3	4	4
130078	1	07/12/2016 18:48:50	 	 	1	0	0	0	0	1	0	3	4	3	3	3	4	3	2	3	2	4	3	3	3	4	2	4	3	3	3	3	3	4	3	4	 	1	 	4	5	5	3	4	5	3
130079	1	05/12/2016 20:00:54	 	 	1	0	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	4	4	4	4	4	4
130080	1	02/12/2016 10:37:48	 	 	1	1	1	0	0	1	0	3	4	3	3	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	2	3	4	5	4	4	2	4	4
130081	1	01/12/2016 13:34:18	 	 	1	0	1	0	0	1	0	3	3	2	2	2	3	2	2	3	2	3	3	2	3	3	2	4	3	3	3	2	3	3	3	3	4	2	2	3	5	5	3	3	5	3
130087	1	04/12/2016 10:26:54	 	 	1	0	1	0	0	1	0	3	4	2	3	2	3	2	3	3	2	4	3	3	3	3	3	4	3	3	3	2	3	3	3	3	4	3	3	3	4	4	3	3	5	3
130088	1	05/12/2016 17:16:33	 	 	0	1	1	0	1	1	0	3	4	2	3	3	4	3	3	2	3	3	3	3	3	3	2	3	3	3	2	2	3	3	2	4	3	2	4	3	5	4	2	4	5	4
130091	1	05/12/2016 18:11:03	 	 	1	0	1	1	0	1	0	3	4	2	3	1	4	3	4	2	3	4	2	3	3	4	2	4	3	3	4	2	3	4	3	2	4	2	3	3	3	2	3	3	5	4
130092	1	01/12/2016 18:21:20	 	 	1	1	1	0	0	1	0	3	4	2	3	2	3	2	3	2	3	2	2	3	3	3	2	3	3	2	3	2	3	3	3	3	4	2	1	4	5	4	3	3	5	4
130093	1	02/12/2016 17:53:35	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	2	4	3	2	4	3	3	3	4	3	4	2	3	4	2	3	4	3	3	4	2	3	4	5	5	4	4	5	5
130094	1	02/12/2016 10:58:29	 	 	0	0	1	0	0	1	1	3	 	3	3	3	 	3	 	4	3	 	3	3	4	 	2	 	3	3	 	3	3	 	4	4	4	2	2	3	4	4	4	 	3	 
130095	1	03/12/2016 15:59:27	 	 	1	0	1	0	0	1	0	2	3	2	2	2	3	2	3	3	3	3	2	2	2	3	3	4	2	2	3	2	2	3	2	3	2	3	3	2	4	5	4	3	4	3
130096	1	03/12/2016 12:02:17	 	 	1	0	0	0	0	1	0	3	4	3	3	3	4	3	3	3	3	4	2	3	3	4	3	3	3	3	4	2	3	4	3	3	 	3	 	4	4	4	3	4	4	4
130097	1	05/12/2016 11:30:16	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	4	2	3	4	3	3	3	4	2	4	3	3	3	2	2	4	2	5	4	3	1	5	5	4	1	5	4	4
130098	1	13/12/2016 18:46:43	 	 	0	1	1	1	1	1	1	2	 	3	3	3	 	3	 	3	2	 	3	2	3	 	2	 	3	3	 	3	3	 	3	3	2	3	2	4	4	4	3	 	5	 
130099	1	02/12/2016 12:46:15	 	 	0	0	1	1	1	1	0	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	4	4	3	2	4	5	4	4	4	4	4
130100	1	06/12/2016 19:01:35	 	 	0	0	0	0	0	1	1	3	 	2	3	3	 	2	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	 	1	 	3	5	5	1	 	5	 
130103	1	04/12/2016 18:29:37	 	 	0	1	1	1	1	1	0	2	4	2	2	2	3	2	3	2	2	3	3	2	3	3	2	3	3	2	3	3	2	3	3	3	3	2	2	3	5	5	2	3	5	3
130104	1	29/12/2016 18:16:19	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	4	3	3	3	3	3	3	4	3	4	3	3	4	3	3	4	3	4	3	3	2	4	5	5	4	4	5	3
140001	1	13/11/2016 12:38:28	 	 	1	1	1	0	0	1	0	4	4	1	3	2	79	4	3	2	3	4	2	3	3	3	2	4	2	3	3	2	3	4	2	3	4	5	5	2	4	4	2	2	5	4
140003	1	10/11/2016 16:50:02	 	 	1	1	1	0	0	1	0	1	3	1	2	2	3	2	3	2	2	3	2	3	3	3	2	3	2	2	3	2	3	3	2	3	3	2	2	4	4	4	2	2	4	2
140004	1	11/11/2016 17:26:50	 	 	1	1	1	1	0	1	0	3	4	3	3	3	4	3	4	3	3	4	3	3	3	4	3	4	3	3	4	3	3	4	3	4	4	4	2	2	4	5	4	4	5	4
140005	1	09/11/2016 10:24:44	 	 	1	0	1	0	0	1	0	3	3	1	2	1	3	1	2	3	1	3	1	3	1	3	1	3	1	3	3	2	2	3	2	3	3	4	2	3	4	4	2	3	4	3
140006	1	12/11/2016 13:37:52	 	 	1	1	1	0	0	1	0	3	4	2	2	2	4	2	3	2	2	3	2	3	3	3	2	3	2	3	4	2	2	3	3	4	3	1	1	2	4	5	2	3	4	4
140007	1	12/11/2016 15:43:05	 	 	1	0	1	0	0	1	0	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	3	4	3	3	4	3	4	4	3	2	3	4	4	4	4	5	4
140008	1	09/11/2016 12:00:48	 	 	1	0	1	0	0	1	0	3	3	2	3	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	4	2	2	3	2	4	2	4	3	4	5	4	2	4	5	4
140009	1	08/11/2016 11:14:25	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	4	4	3	4	3	3	3	4	3	4	3	3	4	3	3	3	3	4	4	5	4	4	5	4	4	4	5	5
140010	1	11/11/2016 11:13:44	 	 	1	0	0	0	0	1	1	3	 	3	3	3	 	2	 	2	3	 	3	3	3	 	3	 	3	3	 	2	3	 	3	4	 	1	 	4	3	4	3	 	4	 
140011	1	11/11/2016 15:33:17	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	2	3	3	3	4	3	4	3	3	4	3	4	3	4	3	3	3	4	4	3	4	4	4	4	5	4	5	4
140013	1	08/11/2016 18:41:16	 	 	1	0	1	1	1	1	1	3	 	2	3	3	 	2	 	3	3	 	3	3	3	 	3	 	3	3	 	3	2	 	3	4	5	3	2	4	4	5	5	 	4	 
140015	1	04/11/2016 18:46:57	 	 	0	0	1	1	1	1	1	4	 	2	3	2	 	3	 	3	3	 	4	3	4	 	3	 	4	3	 	4	3	 	4	3	5	2	3	3	4	5	3	 	4	 
140016	1	04/11/2016 19:14:10	 	 	0	1	1	1	1	1	0	4	4	2	3	2	4	2	4	3	4	4	3	4	3	4	3	4	3	3	3	3	3	4	3	4	4	4	2	4	5	4	3	3	4	3
140017	1	04/11/2016 13:36:59	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	2	3	3	3	4	3	3	3	3	2	4	3	2	3	3	3	3	3	4	4	3	2	4	4	4	4	4	4	4
140018	1	04/11/2016 12:19:07	 	 	1	0	1	1	1	1	0	3	4	2	3	2	4	2	2	3	2	4	3	3	3	3	2	3	3	3	3	2	3	3	2	4	4	3	2	4	4	4	4	3	5	4
140019	1	04/11/2016 12:02:24	 	 	1	0	0	1	0	1	0	3	4	2	4	3	4	3	3	2	3	3	2	3	3	3	3	3	3	3	4	2	3	3	3	4	4	2	2	4	4	4	5	4	5	4
140020	1	14/11/2016 16:39:43	 	 	1	0	0	0	0	1	0	3	4	2	2	3	4	3	3	3	3	4	3	2	3	3	2	3	3	3	3	2	3	3	2	3	 	2	 	3	4	4	4	4	4	4
140021	1	13/11/2016 14:57:32	 	 	1	0	0	0	0	1	0	3	4	2	3	2	4	2	4	3	3	4	3	3	2	4	3	4	3	3	3	3	3	4	3	4	 	4	 	4	5	5	3	4	5	2
140022	1	12/11/2016 19:44:18	 	 	1	0	1	0	1	1	1	3	 	3	3	3	 	3	 	4	4	 	3	4	4	 	3	 	4	4	 	3	4	 	4	4	4	2	2	4	5	5	4	 	4	 
140023	1	14/11/2016 12:16:43	 	 	1	0	1	0	0	1	0	3	4	3	3	2	4	3	2	3	3	3	3	3	3	3	2	4	3	3	4	2	3	3	3	3	3	2	2	2	3	5	5	4	4	3
140024	1	14/11/2016 12:32:10	 	 	1	0	1	0	0	1	0	2	4	2	2	1	4	2	2	3	3	3	3	2	2	3	3	3	2	2	3	2	3	3	2	2	3	2	2	2	4	4	1	3	5	4
140025	1	14/11/2016 14:15:38	 	 	1	0	1	0	0	1	0	4	3	3	4	3	4	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	4	4	2	2	4	4	5	4	5	4	4
140027	1	13/11/2016 14:55:30	 	 	1	0	1	1	0	1	1	3	 	2	3	3	 	2	 	3	2	 	3	3	3	 	2	 	3	2	 	2	3	 	2	3	4	2	1	4	4	4	4	 	4	 
140028	1	14/11/2016 16:39:52	 	 	1	0	1	1	0	1	0	3	4	3	3	2	3	3	3	2	2	3	3	3	2	4	3	4	3	3	4	2	2	4	3	3	3	3	2	3	5	5	3	3	5	4
140029	1	14/11/2016 11:38:47	 	 	1	0	1	0	0	1	0	4	4	3	2	3	4	3	3	4	3	4	3	3	4	3	3	4	3	3	4	3	3	4	3	3	5	4	4	4	4	4	5	3	5	4
140030	1	06/11/2016 13:55:45	 	 	1	0	0	0	0	1	0	3	4	2	4	2	4	3	4	2	3	4	3	3	3	4	3	4	3	3	4	3	3	4	3	3	 	2	 	3	5	5	3	3	5	3
140031	1	06/11/2016 19:48:16	 	 	1	0	1	0	0	1	0	3	4	3	3	3	3	3	2	3	2	3	4	3	3	3	2	4	4	3	79	2	3	4	3	3	4	2	2	3	2	5	4	3	5	2
140032	1	06/11/2016 10:44:28	 	 	1	1	1	1	0	1	0	2	3	1	2	2	3	2	3	2	2	4	3	2	3	3	2	2	2	2	3	3	3	4	2	2	3	2	2	2	4	4	4	4	4	4
140033	1	05/11/2016 21:03:59	 	 	1	0	1	1	0	1	0	3	3	3	3	4	4	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	4	3	4	5	5	4	4	5	4
140036	1	05/11/2016 11:30:07	 	 	1	1	1	1	0	1	0	4	4	3	4	3	4	3	2	3	2	3	2	2	2	2	3	4	3	3	3	2	3	3	2	4	5	2	2	4	4	3	2	4	4	4
140037	1	29/11/2016 19:16:52	 	 	1	0	1	0	0	1	0	3	4	2	2	3	4	3	3	3	2	3	2	3	3	4	3	4	2	3	3	2	3	4	2	4	4	3	4	4	5	4	2	3	4	4
140040	1	01/11/2016 20:08:06	 	 	0	0	1	0	1	1	0	3	4	2	2	3	4	3	3	2	2	3	2	3	3	3	2	3	3	2	4	1	4	4	2	3	4	4	2	3	4	3	4	3	4	3
140041	1	01/11/2016 17:57:01	 	 	1	1	0	1	0	1	0	3	4	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	4	4	3	2	4	4	4	4	4	4	4
140043	1	02/11/2016 19:36:10	 	 	0	0	1	0	1	1	1	3	 	3	4	3	 	3	 	3	3	 	4	3	3	 	3	 	4	3	 	2	3	 	4	3	4	1	2	3	5	5	3	 	5	 
140044	1	05/11/2016 13:33:11	 	 	1	1	1	1	0	1	0	3	4	2	3	3	4	2	3	2	3	3	3	3	4	3	2	3	3	2	3	2	3	4	3	3	3	4	2	3	5	4	3	3	5	3
140046	1	27/11/2016 12:56:36	 	 	1	0	1	1	0	1	0	3	4	2	3	3	4	3	3	2	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	4	2	2	3	1	1	4	3	1	1
140048	0	27/11/2016 11:55:28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140049	1	28/11/2016 10:37:26	 	 	1	0	1	1	0	1	0	3	4	3	3	2	3	2	3	3	2	4	4	2	3	3	2	3	3	2	3	2	3	3	4	3	3	4	2	3	4	3	2	3	4	5
140051	1	25/11/2016 11:09:36	 	 	1	1	1	1	0	1	0	3	4	2	3	2	4	2	3	3	2	3	2	3	2	4	3	4	3	3	3	2	3	4	3	3	3	2	3	4	3	4	4	4	3	4
140052	1	19/03/2017 17:05:08	 	 	1	0	0	0	0	1	0	3	3	2	3	3	3	2	3	3	3	3	2	3	3	2	3	3	3	2	3	3	3	3	3	3	 	3	 	4	3	4	3	4	5	4
140053	1	23/11/2016 11:18:24	 	 	1	0	1	0	0	1	0	3	4	3	2	3	3	79	3	3	3	3	4	3	3	3	2	3	2	3	3	2	3	3	4	3	4	3	3	3	3	4	5	3	4	5
140055	1	26/11/2016 12:18:46	 	 	1	0	1	1	0	1	0	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	2	3	1	2	3	2	3	3	2	4	4	3	2	4	3	3	4	4	4	4
140056	1	25/11/2016 13:22:54	 	 	1	0	1	1	0	1	0	3	3	2	3	2	3	2	3	2	3	3	2	3	3	3	2	3	2	3	3	2	2	2	2	3	3	2	2	4	4	3	4	4	4	4
140057	0	24/11/2016 11:09:19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140058	1	27/11/2016 15:38:57	 	 	0	1	1	0	0	1	1	3	 	3	3	4	 	3	 	3	3	 	3	3	3	 	2	 	3	3	 	2	3	 	3	4	4	2	2	4	5	5	3	 	5	 
140059	1	21/11/2016 12:01:43	 	 	1	0	1	1	0	1	0	3	3	3	3	3	4	4	3	3	2	3	3	3	2	4	2	3	3	3	3	3	3	3	3	4	4	3	3	4	4	5	3	3	4	4
140062	1	21/11/2016 16:55:31	 	 	1	0	1	1	0	1	0	4	4	3	3	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	4	3	3	3	3	3	4	3	3	3	4	2	2	3	4	4
140063	1	28/11/2016 16:12:16	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	 	3	 	4	4	4	4	3	4	4
140066	1	27/11/2016 11:23:15	 	 	1	0	1	0	0	1	0	3	3	2	3	2	3	2	3	3	2	3	2	3	2	3	2	4	3	3	3	3	3	3	3	4	3	4	4	4	5	5	3	4	5	4
140067	1	24/11/2016 12:46:59	 	 	1	0	1	1	0	1	0	2	4	2	2	3	4	2	3	2	3	4	3	2	2	4	2	4	3	3	4	2	3	4	3	4	4	2	2	4	5	5	3	4	5	3
140069	1	23/11/2016 11:45:29	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	4	3	3	4	3	3	3	4	3	4	3	3	4	3	3	4	3	4	4	2	2	4	5	5	4	4	5	4
140070	1	21/11/2016 12:49:46	 	 	1	0	1	1	0	1	0	3	4	2	3	3	4	3	3	3	3	4	3	3	3	4	2	3	2	3	3	2	2	4	2	3	3	2	2	4	5	4	3	1	4	4
140071	1	20/11/2016 17:59:57	 	 	1	1	1	0	0	1	0	3	4	2	4	2	4	3	4	3	3	4	3	3	3	3	4	4	3	3	3	2	3	4	4	3	3	3	4	4	4	3	5	4	5	5
140073	1	20/11/2016 09:30:13	 	 	1	0	1	0	0	0	0	2	 	3	2	3	 	2	 	2	3	 	3	2	3	 	2	 	3	3	 	2	3	 	3	3	4	2	2	2	4	3	4	3	4	4
140074	1	15/11/2016 12:02:19	 	 	1	0	0	0	0	1	0	3	4	2	3	3	4	3	4	3	3	4	3	2	3	4	2	4	3	3	4	3	3	4	3	3	 	3	 	3	4	4	4	4	5	4
140079	1	21/11/2016 11:20:44	 	 	1	0	0	0	0	1	0	3	3	2	3	2	2	2	2	3	2	3	2	2	2	2	2	3	2	3	3	2	2	3	2	3	 	2	 	4	4	4	3	4	3	3
140080	0	28/11/2016 19:29:13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140083	1	15/11/2016 12:15:03	 	 	1	0	1	1	0	1	0	3	3	2	2	2	3	2	3	3	2	3	3	3	2	3	2	3	3	3	3	2	3	3	2	3	3	2	2	3	4	3	4	4	4	4
140084	1	17/11/2016 15:49:41	 	 	1	0	0	0	0	1	0	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	2	4	3	2	3	2	3	3	3	3	 	4	 	4	4	4	4	4	4	4
140085	1	18/11/2016 17:16:07	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	2	3	4	3	4	4	3	4	3	3	3	3	3	4	3	3	4	3	4	3	2	3	2	5	4	3	4	4	3
140087	1	16/11/2016 12:49:16	 	 	0	0	1	0	1	1	0	3	3	3	3	3	4	3	4	2	2	4	3	3	3	4	2	4	2	3	4	3	3	4	3	3	4	2	2	2	4	4	3	3	4	2
140088	1	19/11/2016 11:55:13	 	 	1	0	0	0	0	1	0	3	4	2	3	2	4	3	4	2	3	4	2	3	3	4	3	3	3	3	2	2	3	3	3	3	 	2	 	4	4	5	4	3	4	3
140089	1	19/11/2016 18:12:05	 	 	1	0	0	0	0	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	2	3	 	3	4	 	1	 	4	5	5	4	 	5	 
140090	1	16/11/2016 12:04:31	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	3	3	3	4	3	3	3	4	3	4	3	3	4	3	2	3	3	5	4	4	3	3	4	4	4	5	5	4
140091	1	19/11/2016 09:15:26	 	 	0	0	1	1	0	1	0	3	4	3	3	3	4	2	4	3	4	4	3	3	3	4	3	4	3	3	3	3	3	4	3	3	4	2	2	3	5	5	2	3	5	2
140092	1	20/11/2016 09:17:59	 	 	1	0	0	0	0	1	0	3	4	3	3	2	3	3	3	3	2	3	3	3	3	4	2	3	3	3	4	2	3	4	3	4	 	3	 	4	4	4	2	3	4	3
