CHILDCODE	MEMIDR5	EXISTHH	ALIVE	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	AGEMTHR5	MEMSEXR5	RELATER5	MTHBRNR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	GETMOMBIRTH	GETCHILDBIRTH	THSDISR5	BRNDISR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	SCHTYPR5	LSTTYPR5
178011	1	1	1	 	1	 	45	 	1	1	 	1	1	0	98	98	0	0	 	 	9	0	 	 	 	4
178011	2	1	1	 	1	 	45	 	2	1	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
178011	3	1	1	 	4	 	19	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178011	4	1	1	 	1	 	13	 	2	7	9	3	6	0	2	1	0	0	 	 	7	1	 	 	11	 
178011	5	1	1	 	1	 	3	 	1	7	 	3	 	0	2	1	0	0	 	 	20	1	 	 	4	 
178015	0	1	1	 	1	 	22	 	2	0	 	2	1	0	98	98	0	0	 	 	13	0	 	 	 	1
178015	1	1	1	 	4	 	60	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	2	1	1	 	4	 	58	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	3	1	1	 	4	 	36	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	4	1	1	 	4	 	28	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	5	1	1	 	4	 	26	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	6	1	1	 	4	 	23	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	15	1	1	 	4	 	12	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	16	1	1	 	4	 	41	 	1	21	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	17	1	1	 	4	 	37	 	2	21	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	18	1	1	 	4	 	18	 	1	21	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	19	1	1	 	4	 	8	 	1	21	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178015	20	 	 	 	1	 	23	 	1	25	 	1	1	0	98	98	 	 	 	 	13	0	 	 	 	1
178016	0	 	 	1	1	 	21	 	2	0	 	2	1	0	98	98	0	1	0	 	11	0	 	 	 	4
178016	1	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178016	2	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178016	3	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178016	4	 	 	1	1	 	23	 	1	25	 	1	1	0	98	98	 	 	 	 	7	0	 	 	 	1
178016	5	 	 	1	1	 	2	 	1	27	 	3	 	0	0	4	 	 	 	 	 	 	 	 	 	 
178019	0	1	1	 	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
178019	1	1	1	 	4	 	70	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	2	1	1	 	4	 	59	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	3	1	1	 	4	 	32	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	4	1	1	 	4	 	28	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	5	1	1	 	4	 	27	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	6	1	1	 	4	 	25	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	7	1	1	 	4	 	24	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	8	1	1	 	4	 	13	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	9	1	1	 	4	 	30	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178019	10	 	 	 	1	 	22	 	1	25	 	1	1	0	98	98	 	 	 	 	11	0	 	 	 	4
178019	11	 	 	 	1	 	0	6	2	27	 	3	 	0	0	10	 	 	 	 	 	 	 	 	 	 
178020	0	1	1	1	1	 	21	 	1	0	 	1	6	0	98	98	0	0	 	 	13	0	 	 	 	4
178020	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178020	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178020	3	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178020	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178020	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178021	0	1	1	1	1	 	21	 	2	0	 	1	6	0	98	98	0	0	 	 	11	0	 	 	 	4
178021	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178021	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178021	3	1	1	1	1	 	23	 	1	7	 	10	6	0	98	98	0	0	 	 	13	1	 	 	1	 
178021	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178021	15	1	1	1	1	 	18	 	2	7	 	7	6	0	98	98	0	0	 	 	11	0	 	 	 	4
178021	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	0	1	1	 	1	 	22	 	1	0	 	10	6	0	98	98	0	0	 	 	15	1	 	 	4	 
178022	1	1	1	 	4	 	52	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	2	1	1	 	4	 	49	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	3	1	1	 	4	 	30	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	4	1	1	 	4	 	27	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	5	1	1	 	4	 	26	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	6	1	1	 	1	 	24	 	2	7	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
178022	7	1	1	 	1	 	20	 	1	7	 	10	6	0	98	98	0	0	 	 	15	1	 	 	4	 
178022	8	1	1	 	4	 	28	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	9	1	1	 	4	 	9	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178022	10	1	1	 	1	 	27	 	1	16	 	1	1	0	98	98	0	0	 	 	 	 	 	 	 	 
178022	11	1	1	 	1	 	5	 	1	15	9	3	 	0	6	10	0	0	 	 	 	 	 	 	 	 
178024	0	1	1	 	1	 	21	 	2	0	 	1	6	0	1	98	0	0	 	 	7	0	 	 	 	4
178024	1	1	1	 	1	 	61	 	2	1	 	6	4	0	98	98	0	0	 	 	0	0	 	 	 	 
178024	2	1	1	 	4	 	88	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178024	3	1	1	 	4	 	88	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178024	4	1	1	 	4	 	88	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178024	5	1	1	 	4	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178024	6	1	1	 	1	 	3	 	2	27	 	3	 	0	0	98	0	0	 	 	20	1	 	 	4	 
178027	0	1	1	 	1	 	21	 	1	0	 	1	6	0	98	98	0	0	 	 	14	0	 	 	 	4
178027	1	1	1	 	4	 	64	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178027	2	1	1	 	4	 	63	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178027	3	1	1	 	4	 	99	 	2	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178027	4	1	1	 	4	 	38	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178027	5	1	1	 	4	 	32	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178027	6	1	1	 	4	 	29	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178027	7	1	1	 	1	 	23	 	1	7	 	7	6	0	98	98	0	0	 	 	13	1	 	 	4	 
178027	8	1	1	 	4	 	22	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178028	0	1	1	1	1	 	22	 	1	0	 	1	6	0	98	98	0	0	 	 	11	0	 	 	 	4
178028	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178028	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178028	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178028	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178028	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178029	0	1	1	 	1	 	22	 	2	0	 	3	2	0	2	98	0	0	 	 	13	1	 	 	4	 
178029	1	1	1	 	4	 	50	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178029	2	1	1	 	1	 	51	 	2	1	 	1	2	0	98	98	0	0	 	 	2	0	 	 	 	4
178029	3	1	1	 	1	 	24	 	1	7	 	3	6	0	2	98	0	0	 	 	13	1	 	 	4	 
178029	4	1	1	 	1	 	19	 	1	7	 	3	6	0	2	98	0	0	 	 	13	1	 	 	4	 
178029	15	1	1	 	4	 	17	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178029	16	1	1	 	1	 	10	 	1	7	5	3	 	0	2	98	0	0	 	 	4	1	 	 	4	 
178029	17	1	1	 	4	 	24	 	1	25	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178029	18	1	1	 	1	 	3	 	2	27	 	5	 	0	0	98	0	0	 	 	20	1	 	 	4	 
178029	19	 	 	 	1	 	17	 	1	14	3	7	6	0	98	98	 	 	 	 	 	 	 	 	 	 
178029	20	 	 	 	1	 	15	 	1	14	11	7	6	0	98	98	 	 	 	 	 	 	 	 	 	 
178031	0	1	1	1	1	 	21	 	2	0	 	1	1	0	98	98	0	0	 	 	15	0	 	 	 	1
178031	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	8	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	9	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	11	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	12	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	13	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	14	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178031	17	 	 	1	1	 	21	 	1	25	 	2	1	0	98	98	 	 	 	 	11	0	 	 	 	4
178031	18	 	 	1	1	 	0	1	1	27	 	3	 	0	0	17	 	 	 	 	 	 	 	 	 	 
178033	0	 	 	1	1	 	21	 	1	0	 	1	6	0	98	98	0	1	0	 	13	1	 	 	4	 
178033	1	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	2	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	3	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	5	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	6	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	7	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178033	8	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178034	0	 	 	1	1	 	22	 	1	0	 	3	6	0	2	1	0	1	0	 	13	1	 	 	4	 
178034	1	 	 	1	1	 	51	 	1	1	 	1	3	0	98	98	0	0	 	 	10	0	 	 	 	4
178034	2	 	 	1	1	 	53	 	2	1	 	2	3	0	2	1	0	0	 	 	3	0	 	 	 	4
178034	3	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178034	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178034	5	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178034	6	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178034	7	 	 	1	1	 	7	 	1	19	11	5	 	1	98	98	 	 	 	 	 	 	 	 	 	 
178035	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	8	0	 	 	 	4
178035	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	8	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178035	9	1	1	1	1	 	27	 	1	25	 	1	1	0	98	98	0	0	 	 	9	0	 	 	 	4
178035	10	 	 	1	1	 	2	 	1	27	 	3	 	0	0	9	 	 	 	 	 	 	 	 	 	 
178035	11	 	 	1	1	 	1	 	1	27	 	3	 	0	0	9	 	 	 	 	 	 	 	 	 	 
178036	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
178036	1	1	1	 	1	 	42	 	1	1	 	1	3	0	98	98	0	0	 	 	6	0	 	 	 	4
178036	2	1	1	 	1	 	41	 	2	1	 	2	3	0	98	98	0	0	 	 	6	0	 	 	 	4
178036	3	1	1	 	1	 	18	 	2	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
178036	4	1	1	 	4	 	25	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
178036	15	1	1	 	1	 	15	 	2	7	12	3	6	0	2	1	0	0	 	 	10	1	 	 	11	 
178036	16	1	1	 	1	 	12	 	1	7	8	3	 	0	2	1	0	0	 	 	7	1	 	 	11	 
178036	17	1	1	 	1	 	3	 	1	7	 	3	 	0	2	1	0	0	 	 	20	1	 	 	4	 
188001	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	8	0	 	 	 	4
188001	1	1	1	 	1	 	41	 	1	1	 	1	3	0	98	98	0	0	 	 	3	0	 	 	 	4
188001	2	1	1	 	1	 	40	 	2	1	 	2	3	0	98	98	0	0	 	 	0	0	 	 	 	 
188001	15	1	1	 	4	 	18	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188001	16	1	1	 	1	 	15	 	1	7	10	3	6	0	2	1	0	0	 	 	9	1	 	 	4	 
188001	17	1	1	 	1	 	13	 	1	7	2	3	6	0	2	1	0	0	 	 	6	1	 	 	4	 
188001	18	1	1	 	1	 	11	 	1	7	7	3	 	0	2	1	0	0	 	 	5	1	 	 	4	 
188001	19	1	1	 	1	 	7	 	1	7	9	3	 	0	2	1	0	0	 	 	2	1	 	 	4	 
188001	20	1	1	 	1	 	9	 	2	7	10	3	 	0	2	1	0	0	 	 	10	1	 	 	4	 
188002	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	98	0	0	 	 	15	0	 	 	 	1
188002	1	1	1	 	4	 	42	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188002	2	1	1	 	1	 	40	 	2	1	 	1	2	0	98	98	0	0	 	 	0	3	 	 	 	 
188002	15	1	1	 	1	 	17	 	2	7	5	3	6	0	2	98	0	0	 	 	10	1	 	 	4	 
188002	16	1	1	 	1	 	15	 	1	7	12	3	6	0	2	98	0	0	 	 	10	1	 	 	4	 
188002	17	1	1	 	1	 	6	 	1	7	9	3	 	0	2	98	0	0	 	 	1	1	 	 	4	 
188002	18	 	 	 	1	 	1	 	1	7	 	3	 	0	2	98	 	 	 	 	 	 	 	 	 	 
188003	0	1	1	1	1	 	21	 	1	0	 	1	1	0	98	98	0	0	 	 	6	0	 	 	 	4
188003	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188003	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188003	3	1	1	1	1	 	22	 	2	25	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
188003	4	 	 	1	1	 	2	 	2	27	 	3	 	0	3	0	 	 	 	 	 	 	 	 	 	 
188004	0	1	1	 	1	 	21	 	1	0	 	1	6	0	98	98	0	0	 	 	13	2	 	 	1	 
188004	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188004	2	1	1	 	4	 	50	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188004	3	1	1	 	4	 	32	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188004	4	1	1	 	4	 	28	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188004	5	1	1	 	4	 	24	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188004	15	1	1	 	4	 	17	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188004	16	1	1	 	4	 	15	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188005	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
188005	1	1	1	 	1	 	62	 	1	1	 	1	3	0	98	98	0	0	 	 	3	0	 	 	 	4
188005	2	1	1	 	1	 	62	 	2	1	 	2	3	0	98	98	0	0	 	 	0	0	 	 	 	 
188005	3	1	1	 	4	 	88	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188005	4	1	1	 	4	 	88	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188005	5	1	1	 	4	 	88	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188005	6	1	1	 	1	 	88	 	1	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	4	 
188005	7	1	1	 	2	 	88	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188005	8	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188006	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	1	0	0	 	 	21	0	 	 	 	4
188006	1	1	1	 	1	 	45	 	1	1	 	1	1	0	98	98	0	0	 	 	9	0	 	 	 	4
188006	2	1	1	 	1	 	47	 	2	1	 	2	1	0	98	98	0	0	 	 	0	0	 	 	 	 
188006	3	1	1	 	4	 	27	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188006	4	1	1	 	1	 	19	 	2	7	 	3	6	0	2	1	0	0	 	 	13	1	 	 	1	 
188006	15	1	1	 	1	 	16	 	1	7	7	3	6	0	2	1	0	0	 	 	10	1	 	 	11	 
188006	16	1	1	 	4	 	23	 	1	25	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188006	17	1	1	 	1	 	3	 	2	27	 	5	 	0	0	98	0	0	 	 	20	1	 	 	4	 
188007	0	1	1	 	1	 	22	 	2	0	 	2	1	0	98	98	0	0	 	 	9	0	 	 	 	4
188007	1	1	1	 	4	 	44	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	2	1	1	 	4	 	41	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	3	1	1	 	4	 	19	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	4	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	15	1	1	 	4	 	15	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	16	1	1	 	4	 	11	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	17	1	1	 	4	 	9	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188007	18	1	1	 	1	 	2	 	2	27	 	3	 	0	0	19	0	0	 	 	 	 	 	 	 	 
188007	19	1	1	 	1	 	26	 	1	25	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
188008	0	 	 	 	1	 	21	 	2	0	 	3	6	0	2	98	0	1	1	 	13	1	 	 	1	 
188008	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188008	2	 	 	 	1	 	44	 	2	1	 	1	4	0	98	98	0	0	 	 	0	3	 	 	 	 
188008	3	 	 	 	1	 	24	 	2	7	 	3	6	0	2	98	0	0	 	 	4	0	 	 	 	4
188008	4	 	 	 	4	 	19	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188008	15	 	 	 	1	 	15	 	1	7	11	3	6	0	2	98	0	0	 	 	10	1	 	 	4	 
188008	16	 	 	 	1	 	12	 	2	7	2	3	 	0	2	98	0	0	 	 	7	1	 	 	4	 
188010	0	1	1	 	1	 	21	 	1	0	 	3	6	1	2	1	0	0	 	 	15	1	 	 	4	 
188010	1	1	1	 	1	 	44	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
188010	2	1	1	 	1	 	40	 	2	1	 	2	3	0	98	98	0	0	 	 	9	0	 	 	 	4
188010	3	1	1	 	4	 	33	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188010	15	1	1	 	2	 	19	 	1	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188010	16	1	1	 	1	 	12	 	2	7	11	3	 	0	2	1	0	0	 	 	6	1	 	 	4	 
188010	17	1	1	 	1	 	5	 	2	7	3	3	 	0	2	1	0	0	 	 	20	1	 	 	4	 
188011	0	1	1	 	1	 	21	 	2	0	 	3	6	0	2	1	0	0	 	 	15	1	 	 	4	 
188011	1	1	1	 	1	 	45	 	1	1	 	1	3	0	98	98	0	0	 	 	6	0	 	 	 	4
188011	2	1	1	 	1	 	42	 	2	1	 	2	3	0	98	98	0	0	 	 	0	0	 	 	 	 
188011	3	1	1	 	1	 	24	 	1	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
188012	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	14	0	 	 	 	1
188012	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188012	17	 	 	1	1	 	25	 	1	25	 	1	1	0	98	98	 	 	 	 	14	0	 	 	 	1
188013	0	1	1	 	1	 	21	 	1	0	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
188013	1	1	1	 	4	 	43	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188013	2	1	1	 	4	 	77	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188013	3	1	1	 	4	 	19	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188013	4	1	1	 	4	 	37	 	2	2	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188013	5	 	 	 	1	 	18	 	2	25	 	2	1	0	98	98	 	 	 	 	9	0	 	 	 	4
188013	6	 	 	 	1	 	1	 	2	27	 	3	 	0	5	0	 	 	 	 	 	 	 	 	 	 
188013	7	 	 	 	1	 	0	1	2	27	 	3	 	0	5	0	 	 	 	 	 	 	 	 	 	 
188015	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	1
188015	1	1	1	 	1	 	47	 	1	1	 	1	3	0	98	98	0	0	 	 	5	0	 	 	 	4
188015	2	1	1	 	1	 	46	 	2	1	 	2	3	0	98	98	0	0	 	 	0	3	 	 	 	 
188015	3	1	 	 	4	 	30	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188015	4	1	 	 	4	 	28	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188015	5	1	 	 	4	 	25	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188015	6	1	1	 	4	 	23	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188015	15	1	1	 	1	 	17	 	2	7	7	3	6	0	2	1	0	0	 	 	11	1	 	 	4	 
188015	16	1	 	 	4	 	65	 	2	6	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
188016	0	1	1	1	1	 	21	 	1	0	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	1
