CHILDCODE	DINT	R4HSEHLD	HEADIDR5	IDvar1	IDvar7	ASTWRKR5	IDvar3	DSCCURR5	DSCAGOR5	WHYCHR51	WHYCHR52	CMPHHR5	IDvar5	IDvar6	OWNHSER5	MRTGR5	NUMRMR5	ELECR5	WALLR5	ROOFR5	FLOORR5	DRWTRR5	WTRTRMR5	TOILETR5	COOKR5	HTUSDR5	TYPHTR5	RURICKR5	INVESTR5	INVSTR51	INVSTR52	INVSTR53	HRDJNTR5	APPJNTR5	SMTJNTR5	SYRJNTR5	EMTJNTR5	EYRJNTR5	TIMJNTR5	EXPJNTR5	AFFJNTR5	NUMJNTR5	EVLJNTR5	HRDBONR5	AFFBONR5	NUMBONR5	MTBONOR5	YRBONOR5	ENDDINT	hhsize	elecq	drwaterq	toiletq	cookingq	hq	cd	sv	wi
78016	17/08/2016 16:34:41	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	3	1	3	4	4	1	1	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/08/2016 16:48:32	5	1	1	1	1	.500245213508606	.75	1	.750081717967987
78017	10/08/2016 14:16:45	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/08/2016 15:00:43	8	1	1	1	1	.75019508600235	.75	1	.833398342132568
78018	21/08/2016 12:53:36	0	6	0	0	0	0	3	4	34	88	5	0	0	0	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/08/2016 13:13:08	3	1	1	1	1	.750278651714325	.25	1	.666759550571442
78019	15/08/2016 11:12:19	1	1	2	2	0	2	4	4	 	 	4	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	88	1	15	88	 	1	0	 	 	 	 	 	 	 	 	 	0	 	 	 	 	15/08/2016 11:37:30	6	1	1	1	1	.750278651714325	.5	1	.750092923641205
78020	17/08/2016 18:39:22	1	4	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/08/2016 19:04:23	4	1	1	1	1	.750445902347565	.583333313465118	1	.777926445007324
78021	19/08/2016 21:39:04	1	2	2	2	1	2	3	3	 	 	4	2	2	0	1	5	1	24	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	11/08/2016 18:50:50	4	1	1	1	1	.500571310520172	.583333313465118	1	.694634914398193
78022	19/08/2016 08:35:16	1	2	1	1	0	1	4	4	 	 	4	1	1	1	0	5	1	3	4	1	1	5	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	19/08/2016 08:53:00	5	1	1	1	1	.750445902347565	.75	1	.833481967449188
78024	18/08/2016 17:50:05	1	1	2	2	0	2	3	3	 	 	4	2	2	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	5	6	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/08/2016 18:07:53	6	1	1	1	1	.750362277030945	.916666686534882	1	.889009654521942
78026	14/08/2016 14:22:08	1	1	2	2	1	2	4	4	 	 	5	2	2	1	0	4	1	1	15	20	1	1	1	16	0	 	88	1	5	6	4	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/08/2016 14:43:49	5	1	1	1	0	.250345557928085	.666666686534882	.75	.555670738220215
78027	11/08/2016 13:35:52	1	1	1	1	1	1	3	3	 	 	4	1	1	1	0	2	1	8	6	4	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	11/08/2016 14:15:33	3	1	1	1	1	.250278681516647	.583333313465118	1	.611203968524933
78028	17/08/2016 15:20:30	1	2	1	1	1	1	3	2	65	88	4	1	1	1	0	4	1	1	3	1	1	1	1	8	0	 	88	1	7	6	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/08/2016 16:18:11	3	1	1	1	1	.25061309337616	.666666686534882	1	.639093220233917
78029	08/08/2016 17:09:24	1	2	2	2	1	2	4	3	65	88	4	2	2	1	0	5	1	1	22	11	1	1	1	8	0	 	88	1	1	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/08/2016 17:51:14	7	1	1	1	1	.000302562228171155	.833333313465118	1	.611211955547333
78030	11/08/2016 16:12:20	1	2	0	0	0	0	3	3	 	 	4	0	0	0	0	5	1	1	22	11	1	1	1	8	0	 	88	1	2	1	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	11/08/2016 16:27:09	3	1	1	1	1	.000780292029958218	.666666686534882	1	.555815637111664
78031	13/08/2016 16:20:02	1	1	2	2	1	2	4	3	54	88	6	2	2	0	0	2	1	8	6	4	1	1	1	16	0	 	88	1	6	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/08/2016 09:01:58	7	1	1	1	0	.250087589025497	.5	.75	.50002920627594
78032	16/08/2016 13:32:19	1	2	2	2	0	2	3	4	12	88	4	2	2	0	0	3	1	3	4	1	1	1	1	8	0	 	88	1	4	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/08/2016 13:56:52	4	1	1	1	1	.750320494174957	.416666656732559	1	.722329080104828
78033	14/08/2016 09:13:12	1	2	2	2	0	2	5	5	 	 	5	2	2	1	0	3	1	3	4	1	1	1	1	8	0	 	88	1	7	3	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/08/2016 09:30:39	4	1	1	1	1	.750320494174957	.5	1	.750106811523438
78034	15/08/2016 17:25:14	1	1	2	2	0	2	3	3	 	 	4	2	2	1	0	2	1	3	4	1	10	1	1	8	0	 	88	1	1	3	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/08/2016 17:45:50	4	1	0	1	1	.75019508600235	.583333313465118	.75	.694509506225586
78035	21/07/2016 20:29:39	1	2	2	2	1	2	4	5	36	12	4	2	2	0	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/07/2016 20:45:48	5	1	1	1	1	.750245213508606	.75	1	.833415031433105
78036	09/08/2016 08:06:22	0	0	0	0	0	0	4	4	 	 	5	0	0	0	77	1	1	23	6	4	1	1	1	88	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/08/2016 08:20:07	1	1	1	1	0	.250445872545242	.0833333358168602	.75	.36125972867012
78037	12/08/2016 08:32:26	1	1	2	2	0	2	4	3	54	88	4	2	2	1	0	3	1	3	4	21	1	5	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	12/08/2016 08:57:17	6	1	1	1	1	.50019508600235	.5	1	.666731655597687
78038	15/08/2016 15:20:11	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/08/2016 15:41:06	4	1	1	1	1	.75069671869278	.75	1	.833565533161163
78039	09/10/2016 10:29:35	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/10/2016 10:39:49	3	1	1	1	1	.75011146068573	.16666667163372	1	.638926029205322
78040	26/01/2017 19:23:07	1	2	2	2	0	2	4	4	 	 	4	2	2	1	1	4	1	3	4	1	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/01/2017 19:41:38	2	1	1	1	1	.75094747543335	.333333343267441	1	.694760262966156
78041	17/08/2016 08:38:54	1	2	1	1	0	0	3	3	 	 	4	1	1	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/08/2016 08:53:02	6	1	1	1	1	.750445902347565	.666666686534882	1	.805704176425934
78042	21/08/2016 18:25:58	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	88	1	1	2	6	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/08/2016 19:20:45	6	1	1	1	1	.750278651714325	.75	1	.833426237106323
78043	16/08/2016 08:51:19	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	1	6	11	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/08/2016 09:23:26	6	1	1	1	1	.250278681516647	.5	1	.583426237106323
78044	13/08/2016 13:26:16	1	2	2	2	0	2	3	3	 	 	4	2	2	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/08/2016 13:45:51	5	1	1	1	1	.750245213508606	.583333313465118	1	.777859508991241
78045	16/08/2016 14:31:40	1	2	2	2	1	2	3	4	35	88	4	2	2	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	1	5	6	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/08/2016 15:04:44	5	1	1	1	1	.750445902347565	.833333313465118	1	.861259758472443
78046	18/08/2016 17:39:02	1	2	2	2	0	2	3	3	 	 	4	2	2	0	77	2	1	1	15	11	1	1	1	88	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/08/2016 17:55:56	4	1	1	1	0	.25019508600235	.583333313465118	.75	.527842819690704
78047	15/08/2016 20:05:50	1	1	0	0	0	2	3	3	 	 	4	2	2	1	0	4	1	1	15	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/08/2016 20:23:46	5	1	1	1	1	.500345587730408	.666666686534882	1	.722337424755096
78048	06/07/2016 13:58:04	0	8	0	0	0	0	3	3	 	 	4	0	0	1	0	1	1	23	6	1	1	1	1	8	0	 	88	1	15	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/07/2016 14:19:49	3	1	1	1	1	.50011146068573	.5	1	.666703879833221
78049	13/08/2016 13:54:27	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	3	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/08/2016 14:18:50	5	1	1	1	1	.750245213508606	.666666686534882	1	.805637300014496
78051	16/08/2016 17:34:47	1	1	1	1	1	1	3	3	 	 	4	1	1	0	0	2	1	1	16	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	16/08/2016 17:51:21	4	1	1	1	1	.25019508600235	.5	1	.583398342132568
78052	16/08/2016 16:53:57	0	17	0	0	1	0	3	3	 	 	4	0	0	0	0	2	1	3	4	1	1	1	1	8	0	 	88	1	17	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/08/2016 17:08:19	3	1	1	1	1	.750278651714325	.666666686534882	1	.805648505687714
88001	06/10/2016 17:20:21	0	5	0	0	0	0	3	3	 	 	4	0	0	1	0	1	1	23	6	21	5	1	6	8	0	 	88	0	 	 	 	1	2	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/10/2016 17:32:23	3	1	0	1	1	.25011146068573	.5	.75	.500037133693695
88002	01/09/2016 10:58:47	0	6	0	0	1	0	3	3	 	 	4	0	0	1	0	8	1	3	4	1	1	5	1	8	0	 	88	1	7	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	01/09/2016 11:17:34	3	1	1	1	1	.751281917095184	.416666656732559	1	.72264951467514
88003	30/08/2016 12:09:21	1	1	2	1	0	1	3	3	 	 	4	1	1	0	0	2	1	1	3	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	30/08/2016 12:29:38	4	1	1	1	1	.25019508600235	.583333313465118	1	.611176133155823
88004	09/09/2016 17:34:06	1	4	1	1	0	1	3	3	 	 	4	1	1	1	0	6	1	3	6	1	1	1	1	8	0	 	88	1	7	5	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/09/2016 17:57:18	11	1	1	1	1	.750217854976654	.666666686534882	1	.8056281208992
88005	01/09/2016 07:50:17	1	1	1	1	0	1	4	4	 	 	5	1	1	1	0	10	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	01/09/2016 08:20:06	2	1	1	1	1	.752452373504639	.666666686534882	1	.806373059749603
88007	31/08/2016 18:43:41	1	1	1	1	0	1	4	3	49	88	4	1	1	1	0	4	1	1	3	4	1	5	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	1	1	6	2014	31/08/2016 19:02:03	4	1	1	1	1	.000445881159976125	.5	1	.500148594379425
88008	03/09/2016 11:16:22	1	0	0	0	1	0	3	4	19	88	4	0	0	1	1	2	1	3	4	4	1	5	1	8	0	 	88	1	7	1	13	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	03/09/2016 11:30:39	5	1	1	1	1	.500144898891449	.666666686534882	1	.722270488739014
88010	30/08/2016 09:55:50	1	1	2	2	1	1	3	3	 	 	4	1	1	1	0	3	1	3	22	4	1	5	1	8	0	 	88	1	1	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	30/08/2016 10:19:56	5	1	1	1	1	.250245243310928	.583333313465118	1	.611192882061005
88011	09/09/2016 09:26:09	1	20	2	2	0	2	3	3	 	 	4	2	2	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/09/2016 09:59:07	4	1	1	1	1	.750069677829742	.5	1	.750023186206818
88012	02/09/2016 15:46:18	1	1	1	1	1	1	4	4	 	 	4	1	1	1	0	2	1	1	6	1	1	1	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	02/09/2016 16:08:16	4	1	1	1	1	.50019508600235	.75	1	.75006502866745
88013	08/09/2016 17:52:47	1	1	0	0	1	0	4	4	 	 	5	0	0	0	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/09/2016 18:25:37	4	1	1	1	1	.750320494174957	.333333343267441	1	.694551289081573
88014	30/08/2016 10:24:18	1	1	0	0	1	0	3	3	 	 	4	0	0	0	0	2	1	1	6	4	1	2	1	8	0	 	88	1	17	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	30/08/2016 10:38:36	3	1	1	1	1	.250278681516647	.5	1	.583426237106323
88015	06/09/2016 17:02:09	1	1	2	2	1	2	3	3	 	 	4	2	2	0	0	6	1	1	4	1	1	5	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/09/2016 17:44:48	7	1	1	1	1	.5003741979599	.833333313465118	1	.777902543544769
88016	06/09/2016 11:15:04	1	1	1	1	1	1	3	4	12	88	4	1	1	1	0	6	1	1	22	1	1	1	1	8	1	8	88	1	8	18	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/09/2016 12:54:56	4	1	1	1	1	.250696688890457	.75	1	.666898906230927
88017	29/08/2016 21:32:55	1	1	0	0	1	0	3	3	 	 	4	0	0	0	0	5	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/08/2016 21:48:37	5	1	1	1	1	.750445902347565	.666666686534882	1	.805704176425934
88020	04/09/2016 16:11:43	1	1	2	2	0	2	3	4	22	88	4	2	2	1	0	3	1	3	23	1	1	5	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	04/09/2016 16:30:43	5	1	1	1	1	.500245213508606	.333333343267441	1	.611192882061005
88021	30/08/2016 17:34:14	1	1	1	2	1	2	3	3	 	 	77	2	2	0	0	5	1	3	4	1	1	1	1	8	0	 	88	1	7	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	30/08/2016 18:00:37	9	1	1	1	1	.75022292137146	.666666686534882	1	.805629909038544
88022	31/08/2016 14:51:39	1	2	2	2	0	2	4	4	 	 	4	2	2	1	0	2	1	3	4	9	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	31/08/2016 15:19:10	2	1	1	1	1	.500445902347565	.583333313465118	1	.694593131542206
88023	08/09/2016 19:15:16	1	1	0	0	1	0	4	3	47	58	4	0	0	1	0	7	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/09/2016 19:45:58	8	1	1	1	1	.750383198261261	.75	1	.833461046218872
88024	09/09/2016 20:24:41	1	1	3	2	1	1	3	3	 	 	4	1	1	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	1	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/09/2016 22:34:29	5	1	1	1	1	.750546216964722	.833333313465118	1	.861293137073517
88025	31/08/2016 16:18:10	1	1	2	2	0	2	4	4	 	 	5	2	2	1	0	3	1	3	3	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	31/08/2016 16:39:24	6	1	1	1	1	.50019508600235	.25	1	.583398342132568
88026	30/08/2016 17:32:03	1	2	1	1	1	1	3	3	 	 	4	1	1	1	0	3	1	3	4	1	1	1	1	8	0	 	88	1	6	7	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	30/08/2016 18:16:47	4	1	1	1	1	.750320494174957	.833333313465118	1	.861217975616455
88027	30/08/2016 16:18:12	1	0	0	0	1	0	3	3	 	 	4	0	0	1	0	3	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	30/08/2016 16:35:09	6	1	1	1	1	.75019508600235	.666666686534882	1	.805620610713959
88029	06/09/2016 10:45:45	1	0	0	0	1	0	3	3	 	 	4	0	0	0	0	3	1	1	22	1	1	1	1	8	0	 	88	1	3	13	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/09/2016 11:13:40	2	1	1	1	1	.250696688890457	.666666686534882	1	.639121115207672
88031	31/08/2016 09:54:15	0	21	20	20	1	20	4	5	9	12	4	20	20	0	0	2	1	3	3	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	31/08/2016 10:27:21	6	1	1	1	1	.50011146068573	.416666656732559	1	.638926029205322
98001	24/07/2016 10:34:30	1	0	0	4	0	0	3	5	16	88	4	0	0	0	77	2	1	3	4	1	2	1	1	88	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/07/2016 10:51:03	2	1	1	1	0	.750445902347565	.333333343267441	.75	.611259758472443
98006	15/10/2016 14:44:42	1	2	0	0	0	0	3	5	12	22	4	0	0	0	0	3	1	1	22	4	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/10/2016 15:11:32	3	1	1	1	1	.000445881159976125	.25	1	.416815280914307
98007	22/01/2017 10:16:21	0	0	0	0	0	0	3	3	 	 	4	0	0	0	77	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/01/2017 10:53:57	2	1	1	1	1	.75019508600235	.333333343267441	1	.694509506225586
98008	14/10/2016 17:54:51	1	3	0	0	0	0	3	3	 	 	4	0	0	1	0	1	0	6	6	4	1	1	6	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/10/2016 18:13:30	3	0	1	1	1	.25011146068573	.25	.75	.416703820228577
98010	15/01/2017 09:13:45	1	2	2	2	0	2	3	3	 	 	4	2	2	1	0	2	1	3	4	1	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	0	 	 	 	 	15/01/2017 09:46:03	3	1	1	1	1	.750278651714325	.5	1	.750092923641205
98011	01/10/2016 10:42:52	0	0	0	0	0	0	4	5	16	26	4	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	01/10/2016 11:11:04	1	1	1	1	1	.750445902347565	.0833333358168602	1	.611259758472443
98012	20/09/2016 09:11:58	1	3	0	0	1	0	4	4	 	 	4	0	0	1	0	5	1	1	6	1	10	1	6	16	0	 	1	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/09/2016 09:35:45	6	1	0	1	0	.500362277030945	.583333313465118	.5	.527898550033569
98013	24/07/2016 20:09:50	0	0	0	0	1	0	3	3	 	 	4	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/07/2016 20:27:52	1	1	1	1	1	.750445902347565	.5	1	.750148594379425
98014	17/07/2016 12:06:28	1	1	2	2	1	2	5	6	12	88	6	2	2	1	0	3	1	23	6	1	5	1	1	8	0	 	88	1	13	88	 	1	2	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/07/2016 12:29:59	5	1	0	1	1	.500245213508606	.666666686534882	.75	.638970613479614
98016	15/07/2016 12:16:11	0	0	11	11	1	11	4	4	 	 	4	11	11	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/07/2016 12:48:00	2	1	1	1	1	.75019508600235	.25	1	.666731655597687
98018	22/07/2016 17:26:47	1	2	2	2	0	2	3	4	22	12	4	2	2	0	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/07/2016 17:49:37	4	1	1	1	1	.75019508600235	.333333343267441	1	.694509506225586
98020	18/07/2016 19:26:57	1	1	4	4	1	4	3	3	 	 	4	2	1	1	0	5	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/07/2016 19:44:01	7	1	1	1	1	.75030255317688	.666666686534882	1	.805656433105469
98022	17/01/2017 07:41:41	1	4	4	4	1	4	4	4	 	 	4	4	4	1	0	2	1	8	22	21	5	1	6	8	0	 	88	1	1	7	9	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/01/2017 08:29:06	5	1	0	1	1	.000144911376992241	.333333343267441	.75	.361159414052963
98023	20/12/2016 09:09:20	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	3	1	3	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/12/2016 09:40:47	1	1	0	1	1	.500445902347565	.16666667163372	.75	.472370862960815
98024	22/07/2016 13:02:00	1	6	6	6	0	6	3	3	 	 	4	7	6	0	0	3	1	1	3	1	2	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/07/2016 14:57:23	4	1	1	1	1	.250320464372635	.75	1	.666773498058319
98025	21/09/2016 22:38:17	1	1	2	2	1	2	4	3	41	49	4	2	2	1	0	3	1	1	22	4	1	1	1	16	0	 	1	0	 	 	 	1	1	9	2015	 	 	30	4	1	1	2	1	0	 	 	 	21/09/2016 23:08:32	5	1	1	1	0	.000245234667090699	.416666656732559	.75	.388970613479614
98026	24/07/2016 10:13:12	1	0	0	0	0	0	3	4	17	88	4	0	0	1	0	3	1	23	6	1	9	1	6	8	0	 	88	1	5	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/07/2016 10:29:01	1	1	0	1	1	.501449108123779	.583333313465118	.75	.611594140529633
98028	21/07/2016 18:24:37	1	20	0	0	1	0	3	3	 	 	4	0	0	1	0	4	1	3	4	1	1	1	1	8	0	 	88	1	2	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/07/2016 20:26:04	4	1	1	1	1	.750445902347565	.75	1	.833481967449188
98029	26/09/2016 01:50:35	1	2	2	2	1	2	4	4	 	 	4	2	2	0	0	3	1	1	15	1	10	5	6	16	0	 	1	0	 	 	 	1	2	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/09/2016 02:34:17	6	1	0	1	0	.50019508600235	.25	.5	.416731685400009
108001	13/10/2016 08:26:41	1	1	0	0	0	0	4	4	 	 	4	0	0	1	0	6	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	13/10/2016 08:45:57	3	1	1	1	1	.75094747543335	.666666686534882	1	.805871427059174
108002	11/10/2016 17:03:41	1	2	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	3	4	1	1	5	1	8	0	 	88	1	6	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	11/10/2016 17:19:48	5	1	1	1	1	.750345587730408	.666666686534882	1	.805670738220215
108003	14/10/2016 19:18:43	1	2	1	1	0	1	3	3	 	 	4	1	1	1	0	4	1	3	4	1	1	1	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/10/2016 19:37:19	4	1	1	1	1	.750445902347565	.833333313465118	1	.861259758472443
108004	17/10/2016 16:05:18	1	1	1	1	1	1	3	4	12	31	4	1	1	1	0	1	1	23	6	4	1	5	1	8	0	 	88	1	9	6	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/10/2016 16:25:49	4	1	1	1	1	.250069677829742	.583333313465118	1	.611134350299835
108006	09/10/2016 16:05:06	1	2	1	1	0	1	3	4	12	88	4	1	1	1	0	4	1	1	22	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/10/2016 16:26:17	5	1	1	1	1	.250345557928085	.583333313465118	1	.611226260662079
108007	11/10/2016 17:06:15	1	1	1	1	1	1	3	3	 	 	4	1	1	1	0	4	1	1	22	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	11/10/2016 17:18:39	2	1	1	1	1	.250947505235672	.666666686534882	1	.639204740524292
108008	10/10/2016 18:38:57	1	1	1	1	0	1	5	5	 	 	5	1	1	1	77	2	1	3	4	21	1	1	1	8	0	 	88	1	18	88	 	1	0	 	 	 	 	 	 	 	 	 	1	1	1	8	2013	10/10/2016 19:28:04	6	1	1	1	1	.50011146068573	.583333313465118	1	.694481611251831
108009	10/10/2016 14:20:46	1	2	1	1	1	1	3	3	 	 	4	1	1	1	0	4	1	1	22	4	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/10/2016 14:48:27	6	1	1	1	1	.000278675754088908	.5	1	.500092923641205
108011	14/10/2016 17:58:47	1	2	2	2	0	2	4	4	 	 	4	2	2	0	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/10/2016 18:13:55	5	1	1	1	1	.750245213508606	.75	1	.833415031433105
