CHILDCODE	IMEVIDR5	RKEVR5	LOSS13R5	LOSS14R5	LOSS15R5	LOSS16R5	RESEVR51	RESEVR52	RESEVR53
30055	1	38	 	 	3	 	17	88	 
30055	2	47	 	2	2	2	2	88	 
30055	3	88	 	 	 	 	 	 	 
30056	1	39	 	 	 	2	7	 	 
30056	2	88	 	 	 	 	 	 	 
30056	3	88	 	 	 	 	 	 	 
30057	1	 	 	 	 	 	 	 	 
30057	2	 	 	 	 	 	 	 	 
30057	3	 	 	 	 	 	 	 	 
30058	1	 	 	 	 	 	 	 	 
30058	2	 	 	 	 	 	 	 	 
30058	3	 	 	 	 	 	 	 	 
30059	1	 	 	 	 	 	 	 	 
30059	2	 	 	 	 	 	 	 	 
30059	3	 	 	 	 	 	 	 	 
30060	1	 	 	 	 	 	 	 	 
30060	2	 	 	 	 	 	 	 	 
30060	3	 	 	 	 	 	 	 	 
30061	1	37	 	 	3	 	7	 	 
30061	2	88	 	 	 	 	 	 	 
30061	3	88	 	 	 	 	 	 	 
30062	1	39	 	 	4	 	9	88	 
30062	2	29	 	 	2	 	7	 	 
30062	3	14	3	 	 	 	7	 	 
30064	1	47	 	 	3	3	9	88	 
30064	2	25	 	 	3	 	10	8	16
30064	3	88	 	 	 	 	 	 	 
30065	1	47	 	 	2	2	2	88	 
30065	2	88	 	 	 	 	 	 	 
30065	3	88	 	 	 	 	 	 	 
30066	1	 	 	 	 	 	 	 	 
30066	2	 	 	 	 	 	 	 	 
30066	3	 	 	 	 	 	 	 	 
30068	1	 	 	 	 	 	 	 	 
30068	2	 	 	 	 	 	 	 	 
30068	3	 	 	 	 	 	 	 	 
30069	1	47	 	 	2	2	2	88	 
30069	2	38	 	 	2	 	7	 	 
30069	3	88	 	 	 	 	 	 	 
30070	1	 	 	 	 	 	 	 	 
30070	2	 	 	 	 	 	 	 	 
30070	3	 	 	 	 	 	 	 	 
30071	1	61	2	2	 	 	9	7	 
30071	2	39	 	2	2	 	9	7	 
30071	3	88	 	 	 	 	 	 	 
30072	1	47	 	 	3	3	17	88	 
30072	2	88	 	 	 	 	 	 	 
30072	3	88	 	 	 	 	 	 	 
30073	1	 	 	 	 	 	 	 	 
30073	2	 	 	 	 	 	 	 	 
30073	3	 	 	 	 	 	 	 	 
30074	1	47	 	 	 	3	9	88	 
30074	2	88	 	 	 	 	 	 	 
30074	3	88	 	 	 	 	 	 	 
30077	1	 	 	 	 	 	 	 	 
30077	2	 	 	 	 	 	 	 	 
30077	3	 	 	 	 	 	 	 	 
30078	1	38	 	3	 	 	9	25	88
30078	2	88	 	 	 	 	 	 	 
30078	3	88	 	 	 	 	 	 	 
30079	1	39	 	 	3	 	17	88	 
30079	2	12	 	 	3	 	17	88	 
30079	3	88	 	 	 	 	 	 	 
30080	1	 	 	 	 	 	 	 	 
30080	2	 	 	 	 	 	 	 	 
30080	3	 	 	 	 	 	 	 	 
30081	1	 	 	 	 	 	 	 	 
30081	2	 	 	 	 	 	 	 	 
30081	3	 	 	 	 	 	 	 	 
30082	1	16	4	 	 	 	16	88	 
30082	2	47	 	 	2	2	17	88	 
30082	3	88	 	 	 	 	 	 	 
30083	1	 	 	 	 	 	 	 	 
30083	2	 	 	 	 	 	 	 	 
30083	3	 	 	 	 	 	 	 	 
30084	1	45	 	2	 	 	16	88	 
30084	2	88	 	 	 	 	 	 	 
30084	3	88	 	 	 	 	 	 	 
30085	1	47	 	4	4	4	9	88	 
30085	2	35	 	 	4	 	9	88	 
30085	3	38	4	4	 	 	9	88	 
30086	1	47	 	 	 	2	17	88	 
30086	2	88	 	 	 	 	 	 	 
30086	3	88	 	 	 	 	 	 	 
30087	1	47	 	3	3	3	2	6	88
30087	2	88	 	 	 	 	 	 	 
30087	3	88	 	 	 	 	 	 	 
30088	1	39	 	 	4	 	17	9	88
30088	2	88	 	 	 	 	 	 	 
30088	3	88	 	 	 	 	 	 	 
30089	1	47	 	3	3	3	18	88	 
30089	2	88	 	 	 	 	 	 	 
30089	3	88	 	 	 	 	 	 	 
30090	1	 	 	 	 	 	 	 	 
30090	2	 	 	 	 	 	 	 	 
30090	3	 	 	 	 	 	 	 	 
30091	1	47	 	3	3	3	2	1	88
30091	2	88	 	 	 	 	 	 	 
30091	3	88	 	 	 	 	 	 	 
30093	1	47	3	3	4	4	1	2	88
30093	2	88	 	 	 	 	 	 	 
30093	3	88	 	 	 	 	 	 	 
30094	1	47	 	 	3	3	16	2	88
30094	2	88	 	 	 	 	 	 	 
30094	3	88	 	 	 	 	 	 	 
30095	1	35	 	 	2	 	10	8	88
30095	2	88	 	 	 	 	 	 	 
30095	3	88	 	 	 	 	 	 	 
30097	1	 	 	 	 	 	 	 	 
30097	2	 	 	 	 	 	 	 	 
30097	3	 	 	 	 	 	 	 	 
30098	1	47	 	 	 	3	2	88	 
30098	2	88	 	 	 	 	 	 	 
30098	3	88	 	 	 	 	 	 	 
30100	1	10	 	 	4	 	17	11	88
30100	2	47	 	 	3	3	17	88	 
30100	3	88	 	 	 	 	 	 	 
40001	1	 	 	 	 	 	 	 	 
40001	2	 	 	 	 	 	 	 	 
40001	3	 	 	 	 	 	 	 	 
40002	1	16	 	 	 	4	1	88	 
40002	2	47	3	3	3	3	2	1	88
40002	3	27	3	 	 	 	7	 	 
40003	1	10	 	 	4	 	13	88	 
40003	2	45	 	 	2	 	17	88	 
40003	3	88	 	 	 	 	 	 	 
40004	1	1	 	 	3	 	7	 	 
40004	2	88	 	 	 	 	 	 	 
40004	3	88	 	 	 	 	 	 	 
40005	1	 	 	 	 	 	 	 	 
40005	2	 	 	 	 	 	 	 	 
40005	3	 	 	 	 	 	 	 	 
40006	1	47	3	3	3	 	2	1	88
40006	2	38	 	 	2	 	17	88	 
40006	3	88	 	 	 	 	 	 	 
40008	1	 	 	 	 	 	 	 	 
40008	2	 	 	 	 	 	 	 	 
40008	3	 	 	 	 	 	 	 	 
40009	1	 	 	 	 	 	 	 	 
40009	2	 	 	 	 	 	 	 	 
40009	3	 	 	 	 	 	 	 	 
40010	1	37	 	 	4	3	17	88	 
40010	2	45	 	 	3	 	17	88	 
40010	3	88	 	 	 	 	 	 	 
40011	1	38	 	 	4	 	2	1	77
40011	2	47	 	 	2	2	9	88	 
40011	3	88	 	 	 	 	 	 	 
40012	1	 	 	 	 	 	 	 	 
40012	2	 	 	 	 	 	 	 	 
40012	3	 	 	 	 	 	 	 	 
40013	1	37	 	 	3	3	7	 	 
40013	2	25	 	 	3	 	7	 	 
40013	3	88	 	 	 	 	 	 	 
40015	1	1	 	 	3	 	7	 	 
40015	2	37	 	3	 	 	17	88	 
40015	3	45	 	2	 	 	17	88	 
40016	1	 	 	 	 	 	 	 	 
40016	2	 	 	 	 	 	 	 	 
40016	3	 	 	 	 	 	 	 	 
40017	1	 	 	 	 	 	 	 	 
40017	2	 	 	 	 	 	 	 	 
40017	3	 	 	 	 	 	 	 	 
40018	1	 	 	 	 	 	 	 	 
40018	2	 	 	 	 	 	 	 	 
40018	3	 	 	 	 	 	 	 	 
40019	1	 	 	 	 	 	 	 	 
40019	2	 	 	 	 	 	 	 	 
40019	3	 	 	 	 	 	 	 	 
40020	1	 	 	 	 	 	 	 	 
40020	2	 	 	 	 	 	 	 	 
40020	3	 	 	 	 	 	 	 	 
40021	1	 	 	 	 	 	 	 	 
40021	2	 	 	 	 	 	 	 	 
40021	3	 	 	 	 	 	 	 	 
40022	1	 	 	 	 	 	 	 	 
40022	2	 	 	 	 	 	 	 	 
40022	3	 	 	 	 	 	 	 	 
40023	1	61	 	 	 	4	17	88	 
40023	2	10	 	 	3	 	17	88	 
40023	3	88	 	 	 	 	 	 	 
40024	1	47	 	3	3	3	2	1	88
40024	2	16	 	 	 	3	7	 	 
40024	3	88	 	 	 	 	 	 	 
40025	1	38	 	 	4	 	16	88	 
40025	2	47	 	2	 	 	2	1	88
40025	3	88	 	 	 	 	 	 	 
40026	1	 	 	 	 	 	 	 	 
40026	2	 	 	 	 	 	 	 	 
40026	3	 	 	 	 	 	 	 	 
40027	1	 	 	 	 	 	 	 	 
40027	2	 	 	 	 	 	 	 	 
40027	3	 	 	 	 	 	 	 	 
40028	1	39	 	 	2	 	25	88	 
40028	2	88	 	 	 	 	 	 	 
40028	3	88	 	 	 	 	 	 	 
40029	1	 	 	 	 	 	 	 	 
40029	2	 	 	 	 	 	 	 	 
40029	3	 	 	 	 	 	 	 	 
40030	1	 	 	 	 	 	 	 	 
40030	2	 	 	 	 	 	 	 	 
40030	3	 	 	 	 	 	 	 	 
40031	1	 	 	 	 	 	 	 	 
40031	2	 	 	 	 	 	 	 	 
40031	3	 	 	 	 	 	 	 	 
40032	1	37	 	 	3	 	9	88	 
40032	2	88	 	 	 	 	 	 	 
40032	3	88	 	 	 	 	 	 	 
40033	1	14	 	 	2	 	10	88	 
40033	2	88	 	 	 	 	 	 	 
40033	3	88	 	 	 	 	 	 	 
40034	1	39	2	2	2	2	7	 	 
40034	2	88	 	 	 	 	 	 	 
40034	3	88	 	 	 	 	 	 	 
40035	1	 	 	 	 	 	 	 	 
40035	2	 	 	 	 	 	 	 	 
40035	3	 	 	 	 	 	 	 	 
40036	1	47	 	3	3	 	2	1	88
40036	2	88	 	 	 	 	 	 	 
40036	3	88	 	 	 	 	 	 	 
40037	1	61	 	 	 	3	7	 	 
40037	2	29	 	 	3	 	20	88	 
40037	3	24	 	3	3	 	20	88	 
40038	1	1	 	 	 	3	7	 	 
40038	2	88	 	 	 	 	 	 	 
40038	3	88	 	 	 	 	 	 	 
40039	1	47	 	 	4	 	2	88	 
40039	2	45	 	3	 	 	17	19	88
40039	3	1	 	 	3	 	7	 	 
40040	1	47	2	2	2	2	10	88	 
40040	2	88	 	 	 	 	 	 	 
40040	3	88	 	 	 	 	 	 	 
40041	1	45	3	3	3	 	7	 	 
40041	2	41	 	2	2	2	1	88	 
40041	3	47	 	2	2	 	2	1	88
40042	1	36	 	 	4	 	17	18	88
40042	2	88	 	 	 	 	 	 	 
40042	3	88	 	 	 	 	 	 	 
40043	1	 	 	 	 	 	 	 	 
40043	2	 	 	 	 	 	 	 	 
40043	3	 	 	 	 	 	 	 	 
40044	1	 	 	 	 	 	 	 	 
40044	2	 	 	 	 	 	 	 	 
40044	3	 	 	 	 	 	 	 	 
40045	1	 	 	 	 	 	 	 	 
40045	2	 	 	 	 	 	 	 	 
40045	3	 	 	 	 	 	 	 	 
40046	1	 	 	 	 	 	 	 	 
40046	2	 	 	 	 	 	 	 	 
40046	3	 	 	 	 	 	 	 	 
40047	1	47	3	3	3	3	7	 	 
40047	2	38	 	 	3	 	8	88	 
40047	3	36	 	2	 	 	8	88	 
40048	1	1	 	4	 	 	2	17	88
40048	2	39	 	 	3	 	17	88	 
40048	3	23	 	 	3	 	17	88	 
40049	1	 	 	 	 	 	 	 	 
40049	2	 	 	 	 	 	 	 	 
40049	3	 	 	 	 	 	 	 	 
40050	1	 	 	 	 	 	 	 	 
40050	2	 	 	 	 	 	 	 	 
40050	3	 	 	 	 	 	 	 	 
40051	1	10	 	 	3	 	4	88	 
40051	2	88	 	 	 	 	 	 	 
40051	3	88	 	 	 	 	 	 	 
40052	1	 	 	 	 	 	 	 	 
40052	2	 	 	 	 	 	 	 	 
40052	3	 	 	 	 	 	 	 	 
40053	1	 	 	 	 	 	 	 	 
40053	2	 	 	 	 	 	 	 	 
40053	3	 	 	 	 	 	 	 	 
40054	1	 	 	 	 	 	 	 	 
40054	2	 	 	 	 	 	 	 	 
40054	3	 	 	 	 	 	 	 	 
40055	1	 	 	 	 	 	 	 	 
40055	2	 	 	 	 	 	 	 	 
40055	3	 	 	 	 	 	 	 	 
40056	1	39	 	 	3	 	9	88	 
40056	2	47	3	 	3	 	2	88	 
40056	3	88	 	 	 	 	 	 	 
40057	1	 	 	 	 	 	 	 	 
40057	2	 	 	 	 	 	 	 	 
40057	3	 	 	 	 	 	 	 	 
40058	1	 	 	 	 	 	 	 	 
40058	2	 	 	 	 	 	 	 	 
40058	3	 	 	 	 	 	 	 	 
40059	1	45	 	4	4	 	16	17	88
40059	2	1	 	 	 	3	19	88	 
40059	3	39	 	 	 	2	17	88	 
40060	1	38	 	4	4	 	19	88	 
40060	2	47	 	3	3	 	2	1	88
40060	3	88	 	 	 	 	 	 	 
40061	1	47	3	3	3	3	2	88	 
40061	2	88	 	 	 	 	 	 	 
40061	3	88	 	 	 	 	 	 	 
40064	1	37	 	 	4	 	16	88	 
40064	2	88	 	 	 	 	 	 	 
40064	3	88	 	 	 	 	 	 	 
40065	1	35	4	 	 	 	2	1	88
40065	2	34	4	 	 	 	2	1	88
40065	3	47	 	 	3	3	2	16	88
40067	1	 	 	 	 	 	 	 	 
40067	2	 	 	 	 	 	 	 	 
40067	3	 	 	 	 	 	 	 	 
40068	1	36	 	4	 	 	1	88	 
40068	2	88	 	 	 	 	 	 	 
40068	3	88	 	 	 	 	 	 	 
40070	1	 	 	 	 	 	 	 	 
40070	2	 	 	 	 	 	 	 	 
40070	3	 	 	 	 	 	 	 	 
40071	1	 	 	 	 	 	 	 	 
40071	2	 	 	 	 	 	 	 	 
40071	3	 	 	 	 	 	 	 	 
40072	1	1	3	 	 	 	2	88	 
40072	2	88	 	 	 	 	 	 	 
40072	3	88	 	 	 	 	 	 	 
40073	1	38	 	 	2	2	1	88	 
40073	2	88	 	 	 	 	 	 	 
40073	3	88	 	 	 	 	 	 	 
40074	1	38	4	 	 	 	2	88	 
40074	2	88	 	 	 	 	 	 	 
40074	3	88	 	 	 	 	 	 	 
40075	1	 	 	 	 	 	 	 	 
40075	2	 	 	 	 	 	 	 	 
40075	3	 	 	 	 	 	 	 	 
40076	1	 	 	 	 	 	 	 	 
40076	2	 	 	 	 	 	 	 	 
40076	3	 	 	 	 	 	 	 	 
40077	1	47	3	3	3	4	7	 	 
40077	2	88	 	 	 	 	 	 	 
40077	3	88	 	 	 	 	 	 	 
40078	1	38	 	 	 	2	7	 	 
40078	2	37	 	 	2	2	7	 	 
40078	3	88	 	 	 	 	 	 	 
40079	1	 	 	 	 	 	 	 	 
40079	2	 	 	 	 	 	 	 	 
40079	3	 	 	 	 	 	 	 	 
40080	1	38	2	2	 	 	13	88	 
40080	2	88	 	 	 	 	 	 	 
40080	3	88	 	 	 	 	 	 	 
40081	1	 	 	 	 	 	 	 	 
40081	2	 	 	 	 	 	 	 	 
40081	3	 	 	 	 	 	 	 	 
40082	1	47	3	3	3	 	2	1	88
40082	2	45	 	 	 	2	2	88	 
40082	3	88	 	 	 	 	 	 	 
40083	1	38	2	2	2	2	7	 	 
40083	2	88	 	 	 	 	 	 	 
40083	3	88	 	 	 	 	 	 	 
40084	1	 	 	 	 	 	 	 	 
40084	2	 	 	 	 	 	 	 	 
40084	3	 	 	 	 	 	 	 	 
40085	1	61	4	 	 	 	17	88	 
40085	2	47	2	2	2	2	17	2	88
40085	3	88	 	 	 	 	 	 	 
40086	1	39	2	2	2	2	1	88	 
40086	2	29	 	 	2	 	7	 	 
40086	3	12	2	2	2	 	2	88	 
40087	1	 	 	 	 	 	 	 	 
40087	2	 	 	 	 	 	 	 	 
40087	3	 	 	 	 	 	 	 	 
40089	1	38	2	2	2	2	7	 	 
40089	2	88	 	 	 	 	 	 	 
40089	3	88	 	 	 	 	 	 	 
40090	1	38	2	2	2	2	7	 	 
40090	2	47	 	 	2	 	7	 	 
40090	3	88	 	 	 	 	 	 	 
40091	1	47	4	4	77	4	2	7	 
40091	2	42	 	 	2	2	9	7	 
40091	3	88	 	 	 	 	 	 	 
40092	1	23	 	 	2	2	7	 	 
40092	2	47	2	2	2	2	7	 	 
40092	3	88	 	 	 	 	 	 	 
40094	1	16	 	 	4	 	17	7	 
40094	2	88	 	 	 	 	 	 	 
40094	3	88	 	 	 	 	 	 	 
40095	1	16	 	 	3	3	2	22	88
40095	2	88	 	 	 	 	 	 	 
40095	3	88	 	 	 	 	 	 	 
40097	1	16	 	 	3	 	17	88	 
40097	2	47	 	3	 	 	17	88	 
40097	3	45	 	 	 	2	17	88	 
40098	1	 	 	 	 	 	 	 	 
40098	2	 	 	 	 	 	 	 	 
40098	3	 	 	 	 	 	 	 	 
40100	1	10	 	3	 	 	7	 	 
40100	2	88	 	 	 	 	 	 	 
40100	3	88	 	 	 	 	 	 	 
50001	1	 	 	 	 	 	 	 	 
50001	2	 	 	 	 	 	 	 	 
50001	3	 	 	 	 	 	 	 	 
50002	1	40	 	 	 	4	2	88	 
50002	2	88	 	 	 	 	 	 	 
50002	3	88	 	 	 	 	 	 	 
50003	1	38	3	3	3	3	7	 	 
50003	2	29	 	2	 	 	10	88	 
50003	3	88	 	 	 	 	 	 	 
50004	1	37	 	 	3	 	20	88	 
50004	2	29	 	 	3	 	20	16	88
50004	3	24	 	3	3	 	20	16	88
50006	1	37	 	 	 	3	17	88	 
50006	2	29	 	3	3	 	1	19	88
50006	3	88	 	 	 	 	 	 	 
50007	1	1	3	 	 	 	24	2	1
50007	2	25	 	 	2	 	10	88	 
50007	3	47	 	 	2	 	7	 	 
50008	1	24	 	 	4	 	10	20	16
50008	2	26	 	3	3	 	7	 	 
50008	3	47	 	2	2	 	1	2	88
50009	1	 	 	 	 	 	 	 	 
50009	2	 	 	 	 	 	 	 	 
50009	3	 	 	 	 	 	 	 	 
50010	1	 	 	 	 	 	 	 	 
50010	2	 	 	 	 	 	 	 	 
50010	3	 	 	 	 	 	 	 	 
50011	1	 	 	 	 	 	 	 	 
50011	2	 	 	 	 	 	 	 	 
50011	3	 	 	 	 	 	 	 	 
50012	1	24	 	 	4	 	20	88	 
50012	2	12	 	 	3	 	2	88	 
50012	3	88	 	 	 	 	 	 	 
50014	1	 	 	 	 	 	 	 	 
50014	2	 	 	 	 	 	 	 	 
50014	3	 	 	 	 	 	 	 	 
50016	1	 	 	 	 	 	 	 	 
50016	2	 	 	 	 	 	 	 	 
50016	3	 	 	 	 	 	 	 	 
50017	1	47	 	3	3	 	17	88	 
50017	2	88	 	 	 	 	 	 	 
50017	3	88	 	 	 	 	 	 	 
50018	1	 	 	 	 	 	 	 	 
50018	2	 	 	 	 	 	 	 	 
50018	3	 	 	 	 	 	 	 	 
50019	1	 	 	 	 	 	 	 	 
50019	2	 	 	 	 	 	 	 	 
50019	3	 	 	 	 	 	 	 	 
50020	1	37	3	3	3	2	7	 	 
50020	2	14	 	 	 	2	7	 	 
50020	3	88	 	 	 	 	 	 	 
50021	1	29	 	 	 	3	7	 	 
50021	2	24	 	 	3	 	1	2	88
50021	3	14	 	3	2	 	9	88	 
50022	1	29	 	 	3	 	10	88	 
50022	2	88	 	 	 	 	 	 	 
50022	3	88	 	 	 	 	 	 	 
50023	1	 	 	 	 	 	 	 	 
50023	2	 	 	 	 	 	 	 	 
50023	3	 	 	 	 	 	 	 	 
50024	1	14	 	 	3	 	9	7	 
50024	2	38	 	 	 	2	9	7	 
50024	3	29	 	2	 	 	10	7	 
50026	1	 	 	 	 	 	 	 	 
50026	2	 	 	 	 	 	 	 	 
50026	3	 	 	 	 	 	 	 	 
50027	1	14	 	 	3	 	7	 	 
50027	2	12	 	 	2	 	20	88	 
50027	3	88	 	 	 	 	 	 	 
50028	1	29	 	 	 	2	10	88	 
50028	2	88	 	 	 	 	 	 	 
50028	3	88	 	 	 	 	 	 	 
50030	1	61	 	 	3	 	20	88	 
50030	2	88	 	 	 	 	 	 	 
50030	3	88	 	 	 	 	 	 	 
50031	1	29	3	3	3	 	8	88	 
50031	2	40	2	 	 	 	7	 	 
50031	3	88	 	 	 	 	 	 	 
50032	1	47	 	 	2	 	18	88	 
50032	2	41	 	2	2	2	1	2	88
50032	3	88	 	 	 	 	 	 	 
50033	1	45	 	3	3	 	19	88	 
50033	2	10	3	3	3	 	7	 	 
50033	3	88	 	 	 	 	 	 	 
50034	1	 	 	 	 	 	 	 	 
50034	2	 	 	 	 	 	 	 	 
50034	3	 	 	 	 	 	 	 	 
50035	1	 	 	 	 	 	 	 	 
50035	2	 	 	 	 	 	 	 	 
50035	3	 	 	 	 	 	 	 	 
50036	1	45	 	 	3	 	8	88	 
50036	2	88	 	 	 	 	 	 	 
50036	3	88	 	 	 	 	 	 	 
50037	1	38	 	 	3	 	7	 	 
50037	2	24	 	 	3	 	10	88	 
50037	3	88	 	 	 	 	 	 	 
50038	1	45	 	 	 	2	2	88	 
50038	2	88	 	 	 	 	 	 	 
50038	3	88	 	 	 	 	 	 	 
50039	1	45	 	 	4	 	7	 	 
50039	2	1	 	 	3	 	7	 	 
50039	3	88	 	 	 	 	 	 	 
50040	1	14	 	3	 	 	7	 	 
50040	2	29	 	2	2	 	9	7	 
50040	3	88	 	 	 	 	 	 	 
50041	1	47	 	2	2	 	17	88	 
50041	2	88	 	 	 	 	 	 	 
50041	3	88	 	 	 	 	 	 	 
50042	1	 	 	 	 	 	 	 	 
50042	2	 	 	 	 	 	 	 	 
50042	3	 	 	 	 	 	 	 	 
50043	1	45	3	3	4	 	9	88	 
50043	2	88	 	 	 	 	 	 	 
50043	3	88	 	 	 	 	 	 	 
50045	1	16	 	 	 	4	7	 	 
50045	2	29	 	 	3	 	17	88	 
50045	3	24	 	 	3	 	17	88	 
50046	1	24	 	 	4	 	10	20	88
50046	2	88	 	 	 	 	 	 	 
50046	3	88	 	 	 	 	 	 	 
50047	1	27	 	 	3	 	7	 	 
50047	2	12	 	 	2	 	7	 	 
50047	3	88	 	 	 	 	 	 	 
50048	1	 	 	 	 	 	 	 	 
50048	2	 	 	 	 	 	 	 	 
50048	3	 	 	 	 	 	 	 	 
50049	1	 	 	 	 	 	 	 	 
50049	2	 	 	 	 	 	 	 	 
50049	3	 	 	 	 	 	 	 	 
50050	1	29	 	 	 	3	8	9	7
50050	2	88	 	 	 	 	 	 	 
50050	3	88	 	 	 	 	 	 	 
50051	1	24	 	4	4	 	20	19	88
50051	2	29	 	 	4	 	20	19	88
50051	3	38	 	 	3	3	20	88	 
50052	1	 	 	 	 	 	 	 	 
50052	2	 	 	 	 	 	 	 	 
50052	3	 	 	 	 	 	 	 	 
50053	1	14	 	 	3	 	7	 	 
50053	2	29	 	2	 	2	9	10	7
50053	3	88	 	 	 	 	 	 	 
50054	1	45	 	 	 	4	7	 	 
50054	2	88	 	 	 	 	 	 	 
50054	3	88	 	 	 	 	 	 	 
50055	1	24	 	 	4	 	10	88	 
50055	2	47	 	3	3	 	7	 	 
50055	3	88	 	 	 	 	 	 	 
50056	1	47	2	2	2	 	2	8	88
50056	2	13	 	2	2	 	2	88	 
50056	3	88	 	 	 	 	 	 	 
50057	1	 	 	 	 	 	 	 	 
50057	2	 	 	 	 	 	 	 	 
50057	3	 	 	 	 	 	 	 	 
50058	1	47	 	 	3	3	17	88	 
50058	2	88	 	 	 	 	 	 	 
50058	3	88	 	 	 	 	 	 	 
50059	1	29	 	2	 	 	10	7	 
50059	2	88	 	 	 	 	 	 	 
50059	3	88	 	 	 	 	 	 	 
50060	1	24	 	 	3	 	8	88	 
50060	2	88	 	 	 	 	 	 	 
50060	3	88	 	 	 	 	 	 	 
50061	1	1	 	 	 	3	7	 	 
50061	2	39	 	 	3	 	17	20	88
50061	3	88	 	 	 	 	 	 	 
50062	1	47	3	3	 	 	2	1	88
50062	2	88	 	 	 	 	 	 	 
50062	3	88	 	 	 	 	 	 	 
50063	1	 	 	 	 	 	 	 	 
50063	2	 	 	 	 	 	 	 	 
50063	3	 	 	 	 	 	 	 	 
50064	1	16	 	3	 	 	7	 	 
50064	2	38	 	 	2	 	17	88	 
50064	3	88	 	 	 	 	 	 	 
50066	1	 	 	 	 	 	 	 	 
50066	2	 	 	 	 	 	 	 	 
50066	3	 	 	 	 	 	 	 	 
50068	1	29	 	 	4	 	20	19	88
50068	2	24	 	4	4	 	20	19	88
50068	3	23	 	 	 	3	20	88	 
50070	1	47	 	 	3	3	2	1	88
50070	2	88	 	 	 	 	 	 	 
50070	3	88	 	 	 	 	 	 	 
50072	1	29	 	 	3	 	7	 	 
50072	2	47	3	3	 	 	2	1	88
50072	3	88	 	 	 	 	 	 	 
50073	1	45	 	 	4	 	17	88	 
50073	2	31	 	3	 	 	7	 	 
50073	3	29	 	 	3	 	1	19	88
50074	1	 	 	 	 	 	 	 	 
50074	2	 	 	 	 	 	 	 	 
50074	3	 	 	 	 	 	 	 	 
50075	1	29	 	 	 	3	1	2	88
50075	2	14	 	 	3	 	7	 	 
50075	3	47	 	2	2	2	1	2	7
50076	1	 	 	 	 	 	 	 	 
50076	2	 	 	 	 	 	 	 	 
50076	3	 	 	 	 	 	 	 	 
50077	1	 	 	 	 	 	 	 	 
50077	2	 	 	 	 	 	 	 	 
50077	3	 	 	 	 	 	 	 	 
50078	1	24	 	2	 	 	1	88	 
50078	2	88	 	 	 	 	 	 	 
50078	3	88	 	 	 	 	 	 	 
50079	1	45	 	 	 	2	7	 	 
50079	2	88	 	 	 	 	 	 	 
50079	3	88	 	 	 	 	 	 	 
50081	1	29	 	3	 	 	10	7	 
50081	2	14	 	 	2	 	7	 	 
50081	3	88	 	 	 	 	 	 	 
50082	1	23	3	 	 	 	20	88	 
50082	2	38	 	 	3	 	19	88	 
50082	3	88	 	 	 	 	 	 	 
50083	1	32	 	 	4	 	24	20	88
50083	2	24	 	 	4	 	20	88	 
50083	3	29	 	 	4	 	20	88	 
50084	1	24	 	 	4	 	10	88	 
50084	2	88	 	 	 	 	 	 	 
50084	3	88	 	 	 	 	 	 	 
50085	1	14	 	 	3	 	7	 	 
50085	2	29	 	 	2	2	7	 	 
50085	3	88	 	 	 	 	 	 	 
50086	1	12	2	2	2	 	2	7	 
50086	2	37	 	 	2	 	25	7	 
50086	3	88	 	 	 	 	 	 	 
50087	1	 	 	 	 	 	 	 	 
50087	2	 	 	 	 	 	 	 	 
50087	3	 	 	 	 	 	 	 	 
50088	1	23	 	 	3	 	9	88	 
50088	2	88	 	 	 	 	 	 	 
50088	3	88	 	 	 	 	 	 	 
50089	1	24	 	 	2	2	6	7	 
50089	2	88	 	 	 	 	 	 	 
50089	3	88	 	 	 	 	 	 	 
50090	1	24	 	 	4	 	20	19	88
50090	2	29	 	 	4	 	20	19	88
50090	3	14	 	 	3	 	7	 	 
50091	1	 	 	 	 	 	 	 	 
50091	2	 	 	 	 	 	 	 	 
50091	3	 	 	 	 	 	 	 	 
50092	1	 	 	 	 	 	 	 	 
50092	2	 	 	 	 	 	 	 	 
50092	3	 	 	 	 	 	 	 	 
50093	1	14	3	 	3	3	9	88	 
50093	2	88	 	 	 	 	 	 	 
50093	3	88	 	 	 	 	 	 	 
50094	1	14	 	3	3	 	9	88	 
50094	2	40	 	 	2	 	24	88	 
50094	3	88	 	 	 	 	 	 	 
50095	1	 	 	 	 	 	 	 	 
50095	2	 	 	 	 	 	 	 	 
50095	3	 	 	 	 	 	 	 	 
50096	1	29	 	2	2	 	10	7	 
50096	2	12	 	2	2	 	1	88	 
50096	3	88	 	 	 	 	 	 	 
50097	1	29	 	 	3	3	20	7	 
50097	2	12	 	 	2	 	7	 	 
50097	3	88	 	 	 	 	 	 	 
50098	1	 	 	 	 	 	 	 	 
50098	2	 	 	 	 	 	 	 	 
50098	3	 	 	 	 	 	 	 	 
50099	1	29	 	 	3	 	9	7	 
50099	2	14	 	 	2	 	7	 	 
50099	3	88	 	 	 	 	 	 	 
50100	1	37	 	 	4	 	20	88	 
50100	2	29	 	 	3	 	1	88	 
50100	3	24	 	 	3	 	1	88	 
60002	1	24	 	 	4	 	1	2	12
60002	2	28	 	 	3	 	2	1	12
60002	3	14	 	 	2	 	2	88	 
60003	1	14	 	 	3	 	7	 	 
60003	2	88	 	 	 	 	 	 	 
60003	3	88	 	 	 	 	 	 	 
60004	1	27	 	 	 	2	7	 	 
60004	2	88	 	 	 	 	 	 	 
60004	3	88	 	 	 	 	 	 	 
