CHILDCODE	CROPIDR4	CROPR5	QNTHRVR5	LUHARVR5	VLPRDR5	VLSLDR5	CRPCSTR5
200031	1	8	50	1	450	0	100
200031	2	75	1	2	900	0	250
200032	1	 	 	 	 	 	 
200036	1	75	2	2	1200	200	0
200036	2	76	1	2	1308	300	0
200037	1	8	1	2	1600	0	250
200037	2	20	1.5	2	2000	0	120
200037	3	75	2	2	1800	0	200
200037	4	5	1	2	800	0	75
200038	1	76	1	2	1500	300	0
200039	1	75	1	2	800	200	0
200039	2	76	1	2	1400	300	0
200040	1	75	50	1	500	0	125
200042	1	8	1	2	1600	0	200
200042	2	75	1	2	900	0	250
200043	1	 	 	 	 	 	 
200044	1	75	200	1	2100	0	750
200044	2	76	100	1	1800	0	750
200045	1	76	1.5	2	1800	100	500
200045	2	5	50	1	250	0	0
200045	3	75	2	2	1400	200	400
200046	1	8	1	2	1800	0	250
200046	2	20	2	2	3000	0	350
200047	1	8	50	1	800	0	0
200047	2	5	1	2	800	0	0
200047	3	75	1	2	1100	0	0
200048	1	75	3	2	3200	0	460
200048	2	8	1	2	1600	0	250
200048	3	20	1	2	1400	0	200
200049	1	75	300	1	330	0	960
200049	2	8	50	1	950	0	300
200050	1	75	250	1	2050	0	1400
200050	2	76	250	1	3000	0	1400
200051	1	76	150	1	1800	400	0
200051	2	5	50	1	250	0	0
200051	3	75	1	2	700	100	0
200051	4	20	50	1	400	0	0
200052	1	75	100	1	950	0	600
200052	2	76	50	1	750	0	200
200052	3	5	50	1	350	0	150
200053	1	8	50	1	900	0	150
200053	2	75	2	2	1900	0	350
200053	3	130	1	41	450	0	150
200053	4	5	1	41	400	0	100
200054	1	20	1.5	2	2000	0	250
200055	1	75	100	1	1000	0	450
200055	2	20	100	1	1200	0	450
200056	1	75	50	1	400	0	0
200056	2	20	150	1	1200	150	0
200056	3	76	1	2	1300	0	0
200057	1	8	1	2	1600	0	450
200057	2	130	3	2	2700	0	700
200057	3	75	1	2	900	0	250
200058	1	5	200	1	1600	0	700
200058	2	76	100	1	2000	0	350
200059	1	5	50	1	400	0	150
200059	2	75	50	1	500	0	750
200059	3	130	50	1	450	0	300
200059	4	8	50	1	800	0	300
200060	1	8	100	1	1900	0	550
200060	2	20	50	1	450	0	250
200060	3	75	150	1	1450	450	560
200061	1	5	25	1	200	0	0
200061	2	76	50	1	1000	0	325
200061	3	75	100	1	1100	0	735
200062	1	75	50	1	450	0	280
200063	1	75	150	1	1500	0	775
200063	2	76	100	1	1900	0	775
200064	1	8	1	2	1600	0	0
200064	2	20	1.5	2	2200	0	500
200064	3	75	1	2	900	0	300
200064	4	5	50	1	400	0	0
200066	1	75	400	1	4000	1000	750
200066	2	76	100	1	2000	1000	375
200067	1	75	200	1	2000	150	550
200067	2	8	50	1	900	0	510
200068	1	130	1.5	2	1600	0	300
200069	1	130	200	1	1200	0	1400
200069	2	76	100	1	1500	0	700
200070	1	5	50	1	300	0	0
200070	2	123	50	1	500	0	0
200071	1	20	150	1	1200	0	0
200071	2	5	2	2	1400	0	0
200071	3	75	2.5	2	1500	200	0
200073	1	75	1000	1	10000	50	1500
200073	2	8	100	1	1600	100	800
200074	1	75	1	2	700	150	0
200076	1	75	200	1	2000	0	800
200076	2	20	200	1	1800	0	400
200076	3	8	50	1	850	0	400
200077	1	8	1	2	1600	0	250
200078	1	75	200	1	1800	0	2000
200078	2	10	2500	1	20000	20000	5000
200080	1	130	100	1	900	0	1000
200080	2	75	100	1	1000	0	800
200080	3	76	50	1	800	0	300
200080	4	21	100	1	1200	0	300
200081	1	8	70	1	900	0	150
200081	2	75	2	2	1800	0	300
200081	3	130	1.29999995231628	2	1300	0	200
200083	1	75	1	2	850	0	350
200083	2	8	25	1	400	0	120
200083	3	130	50	1	400	0	120
200086	1	75	200	1	1600	0	1400
200086	2	64	100	2	600	0	0
200087	1	75	150	1	1400	0	800
200088	1	75	250	1	2250	0	1100
200088	2	76	25	1	350	0	280
200088	3	64	50	1	250	0	0
200089	1	20	2	2	3200	0	300
200089	2	75	1	2	900	0	200
200090	1	76	100	1	1800	0	375
200090	2	75	100	1	1000	0	400
200090	3	20	200	1	1600	0	300
200090	4	130	150	1	1200	0	400
200090	5	15	25	1	550	0	0
200091	1	75	100	2	1100	0	700
200091	2	20	100	1	1200	0	750
200091	3	130	50	1	500	0	400
200091	4	7	20	1	1000	0	300
200091	5	33	100	2	600	400	0
200092	1	20	1.5	2	1050	150	200
200092	2	5	50	1	300	0	0
200092	3	15	50	1	600	150	0
200093	1	75	100	1	950	0	300
200093	2	20	50	1	720	0	200
200093	3	76	150	1	2250	0	600
200094	1	75	50	1	400	0	0
200094	2	76	50	1	600	0	0
200094	3	15	1	2	1300	200	0
200094	4	20	2	2	1600	400	0
200095	1	75	2	2	1800	0	300
200095	2	20	1	2	1350	0	250
200095	3	8	50	1	900	0	150
200095	4	5	50	1	350	0	60
200095	5	25	5	2	1500	1500	500
200095	6	51	1	2	700	700	100
200095	7	96	50	1	800	0	0
200096	1	8	50	1	800	0	150
200096	2	75	2	2	1800	0	250
200096	3	20	1	2	1500	0	150
200096	4	130	75	1	700	0	150
200097	1	20	250	1	2000	0	600
200097	2	75	200	1	2000	0	600
200098	1	76	50	1	900	0	700
200098	2	75	50	1	600	0	200
200098	3	20	50	2	400	0	100
200098	4	45	200	1	4000	4000	1300
200098	5	51	200	1	4000	4000	1500
200098	6	33	70	1	700	700	280
200098	7	7	150	1	4200	1200	700
200099	1	20	2.5	2	2000	100	0
200099	2	75	2	2	1800	200	0
200099	3	76	1	2	1400	300	0
200099	4	123	25	1	300	0	0
200100	1	8	50	1	800	0	800
200100	2	20	100	1	0	0	750
200100	3	75	100	1	900	0	750
