CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5
70025	3	1	5	2001	9999	7	1
70026	1	21	11	2007	2008	4	70
70026	2	18	6	2003	9999	5	70
70026	3	1	5	1999	9999	1	1
70027	1	5	13	2003	9999	1	2
70027	2	18	6	1995	9999	1	70
70028	1	3	38	2000	9999	5	80
70028	2	4	38	2000	9999	5	80
70028	3	17	35	2006	9999	1	6
70028	4	18	6	2002	9999	5	70
70029	1	21	32	2008	9999	7	70
70030	1	1	5	1998	9999	2	2
70031	1	5	13	2005	9999	1	16
70031	2	18	6	-77	9999	1	70
70031	3	21	11	2007	2007	5	1
70032	1	1	5	2000	9999	2	1
70033	1	18	6	1999	9999	2	70
70033	2	22	60	2008	2008	2	70
70033	3	21	11	2007	2007	2	70
70034	1	7	6	2002	9999	7	80
70034	2	8	6	2002	9999	7	2
70034	3	11	6	2002	9999	5	2
70034	4	13	5	2007	2007	1	2
70034	5	18	6	2004	9999	4	70
70034	6	25	6	2002	9999	5	2
70035	1	6	38	2000	9999	8	70
70036	1	1	5	2000	9999	5	2
70038	1	1	1	1986	9999	1	1
70038	2	18	6	2005	9999	1	70
70038	3	24	6	2003	9999	1	2
70041	1	7	6	1998	9999	5	80
70041	2	8	6	1998	9999	5	2
70041	3	13	6	2000	9999	7	80
70042	1	1	5	2007	2007	2	70
70042	2	24	29	2001	9999	7	2
70042	3	18	6	1997	9999	6	70
70043	1	1	5	1995	9999	2	70
70044	1	1	5	1985	9999	6	19
70044	2	15	38	2001	9999	5	80
70044	3	18	6	2002	9999	2	80
70045	1	1	5	2002	9999	1	1
70045	2	7	6	2000	9999	6	80
70045	3	8	6	2003	9999	1	2
70045	4	11	6	2000	9999	6	80
70045	5	18	6	2002	9999	1	80
70046	1	8	6	1997	9999	7	2
70046	2	18	6	2000	9999	6	70
70047	1	1	5	1990	9999	1	70
70048	1	1	5	2002	9999	2	4
70049	1	1	6	2002	9999	2	1
70050	1	1	5	1984	9999	1	70
70050	2	5	13	2006	9999	1	2
70050	3	7	6	1997	9999	7	2
70050	4	11	6	1997	9999	7	2
70050	5	18	6	2000	9999	4	70
70051	1	1	5	1975	9999	1	70
70051	2	18	6	2002	9999	7	70
70052	1	18	6	2004	9999	7	70
70054	1	18	6	2002	9999	2	70
70054	2	8	6	2000	9999	5	21
70054	3	5	13	2005	9999	1	21
70056	1	1	5	1985	9999	7	1
70056	2	5	13	2007	2008	1	1
70057	1	1	5	2003	9999	2	1
70058	1	1	5	1995	2007	5	0
70060	1	5	60	2007	9999	1	1
70060	2	8	6	2003	9999	7	2
70060	3	7	6	2003	9999	7	2
70060	4	11	6	2003	9999	7	2
70060	5	18	6	1998	9999	5	70
70061	1	18	6	-77	9999	1	70
70061	2	24	6	2005	2008	5	2
70061	3	22	60	2007	2007	2	80
70062	1	1	5	2002	9999	7	70
70063	1	5	13	2005	9999	1	2
70063	2	7	6	2004	9999	2	80
70063	3	11	6	2004	9999	2	80
70063	4	8	6	1998	9999	7	2
70063	5	18	6	2005	9999	2	80
70063	6	13	5	2007	2007	1	2
70064	1	1	5	2002	9999	2	1
70065	1	1	1	1998	9999	6	2
70065	2	18	6	1995	9999	2	2
70065	3	8	6	1995	9999	2	2
70065	4	7	6	2002	9999	1	2
70065	5	11	6	2002	9999	1	2
70065	6	13	5	1995	9999	1	2
70067	1	18	6	-77	9999	7	70
70067	2	5	13	2007	9999	9	1
70067	3	8	6	2006	9999	5	2
70068	1	1	5	2004	9999	2	1
70069	1	5	13	2008	9999	1	1
70069	2	1	5	2000	9999	1	70
70070	1	1	5	2005	9999	7	1
70070	2	7	6	2005	9999	1	2
70070	3	8	6	2007	9999	2	2
70070	4	11	6	2005	9999	1	2
70070	5	18	6	2005	9999	4	70
70070	6	10	5	2007	2007	1	1
70071	1	8	6	2005	9999	7	2
70071	2	18	6	2002	9999	5	70
70073	1	5	13	2006	9999	1	2
70073	2	8	6	2002	9999	5	2
70073	3	18	6	2005	9999	2	70
70074	1	1	5	2002	9999	2	1
70075	1	1	5	2004	9999	2	1
70076	1	3	38	2006	9999	9	70
70078	1	19	11	2007	9999	7	0
70078	2	18	6	2000	9999	5	70
70079	1	1	5	2001	9999	7	6
70079	2	8	6	2003	9999	5	70
70079	3	18	6	2002	9999	5	70
70079	4	5	13	2005	9999	4	70
70080	1	1	5	2008	9999	2	70
70081	1	1	5	2000	2007	1	70
70082	1	1	5	1998	9999	1	70
70082	2	13	5	2005	2006	7	7
70083	1	5	13	2006	9999	1	2
70083	2	8	6	1998	9999	5	2
70083	3	7	6	2005	9999	5	2
70083	4	18	6	2003	9999	5	80
70084	1	1	5	2000	9999	1	70
70085	1	18	6	-77	9999	7	70
70086	1	18	6	1999	9999	6	70
70087	1	15	38	1998	9999	5	70
70087	2	18	6	2002	9999	5	70
70088	1	1	1	2008	2008	2	70
70089	1	1	5	1990	9999	8	70
70090	1	1	13	1990	9999	7	1
70090	2	5	13	1995	9999	1	1
70091	1	1	5	1985	9999	1	70
70092	1	25	38	2005	9999	8	70
70092	2	5	13	2006	9999	1	2
70094	1	1	1	1995	9999	1	70
70094	2	5	13	2004	9999	1	2
70094	3	18	6	2004	9999	5	70
70094	4	8	6	2004	9999	5	2
70094	5	7	6	2003	9999	8	2
70096	1	15	38	2003	9999	6	1
70096	2	8	6	2000	9999	5	2
70098	1	1	5	2004	9999	2	1
70099	1	1	5	2002	9999	2	1
70100	1	1	5	2002	9999	2	80
80001	1	3	38	2005	9999	6	70
80001	2	21	32	2008	9999	7	70
80001	3	1	5	2000	9999	1	70
80002	1	21	32	2008	9999	7	70
80003	1	18	6	1998	9999	5	70
80003	2	21	32	2008	9999	7	70
80003	3	1	5	1995	9999	5	70
80003	4	10	50	2002	9999	6	80
80003	5	5	13	2007	9999	7	2
80004	1	1	5	2002	9999	1	70
80004	2	3	38	2002	9999	6	70
80004	3	21	32	2008	9999	7	70
80005	1	1	5	2000	9999	1	70
80005	2	21	32	2008	9999	7	70
80006	1	1	5	1998	9999	1	70
80006	2	18	6	2005	9999	6	70
80006	3	21	32	2008	9999	7	70
80007	1	1	5	1996	9999	5	70
80007	2	8	6	1999	9999	5	2
80007	3	18	6	1999	9999	5	70
80007	4	21	32	2008	9999	7	70
80008	1	1	5	1996	9999	5	70
80008	2	18	6	1999	9999	5	70
80008	3	8	6	1999	9999	5	2
80008	4	21	32	2008	9999	7	70
80009	1	21	32	2008	9999	7	70
80009	2	5	13	2008	9999	1	3
80009	3	3	38	2004	9999	6	70
80010	1	1	5	1999	9999	1	70
80010	2	18	6	2003	9999	6	70
80010	3	3	38	2003	9999	7	70
80010	4	21	32	2008	9999	7	70
80010	5	8	6	2005	9999	5	2
80011	1	1	5	2000	9999	1	70
80011	2	3	38	2003	9999	5	70
80011	3	21	32	2008	9999	7	70
80012	1	1	5	1998	9999	5	70
80012	2	8	6	1998	9999	5	2
80012	3	21	32	2008	9999	7	70
80012	4	5	13	2006	2008	1	2
80012	5	18	6	1999	9999	5	70
80013	1	1	5	1998	9999	1	70
80013	2	18	6	2002	9999	5	70
80013	3	3	38	2003	2008	7	70
80013	4	5	58	2007	9999	1	2
80013	5	21	32	2008	9999	7	70
80013	6	8	6	2007	9999	5	2
80014	1	1	5	1994	9999	6	70
80014	2	21	32	2008	9999	7	70
80014	3	18	6	1999	9999	5	70
80015	1	1	5	1996	9999	4	70
80015	2	8	6	1999	9999	6	2
80015	3	18	6	1999	9999	5	70
80015	4	5	13	1996	9999	7	1
80015	5	21	32	2008	9999	7	70
80016	1	1	5	1996	9999	4	70
80016	2	8	6	1999	9999	5	2
80016	3	18	6	1999	9999	5	70
80016	4	21	32	2008	9999	7	70
80016	5	5	13	2000	2008	7	2
80017	1	1	5	1992	9999	6	70
80017	2	21	32	2008	9999	7	70
80017	3	8	6	2007	9999	5	2
80017	4	18	6	1999	9999	5	70
80017	5	5	13	2007	9999	1	1
80018	1	1	5	1995	9999	4	70
80018	2	18	6	1999	9999	5	70
80018	3	8	6	1999	9999	5	5
80018	4	21	32	2008	9999	7	70
80019	1	1	5	1994	9999	6	70
80019	2	21	32	2008	9999	7	70
80019	3	8	6	2004	9999	7	2
80019	4	18	6	2000	9999	6	70
80020	1	1	5	1999	9999	1	70
80020	2	21	32	2008	9999	7	70
80020	3	5	13	2004	9999	1	80
80021	1	1	5	1990	9999	4	70
80021	2	18	6	1999	9999	5	70
80021	3	21	32	2008	9999	7	70
80021	4	14	35	1996	9999	7	1
80022	1	1	5	2002	9999	1	2
80022	2	5	13	2003	9999	1	2
80022	3	21	32	2008	9999	7	70
80022	4	3	38	2000	2008	6	70
80023	1	1	5	2005	9999	1	70
80023	2	3	38	2004	9999	6	70
80023	3	21	32	2008	9999	7	70
80023	4	5	13	2006	9999	1	1
80024	1	1	5	1999	9999	1	1
80024	2	18	6	2003	9999	6	70
80024	3	3	38	2001	9999	7	70
80024	4	21	32	2008	9999	7	70
80025	1	1	5	1999	9999	1	70
80025	2	18	6	2003	9999	7	70
80025	3	3	38	1999	9999	7	70
80025	4	21	32	2008	9999	7	70
80027	1	1	5	1994	9999	6	70
80027	2	3	38	2002	9999	6	70
80027	3	4	38	2002	9999	6	70
80027	4	21	32	2008	9999	7	70
80027	5	18	6	1999	9999	6	70
80028	1	1	5	1994	9999	6	70
80028	2	21	32	2008	9999	7	70
80028	3	18	6	2000	9999	6	70
80028	4	3	38	2002	2008	6	70
80028	5	4	38	2002	2008	6	70
80029	1	1	5	1995	9999	5	70
80029	2	3	38	1997	9999	6	70
80029	3	4	38	1997	9999	6	70
80029	4	21	32	2008	9999	7	70
80029	5	18	6	2000	9999	5	70
80029	6	8	6	1997	9999	5	2
80030	1	1	5	1996	9999	1	70
80030	2	18	6	2003	9999	7	70
80030	3	21	32	2008	9999	7	70
80030	4	5	58	2007	9999	1	2
80031	1	1	5	1994	9999	6	70
80031	2	21	32	2008	9999	7	70
80031	3	18	6	1999	9999	6	70
80032	1	1	5	1999	9999	1	70
80032	2	3	38	2004	9999	6	70
80032	3	21	32	2008	9999	7	70
80032	4	5	13	2004	9999	1	2
80033	1	1	5	1994	9999	6	70
80033	2	21	32	2008	9999	7	70
80033	3	18	6	1999	9999	6	70
80034	1	1	5	1995	9999	5	70
80034	2	8	6	1999	9999	5	2
80034	3	18	6	2000	9999	5	70
80034	4	21	32	2008	9999	7	70
80035	1	1	5	1996	9999	1	70
80035	2	18	6	2005	9999	4	70
80036	1	18	6	2002	9999	1	70
80036	2	1	5	2000	9999	1	70
80036	3	3	38	1999	9999	7	70
80036	4	21	32	2008	9999	7	70
80036	5	5	13	2007	9999	1	4
80037	1	1	5	2002	9999	1	70
80037	2	21	32	2008	9999	7	70
80037	3	5	13	2007	9999	1	70
80038	1	1	5	2006	9999	1	70
80038	2	21	32	2008	9999	7	70
80039	1	21	32	2005	9999	7	70
80040	1	1	5	1994	9999	5	70
80040	2	8	6	1999	9999	5	2
80040	3	18	6	1999	9999	5	70
80040	4	21	32	2008	9999	7	70
80041	1	1	5	2008	9999	4	80
80041	2	18	6	2008	9999	6	70
80041	3	21	32	2008	9999	7	70
80042	1	1	5	1996	9999	6	70
80042	2	18	6	1999	9999	6	70
80042	3	3	38	2001	9999	6	70
80042	4	4	38	2001	9999	6	70
80042	5	21	32	2008	9999	7	70
80043	1	1	5	1994	9999	6	70
80043	2	8	6	1995	9999	5	2
80043	3	21	32	2008	9999	7	70
80043	4	18	6	1999	9999	6	70
80043	5	5	13	2005	9999	1	2
80043	6	1	50	2008	9999	1	70
80045	1	1	5	1999	9999	1	70
80045	2	18	6	2002	9999	7	70
80045	3	3	38	2001	9999	7	70
80045	4	21	32	2008	9999	7	70
80045	5	5	13	2007	9999	1	70
80046	1	1	5	1994	9999	6	70
80046	2	3	38	1998	9999	6	80
80046	3	4	38	1998	9999	6	80
80046	4	21	32	2008	9999	7	70
80046	5	8	6	2003	9999	5	2
80046	6	18	6	1999	9999	6	70
80046	7	5	13	2007	9999	1	2
80047	1	1	5	1998	9999	1	70
80047	2	18	6	2003	9999	7	70
80047	3	3	38	1998	9999	6	70
80047	4	21	32	2008	9999	7	70
80047	5	8	6	2005	9999	5	2
80049	1	1	5	2000	9999	1	70
80049	2	5	50	2005	9999	1	2
80049	3	21	32	2008	9999	7	70
80050	1	8	6	2000	9999	5	3
80050	2	18	6	2000	9999	5	70
80050	3	3	38	2000	9999	6	70
80050	4	21	32	2008	9999	7	70
80051	1	8	6	1990	9999	5	2
80051	2	18	6	1999	9999	6	70
80051	3	21	32	2008	9999	7	70
80051	4	5	13	2007	9999	7	2
80052	1	1	5	1994	9999	6	70
80052	2	21	32	2008	9999	7	80
80052	3	8	6	2007	9999	5	2
80052	4	18	6	1999	9999	6	70
80052	5	3	38	2001	2007	6	80
80052	6	4	38	2001	2007	6	80
80053	1	1	5	1996	9999	5	70
80053	2	8	6	1999	9999	5	2
80053	3	18	6	1999	9999	5	70
80053	4	21	32	2008	9999	7	70
80053	5	5	58	1996	9999	7	2
80054	1	1	5	1994	9999	6	70
80054	2	18	6	1999	9999	5	70
80054	3	8	6	2000	9999	5	2
80054	4	21	32	2008	9999	7	70
80054	5	5	13	2007	9999	7	2
80055	1	1	5	1999	9999	1	70
80055	2	18	6	2003	9999	5	70
80055	3	8	6	2005	9999	5	2
80055	4	3	38	1999	9999	7	70
80055	5	21	32	2008	9999	7	70
80056	1	21	32	2008	9999	7	70
80057	1	1	5	1996	9999	5	70
80057	2	8	6	2000	9999	5	2
80057	3	21	32	2008	9999	7	70
80058	1	1	5	1999	9999	1	70
80058	2	18	6	2003	9999	7	70
80058	3	21	32	2008	9999	7	70
80059	1	1	5	1996	9999	5	70
80059	2	18	6	1999	9999	4	70
80059	3	3	38	1997	9999	7	70
80059	4	21	32	2008	9999	7	70
80060	1	1	5	2002	9999	1	70
80060	2	3	38	2004	9999	6	70
80060	3	21	32	2008	9999	7	70
80060	4	5	13	2005	9999	1	70
80061	1	1	5	1996	9999	4	70
80061	2	8	6	1998	9999	5	2
80061	3	18	6	1998	9999	5	70
80061	4	21	32	2008	9999	7	70
80062	1	1	5	1996	9999	5	70
80062	2	18	6	1999	9999	4	70
80062	3	8	6	1999	9999	5	2
80062	4	3	38	1997	9999	7	70
80062	5	4	38	1997	9999	6	70
80062	6	21	32	2008	9999	7	70
80063	1	1	5	1998	9999	1	70
80063	2	18	6	2003	9999	1	70
80063	3	21	32	2008	9999	7	70
80063	5	3	38	2002	2007	5	70
80065	1	1	5	1994	9999	5	70
80065	2	21	32	2008	9999	7	70
80065	3	3	38	1998	2008	6	80
80065	4	4	38	1998	2008	6	80
80065	5	18	6	1999	9999	6	70
80065	6	8	6	1998	9999	5	2
80066	1	1	5	1996	9999	5	70
80066	2	8	6	1999	9999	5	2
80066	3	21	32	2008	9999	7	70
80066	4	5	13	2004	2006	7	2
80066	5	4	38	2002	9999	7	70
80066	6	18	6	1999	9999	6	70
80067	1	18	6	2005	9999	7	70
80067	2	21	32	2008	9999	7	70
80067	3	3	38	1999	2007	7	70
80068	1	21	32	2008	9999	7	70
80068	2	25	6	2008	9999	7	0
80069	1	1	5	2000	9999	1	70
80069	2	21	32	2008	9999	7	70
80069	3	5	58	2004	9999	7	2
80070	1	1	5	1996	9999	5	70
80070	2	21	32	2008	9999	7	70
80070	3	3	38	1997	9999	6	80
80070	4	4	38	1997	9999	6	80
80070	5	18	6	1998	9999	5	70
80070	6	8	6	2004	9999	5	4
80071	1	3	38	2000	9999	6	70
80071	2	21	32	2008	9999	7	70
80072	1	1	5	1994	9999	5	70
80072	2	21	32	2008	9999	7	80
80072	3	18	6	1999	9999	5	70
80072	4	5	13	2007	9999	1	2
80073	1	1	5	2009	9999	1	70
80073	2	21	32	2008	9999	7	70
80074	1	1	5	2000	9999	1	70
80074	2	21	32	2008	9999	7	70
80075	1	21	32	2008	9999	7	70
80075	2	8	6	2000	9999	1	2
80076	1	1	5	2000	9999	1	70
80076	2	3	38	2000	9999	6	70
80076	3	21	32	2008	9999	7	70
80076	4	5	13	2006	9999	1	70
80078	1	1	5	1999	9999	1	70
80078	2	18	6	2003	9999	7	70
80078	3	3	38	2000	2006	7	70
80078	4	21	32	2008	9999	7	70
80079	1	1	5	2002	9999	1	70
80079	2	5	13	2004	9999	1	2
80079	3	21	32	2008	9999	7	70
80079	4	3	38	2003	2008	6	70
80080	1	1	5	1999	9999	1	70
80080	2	18	6	1998	9999	7	70
80080	3	5	58	2006	9999	1	2
80080	4	3	38	2003	2007	7	70
80080	5	21	32	2008	9999	7	70
80081	1	1	5	2000	9999	1	70
80081	2	18	6	2000	9999	4	70
80081	3	3	38	2002	2007	7	70
80081	4	21	32	2008	9999	7	70
80082	1	1	5	1999	9999	1	70
80082	2	18	6	2003	9999	3	70
80082	3	8	6	2001	9999	5	2
80082	4	21	32	2008	9999	7	70
80083	1	1	5	2002	9999	1	70
80083	2	3	38	1999	2008	7	70
80083	3	21	32	2008	9999	7	70
80084	1	1	5	1996	9999	5	70
80084	2	21	32	2008	9999	7	80
80084	3	3	38	1997	9999	6	80
80084	4	4	38	1997	9999	6	80
80084	5	18	6	1999	9999	5	70
80085	1	1	5	2000	9999	1	70
80085	2	21	32	2008	9999	7	70
80085	3	3	38	2002	9999	6	70
80085	4	5	13	2007	2008	1	70
80086	1	1	5	1999	9999	1	70
80086	2	18	6	2002	9999	6	70
80086	3	21	32	2008	9999	7	70
80086	4	15	38	2000	9999	7	70
80087	1	1	5	2000	9999	1	70
80087	2	21	32	2008	9999	7	70
80087	3	3	38	2004	9999	6	70
80088	1	1	5	2002	9999	1	70
80088	2	3	38	2008	2008	6	70
80088	3	21	32	2008	9999	7	70
80089	1	1	5	1994	9999	5	70
80089	2	21	32	2008	9999	7	70
80089	3	18	6	1999	9999	6	70
80089	4	5	13	2002	9999	1	2
80090	1	5	13	2008	9999	1	2
80090	2	21	32	2008	9999	7	70
80091	1	1	5	1992	9999	6	70
80091	2	3	38	2003	9999	6	70
80091	3	4	38	2003	9999	6	70
80091	4	21	32	2008	9999	7	70
80091	5	5	13	2007	9999	1	2
80091	6	18	6	1999	9999	6	70
80092	1	1	5	2006	9999	1	70
80092	2	8	6	1992	9999	5	2
80092	3	18	6	2002	9999	5	70
80092	4	21	32	2008	9999	7	70
80093	1	1	5	1994	9999	5	70
80093	2	3	38	1997	9999	6	70
80093	3	4	38	1997	9999	6	70
80093	4	21	32	2008	9999	7	70
80093	5	18	6	1999	9999	5	70
80094	1	1	5	1996	9999	5	70
80094	2	18	6	1999	9999	5	70
80094	3	21	32	2008	9999	7	70
80094	4	10	50	2000	9999	7	7
80095	1	18	6	1999	9999	5	70
80095	2	21	32	2008	9999	7	70
80095	3	10	50	1999	9999	7	1
80095	4	1	5	1996	9999	4	70
80096	1	1	5	2002	9999	1	70
80096	2	3	38	2004	9999	6	70
80096	3	21	32	2008	9999	7	70
80096	4	5	58	2006	9999	1	2
80097	1	1	5	1996	9999	5	70
80097	2	21	32	2008	9999	7	70
80097	3	3	38	1997	2007	6	80
80097	4	4	38	1997	2007	6	80
80097	5	18	6	1999	9999	5	70
80097	6	8	6	2001	2006	5	2
80097	7	5	13	2006	9999	1	2
80098	1	1	5	1996	9999	5	70
80098	2	3	38	1997	2007	6	80
80098	3	4	38	1997	2007	6	80
80098	4	21	32	2008	9999	7	70
80098	5	18	6	1999	9999	5	70
80099	1	1	5	2000	9999	1	70
80099	2	21	32	2008	9999	7	70
80099	3	5	13	2008	9999	1	2
80100	1	1	5	2000	9999	1	70
80100	2	18	6	2003	9999	6	70
80100	3	3	38	2004	9999	7	70
80100	4	21	32	2008	9999	7	70
90001	1	1	5	1997	9999	1	70
90001	2	5	13	1995	9999	1	80
90001	3	21	32	2003	9999	6	70
90002	1	1	5	1996	9999	6	70
90002	2	8	6	1999	9999	5	2
90002	3	18	6	1999	9999	5	70
90002	4	5	13	2000	9999	7	2
90002	5	21	32	2008	9999	7	70
90003	1	1	5	1998	9999	1	70
90003	2	18	6	2002	9999	4	70
90003	3	5	13	2007	9999	1	1
90003	4	21	32	2008	9999	7	70
90004	1	1	5	1998	9999	5	70
90004	2	8	6	2001	9999	5	2
90004	3	21	32	2008	9999	7	70
90004	4	4	38	2002	9999	6	70
90004	5	18	6	1998	9999	7	70
90005	1	21	32	2008	9999	7	70
90005	2	1	5	1988	9999	7	70
90005	3	8	6	1998	9999	7	2
90005	4	11	6	1995	9999	1	80
90006	1	1	5	2000	9999	1	70
90006	2	5	13	2000	9999	1	80
90006	3	21	32	2008	9999	7	70
90007	1	1	5	1996	9999	5	70
90007	2	8	6	2008	9999	5	18
90007	3	21	32	2008	9999	7	70
90008	1	21	32	2008	9999	7	70
90008	2	1	5	1996	9999	1	70
90008	3	5	13	2007	9999	1	2
90009	1	8	6	2000	9999	5	17
90009	2	18	6	2000	9999	6	70
90010	1	1	5	1996	9999	1	70
90010	2	5	13	2000	9999	1	80
90010	3	21	32	2008	9999	7	70
90011	1	1	5	2004	9999	1	70
90011	2	17	35	2004	9999	1	80
90011	3	21	32	2008	9999	7	70
90011	4	5	13	2007	9999	1	80
90011	5	4	38	2000	9999	6	70
90012	1	1	5	2000	9999	1	70
90012	2	21	32	2008	9999	7	70
90012	3	8	6	2001	9999	5	70
90013	1	1	5	1994	9999	5	70
90013	2	4	38	1996	9999	6	70
90013	3	18	6	1999	9999	6	70
90014	1	18	6	2000	9999	5	70
90014	2	8	6	2000	9999	5	10
90015	1	8	6	2002	9999	5	2
90015	2	21	32	2008	9999	7	70
90015	3	5	13	2000	9999	7	2
90016	1	1	5	1996	9999	1	70
90016	2	18	6	2005	9999	1	70
90016	3	8	6	1995	9999	5	2
90016	4	21	32	2008	9999	7	70
90017	1	1	5	1998	9999	1	70
90017	2	18	6	2002	9999	1	70
90017	3	8	6	2000	9999	9	16
90017	4	21	32	2008	9999	7	70
90018	1	21	32	2008	9999	7	70
90018	2	5	13	2008	9999	1	2
90019	1	1	5	1994	9999	5	70
90019	2	18	6	1998	9999	6	70
90019	3	21	32	2008	9999	7	80
90019	4	8	6	1998	9999	5	2
90020	1	1	5	1992	9999	6	70
90020	2	5	13	2001	2006	1	2
90020	3	8	6	1995	9999	5	2
90020	4	18	6	1996	9999	7	70
90020	5	21	32	2008	9999	7	70
90021	1	1	5	1996	9999	6	70
90021	2	5	13	2004	9999	7	2
90021	3	21	32	2008	9999	7	70
90021	4	18	6	1998	9999	7	70
90022	1	1	5	1998	9999	1	70
90022	2	18	6	2003	9999	3	70
90022	3	5	13	1996	9999	1	2
90022	4	8	6	1998	9999	9	2
90022	5	21	32	2008	9999	7	70
90024	1	1	5	2000	9999	1	70
90024	2	18	6	2000	9999	7	70
90024	3	8	6	1999	9999	5	2
90024	4	21	32	2008	9999	7	70
90024	5	5	58	2008	9999	1	2
90025	1	1	5	1992	9999	6	70
90025	2	18	6	1998	9999	2	70
90025	3	21	32	2008	9999	7	70
90025	4	8	6	2000	9999	5	2
90025	5	5	13	2006	2008	1	2
90026	1	1	5	1998	9999	3	70
90026	2	8	6	1998	9999	4	2
90026	3	5	13	2003	9999	6	2
90026	4	21	32	2008	9999	7	70
90027	1	1	5	1999	9999	1	70
90027	2	21	32	2008	9999	7	70
90027	3	5	13	2007	9999	1	2
90027	4	5	39	2008	9999	1	80
90027	5	17	35	2000	9999	1	70
90028	1	1	5	1996	9999	6	70
90028	2	21	32	2008	9999	7	70
90028	3	8	6	2007	9999	5	3
90028	4	4	38	2008	9999	6	70
90028	5	18	6	1998	9999	6	70
90028	6	5	13	2007	9999	1	3
90030	1	1	5	1997	9999	1	70
90030	2	18	6	2000	9999	5	70
90030	3	8	6	1999	9999	5	2
90030	4	5	13	2000	9999	1	2
90030	5	21	32	2008	9999	7	70
90031	1	1	5	1994	9999	6	70
90031	2	18	6	1999	9999	6	70
90031	3	21	32	2008	9999	7	70
90031	4	5	13	1996	2006	1	4
90033	1	1	5	1999	9999	1	70
90033	2	8	6	1994	9999	1	2
90033	3	21	32	2008	9999	7	70
90033	4	5	58	2007	9999	1	80
90033	5	5	13	2007	9999	1	80
90034	1	1	5	1997	9999	1	70
90034	2	18	6	2000	9999	7	70
90034	3	5	13	1998	9999	1	2
90034	4	21	32	2008	9999	7	70
90035	1	1	5	2000	9999	1	70
90035	2	5	13	2007	9999	1	80
90035	3	8	6	1997	9999	5	3
90035	4	21	32	2008	9999	7	70
90036	1	1	5	1992	9999	6	70
90036	2	8	6	2002	2007	5	2
90036	3	18	6	1994	9999	8	70
90036	4	21	32	2008	9999	7	70
90036	5	4	38	2002	2007	7	70
90037	1	1	6	1994	9999	5	70
90037	2	21	6	2008	9999	7	70
90037	3	8	6	2007	9999	9	2
90037	4	18	6	1999	9999	6	70
90037	5	5	13	2006	9999	1	2
90037	6	4	38	2003	2008	6	70
90038	1	21	32	2008	9999	7	70
90038	2	8	6	2000	9999	5	4
90039	1	1	5	1996	9999	1	70
90039	2	8	6	2000	9999	6	2
90039	3	21	32	2008	9999	7	70
90039	4	4	38	2005	2008	6	70
90039	5	5	13	2007	9999	1	80
90040	1	1	5	1994	9999	6	70
90040	2	18	6	1998	9999	5	70
90040	3	21	32	2008	9999	7	70
90041	1	1	5	1996	9999	6	70
90041	2	8	6	1999	9999	5	2
90041	3	21	32	2008	9999	7	70
90041	4	18	6	1999	9999	5	70
90042	1	1	5	1998	9999	1	70
90042	2	18	6	1998	9999	2	70
90042	3	21	32	2008	9999	7	70
90042	4	5	13	2008	9999	1	1
90043	1	1	5	1994	9999	5	70
90043	2	21	32	2008	9999	7	70
90043	3	8	6	1998	9999	5	3
90043	4	18	6	1997	9999	6	70
90043	5	5	13	2001	9999	1	2
90044	1	1	5	1994	9999	5	70
90044	2	8	6	1996	9999	5	2
90044	3	21	32	2008	9999	7	70
90044	4	18	6	1998	9999	6	70
90044	5	5	13	2006	2007	1	1
90044	6	4	38	2003	2008	6	70
90045	1	1	5	1996	9999	1	70
90045	2	8	6	1998	9999	5	3
90045	3	5	13	2000	9999	7	1
90045	4	21	32	2008	9999	7	70
90046	1	1	5	1996	9999	2	70
90046	2	8	6	1998	9999	5	2
90046	3	15	38	2007	9999	6	70
90046	4	21	32	2008	9999	7	70
90047	1	21	32	2008	9999	7	70
90047	2	5	13	1990	9999	1	1
90047	3	15	38	2000	2006	6	70
90048	1	1	5	1997	9999	1	70
90048	2	8	6	2000	9999	7	2
90048	3	21	32	2008	9999	7	70
90048	4	15	38	1998	9999	6	70
90049	1	18	6	1999	9999	6	70
90049	2	1	5	1986	9999	3	70
90049	3	8	6	1999	9999	5	2
90049	4	21	32	1999	9999	7	70
90049	5	5	13	2004	9999	7	2
90049	6	21	32	2008	9999	7	70
90050	1	1	5	1998	9999	1	70
90050	2	18	6	1999	9999	5	70
90050	3	8	6	1999	9999	5	2
90050	4	21	32	2008	9999	7	70
90051	1	1	5	1996	9999	7	70
90051	2	8	6	1998	9999	6	2
90051	3	21	32	2008	9999	7	70
90051	4	5	13	2001	2008	7	2
90052	1	1	5	1998	9999	1	70
90052	2	21	32	2008	9999	7	70
90052	3	5	13	2007	9999	1	80
90053	1	1	5	1986	9999	3	70
90053	2	5	13	1995	2007	7	2
90053	3	8	6	1998	9999	5	2
90053	4	21	32	2008	9999	7	70
90054	1	1	5	1996	9999	3	70
90054	2	8	6	1999	9999	5	3
90054	3	18	6	1999	9999	5	70
90054	4	21	32	2008	9999	7	70
90055	1	1	5	1994	9999	7	70
90055	2	21	32	2008	9999	7	80
90055	3	18	6	1998	9999	6	70
90055	4	4	38	1999	9999	7	80
90055	5	5	13	1997	9999	1	2
90055	6	8	6	2008	9999	5	2
90056	1	1	5	1996	9999	5	70
90056	2	7	6	1990	9999	6	70
