CHILDCODE	ASSTIDR4	ASSETR5	TOTASSR5	ASACTR5	NMOWNR5	VLASTR5
70097	2	4	1	11	1	200
70097	3	88	 	 	 	 
70098	1	1	5	11	5	200
70098	2	4	1	11	1	70
70098	3	88	 	 	 	 
70099	1	1	6	11	6	250
70099	2	4	1	11	1	100
70099	3	88	 	 	 	 
70100	1	1	5	11	5	200
70100	2	4	1	11	1	100
70100	3	88	 	 	 	 
80001	1	1	3	11	3	320
80001	2	15	1	12	1	300
80001	3	88	 	 	 	 
80002	1	40	1	30	1	20000
80002	2	4	1	11	0	 
80002	3	1	1	11	0	 
80003	1	1	2	11	2	2000
80003	2	4	2	11	2	190
80003	3	8	2	11	2	170
80004	1	1	3	11	3	85
80004	2	88	 	 	 	 
80004	3	88	 	 	 	 
80005	1	1	2	11	2	120
80005	2	88	 	 	 	 
80005	3	88	 	 	 	 
80006	1	4	1	11	1	400
80006	2	1	5	11	5	300
80006	3	88	 	 	 	 
80007	1	2	1	24	1	6300
80007	2	1	2	11	2	185
80007	3	4	2	11	2	120
80008	1	1	2	11	2	250
80008	2	8	2	11	2	180
80008	3	4	1	11	1	100
80009	1	1	2	11	2	100
80009	2	88	 	 	 	 
80009	3	88	 	 	 	 
80010	1	4	1	11	1	500
80010	2	1	4	11	4	200
80010	3	40	1	30	0	 
80011	1	1	1	11	1	100
80011	2	4	1	11	1	50
80011	3	88	 	 	 	 
80012	1	4	2	11	1	600
80012	2	8	5	11	5	240
80012	3	1	12	11	5	120
80013	1	30	1	11	1	8000
80013	2	3	1	11	1	1000
80013	3	1	14	11	14	1000
80014	1	4	1	11	1	600
80014	2	40	1	30	0	 
80014	3	8	6	11	4	150
80015	1	1	2	11	2	180
80015	2	4	2	11	0	 
80015	3	8	2	11	0	 
80016	1	1	2	11	2	200
80016	2	4	1	11	1	150
80016	3	8	2	11	2	150
80017	1	4	1	11	1	500
80017	2	8	2	11	2	100
80017	3	3	1	11	0	 
80018	1	1	2	11	2	300
80018	2	4	2	11	2	200
80018	3	8	2	11	2	180
80019	1	4	1	11	1	600
80019	2	8	8	11	5	200
80019	3	1	10	11	4	120
80020	1	2	1	11	1	3000
80020	2	1	2	11	2	170
80020	3	4	1	11	1	65
80021	1	2	1	24	1	4000
80021	2	4	2	11	2	200
80021	3	1	1	11	1	100
80022	1	1	2	11	2	120
80022	2	88	 	 	 	 
80022	3	88	 	 	 	 
80023	1	2	1	24	1	5000
80023	2	1	1	11	1	60
80023	3	4	1	11	1	50
80024	1	4	1	11	1	400
80024	2	1	2	11	2	60
80024	3	88	 	 	 	 
80025	1	40	1	30	1	500
80025	2	88	 	 	 	 
80025	3	88	 	 	 	 
80027	1	4	1	11	1	500
80027	2	8	6	11	4	200
80027	3	1	4	11	2	60
80028	1	4	1	11	1	600
80028	2	8	10	11	6	300
80028	3	1	10	11	3	75
80029	1	4	1	11	1	600
80029	2	8	6	11	4	200
80029	3	1	5	11	2	60
80030	1	4	1	11	1	450
80030	2	1	3	11	3	100
80030	3	88	 	 	 	 
80031	1	5	1	11	1	6000
80031	2	4	1	11	1	600
80031	3	8	8	11	5	300
80032	1	1	2	11	2	300
80032	2	4	1	11	1	50
80032	3	88	 	 	 	 
80033	1	5	1	11	1	7000
80033	2	8	20	11	15	4000
80033	3	4	1	11	1	800
80034	1	1	3	11	3	300
80034	2	8	3	11	2	250
80034	3	4	2	11	2	220
80035	1	2	1	24	1	400000
80035	2	5	1	11	1	30000
80035	3	3	2	11	2	1500
80036	1	 	 	 	 	 
80036	2	 	 	 	 	 
80036	3	 	 	 	 	 
80037	1	1	2	11	2	100
80037	2	4	1	11	1	50
80037	3	88	 	 	 	 
80038	1	1	1	11	1	50
80038	2	88	 	 	 	 
80038	3	88	 	 	 	 
80039	1	1	2	11	2	120
80039	2	4	1	11	1	30
80039	3	88	 	 	 	 
80040	1	1	2	11	2	300
80040	2	4	2	11	2	250
80040	3	8	2	11	2	200
80041	1	1	1	11	1	100
80041	2	88	 	 	 	 
80041	3	88	 	 	 	 
80042	1	2	1	24	1	3000
80042	2	4	1	11	1	600
80042	3	8	8	11	4	120
80043	1	4	1	11	1	500
80043	2	8	5	11	5	200
80043	3	1	3	11	3	60
80045	1	1	3	11	3	100
80045	2	88	 	 	 	 
80045	3	88	 	 	 	 
80046	1	4	1	11	1	600
80046	2	8	5	11	5	180
80046	3	1	3	11	2	50
80047	1	1	4	11	4	150
80047	2	88	 	 	 	 
80047	3	88	 	 	 	 
80049	1	2	1	24	1	3500
80049	2	1	3	11	3	300
80049	3	4	1	11	1	90
80050	1	 	 	 	 	 
80050	2	 	 	 	 	 
80050	3	 	 	 	 	 
80051	1	2	1	24	1	4000
80051	2	1	2	11	2	200
80051	3	4	1	11	1	80
80052	1	4	1	11	1	600
80052	2	8	10	11	5	150
80052	3	3	1	11	0	 
80053	1	2	1	24	1	6000
80053	2	4	2	11	2	150
80053	3	1	1	11	1	50
80054	1	1	2	11	2	120
80054	2	4	1	11	1	100
80054	3	8	1	11	1	90
80055	1	40	1	30	1	300
80055	2	1	3	11	3	100
80055	3	4	1	11	0	 
80056	1	1	1	11	1	80
80056	2	4	1	11	1	60
80056	3	88	 	 	 	 
80057	1	1	2	11	2	300
80057	2	4	2	11	2	250
80057	3	8	2	11	2	150
80058	1	30	1	11	0	 
80058	2	4	1	11	1	600
80058	3	1	5	11	5	300
80059	1	5	1	11	0	 
80059	2	1	2	11	2	200
80059	3	4	1	11	1	80
80060	1	1	2	11	2	160
80060	2	4	1	11	1	80
80060	3	88	 	 	 	 
80061	1	3	1	11	1	850
80061	2	4	2	11	2	300
80061	3	8	2	11	2	280
80062	1	2	1	24	1	6500
80062	2	1	2	11	2	250
80062	3	4	1	11	1	100
80063	1	4	1	11	1	400
80063	2	1	3	11	3	200
80063	3	88	 	 	 	 
80065	1	2	1	24	1	4000
80065	2	4	1	11	1	600
80065	3	8	8	11	5	250
80066	1	3	1	11	1	800
80066	2	1	3	11	3	300
80066	3	4	1	11	1	100
80067	1	40	2	30	2	27000
80067	2	88	 	 	 	 
80067	3	88	 	 	 	 
80068	1	40	1	30	0	 
80068	2	88	 	 	 	 
80068	3	88	 	 	 	 
80069	1	4	1	11	1	120
80069	2	1	2	11	2	80
80069	3	88	 	 	 	 
80070	1	9	6	2	6	1200
80070	2	4	1	11	1	500
80070	3	8	8	11	4	120
80071	1	1	1	11	1	30
80071	2	88	 	 	 	 
80071	3	88	 	 	 	 
80072	1	4	1	11	1	600
80072	2	8	8	11	5	200
80072	3	1	6	11	3	80
80073	1	1	2	11	2	120
80073	2	4	1	11	1	60
80073	3	88	 	 	 	 
80074	1	2	1	24	1	5000
80074	2	1	1	11	1	40
80074	3	4	1	11	1	30
80075	1	1	1	11	1	80
80075	2	4	1	11	1	50
80075	3	88	 	 	 	 
80076	1	1	3	11	3	150
80076	2	88	 	 	 	 
80076	3	88	 	 	 	 
80078	1	40	6	30	5	2500
80078	2	1	3	11	3	1751
80078	3	88	 	 	 	 
80079	1	1	1	11	1	80
80079	2	4	1	11	1	50
80079	3	88	 	 	 	 
80080	1	40	10	30	10	400
80080	2	1	3	11	3	100
80080	3	88	 	 	 	 
80081	1	4	2	11	2	1500
80081	2	1	5	11	5	200
80081	3	88	 	 	 	 
80082	1	1	1	11	1	500
80082	2	1	4	11	4	150
80082	3	88	 	 	 	 
80083	1	1	4	11	4	400
80083	2	4	1	11	1	40
80083	3	88	 	 	 	 
80084	1	4	1	11	0	 
80084	2	8	3	11	2	100
80084	3	1	2	11	1	30
80085	1	2	1	24	1	4000
80085	2	1	1	11	1	40
80085	3	4	1	11	1	30
80086	1	4	1	11	1	700
80086	2	40	1	30	1	600
80086	3	1	5	11	5	250
80087	1	1	1	11	1	100
80087	2	4	1	11	1	100
80087	3	88	 	 	 	 
80088	1	4	1	11	1	50
80088	2	88	 	 	 	 
80088	3	88	 	 	 	 
80089	1	2	1	24	1	3000
80089	2	4	1	11	1	600
80089	3	8	8	11	5	250
80090	1	 	 	 	 	 
80090	2	 	 	 	 	 
80090	3	 	 	 	 	 
80091	1	4	1	11	1	500
80091	2	3	1	11	0	 
80091	3	8	5	11	5	300
80092	1	4	1	11	1	1000
80092	2	1	4	11	4	250
80092	3	88	 	 	 	 
80093	1	4	1	11	1	500
80093	2	8	5	11	3	120
80093	3	1	4	11	2	40
80094	1	2	1	24	1	10000
80094	2	3	1	11	1	600
80094	3	4	2	11	2	200
80095	1	2	1	24	1	7000
80095	2	1	2	11	2	200
80095	3	4	1	11	1	100
80096	1	1	1	11	1	30
80096	2	4	1	11	1	25
80096	3	88	 	 	 	 
80097	1	4	1	11	1	600
80097	2	8	6	11	4	200
80097	3	1	4	11	2	60
80098	1	5	1	11	1	3000
80098	2	8	10	11	10	600
80098	3	4	1	11	1	500
80099	1	1	1	11	1	40
80099	2	4	1	11	1	30
80099	3	88	 	 	 	 
80100	1	13	4	14	4	800
80100	2	1	4	11	4	100
80100	3	88	 	 	 	 
90001	1	1	1	11	1	90
90001	2	4	1	11	1	70
90001	3	88	 	 	 	 
90002	1	3	1	11	1	500
90002	2	4	3	11	2	458
90002	3	8	2	11	2	300
90003	1	4	2	11	2	600
90003	2	1	5	11	5	250
90003	3	88	 	 	 	 
90004	1	4	2	11	1	500
90004	2	1	4	11	3	120
90004	3	88	 	 	 	 
90005	1	4	2	11	2	1000
90005	2	1	8	11	8	700
90005	3	3	1	11	1	800
90006	1	1	3	11	3	190
90006	2	4	1	11	1	150
90006	3	15	2	12	2	130
90007	1	8	3	11	3	380
90007	2	4	1	11	1	150
90007	3	1	2	11	2	140
90008	1	4	1	11	1	100
90008	2	3	1	11	1	400
90008	3	1	2	11	2	180
90009	1	4	1	11	0	 
90009	2	88	 	 	 	 
90009	3	88	 	 	 	 
90010	1	1	2	11	2	180
90010	2	4	1	11	1	140
90010	3	15	1	12	1	50
90011	1	1	2	11	2	190
90011	2	4	1	11	1	150
90011	3	88	 	 	 	 
90012	1	25	1	24	1	15000
90012	2	3	1	11	1	500
90012	3	1	3	11	3	150
90013	1	4	1	11	0	 
90013	2	3	1	11	0	 
90013	3	1	5	11	2	40
90014	1	 	 	 	 	 
90014	2	 	 	 	 	 
90014	3	 	 	 	 	 
90015	1	4	1	11	1	180
90015	2	1	2	11	2	160
90015	3	8	2	11	2	160
90016	1	4	4	11	4	1500
90016	2	1	10	11	10	550
90016	3	3	1	11	1	400
90017	1	4	7	11	7	460
90017	2	1	1	11	1	400
90017	3	3	1	11	1	300
90018	1	1	3	11	3	270
90018	2	4	3	11	3	250
90018	3	88	 	 	 	 
90019	1	 	 	 	 	 
90019	2	 	 	 	 	 
90019	3	 	 	 	 	 
90020	1	4	3	11	3	1500
90020	2	3	1	11	1	900
90020	3	1	7	11	7	200
90021	1	3	1	11	1	800
90021	2	4	1	11	1	150
90021	3	8	3	11	3	400
90022	1	4	2	11	2	800
90022	2	3	1	11	1	400
90022	3	1	5	11	5	250
90023	1	 	 	 	 	 
90023	2	 	 	 	 	 
90023	3	 	 	 	 	 
90024	1	1	3	11	3	260
90024	2	15	2	12	2	200
90024	3	4	2	11	2	120
90025	1	4	2	11	2	1000
90025	2	1	10	11	5	200
90025	3	88	 	 	 	 
90026	1	4	2	11	2	220
90026	2	8	3	11	3	250
90026	3	88	 	 	 	 
90027	1	4	2	10	2	260
90027	2	1	2	11	2	200
90027	3	15	2	12	2	200
90028	1	4	1	11	1	500
90028	2	1	2	11	1	20
90028	3	88	 	 	 	 
90030	1	4	2	11	2	1100
90030	2	1	8	11	8	500
90030	3	88	 	 	 	 
90031	1	4	4	11	2	1200
90031	2	1	10	11	2	120
90031	3	8	6	11	4	320
90033	1	1	1	11	1	50
90033	2	1	1	11	1	100
90033	3	88	 	 	 	 
90034	1	4	2	11	2	200
90034	2	1	6	11	6	200
90034	3	88	 	 	 	 
90035	1	1	2	11	2	200
90035	2	4	1	11	1	100
90035	3	15	1	12	1	60
90036	1	4	1	11	1	700
90036	2	1	6	11	6	200
90036	3	88	 	 	 	 
90037	1	4	2	11	1	800
90037	2	8	4	11	4	600
90037	3	3	1	11	0	 
90038	1	1	1	11	1	90
90038	2	88	 	 	 	 
90038	3	88	 	 	 	 
90039	1	1	1	11	1	60
90039	2	15	1	12	1	40
90039	3	4	1	11	1	30
90040	1	4	1	11	1	500
90040	2	1	3	11	1	30
90040	3	88	 	 	 	 
90041	1	25	1	24	1	42000
90041	2	8	5	11	5	540
90041	3	4	2	11	2	340
90042	1	1	1	11	1	500
90042	2	1	2	11	2	100
90042	3	88	 	 	 	 
90043	1	4	6	11	2	1600
90043	2	8	6	11	6	1200
90043	3	3	1	11	1	500
90044	1	4	1	11	1	600
90044	2	1	4	11	4	80
90044	3	88	 	 	 	 
90045	1	8	6	11	6	540
90045	2	4	3	11	3	375
90045	3	88	 	 	 	 
90046	1	4	2	11	2	300
90046	2	8	2	11	2	250
90046	3	1	2	11	2	100
90047	1	15	3	12	3	200
90047	2	1	2	11	2	180
90047	3	4	2	11	2	120
90048	1	1	2	11	2	180
90048	2	15	2	12	2	60
90048	3	4	1	11	1	50
90049	1	1	1	11	1	90
90049	2	19	1	14	1	90
90049	3	88	 	 	 	 
90050	1	4	1	11	1	400
90050	2	1	5	11	5	350
90050	3	88	 	 	 	 
90051	1	3	1	11	1	850
90051	2	1	4	11	4	400
90051	3	4	2	11	2	300
90052	1	1	2	11	2	250
90052	2	4	2	11	2	200
90052	3	88	 	 	 	 
90053	1	4	2	11	2	300
90053	2	8	2	11	2	280
90053	3	88	 	 	 	 
90054	1	3	1	11	1	640
90054	2	1	3	11	3	320
90054	3	4	2	11	2	280
90055	1	1	6	11	1	30
90055	2	88	 	 	 	 
90055	3	88	 	 	 	 
90056	1	3	1	11	1	850
90056	2	4	1	11	1	100
90056	3	8	3	11	3	250
90057	1	1	9	11	9	1500
90057	2	4	2	11	2	1000
90057	3	3	1	11	1	600
90058	1	3	1	11	1	250
90058	2	15	2	12	2	150
90058	3	1	2	11	2	100
90059	1	4	1	11	1	100
90059	2	1	1	11	1	90
90059	3	15	1	12	1	50
90060	1	1	1	11	1	90
90060	2	15	1	8	1	50
90060	3	88	 	 	 	 
90061	1	17	1	16	1	5000
90061	2	88	 	 	 	 
90061	3	88	 	 	 	 
90062	1	3	1	11	1	450
90062	2	1	8	11	8	350
90062	3	4	2	11	2	300
90063	1	1	3	11	3	270
90063	2	15	2	12	2	230
90063	3	4	1	11	1	100
90064	1	4	1	11	1	800
90064	2	1	5	11	5	300
90064	3	88	 	 	 	 
90065	1	 	 	 	 	 
90065	2	 	 	 	 	 
90065	3	 	 	 	 	 
90066	1	4	2	11	2	300
90066	2	1	2	11	2	210
90066	3	8	2	11	2	190
90067	1	4	2	11	2	1000
90067	2	1	5	11	5	300
90067	3	88	 	 	 	 
90068	1	6	1	11	0	 
90068	2	4	2	11	1	700
90068	3	1	6	11	5	300
90069	1	1	1	11	1	90
90069	2	88	 	 	 	 
90069	3	88	 	 	 	 
90070	1	3	1	11	1	500
90070	2	4	1	11	1	150
90070	3	1	1	11	1	100
90071	1	1	8	11	8	2400
90071	2	4	15	11	15	1500
90071	3	3	1	11	1	400
90072	1	4	2	11	2	300
90072	2	8	2	11	2	200
90072	3	88	 	 	 	 
90073	1	4	2	11	0	 
90073	2	1	3	11	1	20
90073	3	88	 	 	 	 
90075	1	4	1	11	1	600
90075	2	15	2	12	2	400
90075	3	1	3	11	3	300
90076	1	4	2	11	2	600
90076	2	1	5	11	5	400
90076	3	88	 	 	 	 
90077	1	4	2	11	0	 
90077	2	1	3	11	0	 
90077	3	88	 	 	 	 
90078	1	1	3	11	3	180
90078	2	4	1	11	1	90
90078	3	88	 	 	 	 
90079	1	4	2	11	2	300
90079	2	1	2	11	2	190
90079	3	8	2	11	2	175
90080	1	1	5	11	3	360
90080	2	88	 	 	 	 
90080	3	88	 	 	 	 
90081	1	1	2	11	2	150
90081	2	4	1	11	1	100
90081	3	88	 	 	 	 
90084	1	1	4	11	4	380
90084	2	4	2	11	2	250
90084	3	8	2	11	2	200
90085	1	17	1	14	1	6000
90085	2	11	1	14	1	4500
90085	3	88	 	 	 	 
90086	1	4	1	11	1	160
90086	2	1	2	11	2	150
90086	3	88	 	 	 	 
90087	1	4	3	11	2	1000
90087	2	8	6	11	6	800
90087	3	3	1	11	1	600
90088	1	4	2	11	2	800
90088	2	1	8	11	8	160
90088	3	88	 	 	 	 
90089	1	3	1	11	1	550
90089	2	4	3	11	3	150
90089	3	1	2	11	2	100
90090	1	4	1	11	1	100
90090	2	1	1	11	1	70
90090	3	88	 	 	 	 
90092	1	4	2	11	2	250
90092	2	8	5	11	5	650
90092	3	88	 	 	 	 
90093	1	4	2	11	2	140
90093	2	8	2	11	2	250
90093	3	1	1	11	1	100
90094	1	4	2	11	2	400
90094	2	1	3	11	3	300
90094	3	88	 	 	 	 
90095	1	4	1	11	1	500
90095	2	1	4	11	4	100
90095	3	88	 	 	 	 
90096	1	4	1	11	1	120
90096	2	8	2	11	2	160
90096	3	88	 	 	 	 
100001	1	 	 	 	 	 
100001	2	 	 	 	 	 
100001	3	 	 	 	 	 
100003	1	 	 	 	 	 
100003	2	 	 	 	 	 
100003	3	 	 	 	 	 
100005	1	25	1	23	1	800000
100005	2	30	2	26	2	80000
100005	3	1	4	11	4	400
100006	1	30	1	31	1	30000
100006	2	88	 	 	 	 
100006	3	88	 	 	 	 
100007	1	 	 	 	 	 
100007	2	 	 	 	 	 
100007	3	 	 	 	 	 
100008	1	 	 	 	 	 
100008	2	 	 	 	 	 
100008	3	 	 	 	 	 
100009	1	30	3	31	3	100000
100009	2	1	5	11	5	300
100009	3	88	 	 	 	 
100010	1	30	1	23	1	16000
100010	2	88	 	 	 	 
100010	3	88	 	 	 	 
100011	1	15	16	12	16	5000
100011	2	88	 	 	 	 
100011	3	88	 	 	 	 
100014	1	 	 	 	 	 
100014	2	 	 	 	 	 
100014	3	 	 	 	 	 
100015	1	15	8	12	8	1040
100015	2	88	 	 	 	 
100015	3	88	 	 	 	 
100016	1	 	 	 	 	 
100016	2	 	 	 	 	 
100016	3	 	 	 	 	 
100017	1	1	5	29	5	300
100017	2	88	 	 	 	 
100017	3	88	 	 	 	 
100018	1	 	 	 	 	 
100018	2	 	 	 	 	 
100018	3	 	 	 	 	 
100019	1	30	2	31	2	15000
100019	2	15	4	12	3	400
100019	3	88	 	 	 	 
100020	1	 	 	 	 	 
100020	2	 	 	 	 	 
100020	3	 	 	 	 	 
100021	1	 	 	 	 	 
100021	2	 	 	 	 	 
100021	3	 	 	 	 	 
100022	1	1	5	8	5	300
100022	2	15	3	12	3	400
100022	3	88	 	 	 	 
100023	1	 	 	 	 	 
100023	2	 	 	 	 	 
100023	3	 	 	 	 	 
100024	1	15	4	12	4	600
100024	2	88	 	 	 	 
100024	3	88	 	 	 	 
100025	1	 	 	 	 	 
100025	2	 	 	 	 	 
100025	3	 	 	 	 	 
100026	1	 	 	 	 	 
100026	2	 	 	 	 	 
100026	3	 	 	 	 	 
100027	1	 	 	 	 	 
100027	2	 	 	 	 	 
100027	3	 	 	 	 	 
100028	1	1	3	8	3	250
100028	2	88	 	 	 	 
100028	3	88	 	 	 	 
100029	1	15	5	12	5	500
100029	2	88	 	 	 	 
100029	3	88	 	 	 	 
100030	1	1	3	8	3	300
100030	2	88	 	 	 	 
100030	3	88	 	 	 	 
100031	1	 	 	 	 	 
100031	2	 	 	 	 	 
100031	3	 	 	 	 	 
100032	1	15	5	12	5	700
100032	2	88	 	 	 	 
100032	3	88	 	 	 	 
100033	1	1	1	7	1	100
100033	2	19	4	12	4	350
100033	3	88	 	 	 	 
100034	1	15	12	12	12	1164
100034	2	88	 	 	 	 
100034	3	88	 	 	 	 
100035	1	1	18	11	18	1500
100035	2	4	3	11	3	900
100035	3	5	1	11	1	17000
100036	1	30	4	31	4	1000000
100036	2	88	 	 	 	 
100036	3	88	 	 	 	 
100037	1	15	6	12	6	1000
100037	2	2	1	24	1	20000
100037	3	88	 	 	 	 
100038	1	30	1	23	1	4000
100038	2	88	 	 	 	 
100038	3	88	 	 	 	 
100039	1	 	 	 	 	 
100039	2	 	 	 	 	 
100039	3	 	 	 	 	 
100041	1	24	1	23	1	600
100041	2	88	 	 	 	 
100041	3	88	 	 	 	 
100042	1	15	5	12	5	245
100042	2	88	 	 	 	 
100042	3	88	 	 	 	 
100044	1	 	 	 	 	 
100044	2	 	 	 	 	 
100044	3	 	 	 	 	 
100046	1	 	 	 	 	 
100046	2	 	 	 	 	 
100046	3	 	 	 	 	 
100047	1	 	 	 	 	 
100047	2	 	 	 	 	 
100047	3	 	 	 	 	 
100048	1	2	1	24	1	4500
100048	2	88	 	 	 	 
100048	3	88	 	 	 	 
100049	1	17	2	26	2	500
100049	2	88	 	 	 	 
100049	3	88	 	 	 	 
100050	1	 	 	 	 	 
100050	2	 	 	 	 	 
100050	3	 	 	 	 	 
100051	1	1	5	8	5	300
100051	2	88	 	 	 	 
100051	3	88	 	 	 	 
100052	1	 	 	 	 	 
100052	2	 	 	 	 	 
100052	3	 	 	 	 	 
100053	1	 	 	 	 	 
100053	2	 	 	 	 	 
100053	3	 	 	 	 	 
100054	1	1	4	8	4	300
100054	2	88	 	 	 	 
100054	3	88	 	 	 	 
100055	1	1	5	8	5	700
100055	2	88	 	 	 	 
100055	3	88	 	 	 	 
100056	1	1	10	11	10	650
100056	2	30	1	31	1	10000
100056	3	88	 	 	 	 
100057	1	 	 	 	 	 
100057	2	 	 	 	 	 
100057	3	 	 	 	 	 
100058	1	 	 	 	 	 
100058	2	 	 	 	 	 
100058	3	 	 	 	 	 
100059	1	 	 	 	 	 
100059	2	 	 	 	 	 
100059	3	 	 	 	 	 
100060	1	24	1	23	1	8000
100060	2	88	 	 	 	 
100060	3	88	 	 	 	 
100061	1	23	10	23	10	20000
100061	2	30	6	31	6	18000
100061	3	88	 	 	 	 
100062	1	15	6	12	6	1000
100062	2	88	 	 	 	 
100062	3	88	 	 	 	 
100064	1	23	4	23	4	5700
100064	2	88	 	 	 	 
100064	3	88	 	 	 	 
100065	1	15	8	12	8	25000
100065	2	88	 	 	 	 
100065	3	88	 	 	 	 
100066	1	30	2	31	2	1500000
100066	2	25	2	31	2	1000000
100066	3	88	 	 	 	 
100067	1	15	14	12	14	1500
100067	2	88	 	 	 	 
100067	3	88	 	 	 	 
100068	1	 	 	 	 	 
100068	2	 	 	 	 	 
100068	3	 	 	 	 	 
100069	1	25	2	23	2	1000000
100069	2	88	 	 	 	 
100069	3	88	 	 	 	 
100070	1	 	 	 	 	 
100070	2	 	 	 	 	 
100070	3	 	 	 	 	 
100071	1	1	5	11	5	1000
100071	2	88	 	 	 	 
100071	3	88	 	 	 	 
100072	1	25	2	24	2	1100000
100072	2	88	 	 	 	 
100072	3	88	 	 	 	 
100073	1	 	 	 	 	 
100073	2	 	 	 	 	 
100073	3	 	 	 	 	 
100074	1	 	 	 	 	 
100074	2	 	 	 	 	 
100074	3	 	 	 	 	 
100075	1	88	 	 	 	 
100075	2	88	 	 	 	 
100075	3	88	 	 	 	 
100076	1	15	20	12	20	4000
100076	2	88	 	 	 	 
100076	3	88	 	 	 	 
100077	1	4	5	11	5	350
100077	2	1	7	11	7	320
100077	3	88	 	 	 	 
100078	1	 	 	 	 	 
100078	2	 	 	 	 	 
100078	3	 	 	 	 	 
100079	1	15	12	12	10	600
100079	2	88	 	 	 	 
100079	3	88	 	 	 	 
100080	1	1	4	8	4	250
100080	2	88	 	 	 	 
100080	3	88	 	 	 	 
100081	1	15	4	12	4	1850
100081	2	88	 	 	 	 
100081	3	88	 	 	 	 
100082	1	 	 	 	 	 
100082	2	 	 	 	 	 
100082	3	 	 	 	 	 
100083	1	1	5	11	5	350
100083	2	88	 	 	 	 
100083	3	88	 	 	 	 
100084	1	15	5	12	5	500
100084	2	88	 	 	 	 
100084	3	88	 	 	 	 
100085	1	 	 	 	 	 
100085	2	 	 	 	 	 
100085	3	 	 	 	 	 
100086	1	 	 	 	 	 
100086	2	 	 	 	 	 
100086	3	 	 	 	 	 
100087	1	 	 	 	 	 
100087	2	 	 	 	 	 
100087	3	 	 	 	 	 
100088	1	 	 	 	 	 
100088	2	 	 	 	 	 
100088	3	 	 	 	 	 
100089	1	 	 	 	 	 
100089	2	 	 	 	 	 
100089	3	 	 	 	 	 
100090	1	1	6	8	6	500
100090	2	88	 	 	 	 
100090	3	88	 	 	 	 
100092	1	15	5	12	5	500
100092	2	88	 	 	 	 
100092	3	88	 	 	 	 
100093	1	 	 	 	 	 
100093	2	 	 	 	 	 
100093	3	 	 	 	 	 
100094	1	 	 	 	 	 
100094	2	 	 	 	 	 
100094	3	 	 	 	 	 
100095	1	2	1	24	1	3000
100095	2	88	 	 	 	 
100095	3	88	 	 	 	 
100096	1	15	6	12	6	800
100096	2	88	 	 	 	 
100096	3	88	 	 	 	 
100098	1	 	 	 	 	 
100098	2	 	 	 	 	 
100098	3	 	 	 	 	 
100099	1	 	 	 	 	 
100099	2	 	 	 	 	 
100099	3	 	 	 	 	 
100100	1	88	 	 	 	 
100100	2	88	 	 	 	 
100100	3	88	 	 	 	 
110001	1	 	 	 	 	 
110001	2	 	 	 	 	 
110001	3	 	 	 	 	 
110002	1	 	 	 	 	 
110002	2	 	 	 	 	 
110002	3	 	 	 	 	 
110003	1	4	3	11	3	1800
110003	2	1	10	11	10	1000
110003	3	8	1	11	1	500
110004	1	15	5	12	5	250
110004	2	88	 	 	 	 
110004	3	88	 	 	 	 
110005	1	1	2	11	2	100
110005	2	88	 	 	 	 
110005	3	88	 	 	 	 
110006	1	1	15	11	15	1200
110006	2	4	2	11	2	1200
110006	3	88	 	 	 	 
110007	1	1	2	11	2	60
110007	2	88	 	 	 	 
110007	3	88	 	 	 	 
110008	1	 	 	 	 	 
110008	2	 	 	 	 	 
110008	3	 	 	 	 	 
110009	1	1	5	11	5	300
110009	2	4	2	11	2	800
110009	3	88	 	 	 	 
110011	1	15	6	12	6	1000
110011	2	4	5	11	5	800
110011	3	1	2	11	2	240
110012	1	1	5	11	5	700
110012	2	88	 	 	 	 
110012	3	88	 	 	 	 
110013	1	 	 	 	 	 
110013	2	 	 	 	 	 
110013	3	 	 	 	 	 
110014	1	2	1	24	1	6000
110014	2	4	1	11	1	600
110014	3	1	6	11	6	500
110015	1	5	1	27	1	4500
110015	2	4	4	11	4	1400
110015	3	1	8	11	8	500
110016	1	 	 	 	 	 
110016	2	 	 	 	 	 
110016	3	 	 	 	 	 
110017	1	1	9	11	9	700
110017	2	4	2	11	2	500
110017	3	88	 	 	 	 
110019	1	 	 	 	 	 
110019	2	 	 	 	 	 
110019	3	 	 	 	 	 
110020	1	1	3	11	3	310
110020	2	4	3	11	3	400
110020	3	3	1	11	1	500
110021	1	 	 	 	 	 
110021	2	 	 	 	 	 
110021	3	 	 	 	 	 
110022	1	4	2	11	2	1100
110022	2	1	4	11	4	1400
110022	3	88	 	 	 	 
110023	1	4	3	11	3	300
110023	2	88	 	 	 	 
110023	3	88	 	 	 	 
110024	1	1	19	11	19	1500
110024	2	4	3	11	3	1300
110024	3	88	 	 	 	 
110025	1	 	 	 	 	 
110025	2	 	 	 	 	 
110025	3	 	 	 	 	 
110026	1	1	6	11	6	300
110026	2	4	1	11	1	200
110026	3	88	 	 	 	 
110027	1	1	5	11	5	350
110027	2	4	2	11	2	400
110027	3	88	 	 	 	 
110028	1	1	5	11	4	200
110028	2	88	 	 	 	 
110028	3	88	 	 	 	 
110029	1	 	 	 	 	 
110029	2	 	 	 	 	 
110029	3	 	 	 	 	 
110030	1	1	6	11	6	400
110030	2	4	1	11	1	350
110030	3	88	 	 	 	 
110031	1	1	5	11	5	350
110031	2	4	1	11	1	300
110031	3	88	 	 	 	 
