CHILDCODE	SRMNIDR5	RMTR5	AMNTCAR5	AMNTKIR5
180073	12	N	 	 
180073	13	N	 	 
180074	1	N	 	 
180074	2	N	 	 
180074	3	N	 	 
180074	4	Y	0	1200
180074	5	N	 	 
180074	6	N	 	 
180074	7	N	 	 
180074	8	N	 	 
180074	9	N	 	 
180074	10	N	 	 
180074	11	N	 	 
180074	12	N	 	 
180074	13	N	 	 
180075	1	N	 	 
180075	2	N	 	 
180075	3	N	 	 
180075	4	N	 	 
180075	5	N	 	 
180075	6	N	 	 
180075	7	N	 	 
180075	8	N	 	 
180075	9	N	 	 
180075	10	N	 	 
180075	11	N	 	 
180075	12	N	 	 
180075	13	Y	0	500
180076	1	N	 	 
180076	2	N	 	 
180076	3	Y	1800	1575
180076	4	N	 	 
180076	5	N	 	 
180076	6	N	 	 
180076	7	N	 	 
180076	8	N	 	 
180076	9	N	 	 
180076	10	N	 	 
180076	11	N	 	 
180076	12	N	 	 
180076	13	N	 	 
180077	1	N	 	 
180077	2	N	 	 
180077	3	N	 	 
180077	4	Y	0	1575
180077	5	N	 	 
180077	6	N	 	 
180077	7	N	 	 
180077	8	N	 	 
180077	9	N	 	 
180077	10	N	 	 
180077	11	N	 	 
180077	12	N	 	 
180077	13	N	 	 
180079	1	N	 	 
180079	2	N	 	 
180079	3	Y	300	2250
180079	4	N	 	 
180079	5	N	 	 
180079	6	N	 	 
180079	7	N	 	 
180079	8	N	 	 
180079	9	N	 	 
180079	10	N	 	 
180079	11	N	 	 
180079	12	N	 	 
180079	13	N	 	 
180080	1	N	 	 
180080	2	N	 	 
180080	3	N	 	 
180080	4	Y	0	3000
180080	5	N	 	 
180080	6	N	 	 
180080	7	N	 	 
180080	8	N	 	 
180080	9	N	 	 
180080	10	N	 	 
180080	11	N	 	 
180080	12	N	 	 
180080	13	N	 	 
180081	1	N	 	 
180081	2	N	 	 
180081	3	N	 	 
180081	4	Y	0	3240
180081	5	N	 	 
180081	6	N	 	 
180081	7	N	 	 
180081	8	N	 	 
180081	9	N	 	 
180081	10	N	 	 
180081	11	N	 	 
180081	12	N	 	 
180081	13	Y	2500	0
180082	1	Y	240	0
180082	2	N	 	 
180082	3	Y	1884	1260
180082	4	N	 	 
180082	5	N	 	 
180082	6	N	 	 
180082	7	N	 	 
180082	8	Y	1480	0
180082	9	N	 	 
180082	10	N	 	 
180082	11	N	 	 
180082	12	N	 	 
180082	13	N	 	 
180083	1	N	 	 
180083	2	N	 	 
180083	3	N	 	 
180083	4	Y	0	2160
180083	5	N	 	 
180083	6	N	 	 
180083	7	N	 	 
180083	8	N	 	 
180083	9	N	 	 
180083	10	N	 	 
180083	11	N	 	 
180083	12	N	 	 
180083	13	N	 	 
180084	1	N	 	 
180084	2	N	 	 
180084	3	N	 	 
180084	4	Y	0	3600
180084	5	N	 	 
180084	6	N	 	 
180084	7	N	 	 
180084	8	N	 	 
180084	9	N	 	 
180084	10	N	 	 
180084	11	N	 	 
180084	12	N	 	 
180084	13	N	 	 
180085	1	N	 	 
180085	2	N	 	 
180085	3	Y	1570	2100
180085	4	N	 	 
180085	5	N	 	 
180085	6	N	 	 
180085	7	N	 	 
180085	8	Y	0	300
180085	9	N	 	 
180085	10	N	 	 
180085	11	N	 	 
180085	12	N	 	 
180085	13	N	 	 
180086	1	N	 	 
180086	2	N	 	 
180086	3	Y	2250	1125
180086	4	N	 	 
180086	5	N	 	 
180086	6	N	 	 
180086	7	N	 	 
180086	8	N	 	 
180086	9	N	 	 
180086	10	N	 	 
180086	11	N	 	 
180086	12	N	 	 
180086	13	N	 	 
180087	1	N	 	 
180087	2	N	 	 
180087	3	N	 	 
180087	4	Y	0	3640
180087	5	N	 	 
180087	6	N	 	 
180087	7	N	 	 
180087	8	N	 	 
180087	9	N	 	 
180087	10	N	 	 
180087	11	N	 	 
180087	12	N	 	 
180087	13	Y	2000	0
180088	1	N	 	 
180088	2	N	 	 
180088	3	N	 	 
180088	4	Y	0	600
180088	5	N	 	 
180088	6	N	 	 
180088	7	N	 	 
180088	8	N	 	 
180088	9	N	 	 
180088	10	N	 	 
180088	11	Y	1000	0
180088	12	N	 	 
180088	13	Y	4000	0
180089	1	N	 	 
180089	2	N	 	 
180089	3	Y	1250	3150
180089	4	N	 	 
180089	5	N	 	 
180089	6	N	 	 
180089	7	N	 	 
180089	8	Y	0	500
180089	9	N	 	 
180089	10	N	 	 
180089	11	N	 	 
180089	12	N	 	 
180089	13	N	 	 
180090	1	N	 	 
180090	2	N	 	 
180090	3	N	 	 
180090	4	Y	0	3240
180090	5	N	 	 
180090	6	N	 	 
180090	7	N	 	 
180090	8	N	 	 
180090	9	N	 	 
180090	10	N	 	 
180090	11	N	 	 
180090	12	N	 	 
180090	13	Y	0	300
180091	1	N	 	 
180091	2	N	 	 
180091	3	N	 	 
180091	4	Y	0	4920
180091	5	N	 	 
180091	6	N	 	 
180091	7	N	 	 
180091	8	N	 	 
180091	9	N	 	 
180091	10	N	 	 
180091	11	N	 	 
180091	12	N	 	 
180091	13	N	 	 
180092	1	N	 	 
180092	2	N	 	 
180092	3	Y	0	3360
180092	4	N	 	 
180092	5	N	 	 
180092	6	N	 	 
180092	7	N	 	 
180092	8	Y	0	500
180092	9	N	 	 
180092	10	N	 	 
180092	11	N	 	 
180092	12	N	 	 
180092	13	N	 	 
180093	1	N	 	 
180093	2	N	 	 
180093	3	Y	0	1680
180093	4	N	 	 
180093	5	N	 	 
180093	6	N	 	 
180093	7	N	 	 
180093	8	Y	0	200
180093	9	N	 	 
180093	10	N	 	 
180093	11	N	 	 
180093	12	N	 	 
180093	13	N	 	 
180094	1	N	 	 
180094	2	N	 	 
180094	3	N	 	 
180094	4	N	 	 
180094	5	N	 	 
180094	6	N	 	 
180094	7	N	 	 
180094	8	Y	0	1000
180094	9	N	 	 
180094	10	N	 	 
180094	11	N	 	 
180094	12	N	 	 
180094	13	Y	3000	1500
180095	1	N	 	 
180095	2	N	 	 
180095	3	N	 	 
180095	4	Y	0	2600
180095	5	N	 	 
180095	6	N	 	 
180095	7	N	 	 
180095	8	N	 	 
180095	9	N	 	 
180095	10	N	 	 
180095	11	N	 	 
180095	12	Y	0	1900
180095	13	Y	0	600
180096	1	N	 	 
180096	2	N	 	 
180096	3	N	 	 
180096	4	Y	0	4620
180096	5	N	 	 
180096	6	N	 	 
180096	7	N	 	 
180096	8	N	 	 
180096	9	N	 	 
180096	10	N	 	 
180096	11	N	 	 
180096	12	N	 	 
180096	13	N	 	 
180100	1	Y	6000	0
180100	2	N	 	 
180100	3	Y	945	900
180100	4	N	 	 
180100	5	N	 	 
180100	6	Y	0	300
180100	7	N	 	 
180100	8	N	 	 
180100	9	N	 	 
180100	10	N	 	 
180100	11	N	 	 
180100	12	Y	0	1250
180100	13	N	 	 
190001	1	Y	6000	0
190001	2	N	 	 
190001	3	N	 	 
190001	4	N	 	 
190001	5	N	 	 
190001	6	N	 	 
190001	7	N	 	 
190001	8	N	 	 
190001	9	N	 	 
190001	10	N	 	 
190001	11	N	 	 
190001	12	N	 	 
190001	13	N	 	 
190002	1	Y	4800	0
190002	2	N	 	 
190002	3	Y	380	2500
190002	4	N	 	 
190002	5	N	 	 
190002	6	N	 	 
190002	7	N	 	 
190002	8	N	 	 
190002	9	N	 	 
190002	10	N	 	 
190002	11	N	 	 
190002	12	N	 	 
190002	13	N	 	 
190003	1	N	 	 
190003	2	N	 	 
190003	3	Y	280	1500
190003	4	N	 	 
190003	5	N	 	 
190003	6	N	 	 
190003	7	N	 	 
190003	8	N	 	 
190003	9	N	 	 
190003	10	N	 	 
190003	11	N	 	 
190003	12	N	 	 
190003	13	N	 	 
190004	1	Y	2400	0
190004	2	N	 	 
190004	3	N	 	 
190004	4	Y	0	720
190004	5	N	 	 
190004	6	N	 	 
190004	7	N	 	 
190004	8	N	 	 
190004	9	N	 	 
190004	10	N	 	 
190004	11	N	 	 
190004	12	Y	0	600
190004	13	N	 	 
190005	1	N	 	 
190005	2	N	 	 
190005	3	N	 	 
190005	4	N	 	 
190005	5	N	 	 
190005	6	N	 	 
190005	7	N	 	 
190005	8	N	 	 
190005	9	N	 	 
190005	10	N	 	 
190005	11	N	 	 
190005	12	N	 	 
190005	13	N	 	 
190006	1	N	 	 
190006	2	N	 	 
190006	3	N	 	 
190006	4	Y	0	4050
190006	5	N	 	 
190006	6	N	 	 
190006	7	N	 	 
190006	8	N	 	 
190006	9	N	 	 
190006	10	N	 	 
190006	11	N	 	 
190006	12	Y	0	1600
190006	13	N	 	 
190007	1	N	 	 
190007	2	N	 	 
190007	3	N	 	 
190007	4	N	 	 
190007	5	N	 	 
190007	6	N	 	 
190007	7	N	 	 
190007	8	Y	0	7000
190007	9	N	 	 
190007	10	N	 	 
190007	11	N	 	 
190007	12	N	 	 
190007	13	N	 	 
190008	1	N	 	 
190008	2	N	 	 
190008	3	Y	2250	675
190008	4	N	 	 
190008	5	N	 	 
190008	6	N	 	 
190008	7	N	 	 
190008	8	N	 	 
190008	9	N	 	 
190008	10	N	 	 
190008	11	N	 	 
190008	12	N	 	 
190008	13	N	 	 
190009	1	Y	6000	0
190009	2	N	 	 
190009	3	Y	1000	840
190009	4	N	 	 
190009	5	N	 	 
190009	6	N	 	 
190009	7	N	 	 
190009	8	N	 	 
190009	9	N	 	 
190009	10	N	 	 
190009	11	N	 	 
190009	12	N	 	 
190009	13	N	 	 
190010	1	N	 	 
190010	2	N	 	 
190010	3	N	 	 
190010	4	N	 	 
190010	5	N	 	 
190010	6	N	 	 
190010	7	N	 	 
190010	8	N	 	 
190010	9	N	 	 
190010	10	N	 	 
190010	11	N	 	 
190010	12	N	 	 
190010	13	N	 	 
190011	1	N	 	 
190011	2	N	 	 
190011	3	Y	1350	3325
190011	4	N	 	 
190011	5	N	 	 
190011	6	N	 	 
190011	7	N	 	 
190011	8	N	 	 
190011	9	N	 	 
190011	10	N	 	 
190011	11	N	 	 
190011	12	Y	0	1650
190011	13	N	 	 
190012	1	N	 	 
190012	2	N	 	 
190012	3	N	 	 
190012	4	Y	0	3740
190012	5	N	 	 
190012	6	N	 	 
190012	7	N	 	 
190012	8	N	 	 
190012	9	N	 	 
190012	10	N	 	 
190012	11	N	 	 
190012	12	Y	0	800
190012	13	Y	2500	300
190014	1	N	 	 
190014	2	N	 	 
190014	3	Y	800	1200
190014	4	N	 	 
190014	5	N	 	 
190014	6	N	 	 
190014	7	N	 	 
190014	8	N	 	 
190014	9	N	 	 
190014	10	N	 	 
190014	11	N	 	 
190014	12	N	 	 
190014	13	N	 	 
190015	1	N	 	 
190015	2	N	 	 
190015	3	Y	315	1350
190015	4	N	 	 
190015	5	N	 	 
190015	6	N	 	 
190015	7	N	 	 
190015	8	N	 	 
190015	9	N	 	 
190015	10	N	 	 
190015	11	N	 	 
190015	12	Y	0	700
190015	13	Y	12000	0
190016	1	N	 	 
190016	2	N	 	 
190016	3	N	 	 
190016	4	Y	0	12000
190016	5	N	 	 
190016	6	N	 	 
190016	7	N	 	 
190016	8	N	 	 
190016	9	N	 	 
190016	10	N	 	 
190016	11	N	 	 
190016	12	N	 	 
190016	13	N	 	 
190017	1	N	 	 
190017	2	N	 	 
190017	3	N	 	 
190017	4	N	 	 
190017	5	N	 	 
190017	6	N	 	 
190017	7	N	 	 
190017	8	N	 	 
190017	9	N	 	 
190017	10	N	 	 
190017	11	N	 	 
190017	12	Y	42000	0
190017	13	Y	200000	5000
190018	1	N	 	 
190018	2	N	 	 
190018	3	N	 	 
190018	4	N	 	 
190018	5	N	 	 
190018	6	N	 	 
190018	7	N	 	 
190018	8	N	 	 
190018	9	N	 	 
190018	10	N	 	 
190018	11	N	 	 
190018	12	Y	0	1800
190018	13	N	 	 
190019	1	Y	5520	0
190019	2	N	 	 
190019	3	Y	480	2100
190019	4	N	 	 
190019	5	N	 	 
190019	6	N	 	 
190019	7	N	 	 
190019	8	Y	0	1000
190019	9	N	 	 
190019	10	N	 	 
190019	11	N	 	 
190019	12	N	 	 
190019	13	N	 	 
190020	1	N	 	 
190020	2	N	 	 
190020	3	Y	360	300
190020	4	N	 	 
190020	5	N	 	 
190020	6	N	 	 
190020	7	N	 	 
190020	8	N	 	 
190020	9	N	 	 
190020	10	N	 	 
190020	11	N	 	 
190020	12	N	 	 
190020	13	N	 	 
190021	1	N	 	 
190021	2	N	 	 
190021	3	N	 	 
190021	4	Y	0	2400
190021	5	N	 	 
190021	6	N	 	 
190021	7	N	 	 
190021	8	N	 	 
190021	9	N	 	 
190021	10	N	 	 
190021	11	N	 	 
190021	12	N	 	 
190021	13	N	 	 
190022	1	N	 	 
190022	2	N	 	 
190022	3	N	 	 
190022	4	Y	0	2100
190022	5	N	 	 
190022	6	N	 	 
190022	7	N	 	 
190022	8	N	 	 
190022	9	N	 	 
190022	10	N	 	 
190022	11	N	 	 
190022	12	N	 	 
190022	13	N	 	 
190024	1	N	 	 
190024	2	N	 	 
190024	3	Y	720	1920
190024	4	N	 	 
190024	5	N	 	 
190024	6	Y	430	0
190024	7	N	 	 
190024	8	Y	0	1000
190024	9	N	 	 
190024	10	N	 	 
190024	11	N	 	 
190024	12	N	 	 
190024	13	N	 	 
190025	1	N	 	 
190025	2	N	 	 
190025	3	Y	1884	1620
190025	4	N	 	 
190025	5	N	 	 
190025	6	N	 	 
190025	7	N	 	 
190025	8	Y	10000	800
190025	9	N	 	 
190025	10	N	 	 
190025	11	N	 	 
190025	12	Y	0	3200
190025	13	N	 	 
190026	1	Y	3000	0
190026	2	N	 	 
190026	3	N	 	 
190026	4	Y	0	1449
190026	5	N	 	 
190026	6	N	 	 
190026	7	N	 	 
190026	8	N	 	 
190026	9	N	 	 
190026	10	N	 	 
190026	11	N	 	 
190026	12	N	 	 
190026	13	N	 	 
190028	1	N	 	 
190028	2	N	 	 
190028	3	N	 	 
190028	4	N	 	 
190028	5	N	 	 
190028	6	N	 	 
190028	7	N	 	 
190028	8	Y	20000	5000
190028	9	N	 	 
190028	10	N	 	 
190028	11	Y	1500	0
190028	12	N	 	 
190028	13	N	 	 
190029	1	N	 	 
190029	2	N	 	 
190029	3	N	 	 
190029	4	Y	0	5040
190029	5	N	 	 
190029	6	Y	0	200
190029	7	N	 	 
190029	8	N	 	 
190029	9	N	 	 
190029	10	N	 	 
190029	11	N	 	 
190029	12	Y	0	2450
190029	13	Y	9000	1000
190031	1	Y	4500	0
190031	2	N	 	 
190031	3	N	 	 
190031	4	Y	0	2520
190031	5	N	 	 
190031	6	N	 	 
190031	7	N	 	 
190031	8	N	 	 
190031	9	N	 	 
190031	10	N	 	 
190031	11	N	 	 
190031	12	Y	2400	0
190031	13	N	 	 
190032	1	Y	6000	0
190032	2	N	 	 
190032	3	N	 	 
190032	4	N	 	 
190032	5	N	 	 
190032	6	N	 	 
190032	7	N	 	 
190032	8	N	 	 
190032	9	N	 	 
190032	10	N	 	 
190032	11	N	 	 
190032	12	N	 	 
190032	13	N	 	 
190033	1	N	 	 
190033	2	N	 	 
190033	3	Y	900	1200
190033	4	N	 	 
190033	5	N	 	 
190033	6	Y	0	100
190033	7	N	 	 
190033	8	Y	0	400
190033	9	N	 	 
190033	10	N	 	 
190033	11	N	 	 
190033	12	Y	0	1000
190033	13	N	 	 
190034	1	N	 	 
190034	2	N	 	 
190034	3	N	 	 
190034	4	N	 	 
190034	5	N	 	 
190034	6	N	 	 
190034	7	N	 	 
190034	8	N	 	 
190034	9	N	 	 
190034	10	N	 	 
190034	11	N	 	 
190034	12	Y	2400	4500
190034	13	Y	3000	0
190035	1	N	 	 
190035	2	N	 	 
190035	3	N	 	 
190035	4	N	 	 
190035	5	N	 	 
190035	6	N	 	 
190035	7	N	 	 
190035	8	N	 	 
190035	9	N	 	 
190035	10	N	 	 
190035	11	N	 	 
190035	12	N	 	 
190035	13	N	 	 
190036	1	N	 	 
190036	2	N	 	 
190036	3	Y	3800	1890
190036	4	N	 	 
190036	5	N	 	 
190036	6	N	 	 
190036	7	N	 	 
190036	8	N	 	 
190036	9	N	 	 
190036	10	N	 	 
190036	11	N	 	 
190036	12	N	 	 
190036	13	N	 	 
190037	1	N	 	 
190037	2	N	 	 
190037	3	N	 	 
190037	4	N	 	 
190037	5	N	 	 
190037	6	N	 	 
190037	7	N	 	 
190037	8	N	 	 
190037	9	N	 	 
190037	10	N	 	 
190037	11	N	 	 
190037	12	N	 	 
190037	13	N	 	 
190038	1	N	 	 
190038	2	N	 	 
190038	3	Y	420	1200
190038	4	N	 	 
190038	5	N	 	 
190038	6	N	 	 
190038	7	N	 	 
190038	8	N	 	 
190038	9	N	 	 
190038	10	N	 	 
190038	11	N	 	 
190038	12	N	 	 
190038	13	N	 	 
190039	1	N	 	 
190039	2	N	 	 
190039	3	N	 	 
190039	4	N	 	 
190039	5	N	 	 
190039	6	N	 	 
190039	7	N	 	 
190039	8	N	 	 
190039	9	N	 	 
190039	10	N	 	 
190039	11	N	 	 
190039	12	N	 	 
190039	13	N	 	 
190040	1	N	 	 
190040	2	N	 	 
190040	3	N	 	 
190040	4	N	 	 
190040	5	N	 	 
190040	6	N	 	 
190040	7	N	 	 
190040	8	Y	0	1000
190040	9	N	 	 
190040	10	N	 	 
190040	11	N	 	 
190040	12	N	 	 
190040	13	N	 	 
190041	1	N	 	 
190041	2	N	 	 
190041	3	N	 	 
190041	4	Y	0	2400
190041	5	N	 	 
190041	6	N	 	 
190041	7	N	 	 
190041	8	N	 	 
190041	9	N	 	 
190041	10	N	 	 
190041	11	N	 	 
190041	12	N	 	 
190041	13	N	 	 
190042	1	N	 	 
190042	2	N	 	 
190042	3	Y	1400	840
190042	4	N	 	 
190042	5	N	 	 
190042	6	N	 	 
190042	7	N	 	 
190042	8	N	 	 
190042	9	N	 	 
190042	10	N	 	 
190042	11	N	 	 
190042	12	N	 	 
190042	13	N	 	 
190043	1	N	 	 
190043	2	N	 	 
190043	3	Y	2250	630
190043	4	N	 	 
190043	5	N	 	 
190043	6	N	 	 
190043	7	N	 	 
190043	8	Y	0	1300
190043	9	N	 	 
190043	10	N	 	 
190043	11	N	 	 
190043	12	N	 	 
190043	13	N	 	 
190044	1	N	 	 
190044	2	N	 	 
190044	3	N	 	 
190044	4	Y	0	3150
190044	5	N	 	 
190044	6	N	 	 
190044	7	N	 	 
190044	8	Y	9600	0
190044	9	N	 	 
190044	10	N	 	 
190044	11	N	 	 
190044	12	Y	0	1000
190044	13	N	 	 
190046	1	N	 	 
190046	2	N	 	 
190046	3	Y	3000	840
190046	4	N	 	 
190046	5	N	 	 
190046	6	Y	0	500
190046	7	N	 	 
190046	8	N	 	 
190046	9	N	 	 
190046	10	N	 	 
190046	11	N	 	 
190046	12	Y	0	300
190046	13	N	 	 
190047	1	Y	6000	0
190047	2	N	 	 
190047	3	Y	2040	1450
190047	4	N	 	 
190047	5	N	 	 
190047	6	N	 	 
190047	7	N	 	 
190047	8	Y	0	1000
190047	9	N	 	 
190047	10	N	 	 
190047	11	N	 	 
190047	12	Y	0	1100
190047	13	N	 	 
190048	1	N	 	 
190048	2	N	 	 
190048	3	Y	1440	1215
190048	4	N	 	 
190048	5	N	 	 
190048	6	N	 	 
190048	7	N	 	 
190048	8	N	 	 
190048	9	N	 	 
190048	10	N	 	 
190048	11	N	 	 
190048	12	N	 	 
190048	13	Y	0	800
190049	1	N	 	 
190049	2	N	 	 
190049	3	N	 	 
190049	4	Y	0	5100
190049	5	N	 	 
190049	6	N	 	 
190049	7	N	 	 
190049	8	N	 	 
190049	9	N	 	 
190049	10	N	 	 
190049	11	N	 	 
190049	12	Y	0	900
190049	13	N	 	 
190050	1	Y	6000	0
190050	2	N	 	 
190050	3	N	 	 
190050	4	N	 	 
190050	5	N	 	 
190050	6	N	 	 
190050	7	N	 	 
190050	8	N	 	 
190050	9	N	 	 
190050	10	N	 	 
190050	11	N	 	 
190050	12	N	 	 
190050	13	N	 	 
190051	1	N	 	 
190051	2	N	 	 
190051	3	N	 	 
190051	4	Y	0	5040
190051	5	N	 	 
190051	6	N	 	 
190051	7	N	 	 
190051	8	Y	0	800
190051	9	N	 	 
190051	10	N	 	 
190051	11	N	 	 
190051	12	N	 	 
190051	13	N	 	 
190052	1	N	 	 
190052	2	N	 	 
190052	3	Y	1140	810
190052	4	N	 	 
190052	5	N	 	 
190052	6	N	 	 
190052	7	N	 	 
190052	8	N	 	 
190052	9	N	 	 
190052	10	N	 	 
190052	11	N	 	 
190052	12	N	 	 
190052	13	Y	10000	0
190053	1	Y	6000	0
190053	2	N	 	 
190053	3	Y	0	1800
190053	4	N	 	 
190053	5	N	 	 
190053	6	N	 	 
190053	7	N	 	 
190053	8	N	 	 
190053	9	N	 	 
190053	10	N	 	 
190053	11	N	 	 
190053	12	N	 	 
190053	13	N	 	 
190054	1	N	 	 
190054	2	N	 	 
190054	3	N	 	 
190054	4	N	 	 
190054	5	N	 	 
190054	6	N	 	 
190054	7	N	 	 
190054	8	N	 	 
190054	9	N	 	 
190054	10	N	 	 
190054	11	N	 	 
190054	12	N	 	 
190054	13	N	 	 
190055	1	N	 	 
190055	2	N	 	 
190055	3	N	 	 
190055	4	Y	0	1200
190055	5	N	 	 
190055	6	N	 	 
190055	7	N	 	 
190055	8	N	 	 
190055	9	N	 	 
190055	10	N	 	 
190055	11	N	 	 
190055	12	N	 	 
190055	13	N	 	 
190056	1	N	 	 
190056	2	N	 	 
190056	3	N	 	 
190056	4	Y	0	4800
190056	5	N	 	 
190056	6	N	 	 
190056	7	N	 	 
190056	8	Y	1500	350
190056	9	N	 	 
190056	10	N	 	 
190056	11	N	 	 
190056	12	N	 	 
190056	13	N	 	 
190057	1	N	 	 
190057	2	N	 	 
190057	3	N	 	 
190057	4	Y	0	2520
190057	5	N	 	 
190057	6	N	 	 
190057	7	N	 	 
190057	8	N	 	 
190057	9	N	 	 
190057	10	N	 	 
190057	11	N	 	 
190057	12	Y	0	900
190057	13	N	 	 
190058	1	N	 	 
190058	2	N	 	 
190058	3	Y	1080	360
190058	4	N	 	 
190058	5	N	 	 
190058	6	N	 	 
190058	7	N	 	 
190058	8	N	 	 
190058	9	N	 	 
190058	10	N	 	 
190058	11	N	 	 
190058	12	N	 	 
190058	13	N	 	 
190059	1	N	 	 
190059	2	N	 	 
190059	3	Y	471	600
190059	4	N	 	 
190059	5	N	 	 
190059	6	N	 	 
190059	7	N	 	 
190059	8	N	 	 
190059	9	N	 	 
190059	10	N	 	 
190059	11	N	 	 
190059	12	N	 	 
190059	13	N	 	 
190060	1	N	 	 
190060	2	N	 	 
190060	3	N	 	 
190060	4	Y	0	2700
190060	5	N	 	 
190060	6	Y	0	100
190060	7	N	 	 
190060	8	N	 	 
190060	9	N	 	 
190060	10	N	 	 
190060	11	N	 	 
190060	12	N	 	 
190060	13	N	 	 
190061	1	N	 	 
190061	2	N	 	 
190061	3	N	 	 
190061	4	Y	0	2400
190061	5	N	 	 
190061	6	N	 	 
190061	7	N	 	 
190061	8	N	 	 
190061	9	N	 	 
190061	10	N	 	 
190061	11	N	 	 
190061	12	N	 	 
190061	13	N	 	 
190062	1	N	 	 
190062	2	N	 	 
190062	3	N	 	 
190062	4	N	 	 
190062	5	N	 	 
190062	6	N	 	 
190062	7	N	 	 
190062	8	N	 	 
190062	9	N	 	 
190062	10	N	 	 
190062	11	N	 	 
190062	12	N	 	 
190062	13	N	 	 
190063	1	N	 	 
190063	2	N	 	 
190063	3	N	 	 
190063	4	N	 	 
190063	5	N	 	 
190063	6	N	 	 
190063	7	N	 	 
190063	8	N	 	 
190063	9	N	 	 
190063	10	N	 	 
190063	11	N	 	 
190063	12	N	 	 
190063	13	N	 	 
190064	1	N	 	 
190064	2	N	 	 
190064	3	N	 	 
190064	4	Y	780	660
190064	5	N	 	 
190064	6	Y	0	40
190064	7	N	 	 
190064	8	Y	0	1600
190064	9	N	 	 
190064	10	N	 	 
190064	11	Y	200	0
190064	12	N	 	 
190064	13	N	 	 
190065	1	N	 	 
190065	2	N	 	 
190065	3	N	 	 
190065	4	Y	0	800
190065	5	N	 	 
190065	6	N	 	 
190065	7	N	 	 
190065	8	N	 	 
190065	9	N	 	 
190065	10	N	 	 
190065	11	N	 	 
190065	12	N	 	 
190065	13	N	 	 
190066	1	N	 	 
190066	2	N	 	 
190066	3	Y	936	900
190066	4	N	 	 
190066	5	N	 	 
190066	6	N	 	 
190066	7	N	 	 
190066	8	Y	0	550
190066	9	N	 	 
190066	10	N	 	 
190066	11	N	 	 
190066	12	N	 	 
190066	13	N	 	 
190067	1	N	 	 
190067	2	N	 	 
190067	3	Y	1950	1575
190067	4	N	 	 
190067	5	N	 	 
190067	6	N	 	 
190067	7	N	 	 
190067	8	N	 	 
190067	9	N	 	 
190067	10	N	 	 
190067	11	N	 	 
190067	12	N	 	 
190067	13	N	 	 
190068	1	N	 	 
190068	2	N	 	 
190068	3	N	 	 
190068	4	N	 	 
190068	5	N	 	 
190068	6	N	 	 
190068	7	N	 	 
190068	8	Y	10000	0
190068	9	N	 	 
190068	10	N	 	 
190068	11	N	 	 
190068	12	Y	0	500
190068	13	N	 	 
190069	1	N	 	 
190069	2	N	 	 
190069	3	Y	315	1800
190069	4	N	 	 
190069	5	N	 	 
190069	6	N	 	 
190069	7	N	 	 
190069	8	N	 	 
190069	9	N	 	 
190069	10	N	 	 
190069	11	N	 	 
190069	12	N	 	 
190069	13	N	 	 
190070	1	N	 	 
190070	2	N	 	 
190070	3	N	 	 
190070	4	Y	0	2250
190070	5	N	 	 
190070	6	N	 	 
190070	7	N	 	 
190070	8	N	 	 
190070	9	N	 	 
190070	10	N	 	 
190070	11	N	 	 
190070	12	N	 	 
190070	13	N	 	 
190071	1	N	 	 
190071	2	N	 	 
190071	3	Y	880	240
190071	4	N	 	 
190071	5	N	 	 
190071	6	N	 	 
190071	7	N	 	 
190071	8	N	 	 
190071	9	N	 	 
190071	10	N	 	 
190071	11	N	 	 
190071	12	N	 	 
190071	13	N	 	 
190072	1	N	 	 
190072	2	N	 	 
190072	3	Y	2560	1080
190072	4	N	 	 
190072	5	N	 	 
190072	6	N	 	 
190072	7	N	 	 
190072	8	N	 	 
190072	9	N	 	 
190072	10	N	 	 
190072	11	N	 	 
190072	12	Y	0	1350
190072	13	N	 	 
190073	1	N	 	 
190073	2	N	 	 
190073	3	Y	470	470
190073	4	N	 	 
190073	5	N	 	 
190073	6	N	 	 
190073	7	N	 	 
190073	8	N	 	 
190073	9	N	 	 
190073	10	N	 	 
190073	11	N	 	 
190073	12	N	 	 
190073	13	N	 	 
190076	1	N	 	 
190076	2	N	 	 
190076	3	N	 	 
190076	4	N	 	 
190076	5	N	 	 
190076	6	N	 	 
190076	7	N	 	 
190076	8	N	 	 
190076	9	N	 	 
190076	10	N	 	 
190076	11	N	 	 
190076	12	N	 	 
190076	13	N	 	 
190079	1	N	 	 
190079	2	N	 	 
190079	3	Y	600	1080
190079	4	Y	0	1890
190079	5	N	 	 
190079	6	N	 	 
190079	7	N	 	 
190079	8	N	 	 
190079	9	N	 	 
190079	10	N	 	 
190079	11	N	 	 
190079	12	Y	0	700
190079	13	Y	4000	0
190080	1	N	 	 
190080	2	N	 	 
190080	3	Y	1350	945
190080	4	N	 	 
190080	5	N	 	 
190080	6	N	 	 
190080	7	N	 	 
190080	8	N	 	 
190080	9	N	 	 
190080	10	N	 	 
190080	11	N	 	 
190080	12	N	 	 
190080	13	N	 	 
190082	1	N	 	 
190082	2	N	 	 
190082	3	Y	0	3150
190082	4	N	 	 
190082	5	N	 	 
190082	6	N	 	 
190082	7	N	 	 
190082	8	N	 	 
190082	9	N	 	 
190082	10	N	 	 
190082	11	N	 	 
190082	12	N	 	 
190082	13	N	 	 
190083	1	N	 	 
190083	2	N	 	 
190083	3	N	 	 
190083	4	N	 	 
190083	5	N	 	 
