CHILDCODE	HHITMIDR5	OWNITMR5	NUMOWNR5	SLVALR5
30009	5	N	 	 
30009	6	N	 	 
30009	7	Y	2	400
30009	8	N	 	 
30009	9	N	 	 
30009	10	N	 	 
30009	11	Y	1	200
30009	12	N	 	 
30009	13	N	 	 
30009	14	N	 	 
30009	15	N	 	 
30009	16	N	 	 
30009	17	N	 	 
30009	18	N	 	 
30009	20	N	 	 
30009	21	N	 	 
30010	1	Y	1	1000
30010	2	N	 	 
30010	3	N	 	 
30010	4	N	 	 
30010	5	N	 	 
30010	6	N	 	 
30010	7	Y	2	600
30010	8	N	 	 
30010	9	Y	1	1000
30010	10	N	 	 
30010	11	N	 	 
30010	12	N	 	 
30010	13	Y	2	750
30010	14	N	 	 
30010	15	Y	1	700
30010	16	N	 	 
30010	17	N	 	 
30010	18	N	 	 
30010	20	N	 	 
30010	21	Y	2	1500
30011	1	Y	1	500
30011	2	N	 	 
30011	3	N	 	 
30011	4	N	 	 
30011	5	N	 	 
30011	6	Y	1	-77
30011	7	Y	3	1500
30011	8	N	 	 
30011	9	Y	1	1500
30011	10	N	 	 
30011	11	Y	1	250
30011	12	N	 	 
30011	13	Y	2	1000
30011	14	N	 	 
30011	15	N	 	 
30011	16	N	 	 
30011	17	N	 	 
30011	18	N	 	 
30011	20	Y	1	2000
30011	21	Y	1	250
30013	1	Y	2	5000
30013	2	Y	1	150
30013	3	N	 	 
30013	4	N	 	 
30013	5	N	 	 
30013	6	N	 	 
30013	7	Y	3	3000
30013	8	Y	14	2000
30013	9	Y	2	10000
30013	10	N	 	 
30013	11	Y	6	15000
30013	12	Y	1	1500
30013	13	Y	2	500
30013	14	Y	1	3000
30013	15	Y	2	2000
30013	16	N	 	 
30013	17	N	 	 
30013	18	N	 	 
30013	20	N	 	 
30013	21	Y	1	5000
30014	1	Y	1	800
30014	2	N	 	 
30014	3	N	 	 
30014	4	N	 	 
30014	5	N	 	 
30014	6	N	 	 
30014	7	Y	3	900
30014	8	N	 	 
30014	9	Y	1	5000
30014	10	N	 	 
30014	11	Y	2	1800
30014	12	Y	1	5000
30014	13	Y	2	1500
30014	14	N	 	 
30014	15	Y	1	900
30014	16	N	 	 
30014	17	N	 	 
30014	18	N	 	 
30014	20	N	 	 
30014	21	Y	2	6000
30015	1	Y	1	500
30015	2	Y	1	1000
30015	3	N	 	 
30015	4	N	 	 
30015	5	N	 	 
30015	6	N	 	 
30015	7	Y	4	4700
30015	8	N	 	 
30015	9	Y	1	1500
30015	10	N	 	 
30015	11	Y	2	1200
30015	12	N	 	 
30015	13	Y	1	150
30015	14	N	 	 
30015	15	Y	1	700
30015	16	N	 	 
30015	17	N	 	 
30015	18	N	 	 
30015	20	N	 	 
30015	21	Y	2	2200
30016	1	Y	1	1000
30016	2	Y	1	200
30016	3	N	 	 
30016	4	N	 	 
30016	5	N	 	 
30016	6	N	 	 
30016	7	Y	2	1400
30016	8	Y	3	400
30016	9	Y	1	5000
30016	10	N	 	 
30016	11	Y	1	2000
30016	12	N	 	 
30016	13	Y	1	100
30016	14	Y	1	4000
30016	15	Y	1	400
30016	16	N	 	 
30016	17	N	 	 
30016	18	N	 	 
30016	20	N	 	 
30016	21	Y	1	1500
30018	1	N	 	 
30018	2	N	 	 
30018	3	N	 	 
30018	4	N	 	 
30018	5	N	 	 
30018	6	N	 	 
30018	7	N	 	 
30018	8	Y	2	50
30018	9	Y	1	500
30018	10	N	 	 
30018	11	Y	1	900
30018	12	N	 	 
30018	13	Y	1	200
30018	14	N	 	 
30018	15	N	 	 
30018	16	N	 	 
30018	17	N	 	 
30018	18	N	 	 
30018	20	N	 	 
30018	21	Y	2	3000
30019	1	Y	1	4000
30019	2	N	 	 
30019	3	N	 	 
30019	4	N	 	 
30019	5	N	 	 
30019	6	N	 	 
30019	7	Y	4	2000
30019	8	N	 	 
30019	9	Y	1	3000
30019	10	N	 	 
30019	11	Y	2	3000
30019	12	Y	1	5000
30019	13	Y	3	1200
30019	14	N	 	 
30019	15	N	 	 
30019	16	N	 	 
30019	17	N	 	 
30019	18	N	 	 
30019	20	Y	1	700
30019	21	Y	1	6000
30020	1	Y	1	1000
30020	2	Y	1	300
30020	3	N	 	 
30020	4	N	 	 
30020	5	N	 	 
30020	6	N	 	 
30020	7	Y	2	300
30020	8	N	 	 
30020	9	N	 	 
30020	10	N	 	 
30020	11	Y	1	600
30020	12	N	 	 
30020	13	N	 	 
30020	14	N	 	 
30020	15	N	 	 
30020	16	N	 	 
30020	17	N	 	 
30020	18	N	 	 
30020	20	N	 	 
30020	21	Y	1	1600
30021	1	Y	1	1500
30021	2	N	 	 
30021	3	N	 	 
30021	4	N	 	 
30021	5	N	 	 
30021	6	N	 	 
30021	7	Y	1	200
30021	8	Y	5	200
30021	9	N	 	 
30021	10	N	 	 
30021	11	Y	1	500
30021	12	N	 	 
30021	13	Y	1	150
30021	14	N	 	 
30021	15	N	 	 
30021	16	N	 	 
30021	17	N	 	 
30021	18	N	 	 
30021	20	N	 	 
30021	21	Y	1	400
30022	1	Y	1	1000
30022	2	N	 	 
30022	3	N	 	 
30022	4	N	 	 
30022	5	N	 	 
30022	6	N	 	 
30022	7	Y	1	200
30022	8	N	 	 
30022	9	N	 	 
30022	10	N	 	 
30022	11	Y	1	100
30022	12	N	 	 
30022	13	N	 	 
30022	14	N	 	 
30022	15	N	 	 
30022	16	N	 	 
30022	17	N	 	 
30022	18	N	 	 
30022	20	N	 	 
30022	21	N	 	 
30023	1	Y	1	1500
30023	2	Y	1	1000
30023	3	N	 	 
30023	4	N	 	 
30023	5	N	 	 
30023	6	N	 	 
30023	7	Y	4	5200
30023	8	Y	4	400
30023	9	Y	1	8000
30023	10	N	 	 
30023	11	Y	2	6000
30023	12	Y	1	10000
30023	13	Y	2	1000
30023	14	Y	1	4000
30023	15	N	 	 
30023	16	N	 	 
30023	17	N	 	 
30023	18	N	 	 
30023	20	N	 	 
30023	21	Y	2	10000
30024	1	Y	1	2000
30024	2	Y	2	1900
30024	3	N	 	 
30024	4	N	 	 
30024	5	N	 	 
30024	6	N	 	 
30024	7	Y	4	12500
30024	8	Y	6	360
30024	9	Y	1	2700
30024	10	N	 	 
30024	11	Y	3	4000
30024	12	Y	2	10500
30024	13	Y	5	1600
30024	14	Y	2	9000
30024	15	Y	2	4000
30024	16	N	 	 
30024	17	N	 	 
30024	18	Y	1	8000
30024	20	Y	1	500
30024	21	Y	1	5000
30025	1	Y	2	2000
30025	2	Y	1	50
30025	3	N	 	 
30025	4	N	 	 
30025	5	N	 	 
30025	6	N	 	 
30025	7	Y	5	3000
30025	8	Y	4	500
30025	9	Y	2	3500
30025	10	N	 	 
30025	11	Y	2	1200
30025	12	N	 	 
30025	13	Y	2	300
30025	14	N	 	 
30025	15	Y	1	500
30025	16	N	 	 
30025	17	N	 	 
30025	18	N	 	 
30025	20	N	 	 
30025	21	Y	1	300
30026	1	Y	1	1000
30026	2	N	 	 
30026	3	N	 	 
30026	4	N	 	 
30026	5	N	 	 
30026	6	N	 	 
30026	7	N	 	 
30026	8	Y	6	500
30026	9	N	 	 
30026	10	N	 	 
30026	11	Y	2	600
30026	12	N	 	 
30026	13	Y	1	50
30026	14	N	 	 
30026	15	N	 	 
30026	16	N	 	 
30026	17	N	 	 
30026	18	N	 	 
30026	20	N	 	 
30026	21	Y	1	150
30027	1	Y	1	1000
30027	2	Y	1	200
30027	3	N	 	 
30027	4	N	 	 
30027	5	Y	1	700
30027	6	N	 	 
30027	7	Y	4	2000
30027	8	Y	1	60
30027	9	N	 	 
30027	10	N	 	 
30027	11	Y	2	1500
30027	12	N	 	 
30027	13	Y	2	1200
30027	14	N	 	 
30027	15	N	 	 
30027	16	N	 	 
30027	17	N	 	 
30027	18	N	 	 
30027	20	Y	1	1000
30027	21	Y	1	400
30028	1	Y	1	7000
30028	2	Y	2	2000
30028	3	N	 	 
30028	4	N	 	 
30028	5	N	 	 
30028	6	N	 	 
30028	7	Y	5	11000
30028	8	Y	6	1880
30028	9	Y	1	8400
30028	10	N	 	 
30028	11	Y	4	1700
30028	12	Y	1	4400
30028	13	Y	2	800
30028	14	N	 	 
30028	15	Y	1	1200
30028	16	N	 	 
30028	17	N	 	 
30028	18	N	 	 
30028	20	N	 	 
30028	21	Y	2	2500
30029	1	Y	1	800
30029	2	N	 	 
30029	3	N	 	 
30029	4	N	 	 
30029	5	N	 	 
30029	6	N	 	 
30029	7	Y	5	3000
30029	8	N	 	 
30029	9	Y	1	1000
30029	10	N	 	 
30029	11	Y	2	900
30029	12	Y	10	1000
30029	13	Y	3	2000
30029	14	N	 	 
30029	15	N	 	 
30029	16	N	 	 
30029	17	N	 	 
30029	18	Y	1	5000
30029	20	Y	1	1000
30029	21	Y	1	2000
30032	1	N	 	 
30032	2	Y	1	400
30032	3	N	 	 
30032	4	N	 	 
30032	5	N	 	 
30032	6	N	 	 
30032	7	Y	2	300
30032	8	Y	1	100
30032	9	N	 	 
30032	10	N	 	 
30032	11	Y	1	200
30032	12	N	 	 
30032	13	Y	2	1800
30032	14	N	 	 
30032	15	N	 	 
30032	16	N	 	 
30032	17	N	 	 
30032	18	N	 	 
30032	20	N	 	 
30032	21	N	 	 
30033	1	Y	1	900
30033	2	N	 	 
30033	3	N	 	 
30033	4	N	 	 
30033	5	N	 	 
30033	6	N	 	 
30033	7	Y	2	560
30033	8	N	 	 
30033	9	Y	1	400
30033	10	N	 	 
30033	11	Y	1	1000
30033	12	N	 	 
30033	13	Y	2	700
30033	14	N	 	 
30033	15	Y	1	400
30033	16	N	 	 
30033	17	N	 	 
30033	18	N	 	 
30033	20	N	 	 
30033	21	Y	2	2000
30034	1	Y	1	1500
30034	2	N	 	 
30034	3	N	 	 
30034	4	N	 	 
30034	5	N	 	 
30034	6	N	 	 
30034	7	Y	4	1000
30034	8	Y	1	200
30034	9	Y	1	2000
30034	10	N	 	 
30034	11	Y	2	600
30034	12	Y	1	3000
30034	13	N	 	 
30034	14	N	 	 
30034	15	N	 	 
30034	16	N	 	 
30034	17	N	 	 
30034	18	N	 	 
30034	20	N	 	 
30034	21	N	 	 
30035	1	Y	1	400
30035	2	Y	1	200
30035	3	N	 	 
30035	4	N	 	 
30035	5	N	 	 
30035	6	N	 	 
30035	7	Y	4	1200
30035	8	Y	2	60
30035	9	N	 	 
30035	10	N	 	 
30035	11	Y	1	200
30035	12	N	 	 
30035	13	N	 	 
30035	14	N	 	 
30035	15	Y	1	200
30035	16	N	 	 
30035	17	N	 	 
30035	18	N	 	 
30035	20	N	 	 
30035	21	N	 	 
30036	1	Y	1	3000
30036	2	N	 	 
30036	3	N	 	 
30036	4	N	 	 
30036	5	N	 	 
30036	6	N	 	 
30036	7	Y	4	3200
30036	8	N	 	 
30036	9	N	 	 
30036	10	N	 	 
30036	11	Y	1	1000
30036	12	N	 	 
30036	13	Y	1	300
30036	14	N	 	 
30036	15	Y	1	1000
30036	16	N	 	 
30036	17	N	 	 
30036	18	N	 	 
30036	20	N	 	 
30036	21	N	 	 
30037	1	Y	1	1000
30037	2	Y	1	1000
30037	3	N	 	 
30037	4	N	 	 
30037	5	N	 	 
30037	6	N	 	 
30037	7	Y	2	1000
30037	8	Y	1	500
30037	9	Y	1	2000
30037	10	N	 	 
30037	11	Y	3	13000
30037	12	Y	2	20000
30037	13	Y	3	1100
30037	14	N	 	 
30037	15	N	 	 
30037	16	N	 	 
30037	17	N	 	 
30037	18	N	 	 
30037	20	Y	1	500
30037	21	N	 	 
30038	1	N	 	 
30038	2	N	 	 
30038	3	N	 	 
30038	4	N	 	 
30038	5	N	 	 
30038	6	N	 	 
30038	7	N	 	 
30038	8	N	 	 
30038	9	N	 	 
30038	10	N	 	 
30038	11	N	 	 
30038	12	N	 	 
30038	13	N	 	 
30038	14	N	 	 
30038	15	N	 	 
30038	16	N	 	 
30038	17	N	 	 
30038	18	N	 	 
30038	20	N	 	 
30038	21	N	 	 
30039	1	Y	1	1000
30039	2	Y	1	150
30039	3	N	 	 
30039	4	N	 	 
30039	5	N	 	 
30039	6	N	 	 
30039	7	Y	3	800
30039	8	Y	1	100
30039	9	Y	1	3000
30039	10	N	 	 
30039	11	Y	3	600
30039	12	N	 	 
30039	13	Y	1	200
30039	14	N	 	 
30039	15	N	 	 
30039	16	N	 	 
30039	17	N	 	 
30039	18	N	 	 
30039	20	N	 	 
30039	21	N	 	 
30040	1	Y	1	3000
30040	2	Y	1	1500
30040	3	N	 	 
30040	4	N	 	 
30040	5	N	 	 
30040	6	N	 	 
30040	7	Y	3	8000
30040	8	Y	3	800
30040	9	Y	2	5000
30040	10	N	 	 
30040	11	Y	3	4000
30040	12	Y	1	7000
30040	13	Y	1	150
30040	14	N	 	 
30040	15	Y	1	900
30040	16	N	 	 
30040	17	N	 	 
30040	18	N	 	 
30040	20	N	 	 
30040	21	Y	1	3000
30041	1	Y	1	1200
30041	2	N	 	 
30041	3	N	 	 
30041	4	N	 	 
30041	5	N	 	 
30041	6	N	 	 
30041	7	Y	4	3200
30041	8	Y	1	100
30041	9	Y	1	2000
30041	10	N	 	 
30041	11	Y	4	2100
30041	12	Y	1	2000
30041	13	N	 	 
30041	14	N	 	 
30041	15	Y	1	500
30041	16	N	 	 
30041	17	N	 	 
30041	18	N	 	 
30041	20	N	 	 
30041	21	N	 	 
30043	1	Y	1	8000
30043	2	N	 	 
30043	3	N	 	 
30043	4	N	 	 
30043	5	N	 	 
30043	6	Y	1	40
30043	7	Y	4	7200
30043	8	N	 	 
30043	9	Y	1	400
30043	10	N	 	 
30043	11	Y	3	2100
30043	12	Y	1	5000
30043	13	Y	1	100
30043	14	N	 	 
30043	15	N	 	 
30043	16	N	 	 
30043	17	N	 	 
30043	18	N	 	 
30043	20	N	 	 
30043	21	Y	1	400
30044	1	Y	1	2000
30044	2	N	 	 
30044	3	N	 	 
30044	4	N	 	 
30044	5	N	 	 
30044	6	N	 	 
30044	7	Y	2	500
30044	8	N	 	 
30044	9	N	 	 
30044	10	N	 	 
30044	11	N	 	 
30044	12	Y	1	5000
30044	13	N	 	 
30044	14	N	 	 
30044	15	N	 	 
30044	16	N	 	 
30044	17	N	 	 
30044	18	N	 	 
30044	20	N	 	 
30044	21	N	 	 
30045	1	Y	1	1200
30045	2	Y	1	300
30045	3	N	 	 
30045	4	N	 	 
30045	5	N	 	 
30045	6	N	 	 
30045	7	Y	2	1200
30045	8	Y	3	100
30045	9	N	 	 
30045	10	N	 	 
30045	11	Y	1	1000
30045	12	N	 	 
30045	13	Y	1	150
30045	14	N	 	 
30045	15	N	 	 
30045	16	N	 	 
30045	17	N	 	 
30045	18	N	 	 
30045	20	N	 	 
30045	21	Y	1	500
30047	1	Y	1	3000
30047	2	Y	1	2000
30047	3	N	 	 
30047	4	N	 	 
30047	5	N	 	 
30047	6	N	 	 
30047	7	Y	2	600
30047	8	N	 	 
30047	9	N	 	 
30047	10	N	 	 
30047	11	Y	1	2000
30047	12	N	 	 
30047	13	Y	1	100
30047	14	N	 	 
30047	15	Y	1	1500
30047	16	N	 	 
30047	17	N	 	 
30047	18	N	 	 
30047	20	N	 	 
30047	21	Y	2	4300
30048	1	Y	1	1000
30048	2	Y	1	500
30048	3	Y	1	200000
30048	4	N	 	 
30048	5	N	 	 
30048	6	Y	1	100
30048	7	Y	5	3000
30048	8	N	 	 
30048	9	Y	1	2500
30048	10	N	 	 
30048	11	Y	3	4000
30048	12	Y	1	3000
30048	13	Y	3	1300
30048	14	N	 	 
30048	15	N	 	 
30048	16	N	 	 
30048	17	N	 	 
30048	18	N	 	 
30048	20	Y	1	500
30048	21	Y	1	2000
30051	1	Y	1	1500
30051	2	Y	1	300
30051	3	N	 	 
30051	4	N	 	 
30051	5	N	 	 
30051	6	N	 	 
30051	7	Y	3	900
30051	8	Y	2	250
30051	9	Y	1	3500
30051	10	N	 	 
30051	11	Y	1	800
30051	12	Y	1	5000
30051	13	Y	1	100
30051	14	Y	1	6000
30051	15	Y	1	500
30051	16	N	 	 
30051	17	N	 	 
30051	18	N	 	 
30051	20	N	 	 
30051	21	N	 	 
30052	1	Y	1	1000
30052	2	Y	1	300
30052	3	N	 	 
30052	4	N	 	 
30052	5	N	 	 
30052	6	N	 	 
30052	7	Y	2	700
30052	8	N	 	 
30052	9	Y	1	1000
30052	10	N	 	 
30052	11	Y	1	1000
30052	12	Y	1	4000
30052	13	Y	2	500
30052	14	Y	1	6000
30052	15	Y	1	700
30052	16	N	 	 
30052	17	N	 	 
30052	18	N	 	 
30052	20	N	 	 
30052	21	Y	1	1500
30053	1	Y	1	500
30053	2	N	 	 
30053	3	N	 	 
30053	4	N	 	 
30053	5	N	 	 
30053	6	Y	1	150
30053	7	Y	3	1500
30053	8	Y	2	300
30053	9	Y	1	2000
30053	10	N	 	 
30053	11	Y	2	2500
30053	12	N	 	 
30053	13	Y	1	150
30053	14	Y	1	6000
30053	15	Y	1	700
30053	16	N	 	 
30053	17	N	 	 
30053	18	Y	1	5000
30053	20	N	 	 
30053	21	Y	1	2000
30054	1	Y	2	12000
30054	2	Y	1	60
30054	3	Y	1	1600000
30054	4	N	 	 
30054	5	N	 	 
30054	6	Y	1	50
30054	7	Y	5	16000
30054	8	Y	3	300
30054	9	Y	1	10000
30054	10	N	 	 
30054	11	Y	1	500
30054	12	Y	1	4000
30054	13	Y	1	150
30054	14	N	 	 
30054	15	Y	1	2000
30054	16	N	 	 
30054	17	N	 	 
30054	18	Y	1	4000
30054	20	Y	1	6000
30054	21	Y	2	800
30055	1	Y	1	4000
30055	2	Y	1	200
30055	3	N	 	 
30055	4	N	 	 
30055	5	N	 	 
30055	6	N	 	 
30055	7	Y	2	600
30055	8	Y	3	100
30055	9	N	 	 
30055	10	N	 	 
30055	11	Y	2	1200
30055	12	Y	1	6000
30055	13	Y	3	1600
30055	14	N	 	 
30055	15	N	 	 
30055	16	N	 	 
30055	17	N	 	 
30055	18	N	 	 
30055	20	Y	1	2000
30055	21	Y	1	1500
30056	1	Y	1	2000
30056	2	Y	1	500
30056	3	N	 	 
30056	4	N	 	 
30056	5	N	 	 
30056	6	N	 	 
30056	7	Y	1	300
30056	8	N	 	 
30056	9	Y	1	1500
30056	10	N	 	 
30056	11	Y	2	1300
30056	12	N	 	 
30056	13	Y	1	250
30056	14	N	 	 
30056	15	Y	1	700
30056	16	N	 	 
30056	17	N	 	 
30056	18	N	 	 
30056	20	N	 	 
30056	21	Y	2	1500
30057	1	Y	1	2000
30057	2	Y	1	1000
30057	3	N	 	 
30057	4	N	 	 
30057	5	N	 	 
30057	6	Y	1	200
30057	7	Y	4	3000
30057	8	Y	1	300
30057	9	Y	1	5000
30057	10	N	 	 
30057	11	Y	1	800
30057	12	N	 	 
30057	13	Y	1	150
30057	14	Y	1	7000
30057	15	Y	1	500
30057	16	N	 	 
30057	17	N	 	 
30057	18	N	 	 
30057	20	N	 	 
30057	21	N	 	 
30058	1	Y	1	2500
30058	2	Y	1	100
30058	3	N	 	 
30058	4	N	 	 
30058	5	N	 	 
30058	6	N	 	 
30058	7	Y	3	1200
30058	8	Y	2	400
30058	9	N	 	 
30058	10	N	 	 
30058	11	Y	2	700
30058	12	N	 	 
30058	13	Y	1	200
30058	14	N	 	 
30058	15	N	 	 
30058	16	N	 	 
30058	17	N	 	 
30058	18	N	 	 
30058	20	N	 	 
30058	21	N	 	 
30059	1	Y	1	400
30059	2	Y	1	200
30059	3	N	 	 
30059	4	N	 	 
30059	5	N	 	 
30059	6	N	 	 
30059	7	Y	2	600
30059	8	N	 	 
30059	9	N	 	 
30059	10	N	 	 
30059	11	Y	1	500
30059	12	N	 	 
30059	13	Y	1	100
30059	14	N	 	 
30059	15	N	 	 
30059	16	N	 	 
30059	17	N	 	 
30059	18	N	 	 
30059	20	N	 	 
30059	21	Y	1	500
30060	1	Y	1	1400
30060	2	N	 	 
30060	3	N	 	 
30060	4	N	 	 
30060	5	N	 	 
30060	6	Y	1	200
30060	7	Y	3	5000
30060	8	Y	7	2000
30060	9	Y	1	4000
30060	10	N	 	 
30060	11	Y	3	11000
30060	12	Y	1	1500
30060	13	Y	1	100
30060	14	N	 	 
30060	15	Y	1	1000
30060	16	N	 	 
30060	17	N	 	 
30060	18	N	 	 
30060	20	N	 	 
30060	21	Y	1	4000
30061	1	Y	1	1700
30061	2	N	 	 
30061	3	N	 	 
30061	4	N	 	 
30061	5	N	 	 
30061	6	N	 	 
30061	7	Y	2	2000
30061	8	N	 	 
30061	9	Y	1	500
30061	10	N	 	 
30061	11	Y	2	2000
30061	12	N	 	 
30061	13	Y	1	300
30061	14	N	 	 
30061	15	Y	1	1000
30061	16	N	 	 
30061	17	N	 	 
30061	18	N	 	 
30061	20	N	 	 
30061	21	Y	1	300
30062	1	N	 	 
30062	2	Y	1	240
30062	3	N	 	 
30062	4	N	 	 
30062	5	N	 	 
30062	6	N	 	 
30062	7	Y	1	450
30062	8	Y	3	140
30062	9	N	 	 
30062	10	N	 	 
30062	11	N	 	 
30062	12	N	 	 
30062	13	N	 	 
30062	14	N	 	 
30062	15	N	 	 
30062	16	N	 	 
30062	17	N	 	 
30062	18	N	 	 
30062	20	Y	17	2100
30062	21	N	 	 
30064	1	Y	1	600
30064	2	Y	1	250
30064	3	N	 	 
30064	4	N	 	 
30064	5	N	 	 
30064	6	N	 	 
30064	7	Y	1	200
30064	8	N	 	 
30064	9	N	 	 
30064	10	N	 	 
30064	11	Y	1	600
30064	12	N	 	 
30064	13	Y	3	2400
30064	14	N	 	 
30064	15	N	 	 
30064	16	N	 	 
30064	17	N	 	 
30064	18	N	 	 
30064	20	Y	1	1000
30064	21	Y	1	400
30065	1	Y	1	1500
30065	2	N	 	 
30065	3	N	 	 
30065	4	N	 	 
30065	5	N	 	 
30065	6	Y	1	-77
30065	7	Y	2	600
30065	8	N	 	 
30065	9	Y	1	3500
30065	10	N	 	 
30065	11	Y	1	1500
30065	12	Y	1	4500
30065	13	Y	1	150
30065	14	Y	1	6000
30065	15	N	 	 
30065	16	N	 	 
30065	17	N	 	 
30065	18	N	 	 
30065	20	N	 	 
30065	21	Y	1	3000
30066	1	Y	1	1000
30066	2	N	 	 
30066	3	N	 	 
30066	4	N	 	 
30066	5	N	 	 
30066	6	N	 	 
30066	7	Y	2	3400
30066	8	Y	1	30
30066	9	N	 	 
30066	10	N	 	 
30066	11	Y	1	600
30066	12	N	 	 
30066	13	N	 	 
30066	14	N	 	 
30066	15	N	 	 
30066	16	N	 	 
30066	17	N	 	 
30066	18	N	 	 
30066	20	N	 	 
30066	21	Y	1	1200
30068	1	Y	1	2000
30068	2	Y	1	1000
30068	3	N	 	 
30068	4	N	 	 
30068	5	N	 	 
30068	6	N	 	 
30068	7	Y	2	2000
30068	8	Y	3	500
30068	9	N	 	 
30068	10	N	 	 
30068	11	Y	2	1000
30068	12	Y	1	4000
30068	13	Y	1	150
30068	14	N	 	 
30068	15	Y	1	1500
30068	16	N	 	 
30068	17	N	 	 
30068	18	N	 	 
30068	20	N	 	 
30068	21	Y	1	2000
30069	1	Y	1	2000
30069	2	N	 	 
30069	3	N	 	 
30069	4	N	 	 
30069	5	N	 	 
30069	6	N	 	 
30069	7	Y	4	1600
30069	8	N	 	 
30069	9	Y	1	2000
30069	10	N	 	 
30069	11	Y	2	1500
30069	12	Y	1	2000
30069	13	Y	2	1000
30069	14	N	 	 
30069	15	Y	1	1200
30069	16	N	 	 
30069	17	N	 	 
30069	18	N	 	 
30069	20	N	 	 
30069	21	Y	1	800
30070	1	Y	2	6000
30070	2	Y	1	1500
30070	3	Y	1	250000
30070	4	N	 	 
30070	5	N	 	 
30070	6	N	 	 
30070	7	Y	6	14000
30070	8	Y	7	3000
30070	9	Y	1	7000
30070	10	N	 	 
30070	11	Y	6	5600
30070	12	Y	2	9500
30070	13	Y	2	2000
30070	14	Y	5	28500
30070	15	Y	2	3500
30070	16	N	 	 
30070	17	N	 	 
30070	18	Y	1	7000
30070	20	N	 	 
30070	21	Y	2	2000
30071	1	N	 	 
30071	2	Y	1	450
30071	3	N	 	 
30071	4	N	 	 
30071	5	N	 	 
30071	6	N	 	 
30071	7	Y	1	300
30071	8	Y	7	550
30071	9	N	 	 
30071	10	N	 	 
30071	11	Y	1	800
30071	12	N	 	 
30071	13	N	 	 
30071	14	N	 	 
30071	15	N	 	 
30071	16	N	 	 
30071	17	N	 	 
30071	18	N	 	 
30071	20	Y	9	1000
30071	21	N	 	 
30072	1	Y	1	2000
30072	2	Y	1	2500
30072	3	N	 	 
30072	4	N	 	 
30072	5	N	 	 
30072	6	Y	1	50
30072	7	Y	4	2400
30072	8	Y	4	120
30072	9	Y	1	3500
30072	10	N	 	 
30072	11	Y	3	1400
30072	12	N	 	 
30072	13	Y	2	600
30072	14	N	 	 
30072	15	N	 	 
30072	16	N	 	 
30072	17	N	 	 
30072	18	N	 	 
30072	20	Y	1	800
30072	21	Y	1	1000
30073	1	Y	1	600
30073	2	Y	1	900
30073	3	N	 	 
30073	4	N	 	 
30073	5	N	 	 
30073	6	N	 	 
30073	7	Y	1	800
30073	8	Y	4	200
30073	9	Y	1	1000
30073	10	N	 	 
30073	11	Y	1	800
30073	12	N	 	 
30073	13	Y	1	100
30073	14	N	 	 
30073	15	N	 	 
30073	16	N	 	 
30073	17	N	 	 
30073	18	N	 	 
30073	20	N	 	 
30073	21	Y	1	500
30074	1	Y	1	3000
30074	2	Y	1	1500
30074	3	N	 	 
30074	4	N	 	 
30074	5	N	 	 
30074	6	N	 	 
30074	7	Y	2	1000
30074	8	Y	2	150
30074	9	Y	1	2000
30074	10	N	 	 
30074	11	Y	1	500
30074	12	Y	1	13000
30074	13	Y	2	650
30074	14	N	 	 
30074	15	Y	1	600
30074	16	N	 	 
30074	17	N	 	 
30074	18	N	 	 
30074	20	Y	1	1000
30074	21	Y	1	1500
30077	1	Y	1	800
30077	2	Y	1	900
30077	3	N	 	 
30077	4	N	 	 
30077	5	N	 	 
30077	6	N	 	 
30077	7	Y	2	1400
30077	8	Y	3	800
30077	9	Y	2	6000
30077	10	N	 	 
30077	11	Y	2	1200
30077	12	Y	1	3000
30077	13	Y	1	50
30077	14	N	 	 
30077	15	Y	1	700
30077	16	N	 	 
30077	17	N	 	 
30077	18	N	 	 
30077	20	N	 	 
30077	21	Y	1	1500
30078	1	Y	1	4000
30078	2	N	 	 
30078	3	N	 	 
30078	4	N	 	 
30078	5	Y	1	3000
30078	6	Y	1	400
30078	7	Y	2	4000
30078	8	N	 	 
30078	9	Y	1	5000
30078	10	N	 	 
30078	11	Y	3	6000
30078	12	Y	1	8000
30078	13	Y	1	200
30078	14	N	 	 
30078	15	Y	1	1400
30078	16	N	 	 
30078	17	N	 	 
30078	18	N	 	 
30078	20	N	 	 
30078	21	Y	1	7000
30079	1	Y	1	2000
30079	2	Y	1	500
30079	3	N	 	 
30079	4	N	 	 
30079	5	N	 	 
30079	6	Y	1	500
30079	7	Y	4	2000
30079	8	Y	9	5000
30079	9	Y	2	12000
30079	10	N	 	 
30079	11	Y	2	4500
30079	12	Y	1	5000
30079	13	Y	3	6000
30079	14	Y	1	3000
30079	15	N	 	 
30079	16	N	 	 
30079	17	N	 	 
30079	18	Y	1	3500
30079	20	Y	1	1000
30079	21	Y	1	6000
30080	1	Y	2	17000
30080	2	N	 	 
30080	3	N	 	 
30080	4	N	 	 
30080	5	N	 	 
30080	6	N	 	 
30080	7	Y	3	6000
30080	8	Y	6	2000
30080	9	Y	1	5000
30080	10	N	 	 
30080	11	Y	3	7000
30080	12	Y	1	11000
30080	13	Y	1	150
30080	14	Y	1	5000
30080	15	N	 	 
30080	16	N	 	 
30080	17	N	 	 
30080	18	Y	1	8000
30080	20	N	 	 
30080	21	Y	1	7000
30081	1	N	 	 
30081	2	N	 	 
30081	3	N	 	 
