CHILDCODE	LIDR4	GAVCRDR5	WHORCVR5	TKEOUTR5	LOANMTR5	LOANYRR5	AMTCRDR5	INTRTR5	AMTINTR5	FINPAYR5	PYTIMER5	NOBACKR5
160001	4	1	1	1	10	2006	1265	15	 	1	1	 
160001	5	1	1	1	2	2007	1265	15	 	1	1	 
160002	1	1	2	1	10	2008	2100	15	 	0	 	 
160002	2	1	2	2	10	2007	1600	15	 	1	1	 
160002	3	1	2	1	11	2006	1200	15	 	1	1	 
160002	4	10	3	2	1	2009	1000	0	 	0	 	 
160003	1	1	1	1	11	2008	800	15	 	0	 	 
160003	2	1	1	1	10	2007	700	15	 	1	1	 
160003	3	1	1	1	10	2006	700	15	 	1	1	 
160003	4	10	1	7	4	2007	2000	0	 	0	 	 
160003	5	8	1	7	5	2008	500	0	 	0	 	 
160004	1	10	1	41	4	2008	5000	0	 	0	 	 
160004	2	8	1	3	8	2008	1000	0	 	0	 	 
160005	1	10	1	2	1	2009	1100	0	 	0	 	 
160005	2	7	3	5	7	2007	100000	15	 	0	 	 
160006	1	8	1	8	10	2008	1500	0	 	0	 	 
160006	2	8	1	1	11	2007	1500	0	 	1	1	 
160006	3	8	1	2	1	2007	1000	0	 	0	 	 
160006	4	7	1	1	11	2008	1000	15	 	0	 	 
160008	1	1	1	2	2	2006	700	15	 	1	1	 
160008	2	1	1	1	10	2007	700	15	 	1	1	 
160008	3	1	1	1	11	2008	600	15	 	0	 	 
160008	4	10	1	2	1	2007	1400	3	 	1	1	 
160008	5	10	1	2	1	2008	1700	-77	0	0	 	 
160008	6	8	1	7	2	2009	500	0	 	0	 	 
160009	1	1	1	1	10	2006	1320	15	 	1	1	 
160009	2	1	1	1	10	2007	2150	15	 	1	1	 
160009	3	1	1	1	10	2008	2500	15	 	0	 	 
160010	1	10	1	3	9	2007	3000	0	 	1	1	 
160010	2	1	1	1	10	2007	700	15	 	1	1	 
160010	3	1	1	1	10	2008	800	15	 	0	 	 
160011	1	1	1	1	10	2007	1200	15	 	1	1	 
160011	2	1	1	1	10	2008	2100	15	 	0	 	 
160012	1	8	2	6	6	2006	2000	25	 	1	1	 
160012	2	7	2	1	11	2006	1000	15	 	1	1	 
160012	3	10	2	7	10	2007	1000	50	 	0	 	 
160012	4	7	2	1	11	2007	1000	15	 	1	1	 
160012	5	8	2	19	5	2008	1000	0	 	1	1	 
160012	6	7	2	1	11	2008	1000	15	 	0	 	 
160012	7	10	2	6	12	2008	800	0	 	0	 	 
160012	8	10	2	6	8	2008	700	0	 	1	1	 
160013	1	10	1	19	1	2009	10000	0	 	0	 	 
160013	2	7	1	1	11	2008	1000	15	 	0	 	 
160013	3	7	1	1	11	2007	1000	15	 	1	1	 
160013	4	7	1	1	11	2006	1000	15	 	1	1	 
160013	5	10	1	19	1	2008	700	0	 	1	1	 
160014	1	10	2	2	12	2008	3000	0	 	0	 	 
160014	2	1	2	1	10	2007	1600	15	 	1	1	 
160014	3	1	2	1	11	2008	1600	15	 	0	 	 
160015	1	1	1	1	10	2006	1650	15	 	1	1	 
160015	2	1	1	1	10	2008	2500	15	 	1	1	 
160016	1	1	1	1	1	2008	600	15	 	0	 	 
160016	2	7	1	8	8	2008	10000	1000	 	0	 	 
160016	3	10	1	10	6	2008	3500	0	 	1	1	 
160017	1	7	1	1	11	2008	500	15	 	0	 	 
160017	2	7	1	1	11	2007	500	15	 	1	1	 
160017	3	7	1	1	11	2006	500	15	 	1	1	 
160017	4	8	1	15	1	2007	200	0	 	1	1	 
160017	5	8	1	6	3	2008	60	0	 	1	1	 
160018	1	1	1	1	10	2007	1650	15	 	1	1	 
160018	2	1	1	1	10	2008	1700	15	 	0	 	 
160019	1	7	1	10	8	2007	3400	500	 	1	1	 
160019	2	1	1	1	10	2007	1450	15	 	1	1	 
160019	3	1	1	1	10	2008	1450	15	 	0	 	 
160020	1	10	2	2	11	2008	2000	0	 	1	1	 
160020	2	8	2	2	10	2007	1000	0	 	1	1	 
160022	1	1	1	1	11	2008	600	15	 	0	 	 
160023	1	1	1	1	10	2006	1650	15	 	1	1	 
160023	2	1	1	1	10	2007	1600	15	 	1	1	 
160023	3	1	1	1	10	2008	2600	15	 	1	1	 
160024	1	1	2	1	10	2008	1600	15	 	0	 	 
160026	1	7	25	1	6	2007	5000	-77	1700	1	1	 
160026	2	1	25	1	11	2008	1200	15	 	0	 	 
160026	3	1	25	1	10	2007	1200	15	 	1	0	2
160027	1	7	2	1	11	2007	4100	15	 	1	1	 
160027	2	7	2	1	11	2008	2100	15	 	0	 	 
160027	3	10	2	2	1	2009	2000	5	 	0	 	 
160027	4	10	2	2	1	2007	1300	5	 	1	1	 
160027	5	10	2	2	1	2008	1200	5	 	1	1	 
160029	1	1	1	1	10	2007	16000	15	 	1	1	 
160029	2	1	1	1	10	2008	2400	15	 	0	 	 
160030	1	8	1	2	1	2009	2000	0	 	0	 	 
160030	2	8	1	2	1	2008	3000	0	 	1	1	 
160031	1	1	1	1	11	2009	800	15	 	0	 	 
160031	2	1	1	1	9	2007	800	15	 	1	1	 
160031	3	7	1	8	8	2008	10000	15	 	0	 	 
160032	1	10	1	2	1	2009	1370	0	 	0	 	 
160032	2	10	1	2	8	2007	1000	0	 	1	1	 
160032	3	8	1	19	6	2008	500	0	 	1	1	 
160032	4	8	1	15	1	2009	500	0	 	0	 	 
160033	1	1	1	1	2	2009	600	15	 	0	 	 
160034	1	1	1	1	11	2006	1640	15	 	1	1	 
160034	2	1	1	1	11	2007	1600	15	 	1	1	 
160034	3	1	1	1	11	2008	1680	15	 	1	1	 
160035	1	1	2	1	10	2008	600	15	 	0	 	 
160035	2	10	2	2	11	2008	300	0	 	0	 	 
160036	1	7	1	1	11	2008	500	15	 	0	 	 
160036	2	7	1	1	11	2007	500	15	 	1	1	 
160036	4	7	1	1	11	2006	500	15	 	1	1	 
160036	5	10	0	10	11	2007	150	0	 	1	1	 
160036	6	10	2	2	11	2008	60	0	 	1	1	 
160037	1	10	1	2	4	2009	1200	0	 	0	 	 
160037	2	8	1	10	9	2008	5000	0	 	0	 	 
160039	1	1	1	1	11	2008	1400	15	 	0	 	 
160039	2	1	1	1	10	2007	1400	15	 	1	1	 
160039	3	1	1	1	9	2006	1400	15	 	1	1	 
160039	4	10	1	2	1	2007	1000	0	 	1	1	 
160039	5	8	1	2	10	2008	700	0	 	0	 	 
160040	1	7	2	1	11	2007	600	15	 	1	1	 
160040	2	10	2	2	2	2009	500	0	 	0	 	 
160040	3	10	2	1	5	2008	400	0	 	1	1	 
160041	1	10	1	2	10	2008	1000	0	 	0	 	 
160041	2	1	1	1	10	2008	800	15	 	0	 	 
160041	3	8	1	2	11	2007	600	0	 	1	1	 
160042	1	10	1	3	11	2008	10000	0	 	0	 	 
160042	2	10	1	2	1	2009	1500	0	 	0	 	 
160042	3	7	1	1	11	2008	1000	15	 	0	 	 
160042	4	10	2	2	2	2009	400	0	 	0	 	 
160043	1	7	1	1	11	2008	600	15	 	0	 	 
160043	2	7	1	1	11	2007	600	15	 	1	1	 
160043	3	7	1	1	11	2006	600	15	 	1	1	 
160043	4	10	2	2	1	2009	500	10	 	0	 	 
160043	5	10	1	1	10	2008	400	100	 	1	1	 
160044	1	10	1	2	1	2009	1500	0	 	1	1	 
160044	2	1	1	1	10	2008	800	15	 	0	 	 
160044	3	1	1	1	10	2007	800	15	 	1	1	 
160045	1	8	1	2	10	2008	2000	0	 	1	1	 
160046	1	1	17	1	10	2006	1650	15	 	1	1	 
160046	2	1	17	1	10	2007	1650	15	 	1	1	 
160046	3	1	17	1	10	2008	2100	15	 	0	 	 
160047	1	1	2	1	11	2008	750	15	 	0	 	 
160047	2	1	2	1	9	2007	750	15	 	1	1	 
160047	3	1	1	1	10	2006	800	15	 	1	1	 
160047	4	10	2	2	2	2008	600	0	 	1	1	 
160047	5	10	2	2	2	2009	300	0	 	0	 	 
160050	1	10	1	3	5	2008	5000	0	 	0	 	 
160050	2	8	1	2	1	2009	2000	0	 	0	 	 
160051	1	7	1	1	11	2007	700	15	 	1	1	 
160051	2	7	1	1	11	2008	500	15	 	0	 	 
160051	3	10	2	2	2	2009	100	0	 	0	 	 
160053	1	7	1	1	11	2008	700	15	 	0	 	 
160053	2	10	2	6	11	2008	100	0	 	0	 	 
160054	1	1	4	1	10	2006	2450	15	 	1	1	 
160054	2	1	4	1	10	2007	1650	15	 	1	1	 
160054	3	1	4	1	10	2008	1580	15	 	0	 	 
160055	1	7	1	1	11	2008	1200	15	 	0	 	 
160055	2	7	1	1	11	2007	1200	15	 	1	1	 
160055	3	7	1	1	11	2006	1200	15	 	1	1	 
160055	4	10	1	1	11	2008	150	0	 	1	1	 
160056	1	1	1	1	10	2008	1500	15	 	0	 	 
160056	2	8	1	2	12	2007	2000	0	 	1	1	 
160056	3	8	1	2	11	2008	2500	0	 	1	1	 
160057	1	1	2	1	10	2008	2000	15	 	0	 	 
160057	2	1	2	1	10	2007	1700	15	 	1	1	 
160057	3	1	2	1	10	2006	750	15	 	1	1	 
160058	1	1	1	1	11	2008	1400	15	 	0	 	 
160058	2	1	1	1	10	2007	1500	15	 	1	1	 
160058	3	1	1	1	10	2006	1600	15	 	1	1	 
160059	1	1	1	1	10	2008	1600	15	 	0	 	 
160059	2	8	1	2	1	2008	1500	0	 	1	1	 
160060	1	7	1	19	12	2008	5000	15	 	0	 	 
160060	2	7	1	1	11	2007	1100	15	 	1	1	 
160061	1	1	1	1	10	2006	3600	15	 	1	1	 
160061	2	1	1	1	10	2007	3580	15	 	1	1	 
160061	3	1	1	1	10	2008	3200	15	 	0	 	 
160062	1	8	1	2	7	2007	1000	0	 	1	1	 
160062	2	8	1	2	10	2008	3000	0	 	1	1	 
160062	3	8	1	1	9	2008	1000	0	 	0	 	 
160063	1	8	2	2	1	2007	5000	0	 	1	1	 
160063	2	1	2	1	10	2008	800	15	 	0	 	 
160064	1	8	1	2	12	2008	2000	0	 	0	 	 
160064	2	1	1	2	10	2008	1600	15	 	0	 	 
160065	1	1	2	1	10	2006	2115	15	 	1	1	 
160065	2	1	2	1	10	2007	2200	15	 	1	1	 
160065	3	1	2	1	10	2008	2450	15	 	1	1	 
160066	1	1	7	1	11	2006	1600	15	 	1	1	 
160066	2	1	7	1	10	2700	1600	15	 	1	1	 
160066	3	1	7	1	10	2008	1600	15	 	0	 	 
160067	1	10	2	2	11	2008	5000	0	 	1	1	 
160067	2	8	2	2	1	2009	300	0	 	0	 	 
160067	3	10	2	1	10	2007	250	0	 	1	1	 
160068	1	8	2	2	1	2007	3000	0	 	1	1	 
160068	2	1	2	1	10	2007	800	15	 	1	1	 
160068	3	1	2	1	10	2008	800	15	 	0	 	 
160069	1	7	1	1	11	2008	2250	15	 	0	 	 
160069	2	7	1	1	11	2007	1800	15	 	1	1	 
160069	3	7	1	1	11	2006	1300	15	 	1	1	 
160070	1	10	1	10	1	2009	11000	0	 	0	 	 
160070	2	8	1	2	1	2009	1000	0	 	0	 	 
160070	3	7	1	1	11	2008	950	15	 	0	 	 
160070	4	7	1	1	11	2007	950	15	 	1	1	 
160070	5	7	1	1	11	2006	950	15	 	1	1	 
160071	1	1	1	1	10	2007	1560	15	 	1	1	 
160071	2	1	1	1	10	2008	1650	15	 	0	 	 
160071	3	7	1	14	8	2007	5000	20	 	0	 	 
160072	1	1	1	1	10	2006	650	15	 	1	1	 
160072	2	1	1	1	10	2007	630	15	 	1	1	 
160072	3	1	1	1	10	2008	650	15	 	0	 	 
160073	1	7	1	1	11	2008	3000	15	 	0	 	 
160073	2	7	1	1	11	2007	625	15	 	1	1	 
160073	3	7	1	1	11	2006	625	15	 	1	1	 
160073	4	10	1	2	2	2009	500	0	 	1	1	 
160074	1	1	1	1	11	2008	2400	15	 	0	 	 
160074	2	1	1	1	10	2007	1400	15	 	1	1	 
160074	3	1	1	1	10	2006	800	15	 	1	1	 
160074	4	10	1	2	1	2008	2000	0	 	1	1	 
160074	5	10	1	2	1	2009	2000	0	 	1	1	 
160075	1	1	1	1	10	2007	1350	15	 	1	1	 
160075	2	1	1	1	10	2008	1380	15	 	0	 	 
160075	3	7	1	7	7	2007	6000	15	 	0	 	 
160076	1	7	1	1	11	2006	3500	18	 	0	 	 
160076	2	7	1	1	11	2008	4000	15	 	0	 	 
160078	1	10	2	2	9	2007	3000	0	 	1	1	 
160078	2	1	2	1	10	2008	1450	15	 	0	 	 
160079	1	10	1	1	11	2008	2400	0	 	1	1	 
160079	2	10	2	2	1	2008	2000	0	 	1	1	 
160079	3	10	1	8	1	2009	1500	0	 	0	 	 
160079	4	7	1	1	11	2008	1350	15	 	0	 	 
160079	5	10	2	8	2	2009	1000	0	 	0	 	 
160079	6	7	1	1	11	2007	950	15	 	1	1	 
160079	7	7	1	1	11	2006	950	15	 	1	1	 
160080	1	1	1	1	10	2008	1600	15	 	0	 	 
160080	2	8	1	2	10	2008	1000	0	 	1	1	 
160080	3	10	1	2	9	2007	1000	0	 	1	1	 
160081	1	10	1	2	1	2008	1600	0	 	1	1	 
160081	2	10	1	2	1	2009	2000	0	 	0	 	 
160082	1	8	1	2	1	2009	1000	50	 	0	 	 
160082	2	8	1	7	1	2008	1000	0	 	0	 	 
160082	3	7	1	1	11	2008	1000	15	 	0	 	 
160082	4	8	1	2	1	2007	1000	50	 	1	1	 
160082	5	7	1	1	11	2007	1000	15	 	1	1	 
160082	6	8	1	2	1	2006	1000	500	 	1	1	 
160082	7	8	1	2	2	2009	900	40	 	0	 	 
160083	1	1	1	1	10	2006	1088	15	 	1	1	 
160083	2	1	1	1	10	2007	1202	15	 	1	1	 
160083	3	1	1	1	10	2008	1053	15	 	0	 	 
160084	1	1	1	1	11	2008	1400	-77	0	0	 	 
160084	2	7	1	1	6	2007	4000	-77	1345	0	 	 
160085	1	10	1	2	1	2009	2000	0	 	0	 	 
160085	2	10	2	2	1	2008	1000	0	 	1	1	 
160085	3	10	2	15	12	2008	200	0	 	0	 	 
160086	1	8	1	2	5	2007	2000	0	 	1	1	 
160086	2	8	1	2	9	2008	200	0	 	1	1	 
160086	3	8	1	2	9	2008	200	0	 	1	1	 
160087	1	8	1	8	9	2008	3000	0	 	0	 	 
160087	2	1	1	1	10	2007	1600	15	 	1	1	 
160087	3	1	1	1	10	2008	1600	15	 	0	 	 
160087	4	10	2	2	9	2009	1500	0	 	0	 	 
160088	1	10	17	3	6	2009	5000	0	 	0	 	 
160089	1	1	1	1	11	2009	1400	15	 	0	 	 
160089	2	1	1	1	10	2007	1400	15	 	1	1	 
160089	3	1	1	1	9	2006	2400	15	 	1	1	 
160089	4	7	1	1	11	2008	5000	15	 	0	 	 
160089	5	10	1	2	1	2009	2000	0	 	0	 	 
160090	1	1	1	1	10	2006	2800	15	 	1	1	 
160090	2	1	1	1	10	2007	2100	15	 	1	1	 
160090	3	1	1	1	10	2008	2400	15	 	0	 	 
160090	4	7	1	1	6	2008	5000	15	 	0	 	 
160091	1	10	2	8	5	2007	3000	0	 	0	 	 
160091	2	10	2	2	8	2008	1300	0	 	1	1	 
160091	3	8	2	6	1	2009	1050	0	 	0	 	 
160091	4	10	2	2	2	2009	1000	0	 	0	 	 
160091	5	7	2	1	11	2008	1000	15	 	0	 	 
160091	6	7	2	1	11	2007	1000	15	 	1	1	 
160091	7	7	2	1	11	2006	1000	15	 	1	1	 
160091	8	10	2	2	77	2008	700	0	 	1	1	 
160091	9	10	2	2	12	2008	500	0	 	1	1	 
160091	10	10	2	2	1	2009	400	0	 	0	 	 
160091	11	10	2	2	2	2009	300	0	 	0	 	 
160092	1	10	1	2	1	2009	2500	0	 	0	 	 
160092	2	8	1	2	1	2008	1500	0	 	1	1	 
160092	3	8	1	2	1	2006	1000	50	 	1	1	 
160092	4	7	1	1	11	2007	625	15	 	1	1	 
160092	5	7	1	1	11	2008	625	15	 	1	1	 
160092	6	7	1	1	11	2008	300	15	 	0	 	 
160093	1	7	1	1	11	2008	1500	15	 	0	 	 
160093	2	7	1	1	11	2007	3000	15	 	1	1	 
160093	3	7	1	1	12	2006	3000	15	 	1	1	 
160094	1	1	1	1	11	2008	3000	15	 	0	 	 
160094	2	1	1	1	10	2007	1400	15	 	1	1	 
160094	3	1	1	1	10	2006	1600	15	 	1	1	 
160094	4	10	1	2	1	2008	2300	0	 	1	1	 
160094	5	8	1	2	1	2007	1500	0	 	1	1	 
160095	1	4	1	7	9	2007	1000	50	 	1	1	 
160095	2	1	1	1	10	2007	800	15	 	1	1	 
160095	3	4	1	2	12	2008	1000	50	 	0	 	 
160095	4	10	2	2	10	2007	300	0	 	1	1	 
160096	1	10	1	1	11	2008	10000	0	 	0	 	 
160096	2	8	1	2	1	2007	7000	0	 	1	1	 
160096	3	10	1	2	1	2009	4000	0	 	0	 	 
160097	1	7	1	13	6	2006	4500	15	 	0	 	 
160097	2	1	1	1	11	2008	2400	15	 	0	 	 
160097	3	1	1	1	10	2007	2400	15	 	1	1	 
160097	4	1	1	1	10	2006	2400	15	 	1	1	 
160098	1	1	1	1	10	2006	2650	15	 	1	1	 
160098	2	1	1	1	10	2007	1500	15	 	1	1	 
160098	3	1	1	1	10	2008	2400	15	 	0	 	 
160099	1	7	1	2	11	2008	5000	15	 	0	 	 
160099	2	1	1	1	10	2007	1600	15	 	1	1	 
160099	3	1	1	1	10	2008	1600	15	 	0	 	 
160099	4	1	1	1	11	2006	1500	15	 	1	1	 
160099	5	10	1	2	1	2009	1000	0	 	0	 	 
170001	1	7	6	14	10	2008	10000	12	 	0	 	 
170004	1	2	2	1	9	2006	1345	-77	335	1	0	6
170004	2	2	2	1	10	2008	400	0	 	0	 	 
170009	1	7	1	1	9	2006	3000	15	 	1	1	 
170011	1	7	1	2	12	2007	9000	18	 	1	1	 
170015	1	7	1	1	9	2006	7000	18	 	0	 	 
170019	1	7	1	1	9	2007	8000	18	 	0	 	 
170020	1	8	1	1	9	2008	2000	-77	5000	0	 	 
170021	1	1	1	1	9	2007	1750	-77	450	1	1	 
170022	1	7	1	14	7	2008	4000	15	 	0	 	 
170023	1	6	1	3	9	2007	10000	12	 	0	 	 
170024	1	8	1	14	9	2008	10000	0	 	0	 	 
170026	1	7	1	1	9	2008	7000	18	 	0	 	 
170026	2	10	2	2	5	2008	700	0	 	1	1	 
170027	1	7	0	14	7	2006	1500	-77	-77	1	1	 
170027	2	1	1	1	9	2007	2800	-77	-77	1	1	 
170027	3	8	1	18	10	2008	3000	0	 	1	1	 
170028	1	7	1	1	9	2007	7000	18	 	0	 	 
170031	1	10	2	1	12	2008	100	0	 	1	1	 
170032	1	7	1	14	9	2007	6000	18	 	0	 	 
170033	1	7	1	1	10	2008	10000	18	 	0	 	 
170033	2	10	2	2	1	2008	500	0	 	1	1	 
170034	1	2	1	1	10	2007	5000	12	 	0	 	 
170035	1	7	1	1	9	2007	2500	15	 	0	 	 
170036	1	8	2	1	9	2008	500	0	 	1	1	 
170037	1	2	1	1	9	2007	575	-77	75	1	1	 
170037	2	1	1	1	10	2008	650	0	 	0	 	 
170037	3	8	1	10	1	2008	31000	0	 	1	0	7
170038	1	10	2	2	10	2008	100	0	 	1	1	 
170042	1	1	1	1	10	2008	650	0	 	0	 	 
170042	2	8	1	2	1	2009	1000	0	 	0	 	 
170042	3	1	1	1	10	2007	1600	-77	-77	0	 	 
170043	1	2	1	1	10	2007	1600	7	 	1	0	12
170045	1	2	1	1	9	2006	10000	18	 	0	 	 
170046	1	7	1	1	5	2008	7000	18	 	0	 	 
170047	1	8	1	2	1	2008	600	0	 	0	 	 
170048	1	7	1	1	9	2006	6000	15	 	1	1	 
170048	2	10	1	1	10	2007	500	0	 	1	1	 
170050	1	7	1	1	5	2008	2000	15	 	0	 	 
170051	1	7	1	1	9	2008	6600	18	 	0	 	 
170052	1	7	1	1	9	2006	10000	15	 	0	 	 
170052	2	8	1	14	10	2008	5500	0	 	0	 	 
170053	1	7	1	1	8	2007	10000	18	 	0	 	 
170053	2	7	1	1	77	2006	10000	18	 	1	1	 
170054	1	1	1	1	10	2008	600	0	 	1	1	 
170055	1	10	1	2	5	2007	2000	0	 	1	1	 
170056	1	8	3	2	11	2008	500	0	 	0	 	 
170056	2	8	3	10	11	2008	10000	0	 	0	 	 
170057	1	7	1	15	1	2007	10000	15	 	1	1	 
170058	1	2	1	1	8	2007	20000	-77	-77	0	 	 
170059	1	1	1	1	10	2006	1280	-77	410	1	0	4
170059	2	1	1	1	10	2008	550	0	 	0	 	 
170059	3	8	1	7	11	2008	500	0	 	0	 	 
170062	1	2	1	1	9	2008	800	10	 	0	 	 
170064	1	7	1	1	9	2007	5000	18	 	0	 	 
170064	2	10	1	1	1	2009	200	0	 	0	 	 
170065	1	5	2	10	8	2006	2006	0	 	0	 	 
170065	2	1	1	1	11	2008	2008	0	 	0	 	 
170066	1	10	1	1	9	2008	200	0	 	1	1	 
170069	1	7	1	14	9	2007	10000	15	 	0	 	 
170069	2	3	1	2	1	2009	5000	15	 	0	 	 
170070	1	7	2	1	9	2007	10000	18	 	0	 	 
170071	1	7	2	2	9	2007	10000	18	 	0	 	 
170072	1	10	2	2	1	2008	400	0	 	1	1	 
170072	2	8	2	17	2	2009	200	0	 	0	 	 
170075	1	1	1	2	7	2007	500	0	 	1	1	 
170076	1	7	1	1	9	2007	10000	18	 	0	 	 
170076	2	10	2	2	1	2009	200	0	 	0	 	 
170076	3	10	2	2	10	2008	350	0	 	1	1	 
170079	1	7	1	14	4	2008	10000	15	 	0	 	 
170079	2	8	1	2	1	2009	1000	0	 	1	1	 
170079	3	10	2	2	1	2009	700	0	 	1	1	 
170082	1	7	1	1	10	2008	10000	10	 	0	 	 
170082	2	4	2	2	77	2007	3000	10	 	1	1	 
170083	1	7	2	2	6	2006	10000	15	 	0	 	 
170083	2	8	2	2	10	2008	300	0	 	1	1	 
170083	3	8	2	2	8	2008	200	0	 	1	1	 
170084	1	1	1	1	9	2007	1000	-77	56	1	1	 
170085	1	2	2	1	11	2008	600	10	 	0	 	 
170086	1	7	1	2	2	2007	6000	15	 	0	 	 
170087	1	1	1	1	10	2008	1500	-77	220	0	 	 
170087	2	10	2	2	12	2008	1000	0	 	0	 	 
170088	1	1	1	1	9	2007	1400	-77	-77	1	1	 
170089	1	7	1	1	9	2008	6000	18	 	0	 	 
170090	1	10	2	2	10	2008	100	0	 	1	1	 
170090	2	10	2	2	12	2008	50	0	 	1	1	 
170091	1	8	1	2	5	2008	1000	0	 	0	 	 
170093	1	7	1	1	10	2008	7000	18	 	0	 	 
170094	1	7	1	8	11	2007	5000	12	 	1	1	 
170095	1	3	2	1	9	2007	2000	10	 	1	1	 
170098	1	2	2	1	4	2006	2000	10	 	0	 	 
170098	2	8	2	6	11	2008	200	0	 	0	 	 
170100	1	12	2	1	7	2006	4000	-9999	 	0	 	 
180001	1	8	1	2	2	2007	1600	0	 	1	1	 
180002	1	8	2	2	12	2009	1000	0	 	0	 	 
180002	2	10	2	2	10	2008	100	0	 	1	1	 
180002	3	8	2	1	9	2008	500	0	 	1	1	 
180003	1	7	1	3	8	2006	7000	262.5	 	0	 	 
180004	1	8	1	4	12	2008	2000	0	 	0	 	 
180004	2	12	1	1	10	2008	420	0	 	0	 	 
180005	1	8	1	2	5	2006	1000	0	 	1	0	12
180006	1	8	2	2	12	2008	150	0	 	1	1	 
180006	2	8	2	2	1	2009	500	0	 	0	 	 
180006	3	7	2	2	8	2006	5000	600	 	0	 	 
180007	1	8	3	7	12	2008	500	0	 	1	1	 
180007	2	8	3	2	3	2006	2200	0	 	1	0	11
180008	1	10	4	2	2	2009	300	0	 	1	1	 
180008	2	10	4	2	3	2009	200	0	 	1	1	 
180008	3	13	4	2	1	2009	350	0	 	1	1	 
180008	4	8	4	6	8	2008	400	0	 	1	1	 
180009	1	8	1	1	2	2009	200	0	 	0	 	 
180009	2	8	1	2	9	2008	500	0	 	1	1	 
180010	1	8	3	1	9	2008	1000	0	 	0	 	 
180010	2	8	2	1	10	2008	300	0	 	0	 	 
180011	1	8	1	2	11	2008	300	0	 	1	1	 
180011	2	8	1	1	9	2008	600	0	 	0	 	 
180011	3	10	1	10	8	2007	1500	0	 	1	1	 
180013	1	8	20	1	4	2007	300	0	 	1	1	 
180014	1	8	2	1	10	2007	600	0	 	1	0	11
180014	2	10	2	1	10	2006	650	0	 	1	1	 
180015	1	12	1	1	10	2008	350	0	 	0	 	 
180016	2	10	1	1	8	2006	4000	0	 	0	 	 
180017	1	8	2	2	2	2009	1000	0	 	0	 	 
180018	1	8	1	2	11	2006	600	0	 	0	 	 
180024	1	10	1	2	5	2008	300	0	 	1	0	11
180024	2	10	1	2	11	2008	200	0	 	1	1	 
180025	1	10	1	2	8	2008	1500	0	 	0	 	 
180025	2	10	1	12	9	2008	3000	0	 	1	1	 
180025	3	10	1	1	11	2007	800	0	 	1	0	6
180025	4	2	1	1	9	2007	300	8	 	0	 	 
180026	1	8	1	15	1	2009	100	0	 	0	 	 
180027	1	9	1	2	11	2008	600	30	 	1	1	 
180029	1	8	1	2	10	2008	2500	0	 	1	1	 
180029	2	8	1	1	12	2008	600	0	 	1	1	 
180029	3	10	1	2	1	2007	800	0	 	1	0	6
180031	1	10	2	2	1	2009	800	0	 	1	1	 
180031	2	10	1	1	9	2008	3000	0	 	1	1	 
180033	1	4	1	3	5	2007	1500	150	 	1	1	 
180034	1	10	2	2	12	2008	500	0	 	1	1	 
180034	2	8	2	3	5	2008	1000	0	 	1	1	 
180034	3	10	2	3	4	2007	1000	0	 	1	1	 
180035	1	12	1	1	10	2008	420	0	 	0	 	 
180035	2	2	1	4	8	2008	300	0	 	1	1	 
180036	1	8	1	1	9	2007	1400	0	 	1	1	 
180036	2	8	1	2	5	2008	500	0	 	1	1	 
180037	1	8	1	2	9	2008	1200	0	 	1	0	6
180037	2	2	1	1	10	2008	450	0	 	0	 	 
180037	3	2	1	1	10	2007	350	0	 	1	1	 
180038	1	7	1	1	1	2009	40000	14	 	0	 	 
180039	1	7	1	10	9	2008	5000	18	 	0	 	 
180039	2	8	1	1	11	2008	300	0	 	1	1	 
180040	1	2	1	2	10	2008	600	0	 	0	 	 
180041	1	8	2	10	1	2009	200	0	 	0	 	 
180041	2	8	2	2	9	2008	400	0	 	0	 	 
180041	3	8	2	2	5	2007	800	0	 	1	0	2
180041	4	10	2	2	7	2007	300	0	 	1	0	2
180041	5	2	2	1	10	2008	400	0	 	0	 	 
180042	1	8	1	13	9	2008	2000	0	 	1	1	 
180043	1	10	2	15	2	2009	100	0	 	1	1	 
180043	2	12	2	1	10	2008	150	0	 	0	 	 
180044	1	10	1	1	6	2008	300	0	 	1	1	 
180044	2	10	1	2	8	2008	500	0	 	1	1	 
180044	3	8	1	2	2	2007	4000	0	 	1	1	 
180044	4	10	1	2	9	2008	200	0	 	1	1	 
180045	1	7	1	1	4	2006	5000	900	 	1	1	 
180046	1	10	1	2	10	2008	3000	0	 	0	 	 
180046	2	10	1	2	7	2008	400	0	 	1	1	 
180046	3	10	1	2	12	2007	300	0	 	0	 	 
180048	1	8	2	2	3	2009	10000	0	 	0	 	 
180049	1	8	4	1	12	2008	100	0	 	1	1	 
180050	1	7	1	1	10	2006	2000	190	 	0	 	 
180050	2	1	1	1	9	2008	1300	300	 	0	 	 
180051	1	8	1	10	7	2008	70000	0	 	0	 	 
180052	1	2	1	1	10	2008	200	0	 	0	 	 
180052	2	8	1	2	12	2008	300	0	 	1	1	 
180054	1	8	1	3	9	2006	1000	0	 	0	 	 
180054	2	8	1	2	10	2008	100	0	 	1	1	 
180054	3	9	1	2	9	2008	200	0	 	1	1	 
180055	1	8	1	4	10	2008	1000	0	 	0	 	 
180056	1	2	1	1	10	2008	250	0	 	0	 	 
180056	2	8	2	2	12	2008	1000	0	 	0	 	 
180056	3	8	2	2	8	2007	300	0	 	1	1	 
