CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	THSVILR5	BURBRLR5	BRNREG5	BRNZONR5	GETFAMN	FAMBKBR5	FMURRLR5	FAMREGR5	FAMZNER5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	PANELSIB	ATTPRER5	WHYNPRR5	GETSCHSTYR	GETSCHSTMN	STRYRR5	STRMNR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR4	WHSEEKR4	MEMSMKR5	MEMTOBR5	OFTSMKR5	MEMALCR5	OFTALCR5
100064	17	 	7	0	1	 	7	10	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	3	1	 	 	 	2	4	 	0	0	12	1	3	0	0	4	1	3	N	0	 	0	 	 	 	 	0	0	 	0	4
100064	18	 	22	0	1	 	17	20	 	2	 	 	 	 	 	20	0	98	98	 	 	 	 	0	 	 	 	 	1	7	1	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100064	19	 	14	0	4	 	24	27	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100064	20	 	7	0	1	 	0	3	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100065	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	9	1	 	 	 	2	4	2	0	0	8	1	3	0	0	4	2	6	N	 	 	 	 	 	 	 	 	 	 	 	 
100065	1	 	1	0	1	 	45	48	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	28	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	1	0	1	11	25	1	2	0	0	 	1	1
100065	2	 	1	1	1	 	39	42	 	2	1	 	 	 	 	0	1	98	98	 	 	 	 	0	 	 	 	 	1	28	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	4	1	1	0	0	 	1	5
100065	3	 	7	0	4	 	24	27	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100065	4	 	7	0	4	 	20	23	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100065	5	 	7	0	1	 	17	20	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	1	10	0	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 	 
100065	15	 	7	0	1	 	14	17	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	0	1	 	 	0	0	 	 	 	 	17	 	 	 	 	 	 	 	9	0	0	0	10	0	0	5	Y	0	 	0	 	 	 	 	0	0	 	0	4
100065	16	 	20	0	1	 	14	17	 	2	 	 	 	 	 	20	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	8	1	 	 	 	 	 	 	 	 	8	1	3	0	0	4	2	6	N	 	 	 	 	 	 	 	 	 	 	 	 
100065	17	 	7	0	1	 	 	1	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100066	0	 	0	 	2	 	12	15	 	2	 	 	 	 	 	23	0	98	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	1	1	1	5500	0	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100066	1	 	1	1	1	 	35	38	 	1	 	 	 	 	 	 	1	98	98	 	 	 	 	0	 	 	 	 	1	6	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	0	0	 	1	1
100066	2	 	1	0	4	 	31	34	 	2	1	0	5	1	2	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	3	 	13	0	4	 	27	30	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	4	 	14	0	4	 	23	26	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	15	 	7	0	2	 	15	18	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	16	 	7	0	2	 	9	12	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	5	1	 	 	 	2	1	 	5000	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	17	 	20	0	4	 	27	30	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	18	 	6	0	1	 	50	53	 	2	 	 	 	 	 	1	5	99	99	 	 	 	 	0	 	 	 	 	0	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100066	19	 	14	0	4	 	26	29	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	20	 	8	0	2	 	15	18	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100066	21	 	14	0	1	 	16	19	 	2	 	 	 	 	 	16	0	98	98	 	 	 	 	0	 	 	 	 	1	7	1	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100066	22	 	6	0	1	 	 	28	 	2	 	 	 	 	 	0	1	98	99	 	 	 	 	 	 	 	 	 	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100067	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	23	1	2	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	2	4	2	0	0	7	0	7	0	0	5	3	2	N	 	 	 	 	 	 	 	 	 	 	 	 
100067	1	 	1	0	4	 	56	59	 	1	 	3	6	0	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100067	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	4	98	99	 	 	 	 	0	 	 	 	 	1	6	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	5
100067	3	 	7	0	2	 	19	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100067	15	 	7	0	1	 	14	17	 	1	 	 	 	 	 	23	0	2	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	 	 	 	 	 	9	0	3	0	0	5	3	4	N	 	 	 	 	 	 	 	 	 	 	 	 
100067	16	 	9	0	1	 	8	11	 	2	 	 	 	 	 	23	 	2	98	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	3	1	 	 	 	4	4	 	0	0	8	0	4	0	0	6	2	4	N	0	 	0	 	 	 	 	0	0	 	0	5
100068	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	23	0	1	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	2	0	9	9	4	 	 	 	 	 	9	0	4	0	8	0	0	3	N	 	 	 	 	 	 	 	 	 	 	 	 
100068	1	 	1	1	1	 	35	38	 	2	0	 	 	 	 	 	5	98	98	 	 	 	 	0	 	 	 	 	0	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
100068	2	 	9	0	4	 	19	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	1	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100068	3	 	9	0	1	 	6	9	 	1	 	 	 	 	 	23	 	1	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	1	1	 	 	 	 	 	 	 	 	11	0	2	0	0	6	2	3	N	 	 	 	 	 	 	 	 	 	 	 	 
100068	4	 	9	0	2	 	5	8	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100068	5	 	2	0	4	 	36	39	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100068	6	 	9	0	1	 	2	5	 	2	 	 	 	 	 	23	 	1	98	 	 	 	 	0	 	 	 	 	 	 	 	0	0	 	 	1	1	 	 	 	 	29	 	 	 	 	 	 	 	12	0	0	0	0	0	0	12	N	 	 	 	 	 	 	 	 	 	 	 	 
100069	0	 	0	 	1	 	11	15	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	3	4	2	0	0	8	2	3	0	0	5	4	2	N	 	 	 	 	 	 	 	 	 	 	 	 
100069	1	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	0	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	3
100069	2	 	1	1	1	 	31	34	 	2	1	 	 	 	 	0	1	98	98	 	 	 	 	0	 	 	 	 	1	3	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	3
100069	3	 	13	0	2	 	32	-77	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	4	 	13	0	4	 	29	-77	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	5	 	20	0	4	 	31	-77	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	6	 	20	0	4	 	24	-77	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	7	 	20	0	77	 	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	8	 	7	0	1	 	8	11	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	4	1	 	 	 	4	4	 	0	0	9	2	5	0	0	5	1	2	N	0	 	0	 	 	 	 	0	0	 	0	5
100069	9	 	7	0	1	 	6	9	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	1	1	 	 	 	 	 	 	 	 	10	4	2	0	0	5	0	3	N	 	 	 	 	 	 	 	 	 	 	 	 
100069	10	 	20	0	4	 	14	-77	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	11	 	7	0	1	 	2	5	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	0	0	 	 	1	1	 	 	 	 	30	 	 	 	 	 	 	 	11	0	0	0	0	5	0	8	N	 	 	 	 	 	 	 	 	 	 	 	 
100069	12	 	7	0	1	 	1	4	 	2	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100069	13	 	20	0	4	 	22	-77	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100069	14	 	7	0	1	 	 	0	4	2	 	 	 	 	 	23	 	2	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100070	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	23	0	3	99	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	2	4	3	0	0	9	0	2	0	0	4	2	7	Y	 	 	 	 	 	 	 	 	 	 	 	 
100070	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100070	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100070	3	 	1	1	1	 	38	42	 	2	0	 	 	 	 	 	3	98	98	 	 	 	 	0	 	 	 	 	1	12	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
100070	4	 	7	0	1	 	15	18	 	1	 	 	 	 	 	23	0	3	99	 	 	 	 	0	 	 	 	 	1	22	2	 	1	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	0	0	 	0	5
100071	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	8	1	 	 	 	3	4	2	0	0	9	0	1	3	0	4	1	6	N	 	 	 	 	 	 	 	 	 	 	 	 
100071	1	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	28	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	1
100071	2	 	1	1	1	 	39	42	 	2	0	 	 	 	 	0	1	99	99	 	 	 	 	0	 	 	 	 	1	28	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
100071	3	 	7	0	2	 	25	28	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100071	4	 	7	0	4	 	23	26	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100071	5	 	7	0	4	 	19	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100071	6	 	7	0	1	 	17	20	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	1	10	0	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100071	15	 	7	0	1	 	14	17	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	8	1	 	 	 	 	 	 	 	 	9	0	3	2	0	4	1	5	N	 	 	 	 	 	 	 	 	 	 	 	 
100071	16	 	7	0	1	 	7	10	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	3	1	 	 	 	3	4	 	0	0	12	0	0	0	0	4	1	7	N	0	 	0	 	 	 	 	0	0	 	0	4
100072	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	7	1	 	 	 	2	4	2	0	0	10	0	3	0	0	5	3	3	N	 	 	 	 	 	 	 	 	 	 	 	 
100072	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	1	98	99	 	 	 	 	0	 	 	 	 	1	7	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	0	0	 	1	5
100072	2	 	1	1	1	 	37	40	 	2	0	 	 	 	 	0	1	98	98	 	 	 	 	0	 	 	 	 	1	30	3	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	5
100072	15	 	7	0	1	 	15	18	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	1	21	1	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100072	16	 	7	0	1	 	14	17	 	1	 	 	 	 	 	23	1	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	9	1	 	 	 	 	 	 	 	 	10	2	0	0	0	5	3	4	N	 	 	 	 	 	 	 	 	 	 	 	 
100072	17	 	7	0	1	 	10	13	 	2	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	1	1	 	0	0	 	 	6	1	 	 	 	1	4	 	0	0	10	0	1	0	0	5	1	7	N	0	 	0	 	 	 	 	0	0	 	2	 
100072	18	 	13	0	4	 	21	24	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100073	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	6	1	 	 	 	3	4	2	0	0	10	1	1	2	0	5	2	3	N	 	 	 	 	 	 	 	 	 	 	 	 
100073	1	 	1	0	1	 	57	60	 	1	 	 	 	 	 	 	1	98	98	 	 	 	 	0	 	 	 	 	1	23	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	1	2
100073	2	 	1	1	1	 	41	44	 	2	0	 	 	 	 	0	1	99	98	 	 	 	 	0	 	 	 	 	1	12	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	0	1	8	13	2	1	0	1	4	2	 
100073	3	 	20	0	4	 	27	30	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100073	4	 	7	0	1	 	21	24	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	1	24	0	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 	 
100073	5	 	7	0	2	 	19	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100073	6	 	7	0	1	 	17	20	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	0	 	 	 	 	1	8	0	 	1	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	1	2
100073	7	 	20	0	4	 	14	17	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100073	8	 	14	0	1	 	6	9	 	1	 	 	 	 	 	14	 	98	98	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	3	1	 	 	 	 	 	 	 	 	10	0	1	1	0	5	2	5	N	 	 	 	 	 	 	 	 	 	 	 	 
100073	9	 	5	0	1	 	80	83	 	2	 	 	 	 	 	5	3	99	99	 	 	 	 	0	 	 	 	 	0	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 
100074	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	23	0	99	2	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	9	1	 	 	 	3	4	3	0	0	9	1	3	0	0	5	2	4	N	 	 	 	 	 	 	 	 	 	 	 	 
100074	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100074	2	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	1	99	99	 	 	 	 	0	 	 	 	 	1	24	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	28	17	4	1	0	0	 	0	5
100074	3	 	1	1	1	 	34	37	 	2	0	 	 	 	 	0	1	98	98	 	 	 	 	0	 	 	 	 	1	12	0	 	0	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	0	5
100074	4	 	7	0	4	 	17	20	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	1	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100074	5	 	7	0	1	 	6	9	 	2	 	 	 	 	 	23	 	3	7	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	2	1	 	 	 	 	 	 	 	 	9	1	2	0	0	5	2	5	N	 	 	 	 	 	 	 	 	 	 	 	 
100074	6	 	15	0	4	 	18	22	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100074	7	 	14	0	1	 	5	8	 	1	 	 	 	 	 	16	 	3	2	 	 	 	 	0	 	 	 	 	 	 	 	1	0	 	 	0	0	 	 	1	1	 	 	 	 	 	 	 	 	9	0	0	0	0	5	1	9	N	 	 	 	 	 	 	 	 	 	 	 	 
