CHILDCODE	DINT	PRIDRSR5	HHSIZE	HEADID	RESPOND	HEADLANG	CARELANG	CHLDLANG	PECLOC5	PECODPT5	PECODISTR5	PECODIS5	ANTHRHSE5	ANTHRADD5	PECODIS15	PEMUDANZ5	PEUBIC5	PHONE5	PEHPOST5	PEDCVIV5	PEDPAGT5	PEDPOC5	PEDPPA5	CHLDDNI5	TIENDNI5	DOCDNI5	ADDSAME5	CLUSTID5	YLCOMM5	PLACEID5	LINKCMM5	PLACENR5	LONGCOMM5	TRNSCOMM5	MINIADM5	PEMINIID5	TYPESITE5	PEMUDR45
51090	03/11/2016	1	7	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE05C11	0	 	 	 	0	 	2	0
51091	03/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE05C01	0	 	 	 	0	 	1	0
51092	23/07/2016	1	6	1	1	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	0	 	1	1
51094	06/02/2017	2	4	1	2	31	31	31	 	17	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE83MC18	2	0
51095	13/10/2016	2	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE80MC39	1	0
51099	04/11/2016	1	3	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE05MC05	2	0
51100	01/11/2016	2	6	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE05MC05	2	0
51101	21/11/2016	7	8	1	7	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	77	 	1	 	0	 	0	 	 	 	1	PE81MC69	2	0
51102	07/11/2016	1	4	1	1	31	31	31	 	22	 	 	0	 	 	 	 	0	1	1	0	0	0	88	 	 	0	 	0	 	0	 	 	 	1	PE83MC45	2	1
51103	03/11/2016	2	5	2	2	31	31	31	 	22	 	 	1	1	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE05C01	0	 	 	 	0	 	1	0
51104	03/11/2016	2	5	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE05C03	0	 	 	 	0	 	1	0
51105	08/10/2016	6	4	4	6	31	31	31	 	14	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE80MC85	1	0
61001	21/10/2016	2	5	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	0	 	0	 	 	 	1	PE84MC74	1	0
61002	14/11/2016	3	7	5	3	31	31	31	 	22	 	 	0	 	 	 	1	1	0	 	 	 	 	88	 	 	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61003	04/10/2016	2	4	1	2	31	31	31	 	20	 	 	0	 	 	 	2	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE84MC53	1	1
61004	21/11/2017	3	2	3	3	31	31	31	 	22	 	 	0	 	 	 	4	1	0	 	 	 	 	88	 	 	0	 	0	 	0	 	 	 	1	PE84MC24	1	1
61005	14/11/2016	1	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61006	14/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE80C06	0	 	 	 	0	 	1	0
61007	14/11/2016	2	2	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61008	10/01/2017	8	6	9	8	31	31	31	 	25	 	 	0	 	 	 	5	1	1	1	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE85MC39	1	1
61009	14/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	1	0	1	1	3	1	 	1	PE80C06	0	 	 	 	0	 	1	0
61010	14/11/2016	2	6	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61011	15/11/2016	1	6	16	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61012	18/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61013	15/11/2016	1	5	7	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61014	14/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61015	14/11/2016	2	3	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61016	15/11/2016	4	4	3	4	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61017	15/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61018	15/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	1	PE06C01	10	1	0	 	1	1
61019	14/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61021	15/11/2016	1	4	8	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE80C06	0	 	 	 	0	 	1	0
61022	23/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61023	16/11/2016	2	7	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61024	15/11/2016	2	2	2	2	31	31	31	 	22	 	 	1	1	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61025	14/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61026	15/11/2016	2	6	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE80C25	0	 	 	 	0	 	1	0
61027	15/11/2016	2	4	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61028	15/11/2016	1	4	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61029	21/11/2016	6	6	1	6	31	31	31	 	22	 	 	1	1	 	 	 	0	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE84MC27	1	0
61031	24/11/2016	2	1	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61032	16/11/2016	2	7	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE80C06	0	 	 	 	0	 	1	0
61033	14/11/2016	2	9	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	1
61034	20/01/2017	2	3	4	2	31	31	31	 	15	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE14MC05	1	1
61035	14/11/2016	1	3	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61036	14/11/2016	1	6	2	1	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	1
61037	20/11/2016	3	5	1	3	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE80C25	0	 	 	 	0	 	1	0
61038	21/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE08C06	0	 	 	 	0	 	1	0
61039	16/11/2016	2	6	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61040	14/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61041	14/11/2016	2	6	1	2	31	31	31	 	22	 	 	1	1	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	1
61043	07/02/2017	2	8	1	2	31	31	31	 	13	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	1	0	 	1	PE80C17	0	 	 	 	0	 	1	1
61044	17/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61045	17/11/2016	1	6	16	1	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61046	16/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61047	27/11/2016	1	7	5	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE80C03	0	 	 	 	0	 	1	0
61048	18/11/2016	1	6	1	2	31	31	31	 	22	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61049	21/11/2016	1	6	19	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	1
61050	20/11/2016	1	5	8	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61051	22/11/2016	1	6	4	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61052	23/11/2016	1	4	2	1	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE81MC66	1	0
61053	07/07/2016	2	4	3	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE12MC16	1	0
61054	18/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE80C06	0	 	 	 	0	 	1	1
61056	17/11/2016	1	6	1	5	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE80C06	0	 	 	 	0	 	1	0
61057	10/01/2017	2	2	2	2	31	31	31	 	15	 	 	2	1	 	 	5	1	1	1	1	0	1	1	1	1	0	 	0	 	0	 	 	 	0	 	1	1
61059	21/11/2016	2	7	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61060	18/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61061	17/11/2016	2	8	7	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61062	16/11/2016	2	7	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61063	17/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61064	17/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61065	19/11/2016	2	90	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE06MC01	1	0
61066	16/11/2016	1	4	2	1	31	31	31	 	22	 	 	0	 	 	 	 	0	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61067	20/11/2016	1	3	9	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61068	17/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61069	16/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61071	18/11/2016	1	5	2	1	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61072	16/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	0	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	1
61074	18/11/2016	2	6	1	2	31	31	31	 	22	 	 	2	1	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	1
61075	19/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61076	18/11/2016	2	2	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61077	20/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE83MC49	1	0
61078	20/11/2016	3	3	3	3	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61079	17/11/2016	2	3	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61080	16/11/2016	4	5	3	4	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61081	21/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61082	10/01/2017	2	4	18	2	31	31	31	 	15	 	 	2	0	 	 	5	1	1	1	0	0	0	1	1	3	0	 	0	 	0	 	 	 	0	 	1	1
61083	19/11/2016	3	6	3	3	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61084	02/02/2017	6	4	1	6	31	31	31	 	22	 	 	2	1	 	 	3	1	1	1	0	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE83MC48	1	1
61085	23/11/2016	2	6	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE83MC48	1	1
61086	20/11/2016	1	6	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61087	22/11/2016	2	7	2	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE80C06	0	 	 	 	0	 	1	0
61089	17/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE06C02	0	 	 	 	0	 	1	0
61090	20/11/2016	1	10	1	1	31	31	31	 	22	 	 	0	 	 	 	1	1	1	0	1	0	0	88	 	 	0	 	1	PE06C01	0	 	 	 	0	 	1	0
61091	22/11/2016	2	5	4	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61092	20/11/2016	2	3	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61093	14/07/2016	2	4	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	99	1	 	0	 	0	 	 	 	1	PE80MC94	1	0
61094	29/01/2017	2	4	1	2	31	31	31	 	13	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	0	 	1	1
61095	24/11/2016	2	5	1	2	31	31	31	 	16	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE81MC98	1	1
61096	20/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61097	20/11/2016	4	6	3	4	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61098	04/02/2017	2	4	2	2	31	31	31	 	22	 	 	0	 	 	 	3	1	1	1	0	0	0	1	1	3	0	 	1	PE06C01	0	 	 	 	0	 	1	1
61099	16/11/2016	2	3	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	88	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
61100	16/11/2016	1	6	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE80C25	0	 	 	 	0	 	1	0
61101	07/09/2016	1	6	7	1	31	31	31	 	13	 	 	0	 	 	 	2	1	1	1	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE85MC20	1	1
61102	21/11/2016	2	4	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C02	0	 	 	 	0	 	1	0
61103	24/11/2016	2	7	1	2	31	31	31	 	16	 	 	0	 	 	 	 	0	1	1	1	0	1	1	1	3	1	 	0	 	0	 	 	 	1	PE81MC35	2	0
71001	10/08/2016	2	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71002	13/08/2016	1	6	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71003	09/08/2016	2	5	7	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71004	27/01/2017	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE80MC32	1	0
71005	14/07/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	0	 	0	 	 	 	1	PE87MC18	1	1
71007	13/08/2016	3	4	2	3	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	1	0	0	88	 	 	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71008	19/08/2016	2	3	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE07MC12	1	0
71009	20/08/2016	2	4	2	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE07MC10	1	1
71011	12/08/2016	1	2	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	1
71012	10/08/2016	2	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71013	16/08/2016	0	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE07C03	0	 	 	 	0	 	1	1
71014	07/07/2016	4	12	6	4	31	31	31	 	15	 	 	0	 	 	 	2	1	1	0	1	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE12MC36	1	1
71015	19/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	0	0	0	88	 	 	1	 	1	07C01	0	 	 	 	0	 	1	0
71017	09/08/2016	2	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71018	13/08/2016	1	4	16	1	31	31	31	 	6	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE07MC03	1	0
71019	08/08/2016	2	3	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71020	27/01/2017	1	3	1	1	31	31	31	 	15	 	 	2	1	 	 	1	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	0	 	1	88
71021	10/08/2016	2	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE07C04	0	 	 	 	0	 	1	0
71022	08/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71023	09/08/2016	2	6	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71024	16/01/2017	2	6	16	2	31	31	31	 	15	 	 	2	1	 	 	5	1	1	1	0	0	0	88	 	 	0	 	0	 	0	 	 	 	0	 	1	1
71026	17/08/2016	1	3	1	1	31	31	31	 	6	 	 	1	1	 	 	1	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE07MC02	1	1
71028	11/08/2016	1	5	17	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71030	14/07/2016	2	4	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE87MC22	1	0
71031	12/08/2016	2	9	6	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C02	0	 	 	 	0	 	1	0
71032	15/08/2016	2	3	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C04	0	 	 	 	0	 	1	0
71033	09/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71034	10/08/2016	2	5	2	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71035	18/08/2016	2	6	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71036	22/08/2016	1	3	5	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE80MC34	2	0
71037	14/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71038	09/08/2016	1	2	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71039	18/08/2016	2	8	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE07MC01	1	0
71040	09/08/2016	1	4	2	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71041	20/08/2016	2	4	7	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE07MC13	1	0
71042	09/08/2016	2	10	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71043	09/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71044	20/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE82MC36	2	0
71045	08/08/2016	1	8	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71046	13/08/2016	1	10	3	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71047	14/08/2016	2	7	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71048	14/08/2016	2	10	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71049	13/08/2016	1	9	2	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
71050	13/08/2016	1	6	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71051	11/08/2016	2	3	1	2	31	31	31	 	6	 	 	0	 	 	 	1	1	0	 	 	 	 	1	1	1	0	 	1	PE07C04	0	 	 	 	0	 	1	1
71052	09/08/2016	2	5	1	2	31	31	31	 	6	 	 	1	1	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71053	14/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
71054	19/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE85MC24	2	0
