CHILDCODE	SPPGIDR5	SUPKNDR5	SUPWHOR5	SUPSRTR5	SUPENDR5	SUPFRQR5	SUPRIDR5	SUPEXPR5	SUPIMR501	SUPIMR502
90061	1	9	36	2012	99	3	80	4	0	0
90064	1	 	 	 	 	 	 	 	 	 
90066	1	2	36	2001	99	6	0	4	6	5
90067	1	19	36	2015	99	6	2	3	0	88
90072	1	19	36	2015	2015	6	1	4	4	1
90073	1	5	36	2016	99	6	3	4	5	0
90074	1	5	36	2015	99	7	3	3	8	1
90076	1	16	36	2015	99	6	28	4	0	88
90077	1	12	36	2015	99	6	0	4	4	0
90082	1	5	36	2014	2016	6	2	3	1	0
90083	1	9	36	2012	99	3	80	4	0	0
90083	2	5	36	2000	99	4	80	4	6	4
90085	1	9	36	2005	99	3	80	3	5	0
90086	1	5	36	2006	99	6	3	3	4	0
90086	2	6	36	1998	99	3	2	5	4	0
90090	1	16	36	2013	99	6	0	4	4	0
90091	1	5	36	2005	99	6	2	3	4	0
90092	1	 	 	 	 	 	 	 	 	 
90094	1	5	36	2007	99	6	80	2	4	6
100014	1	6	36	2014	99	3	0	3	5	88
100016	1	5	36	2010	99	6	2	4	4	5
100024	1	5	36	2015	2016	6	2	4	0	88
100024	2	12	36	2011	2014	6	3	5	0	88
100029	1	9	36	2005	99	3	80	4	5	0
100035	1	5	36	2015	2016	6	2	4	4	0
100039	1	19	36	2012	99	6	3	4	4	5
100040	1	12	36	2015	99	6	5	4	0	88
100044	1	4	36	2005	99	6	2	4	6	5
100046	1	5	36	2005	99	6	2	4	4	1
100047	1	8	36	2006	2006	6	5	3	0	88
100049	1	16	36	2	99	8	3	4	6	8
100060	1	19	50	2009	99	6	0	4	4	5
100062	1	5	36	2015	2015	6	2	4	4	0
100062	2	12	36	2014	99	6	4	4	0	88
100062	3	12	36	2014	99	6	3	4	0	88
100070	1	5	36	2012	99	6	2	4	4	1
100079	1	 	 	 	 	 	 	 	 	 
100082	1	5	36	2010	99	6	80	3	4	1
100085	1	5	36	2008	99	6	4	4	5	6
100090	1	12	36	2015	2015	6	3	4	0	88
100095	1	5	36	2015	2015	6	2	4	4	0
100095	2	12	36	2014	2014	6	3	4	0	88
100097	1	5	36	2010	99	6	80	3	0	0
100099	1	5	36	2011	99	6	2	4	1	4
110001	1	19	36	2012	99	6	1	3	4	0
110001	3	5	45	2006	99	7	2	3	4	0
110003	1	12	36	2014	99	1	0	4	4	2
110003	2	5	45	2015	99	3	3	3	5	2
110004	1	12	50	2009	99	6	80	5	4	5
110004	2	19	36	2015	99	6	6	2	1	0
110007	1	19	36	2013	99	6	4	4	6	0
110007	2	5	45	2012	99	6	5	2	5	3
110008	1	12	50	2013	99	6	0	4	4	77
110011	1	5	50	2012	99	6	2	3	4	5
110011	2	16	50	2013	99	6	0	4	4	77
110012	1	12	50	2013	99	6	6	3	4	5
110012	3	5	50	2013	99	6	4	4	7	5
110013	1	19	36	2001	99	6	3	3	4	88
110014	1	5	36	2010	99	7	7	3	4	5
110015	1	12	50	2014	99	6	0	3	3	4
110016	1	19	36	2015	99	6	2	4	4	1
110017	1	19	36	2006	99	6	1	3	1	88
110018	1	5	50	2013	99	6	4	3	5	4
110018	2	5	45	2013	99	3	4	3	5	88
110018	3	12	50	650	99	6	0	4	4	5
110019	1	19	36	2008	99	6	1	3	1	88
110020	1	19	36	2015	99	6	5	3	1	5
110021	1	19	36	2011	99	6	2	3	1	88
110021	2	16	50	2015	99	6	8	4	4	88
110022	1	16	36	2015	99	6	28	4	4	5
110023	1	19	36	2014	99	6	5	3	4	88
110023	2	5	45	2003	99	6	6	3	4	88
110024	1	1	36	2013	99	6	4	4	8	88
110024	2	5	45	2010	99	6	5	3	4	88
110025	1	5	36	2012	99	7	4	3	4	6
110025	2	12	50	2015	99	6	0	3	4	5
110027	1	1	36	2013	99	6	5	4	8	88
110027	2	5	45	2010	99	6	6	4	7	88
110028	1	19	36	2013	99	6	3	4	4	1
110029	1	16	36	2014	99	6	28	4	0	0
110030	1	19	36	2006	99	6	1	4	1	88
110031	1	5	45	2013	99	3	4	3	5	88
110033	1	19	36	2011	99	6	1	3	1	88
110034	1	5	45	2013	99	7	3	3	5	88
110034	2	5	50	2013	99	4	3	4	4	5
110034	3	2	50	2001	99	6	0	4	4	6
110036	1	5	36	2010	99	3	2	3	1	5
110037	1	17	36	2016	2016	6	5	4	5	88
110038	1	5	45	2009	99	3	2	3	0	88
110038	2	16	36	2014	99	6	0	4	2	4
110039	1	19	36	2014	2015	6	6	5	4	5
110040	1	16	36	2013	99	6	80	4	4	6
110040	2	17	36	2015	2015	6	80	5	5	0
110041	1	12	50	2008	99	6	0	4	6	4
110042	1	19	36	2011	99	6	3	3	5	88
110042	2	5	45	2011	99	7	2	4	1	88
110043	1	12	50	2015	2016	6	0	4	6	4
110043	2	12	36	2011	99	6	80	4	4	2
110045	1	16	46	2013	99	6	80	5	4	2
110046	1	5	50	2015	99	3	2	4	3	4
110046	2	16	36	2012	99	6	80	4	1	4
110046	3	19	36	2016	99	6	2	5	0	88
110047	1	5	45	2014	99	3	4	3	5	88
110048	1	19	36	2001	99	6	4	3	1	88
110048	2	5	45	2010	99	6	5	4	1	88
110050	1	5	36	2013	99	6	5	3	6	0
110051	1	5	45	2009	99	6	2	4	4	3
110053	1	16	46	2014	99	6	80	4	4	2
110054	1	19	36	2015	99	6	2	3	4	5
110055	1	19	36	2006	99	6	2	3	1	88
110056	1	12	50	2007	99	6	0	5	4	5
110057	1	19	36	2006	99	6	1	3	4	88
110057	2	5	45	2011	99	7	2	3	1	88
110058	1	5	36	2001	99	7	2	3	4	88
110059	1	16	36	2008	99	6	29	4	6	4
110061	1	5	45	2014	99	6	2	2	0	88
110063	1	5	50	2013	99	6	2	4	5	88
110063	2	12	50	2013	99	6	0	4	6	7
110064	1	19	36	2015	99	6	3	3	1	88
110064	2	5	45	2006	99	7	4	4	4	88
110066	1	5	45	2013	99	6	3	4	4	88
110067	1	16	48	2014	99	6	6	5	4	1
110067	2	5	45	2014	99	6	28	4	4	3
110068	1	16	36	2014	99	6	80	5	1	4
110069	1	5	45	2006	99	7	3	2	0	88
110070	1	19	36	2013	99	6	4	3	4	88
110071	1	12	36	2014	99	6	80	4	4	2
110072	1	12	50	2013	99	6	0	4	6	4
110072	2	5	50	2013	99	4	4	4	8	5
110074	1	19	36	2015	99	6	3	4	1	5
110075	1	19	36	2015	99	6	4	4	4	1
110076	1	5	50	2013	99	6	2	5	5	1
110077	1	19	36	2007	99	6	3	4	4	88
110077	2	5	45	2014	99	6	4	4	0	88
110078	1	16	36	2014	99	6	0	5	4	5
110079	1	19	36	2015	99	6	2	4	1	5
110080	1	19	36	2015	99	6	1	4	4	1
110082	1	5	45	2010	99	3	2	4	4	3
110082	2	16	36	2014	2016	3	0	4	4	0
110083	1	19	36	2012	99	6	2	3	0	88
110083	2	5	45	2007	99	6	3	3	4	88
110084	1	5	36	2015	99	6	2	3	4	5
110085	1	19	36	2016	99	6	3	5	4	88
110086	1	19	36	2015	99	6	2	4	1	5
110087	1	5	45	2014	99	6	4	4	1	88
110088	1	5	36	2014	99	7	3	3	4	2
110089	1	19	36	2011	99	6	3	3	1	88
110091	1	5	45	2014	99	3	2	5	2	3
110094	1	19	36	2015	2015	6	1	4	5	88
110095	1	5	45	2008	99	3	2	4	5	7
110097	1	5	45	2014	99	3	80	4	7	4
110097	2	12	46	2014	99	6	80	4	4	2
110098	1	19	36	2006	99	6	1	4	0	88
110098	2	5	45	2015	99	3	2	4	1	4
110100	1	19	36	1995	99	6	1	3	1	88
110100	2	5	45	2014	99	7	3	4	1	88
110102	1	16	36	2013	99	6	0	5	4	6
120001	1	12	50	2015	99	6	0	3	4	6
120001	2	5	45	2013	99	7	2	2	88	88
120002	1	12	50	2015	99	6	0	4	4	5
120003	1	19	36	2015	99	6	90	3	4	5
120004	1	19	36	2012	99	6	1	3	1	88
120004	2	5	45	2012	99	6	2	3	1	88
120005	1	12	46	2014	99	6	80	4	4	2
120005	2	16	36	2016	99	6	4	5	88	88
120006	1	1	36	2014	99	6	3	4	8	88
120006	2	5	45	2010	99	6	4	4	6	88
120007	1	19	36	2006	99	3	4	4	4	5
120007	2	19	50	2008	99	6	0	5	4	5
120008	1	5	45	2009	99	3	4	4	0	88
120011	1	19	36	2009	99	3	2	4	4	5
120012	1	12	50	2015	99	6	28	5	4	6
120013	1	16	50	2015	99	6	4	4	4	6
120013	2	12	36	2013	99	6	0	5	4	6
120014	1	5	45	2010	99	3	3	4	0	88
120014	2	19	36	2008	99	6	4	4	4	0
120016	1	12	50	2010	99	6	0	4	2	5
120017	1	16	36	2014	99	6	0	4	4	2
120018	1	5	45	2014	2016	7	4	3	88	88
120020	1	5	45	2015	99	3	80	4	0	88
120020	2	19	36	2015	2015	6	3	5	0	88
120020	3	1	40	2014	99	5	80	5	4	0
120020	4	19	36	2010	99	6	80	5	4	0
120021	1	19	50	2015	0	6	0	4	1	6
120021	2	16	50	2014	0	6	5	4	6	88
120021	3	5	36	2001	99	7	3	4	1	88
120022	1	19	36	2015	99	6	1	4	4	5
120023	1	12	46	2015	99	6	5	4	0	88
120023	2	17	36	2016	2016	6	80	5	5	0
120024	1	5	36	2014	99	6	2	3	5	4
120025	1	1	36	2014	99	6	2	4	7	88
120025	2	5	45	2010	99	6	3	4	6	8
120026	1	16	50	2014	99	6	80	4	4	1
120026	2	19	36	2014	99	6	4	5	0	88
120028	1	1	36	2010	99	6	2	4	6	88
120028	2	5	45	2006	99	6	2	4	4	88
120030	1	12	50	2015	99	6	0	3	4	6
120030	2	5	36	2016	99	7	2	3	3	88
120031	1	5	45	2010	99	3	3	4	0	88
120031	2	19	36	2009	99	6	2	5	0	88
120032	1	12	36	2014	99	6	28	3	4	5
120032	2	5	36	2009	99	7	2	4	1	4
120033	1	12	36	2016	99	6	0	4	4	2
120033	2	19	36	2016	99	6	80	5	1	4
120034	1	12	36	2014	99	6	0	5	4	1
120035	1	5	36	2015	99	7	5	3	5	3
120036	1	19	36	1996	99	6	2	3	1	88
120036	2	5	45	2000	99	7	3	3	1	88
120036	3	19	36	2016	0	6	4	3	88	88
120041	1	19	36	2008	99	6	2	3	1	6
120042	1	19	36	2016	99	6	9	4	1	5
120044	1	19	36	2016	99	6	1	3	4	1
120047	1	19	36	1015	99	7	2	3	6	5
120047	2	12	50	2005	99	6	0	4	6	1
120047	3	19	36	2012	99	3	3	4	1	4
120048	1	19	36	2006	99	6	3	3	1	4
120048	2	16	36	2015	0	6	0	3	4	88
120049	1	12	50	2008	99	6	0	4	5	3
120049	2	5	45	2013	99	6	2	4	5	1
120050	1	12	36	2014	99	6	80	3	4	1
120050	2	5	45	2011	99	3	2	5	4	0
120050	3	19	36	2016	99	6	2	5	0	88
120051	1	5	45	2012	99	3	4	4	0	88
120051	2	12	50	2010	99	6	80	4	4	0
120051	3	19	36	2009	99	6	3	4	4	0
120052	1	1	36	2010	99	6	7	4	7	88
120052	2	5	45	2010	99	6	8	4	8	88
120053	1	5	45	2010	99	6	3	4	8	88
120053	2	12	50	2001	99	6	80	4	6	88
120054	1	12	50	2008	99	6	11	4	4	6
120054	2	5	45	2011	99	6	2	3	5	2
120055	1	16	50	2009	99	6	80	3	4	88
120056	1	19	36	2009	99	6	2	3	1	4
120056	2	16	50	2005	99	6	0	4	6	4
120057	1	12	50	2005	99	6	80	4	4	5
120058	1	5	45	2014	99	3	2	4	0	88
120058	2	12	36	2014	99	6	80	5	4	2
120058	3	12	50	2013	99	6	80	4	4	0
120059	1	12	50	2008	99	6	0	4	6	4
120059	2	5	45	2010	99	7	4	3	1	2
120060	1	19	36	2009	99	3	1	4	4	5
120060	2	19	36	2014	99	6	1	4	1	2
120060	3	12	50	2006	99	6	0	4	4	5
120061	1	5	45	2008	99	3	80	4	0	88
120061	2	19	36	2006	99	6	4	5	2	4
120061	3	12	36	2012	99	6	9	5	4	1
120061	4	16	50	2011	99	6	9	4	4	0
120062	1	19	36	2009	99	6	3	4	4	1
120062	2	12	50	2006	99	6	10	4	0	0
120063	1	5	45	2006	99	3	2	4	1	4
120063	2	16	50	2005	99	6	80	3	1	4
120066	1	19	50	2009	99	6	0	3	1	88
120066	2	19	50	2009	99	6	5	3	1	88
120068	1	12	50	8	2014	6	0	2	6	4
120069	1	19	36	1994	99	6	1	4	4	1
120069	2	5	45	2007	99	7	4	3	4	88
120070	1	12	50	2011	99	6	0	3	6	4
120072	1	19	36	2013	99	6	1	3	1	4
120072	2	5	45	2009	99	3	2	3	1	88
120073	1	19	36	2011	99	6	1	3	1	4
120073	2	5	45	2006	99	3	2	3	1	4
120074	1	5	45	2013	99	7	4	1	5	0
120075	1	19	36	2015	99	6	1	3	4	5
120076	1	5	45	2010	99	3	2	4	4	88
120076	2	16	36	2015	99	6	80	5	4	6
120077	1	19	36	2014	99	3	2	4	4	1
120077	2	19	36	2015	99	6	4	4	4	1
120079	1	5	45	2006	99	7	2	4	1	6
120081	1	16	36	2014	0	6	80	4	4	88
120082	1	5	45	2011	99	7	5	3	9	88
120082	2	12	50	2015	99	6	0	3	5	6
120083	1	12	50	2012	99	6	0	4	6	4
120083	2	18	50	2016	99	7	2	4	1	2
120084	1	12	50	2009	99	6	0	3	4	6
120085	1	19	36	1990	99	6	1	4	1	4
120085	2	5	45	2001	99	3	5	4	1	4
120085	3	16	50	2006	99	6	80	4	1	88
120086	1	12	50	2006	99	6	0	4	4	5
120086	2	6	50	2006	99	6	8	4	5	4
120086	3	5	45	2015	99	6	2	4	5	1
120087	1	5	45	2006	99	7	3	3	1	88
120088	1	19	36	2000	99	6	2	3	1	88
120088	2	5	45	2008	99	3	4	3	1	88
120088	3	16	50	2010	99	6	0	3	1	88
120089	1	12	50	2008	99	6	0	3	6	5
120090	1	16	50	2013	99	6	6	4	0	88
120090	2	19	36	2000	99	6	1	3	1	4
120091	1	1	36	2012	99	6	3	4	6	88
120091	2	5	45	2010	99	6	4	4	6	5
120092	1	9	50	2014	99	6	1	4	88	88
120094	1	19	36	2011	99	6	2	3	4	1
120094	2	12	50	2010	99	6	80	3	1	88
120094	3	16	36	2015	99	6	80	3	88	88
120095	1	12	50	10	99	6	0	4	6	4
120096	1	16	50	2006	99	6	80	4	6	88
120097	1	12	36	2012	99	6	0	4	4	6
120098	1	19	36	2006	99	6	7	3	4	1
120099	1	1	36	2012	99	6	1	4	8	6
120099	2	5	45	2001	99	6	4	4	6	5
120100	1	12	50	2006	99	6	0	4	4	6
120101	1	16	50	2011	99	6	0	5	1	4
120102	1	16	50	2009	99	6	80	4	4	6
130002	1	1	36	2005	99	6	1	4	5	6
130002	2	5	45	2006	99	7	4	4	4	1
130003	1	19	36	2009	99	3	2	4	1	2
130004	1	16	36	2011	99	6	80	4	4	1
130004	2	1	36	2006	99	6	1	4	0	88
130005	1	1	36	2010	99	6	1	4	5	88
130005	2	5	45	2009	99	6	3	4	0	8
130005	3	12	50	2012	99	6	0	4	1	4
130006	1	12	50	2008	99	6	0	4	4	6
130006	2	5	45	2012	99	7	2	3	5	2
130006	3	1	36	2005	99	6	1	4	1	2
130007	1	5	45	2006	99	7	2	4	1	2
130007	2	12	50	2010	99	6	80	4	5	6
130009	1	19	36	2008	99	3	1	4	1	5
130009	2	19	36	2015	99	6	1	3	1	2
130010	1	19	36	2009	99	6	1	4	1	2
130010	2	12	50	2006	99	6	0	4	4	5
130011	1	5	45	2008	99	3	2	4	4	0
130011	2	19	36	2006	99	6	1	4	2	4
130011	3	12	36	2012	99	6	80	5	2	4
130012	1	5	45	2011	99	3	3	4	2	0
130012	2	12	36	2013	99	6	80	4	2	4
130013	1	12	50	2016	99	6	28	5	1	4
130013	2	16	36	2015	99	6	0	5	1	4
130013	3	19	36	2015	99	6	4	4	0	88
130013	4	1	36	2016	2016	6	4	4	0	88
130015	1	19	36	2010	99	6	6	4	1	2
130016	1	19	36	2009	99	3	2	4	1	88
130018	1	5	36	2011	99	7	2	3	5	1
130018	2	19	36	2010	99	3	29	4	2	5
130018	3	19	36	2015	99	6	1	4	6	4
130019	1	1	36	2015	99	6	1	4	1	4
130020	1	5	45	2008	99	6	2	3	1	4
130021	1	5	45	2011	99	3	4	4	0	88
130021	2	12	36	2011	99	6	0	4	2	4
130021	3	12	50	2011	99	6	0	4	4	0
130022	1	1	36	2000	99	6	1	4	4	88
130022	2	5	45	2010	99	6	4	4	4	8
130023	1	5	36	2007	99	7	4	3	1	5
130024	1	1	36	2000	99	6	3	4	8	88
130024	2	5	45	2012	99	6	4	4	5	88
130025	1	19	36	2006	99	6	1	4	1	4
130025	2	5	45	2011	99	3	2	4	1	4
130026	1	1	36	2003	99	6	1	4	7	88
130026	2	5	45	2005	99	6	2	4	8	88
130027	1	5	36	2014	99	3	3	4	5	4
130028	1	12	50	2008	99	6	80	3	6	4
130028	2	5	45	2005	99	7	2	3	2	5
130029	1	5	45	2011	99	3	2	4	1	88
130029	2	16	50	2006	99	6	80	4	4	88
130029	3	19	36	2001	99	6	1	3	1	4
130030	1	5	45	2010	99	3	2	4	0	88
130031	1	16	36	2012	99	6	0	5	1	4
130032	1	19	36	2001	99	6	1	4	1	4
130033	1	1	36	2014	99	6	1	3	1	5
130034	1	19	36	2012	99	6	1	4	1	4
130034	2	5	45	2004	99	3	2	4	1	4
130034	3	16	50	2001	99	6	80	4	1	4
130035	1	16	36	2015	99	6	0	5	2	4
130036	1	12	50	2009	99	6	80	4	4	6
130036	2	5	45	2001	99	7	3	3	2	5
130037	1	19	36	2009	99	3	1	4	1	4
130037	2	12	50	2007	99	6	0	4	6	4
130038	1	19	36	2012	99	3	1	5	1	2
130038	2	12	50	2009	99	6	0	4	4	5
130040	1	1	36	2010	99	6	2	4	5	4
130040	2	12	50	2014	99	6	0	4	6	88
130041	1	12	50	2009	99	6	0	4	4	6
130042	1	12	50	2010	99	6	0	3	6	4
130042	2	1	36	2009	99	6	3	4	1	2
130042	3	1	36	2008	99	6	3	3	3	1
130045	1	5	45	12	99	6	6	3	1	4
130046	1	16	36	2015	99	6	28	5	0	88
130046	2	1	36	2011	99	6	2	4	4	0
130047	1	1	36	2012	99	6	2	3	1	5
130047	2	5	50	2006	99	7	3	4	2	6
130048	1	12	36	2012	99	6	0	3	1	2
130048	2	12	36	2014	99	6	28	3	6	4
130049	1	1	36	2012	99	6	4	4	1	2
130049	2	5	45	2011	99	7	5	3	3	1
130050	1	1	36	2006	99	6	1	4	0	88
130050	2	12	36	2011	99	6	80	5	1	4
130051	1	1	36	2010	99	6	1	4	1	6
130051	2	12	50	2006	99	6	0	3	4	6
130052	1	5	45	2004	99	3	5	3	1	4
130052	2	16	50	2005	99	6	80	4	1	4
130053	1	16	50	2006	99	6	80	4	1	4
130053	2	19	36	2006	99	6	2	4	1	88
130054	1	19	36	2010	99	3	2	4	2	5
130054	2	12	50	2008	99	6	5	3	6	5
130055	1	12	36	2011	99	6	0	4	2	4
130055	2	19	43	2016	99	3	0	5	1	5
130056	1	12	50	2011	99	6	0	4	4	88
130056	2	16	36	2010	99	6	0	4	2	4
130057	1	19	36	2014	99	6	2	4	2	5
130057	2	5	45	2008	99	7	2	4	1	6
130057	3	12	50	2008	99	6	0	4	4	6
130058	1	12	50	2008	99	6	80	4	4	5
130058	2	5	50	2015	99	6	2	4	1	2
130059	1	19	36	2006	99	3	0	4	1	5
130059	2	19	36	2002	99	3	2	4	2	5
130059	3	5	45	2010	99	7	5	4	6	4
130060	1	12	50	2015	99	6	4	3	4	5
130061	1	19	36	2012	99	6	3	3	1	4
130061	2	19	43	2016	99	3	6	4	1	88
130061	3	16	36	2013	99	1	80	4	1	88
130062	1	1	36	2014	99	6	1	4	4	88
130062	2	5	45	2013	99	6	2	4	5	88
130062	3	12	50	2009	99	6	0	4	6	88
130063	1	1	36	2010	99	6	2	4	1	5
130063	2	5	45	2004	99	7	4	2	5	3
130065	1	19	36	2004	99	6	2	4	1	88
130065	2	16	50	2011	99	6	80	4	1	88
130066	1	1	36	2000	99	6	2	3	6	88
130066	2	5	45	2000	99	6	4	4	6	1
130066	3	12	50	2011	99	6	0	4	6	88
130067	1	5	45	2008	99	7	2	4	2	5
130067	2	5	50	2015	99	6	2	4	5	2
130067	3	12	50	2007	99	6	80	3	6	3
130067	4	1	36	2006	99	6	1	3	2	1
130067	5	19	36	2016	99	3	4	3	1	5
130069	1	19	36	2015	99	3	6	4	4	5
130069	2	12	50	2007	99	6	0	4	4	5
130070	1	12	50	2009	99	6	80	4	4	0
130070	2	16	36	2011	99	6	80	4	2	4
130070	3	19	36	2009	99	6	2	5	0	88
130070	4	5	45	2008	99	3	3	3	0	88
130071	1	12	50	2008	99	6	0	4	6	4
130072	1	5	45	2009	99	3	14	4	1	88
130072	2	19	36	2004	99	6	13	4	1	88
130072	3	16	50	2012	99	6	80	4	4	88
130073	1	1	36	2008	99	6	1	4	0	88
130073	2	17	36	2016	2016	7	2	2	5	88
130074	1	16	50	2009	99	6	0	4	1	4
130074	2	5	45	2011	99	6	4	4	4	88
130074	3	9	43	2016	99	3	0	4	1	88
130075	1	16	50	2010	99	6	80	4	4	88
130075	2	18	43	2016	99	3	0	4	1	88
130076	1	19	36	2011	99	6	1	4	5	1
130076	2	12	50	2012	99	6	0	4	4	6
130078	1	16	36	2013	99	6	80	4	2	4
130079	1	12	50	2008	99	6	80	4	4	5
130079	2	12	36	2006	2016	1	80	4	1	6
130080	1	19	36	2015	99	6	1	4	1	5
130080	2	12	50	2008	99	6	0	4	4	6
130081	1	19	36	2010	99	6	2	4	1	5
130081	2	5	45	2007	99	6	3	4	1	88
130081	3	12	50	2013	99	6	0	4	6	88
130082	1	19	36	2006	99	6	3	4	1	4
130082	2	5	45	2009	99	3	4	4	4	1
130083	1	12	50	2008	99	6	80	4	6	4
130083	2	12	36	2010	99	1	8	4	1	4
130084	1	1	36	2004	99	6	1	4	1	0
130084	2	12	50	2012	99	6	28	4	6	88
130085	1	19	36	2006	99	6	2	4	1	88
130085	2	5	45	2006	99	6	3	4	1	8
130086	1	19	36	2006	99	6	1	4	1	4
130086	2	16	50	2009	99	6	80	3	4	88
130088	1	1	36	1995	99	6	1	4	1	88
130088	2	5	45	2010	99	6	2	4	6	1
130088	3	12	50	2010	99	6	0	4	6	88
130089	1	5	45	2013	99	7	3	4	1	5
130090	1	12	50	2008	99	6	80	4	4	88
130090	2	5	45	2009	99	3	80	4	4	0
130090	3	19	36	2010	99	6	3	5	0	88
130090	4	16	36	2011	99	6	80	4	2	4
130091	1	5	45	2011	99	3	2	4	0	88
130091	2	16	36	2011	2016	6	0	4	2	4
130092	1	5	45	2010	99	3	4	4	1	4
130093	1	12	50	2010	99	6	0	4	4	0
130093	2	16	36	2011	99	6	0	4	2	4
130094	1	16	36	2012	99	6	10	4	2	4
130094	2	5	45	2008	99	3	6	4	0	88
130094	3	12	50	2010	99	6	0	4	4	0
130095	1	16	50	2015	99	6	80	5	4	88
130096	1	16	36	2016	99	6	0	4	1	4
130097	1	1	36	2014	99	6	2	3	1	5
130097	2	5	45	2006	99	7	3	4	5	2
130097	3	12	50	2007	99	6	80	3	4	6
130097	4	19	50	2014	99	4	3	4	5	1
130098	1	19	36	2015	99	6	2	4	5	4
130098	2	12	50	2012	99	6	80	4	4	6
130100	1	12	50	2006	99	6	0	4	4	5
130101	1	19	36	2005	99	6	1	4	1	4
140001	1	5	42	2003	99	7	3	4	3	88
140010	1	5	45	2012	99	8	2	4	4	1
140014	1	5	45	2003	99	7	2	4	1	88
140021	1	5	45	2004	99	7	2	4	1	88
140030	1	5	45	2012	99	7	2	4	4	88
140032	1	5	45	2006	99	8	2	3	4	0
140045	1	5	42	2003	99	6	4	4	1	88
140047	1	5	42	2004	99	8	2	3	1	5
140049	1	5	45	2013	99	8	2	4	3	0
140050	1	5	42	2004	99	8	2	2	3	7
140055	1	5	42	2009	99	8	2	3	3	6
140062	1	5	42	2014	99	8	2	3	3	88
140064	1	9	36	2008	99	7	28	4	0	88
140066	1	19	36	2015	99	8	3	4	3	88
140071	1	5	45	2012	99	8	2	3	3	4
140081	1	5	45	2003	99	7	3	5	4	9
140090	1	 	 	 	 	 	 	 	 	 
140093	1	5	45	2015	99	8	7	4	3	0
140096	1	5	36	2003	99	7	2	4	4	88
140097	1	5	42	2005	99	8	4	3	3	1
150001	1	1	36	2006	99	7	3	3	4	88
150001	2	5	45	2004	99	7	4	4	6	88
150005	1	5	42	2008	99	8	2	3	3	0
150005	2	5	42	2008	99	8	3	4	3	0
150010	1	1	36	2010	99	6	2	3	1	4
150011	1	6	36	2008	99	6	1	4	1	88
150020	1	 	 	 	 	 	 	 	 	 
150022	1	1	36	2010	2016	6	3	4	1	4
150023	1	1	36	2008	99	8	3	4	3	88
150034	1	1	36	2010	99	6	1	3	1	4
150034	2	13	42	2016	2016	6	1	4	0	0
150050	1	1	36	2010	99	6	3	3	1	2
150053	1	19	36	2013	99	6	3	5	5	88
150058	1	1	36	2008	99	6	2	5	1	88
150062	1	5	45	2003	99	6	2	4	1	88
150066	1	5	42	2007	99	8	3	3	3	0
150071	1	19	36	2011	99	7	2	4	5	88
150082	1	1	36	2002	99	6	2	3	3	0
150084	1	5	45	2005	99	8	4	4	1	4
150085	1	5	45	2003	99	7	2	4	4	88
150086	1	1	36	2014	99	6	80	3	1	4
150095	1	5	36	2015	99	6	1	4	3	0
150095	2	5	42	2006	99	8	2	4	4	0
150097	1	1	36	2010	99	6	2	3	2	0
150098	1	1	36	2006	99	7	1	4	2	88
160002	1	1	36	2010	99	6	80	3	2	0
160012	1	5	42	2006	99	7	2	4	1	88
160015	1	1	36	2014	99	6	5	3	0	88
160016	1	5	36	2002	99	8	3	3	1	3
160021	1	1	36	2009	99	6	5	3	1	0
160026	1	5	42	2003	99	6	2	4	1	88
160028	1	5	42	2006	99	8	5	4	3	1
160031	1	 	 	 	 	 	 	 	 	 
160040	1	5	45	2003	99	8	2	4	0	88
160042	1	7	36	2015	99	6	80	4	0	0
160044	1	1	36	1997	99	6	1	3	4	3
160046	1	1	36	2004	99	6	7	3	3	1
160047	1	1	36	2010	99	6	1	3	5	2
160050	1	1	36	2015	99	6	1	3	4	1
160051	1	1	36	2002	99	7	5	4	1	88
160055	1	1	36	2010	99	6	2	4	3	4
160060	1	5	45	2003	99	7	2	3	1	88
160063	1	1	36	2000	99	8	2	4	0	88
160063	2	1	36	2000	99	8	3	4	0	88
160067	1	5	42	2002	99	7	1	4	2	88
160067	2	19	50	2013	99	7	1	5	9	88
160070	1	5	45	2002	99	8	3	4	5	1
160072	1	1	36	2009	2016	6	3	3	1	88
160073	1	1	36	2007	99	6	4	3	1	88
160078	1	5	42	2004	99	6	2	4	1	88
160079	1	5	42	2004	99	6	4	4	9	88
160080	1	1	36	2002	99	6	1	3	3	1
160081	1	5	42	2002	99	8	2	3	4	3
160091	1	1	36	2008	99	6	2	4	5	88
160091	2	9	36	2008	99	6	2	5	5	88
160097	1	1	36	2008	99	6	3	4	4	88
160098	1	19	50	2014	99	6	3	4	3	1
160099	1	1	36	2002	99	6	2	3	3	5
170004	1	5	45	2007	99	5	2	3	4	1
170007	1	5	45	2014	99	6	6	3	4	88
170007	2	3	36	2007	99	6	80	3	6	88
170008	1	3	36	2007	99	6	80	3	2	5
170008	2	5	45	2004	2014	6	5	4	4	1
170009	1	3	36	2009	99	6	1	2	1	88
170010	1	14	36	2016	99	6	80	4	2	88
170011	1	1	36	2010	99	6	1	3	4	88
170011	2	3	36	2013	99	5	2	2	4	1
170013	1	12	36	2015	99	6	1	4	4	88
170014	1	3	36	2009	99	6	80	3	2	88
170016	1	5	45	2010	99	6	4	2	1	88
170017	1	5	36	2004	99	6	3	2	1	88
170019	1	3	36	2012	99	6	8	4	5	88
