CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	THSVILR5	DOBHHMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	STRMTHR5	GRADER5	STILLR5	WHYNOTR5	PANELSIB	AGEGRDR5	GRDRPR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR4	BRDSCHR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMSMKR5	MEMTOBR5	OFTSMKR5	OFTALCR5
10024	2	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	7	2	0	1	3	 	 	 	1	 	 	10	1	 	1	 	 	 	2	3	 	600	0	0	8	0	2	0	0	7	3	4	N	0	 	0	 	 	 	 	0	0	 	6
10024	3	 	1	0	1	 	48	51	 	1	 	 	 	 	 	 	 	 	1	99	99	1	6	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10025	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	2	 	 	 	1	 	 	10	1	 	0	 	 	 	2	1	5	2200	0	0	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
10025	1	 	6	0	1	 	78	81	 	2	 	 	 	 	 	 	 	3	3	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10025	2	 	1	0	1	 	53	56	 	1	 	 	 	 	 	 	 	 	1	1	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10025	3	 	13	0	4	 	49	52	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10025	4	 	1	1	1	 	46	49	 	2	0	 	 	 	 	 	 	1	1	98	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10025	5	 	28	0	4	 	30	33	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10025	6	 	28	0	4	 	31	34	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	4	2	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	50000	0	1	8	0	2	0	0	8	4	2	N	 	 	 	 	 	 	 	 	 	 	 
10026	1	 	6	0	2	 	63	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	2	 	1	0	1	 	38	41	 	1	 	 	 	 	 	 	 	 	1	98	99	1	15	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	7	2	1	5	0	0	 	6
10026	3	 	13	0	4	 	34	37	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10026	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	7	2	2	5	0	0	 	6
10026	5	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	12	2	0	4	2	 	 	 	1	 	 	8	1	 	1	 	 	 	2	1	 	16000	0	0	8	0	1	0	0	8	4	3	N	0	 	0	 	 	 	 	0	0	 	6
10027	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	1	10000	0	0	9	0	0	0	0	8	4	3	N	 	 	 	 	 	 	 	 	 	 	 
10027	1	 	1	0	1	 	40	43	 	1	 	 	 	 	 	 	 	 	1	98	99	1	15	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10027	2	 	1	1	1	 	35	38	 	2	0	 	 	 	 	 	 	1	1	98	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10027	3	 	7	0	1	 	16	19	 	2	 	 	 	 	 	 	 	2	0	2	1	1	13	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10028	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	9	1	 	0	 	 	 	3	1	5	25000	1000	0	8	0	1	0	0	8	2	5	N	 	 	 	 	 	 	 	 	 	 	 
10028	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10028	2	 	6	0	1	 	72	75	 	2	 	 	 	 	 	 	 	3	3	99	99	1	8	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10028	3	 	1	0	1	 	44	47	 	1	 	 	 	 	 	 	 	 	1	2	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	2
10028	4	 	1	1	1	 	42	45	 	2	0	 	 	 	 	 	 	1	1	99	99	1	9	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10028	5	 	7	0	1	 	17	20	 	2	 	 	 	 	 	 	 	2	0	4	3	1	12	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10028	28	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	0	4	3	1	10	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10029	0	 	0	 	1	 	11	14	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	3	1	5	13000	0	0	9	0	1	0	0	8	4	2	N	 	 	 	 	 	 	 	 	 	 	 
10029	1	 	1	0	1	 	40	43	 	1	 	 	 	 	 	 	 	 	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10029	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10029	3	 	7	0	1	 	9	12	 	1	 	 	 	 	 	 	9	2	0	2	1	 	 	 	1	 	 	8	1	 	1	 	 	 	3	1	 	14000	0	0	9	0	1	0	0	9	3	2	N	0	 	0	 	 	 	 	0	0	 	6
10029	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10030	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	10	1	 	0	 	 	 	1	3	3	0	500	0	8	0	2	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 
10030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10030	2	 	1	0	1	 	38	41	 	1	 	 	 	 	 	 	 	 	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	2	2
10030	3	 	1	1	1	 	37	40	 	2	0	 	 	 	 	 	 	1	1	6	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10030	4	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	10	2	0	3	2	 	 	 	1	 	 	6	1	 	1	 	 	 	3	3	 	0	2400	0	9	0	1	0	0	8	1	5	N	0	 	0	 	 	 	 	0	0	 	6
10030	5	 	17	0	1	 	85	88	 	1	 	 	 	 	 	 	 	7	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10030	6	 	5	0	1	 	55	58	 	2	 	 	 	 	 	 	 	7	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10031	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	8	5	21000	0	0	9	0	1	0	0	9	2	3	N	 	 	 	 	 	 	 	 	 	 	 
10031	1	 	1	0	1	 	43	46	 	1	 	 	 	 	 	 	 	 	1	99	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10031	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	12	1	5	0	0	 	6
10031	3	 	7	0	1	 	10	13	 	2	 	 	 	 	 	 	6	2	0	2	1	 	 	 	1	 	 	7	1	 	1	 	 	 	2	8	 	17000	0	0	9	0	1	0	0	10	0	4	N	0	 	0	 	 	 	 	0	0	 	6
10031	4	 	13	0	4	 	39	42	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10031	5	 	13	0	4	 	32	35	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10031	6	 	14	0	4	 	4	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10032	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	10	1	 	0	 	 	 	2	1	5	17000	0	0	8	0	2	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
10032	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	98	98	1	16	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10032	2	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	1	1	98	98	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10032	3	 	7	0	1	 	16	19	 	1	 	 	 	 	 	 	 	2	0	2	1	1	13	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10033	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	8	1	 	0	 	 	 	2	3	3	0	2400	0	9	0	1	0	0	9	2	3	N	 	 	 	 	 	 	 	 	 	 	 
10033	1	 	6	0	1	 	61	64	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10033	2	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	1	99	1	4	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10033	3	 	1	1	1	 	33	36	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10033	4	 	13	0	4	 	31	34	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10033	5	 	13	0	4	 	22	25	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10033	28	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	2	2	0	3	2	 	 	 	1	 	 	10	1	 	1	 	 	 	2	3	 	400	0	0	9	0	1	0	0	8	2	4	N	0	 	0	 	 	 	 	0	0	 	6
10034	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	7	1	 	0	 	 	 	3	1	5	10000	0	0	8	0	2	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
10034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10034	2	 	5	0	1	 	46	49	 	2	 	 	 	 	 	 	 	7	1	99	99	1	9	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10034	3	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	98	99	1	15	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10034	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	2	99	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10034	5	 	13	0	4	 	25	28	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10034	6	 	13	0	4	 	24	27	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10034	7	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	2	2	0	4	3	 	 	 	1	 	 	7	1	 	1	 	 	 	1	1	 	30000	0	0	8	0	2	0	0	8	2	4	N	0	 	0	 	 	 	 	0	0	 	6
10035	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	3	3	0	0	0	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
10035	1	 	1	0	1	 	34	37	 	1	 	 	 	 	 	 	 	 	1	98	98	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10035	2	 	1	1	1	 	29	32	 	2	0	 	 	 	 	 	 	1	1	6	99	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10035	3	 	7	0	1	 	11	14	 	2	 	 	 	 	 	 	8	2	0	2	1	 	 	 	1	 	 	6	1	 	1	 	 	 	3	3	 	0	0	0	9	0	1	0	0	8	0	6	N	0	 	0	 	 	 	 	0	0	 	6
10035	4	 	7	0	1	 	9	12	 	1	 	 	 	 	 	 	2	2	0	2	1	 	 	 	1	 	 	5	1	 	0	 	 	 	 	 	 	 	 	 	8	0	0	0	0	8	0	8	N	 	 	 	 	 	 	 	 	 	 	 
10035	5	 	6	0	3	2015	62	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10035	6	 	5	0	1	 	49	52	 	2	 	 	 	 	 	 	 	7	3	99	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10036	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	10	1	 	0	 	 	 	2	8	5	15000	0	0	8	0	1	0	0	12	0	3	N	 	 	 	 	 	 	 	 	 	 	 
10036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10036	2	 	6	0	1	 	56	59	 	2	 	 	 	 	 	 	 	3	1	99	99	1	3	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10036	3	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	2	98	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	2
10036	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10036	5	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	8	2	0	4	3	 	 	 	1	 	 	6	1	 	1	 	 	 	3	8	 	9000	0	0	8	0	1	0	0	12	0	3	N	0	 	0	 	 	 	 	0	0	 	6
10037	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	3	1	9	12000	2000	0	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
10037	1	 	1	0	1	 	38	41	 	1	 	 	 	 	 	 	 	 	1	98	98	1	3	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10037	2	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	1	1	99	98	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10037	28	 	7	0	1	 	15	18	 	1	 	 	 	 	 	 	 	2	0	2	1	1	11	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10038	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	8	1	 	0	 	 	 	1	8	5	14000	0	0	9	1	1	0	0	11	1	1	N	 	 	 	 	 	 	 	 	 	 	 
10038	1	 	6	0	3	2015	76	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10038	2	 	6	0	1	 	66	69	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10038	3	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	2	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10038	4	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	1	1	98	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10038	5	 	13	0	4	 	31	34	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10038	6	 	13	0	1	 	29	32	 	1	 	 	 	 	 	 	 	4	1	2	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10038	7	 	13	0	1	 	35	38	 	2	 	 	 	 	 	 	 	4	3	2	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10038	8	 	14	0	1	 	12	15	 	1	 	 	 	 	 	 	2	9	0	7	99	 	 	 	1	 	 	8	1	 	0	 	 	 	 	 	 	 	 	 	9	1	1	0	0	11	1	1	N	 	 	 	 	 	 	 	 	 	 	 
10038	9	 	13	0	1	 	25	28	 	2	 	 	 	 	 	 	 	8	1	98	98	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10038	10	 	14	0	1	 	 	0	6	1	 	 	 	 	 	 	 	2	 	9	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10039	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	14000	10000	0	8	0	2	0	0	10	0	4	N	 	 	 	 	 	 	 	 	 	 	 
10039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10039	2	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	99	99	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10039	3	 	1	1	1	 	37	40	 	2	0	 	 	 	 	 	 	1	0	98	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10040	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	0	 	 	 	2	1	5	30000	0	1	8	0	2	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 
10040	1	 	1	0	1	 	40	43	 	1	 	 	 	 	 	 	 	 	1	98	99	1	8	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10040	2	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	1	1	98	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10040	28	 	7	0	1	 	13	16	 	2	 	 	 	 	 	 	6	2	0	2	1	 	 	 	1	 	 	10	1	 	1	 	 	 	2	1	 	30000	0	1	8	0	2	0	0	8	2	4	N	0	 	0	 	 	 	 	0	0	 	6
10041	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	8	5	15000	0	0	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
10041	1	 	1	0	1	 	35	38	 	1	 	 	 	 	 	 	 	 	1	98	99	1	7	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10041	2	 	1	1	1	 	30	33	 	2	0	 	 	 	 	 	 	1	1	98	98	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10042	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	3	6	6	1500	4500	0	8	0	1	0	0	9	4	2	N	 	 	 	 	 	 	 	 	 	 	 
10042	1	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	1	1	1
10042	2	 	1	1	1	 	33	36	 	2	0	 	 	 	 	 	 	1	1	3	98	1	9	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	7	1	1	5	0	0	 	6
10042	3	 	5	0	1	 	74	77	 	2	 	 	 	 	 	 	 	7	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
10042	28	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	0	2	1	1	11	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
10043	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	2	1	5	10000	0	0	9	0	2	0	0	8	2	3	N	 	 	 	 	 	 	 	 	 	 	 
