CHILDCODE	HHITMIDR5	OWNITMR5	NUMOWNR5
50072	8	1	1
50072	9	0	 
50072	10	1	2
50072	11	1	2
50072	12	0	 
50072	13	1	1
50072	14	0	 
50072	15	0	 
50072	16	0	 
50072	17	0	 
50072	18	0	 
50072	19	0	 
50072	20	0	 
50073	1	1	1
50073	2	0	 
50073	3	0	 
50073	4	0	 
50073	5	0	 
50073	6	0	 
50073	7	1	1
50073	8	1	2
50073	9	0	 
50073	10	1	2
50073	11	1	2
50073	12	0	 
50073	13	1	1
50073	14	0	 
50073	15	0	 
50073	16	0	 
50073	17	0	 
50073	18	0	 
50073	19	0	 
50073	20	0	 
50074	1	1	1
50074	2	0	 
50074	3	0	 
50074	4	0	 
50074	5	1	1
50074	6	0	 
50074	7	1	2
50074	8	1	2
50074	9	0	 
50074	10	1	2
50074	11	1	1
50074	12	0	 
50074	13	1	1
50074	14	0	 
50074	15	0	 
50074	16	0	 
50074	17	0	 
50074	18	0	 
50074	19	0	 
50074	20	0	 
50075	1	1	1
50075	2	0	 
50075	3	0	 
50075	4	0	 
50075	5	1	1
50075	6	0	 
50075	7	1	1
50075	8	1	4
50075	9	0	 
50075	10	1	2
50075	11	1	3
50075	12	0	 
50075	13	1	1
50075	14	0	 
50075	15	0	 
50075	16	0	 
50075	17	0	 
50075	18	0	 
50075	19	0	 
50075	20	0	 
50076	1	1	1
50076	2	0	 
50076	3	0	 
50076	4	1	1
50076	5	0	 
50076	6	0	 
50076	7	1	2
50076	8	1	4
50076	9	0	 
50076	10	1	2
50076	11	1	2
50076	12	1	1
50076	13	1	1
50076	14	0	 
50076	15	0	 
50076	16	0	 
50076	17	0	 
50076	18	0	 
50076	19	0	 
50076	20	0	 
50077	1	1	1
50077	2	0	 
50077	3	0	 
50077	4	0	 
50077	5	1	1
50077	6	0	 
50077	7	1	1
50077	8	1	2
50077	9	0	 
50077	10	0	 
50077	11	1	2
50077	12	0	 
50077	13	1	1
50077	14	0	 
50077	15	0	 
50077	16	0	 
50077	17	0	 
50077	18	0	 
50077	19	0	 
50077	20	0	 
50078	1	1	1
50078	2	0	 
50078	3	0	 
50078	4	0	 
50078	5	1	1
50078	6	0	 
50078	7	1	2
50078	8	1	2
50078	9	0	 
50078	10	1	2
50078	11	1	3
50078	12	0	 
50078	13	1	1
50078	14	0	 
50078	15	0	 
50078	16	0	 
50078	17	0	 
50078	18	0	 
50078	19	0	 
50078	20	0	 
50079	1	1	1
50079	2	0	 
50079	3	0	 
50079	4	0	 
50079	5	1	1
50079	6	0	 
50079	7	1	1
50079	8	1	2
50079	9	0	 
50079	10	1	1
50079	11	1	1
50079	12	0	 
50079	13	1	1
50079	14	0	 
50079	15	0	 
50079	16	0	 
50079	17	0	 
50079	18	0	 
50079	19	0	 
50079	20	0	 
50080	1	1	1
50080	2	0	 
50080	3	0	 
50080	4	0	 
50080	5	1	1
50080	6	0	 
50080	7	1	2
50080	8	1	2
50080	9	1	1
50080	10	1	3
50080	11	1	2
50080	12	1	1
50080	13	1	1
50080	14	0	 
50080	15	0	 
50080	16	0	 
50080	17	0	 
50080	18	0	 
50080	19	0	 
50080	20	0	 
50081	1	0	 
50081	2	0	 
50081	3	0	 
50081	4	0	 
50081	5	0	 
50081	6	0	 
50081	7	1	1
50081	8	1	1
50081	9	0	 
50081	10	1	1
50081	11	1	1
50081	12	0	 
50081	13	1	1
50081	14	0	 
50081	15	0	 
50081	16	0	 
50081	17	0	 
50081	18	0	 
50081	19	0	 
50081	20	0	 
50082	1	0	 
50082	2	0	 
50082	3	0	 
50082	4	0	 
50082	5	0	 
50082	6	0	 
50082	7	0	 
50082	8	1	2
50082	9	0	 
50082	10	0	 
50082	11	1	3
50082	12	0	 
50082	13	1	1
50082	14	0	 
50082	15	0	 
50082	16	0	 
50082	17	0	 
50082	18	0	 
50082	19	0	 
50082	20	0	 
50083	1	0	 
50083	2	0	 
50083	3	0	 
50083	4	0	 
50083	5	1	1
50083	6	0	 
50083	7	1	1
50083	8	1	3
50083	9	0	 
50083	10	1	1
50083	11	1	3
50083	12	0	 
50083	13	1	1
50083	14	0	 
50083	15	0	 
50083	16	0	 
50083	17	0	 
50083	18	0	 
50083	19	0	 
50083	20	0	 
50084	1	1	1
50084	2	0	 
50084	3	0	 
50084	4	1	1
50084	5	0	 
50084	6	0	 
50084	7	1	1
50084	8	1	3
50084	9	0	 
50084	10	1	1
50084	11	1	2
50084	12	0	 
50084	13	1	1
50084	14	0	 
50084	15	0	 
50084	16	0	 
50084	17	0	 
50084	18	0	 
50084	19	0	 
50084	20	0	 
50085	1	1	1
50085	2	0	 
50085	3	0	 
50085	4	0	 
50085	5	0	 
50085	6	0	 
50085	7	1	1
50085	8	0	 
50085	9	0	 
50085	10	1	1
50085	11	1	2
50085	12	0	 
50085	13	1	1
50085	14	0	 
50085	15	0	 
50085	16	0	 
50085	17	0	 
50085	18	0	 
50085	19	0	 
50085	20	0	 
50086	1	1	1
50086	2	0	 
50086	3	0	 
50086	4	0	 
50086	5	0	 
50086	6	0	 
50086	7	1	1
50086	8	1	2
50086	9	0	 
50086	10	1	1
50086	11	1	2
50086	12	0	 
50086	13	1	1
50086	14	0	 
50086	15	0	 
50086	16	0	 
50086	17	0	 
50086	18	0	 
50086	19	0	 
50086	20	0	 
50087	1	1	1
50087	2	0	 
50087	3	0	 
50087	4	0	 
50087	5	0	 
50087	6	0	 
50087	7	1	1
50087	8	1	3
50087	9	0	 
50087	10	1	1
50087	11	1	1
50087	12	0	 
50087	13	1	1
50087	14	0	 
50087	15	0	 
50087	16	0	 
50087	17	0	 
50087	18	0	 
50087	19	0	 
50087	20	0	 
50088	1	1	1
50088	2	0	 
50088	3	0	 
50088	4	0	 
50088	5	0	 
50088	6	0	 
50088	7	1	3
50088	8	1	3
50088	9	0	 
50088	10	1	1
50088	11	0	 
50088	12	0	 
50088	13	1	1
50088	14	0	 
50088	15	0	 
50088	16	0	 
50088	17	0	 
50088	18	0	 
50088	19	0	 
50088	20	0	 
50089	1	1	1
50089	2	0	 
50089	3	0	 
50089	4	0	 
50089	5	1	1
50089	6	0	 
50089	7	1	1
50089	8	1	3
50089	9	0	 
50089	10	1	2
50089	11	1	3
50089	12	0	 
50089	13	1	1
50089	14	0	 
50089	15	0	 
50089	16	0	 
50089	17	0	 
50089	18	0	 
50089	19	0	 
50089	20	0	 
50090	1	1	1
50090	2	0	 
50090	3	0	 
50090	4	0	 
50090	5	0	 
50090	6	0	 
50090	7	1	1
50090	8	1	2
50090	9	0	 
50090	10	1	2
50090	11	1	2
50090	12	0	 
50090	13	1	1
50090	14	0	 
50090	15	0	 
50090	16	0	 
50090	17	0	 
50090	18	0	 
50090	19	0	 
50090	20	0	 
50091	1	1	1
50091	2	0	 
50091	3	0	 
50091	4	1	4
50091	5	1	2
50091	6	0	 
50091	7	1	4
50091	8	1	4
50091	9	0	 
50091	10	1	4
50091	11	1	2
50091	12	1	1
50091	13	1	1
50091	14	0	 
50091	15	0	 
50091	16	0	 
50091	17	0	 
50091	18	0	 
50091	19	0	 
50091	20	0	 
50092	1	1	1
50092	2	0	 
50092	3	0	 
50092	4	0	 
50092	5	0	 
50092	6	0	 
50092	7	1	1
50092	8	1	2
50092	9	0	 
50092	10	1	1
50092	11	0	 
50092	12	0	 
50092	13	1	1
50092	14	0	 
50092	15	0	 
50092	16	0	 
50092	17	0	 
50092	18	0	 
50092	19	0	 
50092	20	0	 
50093	1	1	1
50093	2	0	 
50093	3	0	 
50093	4	0	 
50093	5	0	 
50093	6	0	 
50093	7	0	 
50093	8	1	2
50093	9	0	 
50093	10	1	1
50093	11	1	2
50093	12	0	 
50093	13	1	1
50093	14	0	 
50093	15	0	 
50093	16	0	 
50093	17	0	 
50093	18	0	 
50093	19	0	 
50093	20	0	 
50094	1	1	1
50094	2	0	 
50094	3	0	 
50094	4	1	1
50094	5	0	 
50094	6	0	 
50094	7	1	2
50094	8	1	2
50094	9	1	1
50094	10	1	3
50094	11	1	2
50094	12	1	1
50094	13	1	1
50094	14	0	 
50094	15	0	 
50094	16	0	 
50094	17	0	 
50094	18	0	 
50094	19	0	 
50094	20	0	 
50095	1	1	1
50095	2	0	 
50095	3	0	 
50095	4	0	 
50095	5	0	 
50095	6	0	 
50095	7	0	 
50095	8	1	2
50095	9	0	 
50095	10	1	1
50095	11	1	2
50095	12	0	 
50095	13	0	 
50095	14	0	 
50095	15	0	 
50095	16	0	 
50095	17	0	 
50095	18	0	 
50095	19	0	 
50095	20	0	 
50096	1	1	1
50096	2	0	 
50096	3	0	 
50096	4	1	2
50096	5	1	1
50096	6	0	 
50096	7	1	1
50096	8	1	3
50096	9	0	 
50096	10	1	2
50096	11	1	2
50096	12	0	 
50096	13	1	1
50096	14	0	 
50096	15	0	 
50096	16	0	 
50096	17	0	 
50096	18	0	 
50096	19	0	 
50096	20	0	 
50097	1	0	 
50097	2	0	 
50097	3	0	 
50097	4	0	 
50097	5	1	1
50097	6	0	 
50097	7	1	1
50097	8	1	2
50097	9	0	 
50097	10	1	1
50097	11	0	 
50097	12	0	 
50097	13	0	 
50097	14	0	 
50097	15	0	 
50097	16	0	 
50097	17	0	 
50097	18	0	 
50097	19	0	 
50097	20	0	 
50098	1	1	1
50098	2	0	 
50098	3	0	 
50098	4	0	 
50098	5	1	1
50098	6	0	 
50098	7	1	1
50098	8	1	2
50098	9	1	1
50098	10	1	2
50098	11	1	2
50098	12	0	 
50098	13	1	1
50098	14	0	 
50098	15	0	 
50098	16	0	 
50098	17	0	 
50098	18	0	 
50098	19	0	 
50098	20	0	 
50099	1	1	1
50099	2	0	 
50099	3	0	 
50099	4	0	 
50099	5	1	1
50099	6	0	 
50099	7	0	 
50099	8	1	2
50099	9	0	 
50099	10	1	2
50099	11	1	2
50099	12	0	 
50099	13	1	1
50099	14	0	 
50099	15	0	 
50099	16	0	 
50099	17	0	 
50099	18	0	 
50099	19	0	 
50099	20	0	 
50100	1	1	1
50100	2	0	 
50100	3	0	 
50100	4	0	 
50100	5	1	1
50100	6	0	 
50100	7	1	1
50100	8	1	3
50100	9	0	 
50100	10	1	3
50100	11	1	2
50100	12	0	 
50100	13	1	1
50100	14	0	 
50100	15	0	 
50100	16	0	 
50100	17	0	 
50100	18	0	 
50100	19	0	 
50100	20	0	 
60001	1	1	1
60001	2	0	 
60001	3	0	 
60001	4	0	 
60001	5	0	 
60001	6	0	 
60001	7	1	1
60001	8	1	2
60001	9	0	 
60001	10	1	2
60001	11	1	2
60001	12	0	 
60001	13	1	1
60001	14	0	 
60001	15	0	 
60001	16	0	 
60001	17	0	 
60001	18	0	 
60001	19	0	 
60001	20	0	 
60002	1	1	1
60002	2	0	 
60002	3	1	1
60002	4	1	1
60002	5	0	 
60002	6	0	 
60002	7	1	1
60002	8	1	5
60002	9	1	1
60002	10	1	3
60002	11	1	1
60002	12	1	1
60002	13	1	1
60002	14	0	 
60002	15	1	1
60002	16	0	 
60002	17	0	 
60002	18	0	 
60002	19	0	 
60002	20	0	 
60003	1	1	1
60003	2	0	 
60003	3	0	 
60003	4	0	 
60003	5	1	2
60003	6	0	 
60003	7	1	1
60003	8	1	2
60003	9	0	 
60003	10	1	2
60003	11	1	2
60003	12	0	 
60003	13	1	1
60003	14	0	 
60003	15	0	 
60003	16	0	 
60003	17	0	 
60003	18	0	 
60003	19	0	 
60003	20	0	 
60004	1	1	1
60004	2	0	 
60004	3	0	 
60004	4	0	 
60004	5	1	1
60004	6	0	 
60004	7	1	2
60004	8	1	2
60004	9	0	 
60004	10	1	2
60004	11	1	3
60004	12	0	 
60004	13	1	1
60004	14	0	 
60004	15	0	 
60004	16	0	 
60004	17	0	 
60004	18	0	 
60004	19	0	 
60004	20	0	 
60005	1	1	1
60005	2	0	 
60005	3	0	 
60005	4	0	 
60005	5	1	1
60005	6	0	 
60005	7	1	1
60005	8	1	2
60005	9	0	 
60005	10	1	2
60005	11	1	1
60005	12	0	 
60005	13	0	 
60005	14	0	 
60005	15	0	 
60005	16	0	 
60005	17	0	 
60005	18	0	 
60005	19	0	 
60005	20	0	 
60006	1	1	1
60006	2	0	 
60006	3	0	 
60006	4	0	 
60006	5	1	1
60006	6	0	 
60006	7	1	1
60006	8	1	2
60006	9	0	 
60006	10	1	2
60006	11	1	3
60006	12	0	 
60006	13	1	1
60006	14	0	 
60006	15	0	 
60006	16	0	 
60006	17	0	 
60006	18	0	 
60006	19	0	 
60006	20	0	 
60007	1	0	 
60007	2	0	 
60007	3	0	 
60007	4	0	 
60007	5	1	1
60007	6	0	 
60007	7	1	1
60007	8	1	1
60007	9	0	 
60007	10	1	2
60007	11	1	2
60007	12	0	 
60007	13	0	 
60007	14	0	 
60007	15	0	 
60007	16	0	 
60007	17	0	 
60007	18	0	 
60007	19	0	 
60007	20	0	 
60008	1	1	1
60008	2	0	 
60008	3	0	 
60008	4	0	 
60008	5	1	1
60008	6	0	 
60008	7	1	1
60008	8	1	4
60008	9	0	 
60008	10	1	3
60008	11	1	1
60008	12	0	 
60008	13	1	1
60008	14	0	 
60008	15	0	 
60008	16	0	 
60008	17	0	 
60008	18	0	 
60008	19	0	 
60008	20	0	 
60009	1	1	1
60009	2	0	 
60009	3	0	 
60009	4	0	 
60009	5	1	1
60009	6	0	 
60009	7	1	1
60009	8	1	4
60009	9	0	 
60009	10	1	1
60009	11	1	1
60009	12	0	 
60009	13	0	 
60009	14	0	 
60009	15	0	 
60009	16	0	 
60009	17	0	 
60009	18	0	 
60009	19	0	 
60009	20	0	 
60010	1	1	1
60010	2	0	 
60010	3	0	 
60010	4	0	 
60010	5	1	1
60010	6	0	 
60010	7	1	1
60010	8	0	 
60010	9	0	 
60010	10	1	1
60010	11	1	1
60010	12	0	 
60010	13	1	1
60010	14	0	 
60010	15	0	 
60010	16	0	 
60010	17	0	 
60010	18	0	 
60010	19	0	 
60010	20	0	 
60012	1	1	1
60012	2	0	 
60012	3	0	 
60012	4	0	 
60012	5	1	2
60012	6	0	 
60012	7	1	1
60012	8	1	2
60012	9	0	 
60012	10	1	1
60012	11	1	2
60012	12	0	 
60012	13	1	5000
60012	14	0	 
60012	15	0	 
60012	16	0	 
60012	17	0	 
60012	18	0	 
60012	19	0	 
60012	20	0	 
60013	1	1	1
60013	2	0	 
60013	3	0	 
60013	4	1	1
60013	5	0	 
60013	6	0	 
60013	7	1	2
60013	8	1	3
60013	9	0	 
60013	10	1	2
60013	11	1	1
60013	12	0	 
60013	13	1	1
60013	14	0	 
60013	15	0	 
60013	16	0	 
60013	17	0	 
60013	18	0	 
60013	19	0	 
60013	20	0	 
60014	1	0	 
60014	2	0	 
60014	3	0	 
60014	4	0	 
60014	5	0	 
60014	6	0	 
60014	7	1	1
60014	8	1	2
60014	9	0	 
60014	10	1	1
60014	11	0	 
60014	12	0	 
60014	13	1	1
60014	14	0	 
60014	15	0	 
60014	16	0	 
60014	17	0	 
60014	18	0	 
60014	19	0	 
60014	20	0	 
60015	1	1	1
60015	2	0	 
60015	3	0	 
60015	4	0	 
60015	5	1	1
60015	6	0	 
60015	7	1	2
60015	8	1	5
60015	9	0	 
60015	10	1	2
60015	11	1	1
60015	12	0	 
60015	13	1	1
60015	14	0	 
60015	15	0	 
60015	16	0	 
60015	17	0	 
60015	18	0	 
60015	19	0	 
60015	20	1	1
60016	1	1	1
60016	2	0	 
60016	3	0	 
60016	4	0	 
60016	5	1	2
60016	6	0	 
60016	7	1	2
60016	8	1	3
60016	9	0	 
60016	10	1	2
60016	11	1	1
60016	12	0	 
60016	13	1	1
60016	14	0	 
60016	15	0	 
60016	16	0	 
60016	17	0	 
60016	18	0	 
60016	19	0	 
60016	20	1	1
60017	1	1	1
60017	2	0	 
60017	3	0	 
60017	4	0	 
60017	5	0	 
60017	6	0	 
60017	7	1	2
60017	8	1	2
60017	9	0	 
60017	10	1	2
60017	11	1	1
60017	12	0	 
60017	13	1	1
60017	14	0	 
60017	15	0	 
60017	16	0	 
60017	17	0	 
60017	18	0	 
60017	19	0	 
60017	20	0	 
60018	1	1	1
60018	2	0	 
60018	3	0	 
60018	4	0	 
60018	5	0	 
60018	6	0	 
60018	7	1	1
60018	8	1	2
60018	9	0	 
60018	10	1	1
60018	11	0	 
60018	12	0	 
60018	13	1	1
60018	14	0	 
60018	15	0	 
60018	16	0	 
60018	17	0	 
60018	18	0	 
60018	19	0	 
60018	20	0	 
60019	1	1	1
60019	2	0	 
60019	3	0	 
60019	4	0	 
60019	5	1	1
60019	6	0	 
60019	7	1	1
60019	8	1	2
60019	9	0	 
60019	10	1	3
60019	11	1	3
60019	12	0	 
60019	13	1	1
60019	14	0	 
60019	15	0	 
60019	16	0	 
60019	17	0	 
60019	18	0	 
60019	19	0	 
60019	20	0	 
60020	1	1	1
60020	2	0	 
60020	3	0	 
60020	4	0	 
60020	5	1	2
60020	6	0	 
60020	7	1	1
60020	8	0	 
60020	9	0	 
60020	10	1	2
60020	11	1	2
60020	12	0	 
60020	13	1	1
60020	14	0	 
60020	15	0	 
60020	16	0	 
60020	17	0	 
60020	18	0	 
60020	19	0	 
60020	20	0	 
60021	1	1	1
60021	2	0	 
60021	3	0	 
60021	4	1	1
60021	5	1	1
60021	6	0	 
60021	7	1	1
60021	8	1	2
60021	9	0	 
60021	10	1	2
60021	11	1	1
60021	12	0	 
60021	13	1	1
60021	14	0	 
60021	15	0	 
60021	16	0	 
60021	17	0	 
60021	18	0	 
60021	19	0	 
60021	20	1	1
60022	1	1	1
60022	2	0	 
60022	3	0	 
60022	4	0	 
60022	5	1	3
60022	6	0	 
60022	7	1	2
60022	8	1	3
60022	9	0	 
60022	10	1	4
60022	11	1	1
60022	12	0	 
60022	13	1	1
60022	14	0	 
60022	15	0	 
60022	16	0	 
60022	17	0	 
60022	18	0	 
60022	19	0	 
60022	20	0	 
60023	1	1	1
60023	2	0	 
60023	3	0	 
60023	4	1	1
60023	5	0	 
60023	6	0	 
60023	7	1	1
60023	8	1	2
60023	9	0	 
60023	10	1	3
60023	11	1	2
60023	12	0	 
60023	13	1	1
60023	14	0	 
60023	15	0	 
60023	16	0	 
60023	17	0	 
60023	18	0	 
60023	19	0	 
60023	20	0	 
60024	1	1	1
60024	2	0	 
60024	3	0	 
60024	4	0	 
60024	5	1	1
60024	6	0	 
60024	7	1	1
60024	8	1	5
60024	9	0	 
60024	10	1	2
60024	11	1	1
60024	12	0	 
60024	13	1	1
60024	14	0	 
60024	15	0	 
60024	16	0	 
60024	17	0	 
60024	18	0	 
60024	19	0	 
60024	20	1	1
60025	1	1	1
60025	2	0	 
60025	3	0	 
60025	4	1	1
60025	5	1	1
60025	6	0	 
60025	7	1	1
60025	8	1	4
60025	9	0	 
60025	10	1	4
60025	11	1	2
60025	12	0	 
60025	13	1	1
60025	14	0	 
60025	15	0	 
60025	16	0	 
60025	17	0	 
60025	18	0	 
60025	19	0	 
60025	20	0	 
60026	1	0	 
60026	2	0	 
60026	3	0	 
60026	4	0	 
60026	5	1	2
60026	6	0	 
60026	7	1	1
60026	8	1	2
60026	9	0	 
60026	10	1	1
60026	11	1	1
60026	12	0	 
60026	13	0	 
60026	14	0	 
60026	15	0	 
60026	16	0	 
60026	17	0	 
60026	18	0	 
60026	19	0	 
60026	20	0	 
60027	1	1	1
60027	2	0	 
60027	3	0	 
60027	4	0	 
60027	5	1	1
60027	6	0	 
60027	7	1	1
60027	8	1	3
60027	9	0	 
60027	10	1	2
60027	11	1	1
60027	12	0	 
60027	13	1	1
60027	14	0	 
60027	15	0	 
60027	16	0	 
60027	17	0	 
60027	18	0	 
60027	19	0	 
60027	20	0	 
60028	1	1	1
60028	2	0	 
60028	3	0	 
60028	4	0	 
60028	5	1	1
60028	6	0	 
60028	7	1	1
60028	8	1	3
60028	9	0	 
60028	10	1	1
60028	11	1	1
60028	12	0	 
60028	13	1	1
60028	14	0	 
60028	15	0	 
60028	16	0	 
60028	17	0	 
60028	18	0	 
60028	19	0	 
60028	20	0	 
60029	1	0	 
60029	2	0	 
60029	3	0	 
60029	4	0	 
60029	5	0	 
60029	6	0	 
60029	7	1	1
60029	8	1	2
60029	9	0	 
60029	10	1	1
60029	11	1	1
60029	12	0	 
60029	13	1	1
60029	14	0	 
60029	15	0	 
60029	16	0	 
60029	17	0	 
60029	18	0	 
60029	19	0	 
60029	20	1	1
60030	1	0	 
60030	2	0	 
60030	3	0	 
60030	4	0	 
60030	5	1	1
60030	6	0	 
60030	7	1	1
60030	8	1	1
60030	9	0	 
60030	10	1	1
60030	11	1	1
60030	12	0	 
60030	13	1	1
60030	14	0	 
60030	15	0	 
60030	16	0	 
60030	17	0	 
60030	18	0	 
60030	19	0	 
60030	20	0	 
60031	1	1	1
60031	2	0	 
60031	3	0	 
60031	4	0	 
60031	5	0	 
60031	6	0	 
60031	7	1	1
60031	8	1	2
60031	9	0	 
60031	10	1	1
60031	11	1	1
60031	12	0	 
60031	13	1	1
60031	14	0	 
60031	15	0	 
60031	16	0	 
60031	17	0	 
60031	18	0	 
60031	19	0	 
60031	20	0	 
60032	1	1	1
60032	2	0	 
60032	3	0	 
60032	4	1	1
60032	5	1	1
60032	6	0	 
60032	7	1	1
60032	8	1	4
60032	9	0	 
60032	10	1	2
60032	11	0	 
60032	12	0	 
60032	13	1	1
60032	14	0	 
60032	15	0	 
60032	16	0	 
60032	17	0	 
60032	18	0	 
60032	19	0	 
60032	20	0	 
60033	1	1	1
60033	2	0	 
60033	3	0	 
60033	4	0	 
60033	5	1	1
60033	6	0	 
60033	7	1	1
60033	8	1	6
60033	9	0	 
60033	10	1	3
60033	11	1	1
60033	12	0	 
60033	13	1	1
60033	14	0	 
60033	15	0	 
60033	16	0	 
60033	17	0	 
60033	18	0	 
60033	19	0	 
60033	20	0	 
60034	1	0	 
60034	2	0	 
60034	3	0	 
60034	4	0	 
60034	5	1	1
60034	6	0	 
60034	7	1	1
60034	8	1	2
60034	9	0	 
60034	10	1	1
60034	11	0	 
60034	12	0	 
60034	13	1	1
60034	14	0	 
60034	15	0	 
60034	16	0	 
60034	17	0	 
60034	18	0	 
60034	19	0	 
60034	20	0	 
60035	1	0	 
60035	2	0	 
60035	3	0	 
60035	4	0	 
60035	5	0	 
60035	6	0	 
60035	7	1	1
60035	8	1	2
60035	9	0	 
60035	10	1	1
60035	11	1	1
60035	12	0	 
60035	13	0	 
60035	14	0	 
60035	15	0	 
60035	16	0	 
60035	17	0	 
60035	18	0	 
60035	19	0	 
60035	20	0	 
60036	1	1	1
60036	2	0	 
60036	3	0	 
60036	4	1	1
60036	5	1	1
60036	6	0	 
60036	7	1	2
60036	8	1	4
60036	9	0	 
60036	10	1	2
60036	11	1	1
60036	12	1	1
60036	13	1	1
60036	14	0	 
60036	15	1	2
60036	16	0	 
60036	17	0	 
60036	18	0	 
60036	19	0	 
60036	20	0	 
60037	1	1	1
60037	2	0	 
60037	3	0	 
60037	4	1	1
60037	5	1	1
60037	6	0	 
60037	7	1	1
60037	8	1	4
60037	9	0	 
60037	10	1	3
60037	11	1	1
60037	12	0	 
60037	13	1	1
60037	14	0	 
60037	15	0	 
60037	16	0	 
60037	17	0	 
60037	18	0	 
60037	19	0	 
60037	20	1	2
60038	1	0	 
60038	2	0	 
60038	3	0	 
60038	4	0	 
60038	5	1	1
60038	6	0	 
60038	7	0	 
60038	8	0	 
60038	9	0	 
60038	10	1	1
60038	11	0	 
60038	12	0	 
60038	13	1	1
60038	14	0	 
60038	15	0	 
60038	16	0	 
60038	17	0	 
60038	18	0	 
60038	19	0	 
60038	20	0	 
60039	1	1	1
60039	2	0	 
60039	3	1	1
60039	4	0	 
60039	5	0	 
60039	6	0	 
60039	7	1	1
60039	8	1	2
60039	9	0	 
60039	10	1	1
60039	11	1	1
60039	12	0	 
60039	13	1	1
60039	14	0	 
60039	15	0	 
60039	16	0	 
60039	17	0	 
60039	18	0	 
60039	19	0	 
60039	20	0	 
60040	1	1	1
60040	2	0	 
60040	3	0	 
60040	4	1	1
60040	5	0	 
60040	6	0	 
60040	7	1	3
60040	8	1	2
60040	9	0	 
60040	10	1	4
60040	11	1	2
60040	12	1	1
60040	13	1	1
60040	14	0	 
60040	15	0	 
60040	16	0	 
60040	17	0	 
60040	18	0	 
60040	19	0	 
60040	20	0	 
60041	1	1	1
60041	2	0	 
60041	3	0	 
60041	4	0	 
60041	5	1	1
60041	6	0	 
60041	7	1	1
60041	8	1	2
60041	9	0	 
60041	10	1	1
60041	11	1	1
60041	12	0	 
60041	13	1	1
60041	14	0	 
60041	15	0	 
60041	16	0	 
60041	17	0	 
60041	18	0	 
60041	19	0	 
60041	20	0	 
60042	1	1	1
60042	2	0	 
60042	3	0	 
60042	4	0	 
60042	5	0	 
60042	6	0	 
60042	7	1	1
60042	8	1	1
60042	9	0	 
60042	10	1	1
60042	11	1	1
60042	12	0	 
60042	13	1	1
60042	14	0	 
60042	15	0	 
60042	16	0	 
60042	17	0	 
60042	18	0	 
60042	19	0	 
60042	20	0	 
60043	1	1	1
60043	2	0	 
60043	3	0	 
60043	4	0	 
60043	5	0	 
60043	6	0	 
60043	7	1	1
60043	8	1	2
60043	9	0	 
60043	10	1	2
60043	11	1	2
60043	12	0	 
60043	13	1	1
60043	14	0	 
60043	15	0	 
60043	16	0	 
60043	17	0	 
60043	18	0	 
60043	19	0	 
60043	20	0	 
60044	1	1	1
60044	2	0	 
60044	3	0	 
60044	4	0	 
60044	5	0	 
60044	6	0	 
60044	7	1	1
60044	8	1	1
60044	9	0	 
60044	10	1	1
60044	11	1	1
60044	12	0	 
60044	13	0	 
60044	14	0	 
60044	15	0	 
60044	16	0	 
60044	17	0	 
60044	18	0	 
60044	19	0	 
60044	20	0	 
60045	1	1	1
60045	2	0	 
60045	3	0	 
60045	4	0	 
60045	5	1	1
60045	6	0	 
60045	7	1	1
60045	8	1	5
60045	9	0	 
60045	10	1	3
60045	11	1	1
60045	12	0	 
60045	13	1	1
60045	14	0	 
60045	15	0	 
60045	16	0	 
60045	17	0	 
60045	18	0	 
60045	19	0	 
60045	20	0	 
60046	1	1	1
60046	2	0	 
60046	3	0	 
60046	4	0	 
60046	5	0	 
60046	6	0	 
60046	7	1	1
60046	8	1	1
60046	9	0	 
60046	10	1	2
60046	11	1	1
60046	12	0	 
60046	13	1	1
60046	14	0	 
60046	15	0	 
60046	16	0	 
60046	17	0	 
60046	18	0	 
60046	19	0	 
60046	20	0	 
60047	1	1	1
60047	2	0	 
60047	3	0	 
60047	4	0	 
60047	5	1	1
60047	6	0	 
60047	7	1	1
60047	8	1	3
60047	9	0	 
60047	10	1	2
60047	11	1	2
60047	12	0	 
60047	13	0	 
60047	14	0	 
60047	15	0	 
60047	16	0	 
60047	17	0	 
60047	18	0	 
60047	19	0	 
60047	20	0	 
60048	1	0	 
60048	2	0	 
60048	3	0	 
60048	4	0	 
60048	5	1	2
60048	6	0	 
60048	7	1	1
60048	8	1	2
60048	9	0	 
60048	10	1	1
60048	11	1	1
60048	12	0	 
60048	13	1	1
60048	14	0	 
60048	15	0	 
60048	16	0	 
60048	17	0	 
60048	18	0	 
60048	19	0	 
60048	20	0	 
60049	1	1	1
60049	2	0	 
60049	3	0	 
60049	4	1	1
60049	5	1	2
60049	6	0	 
60049	7	1	2
60049	8	1	5
60049	9	0	 
60049	10	1	3
60049	11	1	2
60049	12	0	 
60049	13	1	1
60049	14	0	 
60049	15	0	 
60049	16	0	 
60049	17	0	 
60049	18	0	 
60049	19	0	 
60049	20	1	1
60050	1	1	1
60050	2	0	 
60050	3	0	 
60050	4	1	1
60050	5	1	1
60050	6	0	 
60050	7	1	2
60050	8	1	6
60050	9	1	1
60050	10	1	6
60050	11	1	2
60050	12	1	1
60050	13	1	1
60050	14	1	1
60050	15	1	1
60050	16	0	 
60050	17	0	 
60050	18	0	 
