CHILDCODE	NREGIDR5	MEMREGR5	NEG1DYR5	NEG1WGR5	NEG2DYR5	NEG2WGR5
110053	1	1	32	4230	12	1684
110053	2	2	32	4230	12	1684
110056	1	3	40	5244	0	 
110056	2	4	40	4967	0	 
110057	1	1	48	6289	30	3068
110057	2	2	48	6205	30	3005
110058	1	1	42	6316	42	4269
110058	2	2	30	4543	36	3257
110059	1	3	38	4890	11	650
110061	1	2	28	4278	0	 
110061	2	1	17	2764	0	 
110063	1	1	30	3603	12	1020
110063	2	2	6	760	18	1391
110064	1	4	24	2767	36	2451
110064	2	3	24	2355	48	6643
110066	1	2	42	4800	18	1796
110066	2	3	48	5330	12	1059
110067	1	3	45	6540	15	2550
110067	2	4	42	6128	20	2550
110069	1	3	30	3958	39	4120
110070	1	4	24	2693	25	3204
110070	2	5	27	3202	29	3797
110071	1	2	18	2500	0	 
110071	2	3	18	2350	0	 
110072	1	3	30	3363	8	937
110072	2	4	24	2798	15	1215
110073	1	4	15	1950	0	 
110073	2	5	15	1500	0	 
110075	1	4	40	0	0	 
110075	2	6	40	0	0	 
110076	1	1	24	2353	12	1279
110076	2	2	24	2130	12	1292
110077	1	4	45	5400	0	 
110079	1	2	48	3680	0	 
110079	2	3	48	3450	0	 
110080	1	1	36	3680	0	 
110080	2	2	36	3540	0	 
110081	1	3	42	3978	24	1861
110082	1	1	0	 	0	 
110082	2	2	25	2868	0	 
110083	1	2	14	800	0	 
110083	2	3	14	800	0	 
110086	1	5	25	3250	0	 
110087	1	4	49	4786	30	2841
110087	2	3	43	4230	22	2177
110088	1	2	25	2700	0	 
110088	2	3	30	2950	0	 
110089	1	4	0	 	10	942
110089	2	2	19	1726	10	942
110091	1	1	5	604	6	447
110091	2	2	42	4027	6	447
110093	1	1	22	1782	34	2529
110093	2	2	15	1707	30	2391
110097	1	5	12	1500	50	7640
110097	2	8	15	1690	50	7500
110097	3	12	15	1680	45	6320
110100	1	2	0	 	25	2442
110100	2	3	0	 	31	2808
110102	1	1	48	9255	4	675
110102	2	2	46	8975	4	678
110103	1	1	6	760	6	685
110103	2	2	12	1428	6	785
110104	1	3	18	2865	0	 
110104	2	4	24	2400	0	 
120001	1	2	24	2400	0	 
120006	1	4	26	3120	0	 
120006	2	2	26	3120	0	 
120007	1	4	0	 	36	4452
120009	1	3	12	1298	27	2980
120012	1	4	0	 	42	4863
120012	2	6	0	 	45	4268
120021	1	3	0	 	42	6277
120025	1	2	50	6000	0	 
120025	2	3	50	6000	0	 
120039	1	6	18	2088	30	4105
120043	1	8	0	 	12	1665
120046	1	1	22	3532	23	3651
120046	2	2	21	3126	24	3532
120047	1	2	0	 	28	3158
120047	2	1	0	 	23	2685
120048	1	3	0	 	50	4500
120048	2	5	0	 	50	4500
120049	1	1	6	1207	24	2498
120049	2	2	6	1102	24	3230
120050	1	1	0	 	16	1864
120050	2	2	0	 	16	1743
120053	1	2	30	4500	0	 
120053	2	3	30	4500	0	 
120055	1	1	12	2303	36	4886
120055	2	2	12	2345	36	4920
120055	3	3	8	1234	36	4666
120057	1	6	65	6650	0	 
120057	2	7	55	4965	0	 
120058	1	3	18	2395	24	3672
120058	2	4	18	2347	24	3786
120059	1	2	30	7500	20	4000
120059	2	3	36	7000	20	6500
120059	3	4	12	3000	30	5500
120063	1	1	0	 	80	12000
120063	2	2	0	 	80	12000
120065	1	2	36	6370	30	5280
120066	1	3	30	2400	14	1120
120066	2	4	30	2400	14	1120
120068	1	1	0	 	30	6500
120068	2	2	0	 	30	6600
120072	2	2	14	1517	14	2180
120074	1	3	0	 	24	4611
120074	2	4	0	 	24	4569
120075	1	3	38	4867	28	3052
120075	2	4	38	4028	38	4578
120076	1	1	20	3566	24	4109
120076	3	2	18	3156	24	3985
120081	1	1	0	 	6	818
120081	2	3	0	 	6	816
120083	1	2	0	 	6	970
120086	1	1	42	8788	18	3634
120086	2	2	18	3784	6	951
120087	1	2	0	 	14	1735
120088	1	3	0	 	18	1943
120088	2	4	0	 	14	1662
120090	1	1	0	 	12	1714
120090	2	2	0	 	12	1578
120090	3	4	0	 	24	3781
120092	1	 	 	 	 	 
120094	1	1	0	 	18	2337
120094	2	2	0	 	18	2023
120095	1	1	0	 	18	3028
120095	2	4	0	 	12	1048
120096	1	2	0	 	12	1626
120097	1	2	5	723	12	1453
120097	2	3	5	712	12	1406
120098	1	5	0	 	54	6963
120098	2	7	0	 	12	1660
130002	1	4	24	4236	0	 
130006	1	2	0	 	24	4591
130006	2	3	12	1067	18	3598
130018	1	1	0	 	24	3840
130018	2	2	0	 	24	2880
130021	1	3	19	2674	9	1342
130021	2	4	19	2435	9	1129
130034	1	3	21	3625	0	 
130034	2	4	9	1601	0	 
130034	3	2	6	774	0	 
130036	1	2	18	4000	30	6000
130036	2	3	18	3200	30	4000
130042	1	2	0	 	24	3533
130042	2	3	0	 	31	3370
130042	3	5	0	 	31	3594
130051	1	2	42	6170	0	 
130054	1	2	0	 	6	534
130054	2	3	12	2142	12	1217
130054	3	4	18	2719	12	1172
130055	1	1	0	 	23	2460
130055	2	2	0	 	23	2308
130057	1	1	6	900	12	1480
130057	2	2	6	884	10	805
130059	1	1	0	 	18	3000
130059	2	2	0	 	18	2000
130059	3	3	0	 	18	3000
130059	4	5	0	 	18	2000
130061	1	3	0	 	90	10800
130061	2	4	0	 	90	10800
130062	1	1	20	2000	0	 
130062	2	2	20	2000	0	 
130063	1	4	18	1800	12	1350
130063	2	5	18	2700	12	1920
130063	3	7	18	2050	12	1680
130065	1	2	0	 	30	3600
130065	2	3	0	 	30	3600
130066	1	3	30	3900	0	 
130066	2	4	90	11700	0	 
130067	1	1	24	2862	36	4966
130067	2	2	24	2493	36	4504
130070	1	2	24	3570	30	4147
130070	2	3	24	3247	30	4021
130071	1	3	12	2409	60	8816
130072	1	14	36	2932	0	 
130072	2	13	30	2815	0	 
130073	1	2	24	3142	21	3090
130079	1	3	24	4234	24	4334
130079	2	4	30	3318	24	2975
130081	1	2	30	3000	0	 
130081	2	3	30	3000	0	 
130082	1	3	7	823	18	3339
130082	2	4	7	823	18	3339
130083	1	3	18	2629	55	7745
130083	2	4	38	6806	18	2629
130084	1	3	30	3000	0	 
130086	1	4	0	 	7	775
130088	1	1	30	3900	0	 
130088	2	2	30	3900	0	 
130089	1	2	0	 	24	3875
130089	2	3	0	 	48	7061
130092	1	3	6	710	48	6441
130092	2	4	30	4884	36	5252
130093	1	3	12	1647	14	1590
130094	1	5	13	1460	16	1853
130094	2	6	13	1371	16	1759
150004	1	2	20	1650	0	 
150006	1	3	0	 	15	1800
150006	2	4	0	 	15	1500
150007	1	1	14	2400	0	 
150007	2	2	14	2400	0	 
150009	1	1	0	 	16	1600
150009	2	2	0	 	16	1450
150011	1	1	6	600	0	 
150011	2	2	6	600	0	 
150011	3	5	6	600	0	 
150012	1	2	6	600	0	 
150017	1	3	15	900	0	 
150017	2	2	15	900	0	 
150017	3	1	15	900	0	 
150022	1	 	 	 	 	 
150023	1	2	14	1330	0	 
150023	2	3	34	3230	0	 
150024	1	2	24	2064	0	 
150026	1	5	15	1000	0	 
150027	1	1	22	1500	0	 
150027	2	2	22	1500	0	 
150028	1	2	34	800	0	 
150028	2	1	34	0	0	 
150030	1	1	28	2900	14	0
150031	1	2	2	0	0	 
150033	1	2	18	1500	0	 
150034	1	1	60	4200	30	1760
150035	1	3	21	1800	0	 
150035	2	4	21	1800	0	 
150036	1	1	12	300	0	 
150036	2	2	12	300	0	 
150039	1	2	21	2300	0	 
150039	2	5	21	2300	0	 
150040	1	2	21	1850	0	 
150040	2	1	21	1950	0	 
150040	3	3	21	1850	0	 
150041	1	4	15	1400	0	 
150042	1	3	15	1600	0	 
150042	2	4	15	1600	0	 
150044	1	 	 	 	 	 
150045	1	3	14	1200	0	 
150045	2	4	14	1200	0	 
150047	1	2	24	2400	0	 
150049	1	3	15	1500	0	 
150049	2	4	15	1500	0	 
150050	1	3	10	620	7	490
150050	2	4	10	580	7	460
150052	1	2	8	620	0	 
150053	1	2	18	2000	0	 
150053	2	3	18	2000	0	 
150056	1	1	8	620	0	 
150056	2	2	8	600	0	 
150060	1	3	30	1000	0	 
150060	2	4	30	1000	0	 
150063	1	1	20	1600	0	 
150063	2	2	20	1600	0	 
150063	3	3	20	1600	0	 
150064	1	4	7	300	14	650
150064	2	7	7	1100	14	2300
150066	1	3	21	1800	0	 
150069	1	4	15	0	0	 
150071	1	2	10	1300	0	 
150071	2	1	7	910	0	 
150072	1	2	21	2500	0	 
150072	2	1	21	2500	0	 
150073	1	4	20	1600	0	 
150076	1	2	35	900	0	 
150076	2	1	35	900	0	 
150076	3	3	28	900	0	 
150077	1	2	7	750	0	 
150077	2	3	7	750	0	 
150078	1	1	7	0	0	 
150078	2	2	7	0	0	 
150080	1	1	14	920	7	530
150080	2	2	14	840	7	480
150082	1	3	21	1650	0	 
150083	1	3	25	0	0	 
150083	2	4	25	0	0	 
150085	1	2	45	4500	0	 
150085	2	1	8	864	0	 
150089	1	1	8	740	0	 
150089	4	2	11	980	0	 
150090	1	6	12	1140	0	 
150091	1	2	28	1200	0	 
150096	1	1	40	4000	0	 
150096	2	2	40	4000	0	 
150096	3	3	14	1400	0	 
150097	1	2	35	2200	15	1200
150098	1	1	35	2975	0	 
150098	2	2	35	2975	0	 
150100	1	4	30	2800	0	 
160003	1	3	0	 	14	0
160016	1	3	0	 	8	380
160018	1	3	0	 	7	800
160018	2	4	0	 	7	800
160019	1	3	7	900	0	 
160019	2	4	14	900	0	 
160020	1	2	0	 	8	420
160021	1	5	7	398	0	 
160023	1	3	4	519	0	 
160026	1	1	3	360	0	 
160028	1	5	60	11600	120	23200
160029	1	1	7	0	8	0
160029	2	2	7	0	6	0
160030	1	2	12	0	10	0
160031	1	3	28	800	0	 
160031	2	4	28	720	0	 
160032	1	1	7	200	7	200
160032	2	2	7	200	7	200
160033	1	3	12	1250	0	 
160033	2	4	12	1200	0	 
160034	1	1	3	0	0	 
160034	2	2	3	0	0	 
160035	1	1	30	0	30	0
160035	2	2	30	0	30	0
160047	1	1	7	0	0	 
160047	2	2	7	0	0	 
160050	1	1	7	0	0	 
160050	2	2	7	0	0	 
160051	1	5	6	600	0	 
160051	2	3	6	600	0	 
160051	3	2	6	600	0	 
160052	1	2	36	0	0	 
160052	3	1	36	0	0	 
160053	1	2	8	0	0	 
160053	2	1	8	0	0	 
160056	1	2	7	0	0	 
160059	1	4	6	0	7	0
160059	2	3	6	0	7	0
160060	1	1	6	520	0	 
160065	1	1	7	650	0	 
160065	2	2	820	6	0	 
160066	1	1	0	 	30	3000
160066	2	2	0	 	30	3000
160067	1	1	10	500	0	 
160071	1	1	7	900	0	 
160071	2	2	7	900	0	 
160072	1	3	6	580	6	620
160072	2	4	6	760	6	850
160074	1	5	6	250	7	300
160074	2	6	6	250	7	300
160075	1	1	2	150	4	300
160086	1	3	30	2500	0	 
160086	2	4	30	2500	0	 
160087	1	2	50	5000	40	4000
160091	1	2	14	1300	0	 
160092	1	0	30	3310	0	 
160097	1	3	49	4947	0	 
160098	1	4	16	1500	0	 
160099	1	3	21	2200	0	 
160100	1	2	30	2800	0	 
170001	1	2	20	1500	0	 
170006	1	2	56	6950	74	8500
170008	1	5	12	1230	0	 
170009	1	2	40	4405	0	 
170009	2	1	30	3809	0	 
170010	1	5	30	3500	0	 
170010	2	6	30	3500	0	 
170011	1	2	50	6082	30	1938
170012	1	2	30	2400	0	 
170015	1	4	70	10500	30	4500
170015	2	3	70	10500	30	4500
170016	1	4	50	4898	0	 
170017	1	3	28	4200	0	 
170019	1	8	65	7500	0	 
170020	1	5	24	2650	18	1900
170020	2	2	24	2650	18	1900
170021	1	4	50	6000	0	 
170021	2	3	50	6000	0	 
170022	1	7	80	7747	0	 
170022	2	8	90	7750	0	 
170023	1	2	15	2500	0	 
170023	2	3	17	2500	0	 
170024	1	2	60	4200	60	4200
170026	1	2	35	4113	0	 
170026	2	1	10	1139	0	 
170027	1	4	50	7500	0	 
170027	2	5	50	7500	0	 
170028	1	3	43	5590	0	 
170029	1	2	60	5755	0	 
170030	1	2	36	4320	0	 
170032	1	1	64	8320	5	650
170035	1	2	27	4295	12	2200
170036	1	4	70	11061	0	 
170037	1	4	45	6300	0	 
170038	1	1	4	530	0	 
170038	2	2	62	7120	0	 
170039	1	2	40	4000	5	931
170039	2	3	40	4000	5	896
170039	3	4	10	1000	4	350
170043	1	32	70	9940	30	4050
170045	1	3	20	2400	0	 
170048	1	9	15	1800	0	 
170049	1	2	45	4700	0	 
170049	2	3	43	5450	0	 
170050	1	4	29	3770	5	750
170051	1	3	46	6750	0	 
170051	2	4	55	8047	0	 
170052	1	4	48	6240	28	3640
170053	1	4	100	15000	100	15000
170055	1	3	15	2000	0	 
170055	2	4	15	2000	0	 
170057	1	2	25	1500	0	 
170059	1	4	6	748	0	 
170060	1	2	8	1165	0	 
170060	2	1	5	755	0	 
170061	1	4	60	7200	14	1820
170061	2	3	35	4550	7	910
170062	1	6	40	4700	0	 
170062	2	7	48	5400	0	 
170063	1	3	20	2279	18	2413
170063	2	4	20	2279	18	2413
170064	1	7	22	2800	7	920
170065	1	3	34	4833	32	4434
170065	2	2	11	1468	24	3343
170066	1	3	60	7205	0	 
170066	2	4	55	6150	0	 
170067	1	0	6	502	25	3213
170067	2	4	14	1500	0	 
170069	1	3	48	5435	0	 
170069	2	2	46	4578	0	 
170070	1	5	30	3860	0	 
170072	1	4	32	3840	9	1080
170073	1	3	65	5513	0	 
170073	2	2	18	1323	0	 
170075	1	5	20	1600	0	 
170075	2	4	20	1600	0	 
170075	3	3	10	600	0	 
170075	4	2	15	1200	0	 
170078	1	6	38	3960	0	 
170079	1	4	38	4940	16	2160
170080	1	4	50	7000	0	 
170081	1	2	35	5400	0	 
170084	1	3	30	3400	14	950
170084	2	4	30	3400	14	950
170086	1	2	49	5880	6	760
170087	1	4	10	1200	0	 
170087	2	3	10	1200	0	 
170088	1	2	20	1000	0	 
170088	2	1	50	2500	0	 
170089	1	2	20	1200	0	 
170091	1	3	40	2500	0	 
170093	1	3	45	5678	0	 
170093	2	4	48	6574	0	 
170094	1	10	25	3000	0	 
170094	2	8	25	3000	0	 
170096	1	3	31	4723	18	2145
170097	1	31	20	8000	0	 
170097	2	30	20	8000	0	 
170097	3	29	20	8000	0	 
170098	1	2	47	6845	0	 
170100	1	4	50	4000	0	 
170100	2	3	50	4000	0	 
180005	1	2	10	800	0	 
180005	2	1	10	800	0	 
180006	1	 	 	 	 	 
180007	1	2	32	3840	8	1050
180008	1	3	55	6050	0	 
180008	2	4	44	4840	0	 
180012	1	4	30	4500	0	 
180012	2	3	30	4500	0	 
180012	3	2	30	4500	0	 
180013	1	2	45	3600	0	 
180013	2	1	25	2000	0	 
180014	1	2	15	2500	0	 
180018	1	1	7	950	0	 
180018	2	2	8	1025	0	 
180022	1	2	50	50500	5	430
180022	2	1	8	642	4	126
180023	1	2	50	3500	0	 
180023	2	1	50	3700	0	 
180024	1	1	40	3600	0	 
180024	2	2	40	3600	0	 
180025	1	4	60	7841	0	 
180025	2	3	6	717	0	 
180030	1	2	30	4575	0	 
180030	2	1	70	9537	0	 
180031	1	3	35	3710	0	 
180034	1	3	20	2400	0	 
180034	3	8	15	1800	0	 
180036	1	3	20	2100	0	 
180039	1	4	15	1361	0	 
180039	2	5	60	7702	0	 
180040	1	11	6	850	0	 
180040	2	12	18	2300	0	 
180040	3	0	12	1450	0	 
180041	1	2	20	1600	0	 
180043	1	3	15	1500	0	 
180044	1	2	40	3000	0	 
180045	1	6	28	3500	0	 
180046	1	2	32	2000	0	 
180046	2	3	30	2500	0	 
180047	1	2	30	2700	0	 
180047	2	3	30	3100	0	 
180048	1	2	30	2400	0	 
180048	2	13	30	2400	0	 
180049	1	1	15	1543	0	 
180049	2	2	15	1543	0	 
180050	1	4	12	1600	0	 
180051	1	1	60	8422	0	 
180051	2	2	30	4234	0	 
180051	3	3	45	6744	0	 
180053	1	2	36	3450	0	 
180054	1	2	29	2610	0	 
180054	2	4	29	2620	0	 
180055	1	4	31	4235	0	 
180056	1	2	45	7654	0	 
180057	1	3	54	7426	30	3473
180057	2	4	42	5512	36	3561
180058	1	2	28	3450	11	1345
180058	2	3	28	3450	15	1965
180059	1	2	15	1250	0	 
180059	2	1	15	1300	0	 
180060	1	1	60	7654	0	 
180061	1	2	27	3750	11	1365
180064	1	2	45	5123	0	 
180064	2	3	41	3876	0	 
180065	1	2	85	5610	0	 
180065	2	1	55	3300	0	 
180067	1	6	6	667	12	1968
180067	2	3	54	7139	18	2747
180068	1	8	30	2400	0	 
180068	2	7	30	2400	0	 
180069	1	3	35	3000	0	 
180069	2	2	30	2860	0	 
180070	1	3	30	4200	0	 
180070	2	2	25	3100	0	 
180071	1	30	35	4900	0	 
180071	2	31	35	4900	0	 
180071	3	32	30	4200	0	 
180072	1	3	20	1600	0	 
180072	2	2	20	1600	0	 
180076	1	2	7	580	14	1096
180076	2	4	15	1260	21	2050
180076	3	1	10	940	14	1450
180077	1	2	24	3572	16	1841
180077	2	3	24	3572	17	1920
180079	1	3	30	3569	0	 
180079	2	2	40	4576	0	 
180081	1	3	21	1800	0	 
180081	2	7	21	1850	0	 
180081	3	1	25	2100	0	 
180082	1	2	18	1750	0	 
180082	2	4	21	2250	0	 
180085	1	4	30	3421	0	 
180086	1	8	45	4678	0	 
180086	2	9	40	4685	0	 
180087	1	3	32	3840	12	1440
180089	1	2	90	10200	10	1100
180090	1	5	45	4587	0	 
180091	1	3	27	3560	0	 
180093	1	3	50	3000	0	 
180093	2	2	55	3300	0	 
180096	1	4	15	1500	0	 
180096	2	2	15	1500	0	 
180097	1	4	40	2400	0	 
180097	2	3	45	2700	0	 
180098	1	4	50	4000	0	 
180100	1	3	30	4250	20	2400
190002	1	4	26	2100	0	 
190002	2	3	20	1850	0	 
190003	1	3	50	5200	0	 
190004	1	6	40	2800	0	 
190004	2	5	50	3000	0	 
190005	1	1	22	2400	0	 
190005	2	2	28	3280	0	 
190006	1	3	34	3876	0	 
190006	2	2	32	3215	0	 
190007	1	2	45	3680	0	 
190007	2	3	36	3090	0	 
190009	1	4	37	4580	13	1750
190011	1	2	4	600	0	 
190013	1	3	25	3250	14	1920
190014	1	2	15	1500	0	 
190014	2	1	15	1500	0	 
190017	1	6	30	2890	0	 
190021	1	3	10	700	0	 
190025	1	4	20	1600	0	 
190025	2	3	20	1600	0	 
190026	1	1	40	4000	30	3500
190026	2	2	40	4000	30	3500
190030	1	3	32	4570	2	240
190030	2	4	20	240	4	480
190032	1	2	20	1200	0	 
190033	1	4	21	1800	20	2100
190034	1	3	25	0	0	 
190035	1	4	50	6000	0	 
190036	1	4	15	950	0	 
190037	1	5	16	1730	0	 
190037	2	3	16	0	0	 
190037	3	6	16	0	0	 
190039	1	4	15	1480	0	 
190040	1	10	50	5700	40	4680
190041	1	2	32	3120	0	 
190043	1	9	25	2000	0	 
190044	1	2	20	1600	0	 
190045	1	4	36	3240	0	 
190045	2	3	30	2800	0	 
190046	1	3	23	2800	6	730
190047	1	3	40	4800	0	 
190047	2	1	40	4800	0	 
190049	1	2	30	2800	0	 
190050	1	4	30	2800	0	 
190050	2	3	36	3100	0	 
190051	1	3	13	2000	0	 
190051	2	5	14	2000	0	 
190052	1	3	60	3600	0	 
190052	2	2	65	3900	0	 
190054	1	1	52	4500	0	 
190054	2	2	60	5400	0	 
190055	1	1	35	2900	0	 
190055	2	2	32	2800	0	 
190056	1	3	30	3200	0	 
190056	2	4	30	3200	0	 
190058	2	4	30	3800	0	 
190058	3	2	30	3800	0	 
190059	1	4	50	4000	0	 
190059	2	3	50	4000	0	 
190060	1	4	30	3300	0	 
190062	1	4	15	750	0	 
190062	2	3	25	1250	0	 
190063	1	6	28	2600	0	 
190063	2	5	25	2000	0	 
190064	1	1	28	2000	0	 
190064	2	2	28	2100	0	 
190064	3	3	30	2300	0	 
190065	1	3	30	2700	0	 
190065	2	4	30	2900	0	 
190066	1	1	30	2600	0	 
190066	2	2	36	3100	0	 
190067	1	2	60	6000	10	1100
190068	1	3	14	1350	10	1100
190069	1	2	35	3500	0	 
190069	2	1	35	3500	0	 
190070	1	6	40	3400	0	 
190070	2	7	30	3000	0	 
190071	1	2	30	3480	0	 
190071	2	3	30	3480	0	 
190071	3	1	30	3480	0	 
190072	1	7	30	1500	0	 
190072	2	13	30	1000	0	 
190073	1	4	10	900	0	 
190074	1	4	50	5000	0	 
190075	1	4	30	2600	0	 
190075	2	3	32	2700	0	 
190076	1	3	30	3400	0	 
190076	2	4	30	3400	0	 
190077	1	 	 	 	 	 
190077	2	 	 	 	 	 
190078	1	2	30	3300	0	 
190080	1	4	60	6200	0	 
190080	2	3	60	6200	0	 
190081	1	3	18	1600	0	 
190081	2	2	18	1580	0	 
190082	1	6	40	4500	0	 
190082	2	7	40	4500	0	 
190083	1	4	60	5400	0	 
190083	2	3	60	5400	0	 
190093	1	4	30	1800	0	 
190093	2	8	30	1800	0	 
190093	3	3	18	1000	0	 
190094	1	4	21	1500	0	 
190094	2	3	6	450	0	 
190095	1	2	10	1150	0	 
190095	2	3	10	1250	0	 
190095	3	4	15	1300	0	 
190096	1	0	50	3000	0	 
190096	2	10	50	3000	0	 
190098	1	19	15	1050	0	 
190098	2	20	15	1050	0	 
190099	1	2	15	1900	0	 
190099	2	3	15	2000	0	 
190100	1	4	21	2200	0	 
190100	2	7	21	2200	0	 
190100	3	10	21	0	0	 
200004	1	2	30	1450	0	 
200031	1	2	95	9975	0	 
200051	1	3	20	2000	0	 
