PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101
37	49	0	88	6
37	50	24	1	6
37	51	5	1	6
37	52	52	1	6
37	53	20	5	3
37	54	50	1	3
37	55	0	88	3
37	56	1.25	17	6
37	57	-77	16	6
37	58	4	5	6
37	59	3	5	6
37	60	5	5	6
37	61	11	5	6
37	62	4	5	6
37	63	26	5	6
37	64	9	5	6
37	65	45	19	6
37	66	6	19	6
37	67	45	1	6
37	68	-77	16	5
37	69	17.5	1	3
37	70	16	19	5
37	71	80	7	3
38	0	-77	16	8
38	1	7	1	8
38	2	80	1	5
38	3	120	1	5
38	4	110	1	5
38	5	215	1	5
38	6	140	1	5
38	7	5	9	6
38	8	.200000002980232	9	7
38	9	.800000011920929	9	7
38	10	.349999994039536	9	7
38	11	14	1	8
38	12	50	1	8
38	13	18	1	8
38	14	15.6000003814697	2	2
38	15	12.75	2	2
38	16	18	19	9
38	17	12	19	9
38	18	8	19	10
38	19	9	19	10
38	20	6.5	19	10
38	21	8	19	10
38	22	-77	16	10
38	23	-77	16	10
38	24	18	19	11
38	25	16	19	11
38	26	18	19	11
38	27	18	19	11
38	28	-77	16	11
38	29	-88	16	11
38	30	12	1	12
38	31	20	1	12
38	32	200	1	12
38	33	2.75	1	13
38	34	22	1	11
38	35	50	1	11
38	36	20	1	11
38	37	-77	16	11
38	38	-77	16	11
38	39	9	19	11
38	40	100	6	14
38	41	120	6	14
38	42	-77	16	14
38	43	120	6	14
38	44	-77	6	14
38	45	140	1	15
38	46	70	1	16
38	47	18	1	16
38	48	85	1	16
38	49	-77	1	16
38	50	15	1	16
38	51	6	1	16
38	52	25	1	16
38	53	15	5	17
38	54	40	1	16
38	55	-77	1	16
38	56	1.25	1	16
38	57	-88	16	17
38	58	7	5	17
38	59	8	5	17
38	60	10	5	17
38	61	22	1	11
38	62	7	5	17
38	63	25	5	17
38	64	20	5	17
38	65	22	1	11
38	66	12	5	17
38	67	-77	5	17
38	68	-77	16	12
38	69	22	1	8
38	70	-77	1	8
38	71	170	1	18
39	0	-77	1	4
39	1	6	1	4
39	2	115	1	5
39	3	48	1	5
39	4	125	2	5
39	5	150	1	5
39	6	80	1	5
39	7	5	9	6
39	8	1	9	6
39	9	.699999988079071	9	6
39	10	.600000023841858	9	6
39	11	15	1	4
39	12	60	1	4
39	13	19	1	4
39	14	16.4500007629395	2	1
39	15	12.7799997329712	2	1
39	16	17.5	19	7
39	17	11.5	19	7
39	18	6.5	19	7
39	19	9	19	7
39	20	8	19	7
39	21	11.5	19	7
39	22	12	19	7
39	23	20	19	7
39	24	20	19	7
39	25	15	19	7
39	26	-77	16	7
39	27	20	19	7
39	28	15	19	7
39	29	-88	19	7
39	30	12	1	4
39	31	20	1	4
39	32	130	1	4
39	33	2.75	1	4
39	34	-77	16	4
39	35	-77	1	4
39	36	-77	1	4
39	37	-77	1	4
39	38	-77	1	4
39	39	11	1	4
39	40	120	6	10
39	41	180	6	10
39	42	-77	16	10
39	43	180	6	10
39	44	-77	6	10
39	45	160	1	11
39	46	36	1	9
39	47	28	1	9
39	48	80	1	5
39	49	4	1	9
39	50	16	1	5
39	51	5	1	5
39	52	25	1	5
39	53	24	5	8
39	54	38	1	5
39	55	-77	1	5
39	56	1.25	1	5
39	57	-88	16	8
39	58	7	5	8
39	59	12	5	8
39	60	12	5	8
39	61	15	5	8
39	62	4	5	8
39	63	20	5	8
39	64	-77	16	8
39	65	18	1	4
39	66	12	5	8
39	67	-77	5	8
39	68	-77	16	4
39	69	22	1	4
39	70	-77	16	4
39	71	140	1	5
40	0	65	15	2
40	1	7	1	2
40	2	32	18	2
40	3	90	18	6
40	4	90	18	6
40	5	120	18	2
40	6	100	18	2
40	7	4	10	3
40	8	-77	16	3
40	9	-77	16	3
40	10	-77	16	3
40	11	15	1	3
40	12	75	1	3
40	13	25	18	5
40	14	14.1000003814697	2	1
40	15	12.1999998092651	2	1
40	16	12	18	1
40	17	10	18	1
40	18	10	18	1
40	19	6	18	5
40	20	5	18	5
40	21	10	18	1
40	22	-77	16	1
40	23	-77	16	1
40	24	26	18	5
40	25	5	19	5
40	26	8	19	5
40	27	6	19	5
40	28	5	19	5
40	29	-88	16	5
40	30	-77	16	5
40	31	-77	16	5
40	32	120	18	2
40	33	1.5	19	6
40	34	-77	16	5
40	35	-77	16	5
40	36	-77	16	5
40	37	-77	16	5
40	38	12	19	5
40	39	-77	16	5
40	40	100	6	2
40	41	-77	16	2
40	42	70	19	1
40	43	-77	16	2
40	44	-88	16	2
40	45	-77	16	1
40	46	30	1	1
40	47	8	1	4
40	48	64	18	3
40	49	-88	16	3
40	50	20	1	3
40	51	5	1	5
40	52	25	1	5
40	53	20	5	5
40	54	30	18	3
40	55	-88	16	1
40	56	1.5	2	5
40	57	-77	16	5
40	58	6	18	5
40	59	10	19	5
40	60	-77	16	5
40	61	10	19	3
40	62	5	19	3
40	63	8	19	5
40	64	-77	16	5
40	65	16	18	5
40	66	8	5	5
40	67	-88	16	5
40	68	25	19	5
40	69	-77	16	5
40	70	-88	16	5
40	71	70	18	1
41	0	90	15	2
41	1	5	1	2
41	2	100	1	2
41	3	70	1	2
41	4	150	1	2
41	5	230	1	2
41	6	100	1	2
41	7	7	10	1
41	8	.200000002980232	10	1
41	9	2.70000004768372	10	1
41	10	10	10	1
41	11	20	1	3
41	12	56	1	1
41	13	17	1	3
41	14	-79	16	3
41	15	-79	16	3
41	16	16	19	3
41	17	13	19	3
41	18	10	19	3
41	19	10	19	3
41	20	6	19	3
41	21	13	19	3
41	22	11	19	3
41	23	14	19	3
41	24	28	1	3
41	25	12	1	3
41	26	19	1	3
41	27	12	1	3
41	28	-79	16	3
41	29	-88	16	3
41	30	15	1	1
41	31	16	1	1
41	32	140	1	1
41	33	2.20000004768372	1	1
41	34	30	1	1
41	35	36	1	1
41	36	-79	16	1
41	37	27	1	1
41	38	30	1	1
41	39	26	1	1
41	40	120	6	1
41	41	140	6	1
41	42	100	6	1
41	43	140	6	1
41	44	-88	88	1
41	45	140	1	1
41	46	50	1	1
41	47	60	1	1
41	48	65	1	1
41	49	-88	88	1
41	50	16	1	1
41	51	5	1	1
41	52	27	1	1
41	53	30	1	1
41	54	60	1	1
41	55	-88	88	1
41	56	1.20000004768372	1	1
41	57	45	5	1
41	58	7	5	1
41	59	10	5	1
41	60	19	5	1
41	61	12	5	1
41	62	6	5	1
41	63	32	5	1
41	64	20	5	1
41	65	18	5	1
41	66	10	5	1
41	67	-88	88	1
41	68	20	1	1
41	69	22	1	1
41	70	-88	88	1
41	71	60	19	1
42	0	79.5	15	8
42	1	7.5	1	7
42	2	140	1	4
42	3	65	1	4
42	4	65	1	4
42	5	180	1	4
42	6	90	1	4
42	7	4	10	5
42	8	-77	16	5
42	9	.5	10	5
42	10	1	10	5
42	11	12	1	7
42	12	50	1	7
42	13	18	1	7
42	14	14.6000003814697	2	3
42	15	12.1499996185303	2	3
42	16	14	18	9
42	17	12	18	9
42	18	5	18	9
42	19	7	18	9
42	20	5.5	18	9
42	21	7	18	9
42	22	14	18	9
42	23	30	18	9
42	24	25	1	7
42	25	7	18	9
42	26	12	18	9
42	27	8	18	9
42	28	10	19	9
42	29	-88	1	7
42	30	12	19	3
42	31	14	19	3
42	32	120	18	3
42	33	2.25	1	7
42	34	-77	16	9
42	35	-77	16	9
42	36	-77	16	9
42	37	-77	16	9
42	38	-77	16	9
42	39	16	18	9
42	40	120	6	3
42	41	-77	16	3
42	42	100	19	3
42	43	-77	16	3
42	44	-88	1	7
42	45	50	1	1
42	46	22	1	3
42	47	8	1	3
42	48	80	1	7
42	49	-88	1	7
42	50	15	1	7
42	51	5	1	7
42	52	25	1	7
42	53	18	5	6
42	54	40	1	7
42	55	-88	1	7
42	56	1.25	1	7
42	57	-77	16	1
42	58	6	5	6
42	59	10	5	6
42	60	-77	5	6
42	61	10	5	6
42	62	2	5	6
42	63	12	5	6
42	64	20	5	6
42	65	20	18	9
42	66	8	5	6
42	67	-88	1	7
42	68	40	19	3
42	69	25	1	7
42	70	-88	1	7
42	71	80	1	7
43	0	20	1	5
43	1	7	1	5
43	2	180	1	6
43	3	70	1	6
43	4	50	1	6
43	5	80	1	6
43	6	40	1	6
43	7	6	9	7
43	8	.150000005960464	9	7
43	9	.699999988079071	9	7
43	10	1.60000002384186	9	7
43	11	12	1	5
43	12	32	1	5
43	13	24	1	5
43	14	18	12	3
43	15	15	12	3
43	16	16	1	8
43	17	12	1	8
43	18	10	1	8
43	19	6.5	1	8
43	20	5	1	8
43	21	4	1	8
43	22	4	1	8
43	23	11	1	8
43	24	24	1	8
43	25	6	1	8
43	26	14	1	8
43	27	5	1	8
43	28	5	1	8
43	29	-88	88	8
43	30	10	1	5
43	31	25	1	5
43	32	150	1	8
43	33	2	1	5
43	34	13	1	5
43	35	30	1	8
43	36	25	1	8
43	37	25	1	8
43	38	12	1	8
43	39	9	1	8
43	40	120	6	5
43	41	120	6	5
43	42	100	3	5
43	43	140	6	8
43	44	-88	88	8
43	45	60	3	8
43	46	18	3	6
43	47	6	19	5
43	48	85	1	5
43	49	-88	88	8
43	50	25	1	5
43	51	4	1	5
43	52	25	1	5
43	53	16	5	5
43	54	25	1	5
43	55	-88	88	8
43	56	1	1	5
43	57	12	19	5
43	58	6	5	5
43	59	10	1	5
43	60	12	5	5
43	61	30	19	5
43	62	17	19	5
43	63	25	5	5
43	64	-88	88	5
43	65	24	1	8
43	66	10	5	5
43	67	-88	88	8
43	68	30	1	5
43	69	25	1	8
43	70	-88	88	8
43	71	40	19	5
44	0	30	1	5
44	1	6	1	5
44	2	180	1	6
44	3	70	1	6
44	4	80	1	6
44	5	110	1	6
44	6	45	1	6
44	7	6	9	8
44	8	.150000005960464	9	8
44	9	.699999988079071	9	8
44	10	1.70000004768372	9	8
44	11	13	1	5
44	12	40	1	5
44	13	24	1	8
44	14	18.7999992370605	12	1
44	15	17.75	12	1
44	16	16	1	7
44	17	10.5	1	7
44	18	10	1	7
44	19	6.5	1	7
44	20	5	1	7
44	21	4.5	1	7
44	22	4.5	1	7
44	23	10	1	7
44	24	24	1	7
44	25	8	1	7
44	26	14	1	7
44	27	8	1	7
44	28	5	1	7
44	29	-88	88	7
44	30	10	1	5
44	31	15	1	5
44	32	145	1	5
44	33	2	1	5
44	34	20	1	7
44	35	24	1	7
44	36	15	1	7
44	37	15	1	7
44	38	30	1	7
44	39	16	1	7
44	40	120	6	7
44	41	180	6	7
44	42	60	3	7
44	43	180	6	7
44	44	-88	88	7
44	45	100	3	5
44	46	30	1	7
44	47	8	1	7
44	48	62	1	7
44	49	-88	88	7
44	50	24	1	5
44	51	4.5	1	5
44	52	40	1	5
44	53	25	5	9
44	54	30	5	9
44	55	-88	88	5
44	56	2	1	5
44	57	15	5	9
44	58	6	5	9
44	59	12	5	7
44	60	10	5	9
44	61	30	1	9
44	62	16	5	9
44	63	25	5	9
44	64	12	5	9
44	65	22	1	5
44	66	10	5	9
44	67	-88	88	9
44	68	30	1	5
44	69	25	1	5
44	70	-88	88	7
44	71	80	1	5
45	0	14	3	4
45	1	7	1	3
45	2	120	1	3
45	3	95	1	3
45	4	80	1	3
45	5	120	1	3
45	6	150	1	3
45	7	4	9	4
45	8	2	9	4
45	9	10	9	4
45	10	2	9	4
45	11	13	1	3
45	12	35	1	3
45	13	21	17	4
45	14	-77	16	5
45	15	-77	16	5
45	16	13	18	4
45	17	11	18	4
45	18	10	18	4
45	19	9	18	4
45	20	6	18	4
45	21	6	18	4
45	22	8	18	4
45	23	-77	16	5
45	24	14	18	4
45	25	8	18	4
45	26	8	18	4
45	27	7	18	4
45	28	-77	16	4
45	29	-88	88	5
45	30	14	18	4
45	31	-77	16	5
45	32	120	18	4
45	33	2	18	4
45	34	12	18	4
45	35	30	18	4
45	36	-77	16	5
45	37	7	18	4
45	38	4	18	4
45	39	10	18	4
45	40	100	6	4
45	41	-77	16	5
45	42	-77	16	5
45	43	-77	16	5
45	44	-88	88	5
45	45	275	1	3
45	46	22	18	4
45	47	16	18	4
45	48	75	1	3
45	49	-88	88	5
45	50	16	1	3
45	51	4	1	3
45	52	27	18	4
45	53	15	18	4
45	54	40	18	4
45	55	-88	88	5
45	56	1.5	1	3
45	57	-77	16	5
45	58	4.5	18	4
45	59	10	18	4
45	60	12	18	4
45	61	14	18	4
45	62	5	18	4
45	63	18	18	4
45	64	-77	16	5
45	65	15	18	4
45	66	12	18	4
45	67	-88	88	5
45	68	-77	16	5
45	69	-77	16	5
45	70	-88	88	5
45	71	50	18	4
46	0	-88	16	17
46	1	6.5	1	8
46	2	150	1	7
46	3	100	1	7
46	4	100	1	6
46	5	150	1	6
46	6	100	1	6
46	7	6	1	5
46	8	.200000002980232	1	5
46	9	1.5	1	5
46	10	1	1	5
46	11	11.5	1	8
46	12	45	1	8
46	13	18	1	8
46	14	16.2700004577637	2	3
46	15	13.1099996566772	2	3
46	16	14	19	9
46	17	13	19	9
46	18	8	19	9
46	19	6.5	19	9
46	20	6.5	19	9
46	21	9	19	9
46	22	7.5	19	9
46	23	18	19	9
46	24	14	19	9
46	25	8.5	19	9
46	26	9	19	9
46	27	7.5	19	9
46	28	-88	16	17
46	29	-88	88	17
46	30	9	2	15
46	31	20	2	15
46	32	135	2	15
46	33	2	1	8
46	34	28	19	13
46	35	-88	16	17
46	36	-88	16	17
46	37	19	19	13
46	38	15	19	13
46	39	15	19	13
46	40	120	6	11
46	41	170	6	11
46	42	90	6	11
46	43	160	6	11
46	44	-88	88	17
46	45	180	1	14
46	46	45	1	12
46	47	11	1	12
46	48	75	1	8
46	49	5	1	12
46	50	15	1	8
46	51	5	1	8
46	52	30	1	8
46	53	20	5	10
46	54	35	1	8
46	55	-88	88	17
46	56	1.25	1	8
46	57	35	19	16
46	58	6	5	10
46	59	6	5	10
46	60	10	6	10
46	61	10	1	8
46	62	7	5	10
46	63	22	5	10
46	64	22	5	10
46	65	17	19	13
46	66	7	5	10
46	67	9	5	10
46	68	25	2	15
46	69	35	1	14
46	70	-88	88	17
46	71	70	1	8
47	0	-88	16	24
47	1	6.5	1	12
47	2	150	1	17
47	3	110	1	17
47	4	120	1	16
47	5	160	1	17
47	6	110	1	16
47	7	6	9	20
47	8	.300000011920929	9	20
47	9	1.75	9	20
47	10	2	9	20
47	11	12	1	12
47	12	45	1	12
47	13	20	1	12
47	14	16.5	2	21
47	15	13.5	2	21
47	16	14	19	6
47	17	13	19	6
47	18	8	19	6
47	19	6	19	6
47	20	6	19	6
47	21	9	19	6
47	22	8	19	6
47	23	18	19	7
47	24	15	19	7
47	25	7.5	19	7
47	26	9	19	7
47	27	7	19	7
47	28	-88	16	24
47	29	-88	88	24
47	30	9	1	13
47	31	13	1	13
47	32	130	1	13
47	33	2.15000009536743	1	12
47	34	25	19	7
47	35	-88	16	24
47	36	-88	16	24
47	37	20	19	7
47	38	15	19	7
47	39	14	19	7
47	40	110	6	18
47	41	165	6	18
47	42	85	6	18
47	43	160	6	18
47	44	-88	88	24
47	45	185	1	22
47	46	42	1	19
47	47	12	1	19
47	48	78	1	12
47	49	4.5	1	19
47	50	15	1	12
47	51	5.25	1	12
47	52	35	1	12
47	53	20	19	14
47	54	33	1	12
47	55	-88	88	24
47	56	1.39999997615814	1	12
47	57	40	19	23
47	58	5	19	14
47	59	5	19	14
47	60	9	19	14
47	61	11	1	12
47	62	6.5	19	15
47	63	20	19	15
47	64	20	19	15
47	65	15	19	7
47	66	7.5	19	14
47	67	8	19	15
47	68	30	1	13
47	69	38	1	12
47	70	-88	88	24
47	71	75	1	12
48	0	-88	88	1
48	1	4	1	3
48	2	300	18	3
48	3	120	18	3
48	4	200	18	3
48	5	350	18	3
48	6	350	18	3
48	7	14	1	3
48	8	2	10	1
48	9	14	9	1
48	10	2	10	1
48	11	15	1	3
48	12	20	1	3
48	13	28	1	3
48	14	8.5	12	2
48	15	6.59999990463257	12	2
48	16	16	18	2
48	17	8.5	18	2
48	18	9	18	1
48	19	10	18	1
48	20	6	18	1
48	21	-88	88	1
48	22	-88	88	1
48	23	-88	88	1
48	24	25	1	1
48	25	13	1	1
48	26	13	1	1
48	27	12	1	1
48	28	-88	88	1
48	29	-88	1	1
48	30	12	18	1
48	31	12	17	1
48	32	130	18	1
48	33	2.5	1	1
48	34	-88	16	3
48	35	-88	16	3
48	36	-88	16	3
48	37	-88	16	3
48	38	-88	16	3
48	39	30	1	3
48	40	100	6	2
48	41	-88	16	2
48	42	75	18	1
48	43	-88	16	2
48	44	-88	18	3
48	45	40	19	2
48	46	30	1	2
48	47	10	1	2
48	48	50	1	3
48	49	-88	18	3
48	50	26	1	3
48	51	6	1	3
48	52	24	1	3
48	53	12	18	3
48	54	35	1	3
48	55	-88	18	3
48	56	1.5	1	3
48	57	20	18	1
48	58	5	1	1
48	59	6	19	1
48	60	-88	16	1
48	61	15	1	3
48	62	10	19	1
48	63	40	1	1
48	64	-88	16	1
48	65	10	1	1
48	66	10	1	1
48	67	-88	18	3
48	68	-88	88	1
48	69	-88	16	3
48	70	-88	18	3
48	71	30	18	3
49	0	-88	88	3
49	1	5	1	3
49	2	120	18	3
49	3	120	18	3
49	4	120	18	3
49	5	150	18	3
49	6	150	18	3
49	7	8	1	3
49	8	3	1	2
49	9	12	9	2
49	10	-88	88	2
49	11	15	1	3
49	12	15	1	3
49	13	27	1	3
49	14	8	12	1
49	15	6	12	1
49	16	12	18	3
49	17	9	18	3
49	18	7	18	1
49	19	9	18	1
49	20	6	18	3
49	21	4	18	3
49	22	-88	88	3
49	23	-88	88	3
49	24	20	18	3
49	25	10	18	3
49	26	9	18	3
49	27	12	18	3
49	28	-88	88	3
49	29	-88	18	3
49	30	25	18	1
49	31	-88	88	1
49	32	120	18	3
49	33	2	18	3
49	34	-88	88	3
49	35	-88	88	3
49	36	-88	88	3
49	37	-88	88	3
49	38	-88	88	3
49	39	-88	88	3
49	40	130	6	1
49	41	150	6	1
49	42	100	18	1
49	43	150	6	1
49	44	-88	18	3
49	45	40	18	3
49	46	30	1	1
49	47	8	18	1
49	48	70	18	3
49	49	-88	18	3
49	50	24	1	3
49	51	8	18	3
49	52	30	1	3
49	53	40	18	3
49	54	50	18	3
49	55	-88	18	3
49	56	2	1	3
49	57	30	18	1
49	58	12	18	3
49	59	5	18	2
49	60	5	19	2
49	61	15	18	3
49	62	7	18	2
49	63	45	18	3
49	64	-88	88	3
49	65	14	18	3
49	66	20	1	3
49	67	-88	18	3
49	68	-88	88	3
49	69	-88	88	3
49	70	-88	18	3
49	71	25	18	3
50	0	7	88	1
50	1	5.5	1	1
50	2	120	1	4
50	3	300	1	2
50	4	200	1	1
50	5	280	1	1
50	6	250	1	2
50	7	8	1	3
50	8	-77	9	3
50	9	-77	9	3
50	10	-77	9	3
50	11	-77	1	4
50	12	5	1	4
50	13	-77	1	3
50	14	17	12	5
50	15	13.8000001907349	12	5
50	16	15	1	2
50	17	6	1	3
50	18	5	1	4
50	19	7	1	2
50	20	6	1	4
50	21	-88	88	5
50	22	-88	88	5
50	23	-88	88	4
50	24	12	2	1
50	25	15	1	3
50	26	15	1	3
50	27	13	1	2
50	28	-88	88	3
50	29	-88	88	4
50	30	-88	88	3
50	31	-88	88	3
50	32	120	1	1
50	33	2	1	2
50	34	-88	16	5
50	35	-88	16	3
50	36	-88	16	4
50	37	-88	16	4
50	38	-88	16	4
50	39	-88	16	2
50	40	90	6	2
50	41	120	6	4
50	42	-88	16	4
50	43	60	6	2
50	44	-88	16	3
50	45	50	5	4
50	46	12	1	4
50	47	12	1	5
50	48	50	1	4
50	49	-88	88	4
50	50	15	1	2
50	51	8	1	3
50	52	19	1	3
50	53	-88	88	3
50	54	-88	16	2
50	55	-88	88	5
50	56	1	1	4
50	57	-88	88	5
50	58	3	1	4
50	59	-88	88	3
50	60	-88	16	3
50	61	10	1	5
50	62	-88	88	5
50	63	10	1	4
50	64	-88	16	3
50	65	15	1	5
50	66	13	1	5
50	67	-88	88	5
50	68	-88	16	3
50	69	-88	16	4
50	70	-88	16	5
50	71	50	1	4
51	0	35	3	4
51	1	5	1	4
51	2	30	1	1
51	3	50	1	2
51	4	70	1	2
51	5	250	1	2
51	6	90	1	2
51	7	6	9	2
51	8	2	9	2
51	9	5	9	2
51	10	6	9	2
51	11	15	1	2
51	12	50	1	2
51	13	16	1	2
51	14	88	88	2
51	15	88	88	2
51	16	16	1	2
51	17	15	1	2
51	18	8	1	2
51	19	10	1	3
51	20	5.5	1	2
51	21	88	88	3
51	22	88	88	3
51	23	88	88	3
51	24	22	1	3
51	25	8	1	3
51	26	12	1	3
51	27	12	1	3
51	28	6	1	3
51	29	88	88	3
51	30	11.5	1	3
51	31	10	1	3
51	32	110	1	3
51	33	2	1	4
51	34	88	88	3
51	35	88	88	3
51	36	-88	88	3
51	37	88	88	3
51	38	88	88	3
51	39	88	88	3
51	40	100	1	4
51	41	88	88	4
51	42	88	88	4
51	43	88	88	4
51	44	88	88	3
51	45	40	1	4
51	46	20	1	4
51	47	8	1	4
51	48	45	1	3
51	49	88	88	4
51	50	24	1	4
51	51	5	1	4
51	52	50	1	4
51	53	25	1	3
51	54	50	1	3
51	55	88	88	4
51	56	1	1	4
51	57	6	19	4
51	58	5	1	3
51	59	6	3	3
51	60	-88	88	3
51	61	7	2	3
51	62	4	1	3
51	63	30	1	3
51	64	-88	88	3
51	65	15	1	3
51	66	8	1	3
51	67	88	88	3
51	68	35	1	3
51	69	17	1	4
51	70	88	88	4
51	71	60	1	3
52	0	-88	16	5
52	1	5	2	3
52	2	180	1	4
52	3	60	1	4
52	4	-88	16	3
52	5	160	19	4
52	6	40	19	4
52	7	-88	16	3
52	8	-88	16	3
52	9	-88	16	3
52	10	-88	16	3
52	11	13	1	6
52	12	-88	16	6
52	13	29	1	6
52	14	-88	16	6
52	15	-88	16	6
52	16	-88	16	6
52	17	-88	16	6
52	18	9	1	6
52	19	-88	16	6
52	20	6	19	6
52	21	-88	16	4
52	22	-88	16	4
52	23	-88	16	4
52	24	17	2	4
52	25	14	1	4
52	26	18	1	4
52	27	16	1	4
52	28	14	1	4
52	29	-88	16	4
52	30	6	19	3
52	31	-88	16	3
52	32	90	19	3
52	33	2	1	3
52	34	-88	16	3
52	35	-88	16	3
52	36	-88	16	3
52	37	-88	16	3
52	38	-88	16	3
52	39	-88	16	3
52	40	-88	16	3
52	41	-88	16	3
52	42	-88	16	3
52	43	-88	16	3
52	44	-88	16	3
52	45	15	2	3
52	46	40	17	4
52	47	-88	16	4
52	48	40	1	4
52	49	-88	16	4
52	50	30	1	4
52	51	6	1	4
52	52	36	1	4
52	53	-88	16	4
52	54	65	1	4
52	55	-88	16	5
52	56	1.5	1	5
52	57	24	19	5
52	58	6	1	5
52	59	6	19	5
52	60	-88	16	5
52	61	9	19	5
52	62	8	19	5
52	63	20	19	5
52	64	-88	16	5
52	65	16	1	5
52	66	12	1	5
52	67	-88	16	5
52	68	-88	16	3
52	69	-88	16	3
52	70	-88	16	3
52	71	60	19	4
53	0	-88	88	4
53	1	-88	88	4
53	2	-88	88	4
53	3	-88	88	4
53	4	-88	88	4
53	5	-88	88	4
53	6	-88	88	4
53	7	-88	88	4
53	8	-88	88	4
53	9	-88	88	4
53	10	-88	88	4
53	11	-88	88	4
53	12	35	1	3
53	13	18	1	3
53	14	17	1	3
53	15	14	1	3
53	16	18	1	4
53	17	13	1	4
53	18	8	1	4
53	19	10	1	4
53	20	-88	88	4
53	21	8	1	4
53	22	-88	88	4
53	23	-88	88	4
53	24	-88	88	4
53	25	9	1	4
53	26	-88	88	4
53	27	9	1	4
53	28	-88	88	4
53	29	-88	88	4
53	30	12	1	3
53	31	-88	88	3
53	32	-88	88	3
53	33	2	1	3
53	34	-88	88	4
53	35	-88	88	4
53	36	-88	88	4
53	37	-88	88	4
53	38	-88	88	4
53	39	-88	88	4
53	40	100	1	4
53	41	-88	88	4
53	42	-88	88	4
53	43	-88	88	4
53	44	-88	88	4
53	45	-88	88	4
53	46	-88	88	4
53	47	-88	88	3
53	48	100	1	3
53	49	-88	88	4
53	50	16	1	3
53	51	6	1	3
53	52	25	1	3
53	53	20	1	4
53	54	35	1	4
53	55	-88	88	4
53	56	-88	88	4
53	57	-88	88	4
53	58	-88	88	4
53	59	-88	88	4
53	60	-88	88	3
53	61	-88	88	4
53	62	-88	88	4
53	63	-88	88	4
53	64	-88	1	3
53	65	-88	88	4
53	66	8	1	4
53	67	-88	88	4
53	68	-88	88	4
53	69	-88	88	4
53	70	-88	88	4
53	71	-88	88	4
54	0	-88	16	3
54	1	5	2	3
54	2	180	3	4
54	3	90	3	4
54	4	35	3	4
54	5	45	3	3
54	6	-88	16	4
54	7	-88	16	2
54	8	-88	16	2
54	9	-88	16	2
54	10	-88	16	2
54	11	12	2	3
54	12	-88	16	3
54	13	30	3	3
54	14	-88	16	1
54	15	-88	16	1
54	16	14	1	3
54	17	10	1	3
54	18	9	1	3
54	19	-88	16	3
54	20	6	1	3
54	21	-88	16	3
54	22	-88	16	3
54	23	-88	16	3
54	24	16	2	3
54	25	10	1	3
54	26	16	1	3
54	27	14	1	3
54	28	12	1	3
54	29	-88	16	3
54	30	6	19	3
54	31	-88	16	3
54	32	90	19	4
54	33	2	1	4
54	34	-88	16	3
54	35	10	19	4
54	36	-88	16	4
54	37	-88	16	4
54	38	-88	16	4
54	39	-88	16	4
54	40	-88	16	1
54	41	-88	16	1
54	42	-88	16	1
54	43	-88	16	1
54	44	-88	16	1
54	45	20	1	5
54	46	35	17	5
54	47	5	17	5
54	48	42	1	3
54	49	-88	16	3
54	50	22	1	3
54	51	5	1	3
54	52	30	1	3
54	53	15	19	3
54	54	40	1	3
54	55	-88	16	3
54	56	1	1	3
54	57	8	19	3
54	58	6	1	3
54	59	4	19	3
54	60	-88	16	3
54	61	9	19	4
54	62	4	1	4
54	63	25	1	4
54	64	-88	16	4
54	65	15	1	4
54	66	11	1	4
54	67	-88	16	4
54	68	-88	16	4
54	69	12	1	4
54	70	-88	16	3
54	71	-88	16	3
55	0	4.75	1	2
55	1	6.5	1	2
55	2	32	1	3
55	3	60	1	1
55	4	150	1	2
55	5	140	1	2
55	6	40	1	3
55	7	-88	16	2
55	8	-88	16	1
55	9	-88	16	1
55	10	-88	16	3
55	11	30	1	3
55	12	60	1	3
55	13	-88	16	3
55	14	14.8000001907349	12	1
55	15	12	12	2
55	16	-88	16	2
55	17	13.3500003814697	19	3
55	18	7.34999990463257	19	3
55	19	8.35000038146973	19	3
55	20	6.69999980926514	19	3
55	21	8	19	3
55	22	88	16	2
55	23	-88	16	1
55	24	10.6499996185303	19	3
55	25	7	19	3
55	26	7.34999990463257	19	2
55	27	8	19	3
55	28	-88	16	2
55	29	-88	16	2
55	30	-88	16	1
55	31	-88	16	2
55	32	110	19	3
55	33	1.5	19	2
55	34	-88	16	3
55	35	-88	16	2
55	36	7	19	3
55	37	8.5	19	3
55	38	15	19	3
55	39	12	19	3
55	40	30	17	2
55	41	-88	16	2
55	42	-88	16	1
55	43	-88	16	3
55	44	-88	16	3
55	45	-88	16	3
55	46	40	17	3
55	47	5	17	1
55	48	60	1	3
55	49	-88	16	3
55	50	17	1	3
55	51	6	1	3
55	52	23	2	3
55	53	17	19	3
55	54	40	19	1
55	55	-88	16	2
55	56	2	17	3
55	57	-88	16	2
55	58	6	19	3
55	59	-88	16	3
55	60	9	19	3
55	61	10	19	3
55	62	4	19	1
55	63	15	19	3
55	64	-88	16	2
55	65	15	19	3
55	66	12	19	3
55	67	130	19	3
55	68	-88	16	2
55	69	-88	16	3
55	70	-88	16	3
55	71	70	19	1
56	0	-77	16	1
56	1	8	1	4
56	2	50	19	2
56	3	80	19	3
56	4	60	1	3
56	5	15	19	1
56	6	50	19	2
