childid	id	age	memsex	relate	livhse	grader3	stillr3	schtypr3	agestr3	agegrdr3	disabr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3
PE128017	4	24	2	7	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128017	5	21	2	7	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128017	6	33	1	16	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128017	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128017	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128017	9	2	1	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128017	10	1	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	0	14	1	0	1	 	 	 	 	 	0	8	0	4	0	6	0	0	5
PE128018	1	69	2	5	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	2	16	2	7	1	10	1	4	6	 	0	7	0	1	0	5	6	1	3
PE128018	3	32	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	4	52	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	5	18	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	6	16	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	7	12	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	8	12	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	9	9	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	10	6	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	11	42	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	12	36	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	13	45	2	19	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128018	14	1	1	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128019	0	14	1	0	1	 	 	 	 	 	0	10	1	1	0	0	6	2	4
PE128019	1	36	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128019	2	35	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128019	3	16	2	7	1	11	1	1	5	 	0	10	1	1	0	0	10	2	1
PE128019	15	7	1	7	1	2	1	1	6	 	0	9	0	0	0	0	7	3	6
PE128019	16	2	1	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128019	17	2	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128020	0	15	2	0	1	 	 	 	 	 	0	9	0	2	0	0	7	2	4
PE128020	1	53	1	1	1	11	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128020	2	48	2	1	1	3	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128020	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128020	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128020	5	16	2	7	1	5	1	4	6	 	0	10	0	0	0	0	7	1	5
PE128020	6	28	2	7	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128020	7	8	1	15	1	 	 	 	 	 	0	10	1	1	0	0	7	2	3
PE128020	8	7	1	15	1	 	 	 	 	 	0	10	0	0	0	0	7	2	5
PE128021	0	14	1	0	1	 	 	 	 	 	0	8	3	2	0	0	6	3	4
PE128021	1	36	1	1	1	4	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128021	2	36	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128021	3	12	1	7	1	6	1	4	6	 	0	9	0	0	0	0	6	2	3
PE128021	4	3	1	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128021	5	1	1	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128022	0	15	2	0	1	 	 	 	 	 	0	10	1	2	1	0	6	2	2
PE128022	1	49	1	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128022	2	38	2	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128022	3	16	2	7	1	11	1	1	5	 	0	8	1	1	0	0	8	4	2
PE128022	4	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128022	5	60	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128022	6	34	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128022	7	6	1	7	1	1	1	4	6	 	0	10	0	0	1	0	6	1	5
PE128022	8	19	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128022	9	17	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128023	0	15	1	0	1	 	 	 	 	 	0	9	1	1	0	0	7	2	4
PE128023	1	36	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128023	2	36	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128023	15	11	1	7	1	6	1	1	6	 	0	10	0	1	0	0	7	3	3
PE128024	0	14	2	0	1	 	 	 	 	 	0	10	0	2	0	0	8	2	1
PE128024	1	60	1	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128024	2	53	2	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128024	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128024	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128024	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128026	0	14	1	0	1	 	 	 	 	 	0	8	0	0	0	0	5	2	3
PE128026	1	52	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128026	2	55	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128026	3	28	1	7	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE128026	4	27	1	7	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128026	5	58	1	21	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128027	0	14	1	0	1	 	 	 	 	 	0	8	0	1	0	0	6	3	1
PE128027	1	54	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128027	2	51	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128027	3	20	1	7	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128027	4	18	2	7	1	11	1	4	 	 	0	 	 	 	 	 	 	 	 
PE128028	0	14	2	0	1	 	 	 	 	 	0	9	1	1	0	0	7	4	2
PE128028	1	34	1	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128028	2	35	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128028	3	13	1	7	1	8	1	4	6	 	0	9	0	1	0	0	7	5	2
PE128028	4	0	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128029	0	14	1	0	1	 	 	 	 	 	0	10	0	1	0	0	7	2	4
PE128029	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128029	2	32	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128029	15	11	2	7	1	5	1	4	6	 	0	12	0	2	0	0	6	2	2
PE128029	16	61	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128029	17	26	1	2	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128029	18	27	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128030	0	14	1	0	1	 	 	 	 	 	0	11	0	0	0	11	0	0	3
PE128030	1	32	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128030	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128030	3	27	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128030	4	25	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128030	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128030	6	13	1	7	1	7	1	4	6	 	0	11	3	1	0	0	6	2	1
PE128030	7	54	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128030	8	2	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128030	9	1	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128031	0	15	1	0	1	 	 	 	 	 	0	8	0	1	0	0	6	3	4
PE128031	1	46	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128031	2	46	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128031	3	23	1	7	1	13	1	4	 	 	0	 	 	 	 	 	 	 	 
PE128031	4	21	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128031	5	12	2	7	1	6	1	7	6	 	0	9	0	2	0	0	7	3	3
PE128032	0	14	1	0	1	 	 	 	 	 	0	7	2	1	0	0	6	3	3
PE128032	1	44	1	1	1	11	0	6	 	 	0	 	 	 	 	 	 	 	 
PE128032	2	38	2	1	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128032	15	10	1	7	1	6	1	7	5	 	0	8	2	1	0	0	6	3	2
PE128032	16	0	1	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128033	0	15	1	0	1	 	 	 	 	 	0	9	0	1	0	0	7	2	4
PE128033	1	31	2	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128033	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128033	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128033	4	16	1	13	1	 	 	 	 	 	0	9	0	1	0	0	7	2	5
PE128033	5	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128033	6	34	1	2	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128034	0	15	1	0	1	 	 	 	 	 	0	10	2	0	0	0	6	2	4
PE128034	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	2	37	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128034	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128034	16	40	1	2	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128034	17	0	2	9	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128037	0	14	1	0	1	 	 	 	 	 	0	9	0	1	0	0	8	3	3
PE128037	1	39	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128037	2	40	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128037	3	18	1	7	1	9	1	1	 	 	0	 	 	 	 	 	 	 	 
PE128037	4	13	2	7	1	6	1	4	6	 	0	10	0	1	0	0	8	3	3
PE128037	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	9	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	10	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	11	37	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128037	12	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128037	15	9	1	7	1	3	1	4	6	 	0	9	0	1	0	0	7	3	4
PE128038	0	14	1	0	1	 	 	 	 	 	0	6	0	1	0	0	7	2	2
PE128038	1	43	1	1	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128038	2	41	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128038	3	19	1	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE128038	4	17	1	7	1	11	1	1	6	 	0	8	0	1	0	0	6	3	5
PE128038	15	9	2	7	1	5	1	1	5	 	0	8	0	0	0	0	6	3	3
PE128038	16	12	2	21	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128039	0	14	2	0	1	 	 	 	 	 	0	7	0	1	0	0	7	3	4
PE128039	1	55	1	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128039	2	54	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128039	3	27	2	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE128039	4	26	1	7	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128039	5	21	2	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE128039	6	62	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128040	0	13	1	0	1	 	 	 	 	 	0	10	0	0	0	0	6	2	4
PE128040	1	55	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128040	2	52	2	1	1	1	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128040	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128040	4	28	2	7	1	13	1	1	 	 	0	 	 	 	 	 	 	 	 
PE128040	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128040	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128040	7	21	2	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128040	8	15	1	7	1	2	1	4	6	 	0	11	0	1	0	0	6	2	4
PE128040	9	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128040	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128040	16	26	1	16	1	15	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128040	17	4	1	15	1	0	3	 	 	 	0	11	0	0	0	0	5	1	5
PE128041	0	15	1	0	1	 	 	 	 	 	0	8	0	1	0	2	7	3	3
PE128041	1	59	1	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128041	2	50	2	1	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE128041	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128041	4	27	2	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128041	5	26	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128041	6	21	1	7	1	14	1	1	 	 	0	 	 	 	 	 	 	 	 
PE128041	7	12	2	7	1	5	1	4	6	 	0	11	0	1	0	0	6	2	2
PE128041	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128041	9	28	1	16	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128041	15	7	1	15	1	 	 	 	 	 	0	12	0	0	0	0	10	1	1
PE128041	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128041	17	6	2	15	1	 	 	 	 	 	0	12	0	0	0	0	10	1	2
PE128042	0	14	1	0	1	 	 	 	 	 	0	8	0	0	0	0	7	6	2
PE128042	1	37	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128042	2	34	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128042	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128042	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128042	15	9	2	7	1	4	1	4	3	 	0	10	0	1	0	0	6	3	3
PE128043	0	14	1	0	1	 	 	 	 	 	0	9	0	1	0	0	10	3	1
PE128043	1	42	1	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128043	2	43	2	1	1	11	0	7	 	 	0	 	 	 	 	 	 	 	 
PE128043	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128043	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128043	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128043	6	16	2	7	1	10	1	1	6	 	0	8	0	1	0	0	10	4	1
PE128044	0	14	1	0	1	 	 	 	 	 	0	10	2	1	0	0	6	2	3
PE128044	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128044	2	34	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128044	3	12	1	7	1	7	1	4	6	 	0	10	2	1	0	0	6	2	3
PE128044	15	10	1	7	1	6	1	4	5	 	0	 	 	 	 	 	 	 	 
PE128045	0	15	1	0	1	 	 	 	 	 	0	12	1	1	0	0	6	3	1
PE128045	1	33	1	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128045	2	33	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128045	3	12	2	7	1	7	1	4	7	 	0	12	0	1	0	0	6	3	2
PE128046	0	14	2	0	1	 	 	 	 	 	0	9	2	1	0	0	6	4	2
PE128046	1	43	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128046	2	40	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128046	15	11	1	7	1	8	1	4	4	 	0	10	1	1	2	0	6	1	3
PE128046	16	4	1	7	1	1	1	1	4	 	0	10	0	1	0	0	6	2	5
PE128047	0	14	1	0	1	 	 	 	 	 	0	10	0	1	0	0	6	2	5
PE128047	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128047	2	37	2	1	1	7	0	5	 	 	0	 	 	 	 	 	 	 	 
PE128047	3	20	1	7	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128047	4	18	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128047	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128048	0	14	2	0	1	 	 	 	 	 	0	8	0	0	0	0	8	3	5
PE128048	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128048	2	41	2	1	1	9	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128048	3	21	2	7	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128048	4	19	2	7	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE128048	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128048	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128049	0	15	2	0	1	 	 	 	 	 	0	7	0	2	2	0	6	3	5
PE128049	1	58	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128049	2	56	2	1	1	2	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128049	3	35	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128049	4	33	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128049	5	20	2	7	1	11	1	4	 	 	0	 	 	 	 	 	 	 	 
PE128049	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128049	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128049	16	30	2	16	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128049	17	0	1	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128050	0	14	1	0	1	 	 	 	 	 	0	8	0	1	0	0	6	2	4
PE128050	1	52	2	1	1	4	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128050	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128050	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128050	4	21	2	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128050	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128050	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE128050	17	24	1	16	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128050	18	0	1	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE128051	0	15	1	0	1	 	 	 	 	 	0	10	2	2	0	0	6	1	3
PE128051	1	42	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128051	2	40	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128051	3	21	1	7	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128051	4	18	1	7	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE128051	5	12	1	7	1	4	1	4	6	 	0	10	0	2	0	0	6	2	4
PE138002	0	14	2	0	1	 	 	 	 	 	0	10	0	1	0	0	8	2	4
PE138002	1	30	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138002	2	59	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE138002	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138002	4	10	1	7	1	5	1	1	6	 	0	10	0	1	0	0	7	3	4
PE138003	0	14	1	0	1	 	 	 	 	 	0	9	6	2	0	0	8	2	2
PE138003	1	34	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138003	2	35	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138003	15	7	2	7	1	3	1	1	5	 	0	9	0	0	0	0	6	3	3
PE138004	0	15	1	0	1	 	 	 	 	 	0	10	0	1	0	0	6	2	6
PE138004	1	53	2	1	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE138004	2	28	1	7	1	11	0	4	6	 	0	 	 	 	 	 	 	 	 
PE138004	3	26	1	7	1	11	0	4	6	 	0	 	 	 	 	 	 	 	 
PE138004	4	24	2	7	1	11	0	4	6	 	0	 	 	 	 	 	 	 	 
PE138004	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138004	6	18	2	7	1	11	0	4	7	 	0	 	 	 	 	 	 	 	 
PE138004	7	2	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE138005	0	15	1	0	1	 	 	 	 	 	0	8	0	1	0	0	8	3	4
PE138005	1	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138005	2	50	2	1	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138005	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138005	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138005	5	18	1	7	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE138005	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138007	0	15	1	0	1	 	 	 	 	 	0	9	1	2	0	0	6	2	3
PE138007	1	43	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138007	15	11	1	9	1	6	1	4	6	 	0	10	0	1	0	0	6	2	4
PE138007	16	35	1	2	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138008	0	14	2	0	1	 	 	 	 	 	0	9	1	1	1	0	8	3	4
PE138008	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138008	2	38	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138008	15	10	1	7	1	 	 	 	 	 	0	9	0	0	0	0	8	1	5
PE138009	0	14	2	0	1	 	 	 	 	 	0	7	0	2	0	0	7	3	4
PE138009	1	51	1	1	1	11	0	1	 	 	0	 	 	 	 	 	 	 	 
PE138009	2	50	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE138009	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138009	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138009	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138009	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138009	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138009	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138009	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	0	15	1	0	1	 	 	 	 	 	0	9	0	1	0	0	7	2	5
PE138010	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	6	60	2	6	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138010	7	27	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE138010	8	23	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE138010	9	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	10	21	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE138010	11	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE138010	12	8	2	14	1	 	 	 	 	 	0	8	0	0	0	0	7	2	3
PE138010	13	26	1	16	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE138011	0	15	1	0	1	 	 	 	 	 	0	10	0	1	0	0	7	3	2
PE138011	1	41	1	1	1	13	0	7	 	 	0	 	 	 	 	 	 	 	 
PE138011	2	32	2	1	1	11	0	7	 	 	0	 	 	 	 	 	 	 	 
PE138011	3	13	1	7	1	9	1	1	5	 	0	10	0	2	0	0	7	3	2
PE138012	0	15	1	0	1	 	 	 	 	 	0	9	0	0	0	0	9	2	4
PE138012	1	47	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138012	2	46	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138012	3	26	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138012	4	21	2	7	1	16	1	1	 	 	0	 	 	 	 	 	 	 	 
PE138012	5	4	1	7	1	20	1	1	 	 	0	9	0	0	0	0	5	3	5
PE138013	0	15	1	0	1	 	 	 	 	 	0	9	0	0	0	0	10	2	4
PE138013	1	50	1	1	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138013	2	48	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138013	3	22	2	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE138013	4	27	1	8	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE138013	5	30	1	8	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE138014	0	15	2	0	1	 	 	 	 	 	0	9	0	2	0	0	6	3	3
PE138014	1	38	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138014	2	38	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE138014	3	12	2	7	1	7	1	4	6	 	0	10	0	1	0	0	6	2	3
PE138014	15	10	2	7	1	5	1	4	6	 	0	11	0	1	0	0	6	2	4
PE138014	16	20	2	9	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
