childid	actidr3	actr3	actownr3	actmthr3	actdayhr3	acthrsr3	pymrecr3
PE148017	1	2	1	12	12	1	0
PE148018	1	5	1	2	16	2	0
PE148018	2	3	1	12	8	3	0
PE148018	3	2	1	12	20	1	0
PE148019	1	2	1	12	30	2	0
PE148020	1	2	1	3	5	1	0
PE148021	1	2	1	12	6	1	0
PE148022	1	2	1	12	30	1	0
PE148023	1	6	2	1	15	4	1
PE148023	2	3	1	11	30	1	0
PE148023	3	2	1	11	30	2	0
PE148023	4	2	1	11	30	1	0
PE148023	5	2	1	11	30	1	0
PE148024	1	2	1	12	30	1	0
PE148024	2	3	1	12	30	1	0
PE148024	3	1	1	12	8	2	0
PE148025	1	6	2	1	20	8	3
PE148025	2	2	1	12	24	1	0
PE148025	3	2	1	12	24	1	0
PE148025	4	2	1	12	30	1	0
PE148026	1	6	2	4	30	10	1
PE148027	1	6	2	8	31	8	1
PE148027	2	2	1	12	8	1	0
PE148028	1	2	1	12	4	1	0
PE148029	1	3	1	12	12	3	0
PE148030	1	6	2	7	3	8	1
PE148030	2	2	1	12	20	2	0
PE148031	1	7	2	12	4	1	5
PE148031	2	2	1	12	30	1	0
PE148032	1	2	1	4	7	3	0
PE148033	1	2	1	12	5	1	0
PE148033	2	3	1	12	7	5	0
PE148033	3	2	1	12	5	1	0
PE148033	4	2	1	12	5	1	0
PE148034	1	2	1	12	30	2	0
PE148034	2	6	2	2	2	8	1
PE148034	3	7	2	8	12	3	1
PE148034	4	3	1	12	30	1	0
PE148035	1	6	2	8	16	7	1
PE148035	2	3	1	12	24	2	0
PE148035	3	2	1	12	24	2	0
PE148036	1	2	1	12	30	1	0
PE148037	1	2	1	12	24	1	0
PE148037	2	2	1	12	24	1	0
PE148037	3	2	1	12	20	1	0
PE148038	1	6	2	6	20	4	3
PE148038	2	6	2	4	20	4	1
PE148038	3	2	1	12	12	1	0
PE148039	1	2	1	12	12	1	0
PE148040	1	4	1	3	5	4	1
PE148040	2	2	1	12	31	1	0
PE148041	1	2	1	2	30	2	0
PE148041	2	2	1	2	30	1	0
PE148041	3	2	1	2	30	1	0
PE148042	1	3	2	12	21	2	5
PE148042	2	2	1	12	12	2	0
PE148043	1	6	1	1	31	6	1
PE148043	2	2	1	8	31	3	0
PE148043	3	3	1	5	31	3	0
PE148044	1	2	1	12	4	1	0
PE148045	1	2	1	12	15	2	0
PE148046	1	3	2	2	20	1	5
PE148046	2	3	1	12	12	3	0
PE148046	3	2	1	12	16	2	0
PE148047	1	2	1	12	30	2	0
PE148047	2	6	1	6	4	5	1
PE148048	1	3	2	1	4	3	5
PE148048	2	3	1	12	16	1	0
PE148048	3	2	1	12	20	2	0
PE148049	1	2	1	12	7	3	0
PE148049	2	3	1	12	7	1	0
PE148051	1	2	1	12	30	1	0
PE158001	1	6	2	3	30	9	1
PE158001	2	6	2	6	24	9	1
PE158002	1	4	1	1	20	13	1
PE158003	1	4	1	12	26	6	0
PE158004	1	2	1	12	30	1	0
PE158004	2	1	2	1	24	8	1
PE158005	1	2	1	12	30	2	0
PE158006	1	2	1	12	31	2	0
PE158006	2	4	1	12	7	3	0
PE158007	1	2	1	12	30	1	0
PE158007	2	4	1	12	30	1	0
PE158008	1	1	1	12	8	6	0
PE158008	2	2	1	12	4	4	0
PE158008	3	3	1	12	20	2	0
PE158009	1	2	1	12	2	3	0
PE158010	1	1	1	12	8	7	0
PE158010	2	2	1	12	18	2	0
PE158010	3	3	1	12	20	2	0
PE158013	1	2	1	12	30	1	0
PE158014	1	1	2	5	20	5	1
PE158015	1	2	1	12	25	3	0
PE158017	1	2	1	12	7	1	0
PE158017	2	3	2	12	5	4	0
PE158018	1	1	2	1	4	7	1
PE158018	2	6	2	1	7	7	1
PE158021	1	2	1	12	30	2	0
PE158021	2	3	1	12	30	2	0
PE158022	1	1	1	5	7	3	0
PE158023	1	2	1	12	8	2	0
PE158024	1	2	1	12	30	1	0
PE158024	2	3	1	12	30	1	0
PE158025	1	6	2	3	20	8	1
PE158025	2	1	1	12	30	1	0
PE158026	1	1	1	10	5	8	0
PE158026	2	2	1	12	20	1	0
PE158026	3	3	1	12	12	1	0
PE158031	1	2	1	12	30	4	0
PE158031	2	3	1	12	30	8	0
PE158032	1	2	1	12	31	1	0
PE158032	2	3	1	12	31	2	0
PE158032	3	1	1	12	4	3	0
PE158033	1	4	2	2	16	8	1
PE158033	2	2	1	12	20	1	0
PE158034	1	2	1	12	31	2	0
PE158034	2	3	1	12	31	3	0
PE158035	1	2	1	12	30	2	0
PE158035	2	2	1	12	30	2	0
PE158035	3	2	1	12	30	2	0
PE158036	1	2	1	12	1	2	0
PE158036	2	1	1	12	1	3	0
PE158037	1	2	1	12	30	1	0
PE158038	1	2	1	12	5	2	5
PE158038	2	1	1	9	2	4	5
PE158039	1	2	1	12	30	2	0
PE158040	1	2	1	12	30	3	0
PE158041	1	4	1	12	6	3	0
PE158042	1	2	1	12	7	2	0
PE158042	2	1	1	6	10	2	0
PE158043	1	3	1	12	20	1	0
PE158043	2	2	1	12	30	2	0
PE158043	3	1	2	3	20	3	1
PE158043	4	1	1	12	15	3	0
PE158044	1	2	1	12	30	2	0
PE158044	2	1	1	12	30	1	0
PE158045	1	1	1	4	4	4	1
PE158046	1	6	2	7	24	8	1
PE158046	2	1	1	3	12	5	0
PE158046	3	2	1	3	12	1	0
PE158047	1	2	1	12	31	1	0
PE158048	1	2	1	12	30	2	0
PE158048	2	1	1	12	20	1	0
PE158049	1	2	1	12	7	1	0
PE158051	1	2	1	12	7	3	0
PE158052	1	2	2	12	5	1	0
PE158053	1	4	2	0	15	13	1
PE158054	1	2	1	12	30	7	0
PE158056	1	3	1	12	30	4	0
PE158057	1	2	1	4	24	1	0
PE168001	1	1	2	4	4	5	1
PE168001	2	2	1	12	20	1	0
PE168002	1	1	1	12	20	3	0
PE168002	2	1	2	3	8	8	1
PE168002	3	6	2	1	8	10	1
PE168002	4	2	1	12	28	2	0
PE168002	5	3	1	12	20	1	0
PE168003	1	1	1	12	7	1	0
PE168003	2	2	1	12	7	2	0
PE168003	3	3	1	12	7	2	0
PE168004	1	2	1	12	12	2	0
PE168005	1	3	1	12	31	5	0
PE168005	2	2	1	12	31	1	0
PE168005	3	1	1	12	31	2	0
PE168005	4	1	2	2	24	8	1
PE168006	1	2	1	12	30	2	0
PE168007	1	1	2	1	15	9	1
PE168007	2	2	1	12	30	2	0
PE168007	3	3	1	12	20	3	0
PE168008	1	1	1	12	8	5	0
PE168008	2	2	1	12	30	1	0
PE168008	3	4	1	12	30	2	0
PE168009	1	2	1	12	20	10	0
PE168009	2	3	1	12	30	2	0
PE168010	1	2	1	12	30	4	0
PE168010	2	3	1	12	30	2	0
PE168011	1	2	1	12	30	1	0
PE168012	1	1	1	5	6	5	0
PE168012	2	2	1	10	30	2	0
PE168012	3	3	1	8	30	3	0
PE168012	4	6	2	2	30	14	1
PE168012	5	1	2	3	6	8	1
PE168013	1	1	1	12	5	4	0
PE168013	2	2	1	12	5	5	0
PE168013	3	3	1	12	5	2	0
PE168015	1	2	1	12	30	1	0
PE168016	1	6	2	2	30	8	1
PE168016	2	2	1	10	30	3	0
PE168017	1	1	1	12	30	2	0
PE168017	2	2	1	12	30	1	0
PE168018	1	1	2	2	15	8	1
PE168018	2	1	1	1	6	6	0
PE168018	3	2	1	10	30	2	0
PE168018	4	3	1	10	14	2	0
PE168018	5	6	2	2	26	10	1
PE168019	1	2	1	12	30	2	0
PE168020	1	1	1	12	8	7	0
PE168020	2	2	1	12	30	2	0
PE168020	3	3	1	12	20	1	0
PE168021	1	2	1	12	30	3	5
PE168021	2	1	1	12	16	3	5
PE168021	3	3	1	12	30	2	5
PE168022	1	2	1	12	7	2	0
PE168023	1	2	1	12	30	1	0
PE168023	2	1	1	12	30	2	0
PE168024	1	1	1	9	31	1	0
PE168024	2	2	1	9	31	1	0
PE168025	1	1	2	1	24	8	1
PE168025	2	2	1	12	30	1	0
PE168025	3	3	1	12	30	1	0
PE168025	4	6	2	3	24	8	1
PE178001	1	1	1	7	10	4	0
PE178001	2	6	2	1	1	2	1
PE178002	1	2	1	12	30	2	0
PE178002	2	3	1	12	30	23	0
PE178003	1	2	1	12	15	1	0
PE178003	2	3	1	3	12	1	0
PE178003	3	4	1	4	16	1	5
PE178004	1	4	2	12	24	4	1
PE178004	2	2	1	12	30	1	0
PE178006	1	2	1	12	31	2	0
PE178007	1	2	1	12	5	3	0
PE178007	2	7	2	3	4	9	1
PE178009	1	4	1	2	4	11	1
PE178009	2	2	1	12	30	2	0
PE178010	1	2	1	12	20	2	0
PE178011	1	2	1	12	20	1	0
PE178011	2	3	1	9	20	2	0
PE178011	3	4	1	9	20	1	0
PE178015	1	2	1	12	30	2	0
PE178015	2	3	1	12	30	1	0
PE178016	1	2	1	12	10	2	0
PE178019	1	2	1	12	30	3	0
PE178019	2	1	1	12	8	12	0
PE178020	1	2	1	12	31	1	0
PE178020	2	1	1	12	31	1	0
PE178021	1	2	2	4	24	6	3
PE178021	2	2	1	8	30	3	0
PE178021	3	1	1	8	30	2	0
PE178022	1	1	1	12	20	6	0
PE178022	2	1	2	2	4	8	3
PE178022	3	6	2	4	4	8	1
PE178022	4	2	1	12	28	2	0
PE178024	1	2	1	12	30	2	0
PE178024	2	1	1	3	20	3	0
PE178025	1	2	1	12	20	1	0
PE178025	2	1	1	12	23	3	0
PE178026	1	2	1	12	30	2	0
PE178027	1	2	1	12	5	2	0
PE178027	2	1	1	12	5	2	0
PE178028	1	2	1	12	30	2	0
PE178029	1	2	1	12	30	2	0
PE178029	2	3	1	12	30	2	0
PE178030	1	2	1	12	30	1	0
PE178031	1	3	1	12	30	1	0
PE178031	2	2	1	12	30	2	0
PE178033	1	1	1	12	8	7	0
PE178033	2	2	1	12	30	2	0
PE178035	1	3	1	12	30	2	0
PE178035	2	2	1	12	30	4	0
PE178035	3	1	1	12	30	2	0
PE178036	1	2	1	12	20	3	0
PE178036	2	3	1	12	20	5	0
PE188001	1	1	2	2	3	2	1
PE188001	2	3	1	12	30	2	0
PE188001	3	2	1	12	30	3	0
PE188002	1	2	1	12	30	1	0
PE188003	1	6	1	12	20	7	1
PE188003	2	4	1	2	3	5	1
PE188004	1	2	1	12	3	2	0
PE188005	1	2	1	12	30	1	0
PE188006	1	1	1	6	31	3	0
PE188006	2	2	1	12	31	4	0
PE188007	1	3	1	12	30	7	0
PE188007	2	2	1	12	30	7	0
PE188007	3	1	1	12	30	7	0
PE188008	1	2	1	12	2	2	0
PE188009	1	1	2	12	4	12	1
PE188009	2	2	1	12	20	2	0
PE188010	1	1	1	12	30	3	5
PE188010	2	2	1	12	30	1	0
PE188011	1	2	1	6	24	2	0
PE188012	1	2	1	12	30	1	0
PE188013	1	2	1	12	30	1	0
PE188013	2	1	1	12	30	2	0
PE188014	1	6	2	5	24	4	3
PE188014	2	2	1	7	20	2	0
PE188015	1	2	1	12	20	1	0
PE188016	1	4	2	12	6	6	1
PE188017	1	3	1	12	25	3	0
PE188017	2	2	1	12	25	3	0
PE188017	3	1	1	12	25	4	0
PE188017	4	1	2	2	10	8	1
PE188018	1	1	1	12	2	2	0
PE188018	2	2	1	12	5	2	0
PE188019	1	1	1	6	30	4	1
PE188019	2	2	1	12	30	1	0
PE188019	3	1	2	10	30	9	1
PE188020	1	1	1	12	30	5	5
PE188021	1	7	1	12	2	1	5
PE188021	2	2	1	12	5	2	0
PE188022	1	2	1	12	30	1	0
PE188024	1	1	1	1	3	1	0
PE188024	2	2	1	12	7	1	0
PE188025	1	1	1	12	30	3	5
PE188025	2	2	1	12	30	1	0
PE188025	3	3	1	12	30	1	0
PE188026	1	2	1	12	30	2	0
PE188026	2	1	1	2	16	2	0
PE188027	1	1	1	12	30	2	5
PE188027	2	2	1	12	30	2	0
PE198001	1	2	1	12	4	1	0
PE198002	1	2	1	12	8	1	0
PE198003	1	2	1	10	7	1	0
PE198004	1	3	1	12	30	2	0
PE198004	2	2	1	12	30	2	0
PE198006	1	2	1	12	31	1	0
PE198007	1	2	1	12	7	1	0
PE198007	2	1	1	12	7	1	0
PE198007	3	3	1	12	7	1	0
PE198007	4	6	2	1	10	8	1
PE198007	5	1	2	1	4	4	1
PE198008	1	2	1	12	30	1	0
PE198009	1	2	1	12	30	2	0
PE198011	1	1	2	2	20	9	1
PE198011	2	4	1	10	30	2	0
PE198011	3	2	1	12	30	2	0
PE198012	1	2	1	12	30	1	0
PE198012	2	6	1	8	20	7	1
PE198012	3	6	2	8	4	11	1
PE198013	1	2	1	12	7	2	0
PE198013	2	4	1	12	7	3	0
PE198014	1	2	1	12	30	2	0
PE198015	1	2	1	12	30	2	5
PE198016	1	2	1	12	31	1	0
PE198017	1	2	1	12	12	2	0
PE198018	1	2	1	12	30	2	0
PE198021	1	2	1	12	31	1	0
PE198022	1	1	2	1	20	3	1
PE198024	1	2	1	12	30	1	0
PE198025	1	2	1	12	30	3	0
PE198025	2	3	1	12	30	2	0
PE198026	1	2	1	12	16	2	0
PE198027	1	3	1	12	12	3	0
PE198027	2	2	1	12	12	1	0
PE198028	1	2	1	12	4	2	0
PE198030	1	2	1	12	8	2	0
PE198031	1	4	2	3	20	6	1
PE208001	1	2	1	12	30	2	0
PE208001	2	3	1	12	30	2	0
PE208002	1	6	2	3	4	8	1
PE208002	2	2	1	12	5	2	0
PE208003	1	4	1	12	30	7	0
PE208003	2	2	1	12	30	1	0
PE208005	1	6	2	6	8	8	1
PE208005	2	2	1	12	20	2	0
PE208006	1	2	1	12	25	5	0
PE208007	1	2	2	8	4	2	0
PE208007	2	3	2	12	7	2	0
PE208009	1	6	2	1	30	11	1
PE208009	2	2	1	11	30	3	0
PE208010	1	2	1	3	30	2	0
PE208011	1	2	1	12	15	3	0
PE208011	2	5	1	2	20	2	0
PE208012	1	4	1	12	15	2	5
PE208012	2	2	1	12	15	2	0
PE208013	1	3	1	12	30	6	0
PE208013	2	2	1	12	30	3	0
PE208014	1	2	1	12	6	2	0
PE208015	1	6	2	1	15	8	1
PE208015	2	2	1	12	30	2	0
PE208015	3	5	1	12	8	3	0
PE208017	1	2	2	3	1	2	1
PE208018	1	2	1	11	7	1	0
PE208018	2	3	1	12	4	2	0
PE208018	3	4	1	11	30	2	0
PE208019	1	2	1	12	8	1	0
PE208020	1	3	1	12	30	2	0
PE208020	2	2	1	12	31	3	0
PE208021	1	4	1	4	30	5	0
PE208022	1	2	1	12	30	3	0
PE208022	2	3	1	12	30	1	0
PE208023	1	6	2	4	20	5	3
PE208023	2	5	2	1	7	2	1
PE208023	3	2	2	12	2	2	2
PE208023	4	3	2	12	1	8	1
PE208023	5	2	1	12	30	3	0
PE208024	1	1	1	12	1	2	0
PE208024	2	2	1	12	2	1	0
PE208025	1	2	1	12	16	3	0
PE208025	2	6	1	1	20	9	1
PE208025	3	3	1	6	20	1	0
PE208026	1	2	1	3	4	1	0
PE208026	2	3	1	12	30	5	0
PE208027	1	2	1	12	8	1	0
PE208028	1	1	1	2	30	8	0
PE208028	2	2	1	12	3	2	0
PE208029	1	3	1	12	5	1	0
PE208030	1	2	1	12	30	3	0
PE208030	2	3	1	12	30	2	0
PE208031	1	4	1	12	10	1	1
PE208031	2	2	1	12	30	1	0
PE208032	1	3	1	12	31	6	0
PE208032	2	2	1	12	31	3	0
PE208033	1	2	1	12	4	1	0
PE208033	2	3	1	12	30	1	0
PE208033	3	4	1	12	30	4	0
PE208034	1	4	1	4	4	10	0
PE208037	1	6	2	12	8	1	1
PE208037	2	2	1	12	20	1	0
PE208037	3	3	1	12	20	1	0
PE208038	1	2	1	12	30	2	0
PE208038	2	3	1	12	30	2	0
PE208041	1	2	1	12	30	2	0
PE208041	2	6	2	4	24	9	1
PE208041	3	6	2	1	10	13	1
PE208041	4	3	2	1	10	13	1
PE208042	1	4	1	12	30	3	0
PE208043	1	3	1	12	30	2	0
PE208043	2	5	1	12	30	2	0
PE208044	1	2	1	12	30	1	0
PE208046	1	1	1	1	4	2	0
PE208046	2	2	1	12	12	1	0
PE208047	1	2	1	12	8	3	0
PE208047	2	4	2	1	8	11	1
PE208048	1	2	1	12	24	1	0
PE208048	2	4	1	12	4	2	0
PE208048	3	7	1	2	8	10	0
PE208049	1	6	1	2	8	10	1
PE208049	2	4	1	12	8	8	5
PE208049	3	2	1	12	24	2	0
PE208051	1	3	1	12	30	1	0
PE208051	2	2	1	12	30	3	0
PE208051	3	4	1	12	30	2	0
