childid	plotid	larea	lunit	lown	luse	trans	transid1	transid2	collat	collat1	collat2
PE091061	1	120	1	4	4	0	 	 	0	 	 
PE091061	2	1800	1	4	1	0	 	 	0	 	 
PE091061	3	1000	1	2	1	 	 	 	 	 	 
PE091061	4	150	1	4	1	0	 	 	0	 	 
PE091062	1	100	1	4	4	0	 	 	0	 	 
PE091062	2	1	2	4	1	0	 	 	0	 	 
PE091062	3	1	2	4	1	0	 	 	0	 	 
PE091063	1	80	1	4	4	0	 	 	0	 	 
PE091063	2	500	1	2	1	 	 	 	 	 	 
PE091063	3	200	1	4	1	0	 	 	0	 	 
PE091064	1	90	1	4	4	1	1	 	0	 	 
PE091064	2	30	1	4	1	1	1	 	0	 	 
PE091065	1	150	1	4	4	0	 	 	0	 	 
PE091065	2	10000	1	3	1	 	 	 	 	 	 
PE091065	3	8000	1	3	4	 	 	 	 	 	 
PE091065	4	1500	1	4	1	0	 	 	0	 	 
PE091066	1	150	1	4	4	0	 	 	1	1	2
PE091066	2	100	1	4	1	0	 	 	1	2	1
PE091066	3	1000	1	3	1	 	 	 	 	 	 
PE091066	4	500	1	3	1	 	 	 	 	 	 
PE091067	1	100	1	4	4	0	 	 	0	 	 
PE091067	2	100	1	4	4	0	 	 	0	 	 
PE091067	3	1	2	4	1	0	 	 	0	 	 
PE091068	1	230	1	4	4	0	 	 	1	2	3
PE091068	2	200	1	4	1	0	 	 	1	2	3
PE091068	3	400	1	3	1	 	 	 	 	 	 
PE091069	1	60	2	4	4	1	2	 	0	 	 
PE091069	2	30	2	4	1	1	2	 	0	 	 
PE091070	1	4	1	1	4	0	 	 	0	 	 
PE091070	2	1	2	4	8	 	 	 	 	 	 
PE091071	1	120	1	2	4	 	 	 	 	 	 
PE091071	2	80	1	4	4	0	 	 	0	 	 
PE091071	3	.5	2	4	1	0	 	 	0	 	 
PE091071	4	.5	2	4	1	0	 	 	0	 	 
PE091071	5	.5	2	4	8	0	 	 	0	 	 
PE091071	6	.5	2	4	8	0	 	 	0	 	 
PE091072	1	120	1	4	4	1	1	2	1	1	2
PE091072	2	2	2	4	1	1	1	2	1	1	2
PE091073	1	30	1	2	4	 	 	 	 	 	 
PE091073	2	200	1	2	1	 	 	 	 	 	 
PE091073	3	100	1	2	1	 	 	 	 	 	 
PE091073	4	100	1	2	1	 	 	 	 	 	 
PE091073	5	80	1	2	1	 	 	 	 	 	 
PE091073	6	50	1	2	1	 	 	 	 	 	 
PE091074	1	120	1	4	4	0	 	 	0	 	 
PE091074	2	240	1	4	1	0	 	 	0	 	 
PE091074	3	3	2	5	1	 	 	 	 	 	 
PE091075	1	42	1	4	4	0	 	 	0	 	 
PE091075	2	50	1	4	1	0	 	 	0	 	 
PE091076	1	150	1	4	4	1	1	 	1	1	 
PE091076	2	50	1	4	1	1	1	 	1	1	 
PE091076	3	40	1	4	1	1	1	 	1	1	 
PE091077	1	300	1	4	4	0	 	 	0	 	 
PE091077	2	1400	1	4	1	0	 	 	0	 	 
PE091077	3	600	1	4	1	0	 	 	0	 	 
PE091077	4	450	1	4	1	0	 	 	0	 	 
PE091077	5	200	1	4	1	0	 	 	0	 	 
PE091077	6	200	1	4	1	0	 	 	0	 	 
PE091077	7	200	1	4	1	0	 	 	0	 	 
PE091077	8	150	1	4	10	0	 	 	0	 	 
PE091077	9	100	1	4	1	0	 	 	0	 	 
PE091077	10	50	1	4	1	0	 	 	0	 	 
PE091078	1	200	1	4	4	1	1	2	0	 	 
PE091078	2	100	1	4	1	1	1	2	0	 	 
PE091078	3	80	1	4	1	1	1	2	0	 	 
PE091078	4	80	1	4	1	1	1	2	0	 	 
PE091078	5	80	1	4	1	1	1	2	0	 	 
PE091078	6	50	1	4	1	1	1	2	0	 	 
PE091079	1	300	1	4	4	0	 	 	0	 	 
PE091079	2	150	1	4	1	0	 	 	0	 	 
PE091079	3	150	1	4	1	0	 	 	0	 	 
PE091079	4	100	1	4	1	0	 	 	0	 	 
PE091079	5	100	1	4	1	0	 	 	0	 	 
PE091079	6	100	1	4	1	0	 	 	0	 	 
PE091080	1	120	1	4	4	1	2	 	1	2	 
PE091080	2	50	1	2	1	 	 	 	 	 	 
PE091080	3	50	1	2	1	 	 	 	 	 	 
PE091080	4	40	1	2	1	 	 	 	 	 	 
PE091080	5	40	1	2	1	 	 	 	 	 	 
PE091080	6	40	1	2	1	 	 	 	 	 	 
PE091080	7	40	1	2	1	 	 	 	 	 	 
PE091080	8	40	1	2	1	 	 	 	 	 	 
PE091081	1	60	1	4	4	0	 	 	0	 	 
PE091081	2	20	1	4	1	0	 	 	0	 	 
PE091082	1	200	1	4	4	0	 	 	0	 	 
PE091082	2	600	1	4	1	0	 	 	0	 	 
PE091082	3	400	1	4	1	0	 	 	0	 	 
PE091085	1	200	1	4	4	0	 	 	0	 	 
PE091085	2	400	1	4	1	0	 	 	0	 	 
PE091085	3	200	1	4	1	0	 	 	0	 	 
PE091085	4	200	1	4	1	0	 	 	0	 	 
PE091085	5	100	1	4	1	0	 	 	0	 	 
PE091085	6	100	1	4	1	0	 	 	0	 	 
PE091085	7	200	1	4	1	0	 	 	0	 	 
PE091085	8	200	1	4	1	0	 	 	0	 	 
PE091085	9	200	1	4	1	0	 	 	0	 	 
PE091085	10	200	1	4	1	0	 	 	0	 	 
PE091085	11	200	1	4	1	0	 	 	0	 	 
PE091086	1	600	1	5	4	 	 	 	 	 	 
PE091086	2	2	2	5	1	 	 	 	 	 	 
PE091086	3	1	2	5	1	 	 	 	 	 	 
PE091087	1	54	1	4	4	1	1	2	0	 	 
PE091087	2	500	1	2	1	 	 	 	 	 	 
PE091087	3	200	1	2	1	 	 	 	 	 	 
PE091088	1	400	1	1	4	 	 	 	 	 	 
PE091088	2	1000	1	2	1	 	 	 	 	 	 
PE091088	3	500	1	2	1	 	 	 	 	 	 
PE091088	4	500	1	2	1	 	 	 	 	 	 
PE091089	1	60	1	4	4	0	 	 	0	 	 
PE091089	2	5000	1	4	1	0	 	 	0	 	 
PE091089	3	5000	1	4	1	0	 	 	0	 	 
PE091089	4	1700	1	4	1	0	 	 	0	 	 
PE091089	5	800	1	4	1	0	 	 	0	 	 
PE091089	6	800	1	4	1	0	 	 	0	 	 
PE091089	7	800	1	4	8	0	 	 	0	 	 
PE091089	8	800	1	4	8	0	 	 	0	 	 
PE091089	9	800	1	4	8	0	 	 	0	 	 
PE091089	10	800	1	4	8	0	 	 	0	 	 
PE091090	1	150	1	4	4	1	1	 	1	1	 
PE091090	2	300	1	4	1	1	1	 	1	1	 
PE091090	3	200	1	4	1	1	1	 	1	1	 
PE091090	4	100	1	4	1	4	1	 	1	1	 
PE091091	1	200	1	4	4	0	 	 	0	 	 
PE091091	2	50	1	4	1	0	 	 	0	 	 
PE091091	3	50	1	4	1	0	 	 	0	 	 
PE091091	4	50	1	4	1	0	 	 	0	 	 
PE091091	5	50	1	4	1	0	 	 	0	 	 
PE091092	1	25	1	4	4	0	 	 	0	 	 
PE091092	2	400	1	4	1	0	 	 	0	 	 
PE091092	3	2000	1	4	1	0	 	 	0	 	 
PE091092	4	2000	1	4	1	0	 	 	0	 	 
PE091092	5	3000	1	4	1	0	 	 	0	 	 
PE091092	6	3000	1	4	1	0	 	 	0	 	 
PE091092	7	400	1	4	1	0	 	 	0	 	 
PE091092	8	400	1	4	1	0	 	 	0	 	 
PE091092	9	400	1	4	1	0	 	 	0	 	 
PE091092	10	400	1	4	1	0	 	 	0	 	 
PE091092	11	400	1	4	1	0	 	 	0	 	 
PE091093	1	80	1	4	4	0	 	 	0	 	 
PE091093	2	150	1	4	1	0	 	 	0	 	 
PE091093	3	100	1	4	1	0	 	 	0	 	 
PE091094	1	60	1	4	4	0	 	 	0	 	 
PE091094	2	300	1	4	1	0	 	 	0	 	 
PE091094	3	200	1	4	1	0	 	 	0	 	 
PE091094	4	150	1	4	1	0	 	 	0	 	 
PE091094	5	50	1	4	1	0	 	 	0	 	 
PE091094	6	20	1	4	1	0	 	 	0	 	 
PE091094	7	15	1	4	1	0	 	 	0	 	 
PE091095	1	110	1	4	4	0	 	 	0	 	 
PE091095	2	300	1	3	1	 	 	 	 	 	 
PE091095	3	420	1	3	1	 	 	 	 	 	 
PE091096	1	80	1	4	4	1	1	2	0	 	 
PE091096	2	200	1	4	1	1	1	2	0	 	 
PE091096	3	150	1	4	1	1	1	2	0	 	 
PE091096	4	150	1	4	1	1	1	2	0	 	 
PE091096	5	500	1	3	1	 	 	 	 	 	 
PE091097	1	35	1	2	4	 	 	 	 	 	 
PE091097	2	4000	1	1	1	 	 	 	 	 	 
PE091097	3	1500	1	3	1	 	 	 	 	 	 
PE091098	1	30	1	4	4	1	1	2	0	 	 
PE091098	2	20	1	4	1	1	1	2	0	 	 
PE091098	3	15	1	4	1	1	1	2	0	 	 
PE091098	4	15	1	4	1	1	1	2	0	 	 
PE091099	1	42	1	4	4	1	1	 	0	 	 
PE091099	2	.5	3	4	1	1	1	 	0	 	 
PE091099	3	.5	3	4	1	1	1	 	0	 	 
PE091099	4	.5	3	4	1	1	1	 	0	 	 
PE091099	5	.5	3	4	1	1	1	 	0	 	 
PE091099	6	.5	3	4	1	1	1	 	0	 	 
PE091100	1	30	1	4	4	0	 	 	0	 	 
PE091100	2	350	1	4	1	0	 	 	0	 	 
PE091101	1	80	1	4	4	1	1	2	1	1	 
PE091101	2	1	2	4	1	1	1	2	1	1	 
PE091101	3	1	2	4	1	1	1	2	1	1	 
PE091101	4	300	1	4	1	1	1	2	1	1	 
PE091102	1	100	1	4	4	1	1	2	0	 	 
PE091102	2	500	1	4	1	1	1	2	0	 	 
PE091102	3	500	1	4	1	1	1	2	0	 	 
PE091102	4	350	1	4	1	1	1	2	0	 	 
PE091102	5	350	1	4	1	1	1	2	0	 	 
PE091102	6	300	1	4	1	1	1	2	0	 	 
PE091102	7	100	1	4	1	1	1	2	0	 	 
PE091103	1	30	1	4	4	1	1	2	0	 	 
PE091103	2	100	1	4	1	1	1	2	0	 	 
PE091103	3	70	1	4	1	1	1	2	0	 	 
PE101001	1	400	1	4	4	1	90	 	1	90	 
PE101002	1	30	1	2	4	 	 	 	 	 	 
PE101002	2	2	2	4	8	1	1	 	1	1	 
PE101003	1	242	1	4	4	1	3	 	0	 	 
PE101004	1	80	1	1	4	 	 	 	 	 	 
PE101005	1	150	1	4	4	1	1	2	1	1	2
PE101005	2	80	1	4	4	1	1	2	1	1	2
PE101005	3	80	1	1	4	 	 	 	 	 	 
PE101006	1	230	1	1	4	 	 	 	 	 	 
PE101006	2	93	1	4	8	1	1	2	1	1	2
PE101006	3	50	1	1	4	 	 	 	 	 	 
PE101007	1	240	1	4	4	1	3	 	1	3	 
PE101008	1	30	1	2	4	 	 	 	 	 	 
PE101008	2	100	1	4	8	0	 	 	0	 	 
PE101009	1	130	1	4	4	1	1	2	0	 	 
PE101010	1	78	1	4	4	1	3	4	1	3	4
PE101011	1	60	1	2	4	 	 	 	 	 	 
PE101012	1	8	1	1	4	 	 	 	 	 	 
PE101013	1	50	1	4	4	0	 	 	0	 	 
PE101014	1	60	1	2	4	 	 	 	 	 	 
PE101015	1	60	1	4	4	0	 	 	1	1	2
PE101016	1	300	1	4	4	1	1	2	0	 	 
PE101016	2	.5	2	4	8	1	1	2	0	 	 
PE101017	1	60	1	2	4	0	 	 	0	 	 
PE101018	1	20	1	2	4	 	 	 	 	 	 
PE101019	1	160	1	4	4	1	3	4	1	3	4
PE101019	2	100	1	4	8	1	3	4	1	3	4
PE101019	3	500	1	4	1	1	3	4	1	3	4
PE101019	4	500	1	4	1	1	3	4	1	3	4
PE101019	5	300	1	4	1	1	3	4	1	3	4
PE101019	6	300	1	4	1	1	3	4	1	3	4
PE101019	7	200	1	4	1	1	3	4	1	3	4
PE101019	8	200	1	4	1	1	3	4	1	3	4
PE101019	9	200	1	4	1	1	3	4	1	3	4
PE101019	10	200	1	4	1	1	3	4	1	3	4
PE101019	11	200	1	4	1	1	3	4	1	3	4
PE101019	12	200	1	4	1	1	3	4	1	3	4
PE101019	13	200	1	4	1	1	3	4	1	3	4
PE101019	14	200	1	4	1	1	3	4	1	3	4
PE101020	1	100	1	1	4	 	 	 	 	 	 
PE101020	2	300	1	4	8	1	1	2	1	1	2
PE101021	1	100	1	1	4	 	 	 	 	 	 
PE101022	1	100	1	4	4	4	1	2	1	1	2
PE101023	1	156	1	4	4	1	3	 	1	3	 
PE101023	2	16	1	4	4	1	3	 	1	3	 
PE101024	1	70	1	2	4	 	 	 	 	 	 
PE101025	1	180	1	1	4	 	 	 	 	 	 
PE101026	1	50	1	2	4	0	 	 	0	 	 
PE101027	1	65	1	4	4	0	 	 	1	1	 
PE101027	2	16	1	1	4	 	 	 	 	 	 
PE101028	1	150	1	4	4	0	 	 	0	 	 
PE101028	2	36	1	4	13	0	 	 	0	 	 
PE101029	1	350	1	4	4	1	3	4	1	3	4
PE101030	1	180	1	4	4	1	1	 	1	1	 
PE101030	2	300	1	2	4	 	 	 	 	 	 
PE101031	1	60	1	4	4	0	 	 	1	1	 
PE101032	1	30	1	5	4	 	 	 	 	 	 
PE101032	2	20	1	5	4	 	 	 	 	 	 
PE101032	3	500	1	5	1	 	 	 	 	 	 
PE101032	4	700	1	5	1	 	 	 	 	 	 
PE101033	1	50	1	4	4	0	 	 	0	 	 
PE101034	1	25	1	1	4	 	 	 	 	 	 
PE101034	2	25	1	1	4	 	 	 	 	 	 
PE101035	1	100	1	4	4	1	4	5	1	4	5
PE101035	2	100	1	1	4	 	 	 	 	 	 
PE101036	1	70	1	4	4	1	2	 	1	2	 
PE101037	1	92	1	4	4	1	1	2	1	1	2
PE101039	1	72	1	4	4	0	 	 	1	5	1
PE101039	2	75	1	1	4	 	 	 	 	 	 
PE101040	1	54	1	4	4	0	 	 	1	1	2
PE101040	2	300	1	4	1	1	1	2	1	1	2
PE101041	1	30	1	4	4	1	1	 	0	 	 
PE101043	1	21	1	1	4	 	 	 	 	 	 
PE101044	1	20	1	4	4	0	 	 	0	 	 
PE101045	1	240	1	2	4	 	 	 	 	 	 
PE101045	2	80	1	4	8	0	 	 	1	2	8
PE101046	1	250	1	1	4	 	 	 	 	 	 
PE101048	1	30	1	2	4	 	 	 	 	 	 
PE101049	1	80	1	2	4	 	 	 	 	 	 
PE101050	1	48	1	4	4	0	 	 	0	 	 
PE101050	2	1	2	3	1	 	 	 	 	 	 
PE101051	1	200	1	4	4	0	 	 	0	 	 
PE101051	2	1	2	4	6	0	 	 	0	 	 
PE101051	3	5000	1	4	1	0	 	 	0	 	 
PE101051	4	5000	1	4	1	0	 	 	0	 	 
PE101051	5	300	1	4	1	0	 	 	0	 	 
PE101052	1	30	1	1	4	 	 	 	 	 	 
PE101053	1	20	1	1	4	 	 	 	 	 	 
PE101054	1	90	1	2	4	 	 	 	 	 	 
PE101054	2	50	1	4	8	0	 	 	0	 	 
PE101055	1	35	1	2	4	 	 	 	 	 	 
PE101055	2	300	1	2	1	 	 	 	 	 	 
PE101056	1	132	1	4	4	0	 	 	0	 	 
PE101057	1	71	1	4	4	0	 	 	0	 	 
PE101058	1	40	1	4	4	0	 	 	1	2	1
PE101058	2	200	1	2	1	 	 	 	 	 	 
PE101059	1	42	1	2	4	 	 	 	 	 	 
PE101061	1	60	1	2	4	 	 	 	 	 	 
PE101061	2	120	1	4	8	1	3	 	0	 	 
PE101062	1	60	1	4	4	1	1	2	1	1	2
PE101062	2	100	1	4	1	1	1	2	0	 	 
PE101063	1	200	1	4	4	1	2	1	0	 	 
PE101064	1	40	1	2	4	 	 	 	 	 	 
PE101065	1	85	1	4	4	1	2	 	1	2	 
PE101066	1	150	1	1	4	 	 	 	 	 	 
PE101067	1	250	1	2	4	 	 	 	 	 	 
PE101069	1	100	1	4	4	1	2	3	1	2	3
PE101069	2	150	1	4	1	1	2	3	1	2	3
PE101069	3	250	1	4	1	1	2	3	1	2	3
PE101070	1	22	1	2	4	 	 	 	 	 	 
PE101071	1	160	1	6	4	 	 	 	 	 	 
PE101072	1	60	1	4	4	0	 	 	0	 	 
PE101073	1	10	1	2	4	 	 	 	 	 	 
PE101074	1	60	1	2	4	 	 	 	 	 	 
PE101074	2	800	1	2	1	 	 	 	 	 	 
PE101074	3	500	1	2	1	 	 	 	 	 	 
PE101075	1	220	1	2	4	 	 	 	 	 	 
PE101076	1	140	1	4	4	1	1	2	0	 	 
PE101076	2	120	1	4	8	1	1	2	0	 	 
PE101077	1	80	1	2	4	 	 	 	 	 	 
PE101078	1	100	1	2	4	 	 	 	 	 	 
PE101078	2	100	1	3	1	 	 	 	 	 	 
PE101079	1	205	1	4	4	1	2	 	1	1	2
PE101079	2	5	2	4	1	1	1	 	1	1	 
PE101079	3	36	1	4	14	1	2	 	1	1	2
PE101080	1	200	1	4	4	1	1	 	0	 	 
PE101081	1	250	1	2	4	 	 	 	 	 	 
PE101081	2	250	1	4	1	0	 	 	0	 	 
PE101081	3	200	1	4	1	0	 	 	0	 	 
PE101081	4	150	1	4	1	0	 	 	0	 	 
PE101081	5	70	1	4	8	0	 	 	0	 	 
PE101082	1	98	1	4	4	1	1	 	1	1	 
PE101083	1	20	1	2	4	 	 	 	 	 	 
PE101084	1	15	1	1	4	 	 	 	 	 	 
PE101085	1	120	1	4	4	0	 	 	1	1	2
PE101086	1	20	1	2	4	 	 	 	 	 	 
PE101087	1	30	1	4	4	0	 	 	0	 	 
PE101088	1	280	1	2	4	 	 	 	 	 	 
PE101089	1	45	1	4	4	1	2	 	0	 	 
PE101090	1	60	1	4	4	0	 	 	0	 	 
PE101091	1	16	1	4	4	0	 	 	1	2	 
PE101092	1	20	1	2	4	 	 	 	 	 	 
PE101093	1	150	1	4	4	1	1	 	1	1	 
PE101094	1	40	1	4	4	0	 	 	1	1	 
PE101094	2	25	1	1	4	 	 	 	 	 	 
PE101095	1	120	1	2	4	 	 	 	 	 	 
PE101096	1	20	1	4	4	0	 	 	1	1	 
PE101096	2	20	1	4	4	0	 	 	0	 	 
PE101097	1	120	1	2	4	 	 	 	 	 	 
PE101097	2	70	1	1	4	 	 	 	 	 	 
PE101098	1	205	1	4	4	1	3	 	0	 	 
PE101099	1	125	1	2	4	 	 	 	 	 	 
PE101100	1	40	1	1	4	 	 	 	 	 	 
PE101101	1	50	1	4	4	0	 	 	1	90	 
PE101101	2	69	1	4	8	1	1	 	1	80	 
PE101102	1	35	1	4	4	1	1	2	1	1	2
PE101102	2	1	2	7	8	 	 	 	 	 	 
PE101103	1	60	1	4	4	0	 	 	0	 	 
PE101104	1	500	1	4	4	0	 	 	1	1	 
PE101104	2	150	1	4	6	0	 	 	1	1	 
PE111002	1	80	1	4	4	1	1	2	1	1	2
PE111003	1	35	1	4	4	0	 	 	0	 	 
PE111003	2	.5	2	4	1	0	 	 	0	 	 
PE111003	3	1000	1	4	8	0	 	 	0	 	 
PE111003	4	800	1	4	8	0	 	 	0	 	 
PE111004	1	18	1	1	4	 	 	 	 	 	 
PE111004	2	140	1	4	4	1	90	1	1	90	1
PE111005	1	250	1	4	4	1	1	 	1	1	 
PE111005	2	5000	1	4	1	1	1	 	1	1	 
PE111006	1	20	1	4	4	0	 	 	0	 	 
PE111006	2	300	1	4	1	0	 	 	0	 	 
PE111007	1	200	1	4	4	0	 	 	0	 	 
PE111007	2	500	1	4	1	0	 	 	0	 	 
PE111007	3	500	1	4	1	0	 	 	0	 	 
PE111007	4	500	1	4	8	0	 	 	0	 	 
PE111007	5	500	1	4	8	0	 	 	0	 	 
PE111007	6	200	1	4	14	0	 	 	0	 	 
PE111008	1	160	1	4	4	1	5	2	0	 	 
PE111008	2	1250	1	4	1	1	5	2	0	 	 
PE111008	3	2500	1	4	1	1	5	2	0	 	 
PE111009	1	20	1	6	4	 	 	 	 	 	 
PE111010	1	100	1	2	4	 	 	 	 	 	 
PE111010	2	5000	1	2	1	 	 	 	 	 	 
PE111010	3	1200	1	2	1	 	 	 	 	 	 
PE111010	4	600	1	2	1	 	 	 	 	 	 
PE111011	1	35	1	4	4	0	 	 	0	 	 
PE111011	2	100	1	4	1	0	 	 	0	 	 
PE111011	3	80	1	4	1	0	 	 	0	 	 
PE111011	4	30	1	4	1	0	 	 	0	 	 
PE111012	1	90	1	1	4	 	 	 	 	 	 
PE111012	2	36	1	1	4	 	 	 	 	 	 
PE111013	1	70	1	4	4	1	1	 	1	1	 
PE111013	2	.5	3	4	1	1	1	 	1	1	 
PE111013	3	1	3	4	1	1	1	 	1	1	 
PE111013	4	200	1	4	1	1	1	 	1	1	 
PE111013	5	150	1	4	1	1	1	 	1	1	 
PE111014	1	100	1	4	4	0	 	 	0	 	 
PE111014	2	500	1	4	1	0	 	 	0	 	 
PE111014	3	30	1	4	1	0	 	 	0	 	 
PE111015	1	30	1	2	4	 	 	 	 	 	 
PE111015	2	2	6	4	1	1	1	 	1	1	 
PE111015	3	3	6	4	1	1	1	 	1	1	 
PE111016	1	300	1	4	4	0	 	 	0	 	 
PE111016	2	10000	1	4	1	0	 	 	0	 	 
PE111016	3	1500	1	4	8	0	 	 	0	 	 
PE111016	4	1000	1	4	8	0	 	 	0	 	 
PE111016	5	300	1	4	1	0	 	 	0	 	 
PE111017	1	60	1	4	4	1	2	 	1	2	 
PE111017	2	1250	1	4	1	3	1	 	1	1	 
PE111017	3	2500	1	4	1	1	2	 	1	2	 
PE111017	4	1250	1	4	1	1	2	 	1	2	 
PE111018	1	70	1	4	4	1	16	 	0	 	 
PE111018	2	1	3	2	1	 	 	 	 	 	 
PE111019	1	40	1	1	4	 	 	 	 	 	 
PE111019	2	140	1	4	1	1	2	3	1	2	3
PE111019	3	100	1	4	4	1	2	3	1	2	3
PE111019	4	50	1	4	1	1	2	3	1	2	3
PE111019	5	50	1	4	1	1	2	3	1	2	3
PE111020	1	400	1	4	4	1	1	 	1	1	 
PE111020	2	800	1	4	1	1	1	 	1	1	 
PE111020	3	700	1	4	1	1	1	 	1	1	 
PE111020	4	600	1	4	1	1	1	 	1	1	 
PE111020	5	500	1	4	1	1	1	 	1	1	 
PE111021	1	50	1	4	4	1	1	 	1	1	 
PE111021	2	50	1	4	1	1	1	 	1	1	 
PE111021	3	50	1	4	1	1	1	 	1	1	 
PE111021	4	30	1	4	1	1	1	 	1	1	 
PE111021	5	30	1	4	1	1	1	 	1	1	 
PE111022	1	80	1	4	4	0	 	 	0	 	 
PE111023	1	60	1	4	4	0	 	 	0	 	 
PE111023	2	60	1	4	4	0	 	 	0	 	 
PE111023	3	1	6	4	1	0	 	 	0	 	 
PE111023	4	1	6	4	1	0	 	 	0	 	 
PE111024	1	90	1	4	4	0	 	 	0	 	 
PE111024	2	1	2	4	1	0	 	 	0	 	 
PE111024	3	1	2	4	1	0	 	 	0	 	 
PE111025	1	8	1	4	4	1	16	17	0	 	 
PE111025	2	2	2	4	1	1	16	17	0	 	 
PE111025	3	50	1	4	4	1	16	17	0	 	 
PE111025	4	.5	2	4	1	1	16	 	0	 	 
PE111027	1	4	1	2	4	 	 	 	 	 	 
PE111028	1	50	1	4	4	2	1	2	0	 	 
PE111028	2	100	1	4	1	2	1	2	0	 	 
PE111028	3	400	1	4	1	2	1	2	0	 	 
PE111028	4	400	1	4	1	2	1	2	0	 	 
PE111029	1	50	1	4	4	0	 	 	1	2	 
PE111029	2	4	2	4	1	0	 	 	1	2	 
PE111030	1	40	1	4	4	0	 	 	0	 	 
PE111030	2	1	2	4	1	0	 	 	0	 	 
PE111032	1	200	1	4	4	0	 	 	1	5	 
PE111032	2	4	2	4	1	0	 	 	1	5	 
PE111032	3	2	2	4	1	0	 	 	1	5	 
PE111032	4	2	2	4	1	0	 	 	1	5	 
PE111034	1	25	1	1	4	 	 	 	 	 	 
PE111034	2	1	2	1	1	 	 	 	 	 	 
PE111034	3	7	2	4	1	0	 	 	1	1	 
PE111035	1	300	1	4	4	0	 	 	1	2	 
PE111035	2	900	1	4	1	0	 	 	1	2	 
PE111035	3	600	1	4	1	0	 	 	1	2	 
PE111036	1	100	1	4	4	1	1	 	1	1	 
PE111036	2	2500	1	4	1	1	1	 	1	1	 
PE111036	3	2000	1	4	1	1	1	 	1	1	 
PE111037	1	60	1	4	4	0	 	 	0	 	 
PE111037	2	1200	1	4	1	0	 	 	0	 	 
PE111038	1	12	1	4	4	0	 	 	0	 	 
PE111038	2	1800	1	4	1	0	 	 	0	 	 
PE111038	3	1500	1	4	1	0	 	 	0	 	 
PE111038	4	1000	1	4	1	0	 	 	0	 	 
PE111038	5	150	1	4	8	0	 	 	0	 	 
PE111039	1	18	1	4	4	1	1	2	1	1	2
PE111039	2	150	1	1	1	 	 	 	 	 	 
PE111040	1	70	1	4	4	1	1	 	1	1	 
PE111042	1	15	1	1	4	 	 	 	 	 	 
PE111042	2	.5	2	4	1	2	1	2	1	1	2
PE111044	1	200	1	4	4	3	1	2	1	1	2
PE111045	1	44	1	4	4	2	1	2	0	 	 
PE111045	2	2	2	4	1	2	1	2	1	1	2
PE111045	3	2	2	4	1	2	1	2	1	1	2
PE111045	4	50	1	4	14	2	1	2	0	 	 
PE111046	1	25	1	4	4	1	1	2	1	1	2
PE111046	2	2	2	4	1	1	1	 	1	1	 
PE111046	3	.5	2	4	1	1	1	 	1	1	 
PE111046	4	3	2	4	1	1	1	 	1	1	 
PE111047	1	80	1	4	4	0	 	 	0	 	 
PE111047	2	.5	6	4	1	0	 	 	0	 	 
PE111047	3	2	6	4	1	0	 	 	0	 	 
PE111048	1	55	1	4	4	1	1	2	0	 	 
PE111048	2	4	2	2	1	 	 	 	 	 	 
PE111048	3	.5	2	2	1	 	 	 	 	 	 
PE111049	1	80	1	5	4	 	 	 	 	 	 
PE111049	2	500	1	5	1	 	 	 	 	 	 
PE111050	1	36	1	4	4	0	 	 	1	1	 
PE111050	2	3	2	4	1	0	 	 	1	1	 
PE111050	3	1000	1	1	1	 	 	 	 	 	 
PE111052	1	18	1	4	4	4	1	2	1	1	2
PE111052	2	.5	2	4	1	2	1	2	1	1	2
PE111054	1	20	1	4	4	0	 	 	0	 	 
PE111054	2	1000	1	2	1	 	 	 	 	 	 
PE111056	1	400	1	4	4	0	 	 	1	1	 
PE111056	2	1	2	4	1	0	 	 	1	1	 
PE111056	3	600	1	4	1	0	 	 	1	1	 
PE111057	1	120	1	4	4	0	 	 	0	 	 
PE111057	2	.5	2	4	1	0	 	 	0	 	 
PE111057	3	10	2	4	1	0	 	 	0	 	 
PE111058	1	25	1	1	4	 	 	 	 	 	 
PE111059	1	70	1	4	4	1	2	 	0	 	 
PE111059	2	.5	2	4	1	1	2	 	0	 	 
PE111059	3	.5	2	4	1	1	2	 	0	 	 
PE111061	1	100	1	4	4	1	2	 	1	2	 
PE111061	2	1	2	4	1	1	2	 	1	2	 
PE111061	3	2	3	4	1	1	2	 	1	2	 
PE111061	4	1	3	4	1	1	2	 	1	2	 
PE111062	1	300	1	2	4	 	 	 	 	 	 
PE111062	2	50	1	1	4	 	 	 	 	 	 
PE111063	1	200	1	4	4	1	2	3	1	2	3
PE111063	2	100	1	4	1	1	2	3	1	2	3
PE111063	3	.5	3	4	1	1	2	3	1	2	3
PE111063	4	.5	3	4	1	1	2	3	1	2	3
PE111063	5	1	3	4	1	1	2	3	1	2	3
PE111063	6	.5	3	4	1	1	2	3	1	2	3
PE111064	1	80	1	4	4	1	2	3	1	2	3
PE111064	2	5	2	2	1	 	 	 	 	 	 
PE111064	3	.5	2	2	1	 	 	 	 	 	 
PE111065	1	300	1	4	4	1	1	2	1	1	2
PE111065	2	10000	1	4	1	4	1	 	1	1	 
PE111065	3	5000	1	4	8	4	2	 	1	2	 
PE111066	1	58	1	4	4	2	1	2	0	 	 
PE111066	2	100	1	4	1	2	1	2	0	 	 
PE111068	1	60	1	4	4	0	 	 	0	 	 
