childid	plotid	larea	lunit	lown	luse	trans	transid1	transid2	collat	collat1	collat2
PE111068	2	2500	1	4	1	0	 	 	0	 	 
PE111068	3	15	1	4	4	0	 	 	0	 	 
PE111069	1	90	1	4	4	0	 	 	0	 	 
PE111069	2	8	2	4	1	0	 	 	0	 	 
PE111069	3	.5	2	4	1	0	 	 	0	 	 
PE111069	4	1000	1	4	1	0	 	 	0	 	 
PE111069	5	.5	2	4	8	0	 	 	0	 	 
PE111071	1	200	1	4	4	0	 	 	0	 	 
PE111071	2	5000	1	1	1	 	 	 	 	 	 
PE111074	1	30	1	4	4	0	 	 	0	 	 
PE111074	2	2500	1	1	1	 	 	 	 	 	 
PE111074	3	1276	1	4	1	0	 	 	0	 	 
PE111076	1	90	1	4	4	2	1	2	0	 	 
PE111076	2	1	3	4	1	2	1	2	0	 	 
PE111077	1	280	1	4	4	0	 	 	0	 	 
PE111077	2	.5	2	2	1	 	 	 	 	 	 
PE111077	3	2500	1	2	1	 	 	 	 	 	 
PE111077	4	200	1	7	1	0	 	 	0	 	 
PE111079	1	100	1	2	4	 	 	 	 	 	 
PE111079	2	2	2	3	1	 	 	 	 	 	 
PE111080	1	60	1	4	4	1	3	4	0	 	 
PE111080	2	5000	1	4	1	1	3	4	0	 	 
PE111080	3	1	3	4	1	1	3	4	0	 	 
PE111081	1	100	1	4	4	1	1	2	1	1	2
PE111081	2	300	1	4	1	1	1	2	1	1	2
PE111081	3	200	1	4	1	1	1	2	1	1	2
PE111082	1	25	1	2	4	 	 	 	 	 	 
PE111082	2	70	1	4	8	0	 	 	1	18	 
PE111083	1	4	1	1	4	 	 	 	 	 	 
PE111084	1	35	1	2	4	 	 	 	 	 	 
PE111084	2	250	1	2	1	 	 	 	 	 	 
PE111084	3	200	1	2	1	 	 	 	 	 	 
PE111085	1	50	1	4	4	0	 	 	0	 	 
PE111085	2	1	2	2	1	 	 	 	 	 	 
PE111086	1	250	1	2	4	 	 	 	 	 	 
PE111086	2	24	1	4	4	4	1	2	0	 	 
PE111086	3	2	3	4	1	4	1	2	0	 	 
PE111087	1	90	1	4	4	0	 	 	1	1	 
PE111087	2	10000	1	4	1	0	 	 	1	1	 
PE111087	3	25	1	1	4	 	 	 	 	 	 
PE111089	1	30	1	4	4	2	1	2	0	 	 
PE111089	2	.5	2	4	1	2	1	2	0	 	 
PE111090	1	40	1	4	4	0	 	 	0	 	 
PE111090	2	200	1	4	1	0	 	 	0	 	 
PE111090	3	100	1	4	8	0	 	 	0	 	 
PE111091	1	100	1	4	4	0	 	 	1	1	 
PE111091	2	1000	1	4	1	0	 	 	1	1	 
PE111091	3	900	1	4	1	0	 	 	1	1	 
PE111092	1	120	1	4	4	2	4	 	0	 	 
PE111092	2	200	1	4	1	2	1	2	0	 	 
PE111092	3	800	1	4	1	2	1	2	0	 	 
PE111093	1	40	1	4	4	1	2	 	1	2	 
PE111093	2	 	 	4	1	1	2	 	1	2	 
PE111094	1	20	1	4	4	1	2	 	1	2	 
PE111094	2	3	2	2	1	 	 	 	 	 	 
PE111094	3	2	2	2	1	 	 	 	 	 	 
PE111095	1	100	1	4	4	1	1	 	1	1	 
PE111095	2	2	2	4	1	1	1	 	1	1	 
PE111096	1	20	1	5	4	 	 	 	 	 	 
PE111096	2	2	2	4	1	1	1	2	0	 	 
PE111096	3	1	2	4	1	1	1	 	0	 	 
PE111096	4	3	3	4	1	1	1	 	0	 	 
PE111096	5	60	1	4	4	1	1	2	0	 	 
PE111097	1	120	1	4	4	1	1	2	0	 	 
PE111097	2	1	2	4	1	1	1	2	0	 	 
PE111097	3	1000	1	4	1	1	1	2	0	 	 
PE111098	1	15	1	4	4	1	1	 	1	1	 
PE111098	2	4	2	4	1	1	1	 	1	1	 
PE111098	3	3	2	4	1	1	1	 	1	1	 
PE111099	1	140	1	4	4	2	1	 	1	1	 
PE111099	2	1	2	4	1	2	1	 	1	1	 
PE111100	1	400	1	4	4	0	 	 	0	 	 
PE111100	2	2	2	4	1	0	 	 	0	 	 
PE111100	3	1	3	4	1	0	 	 	0	 	 
PE111100	4	1	3	4	1	0	 	 	0	 	 
PE111100	5	1	3	4	1	0	 	 	0	 	 
PE111100	6	1	3	4	1	0	 	 	0	 	 
PE111100	7	500	1	4	1	0	 	 	0	 	 
PE111100	8	500	1	4	1	0	 	 	0	 	 
PE111100	9	500	1	4	1	0	 	 	0	 	 
PE111101	1	100	1	4	4	0	 	 	0	 	 
PE111101	2	7500	1	4	1	0	 	 	0	 	 
PE111101	3	5000	1	4	8	0	 	 	0	 	 
PE111101	4	16	1	2	4	 	 	 	 	 	 
PE111102	1	150	1	4	4	0	 	 	1	1	 
PE111102	2	100	1	4	1	0	 	 	1	1	 
PE121001	1	12	1	2	4	 	 	 	 	 	 
PE121002	1	300	1	4	4	1	1	2	1	1	2
PE121003	1	120	1	4	4	1	1	2	1	1	2
PE121004	1	90	1	4	4	1	3	4	1	3	4
PE121005	1	90	1	2	4	 	 	 	 	 	 
PE121006	1	720	1	4	4	2	4	 	1	4	 
PE121007	1	120	1	4	4	1	11	 	1	11	 
PE121008	1	90	1	4	4	1	3	 	1	3	 
PE121009	1	16	1	2	4	 	 	 	 	 	 
PE121010	1	90	1	4	4	2	80	 	1	80	 
PE121011	1	90	1	4	4	1	4	 	1	4	 
PE121012	1	112	1	2	4	 	 	 	 	 	 
PE121012	2	112	1	4	4	1	1	2	1	1	2
PE121012	3	180	1	4	4	1	1	2	1	1	2
PE121013	1	120	1	4	4	1	1	2	1	1	2
PE121014	1	90	1	4	4	1	3	4	1	3	4
PE121014	2	500	1	4	14	1	3	4	1	3	4
PE121015	1	90	1	4	4	1	1	2	1	1	2
PE121016	1	90	1	4	4	2	1	2	1	1	2
PE121017	1	302.5	1	4	4	1	90	3	1	90	3
PE121018	1	90	1	4	4	1	4	 	1	4	 
PE121019	1	80	1	2	4	 	 	 	 	 	 
PE121020	1	90	1	4	4	1	3	4	1	3	4
PE121021	1	40	1	2	4	 	 	 	 	 	 
PE121021	2	8	1	1	4	 	 	 	 	 	 
PE121021	3	2	1	1	4	 	 	 	 	 	 
PE121022	1	90	1	2	4	 	 	 	 	 	 
PE121023	1	45	1	2	4	 	 	 	 	 	 
PE121024	1	9	1	4	4	1	2	 	0	 	 
PE121025	1	90	1	4	4	2	3	4	1	3	4
PE121026	1	90	1	4	4	2	4	5	1	4	5
PE121027	1	80	1	2	4	 	 	 	 	 	 
PE121028	1	10	1	3	4	 	 	 	 	 	 
PE121028	2	100	1	4	4	1	1	2	1	1	2
PE121029	1	90	1	4	4	4	1	2	1	1	2
PE121030	1	45	1	2	4	 	 	 	 	 	 
PE121030	2	200	1	1	5	 	 	 	 	 	 
PE121031	1	125	1	1	4	 	 	 	 	 	 
PE121032	1	25	1	2	4	 	 	 	 	 	 
PE121033	1	90	1	4	4	1	4	 	1	4	 
PE121034	1	150	1	4	4	1	4	5	1	4	5
PE121034	2	70	1	4	4	1	1	 	1	1	 
PE121035	1	90	1	2	4	 	 	 	 	 	 
PE121036	1	90	1	4	4	1	3	4	1	3	4
PE121037	1	90	1	4	4	2	2	 	0	 	 
PE121038	1	15	1	2	4	 	 	 	 	 	 
PE121039	1	90	1	4	4	0	 	 	1	1	2
PE121040	1	90	1	2	4	 	 	 	 	 	 
PE121041	1	90	1	4	4	1	3	4	1	3	4
PE121042	1	20	1	2	1	 	 	 	 	 	 
PE121043	1	120	1	3	4	 	 	 	 	 	 
PE121043	2	5000	1	4	2	1	1	2	1	1	2
PE121044	1	90	1	4	4	4	1	2	1	1	2
PE121045	1	90	1	4	4	1	3	4	1	3	4
PE121045	2	300	1	4	4	1	3	4	1	3	4
PE121046	1	120	1	2	4	 	 	 	 	 	 
PE121047	1	90	1	4	4	1	10	11	1	10	11
PE121048	1	90	1	2	4	 	 	 	 	 	 
PE121049	1	15	4	2	4	 	 	 	 	 	 
PE121050	1	24	1	1	4	 	 	 	 	 	 
PE121051	1	18	1	2	4	 	 	 	 	 	 
PE121052	1	90	1	4	4	1	1	2	1	1	2
PE121052	2	300	1	4	8	1	1	2	1	1	2
PE121053	1	90	1	4	4	2	1	2	1	1	2
PE121054	1	60	1	2	4	 	 	 	 	 	 
PE121055	1	250	1	4	4	1	2	3	1	2	3
PE121056	1	20	1	3	4	 	 	 	 	 	 
PE121057	1	90	1	2	4	 	 	 	 	 	 
PE121058	1	90	1	4	4	2	1	2	0	 	 
PE121059	1	60	1	1	4	 	 	 	 	 	 
PE121059	2	149	1	4	4	2	1	2	1	1	2
PE121059	3	1.5	1	1	4	 	 	 	 	 	 
PE121060	1	45	1	2	4	 	 	 	 	 	 
PE121061	1	90	1	2	4	 	 	 	 	 	 
PE121062	1	90	1	1	4	 	 	 	 	 	 
PE121063	1	12	1	2	4	 	 	 	 	 	 
PE121064	1	120	1	4	4	1	1	2	1	1	2
PE121064	2	90	1	4	8	1	1	2	1	1	2
PE121065	1	360	1	4	4	4	9	10	1	9	10
PE121066	1	10	1	1	4	 	 	 	 	 	 
PE121067	1	90	1	4	4	1	1	17	1	1	17
PE121068	1	90	1	4	4	1	1	2	1	1	2
PE121069	1	90	1	4	4	0	 	 	1	1	2
PE121070	1	90	1	4	4	1	1	2	1	1	2
PE121071	1	150	1	4	4	1	3	4	1	3	4
PE121071	2	180	1	4	4	1	3	4	1	3	4
PE121072	1	90	1	4	4	1	1	2	1	1	2
PE121073	1	120	1	4	4	1	1	3	1	1	3
PE121074	1	80	1	4	4	1	1	2	1	1	2
PE121075	1	15	1	1	4	 	 	 	 	 	 
PE121076	1	8	1	2	4	 	 	 	 	 	 
PE121076	2	10	1	2	4	 	 	 	 	 	 
PE121077	1	4	1	2	4	 	 	 	 	 	 
PE121078	1	90	1	4	4	4	2	 	1	2	 
PE121079	1	90	1	1	4	 	 	 	 	 	 
PE121079	2	120	1	4	4	4	1	2	1	1	2
PE121080	1	45	1	1	4	 	 	 	 	 	 
PE121081	1	80	1	2	4	 	 	 	 	 	 
PE121081	2	200	1	4	8	0	 	 	1	1	2
PE121082	1	90	1	4	4	1	1	2	1	1	2
PE121083	1	25	1	2	4	 	 	 	 	 	 
PE121084	1	180	1	4	4	1	2	3	1	2	3
PE121084	2	105	1	4	4	1	2	3	1	2	3
PE121085	1	160	1	4	4	1	1	2	1	1	 
PE121086	1	120	1	2	4	 	 	 	 	 	 
PE121087	1	90	1	2	4	 	 	 	 	 	 
PE121088	1	90	1	2	4	 	 	 	 	 	 
PE121089	1	90	1	2	4	 	 	 	 	 	 
PE121090	1	90	1	4	4	0	 	 	1	3	 
PE121091	1	90	1	4	4	1	18	 	1	18	 
PE121091	2	90	1	4	4	2	18	 	1	18	 
PE121092	1	15	1	1	4	 	 	 	 	 	 
PE121093	1	140	1	4	4	1	3	 	1	3	 
PE121094	1	90	1	4	4	1	1	2	1	1	2
PE121096	1	9	1	2	4	 	 	 	 	 	 
PE121097	1	90	1	4	4	0	 	 	1	2	 
PE121098	1	40	1	2	4	 	 	 	 	 	 
PE121099	1	50	1	2	4	 	 	 	 	 	 
PE121101	1	120	1	4	4	1	2	3	1	2	3
PE131001	1	180	1	2	4	 	 	 	 	 	 
PE131002	1	90	1	4	4	1	1	2	1	1	2
PE131003	1	90	1	2	4	 	 	 	 	 	 
PE131004	1	90	1	4	4	1	2	 	0	 	 
PE131005	1	80	1	2	4	 	 	 	 	 	 
PE131006	1	5	1	1	4	 	 	 	 	 	 
PE131007	1	35	1	2	4	 	 	 	 	 	 
PE131008	1	60	1	1	4	 	 	 	 	 	 
PE131009	1	90	1	2	4	 	 	 	 	 	 
PE131010	1	90	1	4	4	1	1	2	1	1	2
PE131011	1	90	1	4	4	1	3	 	1	3	 
PE131012	1	36	1	4	4	0	 	 	0	 	 
PE131013	1	90	1	4	4	0	 	 	0	 	 
PE131014	1	90	1	4	4	1	1	2	1	1	2
PE131015	1	60	1	2	4	 	 	 	 	 	 
PE131016	1	120	1	4	4	1	90	4	1	90	4
PE131016	2	4	1	2	4	 	 	 	 	 	 
PE131017	1	90	1	4	4	1	2	3	1	2	3
PE131018	1	6	1	2	4	 	 	 	 	 	 
PE131018	2	600	1	2	13	 	 	 	 	 	 
PE131018	3	120	1	4	8	1	1	2	1	1	2
PE131019	1	50	1	2	4	 	 	 	 	 	 
PE131020	1	80	1	4	4	1	1	2	1	1	2
PE131021	1	30	1	4	4	0	 	 	0	 	 
PE131022	1	90	1	2	4	 	 	 	 	 	 
PE131023	1	90	1	4	4	1	1	2	1	1	2
PE131024	1	90	1	4	4	1	3	 	1	3	 
PE131025	1	70	1	1	4	 	 	 	 	 	 
PE131026	1	90	1	2	4	 	 	 	 	 	 
PE131028	1	90	1	4	4	1	2	3	1	2	3
PE131029	1	20	1	2	4	 	 	 	 	 	 
PE131029	2	90	1	4	8	4	1	11	1	1	11
PE131030	1	90	1	4	4	1	2	3	1	2	3
PE131031	1	140	1	4	4	0	 	 	0	 	 
PE131032	1	16	1	1	4	 	 	 	 	 	 
PE131032	2	16	1	4	4	4	1	 	0	 	 
PE131034	1	20	1	2	4	 	 	 	 	 	 
PE131035	1	270	1	4	4	1	2	1	0	 	 
PE131037	1	18	1	2	4	 	 	 	 	 	 
PE131038	1	200	1	4	4	0	 	 	1	2	1
PE131038	2	6	1	1	4	 	 	 	 	 	 
PE131039	1	90	1	4	4	1	3	4	1	3	4
PE131040	1	90	1	1	4	 	 	 	 	 	 
PE131040	2	90	1	4	4	1	1	2	1	1	2
PE131041	1	90	1	4	4	1	3	2	1	3	2
PE131042	1	90	1	4	4	0	 	 	0	 	 
PE131042	2	12	1	1	4	 	 	 	 	 	 
PE131043	1	90	1	4	4	2	2	 	1	2	 
PE131044	1	67	1	4	4	1	1	 	0	 	 
PE131044	2	8	1	4	4	0	 	 	0	 	 
PE131045	1	145	1	4	4	1	1	2	1	1	2
PE131046	1	30	1	2	4	 	 	 	 	 	 
PE131047	1	25	1	2	4	 	 	 	 	 	 
PE131048	1	90	1	4	4	0	 	 	0	 	 
PE131049	1	20	1	2	4	 	 	 	 	 	 
PE131049	2	90	1	4	8	1	1	2	1	1	2
PE131050	1	240	1	4	4	1	1	2	1	1	2
PE131051	1	50	1	1	4	 	 	 	 	 	 
PE131052	1	90	1	4	4	1	1	 	0	 	 
PE131054	1	90	1	4	4	2	1	2	1	1	2
PE131055	1	90	1	1	4	 	 	 	 	 	 
PE131056	1	30	1	2	4	 	 	 	 	 	 
PE131056	2	90	1	4	8	0	 	 	0	 	 
PE131058	1	90	1	1	4	 	 	 	 	 	 
PE131058	2	120	1	4	4	4	1	2	1	1	2
PE131060	1	40	1	2	4	 	 	 	 	 	 
PE131060	2	500	1	3	5	 	 	 	 	 	 
PE131062	1	100	1	4	4	1	2	3	1	2	3
PE131063	1	200	1	4	4	1	1	2	1	1	2
PE131064	1	90	1	4	4	1	2	3	1	2	3
PE131065	1	90	1	4	4	1	2	3	1	2	3
PE131066	1	140	1	4	4	1	9	 	1	9	 
PE131067	1	130	1	4	4	0	 	 	0	 	 
PE131068	1	90	1	2	4	 	 	 	 	 	 
PE131069	1	110	1	4	4	0	 	 	0	 	 
PE131070	1	90	1	1	4	 	 	 	 	 	 
PE131071	1	90	1	4	4	2	1	 	1	1	 
PE131071	2	500	1	4	15	4	1	 	1	1	 
PE131071	3	200	1	4	15	4	1	 	1	1	 
PE131072	1	90	1	4	4	4	1	2	1	1	2
PE131072	2	90	1	4	8	4	1	2	1	1	2
PE131073	1	90	1	2	4	 	 	 	 	 	 
PE131074	1	40	1	2	4	 	 	 	 	 	 
PE131074	2	200	1	4	8	0	 	 	1	1	2
PE131075	1	70	1	2	4	 	 	 	 	 	 
PE131076	1	90	1	4	4	1	2	3	1	2	3
PE131078	1	10	1	2	4	 	 	 	 	 	 
PE131079	1	70	1	1	4	 	 	 	 	 	 
PE131079	2	90	1	4	4	1	1	2	1	1	2
PE131080	1	72	1	2	4	 	 	 	 	 	 
PE131081	1	96	1	4	4	4	3	4	1	3	4
PE131082	1	100	1	4	4	0	 	 	0	 	 
PE131083	1	50	1	4	4	1	2	 	1	2	 
PE131084	1	20	1	1	4	 	 	 	 	 	 
PE131085	1	160	1	4	4	4	3	 	1	3	 
PE131086	1	90	1	4	4	1	1	 	1	1	 
PE131087	1	60	1	1	4	 	 	 	 	 	 
PE131087	2	130	1	4	8	1	1	 	1	1	 
PE131088	1	90	1	4	4	0	 	 	0	 	 
PE131089	1	90	1	4	4	1	4	5	0	 	 
PE131090	1	90	1	4	4	1	1	2	1	1	2
PE131091	1	45	1	4	4	0	 	 	1	1	 
PE131092	1	45	1	2	4	 	 	 	 	 	 
PE131093	1	90	1	2	4	 	 	 	 	 	 
PE131093	2	80	1	4	4	1	1	2	0	 	 
PE131094	1	90	1	4	4	1	1	2	0	 	 
PE131095	1	36	1	2	4	 	 	 	 	 	 
PE131096	1	90	1	4	4	0	 	 	0	 	 
PE131097	1	90	1	4	4	0	 	 	0	 	 
PE131098	1	90	1	4	4	1	4	5	1	4	5
PE131099	1	20	1	2	4	 	 	 	 	 	 
PE131100	1	25	1	1	4	 	 	 	 	 	 
PE131101	1	28	1	1	4	 	 	 	 	 	 
PE131102	1	180	1	4	4	1	1	2	1	1	 
PE131102	2	120	1	4	8	1	1	2	1	1	 
PE141001	1	90	1	2	4	 	 	 	 	 	 
PE141002	1	120	1	4	4	2	2	 	1	2	 
PE141003	1	50	1	4	4	0	 	 	0	 	 
PE141003	2	30	1	4	8	0	 	 	0	 	 
PE141005	1	200	1	4	4	0	 	 	0	 	 
PE141005	2	100	1	4	4	0	 	 	0	 	 
PE141006	1	160	1	4	4	2	1	2	1	1	2
PE141007	1	125	1	2	4	 	 	 	 	 	 
PE141008	1	200	1	4	4	0	 	 	1	3	 
PE141008	2	200	1	4	4	0	 	 	1	3	 
PE141008	3	9	1	1	4	 	 	 	 	 	 
PE141009	1	120	1	4	4	1	2	3	1	2	3
PE141010	1	70	1	4	4	0	 	 	0	 	 
PE141011	1	100	1	4	4	1	4	5	1	4	5
PE141011	2	200	1	4	4	1	4	5	1	4	5
PE141012	1	160	1	4	4	1	3	 	1	3	 
PE141013	1	60	1	2	4	 	 	 	 	 	 
PE141013	2	15	1	4	4	2	1	2	0	 	 
PE141015	1	60	1	4	4	2	2	 	0	 	 
PE141015	2	60	1	4	4	2	2	 	0	 	 
PE141016	1	380	1	4	4	2	1	2	1	1	2
PE141017	1	150	1	4	4	1	3	4	1	3	4
PE141017	2	120	1	4	8	1	1	2	1	1	2
PE141018	1	40	1	4	4	0	 	 	0	 	 
PE141018	2	120	1	4	8	1	1	2	1	1	2
PE141019	1	120	1	4	4	1	1	2	1	1	2
PE141020	1	200	1	4	4	1	1	2	1	1	2
PE141021	1	50	1	2	4	 	 	 	 	 	 
PE141022	1	50	1	2	4	 	 	 	 	 	 
PE141023	1	42	1	4	4	0	 	 	1	1	2
PE141024	1	70	1	4	4	1	2	 	1	2	 
PE141025	1	60	1	2	4	 	 	 	 	 	 
PE141026	1	160	1	4	4	4	1	2	1	1	2
PE141026	2	20	1	2	4	 	 	 	 	 	 
PE141027	1	1000	1	6	4	1	1	2	0	 	 
PE141027	2	40	1	2	4	 	 	 	 	 	 
PE141028	1	150	1	4	4	2	1	2	0	 	 
PE141028	2	120	1	4	4	2	1	2	0	 	 
PE141029	1	200	1	4	4	2	3	4	0	 	 
PE141030	1	50	1	2	4	 	 	 	 	 	 
PE141030	2	100	1	4	8	1	1	2	1	1	2
PE141031	1	160	1	4	4	4	5	 	1	5	 
PE141032	1	20	1	1	4	 	 	 	 	 	 
PE141033	1	300	1	4	4	2	2	3	1	2	3
PE141034	1	90	1	2	4	 	 	 	 	 	 
PE141035	1	45	1	4	4	1	1	2	0	 	 
PE141036	1	250	1	2	4	 	 	 	 	 	 
PE141036	2	4	1	1	4	 	 	 	 	 	 
PE141037	1	40	1	2	4	 	 	 	 	 	 
PE141038	1	200	1	4	4	1	3	4	1	3	4
PE141039	1	150	1	4	4	1	1	2	1	1	2
PE141040	1	15	1	1	4	 	 	 	 	 	 
PE141041	1	300	1	4	4	1	2	3	1	2	3
PE141041	2	20	1	4	4	4	3	 	0	 	 
PE141042	1	140	1	4	4	1	3	 	1	3	 
PE141042	2	100	1	4	6	1	3	 	1	3	 
PE141042	3	120	1	4	8	1	1	2	1	1	2
PE141044	1	180	1	4	4	1	16	 	1	16	 
PE141046	1	54	1	2	4	 	 	 	 	 	 
PE141047	1	60	1	4	4	0	 	 	0	 	 
PE141047	2	160	1	4	8	1	1	2	1	1	2
PE141048	1	15	1	1	4	 	 	 	 	 	 
PE141049	1	80	1	2	4	 	 	 	 	 	 
PE141050	1	180	1	4	4	1	4	 	1	4	 
PE141051	1	100	1	4	4	0	 	 	1	1	2
PE141052	1	120	1	2	4	 	 	 	 	 	 
PE141053	1	90	1	4	4	2	1	2	1	1	2
PE141054	1	110	1	2	4	 	 	 	 	 	 
PE141055	1	50	1	4	4	0	 	 	0	 	 
PE141056	1	20	1	1	4	 	 	 	 	 	 
PE141057	1	72	1	1	4	 	 	 	 	 	 
PE141058	1	250	1	4	4	4	80	 	1	80	 
PE141058	2	250	1	4	8	4	6	 	1	6	 
PE141059	1	18	1	2	4	 	 	 	 	 	 
PE141060	1	200	1	2	4	 	 	 	 	 	 
PE141060	2	162	1	4	8	4	1	 	1	1	 
PE141061	1	250	1	4	4	0	 	 	1	1	2
PE141063	1	120	1	2	4	 	 	 	 	 	 
PE141064	1	62	1	4	4	1	1	2	0	 	 
PE141065	1	100	1	4	4	1	1	2	1	1	2
PE141065	2	100	1	4	8	1	1	2	1	1	2
PE141066	1	30	1	1	4	 	 	 	 	 	 
PE141067	1	90	1	2	4	 	 	 	 	 	 
PE141068	1	50	1	2	4	 	 	 	 	 	 
PE141069	1	250	1	2	4	4	4	5	0	 	 
PE141070	1	20	1	2	4	 	 	 	 	 	 
PE141071	1	100	1	4	4	0	 	 	1	2	 
PE141071	2	100	1	4	8	1	2	 	1	2	 
PE141072	1	90	1	4	4	1	7	 	1	7	 
PE141073	1	57.5	1	4	4	2	1	2	1	1	2
PE141073	2	90	1	4	4	2	1	2	1	1	2
PE141073	3	29	1	4	4	2	1	2	1	1	2
PE141074	1	100	1	4	4	1	2	 	1	2	 
PE141075	1	75	1	4	4	0	 	 	1	1	 
PE141076	1	100	1	2	4	 	 	 	 	 	 
PE141076	2	40	1	4	8	0	 	 	0	 	 
PE141077	1	90	1	2	4	 	 	 	 	 	 
PE141078	1	250	1	4	4	1	5	 	1	5	 
PE141079	1	90	1	1	4	 	 	 	 	 	 
PE141079	2	970	1	4	15	2	6	 	0	 	 
PE141080	1	50	1	1	4	 	 	 	 	 	 
PE141081	1	48	1	4	4	4	2	 	1	2	 
PE141082	1	100	1	2	4	 	 	 	 	 	 
PE141082	2	100	1	4	4	1	1	 	1	1	 
PE141083	1	220	1	4	4	2	1	2	1	1	 
PE141084	1	30	1	2	4	 	 	 	 	 	 
PE141085	1	100	1	4	4	4	1	2	0	 	 
PE141085	2	6	4	4	1	1	2	 	0	 	 
PE141086	1	50	1	4	4	0	 	 	0	 	 
PE141087	1	120	1	4	4	2	4	 	0	 	 
PE141087	2	200	1	4	4	2	1	2	0	 	 
PE141088	1	80	1	2	4	 	 	 	 	 	 
PE141089	1	119.199996948242	1	4	4	4	3	 	1	3	 
PE141089	2	1	2	4	15	4	3	 	1	3	 
PE141090	1	60	1	2	4	 	 	 	 	 	 
PE141091	1	250	1	4	4	4	3	 	1	3	 
PE141092	1	70	1	4	4	0	 	 	0	 	 
PE141093	1	250	1	4	4	1	3	4	1	3	4
PE141093	2	118	1	4	4	1	1	2	1	1	2
PE141093	3	20	1	1	4	 	 	 	 	 	 
PE141094	1	126	1	4	4	1	1	2	1	1	2
PE141094	2	2	2	4	1	2	1	2	1	1	2
PE141094	3	1	2	3	1	 	 	 	 	 	 
PE141094	4	3	2	3	10	 	 	 	 	 	 
PE141094	5	2500	1	3	1	 	 	 	 	 	 
PE141095	1	110	1	2	4	 	 	 	 	 	 
PE141096	1	98	1	4	4	4	1	2	1	1	2
PE141097	1	80	1	2	4	 	 	 	 	 	 
PE141098	1	126	1	4	4	1	1	2	1	1	2
PE141099	1	500	1	4	4	1	17	 	1	17	 
PE141099	2	3000	1	4	6	1	17	 	1	17	 
PE141099	3	1	2	1	1	 	 	 	 	 	 
PE141100	1	300	1	4	4	1	3	 	1	3	 
PE141101	1	200	1	4	4	1	4	 	1	4	 
PE141102	1	60	1	2	4	 	 	 	 	 	 
PE141103	1	30	1	4	4	3	1	 	0	 	 
PE141104	1	40	1	4	4	0	 	 	0	 	 
PE151001	1	300	1	4	4	0	 	 	1	1	2
PE151001	2	25000	1	4	1	0	 	 	1	1	2
PE151001	3	20000	1	4	1	0	 	 	1	1	2
PE151002	1	12	1	2	4	 	 	 	 	 	 
PE151003	1	100	1	4	4	1	2	 	1	2	 
PE151003	2	3	2	4	1	1	2	 	1	2	 
PE151004	1	60	1	4	4	1	1	 	1	1	2
PE151004	2	150	1	4	5	1	1	 	1	1	2
PE151005	1	70	1	4	4	0	 	 	0	 	 
PE151005	2	3	2	4	1	0	 	 	0	 	 
PE151006	1	48	1	4	4	0	 	 	1	1	2
PE151006	2	1	2	4	1	4	1	2	0	 	 
PE151007	1	150	1	4	4	1	1	2	1	1	2
PE151008	1	170	1	4	4	0	 	 	0	 	 
PE151009	1	120	1	4	4	0	 	 	1	1	 
PE151009	2	1	2	4	1	0	 	 	1	1	 
PE151010	1	140	1	2	4	 	 	 	 	 	 
PE151010	2	200	1	4	1	4	1	 	0	 	 
PE151011	1	200	1	1	4	 	 	 	 	 	 
PE151011	2	15	2	7	1	 	 	 	 	 	 
PE151011	3	1	6	1	1	 	 	 	 	 	 
PE151012	1	300	1	4	4	1	1	2	1	1	2
PE151012	2	1.5	6	4	1	1	1	2	1	1	2
PE151013	1	80	1	1	4	 	 	 	 	 	 
PE151014	1	170	1	4	4	0	 	 	0	 	 
PE151014	2	20	6	4	1	0	 	 	0	 	 
PE151015	1	80	1	4	4	1	1	2	1	1	2
PE151015	2	320	1	4	3	1	1	2	1	1	2
PE151016	1	10	1	2	4	 	 	 	 	 	 
PE151016	2	3	6	4	1	1	1	2	1	1	2
PE151017	1	200	1	4	4	1	3	 	1	3	 
PE151018	1	90	1	4	4	1	1	 	1	1	 
PE151018	2	2500	1	2	1	 	 	 	 	 	 
PE151019	1	200	1	4	4	1	80	 	1	80	 
PE151019	2	6	6	4	1	1	80	 	1	80	 
PE151020	1	200	1	4	4	1	1	2	1	1	2
PE151020	2	2	6	1	1	 	 	 	 	 	 
PE151021	1	100	1	2	4	 	 	 	 	 	 
PE151021	2	500	1	2	3	 	 	 	 	 	 
PE151021	3	500	1	2	1	 	 	 	 	 	 
PE151022	1	150	1	5	4	 	 	 	 	 	 
PE151023	1	30	1	4	4	4	1	2	1	1	2
PE151023	2	3	6	4	8	4	1	2	1	1	2
PE151023	3	2	6	4	11	2	1	2	1	1	2
PE151024	1	100	1	4	4	1	1	 	1	1	 
PE151024	2	3	6	5	1	 	 	 	 	 	 
PE151025	1	362	1	4	4	4	1	2	1	1	2
PE151026	1	200	1	4	4	1	1	2	1	1	2
PE151026	2	2	6	4	1	1	1	2	1	1	2
PE151027	1	15	1	2	4	 	 	 	 	 	 
PE151028	1	27	1	4	4	0	 	 	0	 	 
PE151028	2	5	1	4	1	0	 	 	0	 	 
PE151029	1	20	1	4	4	0	 	 	0	 	 
PE151029	2	5	2	4	1	0	 	 	0	 	 
PE151030	1	300	1	5	4	 	 	 	 	 	 
PE151030	2	15000	1	5	1	 	 	 	 	 	 
PE151031	1	160	1	4	4	1	3	 	1	3	 
PE151031	2	1.5	6	4	1	1	3	 	1	3	 
