childid	cropid	crop	qntharv
PE181066	1	44	30
PE181066	2	55	30
PE181066	3	101	30
PE181067	1	89	11
PE181067	2	108	28
PE181067	3	4	240
PE181067	4	44	200
PE181067	5	55	8
PE181067	6	86	1
PE181067	7	5	1
PE181067	8	96	2
PE181068	1	44	20
PE181068	2	55	50
PE181068	3	75	3
PE181068	4	5	3
PE181068	5	101	3
PE181068	6	87	4
PE181068	7	99	4
PE181068	8	88	3
PE181069	1	44	4
PE181069	2	55	8
PE181069	3	5	4
PE181069	4	75	.5
PE181069	5	101	3
PE181071	1	44	10
PE181071	2	55	30
PE181071	3	86	5
PE181071	4	101	2
PE181071	5	5	2
PE181071	6	87	1
PE181072	1	44	15
PE181072	2	55	40
PE181072	3	99	5
PE181072	4	87	1
PE181072	5	75	5
PE181072	6	5	5
PE181072	7	86	8
PE181073	1	55	30
PE181073	2	44	7
PE181073	3	5	2
PE181073	4	75	50
PE181073	5	96	1
PE181073	6	86	2
PE181073	7	99	1
PE181074	1	55	20
PE181074	2	44	4
PE181074	3	101	4
PE181074	4	87	1
PE181074	5	75	2
PE181074	6	50	2
PE181074	7	12	2
PE181075	1	44	120
PE181075	2	5	200
PE181075	3	75	300
PE181075	4	99	200
PE181075	5	101	400
PE181075	6	87	50
PE181075	7	86	240
PE181075	8	96	120
PE181076	1	5	15
PE181076	2	86	20
PE181076	3	44	10
PE181076	4	101	3
PE181076	5	75	5
PE181077	1	55	20
PE181077	2	44	3
PE181077	3	101	3
PE181077	4	83	16
PE181078	1	44	2
PE181078	2	55	2
PE181079	1	75	20
PE181079	2	5	15
PE181079	3	101	1
PE181079	4	87	6
PE181079	5	44	5
PE181079	6	55	6
PE181080	1	55	3000
PE181080	2	44	250
PE181080	3	75	100
PE181080	4	5	400
PE181080	5	82	30
PE181080	6	87	20
PE181080	7	96	400
PE181081	1	55	2
PE181082	1	101	160
PE181082	2	44	96
PE181082	3	55	2300
PE181082	4	5	240
PE181082	5	75	80
PE181082	6	96	640
PE181082	7	86	240
PE181083	1	44	5
PE181083	2	99	1
PE181083	3	55	4
PE181083	4	87	3
PE181083	5	96	6
PE181083	6	86	2
PE181084	1	55	100
PE181084	2	44	15
PE181084	3	5	10
PE181084	4	75	8
PE181084	5	95	4
PE181084	6	96	4
PE181084	7	87	1
PE181086	1	55	5
PE181086	2	44	5
PE181086	3	99	4
PE181086	4	101	50
PE181086	5	86	1
PE181086	6	95	1
PE181086	7	96	1
PE181087	1	55	2500
PE181087	2	44	360
PE181087	3	5	320
PE181087	4	101	57.5
PE181087	5	86	240
PE181087	6	87	23
PE181087	7	99	11.5
PE181088	1	55	10
PE181088	2	44	5
PE181088	3	75	2
PE181088	4	5	3
PE181089	1	44	360
PE181089	2	75	60
PE181089	3	87	25
PE181089	4	5	24
PE181090	1	55	100
PE181090	2	44	10
PE181090	3	101	3
PE181090	4	99	3
PE181090	5	75	3
PE181090	6	5	3
PE181090	7	87	50
PE181091	1	55	60
PE181091	2	44	8
PE181091	3	101	6
PE181091	4	5	20
PE181091	5	75	3
PE181091	6	87	1
PE181091	7	86	6
PE181092	1	55	20
PE181092	2	44	10
PE181092	3	5	3
PE181092	4	101	3
PE181092	5	86	3
PE181092	6	96	20
PE181092	7	75	1
PE181092	8	99	.5
PE181093	1	101	12
PE181093	2	55	50
PE181093	3	44	3
PE181093	4	99	1.5
PE181093	5	75	2
PE181093	6	87	3
PE181093	7	50	3
PE181094	1	55	100
PE181094	2	101	3
PE181094	3	87	2
PE181094	4	5	2
PE181094	5	44	2
PE181094	6	86	5
PE181094	7	96	8
PE181094	8	82	3
PE181095	1	55	30
PE181095	2	5	20
PE181095	3	44	5
PE181095	4	96	5
PE181095	5	99	1
PE181095	6	101	2
PE181096	1	44	4
PE181096	2	55	30
PE181096	3	96	3
PE181096	4	95	1
PE181096	5	101	2
PE181096	6	75	4
PE181096	7	99	1
PE181096	8	86	1
PE181097	1	101	3
PE181097	2	44	10
PE181097	3	55	20
PE181097	4	99	2
PE181097	5	86	5
PE181097	6	96	5
PE181097	7	87	3
PE181098	1	55	40
PE181098	2	87	2
PE181098	3	101	3
PE181098	4	99	3
PE181098	5	96	10
PE181098	6	89	12
PE181098	7	82	1
PE181099	1	55	15
PE181099	2	44	6
PE181099	3	101	10
PE181099	4	75	2
PE181099	5	5	5
PE181099	6	87	1
PE181100	1	44	2
PE181100	2	55	2
PE181100	3	5	2
PE181100	4	75	2
PE181100	5	101	5
PE181100	6	87	4
PE181100	7	86	3
PE181101	1	99	120
PE181101	2	86	560
PE181101	3	101	80
PE181101	4	75	120
PE181101	5	55	1440
PE181101	6	44	300
PE181101	7	96	240
PE181102	1	55	250
PE181102	2	44	8
PE181102	3	87	2
PE181102	4	5	8
PE181102	5	101	6
PE181102	6	99	1
PE181102	7	75	2.5
PE181103	1	44	10
PE181103	2	96	10
PE181103	3	55	3
PE181103	4	5	2
PE181103	5	87	2.5
PE181103	6	86	2
PE181103	7	101	1
PE181104	1	44	6
PE181104	2	101	3
PE181104	3	75	3
PE181104	4	5	3
PE181104	5	87	2
PE181104	6	55	12
PE181104	7	86	6
PE181105	1	44	2
PE181105	2	55	3
PE181105	3	5	1
PE191013	1	75	7000
PE191013	2	53	9000
PE191013	3	44	1125
PE191018	1	3	70
PE191018	2	92	5
PE191018	3	108	50
PE191029	1	53	24000
PE191029	2	89	3500
PE191032	1	53	18460
PE191032	2	89	1800
PE191057	1	53	25000
PE191058	1	53	8700
PE191060	1	89	250
PE191065	1	89	2000
PE191065	2	53	12000
PE191072	1	89	600
PE191072	2	53	12000
PE191073	1	53	4500
PE191073	2	89	600
PE191076	1	55	80
PE191076	2	53	28000
PE191084	1	89	1000
PE191084	2	53	16000
PE191088	1	89	11
PE191088	2	53	30
PE191089	1	89	600
PE191089	2	53	3000
PE191096	1	53	6000
PE201004	1	55	1
PE201008	1	55	300
PE201008	2	87	100
PE201008	3	81	100
PE201008	4	101	100
PE201008	5	99	100
PE201011	1	55	150
PE201011	2	101	50
PE201011	3	87	10
PE201012	1	55	80
PE201012	2	101	20
PE201012	3	87	20
PE201012	4	96	60
PE201012	5	99	10
PE201012	6	5	30
PE201013	1	55	360
PE201013	2	101	50
PE201018	1	55	30
PE201018	2	5	16
PE201018	3	101	10
PE201018	4	99	5
PE201018	5	86	4
PE201018	6	95	5
PE201023	1	55	200
PE201023	2	101	300
PE201026	1	55	100
PE201030	1	5	30
PE201030	2	55	150
PE201042	1	17	400
PE201042	2	108	300
PE201042	3	51	4000
PE201042	4	108	4000
PE201042	5	93	20
PE201042	6	3	1000
PE201042	7	55	200
PE201042	8	44	50
PE201043	1	17	1400
PE201043	2	4	10
PE201043	3	108	240
PE201045	1	55	1000
PE201045	2	101	300
PE201045	3	5	100
PE201045	4	96	100
PE201045	5	86	80
PE201045	6	87	50
PE201057	1	5	400
PE201057	2	55	10600
PE201057	3	101	690
PE201057	4	49	50
PE201057	5	87	150
PE201060	1	53	100
PE201060	2	55	98
PE201066	1	84	2
PE201066	2	83	4
PE201066	3	84	4
PE201066	4	101	200
PE201066	5	87	80
PE201066	6	55	500
PE201069	1	55	500
PE201069	2	96	50
PE201078	1	87	180
PE201078	2	81	160
PE201080	1	5	140
PE201080	2	55	320
PE201080	3	87	60
PE201080	4	101	60
PE201083	1	17	1080
PE201083	2	3	400
PE201083	3	108	700
PE201083	4	4	300
PE201083	5	51	400
PE201083	6	89	20
PE201090	1	17	20
PE201097	1	55	2
PE201097	2	101	3
PE201097	3	5	3
PE201099	1	55	20
PE201099	2	101	2
PE201099	3	44	4
PE201099	4	87	1
PE201099	5	5	2
PE201102	1	55	2
PE201102	2	5	1
PE201102	3	101	1
PE201102	4	87	.5
