childid	orgid	orgcode	orgyrs	orgmths
PE111017	1	6	9	0
PE111018	1	6	5	0
PE111019	1	11	1	0
PE111020	1	6	6	0
PE111021	1	6	3	0
PE111022	1	6	0	6
PE111023	1	6	9	0
PE111024	1	6	10	0
PE111025	1	13	0	7
PE111027	1	6	0	3
PE111028	1	6	8	0
PE111030	1	6	5	0
PE111035	1	6	10	0
PE111036	1	6	6	0
PE111037	1	6	7	0
PE111038	1	6	4	0
PE111039	1	6	4	0
PE111044	1	6	0	5
PE111045	1	6	12	0
PE111045	2	11	10	0
PE111045	3	12	7	0
PE111046	1	6	10	6
PE111048	1	6	4	2
PE111049	1	6	14	0
PE111049	2	11	14	0
PE111049	3	12	6	0
PE111050	1	6	5	0
PE111050	2	5	0	2
PE111052	1	6	5	0
PE111052	2	11	6	0
PE111052	3	12	0	6
PE111054	1	6	5	0
PE111054	2	5	0	6
PE111056	1	6	3	0
PE111056	2	5	0	6
PE111057	1	13	0	7
PE111057	2	6	2	7
PE111057	3	12	0	7
PE111058	1	12	0	8
PE111059	1	12	2	8
PE111059	2	6	4	0
PE111061	1	6	3	0
PE111063	1	6	0	2
PE111063	2	5	0	4
PE111063	3	12	2	0
PE111064	1	6	18	0
PE111064	2	12	2	0
PE111065	1	6	4	0
PE111066	1	6	2	0
PE111068	1	6	5	0
PE111068	2	13	0	8
PE111069	1	6	5	0
PE111069	2	5	0	6
PE111069	3	5	0	0
PE111071	1	13	5	0
PE111074	1	6	8	0
PE111076	1	6	8	0
PE111076	2	11	2	7
PE111076	3	12	0	7
PE111077	1	6	5	0
PE111077	2	13	2	6
PE111079	1	6	2	0
PE111079	2	12	0	7
PE111080	1	6	3	0
PE111080	2	12	0	8
PE111081	1	6	5	0
PE111081	2	12	2	0
PE111082	1	6	1	0
PE111083	1	6	0	8
PE111084	1	6	5	0
PE111085	1	6	10	0
PE111086	1	6	2	0
PE111086	2	13	3	0
PE111089	1	6	2	11
PE111089	2	11	3	0
PE111091	1	6	8	0
PE111092	1	6	10	6
PE111092	2	5	1	6
PE111092	3	13	10	6
PE111093	1	6	4	0
PE111093	2	13	10	0
PE111094	1	11	3	0
PE111094	2	12	2	0
PE111094	3	6	0	2
PE111095	1	6	7	9
PE111096	1	6	6	0
PE111097	1	6	6	0
PE111097	2	12	0	7
PE111098	1	11	2	8
PE111098	2	6	1	8
PE111099	1	6	5	0
PE111099	2	11	6	0
PE111100	1	6	4	6
PE111100	2	13	1	0
PE111101	1	6	5	0
PE111101	2	13	0	8
PE111102	1	6	1	0
PE121004	1	6	5	0
PE121007	1	6	0	6
PE121008	1	6	5	0
PE121008	2	13	5	0
PE121009	1	6	3	0
PE121011	1	6	6	0
PE121012	1	6	9	6
PE121012	2	10	2	0
PE121013	1	6	3	0
PE121016	1	6	16	0
PE121017	1	6	2	0
PE121018	1	6	0	9
PE121019	1	11	2	0
PE121020	1	6	15	0
PE121022	1	6	2	0
PE121024	1	6	0	5
PE121024	2	11	5	0
PE121026	1	6	5	0
PE121029	1	6	10	0
PE121029	2	11	4	0
PE121030	1	12	0	6
PE121032	1	6	3	3
PE121035	1	6	7	0
PE121036	1	6	5	0
PE121037	1	11	0	1
PE121038	1	13	3	0
PE121039	1	6	0	7
PE121040	1	6	4	0
PE121040	2	11	2	0
PE121041	1	6	1	0
PE121043	1	6	4	0
PE121044	1	6	3	0
PE121047	1	6	4	0
PE121048	1	6	5	9
PE121050	1	11	0	1
PE121050	2	12	0	3
PE121051	1	6	6	0
PE121053	1	8	0	5
PE121054	1	11	4	0
PE121055	1	10	1	0
PE121059	1	11	6	0
PE121062	1	12	1	0
PE121063	1	6	4	0
PE121063	2	5	0	2
PE121064	1	13	5	0
PE121065	1	6	2	0
PE121066	1	13	1	2
PE121067	1	6	7	0
PE121067	2	13	7	0
PE121073	1	6	5	0
PE121073	2	12	1	0
PE121073	3	10	1	0
PE121073	4	10	1	0
PE121073	5	10	1	0
PE121074	1	6	5	5
PE121076	1	6	1	0
PE121077	1	11	0	2
PE121078	1	6	1	0
PE121078	2	13	2	0
PE121080	1	11	0	1
PE121081	1	6	0	4
PE121083	1	6	10	0
PE121083	2	13	10	0
PE121084	1	6	6	0
PE121085	1	6	3	0
PE121090	1	6	18	0
PE121091	1	6	11	0
PE121091	2	11	6	0
PE121094	1	6	7	0
PE121098	1	6	7	0
PE121098	2	5	8	0
PE121099	1	6	5	9
PE121101	1	6	2	0
PE121101	2	5	4	0
PE131001	1	13	0	0
PE131003	1	6	4	0
PE131007	1	13	4	0
PE131010	1	13	0	0
PE131019	1	6	2	0
PE131020	1	6	5	0
PE131020	2	5	0	3
PE131021	1	6	5	0
PE131022	1	6	4	0
PE131023	1	6	0	1
PE131026	1	6	2	0
PE131028	1	6	7	0
PE131029	1	13	0	2
PE131030	1	11	0	3
PE131031	1	6	0	2
PE131032	1	6	1	0
PE131034	1	6	0	11
PE131035	1	6	2	2
PE131043	1	6	15	0
PE131055	1	6	3	0
PE131055	2	8	3	0
PE131055	3	11	2	0
PE131065	1	13	2	0
PE131066	1	13	0	3
PE131069	1	13	6	0
PE131070	1	11	0	2
PE131071	1	6	15	0
PE131071	2	13	0	1
PE131072	1	6	8	0
PE131075	1	6	3	0
PE131075	2	13	0	2
PE131076	1	6	19	0
PE131080	1	6	3	0
PE131082	1	6	5	0
PE131082	2	13	0	1
PE131086	1	6	10	0
PE131088	1	6	1	0
PE131089	1	11	0	1
PE131090	1	13	9	0
PE131091	1	6	1	0
PE131091	2	8	3	0
PE131093	1	6	3	0
PE131094	1	6	16	1
PE131095	1	6	2	0
PE131097	1	6	7	0
PE131101	1	6	0	0
PE131102	1	6	15	0
PE141001	1	6	4	0
PE141002	1	6	5	0
PE141003	1	6	1	0
PE141003	2	10	0	8
PE141005	1	6	13	0
PE141006	1	6	1	0
PE141007	1	6	4	0
PE141007	2	10	1	0
PE141008	1	6	4	0
PE141008	2	10	1	0
PE141009	1	6	2	0
PE141011	1	6	8	0
PE141013	1	6	13	0
PE141013	2	10	3	0
PE141016	1	6	10	0
PE141017	1	6	5	0
PE141019	1	6	5	0
PE141019	2	13	0	2
PE141020	1	6	6	0
PE141022	1	6	5	0
PE141023	1	6	5	5
PE141025	1	6	5	0
PE141026	1	6	8	0
PE141026	2	13	5	0
PE141026	3	10	2	0
PE141027	1	6	12	0
PE141029	1	6	2	0
PE141030	1	6	18	0
PE141030	2	13	10	0
PE141032	1	6	5	0
PE141033	1	6	5	0
PE141034	1	6	5	0
PE141035	1	6	10	0
PE141037	1	6	7	0
PE141038	1	6	9	0
PE141039	1	6	6	0
PE141041	1	6	5	0
PE141044	1	6	7	0
PE141044	2	13	1	0
PE141046	1	6	6	0
PE141050	1	6	2	0
PE141051	1	6	5	0
PE141053	1	6	4	0
PE141054	1	6	7	0
PE141055	1	6	5	0
PE141055	2	10	2	0
PE141059	1	6	2	0
PE141060	1	6	7	0
PE141061	1	6	1	4
PE141067	1	6	4	0
PE141068	1	6	4	0
PE141068	2	13	0	1
PE141069	1	6	5	0
PE141071	1	13	0	0
PE141075	1	6	9	4
PE141077	1	6	8	0
PE141077	2	13	0	1
PE141078	1	6	0	11
PE141079	1	6	5	0
PE141085	1	6	6	0
PE141086	1	6	15	0
PE141087	1	6	6	0
PE141088	1	6	7	0
PE141089	1	6	3	0
PE141091	1	6	3	0
PE141094	1	6	12	0
PE141096	1	6	8	0
PE141096	2	13	0	2
PE141097	1	6	2	0
PE141098	1	6	10	0
PE141100	1	6	8	0
PE141102	1	13	0	2
PE151001	1	6	5	7
PE151001	2	10	2	10
PE151003	1	6	4	0
PE151004	1	6	5	0
PE151006	1	13	3	0
PE151007	1	6	4	0
PE151008	1	6	1	0
PE151010	1	6	5	0
PE151010	2	12	1	5
PE151011	1	6	5	0
PE151011	2	12	2	0
PE151012	1	13	5	0
PE151014	1	6	6	0
PE151015	1	6	3	6
PE151016	1	6	6	0
PE151017	1	6	1	0
PE151018	1	6	3	0
PE151020	1	12	5	0
PE151021	1	6	1	0
PE151022	1	6	10	10
PE151022	2	12	1	6
PE151023	1	6	1	0
PE151023	2	13	1	5
PE151024	1	6	4	0
PE151024	2	12	2	0
PE151025	1	13	0	4
PE151026	1	8	2	6
PE151027	1	6	4	0
PE151027	2	13	1	0
PE151028	1	6	0	11
PE151028	2	13	2	0
PE151029	1	6	2	0
PE151030	1	6	9	6
PE151030	2	12	9	0
PE151031	1	13	4	0
PE151034	1	6	6	0
PE151036	1	13	9	0
PE151037	1	6	2	6
PE151040	1	6	7	0
PE151041	1	6	4	0
PE151043	1	6	4	10
PE151044	1	6	1	0
PE151044	2	11	5	4
PE151045	1	6	3	0
PE151046	1	6	6	0
PE151047	1	11	4	0
PE151048	1	6	15	0
PE151061	1	6	3	7
PE151061	2	12	5	0
PE151063	1	6	6	0
PE151065	1	6	3	11
PE151066	1	10	0	2
PE151066	2	6	0	4
PE151069	1	6	3	0
PE151072	1	6	15	0
PE151072	2	13	10	0
PE151073	1	13	1	0
PE151075	1	6	10	6
PE151076	1	6	7	0
PE151078	1	6	3	0
PE151078	2	13	0	8
PE151079	1	6	3	1
PE151080	1	12	1	0
PE151080	2	11	1	0
PE151081	1	6	4	9
PE151082	1	6	5	0
PE151082	2	5	0	4
PE151083	1	12	3	0
PE151086	1	12	9	0
PE151088	1	6	5	0
PE151091	1	6	2	0
PE151091	2	12	2	0
PE151094	1	6	5	0
PE151094	2	12	1	0
PE151097	1	13	3	0
PE151099	1	6	3	0
PE151100	1	12	1	0
PE151101	1	6	5	1
PE151102	1	6	3	0
PE151102	2	12	0	8
PE151104	1	6	2	0
PE151105	1	12	14	0
PE151109	1	6	5	0
PE151109	2	8	1	0
PE151110	1	10	9	0
PE151111	1	12	2	0
PE161001	1	1	0	11
PE161001	2	6	4	5
PE161002	1	13	7	5
PE161002	2	6	11	0
PE161003	1	6	12	0
PE161003	2	1	0	2
PE161004	1	6	12	0
PE161004	2	2	0	1
PE161004	3	13	0	8
PE161005	1	13	0	7
PE161006	1	2	0	4
PE161006	2	13	0	7
PE161006	3	6	4	6
PE161007	1	6	10	0
PE161007	2	13	0	9
PE161009	1	6	4	8
PE161009	2	13	0	8
PE161010	1	6	18	0
PE161011	1	6	10	0
PE161011	2	13	0	7
PE161012	1	12	6	0
PE161012	2	13	6	0
PE161012	3	6	4	0
PE161013	1	6	5	0
PE161014	1	6	4	0
PE161014	2	13	0	3
PE161015	1	6	12	0
PE161015	2	10	5	0
PE161016	1	6	10	0
PE161016	2	11	0	10
PE161017	1	13	3	10
PE161017	2	6	0	10
PE161018	1	6	1	0
PE161018	2	13	0	8
PE161019	1	6	6	0
PE161020	1	6	2	0
PE161020	2	13	2	0
PE161021	1	6	10	0
PE161021	2	8	10	0
PE161022	1	10	1	0
PE161022	2	13	2	0
PE161022	3	6	6	0
PE161023	1	6	5	0
PE161023	2	13	0	6
PE161024	1	6	10	0
PE161025	1	6	3	0
PE161025	2	13	5	0
PE161026	1	6	5	0
PE161027	1	6	9	0
PE161028	1	6	3	0
PE161028	2	13	1	0
PE161029	1	6	8	0
PE161030	1	6	3	0
PE161030	2	13	2	0
PE161030	3	8	2	0
PE161031	1	13	6	0
PE161032	1	6	5	3
PE161032	2	13	6	0
PE161033	1	6	12	0
PE161034	1	13	4	2
PE161034	2	6	4	8
PE161035	1	6	5	3
PE161036	1	6	21	0
PE161036	2	8	3	0
PE161037	1	6	4	4
PE161038	1	6	2	0
PE161039	1	10	0	4
PE161039	2	6	8	0
PE161039	3	1	0	4
PE161040	1	6	5	0
PE161040	2	10	5	0
PE161041	1	13	7	0
PE161042	1	6	2	0
PE161042	2	8	2	0
PE161043	1	6	3	0
PE161043	2	13	3	0
PE161045	1	2	2	10
PE161045	2	6	4	8
PE161046	1	6	1	0
PE161046	2	13	3	0
PE161047	1	6	10	0
PE161047	2	13	7	0
PE161048	1	6	2	0
PE161048	2	13	2	0
PE161049	1	12	0	8
PE161050	1	6	6	10
PE161050	2	13	7	0
PE161051	1	13	1	6
PE161051	2	6	7	0
PE161051	3	10	0	3
PE161052	1	6	8	0
PE161052	2	13	6	0
PE161052	3	10	1	0
PE161053	1	2	2	0
PE161053	2	10	1	0
PE161053	3	6	6	0
PE161053	4	13	2	0
PE161053	5	1	5	0
PE161054	1	6	8	0
PE161054	2	13	2	0
PE161055	1	6	4	10
PE161055	2	13	8	0
PE161056	1	6	4	0
PE161056	2	13	3	0
PE161057	1	13	7	0
PE161057	2	6	0	1
PE161057	3	10	2	0
PE161058	1	6	4	0
PE161058	2	13	2	0
PE161059	1	6	10	0
PE161059	2	13	8	0
PE161060	1	13	0	7
PE161061	1	6	12	0
PE161061	2	11	15	0
PE161062	1	6	5	0
PE161062	2	1	1	0
PE161063	1	6	1	0
PE161063	2	5	2	0
PE161064	1	6	15	0
PE161064	2	11	6	0
PE161066	1	13	0	8
PE161066	2	6	6	0
PE161067	1	6	1	0
PE161067	2	5	4	0
PE161068	1	6	5	0
PE161068	2	13	2	0
PE161069	1	6	4	0
PE161070	1	6	0	5
PE161071	1	6	14	0
PE161071	2	2	6	0
PE161072	1	6	5	0
PE161072	2	13	5	6
PE161073	1	6	10	0
PE161073	2	13	0	9
PE161074	1	6	3	2
PE161074	2	13	2	0
PE161075	1	6	18	0
PE161075	2	13	12	0
PE161076	1	6	4	10
PE161077	1	6	3	8
PE161077	2	13	0	9
PE161078	1	13	10	0
PE161079	1	6	2	0
PE161079	2	13	0	7
PE161080	1	6	2	0
PE161081	1	6	4	0
PE161082	1	6	5	0
PE161082	2	13	0	8
PE161083	1	6	10	0
PE161084	1	6	7	0
PE161085	1	6	2	0
PE161087	1	6	2	0
PE161087	2	13	6	0
PE161088	1	13	0	11
PE161089	1	6	8	0
PE161089	2	13	2	0
PE161090	1	6	5	0
PE161091	1	6	11	0
PE161091	2	13	10	0
PE161092	1	6	2	0
PE161093	1	6	16	0
PE161093	2	13	11	0
PE161094	1	6	3	0
PE161095	1	6	2	0
PE161095	2	13	4	0
PE161096	1	13	9	0
PE161097	1	13	0	 
PE161098	1	13	4	0
PE161099	1	13	5	0
PE161099	2	6	2	0
PE161100	1	6	3	0
PE161100	2	13	4	0
PE161101	1	6	2	0
PE161102	1	6	4	8
PE161103	1	13	3	0
PE161103	2	6	5	0
PE161104	1	6	4	0
PE161104	2	5	2	0
PE161105	1	6	14	0
PE161106	1	6	2	0
PE161107	1	6	8	0
PE161108	1	6	13	0
PE171001	1	6	4	10
PE171001	2	13	1	10
PE171002	1	6	4	0
PE171002	2	13	0	3
PE171003	1	6	7	1
PE171003	2	13	2	0
PE171004	1	6	12	0
PE171004	2	13	3	0
PE171005	1	13	3	0
PE171007	1	6	5	0
PE171007	2	13	10	0
PE171008	1	6	5	0
PE171008	2	13	2	0
PE171010	1	6	5	0
PE171010	2	13	3	0
PE171011	1	6	11	0
PE171011	2	13	9	0
PE171013	1	6	2	0
PE171013	2	13	2	0
PE171014	1	6	14	0
PE171014	2	13	8	0
PE171015	1	6	7	0
PE171015	2	13	2	0
PE171016	1	6	5	0
PE171017	1	6	5	0
PE171017	2	13	3	0
PE171018	1	6	15	0
PE171018	2	13	1	0
PE171019	1	6	4	0
PE171019	2	13	10	0
PE171020	1	6	3	0
PE171020	2	13	3	0
PE171022	1	6	5	0
PE171022	2	13	3	0
PE171023	1	6	6	1
PE171023	2	13	2	1
PE171025	1	6	5	0
PE171025	2	13	5	0
PE171026	1	6	15	0
PE171026	2	13	5	0
PE171027	1	6	4	0
PE171027	2	13	3	0
PE171028	1	6	5	0
PE171028	2	13	8	0
PE171030	1	6	3	0
PE171030	2	13	5	0
PE171031	1	6	3	0
PE171031	2	13	0	7
PE171032	1	6	9	0
PE171032	2	13	4	0
PE171033	1	6	6	1
PE171033	2	13	2	0
PE171033	3	5	6	0
PE171034	1	13	6	0
PE171035	1	6	5	0
PE171035	2	13	6	0
PE171036	1	6	8	0
PE171036	3	13	4	0
PE171038	1	6	5	0
PE171038	2	13	5	0
PE171039	1	6	11	6
PE171039	2	13	6	0
PE171039	3	5	8	6
PE171040	1	5	0	3
PE171040	2	13	0	9
PE171041	1	6	20	0
PE171041	2	13	17	0
PE171042	1	6	21	0
PE171042	2	13	20	0
PE171043	1	6	5	0
PE171043	2	13	2	0
PE171044	1	6	12	0
PE171044	2	13	2	0
PE171045	1	6	10	0
PE171045	2	13	5	0
PE171046	1	6	5	1
PE171046	2	13	2	0
PE171046	3	5	0	5
PE171047	1	6	5	0
PE171047	2	13	2	0
PE171049	1	6	6	1
PE171049	2	13	2	0
PE171050	1	6	5	0
PE171050	2	13	3	0
PE171051	1	6	6	0
PE171051	2	13	4	0
PE171052	1	6	2	0
PE171052	2	13	1	0
PE171053	1	6	5	0
PE171053	2	13	2	0
PE171054	1	6	10	1
PE171054	2	13	5	0
PE171055	1	6	4	0
PE171055	2	13	4	0
PE171056	1	6	5	0
PE171056	2	13	5	0
PE171058	1	6	20	0
PE171058	2	13	25	0
PE171059	1	6	8	0
PE171059	2	13	5	0
PE171060	1	6	10	0
PE171060	2	13	8	0
PE171061	1	6	11	0
PE171061	2	13	10	0
PE171062	1	6	4	0
PE171062	2	13	2	0
PE171064	1	6	8	0
PE171064	2	13	2	0
PE171064	3	5	3	0
PE171065	1	6	10	0
PE171065	2	13	4	0
PE171066	1	6	8	0
PE171066	2	5	8	0
PE171066	3	13	3	0
PE171067	1	6	4	0
PE171068	1	6	12	0
PE171068	2	5	8	0
PE171068	3	13	12	0
PE171069	1	6	3	0
PE171069	2	13	2	0
PE171069	3	5	3	0
PE171070	1	6	11	0
PE171070	2	13	5	0
PE171071	1	6	6	0
PE171071	2	5	9	0
PE171071	3	13	3	0
PE171072	1	6	4	1
PE171072	2	5	2	6
PE171072	3	8	5	0
PE171073	1	6	5	1
PE171073	2	13	5	1
PE171074	1	6	10	1
PE171074	2	13	3	0
PE171074	3	5	2	1
PE171075	1	6	5	0
PE171075	2	13	3	0
PE171075	3	5	4	0
PE171076	1	6	14	0
PE171076	2	13	10	0
PE171077	1	6	10	1
PE171077	2	13	2	0
PE171078	1	6	3	0
PE171078	2	13	2	0
PE171079	1	6	6	0
PE171079	2	13	10	0
PE171081	1	13	2	0
PE171082	1	6	19	0
PE171082	2	13	10	0
PE171083	1	6	5	0
PE171083	2	13	3	0
PE171084	1	6	7	0
PE171084	2	13	3	0
PE171085	1	6	7	0
PE171085	2	13	3	0
PE171086	1	6	8	0
PE171086	2	13	2	0
PE171087	1	6	9	0
PE171088	1	6	18	0
PE171088	2	13	5	0
PE171089	1	13	2	0
PE171089	2	6	4	9
PE171091	1	6	10	0
PE171091	2	13	6	0
PE171092	1	6	11	0
PE171092	2	13	9	0
PE171093	1	6	7	0
PE171093	2	13	2	0
PE171094	1	6	5	0
PE171094	2	13	2	0
PE171096	1	6	7	0
PE171096	2	13	5	0
PE171098	1	5	17	0
PE171098	2	6	18	0
PE171098	3	13	18	0
PE171098	4	8	18	0
PE171099	1	6	16	0
PE171099	2	8	12	0
PE171099	3	13	10	0
PE171100	1	6	16	0
PE171100	2	13	10	0
PE171101	1	6	6	0
PE171101	2	13	6	0
PE171102	1	13	8	0
PE171103	1	6	8	0
PE171103	2	5	8	0
PE171103	3	13	2	0
PE171104	1	6	5	0
PE171104	2	13	20	0
PE171105	1	6	16	0
PE171105	2	13	2	0
PE171106	1	13	6	0
PE181001	1	6	0	2
PE181002	1	6	6	0
PE181002	2	13	3	0
PE181003	1	6	3	0
PE181003	2	13	4	0
PE181004	1	6	8	0
PE181004	2	13	10	0
PE181005	1	6	1	0
PE181005	2	13	14	0
PE181005	3	5	5	0
PE181006	1	6	4	0
PE181006	2	5	5	0
PE181006	3	13	4	0
PE181007	1	6	11	0
PE181007	2	13	3	0
PE181008	1	6	5	0
PE181008	2	13	2	0
PE181009	1	6	4	0
PE181009	2	5	10	0
PE181009	3	13	1	0
PE181010	1	6	4	6
PE181010	2	13	0	7
PE181011	1	6	7	0
PE181011	2	13	3	0
PE181012	1	6	4	0
PE181012	2	13	0	9
PE181013	1	6	7	0
PE181013	2	13	7	0
PE181014	1	6	6	0
PE181014	2	13	2	0
PE181015	1	6	5	4
PE181015	2	13	3	0
PE181016	1	6	5	0
PE181016	2	13	7	0
PE181017	1	6	7	0
PE181017	2	5	7	0
PE181017	3	13	2	0
PE181018	1	6	2	0
PE181018	2	13	0	8
PE181018	3	10	3	0
PE181019	1	6	4	6
PE181019	2	13	1	0
PE181020	1	6	12	0
PE181020	2	11	12	0
PE181021	1	6	5	0
PE181021	2	13	1	0
PE181022	1	6	6	0
PE181022	2	13	3	0
PE181022	3	10	2	0
PE181023	1	6	13	0
PE181023	2	5	12	0
PE181023	3	13	0	0
PE181024	1	6	5	0
PE181024	2	5	5	0
PE181024	3	13	1	0
PE181025	1	6	12	0
PE181025	2	13	5	0
PE181025	3	10	1	0
PE181026	1	13	4	0
PE181026	2	6	5	0
PE181026	3	10	1	0
PE181027	1	6	7	0
PE181027	2	5	7	0
PE181027	3	13	2	0
PE181029	1	13	6	0
PE181029	2	6	5	0
PE181030	1	6	10	0
PE181030	2	13	4	0
PE181031	1	6	6	0
PE181031	2	13	2	0
PE181032	1	6	20	0
PE181032	2	13	10	0
PE181033	1	6	5	0
PE181033	2	5	2	0
PE181033	3	13	1	0
PE181034	1	13	6	0
PE181035	1	13	3	0
PE181036	1	6	5	0
PE181036	2	13	2	0
PE181037	1	6	4	0
PE181037	2	13	6	0
PE181038	1	6	7	0
PE181038	2	13	1	6
PE181039	1	6	9	0
PE181039	2	13	2	0
PE181040	1	6	20	0
PE181040	2	13	20	0
PE181041	1	6	8	0
PE181041	2	5	2	0
PE181041	3	13	4	0
PE181042	1	6	7	0
PE181042	2	13	4	0
PE181043	1	6	20	0
PE181043	2	13	10	0
PE181043	3	5	14	0
PE181044	1	6	14	0
PE181044	2	5	14	0
PE181044	3	13	9	0
PE181045	1	6	5	0
PE181045	2	13	4	0
PE181045	3	5	2	0
PE181046	1	6	17	0
PE181046	2	13	11	0
PE181047	1	6	8	0
PE181047	2	5	8	0
PE181047	3	13	3	0
PE181048	1	6	8	0
PE181048	2	13	3	0
PE181049	1	6	3	5
PE181049	2	5	1	2
PE181049	3	8	0	7
PE181050	1	6	7	0
PE181050	2	13	1	0
PE181051	1	6	5	0
PE181051	2	13	0	8
PE181052	1	6	17	0
PE181052	2	5	9	0
PE181052	3	13	4	0
PE181053	1	6	6	0
PE181053	2	5	2	0
PE181054	1	6	4	0
PE181054	2	13	0	8
PE181054	3	5	4	1
PE181055	1	6	5	0
PE181055	2	13	0	8
PE181056	1	6	10	0
PE181056	2	13	4	0
PE181056	3	5	2	0
PE181057	1	6	9	0
PE181057	2	13	5	0
PE181058	1	6	5	4
PE181058	2	13	2	0
PE181059	1	6	5	0
PE181059	2	13	2	0
PE181059	3	5	3	0
PE181060	1	6	12	0
PE181060	2	5	12	0
PE181060	3	13	4	0
PE181061	1	6	15	0
PE181061	2	5	15	0
PE181061	3	13	5	0
PE181062	1	6	17	0
PE181062	2	8	18	0
PE181062	3	13	14	0
PE181063	1	6	6	0
PE181063	2	10	3	0
PE181064	1	6	12	0
PE181065	1	6	10	0
PE181065	2	13	2	0
PE181066	1	13	2	6
PE181066	2	6	8	0
PE181067	1	6	3	0
PE181067	2	13	0	9
PE181068	1	6	15	0
PE181068	2	13	10	0
PE181069	1	6	5	0
PE181071	1	6	4	0
PE181071	2	10	1	6
PE181071	3	13	4	0
PE181072	1	13	5	0
PE181072	2	6	20	0
PE181073	1	6	13	0
PE181073	2	13	13	0
PE181073	3	5	13	0
PE181074	1	6	5	0
PE181074	2	13	2	0
PE181075	1	6	4	10
PE181075	2	13	2	0
PE181076	1	6	21	0
PE181076	2	13	13	0
PE181077	1	6	11	0
PE181077	2	13	3	0
PE181077	3	5	11	0
PE181078	1	6	5	0
PE181079	1	13	2	0
PE181079	2	6	7	0
PE181080	1	6	4	0
PE181080	2	13	0	8
PE181081	1	6	6	0
PE181081	2	5	5	0
PE181081	3	13	1	8
PE181082	1	6	13	0
PE181082	2	13	6	0
PE181083	1	6	16	0
PE181083	2	13	13	0
PE181084	1	6	6	0
PE181084	2	13	6	0
PE181084	3	8	1	0
PE181084	4	5	6	0
PE181086	1	6	20	0
PE181086	2	13	10	0
PE181086	3	5	10	0
PE181087	1	6	6	0
PE181087	2	13	0	7
PE181088	1	13	10	0
PE181088	2	6	13	0
PE181089	1	6	20	0
PE181089	2	5	12	0
PE181089	3	13	6	0
PE181089	4	10	1	0
PE181090	1	6	20	0
PE181090	2	13	20	0
PE181091	1	13	2	0
PE181091	2	6	5	0
PE181092	1	6	19	0
PE181092	2	11	13	0
PE181092	3	5	15	0
PE181093	1	6	9	0
PE181093	2	13	5	0
PE181094	1	6	7	0
PE181094	2	13	2	0
PE181095	1	6	15	0
PE181095	2	13	9	0
PE181096	1	6	4	0
PE181096	2	13	8	0
PE181097	1	6	7	0
PE181097	2	13	2	0
PE181098	1	6	5	0
PE181098	2	13	12	0
PE181099	1	13	10	0
PE181099	2	6	18	0
PE181100	1	6	7	0
PE181100	2	13	2	0
PE181100	3	5	3	0
PE181101	1	6	6	0
PE181101	2	13	3	0
PE181102	1	13	7	0
PE181102	2	6	22	0
PE181103	1	6	17	0
PE181103	2	13	10	0
PE181103	3	5	7	0
PE181104	1	13	10	0
PE181104	2	6	6	0
PE181105	1	6	5	0
PE181105	2	13	4	0
PE191003	1	6	0	8
PE191004	1	6	12	0
PE191004	2	13	12	0
PE191005	1	6	4	0
PE191005	2	13	2	0
PE191006	1	6	15	0
PE191006	2	13	10	0
PE191007	1	13	6	0
PE191008	1	13	1	0
PE191012	1	13	2	0
PE191015	1	6	1	0
PE191016	1	6	1	0
PE191018	1	6	0	6
PE191018	2	13	0	3
PE191019	1	6	3	0
PE191019	2	13	2	0
PE191021	1	6	5	0
PE191022	1	6	2	0
PE191022	2	13	6	0
PE191025	1	6	10	0
PE191025	2	13	8	0
PE191026	1	6	6	0
PE191026	2	13	6	0
PE191027	1	6	3	0
PE191027	2	13	1	0
PE191028	1	6	4	0
PE191028	2	13	1	0
PE191029	1	13	2	0
PE191030	1	6	5	0
PE191030	2	13	6	0
PE191033	1	6	6	2
PE191033	2	13	3	0
PE191034	1	6	6	0
PE191037	1	6	1	0
PE191037	2	13	1	0
PE191039	1	6	7	0
PE191039	2	13	5	0
PE191041	1	13	2	0
PE191043	1	6	5	0
PE191043	2	13	3	0
PE191044	1	6	2	0
PE191048	1	6	8	0
PE191048	2	13	5	0
PE191051	1	13	1	0
PE191052	1	13	2	0
PE191053	1	6	4	0
PE191053	2	13	3	0
PE191054	1	13	2	0
PE191055	1	13	2	0
PE191056	1	6	5	2
PE191056	2	2	3	0
PE191057	1	13	4	0
PE191058	1	6	5	0
PE191059	1	6	4	0
PE191059	2	11	2	0
PE191060	1	6	5	0
PE191061	1	6	2	0
PE191061	2	13	2	0
PE191062	1	6	8	0
PE191062	2	13	7	0
PE191063	1	13	1	0
PE191064	1	6	0	8
PE191064	2	13	0	8
PE191065	1	13	2	0
PE191068	1	6	2	0
PE191068	2	13	2	0
PE191070	1	6	5	0
PE191070	2	13	5	0
PE191071	1	6	4	0
PE191071	2	13	1	0
PE191072	1	13	3	0
PE191073	1	13	2	0
PE191074	1	6	1	0
PE191074	2	13	2	0
PE191075	1	6	5	0
PE191075	2	13	3	0
PE191076	1	13	2	0
PE191077	1	6	5	0
PE191077	2	13	4	0
PE191078	1	6	10	0
PE191078	2	13	8	0
PE191079	1	6	6	0
PE191079	2	13	3	0
PE191080	1	6	2	2
PE191080	2	13	1	0
PE191081	1	13	1	0
PE191083	1	6	5	2
PE191084	1	6	8	0
PE191084	2	13	3	0
PE191085	1	13	1	0
PE191087	1	6	4	2
